Role	Layer	Animation	Bone	OffsetX[1]	OffsetZ[1]	OffsetX[2]	OffsetZ[2]	OffsetX[3]	OffsetZ[3]	OffsetX[4]	OffsetZ[4]	OffsetX[5]	OffsetZ[5]	OffsetX[6]	OffsetZ[6]	OffsetX[7]	OffsetZ[7]	OffsetX[8]	OffsetZ[8]	OffsetX[9]	OffsetZ[9]	OffsetX[10]	OffsetZ[10]	OffsetX[11]	OffsetZ[11]	OffsetX[12]	OffsetZ[12]	OffsetX[13]	OffsetZ[13]	OffsetX[14]	OffsetZ[14]	OffsetX[15]	OffsetZ[15]	OffsetX[16]	OffsetZ[16]	OffsetX[17]	OffsetZ[17]	OffsetX[18]	OffsetZ[18]	OffsetX[19]	OffsetZ[19]	OffsetX[20]	OffsetZ[20]	OffsetX[21]	OffsetZ[21]	OffsetX[22]	OffsetZ[22]	OffsetX[23]	OffsetZ[23]	OffsetX[24]	OffsetZ[24]	OffsetX[25]	OffsetZ[25]	OffsetX[26]	OffsetZ[26]	OffsetX[27]	OffsetZ[27]	OffsetX[28]	OffsetZ[28]	OffsetX[29]	OffsetZ[29]	OffsetX[30]	OffsetZ[30]	OffsetX[31]	OffsetZ[31]	OffsetX[32]	OffsetZ[32]	OffsetX[33]	OffsetZ[33]	OffsetX[34]	OffsetZ[34]	OffsetX[35]	OffsetZ[35]	OffsetX[36]	OffsetZ[36]	OffsetX[37]	OffsetZ[37]	OffsetX[38]	OffsetZ[38]	OffsetX[39]	OffsetZ[39]	OffsetX[40]	OffsetZ[40]	OffsetX[41]	OffsetZ[41]	OffsetX[42]	OffsetZ[42]	OffsetX[43]	OffsetZ[43]	OffsetX[44]	OffsetZ[44]	OffsetX[45]	OffsetZ[45]	OffsetX[46]	OffsetZ[46]	OffsetX[47]	OffsetZ[47]	OffsetX[48]	OffsetZ[48]	OffsetX[49]	OffsetZ[49]	OffsetX[50]	OffsetZ[50]	OffsetX[51]	OffsetZ[51]	OffsetX[52]	OffsetZ[52]	OffsetX[53]	OffsetZ[53]	OffsetX[54]	OffsetZ[54]	OffsetX[55]	OffsetZ[55]	OffsetX[56]	OffsetZ[56]	OffsetX[57]	OffsetZ[57]	OffsetX[58]	OffsetZ[58]	OffsetX[59]	OffsetZ[59]	OffsetX[60]	OffsetZ[60]	OffsetX[61]	OffsetZ[61]	OffsetX[62]	OffsetZ[62]	OffsetX[63]	OffsetZ[63]	OffsetX[64]	OffsetZ[64]	OffsetX[65]	OffsetZ[65]	OffsetX[66]	OffsetZ[66]	OffsetX[67]	OffsetZ[67]	OffsetX[68]	OffsetZ[68]	OffsetX[69]	OffsetZ[69]	OffsetX[70]	OffsetZ[70]	OffsetX[71]	OffsetZ[71]	OffsetX[72]	OffsetZ[72]	OffsetX[73]	OffsetZ[73]	OffsetX[74]	OffsetZ[74]	OffsetX[75]	OffsetZ[75]	OffsetX[76]	OffsetZ[76]	OffsetX[77]	OffsetZ[77]	OffsetX[78]	OffsetZ[78]	OffsetX[79]	OffsetZ[79]	OffsetX[80]	OffsetZ[80]	OffsetX[81]	OffsetZ[81]	OffsetX[82]	OffsetZ[82]	OffsetX[83]	OffsetZ[83]	OffsetX[84]	OffsetZ[84]	OffsetX[85]	OffsetZ[85]	OffsetX[86]	OffsetZ[86]	OffsetX[87]	OffsetZ[87]	OffsetX[88]	OffsetZ[88]	OffsetX[89]	OffsetZ[89]	OffsetX[90]	OffsetZ[90]	OffsetX[91]	OffsetZ[91]	OffsetX[92]	OffsetZ[92]	OffsetX[93]	OffsetZ[93]	OffsetX[94]	OffsetZ[94]	OffsetX[95]	OffsetZ[95]	OffsetX[96]	OffsetZ[96]	OffsetX[97]	OffsetZ[97]	OffsetX[98]	OffsetZ[98]	OffsetX[99]	OffsetZ[99]	OffsetX[100]	OffsetZ[100]	OffsetX[101]	OffsetZ[101]	OffsetX[102]	OffsetZ[102]	OffsetX[103]	OffsetZ[103]	OffsetX[104]	OffsetZ[104]	OffsetX[105]	OffsetZ[105]	OffsetX[106]	OffsetZ[106]	OffsetX[107]	OffsetZ[107]	OffsetX[108]	OffsetZ[108]	OffsetX[109]	OffsetZ[109]	OffsetX[110]	OffsetZ[110]	OffsetX[111]	OffsetZ[111]	OffsetX[112]	OffsetZ[112]	OffsetX[113]	OffsetZ[113]	OffsetX[114]	OffsetZ[114]	OffsetX[115]	OffsetZ[115]	OffsetX[116]	OffsetZ[116]	OffsetX[117]	OffsetZ[117]	OffsetX[118]	OffsetZ[118]	OffsetX[119]	OffsetZ[119]	OffsetX[120]	OffsetZ[120]	OffsetX[121]	OffsetZ[121]	OffsetX[122]	OffsetZ[122]	OffsetX[123]	OffsetZ[123]	OffsetX[124]	OffsetZ[124]	OffsetX[125]	OffsetZ[125]	OffsetX[126]	OffsetZ[126]	OffsetX[127]	OffsetZ[127]	OffsetX[128]	OffsetZ[128]	OffsetX[129]	OffsetZ[129]	OffsetX[130]	OffsetZ[130]	OffsetX[131]	OffsetZ[131]	OffsetX[132]	OffsetZ[132]	OffsetX[133]	OffsetZ[133]	OffsetX[134]	OffsetZ[134]	OffsetX[135]	OffsetZ[135]	OffsetX[136]	OffsetZ[136]	OffsetX[137]	OffsetZ[137]
Me1HetimingyunzhilunMd010001	0	Attack11	wheelBoneM	1.1712	-1.4556	1.1641	-1.4238	1.1985	-1.1574	1.2533	-0.7429	1.336	-0.295	1.2346	0.3784	0.9141	1.0922	0.4254	1.5641	-0.2327	1.5999	-0.8409	1.2501	-1.2031	0.6379	-1.3423	0.0084	-1.3459	-0.6997	-0.4327	-1.4648	1.4982	-1.4492	2.073	-0.7744	1.5485	-0.2092	1.0889	0.1282	0.8943	0.2787	0.6859	0.4166	0.0398	0.8554	-0.0649	1.0694	-0.0817	1.0686	-0.0624	1.0683	-0.0472	1.0667	-0.0408	1.0643	-0.0425	1.064	-0.0503	1.0669	-0.0622	1.0722	-0.077	1.0813	-0.0894	1.0982	-0.0967	1.1162	-0.0971	1.127	-0.0904	1.1312	-0.0867	1.1337	-0.0852	1.1428	-0.0844	1.1534	-0.0843	1.1579	-0.0775	1.163	-0.0755	1.154	-0.1195	1.1006	-0.2109	0.9807	-0.3445	0.9043	-0.4492	0.8993	-0.4457	0.9105	-0.4443	0.9045	-0.438	0.9044	-0.4288	0.9117	-0.4215	0.9164	-0.4149	0.9215	-0.4106	0.9234	-0.4083	0.9222	-0.4063	0.9209	-0.4038	0.9215	-0.4012	0.9242	-0.3992	0.9275	-0.3978	0.9294	-0.3975	0.929	-0.3979	0.9275	-0.3988	0.925	-0.3999	0.9223	-0.4011	0.9197	-0.4019	0.9175	-0.4017	0.9164	-0.4012	0.9162	-0.4007	0.9165	-0.3998	0.9177	-0.3985	0.9194	-0.3969	0.9214	-0.3962	0.923	-0.3957	0.9245	-0.396	0.9251	-0.3971	0.9251	-0.3993	0.9241	-0.4024	0.9227	-0.4096	0.9182	-0.4201	0.9119	-0.4307	0.9064	-0.4383	0.9046	-0.4388	0.9128	-0.4362	0.9313	-0.432	0.9545	-0.4256	0.9734	-0.419	0.9755	-0.4091	0.9602	-0.402	0.8905	-0.4125	0.7544	-0.4204	0.5688	-0.3968	0.3887	-0.3037	0.2706	-0.179	0.1741	-0.0235	0.091	0.1655	0.0255	0.4042	-0.0175	0.6944	-0.0348	1.8053	0.5227	1.9561	0.2657	1.8804	-0.3496	1.793	-0.7238	1.6894	-0.9816	1.5799	-1.1937	1.4727	-1.3557	1.3748	-1.4839	1.2971	-1.563	1.2363	-1.5914	1.1929	-1.5948	1.1622	-1.6048	1.1523	-1.6203	1.1585	-1.6294	1.1678	-1.6228	1.1715	-1.6018	1.1716	-1.5747	1.1697	-1.549	1.1703	-1.5275	1.1718	-1.5056	1.1699	-1.4875	1.1698	-1.4744	1.1704	-1.4645	1.1709	-1.458	1.17	-1.4554	1.1698	-1.455	1.1701	-1.4546	1.1707	-1.4549	1.1712	-1.4556																										
Me1HetimingyunzhilunMd010001	0	Attack13	wheelBoneM	0.1263	3.1766	0.441	2.6139	0.7364	2.0634	0.8983	1.7781	0.9225	1.7765	0.8888	1.8996	0.8811	1.9583	0.8782	1.9805	0.8739	1.9716	0.8691	1.9189	0.8633	1.819	0.8564	1.6801	0.8529	1.5118	0.8568	1.3207	0.8703	1.1172	1.0484	0.1621	1.1667	-1.0218	1.0046	-1.6309	0.3566	-1.7037	0.2364	-1.8069	0.2623	-1.9372	0.301	-2.0737	0.3479	-2.247	0.3138	-2.3253	0.2779	-2.3087	0.8522	-2.0502	1.56	-1.597	1.9768	0.3757	0.8681	2.1286	-0.8208	2.136	-2.2796	0.7756	-2.329	-0.2491	-2.1021	-1.1556	-1.7952	-1.7783	-1.5356	-2.0857	-1.2956	-2.0582	-1.0738	-1.9291	-0.8987	-1.8124	-0.7694	-1.7123	-0.6223	-1.545	-0.4438	-1.3209	-0.2512	-1.0552	-0.029	-0.7806	0.2838	-0.4294	0.5647	-0.0247	0.48	0.4471	0.3328	1.6776	-0.2337	2.972	-0.0989	3.0534	-0.0858	3.0264	-0.0864	3.0501	-0.0872	3.1128	-0.096	3.1648	-0.1021	3.1897	-0.1039	3.188	-0.0959	3.1785	-0.0979	3.1856	-0.0979	3.1856																																																																																																																																																														
Me1HetimingyunzhilunMd010001	0	Attack14	wheelBoneM	0.1263	3.1766	0.1339	3.0231	0.0127	2.8796	-0.2648	2.7303	-0.7605	2.4568	-1.4386	1.9078	-1.993	1.0894	-2.2106	0.1957	-2.1548	-0.5221	-1.8573	-0.9241	-1.4464	-1.1476	-1.0373	-1.2434	-0.6449	-1.2559	-0.2985	-1.1104	-0.0619	-0.8182	0.0832	-0.3249	0.198	0.3082	0.2609	1.3635	0.0072	2.9564	0.0795	3.0645	0.1414	3.0266	0.1377	3.0373	0.1379	3.0941	0.1328	3.1488	0.1257	3.1854	0.1255	3.1892	0.1262	3.1813	0.1263	3.1766																																																																																																																																																																																																																										
Me1HetimingyunzhilunMd010001	0	Attack15	wheelBoneM	0.1263	3.1766	0.1193	3.3979	0.1267	3.4841	0.1692	3.3122	0.2206	3.1195	0.3059	2.8263	0.3749	2.4915	0.4719	2.1393	0.5947	1.7918	0.8293	1.4402	1.0979	1.0392	1.364	0.6187	1.5397	0.18	1.5017	-0.3235	1.0791	-1.0285	0.2018	-1.7433	-0.8021	-1.9353	-1.5785	-1.1829	-1.944	0.277	-0.0221	2.4255	2.0495	0.8158	1.9703	-0.2366	1.6243	-1.1214	0.7461	-1.8725	-0.3667	-2.3115	-1.2244	-2.0742	-1.659	-1.0972	-1.5285	0.5578	0.5784	1.854	2.0502	-0.5681	0.4687	-2.2534	-1.564	-2.1376	-1.9134	-1.2969	-1.8429	-0.6347	-1.8632	-0.4724	-1.9955	0.1115	-2.0099	0.7263	-1.7854	1.0807	-1.4259	1.3827	-0.7986	1.6995	-0.4742	1.9443	-0.0761	2.0103	0.4364	1.9041	1.0051	1.6692	1.5045	1.3076	1.8031	0.8494	1.8553	0.2607	1.6582	-0.3716	1.3531	-0.8646	1.1826	-1.0881	1.1421	-1.1461	1.1508	-1.1573	1.1786	-1.1581	1.1985	-1.1644	1.2034	-1.1918	1.2134	-1.2298	1.224	-1.2678	1.2323	-1.2974	1.2381	-1.323	1.2412	-1.3482	1.242	-1.3728	1.2426	-1.3961	1.2463	-1.4169	1.2511	-1.4335	1.253	-1.4468	1.2563	-1.4565	1.2554	-1.4648	1.2546	-1.4663	1.257	-1.4606	1.2589	-1.4506	1.2576	-1.439	1.2535	-1.4235	1.2493	-1.4049	1.2446	-1.3832	1.2399	-1.358	1.234	-1.3327	1.229	-1.3071	1.2273	-1.2802	1.2253	-1.2548	1.2217	-1.2308	1.218	-1.2061	1.2146	-1.18	1.2123	-1.1524	1.2123	-1.1524																																																																																																										
Me1HetimingyunzhilunMd010001	0	Attack16	wheelBoneM	0.1263	3.1766	0.1254	3.3538	0.1264	3.484	0.2102	3.3327	0.3081	3.1532	0.4121	2.8782	0.4657	2.5493	0.4971	2.1008	0.5978	1.6651	0.9643	1.2186	1.3879	0.6697	1.6681	0.0806	1.613	-0.5845	1.162	-1.3178	0.5129	-1.9132	0.0159	-2.1741	-0.2163	-2.1304	-0.4091	-1.9583	-0.8431	-1.8101	-1.6151	-1.2804	-2.1838	-0.0533	-1.069	2.2058	2.9967	-1.3902	2.4535	-1.9689	1.9897	-2.1897	1.4334	-2.2517	0.8854	-2.1631	0.3989	-1.972	0.0711	-1.8707	-0.0547	-1.8412	-0.1489	-1.7624	-0.2106	-1.7492	-0.2328	-1.8409	-0.2377	-2.0195	-0.3479	-2.2171	-0.4781	-2.3421	-0.3856	-2.3422	-0.1616	-2.2506	0.1175	-1.92	0.1778	-1.3652	0.1641	-1.0318	0.2095	-0.8417	0.3002	-0.6434	0.4139	-0.3089	0.4957	0.143	0.4396	1.1436	0.0072	2.9564	0.0807	3.0605	0.143	3.0541	0.1424	3.0694	0.1365	3.0945	0.1319	3.136	0.1271	3.1847																																																																																																																																																																								
Me1HetimingyunzhilunMd010001	0	Attack17	wheelBoneM	1.6402	0.2736	1.6793	0.6567	1.6639	0.7492	1.5881	0.8732	1.5176	0.8017	1.5123	0.4409	1.5254	-0.0028	1.5023	-0.6501	1.3027	-1.4186	1.2232	-1.5629	1.145	-1.5347	1.028	-1.4608	0.9245	-1.3931	0.8569	-1.3015	0.8102	-1.2211	0.7924	-1.1556	0.7843	-1.1054	0.786	-1.0763	0.7923	-1.0617	0.8005	-1.0543	0.8078	-1.0518	0.8086	-1.0519	0.8088	-1.0524	0.8092	-1.0529	0.8095	-1.0559	0.8094	-1.0587	0.8101	-1.0618	0.8096	-1.0656	0.81	-1.0694	0.8104	-1.0732	0.8108	-1.077	0.8112	-1.0809	0.8116	-1.0847	0.812	-1.0882	0.8124	-1.0912	0.8125	-1.0939	0.8125	-1.0958	0.8119	-1.0971	0.8109	-1.0975	0.8101	-1.0962	0.8094	-1.0932	0.8092	-1.0882	0.809	-1.0823	0.8089	-1.0754	0.809	-1.0681	0.8089	-1.0609	0.8091	-1.0536	0.809	-1.0471	0.8092	-1.0412	0.809	-1.0373	0.8095	-1.0351	0.8094	-1.0356	0.8099	-1.0376	0.8092	-1.0432	0.8115	-1.0497	0.8031	-1.0675	0.7948	-1.0933	0.7854	-1.1243	0.7868	-1.1585	0.8009	-1.191	0.8401	-1.2182	0.9098	-1.2253	0.9874	-1.2311	1.0629	-1.2496	1.1239	-1.3138	1.163	-1.4135	1.1763	-1.4618	1.1775	-1.4631	1.1756	-1.4596	1.1757	-1.455	1.1746	-1.4521	1.1724	-1.4529	1.1717	-1.4531	1.1728	-1.4522	1.1742	-1.451	1.1752	-1.4501	1.1761	-1.4493	1.1766	-1.4489	1.1767	-1.4488																																																																																																																				
Me1HetimingyunzhilunMd010001	0	Attack18	wheelBoneM	1.1712	-1.4556	1.162	-1.3986	1.1541	-1.3423	1.1473	-1.2889	1.1398	-1.2592	1.1345	-1.2445	1.1343	-1.2448	1.138	-1.2648	1.1397	-1.3117	1.1499	-1.3838	1.1736	-1.4611	1.2001	-1.5472	1.2251	-1.6402	1.2356	-1.7346	1.233	-1.8342	1.1986	-1.9166	1.0459	-2.0177	0.6794	-1.9504	0.4546	-1.9312	0.3722	-1.9717	0.3483	-2.0216	0.376	-2.0976	0.4018	-2.1791	0.3907	-2.2867	0.3642	-2.2174	0.2651	-2.2906	0.6146	-2.1823	1.3295	-1.7756	2.094	-0.6688	1.2967	1.8237	-0.113	2.3328	-1.8984	1.3009	-2.3651	0.0811	-2.1988	-0.8646	-1.9017	-1.6169	-1.6143	-2.009	-1.368	-2.0976	-1.1443	-1.9745	-0.9472	-1.846	-0.8079	-1.7478	-0.6794	-1.6132	-0.5043	-1.3964	-0.318	-1.1509	-0.1066	-0.8709	0.1692	-0.5547	0.4816	-0.1745	0.4915	0.0999	0.3938	1.2555	-0.2178	2.9564	-0.1542	3.068	-0.0836	3.0266	-0.0871	3.037	-0.0861	3.0941	-0.0922	3.1488	-0.0993	3.1854	-0.0992	3.1893	-0.0989	3.181	-0.0987	3.1766																																																																																																																																																														
Me1HetimingyunzhilunMd010001	0	Attack19	wheelBoneM	1.1712	-1.4556	1.1084	-1.4555	1.0459	-1.4442	0.9614	-1.4825	0.8753	-1.6271	0.8093	-1.8357	0.7451	-2.0804	0.7047	-2.3177	0.421	-2.3813	0.0077	-2.2507	0.0368	-1.9269	0.1651	-1.374	0.1446	-1.0383	0.1781	-0.8776	0.2504	-0.724	0.3316	-0.4866	0.44	-0.1999	0.513	0.2941	0.222	1.7275	0.0088	2.9571	0.1262	2.9993	0.1397	3.028	0.1387	3.066	0.1376	3.1089	0.1304	3.1618	0.1255	3.1892	0.1258	3.1872	0.1262	3.1789	0.1263	3.1766																																																																																																																																																																																																																								
Me1HetimingyunzhilunMd010001	0	Attack20	wheelBoneM	-0.1789	1.723	-0.1787	1.7396	-0.178	1.7536	-0.1773	1.7675	-0.1767	1.7835	-0.1768	1.8045	-0.1771	1.8332	-0.1797	1.8704	-0.3535	1.6917	-0.6475	1.4029	-0.9291	1.1056	-1.1195	0.8654	-1.1907	0.556	-1.1226	0.1121	-0.9819	0.0069	-0.7648	1.0383	-0.1774	2.4466	-0.1025	2.5741	-0.1186	2.5444	-0.1748	2.1566	-0.2007	1.8076	-0.1613	1.741	-0.1043	1.8583	-0.0427	2.0469	0.0623	2.2444	0.2429	2.3676	0.5252	2.3632	1.3332	1.7774	2.2196	0.5013	1.9514	-0.9936	1.2778	-1.552	0.6937	-1.794	0.0652	-1.7957	-0.4587	-1.5617	-0.8	-1.1653	-0.9309	-0.7135	-0.9169	-0.2898	-0.8407	0.0649	-0.7622	0.3533	-0.5601	1.0281	-0.0204	3.4907	0.362	2.8425	0.7272	2.253	1.0458	1.7317	1.1853	1.5548	1.2038	1.5583	1.2	1.5844	1.1896	1.6174	1.1839	1.6418	1.172	1.6926	1.1564	1.749	1.1452	1.7905	1.1379	1.8131	1.1368	1.8225	1.1366	1.8278	1.1364	1.8312	1.1364	1.8329	1.1364	1.8324	1.1366	1.8298	1.1368	1.8246	1.137	1.8168	1.1373	1.8064	1.1381	1.796	1.1385	1.7866	1.1387	1.7778	1.1388	1.7687	1.1389	1.7584	1.1389	1.7461	1.139	1.731	1.1392	1.7122	1.1395	1.6886	1.1397	1.6596	1.1397	1.6243	1.14	1.5814	1.144	1.5288	1.164	1.4557	1.1886	1.3473	1.2148	1.2192	1.2411	1.0723	1.2614	0.9252	1.2813	0.7828	1.2929	0.65	1.299	0.5099	1.2997	0.3581	1.298	0.2082	1.2951	0.0663	1.2911	-0.0564	1.2903	-0.1518	1.3068	-0.3382	1.3304	-0.5942	1.3597	-0.8328	1.3863	-1.019	1.3987	-1.1721	1.3861	-1.2961	1.3467	-1.3986	1.2691	-1.4442	1.1767	-1.4488																																																																																
Me1HetimingyunzhilunMd010001	0	Attack21	wheelBoneM	1.5279	-1.0336	1.7188	0.837	1.3463	1.8978	1.3563	2.1047	1.4245	2.1054	1.4848	2.1684	1.4842	2.2753	1.4289	2.4535	1.3365	2.5971	1.2091	2.9508	1.1576	3.3392	1.135	3.2948	1.1225	3.2091	1.1152	3.0864	1.1174	2.9853	1.1178	2.9548	1.1207	2.9127	1.1224	2.8621	1.1265	2.8028	1.1346	2.7274	1.148	2.6353	1.1762	2.5276	1.2309	2.4032	1.3095	2.2097	1.3895	1.9142	1.4844	1.5393	1.5756	1.1487	1.6615	0.7855	1.7372	0.4265	1.796	0.0541	1.8216	-0.3093	1.8023	-0.6375	1.7491	-0.9202	1.6252	-1.1301	1.461	-1.2773	1.2919	-1.3668	1.167	-1.4391	1.1536	-1.4562	1.1543	-1.4601	1.1625	-1.4574	1.1712	-1.4556																																																																																																																																																																																																
Me1HetimingyunzhilunMd010001	0	Attack22	wheelBoneM	-0.7569	1.723	-0.3306	1.5221	-0.3653	1.1826	-0.5824	1.222	-0.747	1.326	-0.9354	1.4712	-1.1765	1.4691	-1.4018	1.4454	-1.5824	1.423	-1.6741	1.4257	-1.6503	1.4773	-1.4838	1.4883	-1.3315	1.4501	-1.2244	1.3629	-1.1553	1.2752	-1.1222	1.1994	-1.1086	1.1376	-1.1066	1.0931	-1.1108	1.0689	-1.1192	1.0563	-1.1281	1.052	-1.1324	1.0513	-1.132	1.0527	-1.135	1.0498	-1.1391	1.0464	-1.1421	1.0432	-1.1459	1.0404	-1.1501	1.0363	-1.1541	1.0331	-1.1579	1.0296	-1.1613	1.0265	-1.1638	1.024	-1.1654	1.0224	-1.1657	1.0218	-1.1646	1.0225	-1.1619	1.0249	-1.1579	1.0292	-1.1515	1.0352	-1.1421	1.0426	-1.1296	1.0532	-1.1007	1.0756	-1.0621	1.1032	-1.0223	1.1366	-0.9874	1.1694	-0.9674	1.2025	-0.976	1.2207	-1.0075	1.2284	-1.0472	1.2362	-1.0839	1.261	-1.1125	1.3516	-1.1343	1.442	-1.1489	1.4631	-1.1636	1.4631	-1.1731	1.4577	-1.175	1.4531	-1.1731	1.4521	-1.1716	1.4533	-1.1721	1.4529	-1.1732	1.4519	-1.1745	1.4508	-1.1755	1.4499	-1.1763	1.4492	-1.1767	1.4488																																																																																																																																																				
Me1HetimingyunzhilunMd010001	0	Attack31	wheelBoneM	-0.102	3.1968	-0.0187	3.3345	0.0624	3.4404	0.1151	3.3249	0.2935	0.7518	0.3723	-1.6711	0.453	-2.0026	0.7319	-1.9433	0.781	-2.3135	0.4039	-2.622	0.0399	-2.5054	-0.0898	-2.3448	-0.1749	-2.2319	-0.2356	-2.1395	-0.3637	-2.0056	-0.3654	-1.942	-0.3549	-1.9227	-0.3425	-1.9591	-0.3492	-2.024	-0.352	-2.0817	-0.3467	-2.205	-0.3463	-2.3318	-0.3595	-2.3894	-0.3778	-2.4085	-0.3924	-2.4255	-0.4103	-2.4033	-0.4193	-2.3393	-0.4464	-2.1597	-0.4697	-1.9786	-0.583	-1.8504	-0.7955	-1.6631	-1.0051	-1.438	-1.2048	-0.9758	-1.682	-0.1388	-1.8532	1.1565	2.0923	1.0887	2.3943	-2.2212	1.2565	-2.4175	0.2949	-2.2283	0.0685	-2.0408	-0.0543	-1.9814	-0.1461	-1.9897	-0.2357	-1.9969																																																																																																																																																																																												
Me1HetimingyunzhilunMd010001	0	Attack32	wheelBoneM	-0.102	3.1968	-0.0187	3.3345	0.0624	3.4404	0.1151	3.3249	0.2935	0.7518	0.372	-1.6709	0.4463	-2.0001	0.7292	-1.9412	0.7889	-2.3258	0.4031	-2.6119	0.0502	-2.5218	-0.1263	-2.271	-0.2216	-2.1034	-0.2803	-1.9591	-0.3618	-1.8383	-0.3705	-1.8691	-0.3625	-1.9478	-0.3612	-2.0145	-0.3561	-2.0871	-0.35	-2.1595	-0.3479	-2.2457	-0.3481	-2.3606	-0.3879	-2.459	-0.1873	-2.2449	-0.0258	-1.9504	0.113	-1.5957	0.1945	-1.2018	0.2742	-0.8835	0.3608	-0.6331	0.4299	-0.3463	0.483	-0.014	0.5347	0.3558	0.516	0.9389	-0.0725	2.2922	0.0633	3.015	0.1674	3.0452	0.1719	3.0233	0.1731	3.0719	0.1722	3.1307	0.1619	3.1764	0.1603	3.1898	0.161	3.1844	0.1613	3.1766																																																																																																																																																																																												
Me1HetimingyunzhilunMd010001	0	Attack33	wheelBoneM	-0.102	3.1968	-0.0187	3.3345	0.0624	3.4404	0.1145	3.3236	0.291	0.7517	0.3743	-1.6732	0.4455	-2.017	0.72	-1.8906	0.8659	-2.0171	0.6322	-2.0058	0.5083	-1.8343	0.4148	-1.7318	0.323	-1.7131	0.2238	-1.7526	0.123	-1.8003	0.047	-1.8019	0.0188	-1.7246	0.0142	-1.5966	0.0209	-1.519	0.0185	-1.4801	0.0193	-1.462	0.0176	-1.4504	0.0169	-1.4428	0.0157	-1.4459	0.016	-1.4475	0.0176	-1.4398	0.0177	-1.4302	0.0187	-1.4237	0.0208	-1.424	0.0219	-1.4293	0.022	-1.4368	0.0208	-1.4434	0.0202	-1.4479	0.0195	-1.4512	0.0184	-1.454	0.0173	-1.4564	0.0166	-1.4586	0.0165	-1.4604	0.0165	-1.4622	0.0166	-1.4641	0.0166	-1.466	0.0168	-1.4683	0.0169	-1.4708	0.0171	-1.4738	0.0172	-1.4772	0.0173	-1.4809	0.0173	-1.4848	0.0173	-1.4887	0.0173	-1.4927	0.0172	-1.4966	0.0171	-1.5003	0.0168	-1.5037	0.0166	-1.5067	0.0164	-1.5092	0.0162	-1.511	0.0161	-1.5121	0.0161	-1.5124	0.0163	-1.5118	0.0164	-1.5103	0.0164	-1.5081	0.0165	-1.5056	0.0166	-1.5028	0.0168	-1.5002	0.017	-1.4979	0.0171	-1.4961	0.0177	-1.5005	0.0191	-1.5175	0.0193	-1.5339	0.0193	-1.5512	0.0188	-1.5691	0.0184	-1.5889	0.0167	-1.6097	0.0586	-1.6321	0.157	-1.6597	0.2772	-1.6877	0.4072	-1.702	0.5354	-1.6939	0.6524	-1.6406	0.7757	-1.5558	0.9145	-1.4711	1.1682	-1.4506	1.1777	-1.4555	1.1673	-1.462	1.1666	-1.467	1.1712	-1.4682	1.1723	-1.4677	1.1699	-1.4663	1.1674	-1.4647	1.1681	-1.463	1.17	-1.4608	1.1685	-1.46	1.1671	-1.4591	1.1675	-1.4582	1.1701	-1.4563	1.1712	-1.4556																																																																																				
Me1HetimingyunzhilunMd010001	0	Walk	wheelBoneM	1.036	-1.5113	1.0359	-1.505	1.0353	-1.4982	1.0346	-1.4962	1.0344	-1.5023	1.0347	-1.5223	1.0356	-1.5507	1.0367	-1.5828	1.0379	-1.613	1.0376	-1.6573	1.0393	-1.6944	1.0385	-1.7212	1.0389	-1.723	1.0387	-1.7162	1.0389	-1.7063	1.0391	-1.6926	1.0393	-1.6749	1.0391	-1.6496	1.0388	-1.6197	1.0387	-1.5912	1.0386	-1.5698	1.0383	-1.5594	1.0381	-1.5564	1.0381	-1.5602	1.0381	-1.5689	1.0378	-1.5833	1.0385	-1.5999	1.0379	-1.6174	1.0376	-1.622	1.037	-1.6035	1.0365	-1.575	1.0364	-1.5421	1.036	-1.5113	1.036	-1.5113																																																																																																																																																																																																														
Me1HetimingyunzhilunMd010001	0	Run	wheelBoneM	1.1357	-1.2062	1.1345	-1.1713	1.1366	-1.1372	1.1329	-1.1417	1.1382	-1.1941	1.1359	-1.1776	1.1347	-1.1485	1.1359	-1.1526	1.1376	-1.194	1.136	-1.1896	1.1369	-1.1941	1.1369	-1.1908	1.1359	-1.1782	1.1383	-1.1347	1.1386	-1.0927	1.1365	-1.1066	1.1357	-1.2062	1.1357	-1.2062																																																																																																																																																																																																																																														
Me1HetimingyunzhilunMd010001	0	Walkl	wheelBoneM	0.5585	-1.6398	0.5496	-1.639	0.5402	-1.6384	0.5314	-1.6384	0.5244	-1.6393	0.5209	-1.6408	0.5206	-1.6421	0.5239	-1.6429	0.5308	-1.6431	0.5431	-1.643	0.5597	-1.643	0.571	-1.643	0.5735	-1.6433	0.5679	-1.643	0.5588	-1.6425	0.5487	-1.6424	0.5406	-1.6436	0.5373	-1.6464	0.5367	-1.65	0.5372	-1.6527	0.5371	-1.6532	0.5358	-1.6492	0.5386	-1.6439	0.5494	-1.6425	0.5593	-1.646	0.5616	-1.6542	0.5608	-1.6637	0.5581	-1.6723	0.5552	-1.6781	0.5533	-1.6774	0.5535	-1.6691	0.5555	-1.655	0.5584	-1.6408	0.5584	-1.6408																																																																																																																																																																																																														
