Id	Name	ModelPath	ModelFaceName	FaceSkinPath	DefaultMoveSpeed	DefaultBodyAnimName	BodyAnimPath[0]	BodyAnimPath[1]	BodyAnimPath[2]	BodyAnimPath[3]	BodyAnimPath[4]	BodyAnimPath[5]	BodyAnimPath[6]	BodyAnimPath[7]	BodyAnimPath[8]	BodyAnimPath[9]	FaceAnimPath[0]	FaceAnimPath[1]	FaceAnimPath[2]	FaceAnimPath[3]	FaceAnimPath[4]
600005	Construct Soldier 2	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600006	Construct Soldier 3	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600007	Construct Soldier 4	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600008	Construct Soldier 5	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600009	Construct Soldier 6	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600010	Construct Soldier 7	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600011	Construct Soldier 8	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Standup.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stun.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walk.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Walkb.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600012	Construct Soldier 9	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600013	Construct Soldier 10	Assets/Product/Role/CharaterPrefab/NPC1GouzaotiMd10002.prefab			1.5	Stand2	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommon/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim	Assets/Product/Role/Animation/NPC1GouzaotiMdCommon/NPC1GouzaotiMdCommonDisplay/UiStand1.anim					
600014	Construct Female Soldier	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim					
600015	Construct Female Soldier	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim					
600016	Construct Female Soldier	Assets/Product/Role/CharaterPrefab/Mo1CyborgsoldierMd10004.prefab			1.5	Stand2	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgsoldierMd10001/Mo1CyborgsoldierMd10001/BaseLayer/Stand2.anim					
600017	Construct Female Commander	Assets/Product/Role/CharaterPrefab/Mo1CyborgleaderMd10003.prefab			1.5	Stand2	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim	Assets/Product/Role/Animation/Mo1CyborgleaderMd10001/Mo1CyborgleaderMd10001/BaseLayer/Stand2.anim					
