CharacterId	ModelName	Name	SmallHeadIcon	HalfBodyImage
1041003	QR3BiankaMd010011TX	Bianca: Veritas	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png
1111002	QR2SufeiyaMd010011TX	Sophia	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png
1121002	QR2KuluomuMd010011TX	Chrome: Arclight	Assets/Product/Texture/Image/Role/RoleHeadKulomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKulomuQ.png
1021004	QR4LuxiyaMd010011TX	Lucia: Plume	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png
1131002	QR2WeilaMd010011TX	Vera: Rozen	Assets/Product/Texture/Image/Role/RoleHeadWeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadWeilaQ.png
1511003	QR2KamuMd010011TX	Camu	Assets/Product/Texture/Image/Role/RoleHeadKamuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKamuQ.png
1141003	QR3LuosaitaMd010011TX	Rosetta	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png
1521003	QR2QuMd010011TX	Qu	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png
1161002	QR1ChangyuMd010011TX	Changyu	Assets/Product/Texture/Image/Role/RoleHeadChangYuQ.png	Assets/Product/Texture/Image/Role/RoleHeadChangYuQ.png
1171003	QR3LunaMd010011TX	Luna	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png
1211002	QR2WanshiMd010011TX	Wanshi	Assets/Product/Texture/Image/Role/RoleHeadWanShiQ.png	Assets/Product/Texture/Image/Role/RoleHeadWanShiQ.png
1531003	QR3SailinnaMd010011TX	Selena: Tempest	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNaQ.png
1121003	QR3KuluomuMd010011TX	Chrome: Glory	Assets/Product/Texture/Image/Role/RoleHeadR3KuluomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3KuluomuQ.png
1221002	QR2TwentyoneMd010011TX	No. 21	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png
1131003	QR3WeilaMd010011TX	Vera: Garnet	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png
1541003	QR2LuolanMd010011TX	Roland	Assets/Product/Texture/Image/Role/RoleHeadR2LuolanQ.png	Assets/Product/Texture/Image/Role/RoleHeadR2LuolanQ.png
1031004	QR4LifuMd010011TX	Liv: Empyrea	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png
1531004	QR4SailinnaMd010011TX	Selena: Capriccio	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png
1551003	QR2PulaoMd010011TX	Pulao	Assets/Product/Texture/Image/Role/RoleHeadPulaoQnew.png	Assets/Product/Texture/Image/Role/RoleHeadPulaoQnew.png
1051004	QR4YongyechaoMd010011TX	Nanami: Starfarer	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png
1561003	QR2HakamaMd010011TX	Haicma	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png
1071004	QR4KalieninaMd010011TX	Karenina: Scire	Assets/Product/Texture/Image/Role/RoleHeadR4KalieninaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4KalieninaQ.png
1571003	QR2NuoanMd010011TX	Noan	Assets/Product/Texture/Image/Role/RoleHeadNuoanQnew.png	Assets/Product/Texture/Image/Role/RoleHeadNuoanQnew.png
1041004	QR4BiankaMd010011TX	Bianca: Stigmata	Assets/Product/Texture/Image/Role/RoleHeadR4BiankaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4BiankaQ.png
1231002	QR2BangbinataMd010011TX	Bambinata	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata1Q.png
1011004	QR4LiangMd010011TX	Lee: Hyperreal	Assets/Product/Texture/Image/Role/RoleHeadR4Li1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Li1Q.png
1021005	QR5LuxiyaMd010011TX	Alpha: Crimson Weave	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya1Q.png
1091003	QR3AilaMd010011TX	Ayla: Brilliance	Assets/Product/Texture/Image/Role/RoleHeadR3Aila1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Aila1Q.png
