Id	FurnitureId	ExtraAttrId	AdditionId	Quality	Name
8070018	8700018	100002	114		Chibi Chess Lee
8070019	8700019	100002	114		Chibi Chess Lucia
8070020	8700020	100002	114		Chibi Chess Liv
8070021	8700021	100002	114		Chibi Chess Kamui
8070022	8700022	100004	114		Chessboard Window
8070023	8700023	100004	114		Wall Pendant
8800001	8800001	100002	114		Mediterranean Fish Tank
8800002	8800002	100001	114		Mediterranean Ceiling
8800003	8800003	100001	114		Mediterranean Floor
8800004	8800004	100001	114		Mediterranean Wall
8800005	8800005	100001	114		Mediterranean Cabinet
8800006	8800006	100001	114		Mediterranean Mahjong Table
8800007	8800007	100004	114		Mediterranean Window - With Curtains
8800008	8800008	100004	114		Mediterranean Window With A Sill
8800009	8800009	100001	114		Mediterranean Billiard Table
8800010	8800010	100001	114		Mediterranean Sofa
8800011	8800011	100004	114		Mediterranean Mural
8800012	8800012	100004	114		Mediterranean Swim Ring
8800013	8800013	100003	114		Mediterranean Mahjong Chair
8800014	8800014	100004	114		Mediterranean Wall Lamp
8800015	8800015	100001	114		Mediterranean Bed
8900001	8900001	100003	114		Forest Guard Grill
8900002	8900002	100001	114		Forest Guard Ceiling
8900003	8900003	100001	114		Forest Guard Floor
8900004	8900004	100001	114		Forest Guard Wall
8900005	8900005	100001	114		Forest Guard Shelf
8900006	8900006	100001	114		Forest Guard Desk
8900007	8900007	100004	114		Forest Guard Window
8900008	8900008	100004	114		Forest Guard Painting
8900009	8900009	100001	114		Forest Guard Coffee Table
8900010	8900010	100001	114		Forest Guard Sofa
8900011	8900011	100002	114		Forest Guard Bed Cabinet
8900012	8900012	100003	114		Forest Guard Stool
8900013	8900013	100004	114		Forest Guard Wall Lamp
8900014	8900014	100001	114		Forest Guard Bed
8900015	8900015	100004	114		Forest Guard Window (S)
8900016	8900016	100004	114		Forest Guard Weapons
8400010	8400010	100001	114		Throne of Redemption
8910001	8910001	100001	114		Ceiling
8910002	8910002	100001	114		Floor
8910003	8910003	100001	114		Wall
8910004	8910004	100001	114		Shelf
8910005	8910005	100001	114		Round Table
8910006	8910006	100003	114		Coffee Table
8910007	8910007	100001	114		Sofa
8910008	8910008	100003	114		Stool
8910009	8910009	100001	114		Bed
8910010	8910010	100003	114		Crucible Holder
8910011	8910011	100004	114		Screen
8910012	8910012	100003	114		Magic Carpet
8910013	8910013	100003	114		Candlestick
8910014	8910014	100003	114		Scythe Deco
8920001	8920001	100001	114		Wall
8920002	8920002	100001	114		Floor
8920003	8920003	100001	114		Ceiling
8920004	8920004	100001	114		Dessert cabinet
8920005	8920005	100001	114		Cake table
8920006	8920006	100001	114		Pink sofa
8920007	8920007	100001	114		Narwhal bed
8920008	8920008	100003	114		Bonsai camera
8920009	8920009	100004	114		Partition Wall
8920010	8920010	100003	114		Bonsai ornaments
8920011	8920011	100003	114		Anubis
8920012	8920012	100003	114		Slide
8920013	8920013	100003	114		Donut
8920014	8920014	100003	114		Crystal ball
8920015	8920015	100004	114		Window
8920016	8920016	100004	114		Dart board
8920017	8920017	100003	114		Green sofa
8920018	8920018	100003	114		Purple sofa
8920019	8920019	100003	114		Yellow sofa
8930001	8930001	100001	114		Theater Wall
8930002	8930002	100001	114		Theater Carpet
8930003	8930003	100001	114		Theater Crossbeam
8930004	8930004	100001	114		Theater Bed
8930005	8930005	100002	114		Floor Lamp
8930006	8930006	100004	114		Bamboo Screen
8930007	8930007	100002	114		Theater Lamp
8930008	8930008	100002	114		Theater Drum
8930009	8930009	100002	114		Theater Stage
8930010	8930010	100002	114		Cloud Stand
8930011	8930011	100004	114		Snowy Blossoms
8930012	8930012	100001	114		Theater Bookshelf
8930013	8930013	100004	114		Theater Window
8930014	8930014	100001	114		Theater Lounge
8930015	8930015	100003	114		Theater Chair
8930016	8930016	100001	114		Theater Desk
8940001	8940001	100001	114		Timber Block
8940002	8940002	100001	114		Stone Castle
8940003	8940003	100001	114		Skylight Ceiling
8940004	8940004	100001	114		Greenery Swing
8940005	8940005	100001	114		Sugary Dream
8940006	8940006	100001	114		Magical Cabinet
8940007	8940007	100001	114		Tea Table
8940008	8940008	100003	114		Cocoa Chair
8940009	8940009	100003	114		Tree Stump
8940010	8940010	100003	114		Afternoon Leisure
8940011	8940011	100002	114		Forest Path
8940012	8940012	100002	114		Fondant Fence
8940013	8940013	100002	114		Sweet Fragrance
8940014	8940014	100002	114		Flower Stand
8940015	8940015	100002	114		White Pillar
8940016	8940016	100004	114		Wall Planter
8940017	8940017	100004	114		Stained Glass
8950001	8950001	100005	114		Falling Star Ceiling
8950002	8950002	100005	114		Sleeping Pod
8950003	8950003	100005	114		Star Patterned Bed
8950004	8950004	100005	114		Weapon Locker
8950005	8950005	100005	114		Multipurpose Tactics Table
8950006	8950006	100006	114		Cleaning Expert
8950007	8950007	100006	114		Astronomical Telescope
8950008	8950008	100008	109		Starry Wall Lamp
8950009	8950009	100008	109		Moonlit Window
8950010	8950010	100008	109		Tactics Wall
8960001	8960001	100001	114		No. 21's Lab White Wall
8960002	8960002	100001	114		Qu: Pavo's Sofa Full of Books
8960003	8960003	100001	114		Watanabe: Nightblade's Simulated Military Sleeping Pod
8960004	8960004	100001	114		Watanabe: Astral's Military Sleeping Pod
8960005	8960005	100001	114		A-Rank Wanshi's Bean Bag
8960006	8960006	100001	114		Sophia: Silverfang's Maintenance Tool Kit
8960007	8960007	100001	114		Ayla: Brilliance's Drawing Tool Kit
8960008	8960008	100001	114		Lee: Palefire's Machine Workbench
8960009	8960009	100001	114		Lee: Entropy's Machine Workbench X
8960010	8960010	100001	114		Lucia: Lotus' Simple Cooking Bench
8960011	8960011	100001	114		Lucia: Dawn's Standard Cooking Bench
8960012	8960012	100001	114		Lucia: Plume's Advanced Cooking Bench
8960013	8960013	100002	114		Changyu: Qilin's Wooden Dummy
8960014	8960014	100002	114		Liv: Eclipse's Simple Dress
8960015	8960015	100002	114		Liv: Lux's Fine Dress
8960016	8960016	100002	114		Liv: Luminance's Jellyfish Orb
8960017	8960017	100002	114		Luna: Laurel's Holographic Galaxy Model
8960018	8960018	100002	114		Lucia: Crimson Abyss' Red Motorcycle
8960019	8960019	100002	114		Rosetta: Rigor's Tree-Shaped Ornament
8960020	8960020	100002	114		Nanami: Storm's Simple Drink Pet
8960021	8960021	100002	114		Nanami: Pulse's Complex Drink Pet
8960022	8960022	100004	114		Kamui: Bastion's Video Game Set
8960023	8960023	100004	114		Kamui: Tenebrion's Fine Video Game Set
8960024	8960024	100002	114		Vera: Rozen's Drum Set
8960025	8960025	100002	114		Camu: Crocotta's Food Cabinet
8960026	8960026	100002	114		Selena's Phonograph Pet
8960027	8960027	100004	114		Bianca: Zero's Purple Feathered Bow Rest
8960028	8960028	100004	114		Bianca: Veritas' White Feathered Bow Rest
8960029	8960029	100004	114		Karenina: Blast's Fireworks Projector
8960030	8960030	100004	114		Karenina: Ember's Fine Fireworks Projector
8960031	8960031	100004	114		Chrome: Arclight's Schedule Board
8960032	8960032	100004	114		S-Rank Chrome's Schedule Board X
8960033	8960033	100004	114		Roland's Movie Poster
8960034	8960034	100002	114		Garnet's Drum
8960035	8960035	100002	114		Liv's Cage
8960036	8960036	100002	114		Selena's Phonograph
8960039	8960039	100004	114		Neon Lion
8960040	8960040	100002	114		Mecha Nanami
8970001	8970001	100002	114		Daily Practice
8970002	8970002	100004	114		Classroom Blackboard
8970003	8970003	100002	114		Air Purifier
8970004	8970004	100003	114		Cardboard Boxes
8970005	8970005	100002	114		Spare Supplies
8970006	8970006	100001	114		Bunting Banners
8970007	8970007	100003	114		Classroom Chair
8970008	8970008	100001	114		Classroom Table
8970009	8970009	100001	114		Wooden Floor
8970010	8970010	100001	114		Janitor's Lockers
8970011	8970011	100002	114		Basketball Hoop
8970012	8970012	100002	114		Running Track
8970013	8970013	100002	114		Scoreboard
8970014	8970014	100001	114		Snack Table
8970015	8970015	100003	114		Summerfest Stage
8970016	8970016	100001	114		Vault Sofa
8970017	8970017	100001	114		Colorful Wallpaper
8970018	8970018	100002	114		Water Cooler
8970019	8970019	100004	114		Classroom Window
8980005	8980005	100003	114		Lotus Cake Stool
8980006	8980006	100003	114		Cream Cake Stool
8980007	8980007	100003	114		Ice-cream Cake Stool
8980008	8980008	100003	114		Green Bean Cake Stool
8980009	8980009	100003	114		Five Nuts Cake Stool
8980010	8980010	100001	114		Cake Table
8981001	8981001	100002	114		Simple Medical Trolley
8981002	8981002	100001	114		Common Physiotherapy Bed
8981003	8981003	100003	114		Medic Sleeping Chamber
8981005	8981005	100001	114		Cellular Structure Rings
8981006	8981006	100003	114		Star Tower of Life
8981007	8981007	100002	114		Surgical Record Screen
8981008	8981008	100001	114		Doctor's Office Desk
8981009	8981009	100001	114		Cultivation Square
8981010	8981010	100001	114		Beehive Table
8981011	8981011	100002	114		Indicator Screen
8981012	8981012	100002	114		Robotic Arm with Screen
8981013	8981013	100002	114		Beehive Stand
8981014	8981014	100002	114		Double-Deck Cart
8981015	8981015	100001	114		Star of Life Sofa Bed
8981016	8981016	100002	114		Case History Terminal
8981017	8981017	100001	114		Wall of Prayers
8981018	8981018	100002	114		Winged Snake Scepter
8981019	8981019	100003	114		Physiotherapy Chair
8981020	8981020	100004	114		Stained Glass Window
8981101	8981101	100001	114		Kuroro Bar Counter
8981102	8981102	100001	114		Disco Ball
8981103	8981103	100004	114		Kuroro Sticker
8981104	8981104	100001	114		DJ Booth
8981106	8981106	100002	114		Clang-Clang Electronic Drum Set
8981107	8981107	100001	114		Super High Dancing Floor
8981108	8981108	100002	114		Tuner Electric Guitar
8981109	8981109	100003	114		Distortion Microphone
8981110	8981110	100001	114		Disco Sofa
8981111	8981111	100002	114		Shining Stage
8981112	8981112	100002	114		Stereo Speaker
8981113	8981113	100003	114		Disco Stool
8981114	8981114	100002	114		Volume Table
8981115	8981115	100001	114		Music Wave Wall
8981116	8981116	100001	114		Kuroro Display Case
8981201	8981201	100004	114		Score Monster
8981202	8981202	100003	114		Throne
8981203	8981203	100003	114		Godfather's Coat Rack
8981204	8981204	100003	114		Areca Palm
8981205	8981205	100001	114		Kingpin's Round Table
8981301	8981301	100004	114		Spring Scenery Window
8981302	8981302	100003	114		Marble Stool
8981303	8981303	100002	114		Rockery Ornament
8981304	8981304	100001	114		Stone Go Board
8981305	8981305	100003	114		Greeting Pine
8981401	8981401	100001	114		Mosaic Floor
8981402	8981402	100001	114		Green Grating
8981403	8981403	100001	114		Colorful Ceiling
8981404	8981404	100001	114		Moment of Respite
8981405	8981405	100001	114		Good Sleep Rocking Chair
8981406	8981406	100001	114		Vending Machine Closet
8981407	8981407	100001	114		Square Restaurant Table
8981408	8981408	100001	114		Round Restaurant Table
8981409	8981409	100003	114		Restaurant Folding Chair
8981410	8981410	100003	114		Beverage Box
8981411	8981411	100003	114		Dining Car
8981412	8981412	100003	114		Chinese Lantern
8981413	8981413	100003	114		Plastic Stool
8981414	8981414	100003	114		Traffic Light
8981415	8981415	100003	114		Red Envelope Citrus Tree
8981416	8981416	100004	114		Firecrackers Decoration
8981417	8981417	100004	114		Chinese Character Decoration
8981418	8981418	100004	114		Nostalgic Screen
8981419	8981419	100004	114		Retro Screens
8981501	8981501	100001	114		Medieval Bed
8981502	8981502	100001	114		Medieval Bookshelf
8981503	8981503	100001	114		Medieval Table
8981504	8981504	100003	114		Medieval Chair
8981505	8981505	100004	114		Medieval Sword and Shield
8981506	8981506	100001	114		Country-Style Hammock
8981507	8981507	100001	114		Country-Style Basket
8981508	8981508	100001	114		Country-Style Table
8981509	8981509	100003	114		Country-Style Chair
8981510	8981510	100003	114		Country-Style Pool
8981511	8981511	100003	114		Haicma Exclusive Decor
8981512	8981512	100004	114		OST Featured Decor
8981601	8981601	100001	114		Tea Party Long Table
8981602	8981602	100001	114		Tea Party Round Table
8981603	8981603	100004	114		Tea Party Chair
8981604	8981604	100003	114		Tea Party Bunny
8981605	8981605	100003	114		Tea Party Board
8981606	8981606	100004	114		Tea Party Fence
8981607	8981607	100001	114		Detective Sofa
8981608	8981608	100004	114		Detective Chair
8981609	8981609	100001	114		Detective Long Table
8981610	8981610	100001	114		Detective Round Table
8981611	8981611	100003	114		Detective Fireplace
8981612	8981612	100004	114		Detective Clue Board
8981613	8981613	100001	114		Karenina Decor
8981614	8981614	100003	114		Crimson Abyss Featured Decor
8981701	8981701	100001	114		Library Cabinet
8981702	8981702	100001	114		Library Table
8981703	8981703	100003	114		Library Chair
8981704	8981704	100003	114		Library Trolley
8981705	8981705	100003	114		Library Telescope
8981706	8981706	100001	114		Dragon Boat Festival Cupboard
8981707	8981707	100001	114		Dragon Boat Festival Table
8981708	8981708	100003	114		Dragon Boat Festival Chair
8981709	8981709	100003	114		Dragon Boat Festival Stove
8981710	8981710	100004	114		Dragon Boat Festival Decoration 1
8981711	8981711	100004	114		Dragon Boat Festival Decoration 2
8981712	8981712	100001	114		Noan Exclusive Decor
8981801	8981801	100001	114		Bar Floor
8981802	8981802	100001	114		Bar Wall
8981803	8981803	100001	114		Bar Ceiling
8981804	8981804	100001	114		Bar Locomotive Sofa
8981805	8981805	100001	114		Bar Car Back Sofa
8981806	8981806	100001	114		Bar Car Bed
8981807	8981807	100001	114		Bar Wine Cabinet
8981808	8981808	100001	114		Bar Drink Cabinet
8981809	8981809	100001	114		Bar Table
8981810	8981810	100003	114		Bar Chair
8981811	8981811	100003	114		Bar Music Cabinet
8981812	8981812	100003	114		Bar Counter
8981813	8981813	100004	114		Bar Window
8981814	8981814	100004	114		Bar Arrow
8981815	8981815	100004	114		Bar Light Board
8981816	8981816	100004	114		Bar Wall Ornament
8981817	8981817	100001	114		Bianca Exclusive Decor
8981818	8981818	100004	114		Qu Featured Decor
8981901	8981901	100001	114		Mid-Autumn Bed
8981902	8981902	100001	114		Mid-Autumn Table
8981903	8981903	100003	114		Mid-Autumn Chair
8981904	8981904	100003	114		Mid-Autumn Grape Arbor
8981905	8981905	100003	114		Mid-Autumn Flower Basket
8981906	8981906	100001	114		Dollhouse Shelf
8981907	8981907	100001	114		Dollhouse Workbench
8981908	8981908	100001	114		Dollhouse Sewing Table
8981909	8981909	100003	114		Dollhouse Chair
8981910	8981910	100003	114		Dollhouse Decor
8981911	8981911	100003	114		Dollhouse Plant
8981912	8981912	100004	114		Dollhouse Toolboard
8981913	8981913	100003	114		Bambinata Exclusive Decor
8981914	8981914	100003	114		Luminance Featured Decor
8982001	8982001	100001	114		Studio Floor
8982002	8982002	100001	114		Studio Wall
8982003	8982003	100001	114		Studio Ceiling
8982004	8982004	100001	114		Studio Sofa
8982005	8982005	100001	114		Studio Bed
8982006	8982006	100001	114		Studio Cabinet
8982007	8982007	100001	114		Studio Shelf
8982008	8982008	100001	114		Studio Counter
8982009	8982009	100001	114		Studio Workbench
8982010	8982010	100001	114		Studio Exposure Center
8982011	8982011	100001	114		Studio Printing Center
8982012	8982012	100003	114		Studio Camera
8982013	8982013	100003	114		Studio Stage
8982014	8982014	100004	114		Studio Wall Camera
8982015	8982015	100004	114		Studio Diffuser
8982016	8982016	100004	114		Studio Window
8982017	8982017	100004	114		Studio Photo Board
8982018	8982018	100004	114		Studio Partition Wall (L)
8982019	8982019	100004	114		Studio Partition Wall (R)
8982020	8982020	100003	114		Lee: Hyperreal Exclusive Decor
8982101	8982101	100001	114		Archaeological Set Floor
8982102	8982102	100001	114		Archaeological Set Wall
8982103	8982103	100001	114		Archaeological Set Ceiling
8982104	8982104	100001	114		Archaeological Set Sofa
8982105	8982105	100001	114		Archaeological Set Bed
8982106	8982106	100001	114		Archaeological Set Bookshelf
8982107	8982107	100001	114		Archaeological Set Shelf
8982108	8982108	100001	114		Archaeological Set Small Coffee Table
8982109	8982109	100001	114		Archaeological Set Display Table
8982110	8982110	100001	114		Archaeological Set Workbench
8982111	8982111	100003	114		Archaeological Set Chair
8982112	8982112	100003	114		Archaeological Set Porcelain
8982113	8982113	100003	114		Archaeological Set Display Cabinet
8982114	8982114	100003	114		Archaeological Set Whale Skeleton
8982115	8982115	100004	114		Archaeological Set Wall Lamp
8982116	8982116	100004	114		Archaeological Set Specimen Small Accessory
8982117	8982117	100004	114		Archaeological Set Specimen Big Accessory
8982118	8982118	100004	114		Archaeological Set Window
8982119	8982119	100003	114		Ayla Exclusive Decor
8982201	8982201	100001	114		Lion Dance Set Floor
8982202	8982202	100001	114		Lion Dance Set Wall
8982203	8982203	100001	114		Lion Dance Set Ceiling
8982204	8982204	100001	114		Lion Dance Set Sofa
8982205	8982205	100001	114		Lion Dance Set Bed
8982206	8982206	100001	114		Lion Dance Set Shelf
8982207	8982207	100001	114		Lion Dance Set Table
8982208	8982208	100003	114		Lion Dance Set Stool
8982209	8982209	100003	114		Lion Dance Set Rack
8982210	8982210	100003	114		Lion Dance Set Banner
8982211	8982211	100003	114		Lion Dance Set Floor Lamp
8982212	8982212	100003	114		Lion Dance Set Potted Pine
8982213	8982213	100003	114		Lion Dance Set Stage
8982214	8982214	100004	114		Lion Dance Set Cloud Painting
8982215	8982215	100004	114		Lion Dance Set Calligraphy
8982216	8982216	100004	114		Lion Dance Set Lion Painting
8982217	8982217	100004	114		Lion Dance Set Window
8982218	8982218	100004	114		Lion Dance Set Window 2
8982219	8982219	100004	114		Lion Dance Set Screen
8982220	8982220	100003	114		Crimson Abyss Exclusive Decor
8982221	8982221	100001	114		Operational Sales Counter
8110102	8010102	100002	320		Kuroro Totem
8110103	8010103	100002	320		库洛洛悉尼歌剧院
8110108	8010108	100002	320		库洛洛遗迹
8110109	8010109	100004	320		赛利卡珍珠少女
8110110	8010110	100004	320		Mona Celica
8980001	8980001	100002	114		Milky Way Bridge
8980002	8980002	100001	114		Cloud Beam
8980003	8980003	100002	114		Moondew Lantern
8980004	8980004	100004	114		Magpie Window
8140101	8040101	100002	320		Kuroro Thunder Gate
8140102	8040102	100002	320		Kuroro Totem
8140103	8040103	100002	320		Kuroro Opera House
8140104	8040104	100002	320		Kuroro Temple
8140105	8040105	100002	320		Kuroro Needle
8140106	8040106	100002	320		Great Kuroro Sphinx
8140107	8040107	100002	320		Big Kuroro
8140108	8040108	100002	320		Kuroro City Ruins
8140109	8040109	100004	320		Celica with Pearl Earrings
8140110	8040110	100004	320		Mona Celica
