Id	Order	Name	BigIcon	Path	Description	WorldDesc	IsFree	ConvertItemId	ConvertItemCount	TimeLimitType	ExpireTimeStr	Duration	PackageId
11000062	62	Achievement Stamp - Empyrea	Assets/Product/Texture/Image/IconExpression/IconExpressA62.png	Assets/Product/Texture/Image/IconExpression/IconExpressA62.png	Evolve Achievement Stamp - Empyrea to SSS	Achievement - Empyrea		1	10000	1			1001
11000063	63	Achievement Stamp - Capriccio	Assets/Product/Texture/Image/IconExpression/IconExpressA63.png	Assets/Product/Texture/Image/IconExpression/IconExpressA63.png	Evolve Achievement Stamp - Capriccio to SSS	Achievement - Capriccio		1	10000	1			1001
11000064	64	Achievement Stamp - Yuan Ye	Assets/Product/Texture/Image/IconExpression/IconExpressA64.png	Assets/Product/Texture/Image/IconExpression/IconExpressA64.png	Evolve Achievement Stamp - Yuan Ye to SSS	Achievement - Yuan Ye		1	10000	1			1001
11000065	65	Achievement Stamp - Noctua	Assets/Product/Texture/Image/IconExpression/IconExpressA65.png	Assets/Product/Texture/Image/IconExpression/IconExpressA65.png	Evolve Achievement Stamp - Noctua to SSS	Achievement - Noctua		1	10000	1			1001
11000066	66	Achievement Stamp - Toniris	Assets/Product/Texture/Image/IconExpression/IconExpressA66.png	Assets/Product/Texture/Image/IconExpression/IconExpressA66.png	Evolve Achievement Stamp - Toniris to SSS	Achievement - Toniris		1	10000	1			1001
11000067	67	Achievement Stamp - Frost Oath	Assets/Product/Texture/Image/IconExpression/IconExpressA67.png	Assets/Product/Texture/Image/IconExpression/IconExpressA67.png	Evolve Achievement Stamp - Frost Oath to SSS	Achievement - Frost Oath		1	10000	1			1001
11000068	68	Achievement Stamp - Seeshell	Assets/Product/Texture/Image/IconExpression/IconExpressA68.png	Assets/Product/Texture/Image/IconExpression/IconExpressA68.png	Evolve Achievement Stamp - Seeshell to SSS	Achievement - Seeshell		1	10000	1			1001
11000069	69	Achievement Stamp - Nitor	Assets/Product/Texture/Image/IconExpression/IconExpressA69.png	Assets/Product/Texture/Image/IconExpression/IconExpressA69.png	Evolve Achievement Stamp - Nitor to SSS	Achievement - Nitor		1	10000	1			1001
11000070	70	Achievement Stamp - Lingya	Assets/Product/Texture/Image/IconExpression/IconExpressA70.png	Assets/Product/Texture/Image/IconExpression/IconExpressA70.png	Evolve Achievement Stamp - Lingya to SSS	Achievement - Lingya		1	10000	1			1001
11000071	71	Achievement Stamp - Boreas	Assets/Product/Texture/Image/IconExpression/IconExpressA71.png	Assets/Product/Texture/Image/IconExpression/IconExpressA71.png	Evolve Achievement Stamp - Boreas to SSS	Achievement - Boreas		1	10000	1			1001
11000072	72	Achievement Stamp - Dragontoll	Assets/Product/Texture/Image/IconExpression/IconExpressA72.png	Assets/Product/Texture/Image/IconExpression/IconExpressA72.png	Evolve Achievement Stamp - Dragontoll to SSS	Achievement - Dragontoll		1	10000	1			1001
11000073	73	Achievement Stamp - Thorny	Assets/Product/Texture/Image/IconExpression/IconExpressA73.png	Assets/Product/Texture/Image/IconExpression/IconExpressA73.png	Evolve Achievement Stamp -Thorny to SSS	Achievement - Thorny		1	10000	1			1001
11000074	74	Achievement Stamp - Starfarer	Assets/Product/Texture/Image/IconExpression/IconExpressA79.png	Assets/Product/Texture/Image/IconExpression/IconExpressA79.png	Evolve Achievement Stamp - Starfarer to SSS	Achievement - Starfarer		1	10000	1			1001
11000075	75	Achievement Stamp - Jet Jaeger	Assets/Product/Texture/Image/IconExpression/IconExpressA80.png	Assets/Product/Texture/Image/IconExpression/IconExpressA80.png	Evolve Achievement Stamp - Jet Jaeger to SSS	Achievement - Jet Jaeger		1	10000	1			1001
11000076	76	Stamp - Blessings to You	Assets/Product/Texture/Image/IconExpression/IconExpressA81.png	Assets/Product/Texture/Image/IconExpression/IconExpressA81.png	Obtained from 2022 Spring Festival Event - Spring Blossom	Blessings to You - Nanami		1	10000	1			
11000077	77	Stamp - You've Got a Boost	Assets/Product/Texture/Image/IconExpression/IconExpressA83.png	Assets/Product/Texture/Image/IconExpression/IconExpressA83.png	Obtained from the event - Cat Grab	You've Got a Boost - Bianca		1	10000	1			
11000078	78	Stamp - Vigorous as Tiger	Assets/Product/Texture/Image/IconExpression/IconExpressA82.png	Assets/Product/Texture/Image/IconExpression/IconExpressA82.png	Obtained from the event - Cat Grab	Vigorous as Tiger - Kamui		1	10000	1			
11000079	79	Stamp - Time for Dessert	Assets/Product/Texture/Image/IconExpression/IconExpressA77.png	Assets/Product/Texture/Image/IconExpression/IconExpressA77.png	Obtained from 2022 Lantern Festival Event - Handmade Blessings	Time for Dessert - Watanabe		1	10000	1			
11000080	80	Stamp - Wealth Wealth Whale	Assets/Product/Texture/Image/IconExpression/IconExpressA78.png	Assets/Product/Texture/Image/IconExpression/IconExpressA78.png	Obtained from the event - Fortune's Favor	Wealth Wealth Whale - Pulao		1	10000	1			
11000081	81	Stamp - I'm the Best	Assets/Product/Texture/Image/IconExpression/IconExpressA74.png	Assets/Product/Texture/Image/IconExpression/IconExpressA74.png	Obtained by clearing the Flat difficulty of the Guild Expedition	I'm the Best - Nanami		1	10000	1			
11000082	82	Stamp - Easy-Peasy	Assets/Product/Texture/Image/IconExpression/IconExpressA75.png	Assets/Product/Texture/Image/IconExpression/IconExpressA75.png	Obtained by clearing the Dangerous difficulty of the Guild Expedition	Easy-Peasy - Nanami		1	10000	1			
11000083	83	Stamp - Is That All?	Assets/Product/Texture/Image/IconExpression/IconExpressA76.png	Assets/Product/Texture/Image/IconExpression/IconExpressA76.png	Obtained by clearing the Rugged difficulty of the Guild Expedition	Is That All? - Nanami		1	10000	1			
11000084	84	Stamp - Smile	Assets/Product/Texture/Image/IconExpression/IconExpressA84.png	Assets/Product/Texture/Image/IconExpression/IconExpressA84.png	Awarded to participants of Spectroscopic Binary Star	Smile - Haicma		1	10000	1			
11000085	85	Achievement Stamp - Starveil	Assets/Product/Texture/Image/IconExpression/IconExpressA85.png	Assets/Product/Texture/Image/IconExpression/IconExpressA85.png	Evolve Achievement Stamp - Starveil to SSS	Achievement - Starveil		1	10000	1			1001
11000086	86	Achievement Stamp - Scire	Assets/Product/Texture/Image/IconExpression/IconExpressA89.png	Assets/Product/Texture/Image/IconExpression/IconExpressA89.png	Evolve Achievement Stamp - Scire to SSS	Achievement - Scire		1	10000	1			1001
11000087	87	Achievement Stamp - Moonhopper	Assets/Product/Texture/Image/IconExpression/IconExpressA90.png	Assets/Product/Texture/Image/IconExpression/IconExpressA90.png	Evolve Achievement Stamp - Moonhopper to SSS	Achievement - Moonhopper		1	10000	1			1001
11000088	88	Stamp - Good Luck!	Assets/Product/Texture/Image/IconExpression/IconExpressA91.png	Assets/Product/Texture/Image/IconExpression/IconExpressA91.png	Obtained from the 2023 Christmas Sign-in Event.	Good Luck! - Celica		1	10000	1			
11000089	89	Stamp - Hmph	Assets/Product/Texture/Image/IconExpression/IconExpressA86.png	Assets/Product/Texture/Image/IconExpression/IconExpressA86.png	Chat Stamp — Awarded to participants of the event "Ultimate Brawl: Core Reignition"	Scire - Hmph		1	10000	1			1000
11000090	90	Stamp - Ahhh	Assets/Product/Texture/Image/IconExpression/IconExpressA87.png	Assets/Product/Texture/Image/IconExpression/IconExpressA87.png	Chat Stamp — Awarded to participants of the event "Ultimate Brawl: Core Reignition"	Ahhh - Scire		1	10000	1			1000
11000091	91	Stamp - Wait!	Assets/Product/Texture/Image/IconExpression/IconExpressA88.png	Assets/Product/Texture/Image/IconExpression/IconExpressA88.png	Chat Stamp — Awarded to participants of the event "Ultimate Brawl: Core Reignition"	Wait! - Scire		1	10000	1			1000
11000092	92	Stamp - Bunny Dance	Assets/Product/Texture/Image/IconExpression/IconExpressA93.png	Assets/Product/Texture/Image/IconExpression/IconExpressA93.png	Obtained from Fireflies Reunited Sign-in	Bunny Dance - Pulao		1	10000	1			
11000093	93	Stamp - Thinking	Assets/Product/Texture/Image/IconExpression/IconExpressA92.png	Assets/Product/Texture/Image/IconExpression/IconExpressA92.png	Evolve Achievement Stamp - Arca to SSS	Thinking — Arca		1	10000	1			1001
11000094	94	Stamp - Drinking Tea	Assets/Product/Texture/Image/IconExpression/IconExpressA94.png	Assets/Product/Texture/Image/IconExpression/IconExpressA94.png	Chat Stamp — Obtained by participating in the "Inner World" event	Drinking Tea — Arca		1	10000	1			1000
11000095	95	Stamp - Babylonia Champion	Assets/Product/Texture/Image/IconExpression/IconExpressA95.png	Assets/Product/Texture/Image/IconExpression/IconExpressA95.png	Obtained by completing the Beginner Guide Mission	Babylonia Champion - Celica		1	10000	1			
11000096	96	Stamp - Hidden Path Ahead	Assets/Product/Texture/Image/IconExpression/IconExpressA98.png	Assets/Product/Texture/Image/IconExpression/IconExpressA98.png	Obtained by clearing the Flat difficulty of the Guild Expedition II	Hidden Path Ahead - Stigmata		1	10000	1			
11000097	97	Stamp - Important Item Ahead	Assets/Product/Texture/Image/IconExpression/IconExpressA97.png	Assets/Product/Texture/Image/IconExpression/IconExpressA97.png	Obtained by clearing the Dangerous difficulty of the Guild Expedition II	Important Item Ahead - Stigmata		1	10000	1			
11000098	98	Stamp - Gesture Required Ahead	Assets/Product/Texture/Image/IconExpression/IconExpressA96.png	Assets/Product/Texture/Image/IconExpression/IconExpressA96.png	Obtained by clearing the Rugged difficulty of the Guild Expedition II	Gesture Required Ahead - Stigmata		1	10000	1			
11000099	99	Stamp - Lap Pillow	Assets/Product/Texture/Image/IconExpression/IconExpressA99.png	Assets/Product/Texture/Image/IconExpression/IconExpressA99.png	Evolve Achievement Stamp - Stigmata to SSS	Lap Pillow - Stigmata		1	10000	1			1001
11000100	100	Achievement Stamp - Shimmer	Assets/Product/Texture/Image/IconExpression/IconExpressA100.png	Assets/Product/Texture/Image/IconExpression/IconExpressA100.png	Evolve Achievement Stamp - Shimmer to SSS	Achievement - Shimmer		1	10000	1			1001
11000101	101	Stamp - Weeping	Assets/Product/Texture/Image/IconExpression/IconExpressA101.png	Assets/Product/Texture/Image/IconExpression/IconExpressA101.png	Evolve Achievement Stamp - Vitrum to SSS	Vitrum - Weeping		1	10000	1			1001
11000102	102	Stamp - Autumn Moon Brightens	Assets/Product/Texture/Image/IconExpression/IconExpressA102.png	Assets/Product/Texture/Image/IconExpression/IconExpressA102.png	2023 Mid-Autumn Event - Obtain Autumn Moon Brightens	Autumn Moon Brightens - Scire		1	10000	1			
11000103	103	Stamp - It's Meal Time	Assets/Product/Texture/Image/IconExpression/IconExpressA105.png	Assets/Product/Texture/Image/IconExpression/IconExpressA105.png	Chat Stamp - Obtain by clearing all challenge stages in Arcade Anima - Nightblade's Heart-Lock Trial with 3★.	Nightblade - It's Meal Time		1	10000	1			1000
11000104	104	Stamp - POWER	Assets/Product/Texture/Image/IconExpression/IconExpressA104.png	Assets/Product/Texture/Image/IconExpression/IconExpressA104.png	Chat Stamp - Obtain by clearing all challenge stages in Arcade Anima - Crimson Abyss's Heart-Lock Trial with 3★.	Crimson Abyss - POWER		1	10000	1			1000
11000105	105	Stamp - What? Where? How?	Assets/Product/Texture/Image/IconExpression/IconExpressA106.png	Assets/Product/Texture/Image/IconExpression/IconExpressA106.png	Chat Stamp — Obtain by participating in "Spectroscopic Binary Star"	Hyperreal - What? Where? How?		1	10000	1			1000
11000106	106	Stamp - Stop Right Now!	Assets/Product/Texture/Image/IconExpression/IconExpressA103.png	Assets/Product/Texture/Image/IconExpression/IconExpressA103.png	Evolve Achievement Stamp - Hyperreal to SSS	Hyperreal - Stop Right Now!		1	10000	1			1001
11000107	107	Achievement Stamp - ?	Assets/Product/Texture/Image/IconExpression/IconExpressA107.png	Assets/Product/Texture/Image/IconExpression/IconExpressA107.png	Evolve Achievement Stamp - Punchy to SSS	Achievement - Punchy		1	10000	1			1001
11000108	108	Stamp - Whoa, whoa, whoa	Assets/Product/Texture/Image/IconExpression/IconExpressA113.png	Assets/Product/Texture/Image/IconExpression/IconExpressA113.png	Obtained by clearing all EASY stages in Palette Clash - Bustling Gala.	Whoa, whoa, whoa		1	10000	1			1000
11000109	109	Stamp - Slow down	Assets/Product/Texture/Image/IconExpression/IconExpressA114.png	Assets/Product/Texture/Image/IconExpression/IconExpressA114.png	Obtained by clearing all EASY stages in Palette Clash - Truth Unveiled.	Slow down		1	10000	1			1000
11000110	110	Stamp - Pace yourself	Assets/Product/Texture/Image/IconExpression/IconExpressA112.png	Assets/Product/Texture/Image/IconExpression/IconExpressA112.png	Exchanged from Palette Shop.	Pace yourself		1	10000	1			1000
11000111	111	Stamp - Muda!	Assets/Product/Texture/Image/IconExpression/IconExpressA109.png	Assets/Product/Texture/Image/IconExpression/IconExpressA109.png	Obtained from the event "Blazing Trails".	Muda!		1	10000	1			1000
11000112	112	Stamp - Ora!	Assets/Product/Texture/Image/IconExpression/IconExpressA110.png	Assets/Product/Texture/Image/IconExpression/IconExpressA110.png	Obtained from the event "Blazing Trails".	Ora!		1	10000	1			1000
11000113	113	Stamp - Talk Up Failed	Assets/Product/Texture/Image/IconExpression/IconExpressA111.png	Assets/Product/Texture/Image/IconExpression/IconExpressA111.png	Obtained from the event "Blazing Trails".	Talk Up Failed		1	10000	1			1000
