RoleId	Name	RoleIcon	Race	Age	Height	Weight	Wepon	Team	FacePosX	FacePosY
500127	Sophia	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	489	-376
500128	Bianca - Rank 3	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	471.5	-319.5
500129	Aristocrat	Assets/Product/Texture/Image/RoleStory/GuizuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500130	Wen	Assets/Product/Texture/Image/RoleStory/WenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500131	Toby	Assets/Product/Texture/Image/RoleStory/TuobiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500132	Teenage Sophia	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500133	Sister A Shaded	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500134	Sister B Shaded	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500135	Sister C Shaded	Assets/Product/Texture/Image/RoleStory/XiunvNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500136	Scavenger	Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500137	Man in Suit	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500138	Man in Suit 2	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500139	Fisher	Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500140	Fisher 2	Assets/Product/Texture/Image/RoleStory/YufunanNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500141	Toby Shaded	Assets/Product/Texture/Image/RoleStory/TuobiNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500142	Ronin IV	Assets/Product/Texture/Image/RoleStory/LangrenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500143	Yazi	Assets/Product/Texture/Image/RoleStory/YaziNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500144	Chaofeng	Assets/Product/Texture/Image/RoleStory/ChaofengNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500145	Pulao	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	506	-510.5
500146	Murray	Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	497.5	-248.3
500147	Kamui in Women's Dress	Assets/Product/Texture/Image/RoleStory/NvzhuangshenweiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	480	-248.5
500148	Chinese Merchant	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500149	Chrome's Father	Assets/Product/Texture/Image/RoleStory/KuluomufuqinNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	491.5	-331.5
500150	Qu	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	507.5	-392.5
500151	Lucia in Chinese Style	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	474	-405.3
500152	Battle Ready Lucia in Chinese Style	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500	-419.5
500153	Teenage Chrome	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	473	-280.5
500154	Old World Soldier	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	473	-280.5
500155	Chrome - Rank 2	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	495	-274
500156	Merchant Chrome	Assets/Product/Texture/Image/RoleStory/ShangrenkuluomuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	544.5	-285.5
500157	Lucia in Chinese Style Shaded	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500158	Huan	Assets/Product/Texture/Image/RoleStory/HuanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500159	Murray Shaded Shaded	Assets/Product/Texture/Image/RoleStory/MoruiNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500160	Huaxu	Assets/Product/Texture/Image/RoleStory/HuaxuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500161	Yazi Shaded	Assets/Product/Texture/Image/RoleStory/YaziNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500162	Little Robot	Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	501	-260.8
500163	Bespectacled Nerd Shaded	Assets/Product/Texture/Image/RoleStory/YanjingzhainvNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	477.5	-411
500164	Tom Shaded	Assets/Product/Texture/Image/RoleStory/TomNomal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	545.8	-421.7
500165	Lamia	Assets/Product/Texture/Image/RoleStory/LamiyaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	466.3	-376
500166	Ice Lucia	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-362.5
500167	Bridget	Assets/Product/Texture/Image/RoleStory/BulijiteNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	512.5	-344.5
500168	Vera Rank 2	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	513.5	-382
500169	Prime	Assets/Product/Texture/Image/RoleStory/ZhizunNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-362.5
500170	Phecda	Assets/Product/Texture/Image/RoleStory/LucunNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-362.5
