Id	Type	GoodsId[1]	GoodsId[2]	GoodsId[3]	GoodsId[4]
1101	3	1031004			
1102	2	1071003			
1103	2	1051003			
1104	2	1041003			
1105	2	1131003			
1106	2	1171003			
1107	2	1061003			
1108	3	1531004			
1109	2	1021003			
1110	2	1021004			
1111	2	1031004			
1112	2	1171003			
1113	2	1071003			
1114	2	1021004			
1115	2	1141003			
1116	2	1051003			
1117	2	1121003			
1118	2	1131003			
1119	2	1021003			
1120	3	1051004			
1121	2	1041003			
1122	2	1011003			
1123	2	1031003			
1124	2	1061003			
1125	2	1171003			
1126	2	1031004			
1127	2	1531004			
1128	2	1131003			
1129	2	1071003			
1130	2	1121003			
1131	2	1011003			
1132	2	1061003			
1133	2	1021004			
1134	2	1141003			
1135	2	1031003			
1136	2	1021003			
1137	2	1041003			
1138	2	1051003			
1139	3	1071004			
1140	2	1171003			
1141	2	1031004			
1142	2	1051004			
1143	2	1131003			
1144	2	1531004			
1145	2	1071003			
1146	2	1121003			
1147	2	1021004			
1148	2	1031003			
1149	2	1051004			
1150	2	1041003			
1151	2	1011003			
1152	2	1171003			
1153	2	1061003			
1154	2	1021003			
1155	2	1021004			
1156	2	1141003			
1157	2	1051003			
1158	2	1041004			
1159	2	1031004			
1160	2	1531004			
1161	2	1031003			
1162	2	1131003			
1163	2	1121003			
1164	2	1071003			
1165	2	1071004			
1166	2	1041003			
1167	2	1011003			
1168	2	1171003			
1169	2	1051004			
1170	2	1141003			
1171	2	1021004			
1172	2	1021003			
1173	2	1061003			
1174	2	1041004			
1175	2	1531004			
1176	2	1051003			
1177	2	1011004			
1178	2	1031004			
1179	2	1121003			
1180	2	1031003			
1181	2	1021004			
1182	2	1071004			
1183	2	1041003			
1184	2	1131003			
1185	2	1141003			
1186	2	1051004			
1187	2	1091003			
1188	2	1171003			
1189	2	1021003			
1190	2	1051003			
1191	2	1121003			
1192	2	1531004			
1193	2	1061003			
1194	2	1071003			
1195	2	1041003			
1196	2	1031003			
2011	3	1061003			
2012	3	1071003			
2013	3	1051003			
2014	3	1011003			
2015	3	1031003			
2016	3	1061003			
2017	3	1071003			
2018	3	1021003			
2019	3	1041003			
2020	3	1051003			
2021	3	1011003			
2022	3	1031003			
2023	3	1061003			
2024	2	1061003			
2025	2	1071003			
2026	2	1021003			
2027	2	1051003			
2028	2	1011003			
2029	2	1031003			
2030	3	1021004			
2031	2	1041003			
2032	2	1061003			
2033	2	1051003			
2034	2	1031003			
2035	2	1071003			
2036	2	1041003			
2037	2	1021003			
2038	2	1011003			
2039	2	1021004			
2040	2	1061003			
2041	2	1071003			
2042	2	1041003			
2043	3	1141003			
2044	2	1051003			
2045	2	1011003			
2046	2	1021003			
2047	2	1061003			
2048	2	1071003			
2049	2	1031003			
2050	2	1041003			
2051	2	1061003			
2052	2	1011003			
2053	2	1051003			
2054	3	1171003			
2055	2	1021003			
2056	2	1071003			
2057	2	1021004			
2058	2	1031003			
2059	2	1141003			
2060	2	1041003			
2061	2	1171003			
2062	2	1061003			
2063	2	1071003			
2064	2	1051003			
2065	2	1021003			
2066	2	1031003			
2067	3	1121003			
2068	2	1021004			
2069	2	1061003			
2070	2	1041003			
2071	2	1011003			
2072	2	1171003			
2073	2	1051003			
2074	2	1141003			
2075	2	1071003			
2076	2	1041003			
2077	2	1031003			
2078	2	1021003			
2079	2	1021004			
2080	3	1131003			
2081	2	1011003			
2082	2	1121003			
2083	2	1051003			
2084	2	1141003			
2085	2	1041003			
2086	2	1061003			
2087	2	1171003			
2088	2	1071003			
2089	2	1021004			
2090	2	1031003			
2091	2	1021003			
2092	2	1121003			
2093	2	1011003			
2094	2	1141003			
2095	3	1031004			
2096	2	1071003			
2097	2	1051003			
2098	2	1041003			
2099	2	1131003			
2100	2	1171003			
2101	2	1061003			
2102	3	1531004			
2103	2	1021003			
2104	2	1021004			
2105	2	1031004			
2106	2	1171003			
2107	2	1071003			
2108	2	1021004			
2109	2	1141003			
2110	2	1051003			
2111	2	1121003			
2112	2	1131003			
2113	2	1021003			
2114	3	1051004			
2115	2	1041003			
2116	2	1011003			
2117	2	1031003			
2118	2	1061003			
2119	2	1171003			
2120	2	1031004			
2121	2	1531004			
2122	2	1131003			
2123	2	1071003			
2124	2	1121003			
2125	2	1011003			
2126	2	1061003			
2127	2	1021004			
2128	2	1141003			
2129	2	1031003			
2130	2	1021003			
2131	2	1041003			
2132	2	1051003			
2133	3	1071004			
2134	2	1171003			
2135	2	1031004			
2136	2	1051004			
2137	2	1131003			
2138	2	1531004			
2139	2	1071003			
2140	2	1121003			
2141	2	1021004			
2142	2	1031003			
2143	2	1051004			
2144	2	1041003			
2145	2	1011003			
2146	2	1171003			
2147	2	1061003			
2148	2	1021003			
2149	2	1021004			
2150	2	1141003			
2151	2	1051003			
2152	2	1041004			
2153	2	1031004			
2154	2	1531004			
2155	2	1031003			
2156	2	1131003			
2157	2	1121003			
2158	2	1071003			
2159	2	1071004			
2160	2	1041003			
2161	2	1011003			
2162	2	1171003			
2163	2	1051004			
2164	2	1141003			
2165	2	1021004			
2166	2	1021003			
2167	2	1061003			
2168	2	1041004			
2169	2	1531004			
2170	2	1051003			
2171	2	1011004			
2172	2	1031004			
2173	2	1121003			
2174	2	1031003			
2175	2	1021004			
2176	2	1071004			
2177	2	1041003			
2178	2	1131003			
2179	2	1141003			
2180	2	1051004			
2181	2	1091003			
2182	2	1171003			
2183	2	1021003			
2184	2	1051003			
2185	2	1121003			
2186	2	1531004			
2187	2	1061003			
2188	2	1071003			
2189	2	1041003			
2190	2	1031003			
3000	2	1011002			
3001	2	1021002			
3002	2	1031002			
3003	2	1041002			
3004	2	1061002			
3005	2	1071002			
3006	2	1081002			
3007	2	1081003			
3008	2	1091002			
3009	2	1111002			
3010	2	1111002			
3011	2	1121002			
3012	2	1121002			
3013	2	1131002			
3014	2	1131002			
3015	2	1161002			
3016	2	1161002			
3017	2	1211002			
3018	2	1211002			
3019	2	1221002			
3020	2	1221002			
3021	2	1231002			
3022	2	1231002			
4000	3	1511003			
4001	2	1511003			
4002	2	1521003			
4003	2	1521003			
4004	2	1531003			
4005	2	1531003			
4006	2	1541003			
4007	2	1541003			
4008	2	1551003			
4009	2	1551003			
4010	2	1561003			
4011	2	1561003			
4012	2	1571003			
4013	2	1571003			
5000	2	1031003			
5001	2	1061003			
5002	2	1011003			
5003	2	1071003			
5004	2	1051003			
5005	2	1021003			
5006	2	1041003			
5007	2	1021004			
5008	2	1141003			
5009	2	1031003			
5010	2	1061003			
5011	2	1011003			
5012	2	1071003			
5013	2	1051003			
5014	2	1021003			
5015	2	1041003			
5016	2	1021004			
5017	2	1141003			
5018	2	1171003			
5019	2	1121003			
5020	2	1131003			
5021	2	1031003			
5022	2	1061003			
5023	2	1011003			
5024	2	1071003			
5025	2	1051003			
5026	2	1021003			
5027	2	1041003			
5028	2	1021004			
5029	2	1141003			
5030	2	1171003			
5031	2	1121003			
5032	2	1131003			
5033	2	1031004			
5034	2	1531004			
5035	2	1051004			
5036	2	1071004			
5037	2	1041004			
6000	2	1031003			
6001	2	1061003			
6002	2	1011003			
6003	2	1071003			
6004	2	1051003			
6005	2	1021003			
6006	2	1041003			
6007	2	1021004			
6008	2	1141003			
6009	2	1031003			
6010	2	1061003			
6011	2	1011003			
6012	2	1071003			
6013	2	1051003			
6014	2	1021003			
6015	2	1041003			
6016	2	1021004			
6017	2	1141003			
6018	2	1171003			
6019	2	1121003			
6020	2	1131003			
6021	2	1031003			
6022	2	1061003			
6023	2	1011003			
6024	2	1071003			
6025	2	1051003			
6026	2	1021003			
6027	2	1041003			
6028	2	1021004			
6029	2	1141003			
6030	2	1171003			
6031	2	1121003			
6032	2	1131003			
6033	2	1031004			
6034	2	1531004			
6035	2	1051004			
6036	2	1071004			
6037	2	1041004			
5500	2	1191003			
5501	2	1201003			
5502	2	1191003			
5503	2	1201003			
5504	2	1181003			
5505	2	1191003			
5506	2	1201003			
5507	2	1181003			
6500	2	1191003			
6501	2	1201003			
6502	2	1191003			
6503	2	1201003			
6504	2	1181003			
6505	2	1191003			
6506	2	1201003			
6507	2	1181003			
5600	2	2166001	2165001		
5601	2	2156001	2155001		
5602	2	2166001	2165001		
5603	2	2156001	2155001		
5604	2	2126001	2125001		
5605	2	2166001	2165001		
5606	2	2156001	2155001		
5607	2	2126001	2125001		
7001	2	16030000			
7002	2	16030000			
7003	2	16040000			
7004	2	16040000			
7005	2	16060000			
7006	2	16060000			
7007	2	16080000			
7008	2	16080000			
7009	2	16100000			
7010	2	16100000			
7011	2	16110000			
7012	2	16110000			
7013	2	16120000			
7014	2	16120000			
7015	2	16130000			
7016	2	16130000			
7017	2	16140000			
7018	2	16140000			
8001	2	1031003			
8002	2	1061003			
8003	2	1011003			
8004	2	1071003			
8005	2	1051003			
8006	2	1021003			
8007	2	1041003			
8008	2	1021004			
8009	2	1141003			
8010	2	1171003			
8011	2	1121003			
8012	2	1051004			
8013	2	1531004			
8014	2	1031004			
8015	2	1131003			
8016	2	1121003			
8017	2	1171003			
8018	2	1141003			
8019	2	1021004			
8020	2	1041003			
8021	2	1021003			
8022	2	1051003			
8023	2	1071003			
8024	2	1011003			
8025	2	1061003			
8026	2	1031003			
8501	2	1031003			
8502	2	1061003			
8503	2	1011003			
8504	2	1071003			
8505	2	1051003			
8506	2	1021003			
8507	2	1041003			
8508	2	1021004			
8509	2	1141003			
8510	2	1171003			
8511	2	1121003			
8512	2	1051004			
8513	2	1531004			
8514	2	1031004			
8515	2	1131003			
8516	2	1121003			
8517	2	1171003			
8518	2	1141003			
8519	2	1021004			
8520	2	1041003			
8521	2	1021003			
8522	2	1051003			
8523	2	1071003			
8524	2	1011003			
8525	2	1061003			
8526	2	1031003			
8027	2	1071004			
8527	2	1071004			
100100	2	1051003			
100200	2	1051003			
100000	2	1081003			
100001	2	1091002			
100300	2	1021004			
100400	2	1021004			
100500	2	1031003			
101800	2	1141003			
101900	2	1141003			
102000	2	1011003			
102100	2	1011003			
102200	2	1171003			
102300	2	1171003			
102400	2	1061003			
102500	2	1061003			
102600	2	1021003			
102700	2	1021003			
102800	2	1031003			
102900	2	1031003			
101000	2	1071003			
101500	2	1071003			
103000	2	1121003			
103100	2	1121003			
103200	2	1041003			
103300	2	1041003			
103400	2	1051003			
103500	2	1051003			
103600	2	1071003			
103700	2	1071003			
103800	2	1021004			
103900	2	1021004			
104000	2	1141003			
104100	2	1141003			
104200	2	1011003			
104300	2	1011003			
104400	2	1041003			
104500	2	1041003			
104600	2	1171003			
104700	2	1171003			
104800	2	1021004			
104900	2	1021004			
105000	2	1031003			
105100	2	1031003			
105200	2	1021003			
105300	2	1021003			
105400	2	1061003			
105500	2	1061003			
105600	2	1071003			
105700	2	1071003			
105800	2	1051003			
105900	2	1051003			
106000	2	1141003			
106100	2	1141003			
106200	2	1011003			
106300	2	1011003			
106400	3	1131003			
106500	3	1131003			
106600	2	1121003			
106700	2	1121003			
106800	2	1021004			
106900	2	1021004			
107000	2	1041003			
107100	2	1041003			
107200	2	1171003			
107300	2	1171003			
107400	2	1021003			
107500	2	1021003			
107600	2	1061003			
107700	2	1061003			
107800	2	1141003			
107900	2	1141003			
108000	2	1031003			
108100	2	1031003			
108200	2	1071003			
108300	2	1071003			
108400	2	1131003			
108500	2	1131003			
108600	2	1051003			
108700	2	1051003			
108800	2	1171003			
108900	2	1171003			
109000	2	1121003			
109100	2	1121003			
109200	2	1021004			
109300	2	1021004			
109400	2	1041003			
109500	2	1041003			
109600	2	1011003			
109700	2	1011003			
109800	2	1071003			
109900	2	1071003			
110000	2	1051003			
110100	2	1051003			
110200	2	1031004			
110300	2	1031004			
110400	2	1061003			
110500	2	1061003			
110600	2	1021003			
110700	2	1021003			
110800	2	1031003			
110900	2	1031003			
111000	2	1121003			
111100	2	1121003			
111200	2	1021004			
111300	2	1021004			
111400	2	1141003			
111500	2	1141003			
111600	2	1011003			
111700	2	1041003			
111800	2	1131003			
111900	2	1171003			
112000	2	1531004			
112100	2	1071003			
112200	2	1051003			
112300	2	1031004			
112400	2	1021003			
112500	2	1011003			
112600	2	1041003			
112700	2	1131003			
112800	2	1171003			
112900	2	1531004			
113000	2	1071003			
113100	2	1051003			
113200	2	1031004			
113300	2	1021003			
113400	2	1131003			
113500	2	1041003			
113600	2	1061003			
113700	2	1121003			
113800	2	1021004			
113900	2	1141003			
114000	2	1031003			
114100	2	1071003			
114200	2	1051003			
114300	2	1131003			
114400	2	1041003			
114500	2	1061003			
114600	2	1121003			
114700	2	1021004			
114800	2	1141003			
114900	2	1031003			
115000	2	1071003			
115100	2	1051003			
115200	2	1131003			
115300	2	1061003			
115400	2	1141003			
115500	2	1531004			
115600	2	1041003			
115700	2	1051004			
115800	2	1021003			
115900	2	1121003			
116000	2	1031004			
116100	2	1131003			
116200	2	1061003			
116300	2	1141003			
116400	2	1531004			
116500	2	1041003			
116600	2	1051004			
116700	2	1021003			
116800	2	1121003			
116900	2	1031004			
117000	2	1171003			
117100	2	1011003			
117200	2	1071003			
117300	2	1041003			
117400	2	1061003			
117500	2	1031003			
117600	2	1171003			
117700	2	1011003			
117800	2	1071003			
117900	2	1041003			
118000	2	1061003			
118100	2	1031003			
118200	2	1131003			
118300	2	1531004			
118400	2	1051003			
118500	2	1031003			
118600	2	1021003			
118700	2	1011003			
118800	2	1141003			
118900	2	1071003			
119000	2	1121003			
119100	2	1131003			
119200	2	1531004			
119300	2	1051003			
119400	2	1031003			
119500	2	1021003			
119600	2	1011003			
119700	2	1141003			
119800	2	1071003			
119900	2	1121003			
120000	2	1171003			
120100	2	1071004			
120200	2	1021004			
120300	2	1051004			
120400	2	1061003			
120500	2	1031003			
120600	2	1041003			
120700	2	1121003			
120800	2	1011003			
120900	2	1171003			
121000	2	1071004			
121100	2	1021004			
121200	2	1051004			
121300	2	1061003			
121400	2	1031003			
121500	2	1041003			
121600	2	1121003			
121700	2	1011003			
121800	2	1141003			
121900	2	1071003			
122000	2	1051003			
122100	2	1021004			
122200	2	1041004			
122300	2	1131003			
122400	2	1531004			
122500	2	1021003			
122600	2	1171003			
122700	2	1141003			
122800	2	1071003			
122900	2	1051003			
123000	2	1021004			
123100	2	1041004			
123200	2	1131003			
123300	2	1531004			
123400	2	1021003			
123500	2	1171003			
130001	2	1121003			
130002	2	1031003			
130003	2	1031004			
130004	2	1071004			
130005	2	1021004			
130006	2	1041003			
130007	2	1121003			
130008	2	1031003			
130009	2	1031004			
130010	2	1071004			
130011	2	1021004			
130012	2	1041003			
170001	2	1031003			
170002	2	1031003			
170003	2	1061003			
170004	2	1061003			
170005	2	1021003			
170006	2	1021003			
170007	2	1051003			
170008	2	1051003			
170009	2	1071003			
170010	2	1071003			
170011	2	1041003			
170012	2	1041003			
170013	2	1061003			
170014	2	1061003			
170015	2	1031003			
170016	2	1031003			
170017	2	1051003			
170018	2	1051003			
170019	2	1011003			
170020	2	1011003			
170021	2	1021003			
170022	2	1021003			
170023	2	1071003			
170024	2	1071003			
170025	2	1021004			
170026	2	1021004			
170027	2	1031003			
170028	2	1031003			
170029	2	1011003			
170030	2	1011003			
170031	2	1041003			
170032	2	1041003			
170033	2	1051003			
170034	2	1051003			
170035	2	1061003			
170036	2	1061003			
170037	2	1021003			
170038	2	1021003			
170039	2	1071003			
170040	2	1071003			
170041	2	1021004			
170042	2	1021004			
170043	2	1031003			
170044	2	1031003			
170045	2	1041003			
170046	2	1041003			
170047	2	1061003			
170048	2	1061003			
170049	2	1141003			
170050	2	1141003			
170051	2	1011003			
170052	2	1011003			
170053	2	1021003			
170054	2	1021003			
170055	2	1051003			
170056	2	1051003			
170057	2	1021004			
170058	2	1021004			
170059	2	1071003			
170060	2	1071003			
170061	2	1031003			
170062	2	1031003			
170063	2	1061003			
170064	2	1061003			
170065	2	1011003			
170066	2	1011003			
170067	2	1041003			
170068	2	1041003			
170069	2	1051003			
170070	2	1051003			
170071	2	1141003			
170072	2	1141003			
170073	2	1021003			
170074	2	1021003			
170075	2	1171003			
170076	2	1171003			
170077	2	1071003			
170078	2	1071003			
170079	2	1021004			
170080	2	1021004			
170081	2	1031003			
170082	2	1031003			
170083	2	1061003			
170084	2	1061003			
170085	2	1011003			
170086	2	1011003			
170087	2	1041003			
170088	2	1041003			
170089	2	1051003			
170090	2	1051003			
170091	2	1171003			
170092	2	1171003			
170093	2	1021003			
170094	2	1021003			
170095	2	1141003			
170096	2	1141003			
170097	2	1071003			
170098	2	1071003			
170099	2	1021004			
170100	2	1021004			
170101	2	1121003			
170102	2	1121003			
170103	2	1061003			
170104	2	1061003			
170105	2	1031003			
170106	2	1031003			
170107	2	1011003			
170108	2	1011003			
170109	2	1041003			
170110	2	1041003			
170111	2	1171003			
170112	2	1171003			
170113	2	1021003			
170114	2	1021003			
170115	2	1051003			
170116	2	1051003			
170117	2	1021004			
170118	2	1021004			
170119	2	1141003			
170120	2	1141003			
170121	2	1131003			
170122	2	1131003			
170123	2	1071003			
170124	2	1071003			
170125	2	1061003			
170126	2	1061003			
170127	2	1121003			
170128	2	1121003			
170129	2	1031003			
170130	2	1031003			
170131	2	1171003			
170132	2	1171003			
170133	2	1011003			
170134	2	1011003			
170135	2	1041003			
170136	2	1041003			
170137	2	1031003			
170138	2	1061003			
170139	2	1011003			
170140	2	1071003			
170141	2	1051003			
170142	2	1021003			
170143	2	1041003			
170144	2	1021004			
170145	2	1141003			
170146	2	1171003			
170147	2	1121003			
170148	2	1131003			
170149	2	1031003			
170150	2	1061003			
170151	2	1011003			
170152	2	1071003			
170153	2	1051003			
170154	2	1021003			
170155	2	1041003			
170156	2	1021004			
170157	2	1141003			
170158	2	1171003			
170159	2	1121003			
170160	2	1131003			
170161	2	1021003			
170162	2	1021003			
170163	2	1051003			
170164	2	1051003			
170165	2	1141003			
170166	2	1141003			
170167	2	1031004			
170168	2	1031004			
170169	2	1021004			
170170	2	1021004			
170171	2	1071003			
170172	2	1071003			
170173	2	1131003			
170174	2	1131003			
170175	2	1061003			
170176	2	1061003			
170177	2	1121003			
170178	2	1121003			
170179	2	1031003			
170180	2	1031003			
170181	2	1041003			
170182	2	1041003			
170183	2	1171003			
170184	2	1171003			
170185	2	1011003			
170186	2	1011003			
170187	2	1021003			
170188	2	1021003			
170189	2	1531004			
170190	2	1531004			
170191	2	1051003			
170192	2	1051003			
170193	2	1141003			
170194	2	1141003			
170195	2	1031004			
170196	2	1031004			
170197	2	1071003			
170198	2	1071003			
170199	2	1021004			
170200	2	1021004			
170201	2	1131003			
170202	2	1131003			
170203	2	1061003			
170204	2	1041003			
170205	2	1121003			
170206	2	1031003			
170207	2	1531004			
170208	2	1171003			
170209	2	1011003			
170210	2	1021003			
170211	2	1051004			
170212	2	1061003			
170213	2	1041003			
170214	2	1121003			
170215	2	1031003			
170216	2	1531004			
170217	2	1171003			
170218	2	1011003			
170219	2	1021003			
170220	2	1051004			
170223	2	1031003			
170224	2	1061003			
170225	2	1011003			
170226	2	1071003			
170227	2	1051003			
170228	2	1021003			
170229	2	1041003			
170230	2	1021004			
170231	2	1141003			
170232	2	1171003			
170233	2	1121003			
170234	2	1131003			
170235	2	1031004			
170236	2	1531004			
170237	2	1051004			
170238	2	1031003			
170239	2	1061003			
170240	2	1011003			
170241	2	1071003			
170242	2	1051003			
170243	2	1021003			
170244	2	1041003			
170245	2	1021004			
170246	2	1141003			
170247	2	1171003			
170248	2	1121003			
170249	2	1131003			
170250	2	1031004			
170251	2	1531004			
170252	2	1051004			
170253	2	1051003			
170254	2	1141003			
170255	2	1031004			
170256	2	1071003			
170257	2	1021004			
170258	2	1131003			
170259	2	1051003			
170260	2	1141003			
170261	2	1031004			
170262	2	1071003			
170263	2	1021004			
170264	2	1131003			
170265	2	1531004			
170266	2	1031004			
170267	2	1041003			
170268	2	1051004			
170269	2	1171003			
170270	2	1071004			
170271	2	1031003			
170272	2	1061003			
170273	2	1121003			
170274	2	1531004			
170275	2	1031004			
170276	2	1041003			
170277	2	1051004			
170278	2	1171003			
170279	2	1071004			
170280	2	1031003			
170281	2	1061003			
170282	2	1121003			
170283	2	1011003			
170284	2	1021003			
170285	2	1141003			
170286	2	1051003			
170287	2	1041003			
170288	2	1131003			
170289	2	1171003			
170290	2	1031004			
170291	2	1531004			
170292	2	1011003			
170293	2	1021003			
170294	2	1141003			
170295	2	1051003			
170296	2	1041003			
170297	2	1131003			
170298	2	1171003			
170299	2	1031004			
170300	2	1531004
170301	2	1071003			
170302	2	1021004			
170303	2	1121003			
170304	2	1031003			
170305	2	1051004			
170306	2	1041004			
170307	2	1071003			
170308	2	1021004			
170309	2	1121003			
170310	2	1031003			
170311	2	1051004			
170312	2	1041004			
170313	2	1171003			
170314	2	1531004			
170315	2	1011003			
170316	2	1021003			
170317	2	1041003			
170318	2	1131003			
170319	2	1051003			
170320	2	1021004			
170321	2	1031004			
170322	2	1171003			
170323	2	1531004			
170324	2	1011003			
170325	2	1021003			
170326	2	1041003			
170327	2	1131003			
170328	2	1051003			
170329	2	1021004			
170330	2	1031004			
170331	2	1031003			
170332	2	1061003			
170333	2	1011003			
170334	2	1071003			
170335	2	1051003			
170336	2	1021003			
170337	2	1041003			
170338	2	1021004			
170339	2	1141003			
170340	2	1171003			
170341	2	1121003			
170342	2	1131003			
170343	2	1031004			
170344	2	1531004			
170345	2	1051004			
170346	2	1071004			
170347	2	1041004			
170348	2	1031003			
170349	2	1061003			
170350	2	1011003			
170351	2	1071003			
170352	2	1051003			
170353	2	1021003			
170354	2	1041003			
170355	2	1021004			
170356	2	1141003			
170357	2	1171003			
170358	2	1121003			
170359	2	1131003			
170360	2	1031004			
170361	2	1531004			
170362	2	1051004			
170363	2	1071004			
170364	2	1041004			
