Id	Type	ModelId	ScenePath	UiModelPath	ModelPosition	ModelRotation	ModelScale	IsHideWeapon
315	2	2056002	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.38|0.22|-28.54	0|0|0	1|1|1	
316	2	2026004	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.548|0.1|-28.93	0|0|0	1|1|1	
317	2	2086002	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.71|0.05|-28.363	0|0|0	1|1|1	
318	2	2096001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.131|0.35|-29.889	0|0|0	1|1|1	
319	2	2046002	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.106|0.256|-29.068	0|0|0	1|1|1	
320	2	2016003	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-1.07|0.05|-27.96	0|0|0	1|1|1	
321	2	2096002	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.131|0.35|-29.889	0|0|0	1|1|1	
322	2	2026005	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.548|0.1|-28.93	0|0|0	1|1|1	
323	2	2106001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.6|0.5|-29.57	1.4|4.9|0	1|1|1	
324	2	2026006	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.548|0.1|-28.93	0|0|0	1|1|1	
325	2	2116001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	1.359|0.631|-28.619	0|0|0	1|1|1	
326	2	2136001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.675|0.005|-29.408	0|0|0	1|1|1	
327	2	2146001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.95|0.06|-27.872	0|0|0	1|1|1	
328	2	2176001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-1.32|0.01|-27.56	0|0|0	1|1|1	
329	2	2196001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.07|0.11|-28.82	0|0|0	1|1|1	
330	2	2186001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.53|0.04|-28.7	0|0|0	1|1|1	
331	2	2206001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.22|0.12|-28.69	0|0|0	1|1|1	
332	2	2216001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.35|0|-28.55	0|0|0	1|1|1	
333	2	2236001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	1.24|1.009|-26.15	0|0|0	1|1|1	
334	2	2226001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0|-0.28|-36.33	0|0|0	1|1|1	
335	2	2246001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.66|1.08|-26.76	0|0|0	1|1|1	
336	2	2256001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.8|0.1|-29.04	0|0|0	1|1|1	
337	2	2266001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.73|0.41|-28.82	0|0|0	1|1|1	
338	2	2276001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	16.7|-0.9|-9.1	0|0|0	1|1|1	
339	2	2096003	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-2.4|0.6|-28.54	0|35.07|0	1|1|1	
340	2	2286001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	0.27|0.5|-24.75	-45|74.3|90	1|1|1	
341	2	2296001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.6|0.7|-25.5	0|-130|40	1|1|1	
342	2	2306001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.09|1|-25	-30|118|90	1|1|1	
343	2	2316001	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainArms.prefab	-0.9|0.33|-26.58	0|68.45|0	1|1|1	
7001	3	16030000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.33|0|-24.34	0|223.2|0	1|1|1	
7002	3	16030000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.33|0|-24.34	0|223.2|0	1|1|1	
7003	3	16040000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.28|0|-24.58	0|-140.15|0	1|1|1	
7004	3	16040000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.28|0|-24.58	0|-140.15|0	1|1|1	
7005	3	16060000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	1.55|0|-23.77	0|-129.67|0	1|1|1	
7006	3	16060000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	1.55|0|-23.77	0|-129.67|0	1|1|1	
7007	3	16080000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	-0.35|-1.04|-25.35	12|-118|0.6	1|1|1	
7008	3	16080000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	-0.35|-1.04|-25.35	12|-118|0.6	1|1|1	
7009	3	16100000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
7010	3	16100000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
7011	3	16110000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
7012	3	16110000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
7013	3	16120000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
7014	3	16120000	Assets/Product/Ui/Scene3DPrefab/UiMain3dWuqi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainPartner.prefab	0.6|0|-24.26	0|-121|0	1|1|1	
101	1	1021002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3000	1	1011002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3001	1	1021002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3002	1	1031002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3003	1	1041002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3004	1	1061002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3005	1	1071002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3006	1	1081002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3007	1	1081003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3008	1	1091002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3009	1	1111002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3010	1	1111002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3011	1	1121002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3012	1	1121002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3013	1	1131002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3014	1	1131002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3015	1	1161002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3016	1	1161002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3017	1	1211002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3018	1	1211002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3019	1	1221002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3020	1	1221002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3021	1	1231002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
3022	1	1231002	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleGouzaoti.prefab				
4000	1	1511003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4001	1	1511003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4002	1	1521003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4003	1	1521003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4004	1	1531003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4005	1	1531003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4006	1	1541003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4007	1	1541003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4008	1	1551003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4009	1	1551003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4010	1	1561003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4011	1	1561003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4012	1	1571003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
4013	1	1571003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleShougezhe.prefab				
1111	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1112	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1113	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1114	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1115	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1116	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1117	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1118	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1119	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1120	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1121	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1122	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1123	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1124	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1125	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1126	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1127	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1128	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1129	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1130	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1131	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1132	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1133	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1134	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1135	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1136	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1137	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1138	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1139	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1140	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1141	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1142	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1143	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1144	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1145	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1146	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1147	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1148	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1149	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
