Id	UpGoodsId[1]	UpGoodsId[2]	UpGoodsId[3]	UpGoodsId[4]	UpGoodsId[5]	UpGoodsId[6]	UpGoodsId[7]	UpGoodsId[8]	UpGoodsId[9]	UpGoodsId[10]	UpGoodsId[11]	UpGoodsId[12]	GoodsId[1]	GoodsId[2]	GoodsId[3]	GoodsId[4]	GoodsId[5]	GoodsId[6]	GoodsId[7]	GoodsId[8]	GoodsId[9]	GoodsId[10]	GoodsId[11]	GoodsId[12]	GoodsId[13]	GoodsId[14]	GoodsId[15]	GoodsId[16]	GoodsId[17]	GoodsId[18]	GoodsId[19]	GoodsId[20]	GoodsId[21]	GoodsId[22]	GoodsId[23]	GoodsId[24]	GoodsId[25]	GoodsId[26]	GoodsId[27]	GoodsId[28]	GoodsId[29]	GoodsId[30]	GoodsId[31]	GoodsId[32]	GoodsId[33]	GoodsId[34]	GoodsId[35]	GoodsId[36]	GoodsId[37]	GoodsId[38]	GoodsId[39]	GoodsId[40]	GoodsId[41]	GoodsId[42]	GoodsId[43]	GoodsId[44]	GoodsId[45]	GoodsId[46]	GoodsId[47]	GoodsId[48]	GoodsId[49]	GoodsId[50]	GoodsId[51]	GoodsId[52]	GoodsId[53]	GoodsId[54]	GoodsId[55]	GoodsId[56]	GoodsId[57]	GoodsId[58]	GoodsId[59]	GoodsId[60]	GoodsId[61]	GoodsId[62]	GoodsId[63]	GoodsId[64]	GoodsId[65]	GoodsId[66]
323	2106001	2105001											2086002	2016003	2085001	2015001																																																														
324	2026006	2025001											2096002	2046002	2095001	2045001																																																														
325	2116001	2115001											2026005	2016002	2025001	2015001																																																														
326	2136001	2135001											2106001	2026006	2105001	2025001																																																														
327	2146001	2145001											2036003	2046002	2035001	2045001																																																														
328	2176001	2175001											2116001	2096001	2115001	2095001																																																														
329	2196001	2195001											2056001	2026004	2055001	2025001																																																														
330	2186001	2185001											2086002	2026005	2085001	2025001																																																														
331	2206001	2205001											2026006	2116001	2115001	2025001																																																														
332	2216001	2215001											2096002	2176001	2095001	2175001																																																														
333	2236001	2235001											2206001	2146001	2205001	2145001																																																														
334	2226001	2225001											2136001	2196001	2135001	2195001																																																														
335	2246001	2245001											2216001	2176001	2215001	2175001																																																														
336	2256001	2255001											2186001	2226001	2185001	2225001																																																														
337	2266001	2265001											2106001	2236001	2105001	2235001																																																														
338	2276001	2275001											2256001	2136001	2255001	2135001																																																														
339	2096003	2095001											2206001	2196001	2205001	2195001																																																														
340	2286001	2285001											2146001	2246001	2145001	2245001																																																														
341	2296001	2295001											2276001	2256001	2275001	2255001																																																														
342	2306001	2305001											2266001	2236001	2265001	2235001																																																														
343	2316001	2315001											2286001	2285001	2216001	2215001																																																														
344	2326001	2325001											2246001	2245001	2296001	2295001																																																														
345	2336001	2335001											2226001	2225001	2316001	2315001																																																														
1006	2046002	2045001											2076002	2096001	2075001	2095001																																																														
501													31	11001	11003	11004	11006	33	36																																																											
1002	1021003												1061003	1031003	1011003	1071003	1051003	1011002	1041002	1061002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																			
1001	2026004	2025001											2016001	2036001	2015001	2035001																																																														
1003	1051003												1061003	1031003	1011003	1071003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
1004	1011003												1061003	1031003	1071003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
1005	1031003												1061003	1011003	1071003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
2000	1031003												1061003	1011003	1071003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
2010	1021003												1061003	1031003	1011003	1071003	1051003	1011002	1041002	1061002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																			
1017	1061003												1031003	1011003	1071003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
1018	1071003												1061003	1031003	1011003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
1019	1051003												1061003	1031003	1011003	1071003	1011002	1041002	1071002	1081002	1021002	1031002	1021001	1031001	1051001																																																					
1020	1011003												1061003	1031003	1071003	1051003	1021003	1011002	1041002	1061002	1071002	1081002	1021002	1031002	1081003	1091002	1021001	1031001	1051001																																																	
1021	1031003												1061003	1011003	1071003	1051003	1021003	1011002	1041002	1061002	1071002	1081002	1021002	1031002	1081003	1091002	1021001	1031001	1051001																																																	
1022	1061003												1031003	1011003	1071003	1051003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1021001	1031001	1051001																																																	
1023	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1021001	1031001	1051001																																																
1024	1021003												1061003	1031003	1071003	1011003	1051003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1021001	1031001	1051001																																															
1025	1041003												1061003	1031003	1011003	1071003	1051003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1021001	1031001	1051001																																																
1026	1051003												1061003	1031003	1071003	1011003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1021001	1031001	1051001																																															
1027	1011003												1061003	1031003	1071003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1028	1031003												1061003	1071003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1029	1061003												1031003	1071003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1030	1061003												1031003	1071003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1031	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1032	1021003												1061003	1031003	1071003	1011003	1051003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1033	1051003												1061003	1031003	1071003	1011003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1034	1011003												1061003	1031003	1071003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1035	1031003												1061003	1071003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1036	1021004												1061003	1031003	1071003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																													
1037	1041003												1061003	1031003	1071003	1011003	1051003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1038	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
1039	1051003												1061003	1031003	1071003	1011003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
1040	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
1041	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
1042	1041003												1061003	1071003	1011003	1051003	1031003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
1043	1021003												1061003	1031003	1071003	1011003	1051003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1044	1011003												1071003	1031003	1061003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1045	1021004												1061003	1031003	1071003	1011003	1021003	1041003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1046	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1047	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1048	1041003												1061003	1071003	1011003	1051003	1031003	1021003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1049	1141003												1061003	1071003	1011003	1051003	1031003	1021003	1021004	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																											
1050	1051003												1071003	1031003	1061003	1011003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1051	1011003												1061003	1031003	1071003	1021004	1021003	1041003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
1052	1021003												1031003	1011003	1071003	1051003	1061003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																											
1053	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																											
1054	1071003												1061003	1041003	1011003	1051003	1031003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1055	1031003												1061003	1071003	1011003	1051003	1041003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1056	1041003												1031003	1011003	1071003	1051003	1061003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1057	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1058	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1059	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1060	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
1061	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1062	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1063	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1064	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1065	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1066	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
1067	1171003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
1068	1061003												1031003	1071003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
1069	1071003												1031003	1061003	1011003	1021004	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1070	1051003												1061003	1011003	1071003	1031003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1071	1021003												1031003	1061003	1011003	1071003	1051003	1141003	1041003	1021004	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1072	1031003												1041003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1073	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																							
1074	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1075	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1076	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1077	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1078	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1079	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
1080	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1081	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1082	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1083	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1084	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1085	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
1086	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1087	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1088	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1089	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1090	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1091	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1092	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1093	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1094	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1095	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1096	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1097	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1098	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1099	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1100	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
1101	1031004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
1102	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1103	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1104	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1105	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1106	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1107	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1108	1531004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
1109	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1110	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
1111	1031004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
