Id	GroupId	Type	StoryId	Repeatable	ConditionType	Params[1]	Params[2]	Params[3]	Params[4]	Name	Desc	Icon
115	7	1		1	4	2				Ayla	Commandant, this is a strategic secret, so you need to move closer. I don't want anyone else to hear it.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
116	7	1		1	4	4				Ayla	I didn't expect you to ask me about the strategies, Commandant... Is that a test? Can I ask for a reward if I get it right?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
117	7	1		1	5	8				Ayla	Commandant? Wait a sec, don't move! I want to draw your zoning out face.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
118	7	1		1	5	16				Ayla	Are you bored, Commandant? Can I use you as a model? 3, 2, 1, stop! Don't move, just keep staring at the terminal.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
119	7	1		1	1	999	0			Ayla	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
120	7	1		1	1	999	0			Ayla	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
121	7	1		1	1	999	0			Ayla	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
122	7	1		1	1	999	0			Ayla	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
123	7	1		1	1	999	0			Ayla	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
124	7	1		1	1	999	0			Ayla	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
125	7	1		1	6	7	5			Ayla	The essence of the School of Ayla is to defeat our opponents in the most direct and dignified manner... Then make all their influence ours!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
126	7	1		1	6	7	5			Ayla	It's getting noisy over there again, Commandant... What shall we do? To join them, of course!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
127	7	1		1	7	7	7			Ayla	Help me pick a painting for Art Exhibition, Commandant. I think the one you pick will increase Ayla's School Level even further.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
128	7	1		1	7	7	7			Ayla	Commandant, could you please wear an outfit I designed at the entrance of our Art Exhibition?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
129	7	1		1	8	7	5			Ayla	Would you like to go to the workshop, Commandant? It's too boring if I go by myself. Just come help me watch my back!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
130	7	1		1	8	7	5			Ayla	Smells like... Paint. Commandant, let's check out the workshop. Time to replenish our inventory.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
131	8	1		1	1	1	0			Ayla	Want to guess my win rate so far, Commandant? Hehe, 100%!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
132	8	1		1	1	3	0			Ayla	Look, Commandant, there's a painting of Ayla on that wall! My influence is spreading fast.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
133	8	1		1	1	5	0			Ayla	Can you hear them cheering for my work, Commandant?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
134	8	1		1	3	4	0			Ayla	This paint is exactly what we use in WGAA... Great! That means I can use it immediately in the "battlefield."	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
135	8	1		1	3	8	0			Ayla	Great! As long as I have enough Paint, I can keep fighting.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
136	8	1		1	2	5	0			Ayla	A little bit of this and a little bit of that... Alright, review complete. Is there anything you would like to add, Commandant?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
137	8	1		1	4	2				Ayla	Commandant, this is a strategic secret, so you need to move closer. I don't want anyone else to hear it.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
138	8	1		1	4	4				Ayla	I didn't expect you to ask me about the strategies, Commandant... Is that a test? Can I ask for a reward if I get it right?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
139	8	1		1	5	8				Ayla	Commandant? Wait a sec, don't move! I want to draw your zoning out face.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
140	8	1		1	5	16				Ayla	Are you bored, Commandant? Can I use you as a model? 3, 2, 1, stop! Don't move, just keep staring at the terminal.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
141	8	1		1	1	999	0			Ayla	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
142	8	1		1	1	999	0			Ayla	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
143	8	1		1	1	999	0			Ayla	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
144	8	1		1	1	999	0			Ayla	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
145	8	1		1	1	999	0			Ayla	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
146	8	1		1	1	999	0			Ayla	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
147	8	1		1	6	10	5			Ayla	The essence of the School of Ayla is to defeat our opponents in the most direct and dignified manner... Then make all their influence ours!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
148	8	1		1	6	10	5			Ayla	It's getting noisy over there again, Commandant... What shall we do? To join them, of course!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
149	8	1		1	7	10	7			Ayla	Help me pick a painting for Art Exhibition, Commandant. I think the one you pick will increase Ayla's School Level even further.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
150	8	1		1	7	10	7			Ayla	Commandant, could you please wear an outfit I designed at the entrance of our Art Exhibition?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
151	8	1		1	8	10	5			Ayla	Would you like to go to the workshop, Commandant? It's too boring if I go by myself. Just come help me watch my back!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
152	8	1		1	8	10	5			Ayla	Smells like... Paint. Commandant, let's check out the workshop. Time to replenish our inventory.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png
153	9	1		1	1	1	0			Karenina	I think I understood this work now... Don't laugh, Commandant! I really do.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
154	9	1		1	1	3	0			Karenina	Explosives? Where are my explosives? Oh, Commandant... I was about to tell you that our School Level just increased. Yeah, that was all!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
155	9	1		1	1	5	0			Karenina	I once heard an artist crushed his own work right before the exhibition. Will I surpass him if I blow all my works up?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
156	9	1		1	3	4	0			Karenina	Let me check the components of the paint... Geez, they will make perfect explosives!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
157	9	1		1	3	8	0			Karenina	Have you made all the paint into explosives? Good. Now is the time to create some "art."	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
158	9	1		1	2	5	0			Karenina	Commandant, criticism can be made in many ways, so why don't we just do something straight forward like... Um, blowing it up? Can I?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
159	9	1		1	4	2				Karenina	Aren't you supposed to be thinking about these, Commandant? Fine, I'll only help you once.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
160	9	1		1	4	4				Karenina	Don't you try to slack off, Commandant! What do you mean by "You are the person I trust the most"...? Alright, this is the last time I'm doing this for you.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
161	9	1		1	5	8				Karenina	Now isn't the time to hesitate, Commandant. Let's finish the mission and go back to the camp together.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
162	9	1		1	5	16				Karenina	Zoning out again, Commandant? Or are you actually thinking about something? Teddy didn't tell you anything she shouldn't, did she?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
163	9	1		1	1	999	0			Karenina	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
164	9	1		1	1	999	0			Karenina	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
165	9	1		1	1	999	0			Karenina	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
166	9	1		1	1	999	0			Karenina	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
167	9	1		1	1	999	0			Karenina	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
168	9	1		1	1	999	0			Karenina	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
169	9	1		1	6	7	5			Karenina	If you don't know what to do, let's just reduce the Schools' influence in our way. Take this detonator, Commandant.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
170	9	1		1	6	7	5			Karenina	To make our life easier later, the priority is to reduce the Schools' influence to weaken their Masters.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
171	9	1		1	7	7	7			Karenina	What's next? Art Exhibition? I still have a lot of explosives here... What do you mean by "not that way"? Shall I use my Blast Hammer then?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
172	9	1		1	7	7	7			Karenina	Commandant, if you don't know what to do next, it's about time for Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
173	9	1		1	8	7	5			Karenina	Don't you have other things to do other than staring at me? See, we are running out of paint.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
174	9	1		1	8	7	5			Karenina	Commandant? Do we still have enough paint? Shall we visit the workshop?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
175	10	1		1	1	1	0			Karenina	I think I understood this work now... Don't laugh, Commandant! I really do.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
