Id	GroupId	MaxTriggerCount	TimelineIds[1]	TimelineIds[2]	TimelineIds[3]	TimelineIds[4]	InitWeight	ConditionWeights[1]	ConditionIds[1]	ConditionWeights[2]	ConditionIds[2]	ConditionWeights[3]	ConditionIds[3]	EffectIds[1]	EffectIds[2]	EffectIds[3]	EffectIds[4]	EffectIds[5]	EffectIds[6]	ShowType	Name	Desc	Icon	SmallIcon
11	1	0	3	5	7	8	300							16						1	Encounter 13	11 Out of all colors, you can only heal 3 times in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
12	1	0	3	5	7	8	300							17						1	Encounter 14	12 Out of all colors, you can only heal 3 times in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
13	1	0	3	5	7	8	300							18						1	Encounter 15	13 Red Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
14	1	0	3	5	7	8	300							19						1	Encounter 16	14 Green Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
15	1	0	3	5	7	8	300							20						1	Encounter 17	15 Blue Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
16	1	0	3	5	7	8	300							21						1	Encounter 18	16 Red Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
17	1	0	3	5	7	8	300							22						1	Encounter 19	17 Green Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
18	1	0	3	5	7	8	300							23						1	Encounter 20	18 Blue Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
19	1	0	3	5	7	8	300							24						1	Encounter 21	19 All colors of Paint become 7 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
20	1	0	3	5	7	8	300							25						1	Encounter 22	20 All colors of Paint become 7 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
21	1	0	3	5	7	8	300							26						0	Encounter 23	21 Red Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
22	1	1	3	5	7	8	300							27						0	Encounter 24	22 Green Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
23	1	1	3	5	7	8	300							28						0	Encounter 25	23 Blue Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
24	1	1	3	5	7	8	300							29						1	Encounter 26	24 Action Points increase by 3 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
25	1	1	3	5	7	8	300							30						1	Encounter 27	25 Increasing Research Level only costs 4 Research Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
26	1	1	3	5	7	8	300							32						1	Encounter 28	26 In this round, deduct 1 Paint of the area's color after making the first area action	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
27	1	1	3	5	7	8	300							33						1	Encounter 29	27 Get +2 Paint upon obtaining Paint for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
28	1	1	3	5	7	8	300							34						1	Encounter 30	28 Get Green Paint (Energy Point) 1 more time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
29	1	1	3	5	7	8	300							36						1	Encounter 31	29 At the end of this round, the timeline is not tallied but the progress will continue to move forward normally	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
30	1	1	3	5	7	8	300							37						1	Encounter 32	30 Get 1 Red Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
31	1	1	3	5	7	8	300							38						1	Encounter 33	31 Get 1 Green Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
32	1	1	3	5	7	8	300							39						1	Encounter 34	32 Get 1 Blue Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
33	1	1	3	5	7	8	300							40						1	Encounter 35	33 The timeline tally event will be executed 2 times during this round's tally	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
34	1	1	3	5	7	8	300							41						1	Encounter 36	34 At the start of the next round, the Boss of the color that your character is currently staying will lose 1 level	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
35	1	1	3	5	7	8	300							43						1	Encounter 37	35 You can reroll 2 times when performing research in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
36	1	1	3	5	7	8	300							44						1	Encounter 38	36 The first 2 healings in this round get +1 effect	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
37	1	1	3	5	7	8	300							45						1	Encounter 39	37 Red and Green Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
38	1	1	3	5	7	8	300							46						1	Encounter 40	38 Green and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
39	1	1	3	5	7	8	300							47						1	Encounter 41	39 Red and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
40	2	0	3	5	7	8	300	500	1&2&3					18	19	20				1	Encounter 1	Get 3 Three-Color Paints when the quantity of 40 Three-Color Paints is less than 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
41	2	0	3	5	7	8	0	500	7&8&9					21	22	23				1	Encounter 2	41 None at default. Increase when Bosses of 3 colors have levels lower than 3. All Boss Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
42	2	0	3	5	7	8	0	500	10&11&12					24						1	Encounter 3	42 None at default. Increase when Research of 3 colors have levels lower than 3. All Research Level becomes 7	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
43	2	0	3	5	7	8	300							6						1	Encounter 6	43 Movement in Green area costs no Action Points in this round (determined by starting point)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
44	2	0	3	5	7	8	300							9						1	Encounter 7	44 Each Healing will cost 1 more Paint of the corresponding color in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
45	2	0	3	5	7	8	300							11						1	Encounter 8	45 Unable to heal with Red in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
46	2	0	3	5	7	8	300							12						1	Encounter 9	46 Unable to heal with Red in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
47	2	0	3	5	7	8	300							13						1	Encounter 10	47 You can only heal with Red 1 time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
48	2	0	3	5	7	8	300							14						1	Encounter 11	48 You can only heal with Green 1 time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
49	2	0	3	5	7	8	300							15						1	Encounter 12	49 You can only heal with Blue 1 time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
50	2	0	3	5	7	8	300							16						1	Encounter 13	50 Out of all colors, you can only heal 3 times in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
51	2	0	3	5	7	8	300							17						1	Encounter 14	51 Out of all colors, you can only heal 3 times in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
52	2	0	3	5	7	8	300							18						1	Encounter 15	52 Red Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
53	2	0	3	5	7	8	300							19						1	Encounter 16	53 Green Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
54	2	0	3	5	7	8	300							20						1	Encounter 17	54 Blue Paint increases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
55	2	0	3	5	7	8	300							21						1	Encounter 18	55 Red Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
56	2	0	3	5	7	8	300							22						1	Encounter 19	56 Green Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
57	2	0	3	5	7	8	300							23						1	Encounter 20	57 Blue Boss Level increases by 1 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
58	2	0	3	5	7	8	300							24						1	Encounter 21	58 All colors of Paint become 7 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
59	2	0	3	5	7	8	300							25						1	Encounter 22	59 All colors of Paint become 7 in the next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
60	2	0	3	5	7	8	300							26						1	Encounter 23	60 Red Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
61	2	1	3	5	7	8	300							27						1	Encounter 24	61 Green Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
62	2	1	3	5	7	8	300							28						1	Encounter 25	62 Blue Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
63	2	1	3	5	7	8	300							29						1	Encounter 26	63 Action Points increase by 3 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
64	2	1	3	5	7	8	300							30						1	Encounter 27	64 Increasing Research Level only costs 4 Research Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
65	2	1	3	5	7	8	300							32						1	Encounter 28	65 In this round, deduct 1 Paint of the area's color after making the first area action	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
66	2	1	3	5	7	8	300							33						1	Encounter 29	66 Get +2 Paint upon obtaining Paint for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
67	2	1	3	5	7	8	300							34						1	Encounter 30	67 Get Green Paint (Energy Point) 1 more time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
68	2	1	3	5	7	8	300							36						1	Encounter 31	68 At the end of this round, the timeline is not tallied but the progress will continue to move forward normally	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
69	2	1	3	5	7	8	300							37						1	Encounter 32	69 Get 1 Red Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
70	2	1	3	5	7	8	300							38						1	Encounter 33	70 Get 1 Green Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
71	2	1	3	5	7	8	300							39						1	Encounter 34	71 Get 1 Blue Resource when staying in or passing the Central area for the first time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
72	2	1	3	5	7	8	300							40						1	Encounter 35	72 The timeline tally event will be executed 2 times during this round's tally.	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
73	2	1	3	5	7	8	300							41						1	Encounter 36	73 At the start of the next round, the Boss of the color that your character is currently staying will lose 1 level	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
74	2	1	3	5	7	8	300							43						1	Encounter 37	74 You can reroll 2 times when performing research in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
75	2	1	3	5	7	8	300							44						1	Encounter 38	75 The first 2 healings in this round get +1 effect	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
76	2	1	3	5	7	8	300							45						1	Encounter 39	76 Red and Green Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
77	2	1	3	5	7	8	300							46						1	Encounter 40	77 Green and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
78	2	1	3	5	7	8	300							47						1	Encounter 41	78 Red and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
79	3	0	3	5	7	8	101							49						1	Teleport I	79 The first movement in every round costs no Action Points (check if this is stacking with the Leader Skill)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
80	3	0	3	5	7	8	0	714	17					50						1	Teleport II	80 The first 2 movements in every round cost no Action Points (check if this is stacking with the Leader Skill)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
81	3	0	3	5	7	8	0	1250	18					51						1	Teleport III	81 The first 3 movements in every round cost no Action Points (check if this is stacking with the Leader Skill)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
82	3	0	3	5	7	8	101							52						1	Bonus Paint I	82 Get a bonus 2 Paint when obtaining Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
83	3	0	3	5	7	8	0	714	17					53						1	Bonus Paint II	83 Get a bonus 3 Paint when obtaining Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
84	3	0	3	5	7	8	0	1250	18					54						1	Bonus Paint III	84 Get a bonus 4 Paint when obtaining Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
85	3	0	3	5	7	8	101							55						1	Accurate Criticism I	85 Healing effect increases by 1 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
86	3	0	3	5	7	8	0	714	17					56						1	Accurate Criticism II	86 Healing effect increases by 2 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
87	3	0	3	5	7	8	0	1250	18					57						1	Accurate Criticism III	87 Healing effect increases by 3 in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
88	3	0	3	5	7	8	101							58	59	60				0	Lots of Paint I	88 Obtain 2 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
91	3	0	3	5	7	8	0	714	17					61	62	63				0	Lots of Paint II	91 Obtain 4 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
95	3	0	3	5	7	8	0	1250	18					64	65	66				0	Lots of Paint III	95 Obtain 7 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
97	3	0	3	5	7	8	101							67						1	Efficient Exhibition I	97 Increasing Research Level only costs 4 Research Paint in this round (check if this is stacking with the Leader Skill, and whether the lower value should be used)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
98	3	0	3	5	7	8	0	714	17					68						1	Efficient Research II	98 Increasing Research Level only costs 3 Research Paint in this round (check if this is stacking with the Leader Skill, and whether the lower value should be used)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
99	3	0	3	5	7	8	0	1250	18					69						1	Efficient Research III	99 Increasing Research Level only costs 2 Research Paint in this round (check if this is stacking with the Leader Skill, and whether the lowest value should be used)	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
100	3	0	3	5	7	8	101	714	17	1250	18			70						1	Time Stop	100 At the end of this round, the timeline is not tallied but the progress will continue to move forward normally	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
101	3	0	3	5	7	8	0	714	17					71	72	73				0	Master of Criticism I	101 All Boss Level decreases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
104	3	0	3	5	7	8	0	1250	18					74	75	76				0	Master of Criticism II	104 All Boss Level decreases by 3	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
107	3	0	3	5	7	8	0	1250	18					77	78	79				0	Touring Exhibition I	107 All Research Level increases by 1	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
110	3	0	3	5	7	8	30							80						1	Red-Green Mixture	110 Red and Green Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
111	3	0	3	5	7	8	30							81						1	Green-Blue Mixture	111 Green and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
112	3	0	3	5	7	8	30							82						1	Red-Blue Mixture	112 Red and Blue Paint can be used together in Research or Healing in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
113	3	0	3	5	7	8	70							83						1	Cautious Criticism I	113 Each Healing will cost 1 more Paint of the corresponding color in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
114	3	0	3	5	7	8	0	161	19					84						1	Cautious Criticism II	114 Each Healing will cost 2 more Paint of the corresponding color in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
115	3	0	3	5	7	8	0	156	20					85						1	Cautious Criticism III	115 Each Healing will cost 3 more Paint of the corresponding color in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
116	3	0	3	5	7	8	0	161	19					86						1	Muted I	116 Out of all colors, you can only heal 2 times in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
117	3	0	3	5	7	8	0	156	20					87						1	Muted II	117 Out of all colors, you can only heal 1 time in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
118	3	0	3	5	7	8	35							88	89	90				0	Dry Paint I	118 Lose 1 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
121	3	0	3	5	7	8	0	81	19					91	92	93				0	Dry Paint II	121 Lose 2 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
124	3	0	3	5	7	8	0	78	20					94	95	96				0	Dry Paint III	124 Lose 4 Paint of all colors	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
127	3	0	3	5	7	8	0	161	19					97						1	Inefficiency I	127 Lose 1 Paint of the corresponding color when obtaining Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
128	3	0	3	5	7	8	0	156	20					98						1	Inefficiency II	128 Lose 2 Paint of the corresponding color when obtaining Paint in this round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
129	3	0	3	5	7	8	0	31	20					99	100	101				0	404	129 Lose all Paint	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
132	3	0	3	5	7	8	42							102						1	Fauvist Master I	132 Red Boss Level increases by 1 at the start of next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
133	3	0	3	5	7	8	0	97	19					103						1	Fauvist Master II	133 Red Boss Level increases by 2 at the start of next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
134	3	0	3	5	7	8	0	94	20					104						1	Fauvist Master III	134 Red Boss Level increases by 3 at the start of next round	Assets/Product/Texture/Image/BgStory/Bgstory263.png	Assets/Product/Texture/Image/UiColorTable/Skill/UiColorTableSkill010.png
