Id	PlatformType	ChannelId	KeepQRCode	ImagePlayerInfo	TextContent	KeepLink	TextPlayerInfo
11	5	2		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
12	0	2		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
13	1	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
14	2	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
15	3	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
16	4	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
17	5	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
18	0	11		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
19	1	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
20	2	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
21	3	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
22	4	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
23	5	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
24	0	13		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
25	1	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
26	2	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
27	3	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
28	4	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
29	5	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
30	0	14		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
31	1	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
32	2	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
33	3	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
34	4	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
35	5	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
36	0	15		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
37	1	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
38	2	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
39	3	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
40	4	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
41	5	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
42	0	16		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
43	1	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
44	2	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
45	3	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
46	4	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
47	5	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
48	0	18	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
49	1	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
50	2	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
51	3	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
52	4	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
53	5	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
54	0	20		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
55	1	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
56	2	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
57	3	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
58	4	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
59	5	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
60	0	23		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
61	1	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
62	2	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
63	3	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
64	4	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
65	5	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
66	0	24		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
67	1	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
68	2	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
69	3	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
70	4	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
71	5	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
72	0	35		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
73	1	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
74	2	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
75	3	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
76	4	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
77	5	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
78	0	46		Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
79	1	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
80	2	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
81	3	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
