Id	Name	BuffBg	BuffTriangleBg	Desc	TeachingContents[1]	TeachingContents[2]	TeachingContents[3]	TeachingContents[4]	TeachingContents[5]	TeachingContents[6]	TeachingContents[7]	TeachingContents[8]	TeachingContents[9]	TeachingContents[10]	BuffSuggestAbility
32181	<color=#34aff9><size=34>Mechanism Target</size></color>			<color=#CF0000>Avoid the Red Orbs and defeat the enemy.</color>	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain16.png										
32182	<color=#34aff9><size=34>Raging Player</size></color>			Appears on the edges of the field and keeps firing Red Orbs at your team. Dashes to your team at intervals. Break it to gain FEVER points.	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain16.png										
32183	<color=#34aff9><size=34>Calm Player</size></color>			Converts after defeating the raging players	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain15.png										
32184	<color=#34aff9><size=34>Mechanism Target</size></color>			<color=#CF0000>Defeat the enemy and light up the Star Lantern.</color>	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain11.png										
32185	<color=#34aff9><size=34>Star Lantern</size></color>			Stand in it for 5s to light it up. The Star Lantern will exist for 15s.	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain11.png	Assets/Product/Texture/Image/UiMultiDim/UiMultiDimExplain12.png									
32186	<color=#34aff9><size=34>Light up the Star Lantern.</size></color>			Fight under the Star Lantern that has been lit up and obtain various buffs based on its color.	text: Based on the class when the lantern is lit up, the lantern will turn red, yellow, or blue.	text: [Red]: 55% DMG Bonus	text: [Yellow]: 55% DMG Reduction	text: [Green]: Restores 10% of Max HP every second.							
32187	<color=#34aff9><size=34>Star Lantern</size></color>														
32188	<color=#34aff9><size=34>Surrealist Mechanical Fauvism</size></color>			Masters of this school tend to be more aggressive, and their attacks will trigger paint burst of the floor.	text: 1. When there is Super Armor, the enemy gains 80% DMG Reduction.	text: 2. Entering the Matrix successfully will reduce the enemy's Super Armor by 50%.	text: 3. Receives more DMG when there is no Super Armor.	Assets/Product/Texture/Image/UiBabelTower/UiColorTableRedJizhi1.png							
32189	<color=#34aff9><size=34>Fauvism Paint Burst</size></color>			The enemy will summon paint by successfully hitting the target with an attack.	text: 1. Avoid!	Assets/Product/Texture/Image/UiBabelTower/UiColorTableRedJizhi2.png									
32190	<color=#34aff9><size=34>Fantastical Mechanical Impressionism</size></color>			Masters of this school tend to be more flexible.	text: 1. When there is Super Armor, the enemy gains 80% DMG Reduction.	text: 2. Entering the Matrix or performing an Extreme Dodge successfully will reduce the enemy's Super Armor by 20%.	Assets/Product/Texture/Image/UiBabelTower/UiColorTableBlueJizhi.png								
32191	<color=#34aff9><size=34>Multidimensional Mechanical Cubism</size></color>			Masters of this school are good at painting geometric shapes to attack the opponent.	text: 1. When there is Super Armor, the enemy gains 80% DMG Reduction.	text: 2. Entering the Matrix successfully will reduce the enemy's Super Armor by 20%.	text: 3. Avoiding the Multidimensional Matrix successfully will reduce the enemy's Super Armor by 60%.	Assets/Product/Texture/Image/UiBabelTower/UiColorTableGreenJizhi1.png							
32192	<color=#34aff9><size=34>Multidimensional Matrix</size></color>			Cast at intervals. Avoid according to the arrows and the warning signs.	text: 1. Successfully avoid the Matrix to reduce the Cubist's Super Armor by 60%.	Assets/Product/Texture/Image/UiBabelTower/UiColorTableGreenJizhi2.png									
