Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	BornPosition[6]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	LookPosition[6]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
300005050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300005110	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300005120	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300005130	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006010	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006020	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006030	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006040	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006050	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006110	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006120	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300006130	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007040	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007070	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007110	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007120	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300007130	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008010	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008020	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008030	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008040	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008050	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008070	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008110	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008120	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
300008130	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5		B101	B101	B101	B101	B101									
