Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	BornPosition[6]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	LookPosition[6]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999931700	Scene07005	90090001	PB1						B101													
999930900	Scene02406	96991503	PB1						B101													
999400100	Scene07005	90090001	PB1						B101													
999931710	Scene07005	90090001	PB1						B101													
999931720	Scene07005	90090001	PB1						B101													
999931800	Scene07005	90090001	PB1						B101													
999931900	Scene07005	90090001	PB1						B101													
999932000	Scene07005	90090001	PB1						B101													
999932200	Scene07005	90090001	PB1						B101													
999932300	Scene07005	90090001	PB1						B101													
999932310	Scene07005	90090001	PB1						B101													
999932400	Scene07005	90090001	PB1						B101													
999853000	Scene02801	9999901	PB1						B101													
999853100	Scene02801	9999901	PB1						B101													
999932500	Scene02902	90090001	PB1						B101													
999855000	Scene03005	90090001	PB1						B101													
999855010	Scene03005	90090001	PB1						B101													
999855020	Scene03005	90090001	PB1						B101													
999855030	Scene03005	90090001	PB1						B101													
999855040	Scene03005	90090001	PB1						B101													
999855050	Scene03005	90090001	PB1						B101													
999855060	Scene03005	90090001	PB1						B101													
999855070	Scene03005	90090001	PB1						B101													
999855080	Scene03005	90090001	PB1						B101													
999855090	Scene03005	90090001	PB1						B101													
999855100	Scene03005	90090001	PB1						B101													
999855110	Scene03005	90090001	PB1						B101													
999855120	Scene03005	90090001	PB1						B101													
999855130	Scene03005	90090001	PB1						B101													
999855140	Scene03005	90090001	PB1						B101													
999855150	Scene03005	90090001	PB1						B101													
999855160	Scene03005	90090001	PB1						B101													
999855170	Scene03005	90090001	PB1						B101													
999855180	Scene03005	90090001	PB1						B101													
999932900	Scene07005	90090001	PB1						B101													
999933000	Scene07005	90090001	PB1						B101													
999933100	Scene07005	90090001	B103						S1													
999855500	Scene03102	99985500	PB1						B101													
999855600	Scene03102	99985500	PB1						B101													
999853500	Scene03201	99999901	PB1						B101													
999853600	Scene03201	99999902	PB1						B101													
999933200	Scene07005	90090001	PB1						B101													
999933300	Scene07005	90090001	PB1						B101													
999933400	Scene07005	90090001	PB1						B101													
999817200	Scene03003a	99960001	PB1						B101													
999933500	Scene07005	90090001	PB1						B101													
999855700	Scene07005	90090001	PB1						B101													
999933600	Scene03305	99920006	PB1						B101													
999856200	Scene07005	90090001	PB1						B101													
