Id	MonsterId	MonsterType	Icon	Num	Level	LimitStageId	ModelScale	FightEventList[1]	FightEventList[2]	FightEventList[3]	FightEventList[4]	FightEventList[5]	FightEventList[6]	BuffIds[1]	BuffIds[2]	BuffIds[3]	BuffIds[4]	BuffIds[5]	BuffIds[6]	MonsterInfoId	Note
1102	90350	2	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	1	1000		0.5	760432	760341					760432	760341		776527	776197		48	Firefighter
1103	90400	2	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	1	1000		0.5	760393	760281					760393	760281		776528	776198		53	Cow
1104	90450	2	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	1	1000		0.7	760601	760251					760601	760251		776529	776199		59	Mecha Soldier
1105	81200	2	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.7	778076	742151					778076	742151		776530	776200		74	Musashi IX
1106	90420	2	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	1	1000		0.7	760323	760394					760323	760394		776531	776201		58	Musashi VI
1201	83520	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MelodyhuaxuMd10001.png	1	1000	30161266	0.6	742199						742199			776532	776202		83	Huaxu
1202	841000	3	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	1000	30161267	0.6	772583						772583			776533	776203		89	Pterygota Queen
1203	81700	3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000	30161268	0.7	760242						760242			776534	776204		76	Punishment
2001		1	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	1	1000		0.6	760282	760372					760282	760372					12	Shieldbearer
2002		1	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	1	1000		0.6	760372						760372						4	Pilgrim
2003		1	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	1	1000		1	760302	760132					760302	760132					13	Ambusher
2004		1	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	1	1000		0.6	760132						760132						30	Squid
2005		1	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	1	1000		1	760452	760322					760452	760322					14	Heteromer Gun
2006		1	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	1	1000		1	760322						760322						16	Heteromer Hydraulic
2007		1	Assets/Product/Texture/Image/RoleCharacter/YijukongzhongjianshiqiNormal01.png	1	1000		1	760322						760322						15	Heteromer Aerial Monitor
2008		1	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	1	1000		0.7	760381	760252					760381	760252					17	Deconstruct Unit
2009		1	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	1	1000		0.7	760252						760252						18	Fire Unit
2010		1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	1	1000		0.7	772587						772587						19	Repair Unit
2011		1	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	1	1000		0.7	760272	760312					760272	760312					25	Cathy
2012		1	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	1	1000		1	760272						760272						26	Martini
2013		1	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	1	1000		1	760272						760272						27	Mr. White
2014		1	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	1	1000		0.7	760231	780432					760231	780432					37	Monkfish
2015		1	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	1	1000		1	760231						760231						39	Buthus
2016		2	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	1	1000		0.6	760352	760372					760352	760372					69	Gear
2017		1	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	1	1000		1	760372						760372						36	Sea Squirt
2018		1	Assets/Product/Texture/Image/RoleCharacter/Mo1MifengMd010001.png	1	1000		0.7	760292	780231					760292	780231					32	Beetle
2019		1	Assets/Product/Texture/Image/RoleCharacter/ZhuNormal01.png	1	1000		1	760292						760292						33	Chomper
2020		1	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	1	1000		0.8	760242	760342					760242	760342					31	Tai'E
2021		1	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	1	1000		1	760342						760342						34	Popper
2022		1	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	1	1000		0.8	760452	780192					760452	780192					23	Ballwheel
2023		2	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	1	1000		1	760412						760412						22	Blubber
2024		2	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	1	1000		0.7	760221	772591					760221	772591					21	Hanged Man
2025		2	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	1	1000		0.8	760472	780690					760472	760690					24	Phecda
2026		2	Assets/Product/Texture/Image/RoleCharacter/Mo1YanfenyixingMd000001.png	1	1000		0.8	760492	780312					760492	780312					20	Kemuri
2027		2	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	1	1000		0.8	712004	780262					712004	780262					42	Sanitizer
2028		2	Assets/Product/Texture/Image/RoleCharacter/YouyezheNormal01.png	1	1000		0.8	760212	780392					760212	780392					43	SSG
2101		2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	1	1000		0.8	760132	780392					760132	780392					45	Ronin
2102		2	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	1	1000		0.5	772583	780352					772583	780352					48	Firefighter
2103		2	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	1	1000		0.5		776102						776102					53	Bull
2104		2	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	1	1000		0.8	712005	780292					712005	780292					63	Prime
2105		2	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	1	1000		0.8	772593	780392					772593	780392					49	Deconstructor
2106		2	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	1	1000		0.7	760671	780452					760671	780452					59	Polar Soldier
2107		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	1	1000		0.8	760382	780133					760382	780133					50	Explorer
2108		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	1	1000		0.8	760252	780213					760252	780213					51	Excavator
2109		2	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	1	1000		0.7	712004	780162					712004	780162					58	Musashi VI
2110		3	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	1	1000		0.5	772595	776105					772595	776105					55	Terrapod
2201		3	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	1	1000		1	760251	776105					760251	776105					79	Roland
2202		3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000		0.7	772591	712005					772591	712005					76	Punishment
2203		3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.7		776102						776102					74	Musashi IX
2204		3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1	760251	776105					760251	776105					78	α
2205		3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1	746005	760473					746005	760473					81	Camu
3001	93060	2	Assets/Product/Texture/Image/RoleCharacter/NvDuiZhangNormal01.png	1	1000		0.6	742152	778091					742152	778091		776535	776205		96	Female Captain
3002	93050	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotinvNormal01.png	1	1000		0.6	760423	778091					760423	778091		776536	776206		97	Female Soldier
3003	93190	2	Assets/Product/Texture/Image/RoleCharacter/YiliaojiNormal01.png	1	1000		0.6	772587	760233					772587	760233		776537	776207		102	Medical Trolley
3004	93180	2	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	1	1000		0.6	760343	760492					760343	760492		776538	776208		101	Steel Cannon
3005	93101	2	Assets/Product/Texture/Image/RoleCharacter/ShujingNormal01.png	1	1000		0.6	760323	760282					760323	760282		776539	776209		98	Treant
3006	93110	2	Assets/Product/Texture/Image/RoleCharacter/JinglingNormal01.png	1	1000		0.6	780073	742151					780073	742151		776540	776210		99	Fairy
3007	93030	2	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	1	1000		1	760672	760471					760672	760471		776541	776211		44	Hetero-Sapien
3101	90950	2	Assets/Product/Texture/Image/RoleCharacter/Me1JiegouqiutuMd010001.png	1	1000		0.6	712006	712003	760413				712006	712003	760413	776542	776212		70	Prisoner
3102	90990	2	Assets/Product/Texture/Image/RoleCharacter/XianfengchonglangzheNormal01.png	1	1000		0.6	712004	760692					712004	760692		776543	776213		72	Surfer
3103	90380	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	1	1000		1	778076	778091	772593				778076	778091	772593	776544	776214		57	Construct
3104	90340	2	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	1	1000		0.5	712005	760303	760603				712005	760303	760603	776545	776215		56	Royal Guard
3105	90222	2	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	1	1000		0.8	778131	760603					778131	760603		776546	776216		51	Excavator
3106	90370	2	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	1	1000		0.8	778131	760603					778131	760603		776547	776217		50	Pointy
3107	90800	2	Assets/Product/Texture/Image/RoleCharacter/YunluNormal01.png	1	1000		1	760353	760131	760403				760353	760131	760403	776548	776218		67	Moyuan
3108	90790	2	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	1	1000		0.7	776102	712002					776102	712002		776549	776219		66	Guardian
3109	93140	2	Assets/Product/Texture/Image/RoleCharacter/GuitaristNormal01.png	1	1000		0.7	712006	760473					712006	760473		776550	776220		107	Heaven Breaker
3110	93130	2	Assets/Product/Texture/Image/RoleCharacter/KeyboardistNormal01.png	1	1000		0.7	712005	760433					712005	760433		776551	776221		108	God Slayer
3111	93120	2	Assets/Product/Texture/Image/RoleCharacter/DrummerNormal01.png	1	1000		0.7	712004	760453					712004	760453		776552	776222		109	Demon Bane
3112	90910	2	Assets/Product/Texture/Image/RoleCharacter/ShenmirenNormal01.png	1	1000		0.6	760333	760672	760493				760333	760672	760493	776553	776223		69	Gear
3113	93070	2	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	1	1000		0.7	760642	760273	760253				760642	760273	760253	776554	776224		105	Sanctuary Guard
3114	93173	2	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1HetimingyunzhilunMd010001.png	1	1000		0.7	760313	772595	760630				760313	772595	760630	776555	776225		110	Wheel of Fortune
3115	90740	2	Assets/Product/Texture/Image/RoleMonster/RoleMonster92740.png	1	1000		1	760393	760394	760343				760393	760394	760343	776556	776226		64	Watermelon
3116	90700	2	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	1	1000		0.8	760221	776105	712003				760221	776105	712003	776557	776227		63	Prime
3117	90440	2	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	1	1000		0.5	772583	760253	760351				772583	760253	760351	776558	776228		55	Avalon
3201	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000	30161270	1	742198	780273					742198	780273		776559	776229		82	Qu
3202	81600	3	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	1	1000	30161271	1	780373	772583					780373	772583		776560	776230		79	Roland
3203	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000	30161272	1	780253	761275					780253	761275		776561	776231		78	α
4001		1	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	1	1000		0.6	760396	772583	780433				760396	772583	780433				4	Pilgrim
4002		1	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	1	1000		1	760396	780632	780453				760396	780632	780453				13	Ambusher
4003		1	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	1	1000		0.6	760253	772591	780263				760253	772591	780263				29	Rabbit
4004		1	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	1	1000		0.7	760293	760213	780183				760293	760213	780183				17	Deconstruct Unit
4005		2	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	1	1000		1	760382	780672	780062				760382	780672	780062				40	Blair
4006		2	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	1	1000		0.8	760133	780382	780343				760133	780382	780343				8	Executor
4007		2	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	1	1000		0.7	760353	772583	780221				760353	772583	780221				21	Hanged Man
4008		2	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	1	1000		0.8	772583	776105	780053				772583	776105	780053				23	Ballwheel
4009		2	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	1	1000		0.7	760313	780363	780073				760313	780363	780073				25	Cathy
4010		2	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	1	1000		0.6	760323	760272	780213				760323	760272	780213				69	Gear
4101		2	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	1	1000		0.8	760293	780213	780282				760293	780213	780282				49	Deconstructor
4102		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	1	1000		0.8	776105	780382	780453				776105	780382	780453				50	Explorer
4103		2	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	1	1000		0.8	772593	712006	780252				772593	712006	780252				51	Excavator
4104		2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	1	1000		1	772591	712004	780252				772591	712004	780252				57	Construct
4105		2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	1	1000		0.8	776102	772591	780353				776102	772591	780353				45	Ronin
4106		2	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	1	1000		0.5	776105	780672	780183				776105	780672	780183				48	Firefighter
4107		2	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	1	1000		0.8	772593	772595	780282				772593	772595	780282				63	Prime
4108		2	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	1	1000		0.5	772583	780632	712006				772583	780632	712006				56	Royal Guard
4109		2	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	1	1000		0.7	760672	780433	780183				760672	780433	780183				58	Musashi VI
4110		2	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	1	1000		0.5	772587	780282	780263				772587	780282	780263				53	Bull
4201		3	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	1000		0.6													86	Black Shark
4202		3	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	1000		0.75													80	Rosetta Doll
4203		3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6													85	White Shark
4204		3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000		0.7													76	Punishment
4205		3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.7													74	Musashi IX
4206		3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1													78	α
4207		3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1													81	Camu
5201	81700	3	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	1000		0.7													76	Punishment
5202	81800	3	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	1000		0.3													77	Vassago
5203	81500	3	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	1000		0.4													75	Spray
5204	83100	3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1													81	Camu
5205	93200	3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.7													74	Musashi IX: Redux
5206	83220	3	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	1000		0.75													80	Rosetta Doll
5207	83520	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MelodyhuaxuMd10001.png	1	1000		0.6													83	Huaxu
5208	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000		1													82	Qu
5209	83600	3	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	1	1000		0.6													84	Gabriel
5210	82200	3	Assets/Product/Texture/Image/RoleCharacter/RuRiTianNormal01.png	1	1000		0.5													113	Raprap
5211	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1													78	α
5212	83900	3	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	1000		1													88	Luna
5213	837000	3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6													85	White Shark
5214	837100	3	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	1000		0.6													86	Black Shark
5215	848100	3	Assets/Product/Texture/Image/RoleCharacter/HongChaoNormal01.png	1	1000		0.5													111	Red Tide's Daughter
5216	841000	3	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	1000		0.6													89	Pterygota Queen
5217	82150	3	Assets/Product/Texture/Image/RoleCharacter/Mb1BraveMd010011.png	1	1000		0.5													115	Riot
5218	84200	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MajiyaweiliMd010001.png	1	1000		0.5													90	Machi
5219	84400	3	Assets/Product/Texture/Image/RoleCharacter/PunishjuhemutiNormal01.png	1	1000		0.12													92	Mother
5220	87500	3	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal02.png	1	1000		0.5													116	Gabriel - Starfall
5221	847100	3	Assets/Product/Texture/Image/RoleCharacter/ShuangziNormal01.png	1	1000		0.5													95	Gemini
5222	84300	3	Assets/Product/Texture/Image/RoleCharacter/Mb1SirenMd010001.png	1	1000		0.4													91	Siren 1
5223	845000	3	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	1	1000		0.4													93	Voodoo
5224	846000	3	Assets/Product/Texture/Image/RoleCharacter/LamiyaNormal01.png	1	1000		0.5													94	Lamia
5225	85100	3	Assets/Product/Texture/Image/RoleCharacter/GaodaNormal01.png	1	1000		0.5													114	Gaoda
6201	81300	3	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	1000		0.8													73	Roseblade
6202	81200	3	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	1	1000		0.7	760221						760221						74	Musashi IX
6203	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000		1													82	Qu
6204	837000	3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6	760692						760692						85	White Shark
6205	81800	3	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	1000		0.3													77	Vassago
6206	83900	3	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	1000		1													88	Luna
6207	81900	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	1000		1													78	α
6208	83600	3	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	1	1000		0.6	760692						760692						84	Gabriel
6209	83100	3	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	1000		1													81	Camu
6210	84300	3	Assets/Product/Texture/Image/RoleCharacter/Mb1SirenMd010001.png	1	1000		0.4													91	Siren 1
1204	81300	3	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	1000		0.8	760251	746005					760251	746005		776534	776204		73	Roseblade
3204	83900	3	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	1000		1										776591	776261		88	Luna
3205	841000	3	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	1000		0.6										776592	776262		89	Pterygota Queen
3206	83500	3	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	1	1000		1										776593	776263		82	Qu
3207	837100	3	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	1000		0.6										776594	776264		86	Black Shark
3208	84200	3	Assets/Product/Texture/Image/RoleCharacter/Mb1MajiyaweiliMd010001.png	1	1000		0.5										776595	776265		90	Machi
3209	83800	3	Assets/Product/Texture/Image/RoleCharacter/AnboliyaNormal01.png	1	1000		0.4										776596	776266		87	Amber
3210	837000	3	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	1000		0.6										776597	776267		85	White Shark
