Id	TypeId[1]	TypeId[2]	TypeId[3]	TypeId[4]	TypeId[5]	TypeId[6]	TypeId[7]	TypeId[8]	TypeId[9]	TypeId[10]	AffixGroupId
121	829	-1									25
122	826	829									25
123	826	829									25
124	827	829									25
125	827	829									25
126	836										25
127	837	-1									25
128	836	837									25
129	836	-1									25
130	838										25
131	830	-1									25
132	831	-1									25
133	832	-1									25
134	833	-1									25
135	834	-1									25
136	835	-1									25
301	200	100	-1								25
302	200	101	-1								25
311	201	100	-1								25
312	201	101	-1								25
313	796	783									13
314	790										25
315	791										25
316	792										25
317	791										25
318	792										25
319	790										25
320	813										13
321	806										25
322	813										25
323	814										13
324	815										13
325	775										13
326	807	808									13
327	807	809									13
328	808	809									13
329	807	814									13
330	807	815									13
331	807	775									13
332	808	814									13
333	808	815									13
334	808	775									13
335	809	814									13
336	809	815									13
337	809	775									13
338	814	815									13
339	814	775									13
340	815	775									13
341	817	816	-1								25
342	817	816	-1	-1	-1						25
343	817	-1	816	-1	-1	-1					25
344	817	816	-1								25
345	817	816	-1	-1	-1						25
346	817	-1	816	-1	-1	-1					25
347	817	-1	816	-1	-1	-1					25
348	815	-1	816	-1	-1	-1					25
349	200	100	-1								25
350	200	-1	101	-1	-1	-1					25
351	201	100	-1								25
352	201	-1	101	-1	-1	-1					25
353	300	201	-1								25
354	300	-1	201	-1	-1	-1					25
355	300	-1	200	-1	-1	-1					25
356	301	-1	200	-1	-1	-1					25
357	817	816	-1								25
358	817	816	-1								25
359	817	816	-1	-1							25
360	817	816	-1	-1							25
361	817	816	-1	-1							25
362	817	816	-1	-1							25
363	817	816	-1	-1							25
364	817	816	-1								14
365	817	816	-1								8
366	817	816	-1	-1	-1	-1					25
367	817	816	-1	-1	-1	-1					25
368	817	816	-1								25
369	817	816	-1	-1	-1						25
401	300	201	-1	-1							25
402	300	200	-1	-1							25
403	300	-1	-1	101							10
411	301	200	-1	-1							25
412	301	201	-1	-1							25
413	301	-1	-1	100							10
501	300	201	-1	-1	-1						25
502	300	101	-1	-1	-1						25
503	300	200	-1	101	-1						25
504	303	-1	-1	101	-1						25
511	301	200	-1	-1	-1						25
512	301	100	-1	-1	-1						25
513	301	201	-1	100	-1						25
514	304	-1	-1	100	-1						25
601	300	201	-1	-1	-1	-1					25
602	300	101	-1	-1	-1	-1					25
603	300	201	-1	101	-1	-1					25
604	303	-1	-1	100	-1	-1					25
611	301	200	-1	-1	-1	-1					25
612	301	100	-1	-1	-1	-1					25
613	301	200	-1	100	-1	-1					25
614	304	-1	-1	100	-1	-1					25
701	300	200	-1	-1	101	-1	-1				25
702	300	101	-1	-1	-1	-1	-1				25
703	300	201	-1	-1	101	-1	-1				25
711	301	201	-1	-1	100	-1	-1				25
712	301	100	-1	-1	-1	-1	-1				25
713	301	200	-1	-1	100	-1	-1				25
800	301	100	-1								25
801	300	101	-1								25
802	301	100	-1	-1							25
803	300	101	-1	-1							25
804	300	100	-1	-1							25
805	303	101	-1	-1							25
806	304	100	-1	-1							25
807	300	100	-1	-1	-1	-1					25
808	301	101	-1	-1	-1	-1					25
810	301	201	-1								25
811	300	200	-1								25
812	300	303	-1								25
813	301	304	-1								25
814	300	304	-1								25
815	301	303	-1								25
816	100	-1	-1	-1	-1	-1	-1	-1	-1		4
900	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	15
901	501	-1	-1	-1	-1	-1					15
902	502	-1	-1	-1	-1	-1					15
903	503	-1	-1								15
904	503	503	503								15
905	504	-1	-1	-1							15
906	506	507	508								15
907	505	-1	-1	-1							15
908	509										15
909	511	508	-1	-1	-1	-1					16
910	510	-1	506	-1	-1	-1					16
911	507	507	508	508							15
912	509	-1									15
913	512	-1	-1	-1	-1						17
914	513	-1	-1								17
915	515	515	515	515	515	515					17
916	514	514	514								17
917	514										17
918	515	-1	-1	-1	-1	-1					17
919	516	-1	-1	-1							17
920	517	-1	-1	-1							17
921	520										17
922	518										17
923	521	521	521								17
924	522	522	522								17
925	523	-1	-1								17
926	524										17
927	525	525	525								17
928	526	-1	-1								17
929	527										17
930	528										17
931	529										17
932	530	530	530								18
933	531	531	531								18
934	532										18
935	533	533	533								18
936	534	534	534								18
937	535										18
938	536										18
939	537										18
940	538	538	538								18
941	539										18
942	540	540	540								18
943	541										18
944	542	542	542								18
945	543										18
946	544										18
947	545										18
948	549	546	-1								18
949	550	548	-1								18
950	546	-1	-1								18
951	547										18
952	549	548	-1								18
953	550	-1	-1								18
954	546	-1	-1								18
955	547										18
956	551	-1	-1	-1	553	-1	-1				19
957	552	551	-1	-1	554	553	-1				20
958	400										20
959	551	-1	-1	-1	553	-1	-1				20
960	552	551	-1	-1	554	553	-1				20
961	400										21
962	552	551	-1	-1	554	553	-1				20
963	555	552	551	-1	554	553	-1				20
964	400										22
965	556	-1	-1	-1	558	-1	-1				19
966	557	556	-1	-1	559	558	-1				20
967	400										20
968	556	-1	-1	-1	558	-1	-1				20
969	557	556	-1	-1	559	558	-1				20
970	400										21
971	557	556	-1	-1	559	558	-1				20
972	560	557	556	-1	559	558	-1				20
973	400										22
974	550	-1	696	-1							22
975	725	-1	689	-1							22
976	723	-1	-1	-1							22
977	725	-1	689	-1							22
978	726	-1									22
979	689	-1	702	-1							22
980	726	-1	699	-1							22
981	723	-1	724	-1							22
982	725	-1									22
983	689	-1	-1	-1							22
984	725	-1	699	-1							22
985	723	-1	-1	-1							22
986	723	-1	703	-1							22
987	726	-1	699	-1							22
988	723	-1	724	-1							22
989	728										22
990	516	-1	696	-1							22
991	726	-1	689	-1							22
992	723	-1	724	-1							22
993	726	-1	689	-1							22
994	726	-1	689	-1							22
995	723	-1	703	-1							22
996	689	-1	702	-1							22
997	728										22
998	732	-1	732	-1							19
999	729	-1	729	-1							20
1000	733	-1	733	-1							20
1001	730	-1	730	-1							21
1002	733	-1									19
1003	729	-1	729	-1							20
1004	732	-1	732	-1							20
1005	730	-1	730	-1							21
1006	730	-1									19
1007	700	-1	700	-1							20
1008	729	-1	729	-1							20
1009	732	-1	732	-1							21
1010	726	-1	726	-1							20
1011	735	735									20
1012	733	733									20
1013	736	736									21
1100	0	605	0	0	606	0					23
1101	0	604	0	0	606	0					23
1102	607	607	607	0	606	0					23
1103	607	604	607	0	606	0					23
1104	604	604	604	604	607	604					23
1105	604	605	604	606	610	606					23
1106	600	605	604	605	606	606					23
1107	602	605	604	605	606	606					23
1108	603	605	604	605	606	606					23
1109	601	605	604	605	606	606					23
1110	605	609	605	607	611	607					23
1111	609	608	609	606	610	606					23
1112	608	609	608	611	610	611					23
1113	609	613	609	611	610	611					23
1114	609	613	609	610	611	610					23
1115	613	612	613	610	611	610					23
1116	600	613	608	609	611	610					23
1117	602	613	608	609	611	610					23
1118	603	613	608	609	611	610					23
1119	601	613	608	609	611	610					23
1120	613	612	613	611	614	611					23
1121	613	612	613	614	619	614					23
1122	613	616	613	614	615	614					23
1123	616	613	616	615	618	615					23
1124	616	616	616	614	615	614					23
1125	616	617	616	615	615	615					23
1126	600	612	616	613	615	614					23
1127	602	612	616	613	615	614					23
1128	603	612	616	613	615	614					23
1129	601	612	616	613	615	614					23
1130	616	617	616	615	614	619					23
1131	621	616	617	619	614	619					23
1132	617	617	617	619	618	619					23
1133	617	620	617	618	619	618					23
1134	617	620	617	618	622	618					23
1135	632	633	631	630	633	629					23
1136	658	657	628	643	674	637					23
1137	686	-1	-1								18
1138	684	685	-1								18
1139	685	-1	-1								18
1140	686	-1	-1								18
1141	684	685	-1								18
1142	685	-1	-1								18
1143	686	-1	-1								18
1144	545										18
1145	617	620	617	623	622	623					23
1146	600	617	620	623	622	623					23
1147	602	620	617	622	623	622					23
1148	603	620	617	623	623	623					23
1149	601	617	620	623	622	623					23
1150	0	609	0	606	0	606					23
1151	607	608	607								23
1152	0	603	0	607	606						23
1153	0	0	0	607	607	607					23
1154	0	611	0	611	611	611					23
1155	609	0	609	610	0	610					23
1156	0	605	0	605	605	605					23
1157	608	608	608	0	602						23
1158	608	0	608	614	614	614					23
1159	612	612	612	609	0	609					23
1160	614	612	614	609	0	609					23
1161	613	613	613	613	613	613					23
1162	615	615	615	615	615	615					23
1163	612	612	612	613	601	613					23
1164	609	612	609	613	613	613					23
1165	617	617	617	609	609	609					23
1166	616	616	616	615	615	615					23
1167	616	616	616	618	618	618					23
1168	616	616	616	617	617	617					23
1169	619	619	619	619	619	619					23
1170	620	620	620	619	619	619					23
1171	621	621	621	618	618	618					23
1172	618	618	618	623	623	623					23
1173	621	621	621	622	622	622					23
1174	622	622	622	622	622	622					23
1175	621	612	622	607	611	618					23
1176	620	604	618	614	600	610					23
1177	623	617	623	610	601	605					23
1178	610	620	614	621	602	618					23
1179	621	620	621	617	603	617					23
1180	629	630	630	631	632	633					23
1181	629	630	631	631	632	633					23
1182	629	630	631	632	632	633					23
1183	629	630	631	632	633	633					23
1184	628	629	630	631	632	633					23
1185	0	600	0	607	606	0					23
1201	604	616	608	610	614	622					23
1202	605	613	617	610	614	622					23
1203	605	617	613	619	611	623					23
1204	607	623	611	615	623	619					23
1205	608	620	612	606	602	618					23
1206	605	616	609	610	622	614					23
1207	611	612	615	606	622	618					23
1208	609	616	617	607	615	623					23
1209	606	620	610	614	622	618					23
1210	601	605	609	613	617	621					23
1211	605	609	617	611	623	619					23
1212	607	615	615	611	623	619					23
1213	608	616	612	606	622	618					23
1214	609	621	613	606	622	618					23
1215	608	600	612	606	622	618					23
1216	605	616	609	611	623	615					23
1217	606	612	610	614	622	618					23
1218	609	616	617	606	622	614					23
1219	607	620	615	610	622	618					23
1220	601	605	609	613	617	621					23
1221	604	616	608	610	614	622					23
1222	605	613	617	610	614	622					23
1223	605	617	613	619	611	623					23
1224	607	623	611	615	623	619					23
1225	608	620	612	606	602	618					23
1226	605	616	609	610	622	614					23
1227	611	612	615	606	622	618					23
1228	609	616	617	607	615	623					23
1229	606	620	610	614	622	618					23
1230	601	605	609	613	617	621					23
1231	605	609	617	611	623	619					23
1232	607	615	615	611	623	619					23
1233	608	616	612	606	622	618					23
1234	609	621	613	606	622	618					23
1235	608	600	612	606	622	618					23
1236	605	616	609	611	623	615					23
1237	606	612	610	614	622	618					23
1238	609	616	617	606	622	614					23
1239	607	620	615	610	622	618					23
1240	601	605	609	613	617	621					23
1241	604	616	608	610	614	622					23
1242	605	613	617	610	614	622					23
1243	605	617	613	619	611	623					23
1244	607	623	611	615	623	619					23
1245	608	620	612	606	602	618					23
1246	605	616	609	610	622	614					23
1247	611	612	615	606	622	618					23
1248	609	616	617	607	615	623					23
1249	606	620	610	614	622	618					23
1250	601	605	609	613	617	621					23
1251	605	609	617	611	623	619					23
1252	607	615	615	611	623	619					23
1253	608	616	612	606	622	618					23
1254	609	621	613	606	622	618					23
1255	608	600	612	606	622	618					23
1256	605	616	609	611	623	615					23
1257	606	612	610	614	622	618					23
1258	609	616	617	606	622	614					23
1259	607	620	615	610	622	618					23
1260	601	605	609	613	617	621					23
1261	604	616	608	610	614	622					23
1262	605	613	617	610	614	622					23
1263	605	617	613	619	611	623					23
1264	607	623	611	615	623	619					23
1265	608	620	612	606	602	618					23
1266	605	616	609	610	622	614					23
1267	611	612	615	606	622	618					23
1268	609	616	617	607	615	623					23
1269	606	620	610	614	622	618					23
1270	601	605	609	613	617	621					23
1271	605	609	617	611	623	619					23
1272	607	615	615	611	623	619					23
1273	608	616	612	606	622	618					23
1274	609	621	613	606	622	618					23
1275	608	600	612	606	622	618					23
1276	605	616	609	611	623	615					23
1277	606	612	610	614	622	618					23
1278	609	616	617	606	622	614					23
1279	607	620	615	610	622	618					23
1280	601	605	609	613	617	621					23
1281	604	616	608	610	614	622					23
1282	605	613	617	610	614	622					23
1283	605	617	613	619	611	623					23
1284	607	623	611	615	623	619					23
1285	608	620	612	606	602	618					23
1286	605	616	609	610	622	614					23
1287	611	612	615	606	622	618					23
1288	609	616	617	607	615	623					23
1289	606	620	610	614	622	618					23
1290	601	605	609	613	617	621					23
1291	605	609	617	611	623	619					23
1292	607	615	615	611	623	619					23
1293	608	616	612	606	622	618					23
1294	609	621	613	606	622	618					23
1295	608	600	612	606	622	618					23
1296	605	616	609	611	623	615					23
1297	606	612	610	614	622	618					23
1298	609	616	617	606	622	614					23
1299	607	620	615	610	622	618					23
1300	601	605	609	613	617	621					23
1301	616	613	611	617	622	610					23
1302	608	605	608	608	615	623					23
1303	623	618	618	610	607	608					23
1304	616	604	617	620	616	609					23
1305	600	612	621	623	615	605					23
1306	617	620	622	614	611	622					23
1307	620	623	613	621	614	608					23
1308	619	614	608	615	606	605					23
1309	623	607	621	619	606	607					23
1310	601	613	623	621	608	615					23
1311	616	619	607	606	613	619					23
1312	611	612	607	620	609	620					23
1313	607	623	612	622	621	618					23
1314	612	611	611	619	622	609					23
1315	602	623	609	620	605	614					23
1316	607	623	605	612	613	607					23
1317	612	616	623	611	621	611					23
1318	612	621	623	622	615	610					23
1319	611	613	619	616	610	608					23
1320	603	620	604	610	613	610					23
1321	621	620	605	610	617	609					23
1322	621	610	613	619	619	615					23
1323	617	610	612	615	613	619					23
1324	607	608	604	618	616	609					23
1325	600	620	614	606	608	604					23
1326	611	614	611	622	615	607					23
1327	613	605	606	609	606	604					23
1328	609	611	608	613	612	608					23
1329	614	611	622	604	621	619					23
1330	601	611	615	614	619	622					23
1331	611	606	617	612	613	608					23
1332	610	611	607	605	611	605					23
1333	618	614	622	611	605	617					23
1334	616	612	613	607	611	610					23
1335	602	619	619	604	614	610					23
1336	614	616	607	606	617	606					23
1337	606	621	614	612	621	606					23
1338	612	620	610	611	618	616					23
1339	610	611	617	609	613	617					23
1340	603	621	618	606	610	608					23
1341	604	619	608	613	621	613					23
1342	604	607	609	609	607	611					23
1343	607	618	614	605	623	616					23
1344	616	609	610	618	615	604					23
1345	600	623	608	610	609	613					23
1346	621	622	619	615	608	608					23
1347	612	609	622	619	612	608					23
1348	605	620	620	611	609	622					23
1349	605	616	623	617	620	607					23
1350	602	618	615	617	617	614					23
1351	605	609	617	611	623	619					23
1352	607	615	615	611	623	619					23
1353	608	616	612	606	622	618					23
1354	609	621	613	606	622	618					23
1355	608	600	612	606	622	618					23
1356	605	616	609	611	623	615					23
1357	606	612	610	614	622	618					23
1358	609	616	617	606	622	614					23
1359	607	620	615	610	622	618					23
1360	601	605	609	613	617	621					23
1361	604	616	608	610	614	622					23
1362	605	613	617	610	614	622					23
1363	605	617	613	619	611	623					23
1364	607	623	611	615	623	619					23
1365	608	620	612	606	602	618					23
1366	605	616	609	610	622	614					23
1367	611	612	615	606	622	618					23
1368	609	616	617	607	615	623					23
1369	606	620	610	614	622	618					23
1370	601	605	609	613	617	621					23
1371	605	609	617	611	623	619					23
1372	607	615	615	611	623	619					23
1373	608	616	612	606	622	618					23
1374	609	621	613	606	622	618					23
1375	608	600	612	606	622	618					23
1376	605	616	609	611	623	615					23
1377	606	612	610	614	622	618					23
1378	609	616	617	606	622	614					23
1379	607	620	615	610	622	618					23
1380	601	605	609	613	617	621					23
1381	604	616	608	610	614	622					23
1382	605	613	617	610	614	622					23
1383	605	617	613	619	611	623					23
1384	607	623	611	615	623	619					23
1385	608	620	612	606	602	618					23
1386	605	616	609	610	622	614					23
1387	611	612	615	606	622	618					23
1388	609	616	617	607	615	623					23
1389	606	620	610	614	622	618					23
1390	601	605	609	613	617	621					23
1391	605	609	617	611	623	619					23
1392	607	615	615	611	623	619					23
1393	608	616	612	606	622	618					23
1394	609	621	613	606	622	618					23
1395	608	600	612	606	622	618					23
1396	605	616	609	611	623	615					23
1397	606	612	610	614	622	618					23
1398	609	616	617	606	622	614					23
1399	607	620	615	610	622	618					23
1400	601	605	609	613	617	621					23
1401	607	620	615	610	622	618					23
1402	601	605	609	613	617	621					23
1403	737	-1	733	-1							23
1404	739	-1	-1	-1							23
1405	730	-1	739	-1							23
1406	737	-1	-1	-1							23
1407	696	-1	739	-1							23
1408	742										23
1409	730	-1	696	-1							23
1410	737	-1	739	-1							23
1411	696	-1	737	-1							23
1412	730	-1	733	-1							23
1413	739	-1	733	-1							23
1414	739	-1									23
1415	737	737	737	737							23
1416	733	733	733	733							23
1417	696	-1	730	-1							23
1418	737	-1									23
1419	730	-1									23
1420	743	-1	-1	-1							23
1421	689	-1	726	-1							23
1422	744	-1	689	-1							23
1423	725	-1	-1	-1							23
1424	702	-1	-1	-1							23
1425	744	-1	690	-1							23
1426	694	-1	-1	-1							23
1427	744	-1	702	-1							23
1428	685	-1	-1	-1							23
1429	744	-1	710	-1							23
1430	721	-1	-1	-1							23
1431	685	-1	744	-1							23
1432	702	-1	-1	-1							23
1433	744	-1	690	-1							23
1434	694	-1	-1	-1							23
1435	744	-1	702	-1							23
1436	685	-1	-1	-1							23
1437	710	-1	744	-1							23
1438	721	-1	-1	-1							23
1439	685	-1	744	-1							23
1440	692	-1	730	-1							23
1441	744	-1	-1	-1							23
1442	730	-1	733	-1							23
1443	744	-1	692	-1							23
1444	744	-1	689	-1							23
1445	725	-1	726	-1							23
1446	743	-1	744	-1							23
1447	689	-1	726	-1							23
1448	702	-1	700	-1							23
1449	744	-1	694	-1							23
1450	744	-1	715	-1							23
1451	713	-1	-1	-1							23
1452	620	-1									23
1453	744	-1	-1	-1							23
1454	702	-1	700	-1							23
1455	744	-1	694	-1							23
1456	744	-1	722	-1							23
1457	730	-1	733	-1							23
1458	722	-1	730	-1							23
1459	746	-1	753	-1							23
1460	754	-1	-1	-1							23
1461	746	-1	605	-1							23
1462	549	-1	-1	-1							23
1463	704	-1	-1	-1							23
1464	747	-1	-1	-1							23
1465	704	-1	750	-1							23
1466	703	-1	747	-1							23
1467	747	-1	750	-1							23
1468	692	-1	-1	-1							23
1469	747	-1	750	-1							23
1470	752										23
1471	686	-1	-1	-1							23
1472	747	-1	-1	-1							23
1473	686	-1	750	-1							23
1474	752										23
1475	702	-1	747	-1							23
1476	516	-1	-1	-1							23
1477	702	-1	747	-1							23
1478	752										23
1479	754	-1	-1	-1							23
1480	751	-1	755	-1							23
1481	549	-1	-1	-1							23
1482	751	-1	755	-1							23
1483	747	-1	750	-1							23
1484	686	-1	-1	-1							23
1485	747	-1	750	-1							23
1486	705		705								23
1487	747	-1	744	-1							23
1488	750	-1	-1	-1							23
1489	747	-1	744	-1							23
1490	752										23
1491	747	-1	-1	-1							23
1492	686	-1	750	-1							23
1493	747	-1	-1	-1							23
1494	752										23
1495	700	-1	750	-1							23
1496	705	-1									23
1497	700	-1	750	-1							23
1498	752										23
1499	765	765	756	756							23
1500	765	765	766	766							23
1501	767	767	756	756							23
1502	767	767	697	697							23
1503	768	768	756	756							23
1504	768	768	769	769							23
1505	762	762	762	762							23
1506	762	762	769	769							23
1507	762	762	697	697							23
1508	762	762	766	766							23
1509	762	762	770	770							23
1510	762	762	771	771							23
1511	762	762	772	772							23
1512	756	756	756	756							23
1513	756	756	765	765							23
1514	756	756	767	767							23
1515	756	756	768	768							23
1516	756	756	770	770							23
1517	756	756	771	771							23
1518	756	756	772	772							23
1519	774	774	517	517							23
1520	709	709	709	709							23
1521	774	774	773	773							23
1522	709	709	774	774							23
1523	715	715	773	773							23
1524	774	774	774	774							23
1525	715	715	715	715							23
1526	775	775									23
1527	774	774	516	516							23
1528	709	709	773	773							23
1529	773	773	529	529							23
1530	684	684	774	774							23
1531	529	529	529	529							23
1532	722	722	722	722							23
1533	722	722	774	774							23
1534	684	684	773	773							23
1535	684	684	684	684							23
1536	776	776	685	685							23
1537	713	713	777	777							23
1538	685	685	685	685							23
1539	722	722									23
1540	777	777	779	779							23
1541	776	776	776	776							23
1542	777	777	779	779							23
1543	620	620									23
1544	694	694	777	777							23
1545	766	766	776	776							23
1546	777	777	777	777							23
1547	778	778									23
1548	776	776	818	818							23
1549	777	777	780	780							23
1550	776	776	776	776							23
1551	778	778									23
1552	694	694	777	777							23
1553	781	781	776	776							23
1554	777	777	777	777							23
1555	778	778									23
1556	776	776	710	710							23
1557	718	718	777	777							23
1558	776	776	776	776							23
1559	620	620									23
1560	778	778	777	777							23
1561	776	776	715	715							23
1562	777	777	777	777							23
1563	722	722									23
1564	782	782	776	776							23
1565	697	697	777	777							23
1566	776	776	776	776							23
1567	778	778									23
1568	777	777	780	780							23
1569	783	783									23
1570	776	776	780	780							23
1571	778	778									23
1572	704	704	776	776							23
1573	697	697	777	777							23
1574	776	776	776	776							23
1575	778	778									23
1576	844	844	753	753							23
1577	686	686	845	845							23
1578	844	844	753	753							23
1579	684	684	686	686							23
1580	845	845	839	839							23
1581	844	844	772	772							23
1582	845	845	845	845							23
1583	803										23
1584	844	844	685	685							23
1585	713	713	845	845							23
1586	685	685	685	685							23
1587	801	801									23
1588	747	747	750	750							23
1589	844	844	840	840							23
1590	845	845	845	845							23
1591	621	621									23
1592	694	694	845	845							23
1593	781	781	844	844							23
1594	845	845	845	845							23
1595	803	803									23
1596	686	686	845	845							23
1597	844	844	841	841							23
1598	684	684	845	845							23
1599	841	841									23
1600	842	842	844	844							23
1601	710	710	845	845							23
1602	844	844	845	845							23
1603	843	843									23
1604	844	844	710	710							23
1605	718	718	845	845							23
1606	844	844	844	844							23
1607	797	797									23
1608	747	747	750	750							23
1609	844	844	845	845							23
1610	692	692	692	692							23
1611	803	803									23
1612	704	704	844	844							23
1613	697	697	845	845							23
1614	844	844	844	844							23
1615	808	808									23
1616	847	847	847	847							23
1617	846	846	776	776							23
1618	847	847	845	845							23
1619	797	797									23
1620	847	847	846	846							23
1621	845	845	776	776							23
1622	801	801									23
1623	847	847	721	721							23
1624	847	847	715	715							23
1625	845	845	846	846							23
1626	721	721	715	715							23
1627	847	847	776	776							23
1628	715	715	776	776							23
1629	778	778									23
1630	845	845	721	721							23
1631	843	843									23
1632	781	781	704	704							23
1633	703	703	779	779							23
1634	781	781	779	779							23
1635	705	705									23
1636	703	703	704	704							23
1637	855	855	851	851							23
1638	850	848	848	853							23
1639	849	705									23
1640	852	852	779	779							23
1641	694	694	779	779							23
1642	852	852	697	697							23
1643	797	797									23
1644	781	781	703	703							23
1645	781	781	781	781							23
1646	703	703	703	703							23
1647	705	840									23
1648	848	848	779	779							23
1649	854	854									23
1650	781	703	704	704							23
1651	781	703	779	779							23
1652	850	850	848	851							23
1653	848	848	855	851							23
1654	850	850	855	855							23
1655	852	852	697	779							23
1656	852	852	694	694							23
1657	852	694	697	697							23
1658	852	852	852	852							23
1659	694	694	697	697							23
1660	854	840									23
1661	852	852	779	697							23
1662	852	694	779	697							23
1663	856	856	857	857							23
1664	856	856	770	770							23
1665	857	857	779	779							23
1666	858	858									23
1667	856	856	779	779							23
1668	856	856	770	770							23
1669	856	856	856	856							23
1670	857	857	857	857							23
1671	857	857	770	770							23
1672	770	770	779	779							23
1673	858	856									23
1674	799	857	857								23
1675	858	856	856								23
1676	799	856	856								23
1677	718	718	779	779							23
1678	718	718	770	770							23
1679	858	856	857								23
1680	718	718	856	856							23
1681	858	857	857								23
1682	799	799									23
1683	718	718	857	857							23
1684	860	860	859	859							23
1685	860	860	730	730							23
1686	859	859	730	730							23
1687	861	861									23
1688	730	730	692	692							23
1689	744	744	860	860							23
1690	744	744	859	859							23
1691	744	744	730	730							23
1692	783	783									23
1693	692	692	730	730							23
1694	860	860	692	692							23
1695	859	859	692	692							23
1696	840	840									23
1697	860	860	859	730							23
1698	730	730	860	859							23
1699	692	692	730	859							23
1700	861	861									23
1701	860	860	860	860							23
1702	859	859	859	859							23
1703	860	860	859	859							23
1704	861	861									23
1705	860	860	859	859							23
1706	860	860	692	692							23
1707	859	859	730	730							23
1708	744	744	744	744							23
1709	860	860	730	730							23
1710	859	859	730	730							23
1711	783	861									23
1712	692	692	747	747							23
1713	747	747	750	750							23
1714	860	860	859	859							23
1715	840	861									23
1716	860	860	730	730							23
1717	859	859	730	730							23
1718	692	692	860	859							23
1719	861	861									23
1720	862	862									23
1721	862	863	863								23
1722	863	863	863	864							23
1723	862	863	863								23
1724	323	323									23
1725	862	285	285								23
1726	862	865	865								23
1727	862	862									23
1728	267	268									23
1729	862	322	322								23
1730	862	327	327								23
1731	862	862									23
1732	323	323									23
1733	862	233	233								23
1734	862	250	250								23
1735	862	862									23
1736	251	251									23
1737	862	856	856								23
1738	862	857	857								23
1739	862	862									23
1740	265	323									23
1741	869	869	869	869							23
1742	869	869	839	839							23
1743	868	868	839	839							23
1744	778	870									23
1745	715	715	718	718							23
1746	721	721	718	718							23
1747	715	715	779	779							23
1748	854	854									23
1749	721	721	779	779							23
1750	721	721	715	715							23
1751	797	797									23
1752	852	852	697	697							23
1753	694	694	697	697							23
1754	516	516	709	709							23
1755	866	866									23
1756	867	867	517	517							23
1757	867	867	867	867							23
1758	805	805									23
1759	744	744	744	744							23
1760	766	766	782	782							23
1761	744	744	766	766							23
1762	782	782	782	782							23
1763	868	868	868	868							23
1764	842	842	839	839							23
1765	868	868	839	839							23
1766	778	870									23
