Id	CharacterId	GrowUpLevel	ModelId	EffectRootName	EffectPath	Title	Desc
60	1051003	4	R3YongyechaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3YongyechaoPrefab/Common/FxR3YongyechaoPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
61	1021003	1	R3LuxiyaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
62	1021003	2	R3LuxiyaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
63	1021003	3	R3LuxiyaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
64	1021003	4	R3LuxiyaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3LuxiyaPrefab/Common/FxR3LuxiyaPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
65	1081003	1	R3DubianMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
66	1081003	2	R3DubianMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
67	1081003	3	R3DubianMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
68	1081003	4	R3DubianMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3Dubian/FxR3DubianPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
69	1091002	1	R2AilaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
70	1091002	2	R2AilaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
71	1091002	3	R2AilaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
72	1091002	4	R2AilaMd010031	Bip001LUpperArm	Assets/Product/Effect/Prefab/FxR2Aila/FxR2AilaPinzhiGuadianBip001LUpperArm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
73	1041003	1	R3BiankaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
74	1041003	2	R3BiankaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
75	1041003	3	R3BiankaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
76	1041003	4	R3BiankaMd010031	Bip001RUpperArm	Assets/Product/Effect/Prefab/FxR3Bianka/Common/FxR3BiankaPinzhiGuadianBip001RupperArm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
77	1111002	1	R2SufeiyaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
78	1111002	2	R2SufeiyaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
79	1111002	3	R2SufeiyaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
80	1111002	4	R2SufeiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2SufeiyaPrefab/FxR2SufeiyaPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
81	1121002	1	R2KuluomuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
82	1121002	2	R2KuluomuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
83	1121002	3	R2KuluomuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
84	1121002	4	R2KuluomuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2KuluomuPrefab/Common/FxR2KuluomuPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
85	1021004	1	R4LuxiyaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
86	1021004	2	R4LuxiyaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
87	1021004	3	R4LuxiyaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
88	1021004	4	R4LuxiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LuxiyaPrefab/Common/FxR4LuxiyaPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
89	1131002	1	R2WeilaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
90	1131002	2	R2WeilaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
91	1131002	3	R2WeilaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
92	1131002	4	R2WeilaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2WeilaPrefab/Common/FxR2WeilaPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
93	1511003	1	R2KamuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
94	1511003	2	R2KamuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
95	1511003	3	R2KamuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
96	1511003	4	R2KamuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2KamuPrefab/Common/FxR2KamuPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
97	1141003	1	R3LuosaitaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
98	1141003	2	R3LuosaitaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
99	1141003	3	R3LuosaitaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
100	1141003	4	R3LuosaitaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3LuosaitaPrefab/Common/FxR3LuosaitaPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
101	1521003	1	R2QuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
102	1521003	2	R2QuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
103	1521003	3	R2QuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
104	1521003	4	R2QuMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2QuPrefab/Common/FxR2QuPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
105	1161002	1	R2ChangyuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
106	1161002	2	R2ChangyuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
107	1161002	3	R2ChangyuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
108	1161002	4	R2ChangyuMd010031	Bip001LThigh	Assets/Product/Effect/Prefab/FxR2ChangyuPrefab/Common/FxR2ChangyuPinzhiGuadianBip001LThigh.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
109	1171003	1	R3LunaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
110	1171003	2	R3LunaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
111	1171003	3	R3LunaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
112	1171003	4	R3LunaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3LunaPrefab/Common/FxR3LunaPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
113	1181003	1	R3TwobMd010011			Elementary	The following rewards will be obtained when it is awakened.
114	1181003	2	R3TwobMd010011			Elementary	The following rewards will be obtained when it is awakened.
115	1181003	3	R3TwobMd010011			Advanced	The following rewards will be obtained when it is awakened.
116	1181003	4	R3TwobMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3TwobPrefab/FxR3TwoBPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
117	1191003	1	R3NinesMd010011			Elementary	The following rewards will be obtained when it is awakened.
118	1191003	2	R3NinesMd010011			Elementary	The following rewards will be obtained when it is awakened.
119	1191003	3	R3NinesMd010011			Advanced	The following rewards will be obtained when it is awakened.
120	1191003	4	R3NinesMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3NinesPrefab/Common/FxR3NinesPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
121	1201003	1	R3AtwoMd010011			Elementary	The following rewards will be obtained when it is awakened.
122	1201003	2	R3AtwoMd010011			Elementary	The following rewards will be obtained when it is awakened.
123	1201003	3	R3AtwoMd010011			Advanced	The following rewards will be obtained when it is awakened.
124	1201003	4	R3AtwoMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3AtwoPrefab/FxR3AtwoPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
125	1211002	1	R2WanshiMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
126	1211002	2	R2WanshiMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
127	1211002	3	R2WanshiMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
128	1211002	4	R2WanshiMd010031	Bip001RUpperArm	Assets/Product/Effect/Prefab/FxR2WanshiPrefab/Common/FxR2WanshiPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
129	1531003	1	R3SailinnaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
130	1531003	2	R3SailinnaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
131	1531003	3	R3SailinnaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
132	1531003	4	R3SailinnaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3Sailinna/Common/FxR3SailinnaPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
133	1121003	1	R3KuluomuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
134	1121003	2	R3KuluomuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
135	1121003	3	R3KuluomuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
136	1121003	4	R3KuluomuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3KuluomuPrefab/Common/FxR3KuluomuPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
137	1221002	1	R2TwentyoneMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
138	1221002	2	R2TwentyoneMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
139	1221002	3	R2TwentyoneMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying their coating.
140	1221002	4	R2TwentyoneMd010031	Bip001RCalf	Assets/Product/Effect/Prefab/FxR2TwentyonePrefab/Common/FxR2TwentyonePinzhiGuadianBip001RCalf.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
141	1131003	1	R3WeilaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
142	1131003	2	R3WeilaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
143	1131003	3	R3WeilaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying their coating.
144	1131003	4	R3WeilaMd010031	Bip001LUpperArm	Assets/Product/Effect/Prefab/FxR3WeilaPrefab/Common/FxR3WeilaPinzhiGuadianBip001LForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
145	1541003	1	R2LuolanMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
146	1541003	2	R2LuolanMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying their coating.
147	1541003	3	R2LuolanMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying their coating.
148	1541003	4	R2LuolanMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2LuolanPrefab/Common/FxR2LuolanPinzhiGuadianBip001RForearm.prefab	Ultimate	Ultimate skill obtained: Gain 30 Deception Points upon entering battle for the first time.
149	1031004	1	R4LifuMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
150	1031004	2	R4LifuMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
151	1031004	3	R4LifuMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
152	1031004	4	R4LifuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LifuPrefab/Common/FxR4LifuBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
153	1531004	1	R4SailinnaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
154	1531004	2	R4SailinnaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
155	1531004	3	R4SailinnaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
156	1531004	4	R4SailinnaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4SailinnaPrefab/Common/FxR4SailinnaBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
157	1551003	1	R2PulaoMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
158	1551003	2	R2PulaoMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
159	1551003	3	R2PulaoMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
160	1551003	4	R2PulaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2PulaoPrefab/Common/FxR2PulaoPinzhiGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
161	1051004	1	R4YongyechaobotMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
162	1051004	2	R4YongyechaobotMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
163	1051004	3	R4YongyechaobotMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
164	1051004	4	R4YongyechaobotMd010031	Bip002RUpperArm	Assets/Product/Effect/Prefab/FxR4YongyechaobotPrefab/Common/FxR4YongyechaobotBip002RUpperArm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
165	1561003	1	R2HakamaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
166	1561003	2	R2HakamaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
167	1561003	3	R2HakamaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
168	1561003	4	R2HakamaMd010031	Bip001RHand	Assets/Product/Effect/Prefab/FxR2HakamaPrefab/Common/FxR2HakamaAtkBip001RHand.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
169	1071004	1	R4KalieninaMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
170	1071004	2	R4KalieninaMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
171	1071004	3	R4KalieninaMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
172	1071004	4	R4KalieninaMd010031	Bip001RHand	Assets/Product/Effect/Prefab/FxR4KalieninaPrefab/Common/FxR4KalieninaAtkBip001RHand.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
173	1571003	1	R2NuoanMd010011			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
174	1571003	2	R2NuoanMd010021			Elementary	When it is awakened, the member's appearance can be changed by modifying coating.
175	1571003	3	R2NuoanMd010031			Advanced	When it is awakened, the member's appearance can be changed by modifying coating.
176	1571003	4	R2NuoanMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2NuoanPrefab/Common/FxR2NuoanGuadianBip001RForearm.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
177	1041004	1	R4BiankaMd010011			Elementary	An awakened member's appearance can be modified by changing their coating.
178	1041004	2	R4BiankaMd010021			Elementary	An awakened member's appearance can be modified by changing their coating.
179	1041004	3	R4BiankaMd010031			Advanced	An awakened member's appearance can be modified by changing their coating.
180	1041004	4	R4BiankaMd010031	BoneRUpperArmTwist	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaPinzhiGuadianBoneRUpperArmTwist.prefab	Ultimate	Obtain ultimate skill: 3 Signal Orbs will be obtained on debut.
