Id	Type	Title	Desc	Time	PrefabPath
71592601	16		|Collect Orbs. Score: {0}|Awaken raging players. Remaining: {0}||		
71592602	16		|Awaken raging players. Remaining: {0}|Convert {0}/{1} spotlights||		
71592603	16		|Collect Orbs. Score: {0}|Convert {0}/{1} spotlights||		
71592611	16		Placeholder|Collect Orbs and defeat the enemies|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
71592612	16		Placeholder|Awaken players and defeat the enemies|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
71592613	16		Placeholder|Convert spotlights and defeat the enemies|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
71592614	16		Placeholder|Collect Orbs and awaken players|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
71592615	16		Placeholder|Awaken players and convert spotlights|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
71592616	16		Placeholder|Collect Orbs and convert spotlights|Objectives remaining: {0}|<color=#38bbff>Boss Progress: {0}%</color>|Placeholder		
762701	8	Pyroblast	Activate	2	
762702	8	Overheating Core	Activate	2	
762703	8	Lightning Shadow	Activate	2	
762704	8	Thunderstorm	Activate	2	
762705	8	Devouring Shadow	Activate	2	
762706	8	Dark Protection	Activate	2	
762707	8	Zero Vortex	Activate	2	
762708	8	Ice Spike	Activate	2	
762709	8	CRIT Bonus	Activate	2	
762710	8	Falling Star	Activate	2	
762711	8	Lightning Shield	Removed	2	
762712	8	Penetration	Removed	2	
762713	8	Black Hole	Removed	2	
762714	8	Damage Resistance	Removed	2	
762715	8	Lightning Mine	Removed	2	
901001	1		Level 1 Supercharge activated!\n<size=27>All Constructs gain 50% DMG Bonus.</size>	2	
901002	1		Level 2 Supercharge activated!\n<size=27>All Constructs gain 100% DMG Bonus.</size>	2	
901003	1		Level 3 Supercharge activated!\n<size=27>All Constructs gain 150% DMG Bonus.</size>	2	
901004	1		Level 4 Supercharge activated!\n<size=27>All Constructs gain 200% DMG Bonus.</size>	2	
901005	1		Level 5 Supercharge activated!\n<size=27>All Constructs gain 250% DMG Bonus.</size>	3	
901006	1		Level 6 Supercharge activated!\n<size=27>All Constructs gain 300% DMG Bonus.</size>	3	
901007	1		15000 DMG dealt!\n15000/20000	3	
901008	1		17500 DMG dealt!\n17500/20000	3	
901009	1		Tap to normal area	1	
901010	8	Basic Attacks deal +100% DMG.	Resets in {0}s		
901011	8	Radiant Whirlwind deals +10% DMG.	Resets in {0}s		
901012	8	Radiant Whirlwind deals +20% DMG.	Resets in {0}s		
901013	8	Radiant Whirlwind deals +30% DMG.	Resets in {0}s		
901014	8	Radiant Whirlwind deals +40% DMG.	Resets in {0}s		
901015	8	Radiant Whirlwind deals +50% DMG.	Resets in {0}s		
901016	8	Radiant Whirlwind deals +60% DMG.	Resets in {0}s		
901017	8	Radiant Whirlwind deals +70% DMG.	Resets in {0}s		
901018	8	Radiant Whirlwind deals +80% DMG.	Resets in {0}s		
901019	8	Radiant Whirlwind deals +90% DMG.	Resets in {0}s		
901020	8	Radiant Whirlwind deals +100% DMG.	Resets in {0}s		
93028	1		<color=#ff5656>Enemies have entered overclocking mode</color>	2	
8110001	1		<color=#ff5656>30s left</color>	3	
8110002	1		<color=#ff5656>Defeat</color>	3	
8110003	1		<color=#ff5656>Battle over in 30 seconds</color>	3	
8110004	1		<color=#ff5656>Battle over</color>	3	
10010001	1		<color=#ff5656><size=30>Unidentified Constructs' attack is getting fiercer</size></color>	3	
99960101	2		Defeat all enemies		
99960102	2		Move to the target point		
99960151	1		This string and the "Defeat all enemies" on the left are tips. Go to "Display Tips" to deploy.\nTips must be written beforehand in the FightTips table. The displayed location and time can be configured.\n<color=#ff5656><size=27>Tips can have line breaks and change font size and colors.</size></color>\nThis tip will be displayed for 7 seconds.	7	
99960901	2		Entering nightfall ({0}/10)		
99960902	2		Entering daybreak ({0}/10)		
99961401	8	Teleporting monster	{0}/50		
99961402	2		Stand in the blue area to produce monsters		
99961451	1		Monster production started	3	
99961452	1		Monster production halted	3	
99961453	1		Monster population limit reached	3	
999909050	2		Head toward the city		
999909051	2		Use the hook to get to the target location		
999909052	2		Catch up with the transport drone		
999909053	2		Follow the drone from another route		
999909054	2		The drone seems to be trapped. Keep going		
999909055	2		Defeat the gangsters		
999909056	2		Defeat the guards		
999909068	1		You hear the growling of Corrupted on the roof. The murderer must be there.	3	
999909069	2		Investigate the roof		
999909070	2		Investigate the scene		
999909071	8	Investigate the scene	 1/3		
999909072	8	Investigate the scene	 2/3		
999909073	2		Search for survivors		
999909074	2		Defeat Garde		
999909075	2		The drone seems to be trapped. Keep going		
999909076	2		The drone seems to be trapped. Keep going		
999909077	2		The drone seems to be trapped. Keep going		
999909078	2		The drone seems to be trapped. Keep going		
999909079	2		The drone seems to be trapped. Keep going		
999999601	7		Deal {0} DMG	99	
999999602	8		{0}s	99	
999999603	2		Max {0}	99	
999999604	8		Rebooted {0} time(s)	999	
999999605	2		<color=#ff5656>Grave Mark</color> is channeling power into Amberia. Current Grave Marks: <color=#ff5656><size=50>{0}</size></color>	9999	
999999606	1		<color=#ff5656>Break Amberia's shield</color> to force her into a <color=#FF6347>vulnerable state</color>.	3	
150202030	2		Search this area		
150202031	2		Eliminate enemies		
150202032	2		Defeat Hanged Man		
30161101	1		Sandstorm is in effect. Please make good use of <color=#7FFF00>Support Reinforcements I</color>.	3	
30161102	8	Sandstorm Timer	{0}s		
30161103	8	Sandstorm is over.	Tips	2	
30161104	1		Gabriel is howling!	3	
30161105	8	Howl Timer	{0}s		
30161106	8	Howling is over.	Tips	2	
30161107	2		Total DMG Bonus Obtained: <color=#7FFF00>{0}%</color>		
30161108	2		Boss Extra DMG Reduction Bonus: <color=#ff0000>{0}%</color>		
30161109	2		Extra DMG Bonus Dealt to Boss: <color=#7FFF00>{0}%</color>		
30161110	1		The attack field has been created.\n<size=27>Receive an attack bonus within the field.</size>	2	
30161111	1		The attack field has closed.	2	
30161112	1		<color=#ff0000>The enemy is overloaded.</color>	2	
30161113	1		The enemy will become overloaded in 60s.	2	
30161114	2		<size=23>The HP loss rate increases over time. The rate will reset when the enemy's HP drops to <color=#7FFF00>70%/40%/10%</color>.    Current HP Loss Stacks: <color=#ff5656>{0}</color></size>		
30161115	1		HP drops too fast!\n<size=27>Please attack the boss to reset the HP loss rate.</size>	2	
30161116	1		HP loss rate reset	2	
30161117	8	HP will be reduced in	{0}s		
30161118	1		Be sure to make use of <color=#7FFF00>Support Reinforcements</color>.\n<size=27>The boss will release beams!</size>	2	
30161119	8	The boss will launch Tracking Barrage in	{0}s		
30161120	1		<color=#ff5656>Stay away from allies</color> to reduce DMG taken.\n<size=27>The boss will launch Extensive Barrage!</size>	2	
30161121	1		<color=#7FFF00>Stay close to allies</color> to reduce DMG taken.\n<size=27>The boss will launch Concentrated Barrage!</size>	2	
30161122	8	The boss will perform Reckless Tackle in	{0}s		
30161123	8	The boss will perform Chain Jail in	{0}s		
30161124	1		The boss has targeted a unit and is about to strike.\n<size=27>Find obstacles to avoid taking DMG.</size>	2	
30161125	1		Boss' Assault Stacks: {0}	2	
30161126	8	Assault will stack in	{0}s		
30161127	8	Revive in	{0}s		
30161128	2		Siren's attacks will inflict Bleed with 5 Assault stacks.\nDefeat it as soon as possible!		
30161129	2		The boss will perform an enhanced attack every 40s.\nDefend it with Synergy Skills!		
30161130	8	Enhanced attacks will come in	{0}s		
30161131	1		The boss starts performing enhanced attacks!	2	
30161132	2		The boss will continuously reduce its target's DEF.\nCounter it with Armor Synergy!		
30161133	8	Magma Armor will be activated in	{0}s		
30161134	1		The boss has activated Magma Armor!	2	
30161135	2		The boss attacks will stack Magma Armor.\nWhen it stacks to 3 times, the effect will be boosted. Prepared to dodge or nullify it anytime.		
30161136	2		The boss will inflict Corrosion upon your controlling characters.\nFully restoring HP with Support Synergy can remove this ailment!		
30161137	8	Corrosion will be released in	{0}s		
30161138	1		The boss has released Corrosion!	2	
30161139	2		The boss will corrode the ground every 30s.\nKeep an eye on it to avoid DMG.		
30161140	8	The ground will be corroded in	{0}s		
30161141	1		The boss is corroding the ground!	2	
30161142	1		The boss will call down a lightning strike every 10s.\nDodge or restore HP when needed.	2	
30161143	8	The lightning will strike in	{0}s		
30161144	1		The boss is corroding the lightning strike!	2	
30161145	8	The boss is fatigued for	{0}s		
30161146	2		<size=27>The boss will <color=#7FFF00>receive more DMG</color> <color=#7FFF00>every 30s</color>. Deal more DMG with <color=#7FFF00>Attack Reinforcements I</color> at that time!</size>		
30161147	8	The boss will recover from fatigue in	{0}s		
30161148	1		The boss becomes fatigued. Deal more DMG with <color=#7FFF00>Attack Reinforcements I</color> now!	2	
30161149	2		<size=27>Break through the boss' Rigid Body with <color=#7FFF00>multiple attacks</color> and then kill it instantly.</size>		
30161150	8	Rigid Body will be activated in	{0}s		
30161151	1		The boss will recover Rigid Body in 10s!	2	
30161152	8	Repairer I will revive in	{0}s		
30161153	1		Rabbit will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161154	2		<size=27>Enemies will <color=#7FFF00>revive in 15s</color>.          <color=#7FFF00>Lure them into an area</color> and kill them all at once.</size>		
30161155	8	Repairer II will revive in	{0}s		
30161156	8	Rabbit will revive in	{0}s		
30161157	2		<size=27>Siren will <color=#7FFF00>increase its ATK every 10s</color>. <color=#7FFF00>After 50s</color>, its attacks will <color=#7FFF00>inflict Bleed</color>. Kill it as soon as you can!</size>		
30161158	1		Enemies' attacks will inflict Bleed! Counter it with <color=#7FFF00>Armor Reinforcements I</color>.	2	
30161159	8	Enemies will inflict Bleed in	{0}s		
30161160	2		<size=27>Enemies will inflict <color=#7FFF00>Bleed</color> <color=#7FFF00>every 25s</color>. Reduce DMG taken with <color=#7FFF00>Armor Reinforcements I</color>.</size>		
30161161	2		Enemies will <color=#7FFF00>receive more DMG</color> when their <color=#7FFF00>Super Armor drops to 0</color>. Break through their Super Armor with Tank characters.		
30161162	1		The enemies have lost Super Armor. Defeat them now!	2	
30161163	8	The boss will recover Super Armor in	{0}s		
30161164	2		<size=27>Enemies will greatly increase DMG dealt <color=#7FFF00>every 20s</color>. Interrupt it with <color=#7FFF00>Armor Reinforcements II</color>.</size>		
30161165	1		Enemies have increased DMG dealt. Interrupt it with <color=#7FFF00>Armor Reinforcements II</color>.	2	
30161166	8	The boss will Burst in	{0}s		
30161167	8	The boss Bursts for	{0}s		
30161168	2		<size=27>ATK will increase when <color=#7FFF00>staying away from enemies</color>.        Approach the enemies after the countdown ends.</size>		
30161169	8	Deal <color=#7FFF00>close-range DMG</color> within	{0}s		
30161170	1		Links switched. Deal close-range DMG to the boss!	2	
30161171	2		<size=27>The boss will switch links and perform enhanced attacks every 20s. Be sure to activate Armor Synergy.</size>		
30161172	1		The boss has inflicted <color=#7FFF00>Bleed</color>. <color=#7FFF00>Deal close-range DMG</color> while paying attention to DMG reduction.	2	
30161173	1		Enhanced attacks will be performed in 2s. Defend it with Armor Synergy.	2	
30161174	1		Interrupted the Burst state!	2	
30161175	1		Interrupted the <color=#7FFF00>Burst state</color>.	2	
30161176	2		<size=27><color=#7FFF00>Restoring HP to 90% or above</color> will <color=#7FFF00>remove Grave Wounds</color>. Be sure to restore HP with <color=#7FFF00>Support Reinforcements I</color>.</size>		
30161177	8	Grave Wounds will be inflicted in	{0}s		
30161178	1		The boss has inflicted Grave Wounds. <color=#7FFF00>Restore HP when needed</color>.	2	
30161179	2		<size=27>The boss will unleash Sandstorm every 25s.          Restore HP with <color=#7FFF00>Support Reinforcements I</color>.</size>		
30161180	8	Sandstorm will be unleashed in	{0}s		
30161181	2		<size=27>The boss has received <color=#7FFF00>2x true DMG</color>.     Defeat it with <color=#7FFF00>Support Reinforcements II</color>.</size>		
30161182	2		<size=27><color=#7FFF00>A lightning strike</color> will be triggered every <color=#7FFF00>15s</color>.         Keep your HP up with <color=#7FFF00>Support Reinforcements I</color>.</size>		
30161183	1		The boss will call down a lightning strike. Pay attention to it!	2	
30161184	8	The boss will call down a lightning strike in	{0}s		
30161185	8	The boss will enhance the lightning strike in	{0}s		
30161186	2		<size=27>The boss has received <color=#7FFF00>2x true DMG</color>.      Defeat it with <color=#7FFF00>Support Reinforcements II</color>.</size>		
30161187	2		<size=27>The boss' ATK will increase over time. Kill it as soon as you can with <color=#7FFF00>Fusion Burst (Attack Reinforcements I)</color>.</size>		
30161188	2		<size=27><color=#7FFF00>Get close to the enemies</color> for an ATK bonus.        Stay away from the enemies after the countdown ends.</size>		
30161189	1		Links switched. Deal long-range DMG to the boss!	2	
30161190	8	Deal <color=#7FFF00>long-range DMG</color> within	{0}s		
30161191	2		<size=27>The boss' ATK has increased to <color=#ff5656>200%</color>. Kill it as soon as you can with <color=#7FFF00>Fusion Burst (Attack Reinforcements I)</color>.</size>		
30161192	2		<size=27>Siren's ATK has increased to <color=#ff5656>200%</color> and its attacks will inflict <color=#7FFF00>Bleed</color>. Kill it as soon as possible!</size>		
30161193	2		<size=27><color=#ff5656>Red circles</color> mean to stay away from allies and <color=#7FFF00>green circles</color> mean to get close to allies. By doing so you can avoid receiving significant DMG.</size>		
30161194	2		<size=27>The boss will inflict <color=#7FFF00>Bleed</color> <color=#7FFF00>every 40s</color>.            <color=#7FFF00>Get close to the enemies</color> for an ATK bonus!</size>		
30161195	2		<size=27>The boss will inflict <color=#7FFF00>Bleed</color> <color=#7FFF00>every 40s</color>.            <color=#7FFF00>Stay away from the enemies</color> for an ATK bonus!</size>		
30161196	1		The boss has inflicted <color=#7FFF00>Bleed</color>. <color=#7FFF00>Deal long-range DMG</color> while paying attention to DMG reduction.	2	
30161197	2		<size=27>Enemies will <color=#7FFF00>reduce your HP to 1</color> <color=#7FFF00>every 30s</color>.          Activate <color=#7FFF00>Support Reinforcements</color> whenever necessary!</size>		
30161198	1		Repairer I will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161199	1		Repairer II will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161200	1		Ground Monitor will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161201	1		Rabbit I will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161202	1		Rabbit II will <color=#7FFF00>revive in 15s</color>. Eliminate other enemies now!	2	
30161203	8	Ground Monitor will revive in	{0}s		
30161204	8	Rabbit I will revive in	{0}s		
30161205	8	Rabbit II will revive in	{0}s		
30161206	2		<size=27><color=#7FFF00>2 lightning strikes</color> will be triggered every <color=#7FFF00>15s</color>.         Keep your HP up with <color=#7FFF00>Support Reinforcements I</color>.</size>		
30161207	2		<size=27>The boss will inflict <color=#7FFF00>Bleed</color> <color=#7FFF00>every 20s</color>.            <color=#7FFF00>Get close to the enemies</color> for an ATK bonus!</size>		
30161208	2		<size=27>The boss will inflict <color=#7FFF00>Bleed</color> <color=#7FFF00>every 20s</color>.            <color=#7FFF00>Stay away from the enemies</color> for an ATK bonus!</size>		
30161209	1		The boss has inflicted <color=#7FFF00>Null Heal</color>. Use <color=#7FFF00>healing skills</color> again <color=#7FFF00>5s later</color>.	2	
30161210	2		<size=27>Enemies will <color=#7FFF00>enhance their allies upon death</color>.           Keep your HP up with <color=#7FFF00>Attack Reinforcements II</color>.</size>		
30161211	1		Other enemies have been enhanced!	2	
30161212	2		<size=27><color=#7FFF00>3 lightning strikes</color> will be triggered every <color=#7FFF00>12s</color>.         Keep your HP up with <color=#7FFF00>Support Reinforcements I</color>.</size>		
30161213	2		<size=27>Siren will <color=#7FFF00>increase its ATK every 7s</color>. <color=#7FFF00>After 35s</color>, its attacks will <color=#7FFF00>inflict Bleed</color>. Kill it as soon as you can!</size>		
30161214	2		<size=27><color=#7FFF00>CRIT hits</color> and <color=#7FFF00>attacks from behind</color> will deal more DMG, while attacks from other directions will deal less DMG.</size>		
30161215	8	<color=#7FFF00>Null Heal</color> will be inflicted in	{0}s		
30161216	2		<size=27>Enemies gain 1 stack of Assault every 8s. All Assault stacks will be removed when their HP <color=#7FFF00>drops to 66% and 33%</color>.</size>		
30161217	2		<size=27>The boss' ATK has increased to <color=#ff5656>200%</color>. All Assault stacks will be removed when their HP <color=#7FFF00>drops to 66% and 33%</color>.</size>		
30161218	1		The Assault effect has been removed!	2	
30161219	1		Existing seismic areas have been cleared and stopped generating. <color=#7FFF00>Crust Stabilizer</color> <color=#7FFF00>CD: {0}s</color>	2	
30161220	1		Crust Stabilizer ready	2	
30161221	1		Shield generated. <color=#7FFF00>Shield Generator</color> <color=#7FFF00>CD: {0}s</color>	2	
30161222	1		Shield Generator ready	2	
30161223	8	<color=#7FFF00>Sand Storm</color> Timer	{0}s		
30161224	1		The enemy has summoned a <color=#7FFF00>Sand Storm</color>. Use <color=#7FFF00>attack or vanguard synergy skills</color> in response	2	
30161225	1		The enemy is summoning a <color=#7FFF00>Sand Storm</color>. Use <color=#7FFF00>attack or vanguard synergy skills</color> in response	2	
30161226	8	<color=#7FFF00>Still Trap</color> Timer	{0}s		
30161227	1		The enemy deployed a <color=#7FFF00>Still Trap</color>. Approach to <color=#7FFF00>disarm it</color>	2	
30161228	1		<color=#7FFF00>Still Trap</color> disarmed	2	
30161229	8	<color=#7FFF00>Earthquake</color> Timer	{0}s		
30161230	1		The enemy is generating <color=#7FFF00>Earthquake</color>. Approach the <color=#7FFF00>Crust Stabilizer</color> to stop seismic tremors.	2	
30161231	8	<color=#7FFF00>Ultralimit Combustion</color> Timer	{0}s		
30161232	1		The enemy is using <color=#7FFF00>Ultralimit Combustion</color>. Use <color=#7FFF00>Tank synergy skills</color> to trigger increased <color=#7FFF00>DMG Reduction</color> in response	2	
30161233	8	<color=#7FFF00>Blazing Eruption</color> Timer	{0}s		
30161234	1		The enemy is using <color=#7FFF00>Blazing Eruption</color>. Approach the <color=#7FFF00>Shield Generator</color> for increased <color=#7FFF00>DMG Reduction</color> in response	2	
30161235	8	<color=#7FFF00>Robo Call</color> Timer	{0}s		
30161236	1		Repairers summoned. Each Repairer will inflict <color=#7FFF00>Vulnerable</color> every <color=#7FFF00>15s</color> on player(s).\nUse <color=#7FFF00>Uniframe Finishing Moves</color> to eliminate them as fast as possible.	2	
30161237	8	<color=#7FFF00>Divine Impedance</color> Timer	{0}s		
