Id	SkillId	Level	Name	Icon	Desc
19	1014	4	Loaded Charge - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>400%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>800%</color> Lightning DMG and stun the enemy for <color=#0f70bc>2s</color>.
20	1014	5	Loaded Charge - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>500%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>1000%</color> Lightning DMG and stun the enemy for <color=#0f70bc>2s</color>.
21	1015	1	Loaded Charge - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Dark DMG and stun the enemy for <color=#0f70bc>2s</color>.
22	1015	2	Loaded Charge - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Dark DMG and stun the enemy for <color=#0f70bc>2s</color>.
23	1015	3	Loaded Charge - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>300%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>600%</color> Dark DMG and stun the enemy for <color=#0f70bc>2s</color>.
24	1015	4	Loaded Charge - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>400%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>800%</color> Dark DMG and stun the enemy for <color=#0f70bc>2s</color>.
25	1015	5	Loaded Charge - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>500%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>1000%</color> Dark DMG and stun the enemy for <color=#0f70bc>2s</color>.
26	1021	1	Feint Attack - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>50%</color> Physical DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>100%</color> Physical DMG and stun the enemy for <color=#0f70bc>5s</color>.
27	1021	2	Feint Attack - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Physical DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Physical DMG and stun the enemy for <color=#0f70bc>5s</color>.
28	1021	3	Feint Attack - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>150%</color> Physical DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>300%</color> Physical DMG and stun the enemy for <color=#0f70bc>5s</color>.
29	1021	4	Feint Attack - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Physical DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Physical DMG and stun the enemy for <color=#0f70bc>5s</color>.
30	1021	5	Feint Attack - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>250%</color> Physical DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>500%</color> Physical DMG and stun the enemy for <color=#0f70bc>5s</color>.
31	1022	1	Feint Attack - Fire	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>50%</color> Fire DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>100%</color> Fire DMG and stun the enemy for <color=#0f70bc>5s</color>. Also causes <color=#935ee1>Data Attack</color>.
32	1022	2	Feint Attack - Fire	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Fire DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Fire DMG and stun the enemy for <color=#0f70bc>5s</color>. Also causes <color=#935ee1>Data Attack</color>.
33	1022	3	Feint Attack - Fire	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>150%</color> Fire DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>300%</color> Fire DMG and stun the enemy for <color=#0f70bc>5s</color>. Also causes <color=#935ee1>Data Attack</color>.
34	1022	4	Feint Attack - Fire	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Fire DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Fire DMG and stun the enemy for <color=#0f70bc>5s</color>. Also causes <color=#935ee1>Data Attack</color>.
35	1022	5	Feint Attack - Fire	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong01.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>250%</color> Fire DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>500%</color> Fire DMG and stun the enemy for <color=#0f70bc>5s</color>. Also causes <color=#935ee1>Data Attack</color>.
36	1023	1	Feint Attack - Ice	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>50%</color> Ice DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>100%</color> Ice DMG and stun the enemy for <color=#0f70bc>5s</color>.
37	1023	2	Feint Attack - Ice	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Ice DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Ice DMG and stun the enemy for <color=#0f70bc>5s</color>.
38	1023	3	Feint Attack - Ice	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>150%</color> Ice DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>300%</color> Ice DMG and stun the enemy for <color=#0f70bc>5s</color>.
39	1023	4	Feint Attack - Ice	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Ice DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Ice DMG and stun the enemy for <color=#0f70bc>5s</color>.
40	1023	5	Feint Attack - Ice	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong02.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>250%</color> Ice DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>500%</color> Ice DMG and stun the enemy for <color=#0f70bc>5s</color>.
41	1024	1	Feint Attack - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>50%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>100%</color> Lightning DMG and stun the enemy for <color=#0f70bc>5s</color>.
42	1024	2	Feint Attack - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Lightning DMG and stun the enemy for <color=#0f70bc>5s</color>.
43	1024	3	Feint Attack - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>150%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>300%</color> Lightning DMG and stun the enemy for <color=#0f70bc>5s</color>.
44	1024	4	Feint Attack - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Lightning DMG and stun the enemy for <color=#0f70bc>5s</color>.
45	1024	5	Feint Attack - Lightning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong03.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>250%</color> Lightning DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>500%</color> Lightning DMG and stun the enemy for <color=#0f70bc>5s</color>.
46	1025	1	Feint Attack - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>50%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>100%</color> Dark DMG and stun the enemy for <color=#0f70bc>5s</color>.
47	1025	2	Feint Attack - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>100%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>200%</color> Dark DMG and stun the enemy for <color=#0f70bc>5s</color>.
48	1025	3	Feint Attack - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>150%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>300%</color> Dark DMG and stun the enemy for <color=#0f70bc>5s</color>.
49	1025	4	Feint Attack - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>200%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>400%</color> Dark DMG and stun the enemy for <color=#0f70bc>5s</color>.
50	1025	5	Feint Attack - Dark	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Yuan Ye charge toward the target, dealing <color=#0f70bc>250%</color> Dark DMG. If Yuan Ye hits the enemy, it will knock the enemy again to deal <color=#0f70bc>500%</color> Dark DMG and stun the enemy for <color=#0f70bc>5s</color>.
51	50000	1	Preparation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Yuan Ye's active skill deals <color=#0f70bc>12%</color> more damage
52	50000	2	Preparation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Yuan Ye's active skill deals <color=#0f70bc>24%</color> more damage
53	50000	3	Preparation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Yuan Ye's active skill deals <color=#0f70bc>36%</color> more damage
54	50000	4	Preparation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Yuan Ye's active skill deals <color=#0f70bc>48%</color> more damage
55	50000	5	Preparation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Yuan Ye's active skill deals <color=#0f70bc>60%</color> more damage
56	50010	1	Stacked Calculation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	Increases the Attack of Yuan Ye's carrier by <color=#0f70bc>12</color>
57	50010	2	Stacked Calculation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	Increases the Attack of Yuan Ye's carrier by <color=#0f70bc>24</color>
58	50010	3	Stacked Calculation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	Increases the Attack of Yuan Ye's carrier by <color=#0f70bc>36</color>
59	50010	4	Stacked Calculation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	Increases the Attack of Yuan Ye's carrier by <color=#0f70bc>48</color>
60	50010	5	Stacked Calculation	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong02.png	Increases the Attack of Yuan Ye's carrier by <color=#0f70bc>60</color>
61	50020	1	Relentless	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	After Yuan Ye casts a skill, its carrier's ATK increases by <color=#0f70bc>5</color>. Stacks up to 3 times
62	50020	2	Relentless	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	After Yuan Ye casts a skill, its carrier's ATK increases by <color=#0f70bc>10</color>. Stacks up to 3 times
63	50020	3	Relentless	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	After Yuan Ye casts a skill, its carrier's ATK increases by <color=#0f70bc>15</color>. Stacks up to 3 times
64	50020	4	Relentless	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	After Yuan Ye casts a skill, its carrier's ATK increases by <color=#0f70bc>20</color>. Stacks up to 3 times
65	50020	5	Relentless	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	After Yuan Ye casts a skill, its carrier's ATK increases by <color=#0f70bc>25</color>. Stacks up to 3 times
66	50030	1	Cunning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	Enemies stunned by Yuan Ye take <color=#0f70bc>2%</color> Extra DMG
67	50030	2	Cunning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	Enemies stunned by Yuan Ye take <color=#0f70bc>4%</color> Extra DMG
68	50030	3	Cunning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	Enemies stunned by Yuan Ye take <color=#0f70bc>6%</color> Extra DMG
69	50030	4	Cunning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	Enemies stunned by Yuan Ye take <color=#0f70bc>8%</color> Extra DMG
70	50030	5	Cunning	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong04.png	Enemies stunned by Yuan Ye take <color=#0f70bc>10%</color> Extra DMG
71	50040	1	Combustion	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	Yuan Ye's carrier's Fire DMG increases by <color=#0f70bc>2%</color>
72	50040	2	Combustion	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	Yuan Ye's carrier's Fire DMG increases by <color=#0f70bc>4%</color>
73	50040	3	Combustion	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	Yuan Ye's carrier's Fire DMG increases by <color=#0f70bc>6%</color>
74	50040	4	Combustion	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	Yuan Ye's carrier's Fire DMG increases by <color=#0f70bc>8%</color>
75	50040	5	Combustion	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong05.png	Yuan Ye's carrier's Fire DMG increases by <color=#0f70bc>10%</color>
76	1031	1	Radiative Shock - Barrier - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Noctua fly one circle around the character currently in control, dealing <color=#0f70bc>160%</color> Physical DMG to the enemies nearby while granting the character Super Armor for <color=#0f70bc>3s</color> and a shield with capacity equal to <color=#0f70bc>40%</color> of the CUB's Attack for 10s.
77	1031	2	Radiative Shock - Barrier - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Noctua fly one circle around the character currently in control, dealing <color=#0f70bc>320%</color> Physical DMG to the enemies nearby while granting the character Super Armor for <color=#0f70bc>3s</color> and a shield with capacity equal to <color=#0f70bc>80%</color> of the CUB's Attack for 10s.
78	1031	3	Radiative Shock - Barrier - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Noctua fly one circle around the character currently in control, dealing <color=#0f70bc>480%</color> Physical DMG to the enemies nearby while granting the character Super Armor for <color=#0f70bc>3s</color> and a shield with capacity equal to <color=#0f70bc>120%</color> of the CUB's Attack for 10s.
79	1031	4	Radiative Shock - Barrier - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Noctua fly one circle around the character currently in control, dealing <color=#0f70bc>640%</color> Physical DMG to the enemies nearby while granting the character Super Armor for <color=#0f70bc>3s</color> and a shield with capacity equal to <color=#0f70bc>160%</color> of the CUB's Attack for 10s.
80	1031	5	Radiative Shock - Barrier - Physical	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillzhudong05.png	After pinging a total of 6 basic Signal Orbs, the CUB button will become available. Tapping it will make Noctua fly one circle around the character currently in control, dealing <color=#0f70bc>800%</color> Physical DMG to the enemies nearby while granting the character Super Armor for <color=#0f70bc>3s</color> and a shield with capacity equal to <color=#0f70bc>200%</color> of the CUB's Attack for 10s.
