Id	HasMotion
Mo1LangrensixingMd000001	1
Me1FenjiezheMd000001	1
Me1WuzangliuxingMd000001	1
Mt1SpinesMd000001	1
Mt1MinepoisonMd000003	0
Mt1MineelectricMd000002	0
Mt1WrenchMd000005	1
Mt1CrossMd000004	0
Mt1FireMd000007	0
Mt1DeliveryMd000006	0
Mt1BujixiangMd000001	0
Mt1GunpowderMd000001	0
Mt1TongMd000001	0
Mb1XiguazuqiuMd010001	0
Mb1MotorMd000001	1
Me1SuanyegongyiMd000001	1
Me1FangshengdouniuMd000001	1
Me1JidijibingMd000001	1
Me1ShenhaiqianfuzheMd000003	1
Mt1MotuoqichezhangaiyiMd010001	0
Mt1MotuoqichezhangerMd010001	0
Mb1MotorMd000002	1
Mb1CubebaifangkuaiMd000001	0
Mt1PaokuzhangaiMd000002	0
Mt1PaokuzhangaiMd000001	0
Mb1XuexiaoMd000002	1
Mt1JiannuMd000001	0
Mb1MotorMd000003	0
Me1YijikantanzheMd000001	1
Me1ZilujingweiMd000001	1
Me1XinshiMd000001	1
Me1JinweiMd000001	1
Mo1FangshengrongyuanMd000001	1
Mb1XiuMd010001	1
Mb1XiuerjieMd000001	1
Mb1LuxiyaMd000003	1
Me1GouzaotiMd10001	1
Me1YijiwajuezheMd000001	1
Me1SwordMd002001	1
Mt1DubianfeijiMd000001	1
Mt1DubiandibingfeijiMd000001	0
Mt1DubianfeijiMd000002	1
Me1XiaofangweishiMd000001	1
Mt1PagerMd01001	0
Mt1PagerMd01002	0
Mt1GelizhuangzhiMd000001	1
NPC1GouzaotiMd10002	1
R3LuosaitaMd010012	1
Mb1OrphanMd030001	1
Mb1OrphanMd030002	1
Mb1TrackalienMd010001	1
Mb1TrackalienMd010002	1
Mb1TrackalienMd010003	1
Mb1TrackalienMd010004	1
Mb1TrackalienMd010005	1
Mo1DiaorensanxingMd000001	1
Mo1LucunMd000001	1
Mb1AolajiangMd010001	1
Me1XiguajunMd000002	1
Mb1AolajiangMd010002	1
Mo1TuziMd000002	1
Mo1ZhangyuMd000002	1
Me1XiongrenMd000002	1
Me1DiaorenyixingMd000001	1
Mb1TaiayixingMd010002	1
Me1YunluMd000002	1
Me1YunlukuileiMd000002	1
Mb1XigeluenMd010001	1
Mb1XigeluenwingMd010001	1
Me1ZhizunMd000001	1
Mb1BaiyangnvMd010001	1
Me1YijuzhongduanMd000001	1
Me1YijuzhongduanMd000002	1
Mo1YijuyeyaMd000001	1
Mo1YijushaojiejipaoMd000001	1
Mo1YijukongzhongjianshiqiMd000001	1
Me1YihefenjiedanyuanMd000001	1
Me1YihexiufudanyuanMd000001	1
Me1YihehuolidanyuanMd000001	1
Me1YihekantandanyuanMd000001	1
Mo1LishiliuxingMd000001	1
Mo1WulunsixingMd000001	1
Mo1YanfenyixingMd000001	1
Me1JiulongzhongyaziMd000001	1
Mb1JiabailieMd000001	1
Mo1BiaoyanyirenMd000001	1
Mo1TiaojiushiMd000001	1
Mo1YouyongjiaoguanMd000001	1
Mb1LunaMd010001	1
Mb1HadisiMd010001	1
Mb1MajiyaweiliMd010001	1
Mb1MajiyaweiliMd010002	1
Mb1SirenMd010001	1
Mb1SirenMd010002	1
Mo1ShujingMd010001	1
Mo1GangsterMd000001	1
Mo1HetipaotaiMd010001	1
Mo1HetiyiliaojiMd010001	1
Mt1FangyutaMd000001	0
Mo1HetipaotaiyoujunMd010001	1
Me1HetigongzuojiqiMd010001	1
Me1LampmonsterMd000001	1
Me1TwofacerMd010001	1
Mt1motuoxiaozhangaiMd010001	0
Mt1RedYoutongMd000001	0
Mo1MifengMd010001	1
Mo1QiuqiujiaoMd010001	1
Mo1ShirenhuaMd010002	1
Me1NianMd010001	1
Me1YasibeiersiMd010001	1
Mo1BopuerMd010001	1
Mo1UngouzaotiMd010001	1
Mo1HaiqiaoMd010001	1
Me1UnknownMd010001	1
Mo1KuronewyearMd000001	1
Mt1BoardTreeMd0001	0
Mt1BoardTreeMd0002	0
Mt1BoardBarrelMd0001	0
Mt1BoardBarrelMd0002	0
Mt1BoardBrokenBarrelMd0001	0
Mt1BoardBrokenBarrelMd0002	0
Mt1BoardBrokenBoardMd0001	0
Mt1BoardBoxMd0001	0
Mt1BoardBoxMd0002	0
Mt1BoardStrawMd0001	0
Mt1BoardCarriageMd0001	0
Mt1BoardBranchMd0001	0
Mt1BoardBoneMd0001	0
Mt1BoardWallMd0001	0
Mt1PortalMd0001	0
Mt1BoardGuMd0001	0
Mt1BRUnbreakableBox01	0
Mo1YingdengyuMd010001	1
Mo1CiganxieMd010001	1
Mb1VoodooMd010001	1
Mb1VoodooMd010002	1
Mb1PunishdataMd010001	1
Mb1RapperMd000001	1
Me1GuitaristMd000001	1
Me1KeyboardistMd000001	1
Me1DrummerMd000001	1
Mb1PunishdataMd010002	1
Mb1HuoshaMd010001	1
Mb1HuoshatailMd010002	1
Mb1HuoshachairMd010001	0
Mt1JiuhucheMd000001	0
Mt1BRBreakableBox01	0
Mt1BRBreakableBox02	0
Mt1BRUnbreakableBox02	0
Mt1BRUnbreakableBox03	0
Mb1MotherMd010001	1
Mo1BeiyaMd010001	1
Mo1ModelmMd010001	1
Me1SkaterboyMd010001	1
Me1PoliceMd010001	1
Mo1QingjiejiqiMd010001	1
Mo1ShuixiyiMd010001	1
Mo1SemifiniMd010001	1
Mo1SemifiniMd010003	1
Me1ShengtangMd010001	1
Mb1LamiyaMd010001	1
Mb1LamiyaMd010002	1
Mb1OniisanMd010001	1
Mb1ImoutoMd010001	1
Mo1CyborgsoldierMd10001	1
Mo1CyborgleaderMd10001	1
Mt1WanjiafeijiMd000001	0
Mt1DubiandibingfeijiMd000002	0
Me1WutailongheadMd010001	1
Me1HetimingyunzhilunMd010001	1
Mb1HamuleiteMd010001	1
Mb1HamuleitehaiMd010001	0
Mb1HamuleiteMd010001chuan	0
Mb1HamuleiteMd010001hand	0
Mb1Hamuleitemubu01Md010001	0
Mo1ShigaonanMd010001	1
Mb1StarknightMd010001	1
Mb1MoonguyMd010001	1
Mo1MoonlighterMd010001	1
Mb1LostwomenMd010001	1
Mb1LostbiankaMd010001	1
Mo1RefugeeMd000001	1
Mb1MercyMd010001	1
Mb1MercyMd010002	1
Mb1LilithMd010001Test	0
Mo1XiaojinglingMd010001	1
Mo1HetiwurenjiMd010001	1
Mo1CoralerMd010001	1
Mo1GoodgirlMd010001	1
Mo1RefugeechlidMd000001	1
Mo1YssutiMd010001	1
Me1PuppetMd010001	1
Mo1BadboyMd010001	1
Mo1GztcaptainMd010001	1
Mb1TifaMd010001	1
Me1SimmoonguyMd010001	1
Mb1MaidmasterMd010001	1
Mb1MaidmasterMd010002	1
Mb1YalishaMd010001	1
Mb1AliyaMd010001	1
Mb1TankarmorMd030001	1
Mb1TankarmorMd030002	1
Mb1TankarmorMd030011	0
Mb1SwordMd030001	1
Mb1LadyMd10001	1
Mb1LadybabyMd10001	1
Mb1LuolanMd010001	1
Mb1VirginbioMd030001	1
Mb1SandwormMd030001	1
Mo1KuroMd1001	1
Mb1CubeMd060001	1
Mb1CubeMd020001	1
Mb1MelodyMd010001	1
Mb1MelodyhuaxuMd10001	1
Me1DestroyerMd001001	1
Mt1Cube0001	0
R3LiangMd010021	1
R2KuluomuMd010031	0
R3LuxiyaMd019161	1
R2KamuMd010031	1
R2ChangyuMd010031	1
Npc1SailikaMd000001	1
R2LuxiyaMd010021	1
R4LifuMd010011	1
R1ZhihuiguanMd010011	0
R4BiankaMd019011	1
R2LiangMd010031	1
Mt1ChangjingyiziMd000001	0
Mb1HadisiweaponMd010001	1
Mb1PrismMd010001	1
Me1DrummerMd000003	0
NPC1GouzaotiMd10001	1
Me1ShenhaiqianfuzheMd000001	1
Mb1YijutifangkuaiMd000001	1
Mo1YouyongjiaoguanMd000002	0
Mo1BopuerMd010002	0
Mo1BopuerMd010003	0
Mo1BopuerMd010004	0
Mo1BopuerMd010005	0
Mo1BopuerMd010006	0
Me1YasibeiersiMd010003	1
Me1YasibeiersiMd010004	1
Mo1CyborgsoldierMd10004	1
Mo1CyborgleaderMd10004	1
Me1WutailongMd010001	0
Me1WutailonglhandMd010001	1
Me1WutailongrhandMd010001	1
Me1WutailongtailMd010001	1
Me1ShenhaiqianfuzheMd000002	1
Mo1CoralerMd010003	1
Mo1CyborgsoldierMd10003	1
Mo1DiaorensanxingMd000002	1
Mo1JiuhucheMd010001	0
S01405_01gelizhuangzhi	0
S07000azhuzi2	0
R2AilaMd019301	0
S02103_TuicheAni	0
MbXiguafangkuaiMd010001	0
Mo1CyborgleaderMd10003	0
Mt1SailBoatMd000001	0
Mt1PhonographtMd000001	0
Mt1VaseMd000001	0
Mt1qinglongMd000001	0
Mt1baihuMd000001	0
Mt1xuanwutMd000001	0
Mt1zhuqueMd000001	0
R2LiangMd010021	1
R2LiangMd019011	1
R2LiangMd019091	1
R1LuxiyaMd010021	0
R1LuxiyaMd010031	0
R1LuxiyaMd019031	0
R1LuxiyaMd019011	0
R1LuxiyaMd019091	0
R1LifuMd010021	0
R1LifuMd010031	0
R1LifuMd019091	0
R1LifuMd019011	0
R1LifuMd019101	0
R1LifuMd019111	0
R1LifuMd019151	0
R2BiankaMd010021	0
R2BiankaMd010031	0
R2BiankaMd019071	0
R2BiankaMd019011	0
R2YongyechaoMd010021	0
R2YongyechaoMd010031	0
R2YongyechaoMd019011	1
R2ShenweiMd010021	0
R2ShenweiMd010031	0
R2ShenweiMd019071	0
R2ShenweiMd019011	0
R2KalieninaMd010021	0
R2KalieninaMd010031	0
R2KalieninaMd019011	0
R2KalieninaMd019131	0
R2DubianMd010021	0
R2DubianMd010031	0
R2DubianMd019011	0
R2LifuMd010021	0
R2LifuMd010031	0
R2LifuMd019011	0
R2LifuMd019191	0
R2LifuMd019021	0
R2LuxiyaMd010031	0
R2LuxiyaMd019091	0
R2LuxiyaMd019011	0
R2LuxiyaMd019171	0
R3LifuMd010021	0
R3LifuMd010031	0
R3LifuMd019071	0
R3LifuMd019011	0
R3LifuMd019161	0
R3ShenweiMd010021	0
R3ShenweiMd010031	0
R3ShenweiMd019011	0
R3ShenweiMd019031	0
R3ShenweiMd019201	1
R3ShenweiMd019131	1
R3LiangMd010031	0
R3LiangMd019011	0
R3LiangMd019071	0
R3LiangMd019161	0
R3LiangMd019101	1
R3KalieninaMd010021	0
R3KalieninaMd010031	0
R3KalieninaMd019011	0
R3KalieninaMd019031	0
R3KalieninaMd019161	0
R3KalieninaMd019191	0
R3KalieninaMd019101	1
R3YongyechaoMd010021	0
R3YongyechaoMd010031	0
R3YongyechaoMd019011	0
R3YongyechaoMd019071	0
R3YongyechaoMd019211	0
R3YongyechaoMd019271	1
R3LuxiyaMd010021	0
R3LuxiyaMd010031	0
R3LuxiyaMd019011	0
R3LuxiyaMd019071	0
R3LuxiyaMd019171	1
R3DubianMd010021	1
R3DubianMd010031	1
R3DubianMd019011	1
R3DubianMd019031	1
R3DubianMd019271	1
R2AilaMd010021	0
R2AilaMd010031	0
R2AilaMd019011	0
R2AilaMd019031	0
R3BiankaMd010021	0
R3BiankaMd010031	0
R3BiankaMd019101	0
R3BiankaMd019141	0
R3BiankaMd019191	0
R3BiankaMd019131	1
R2SufeiyaMd010021	0
R2SufeiyaMd010031	0
R2SufeiyaMd019011	0
R2SufeiyaMd019031	0
R2SufeiyaMd019231	1
R2KuluomuMd010021	0
R2KuluomuMd019071	0
R2KuluomuMd019101	0
R3KuluomuMd010021	1
R3KuluomuMd010031	1
R3KuluomuMd019091	1
R3KuluomuMd019281	1
R3KuluomuMd019011	1
R4LuxiyaMd010031	1
R4LuxiyaMd019271	1
R2WeilaMd010021	1
R2WeilaMd010031	1
R2WeilaMd019181	1
R2WeilaMd019041	1
R3LuosaitaMd010021	1
R3LuosaitaMd010031	1
R3LuosaitaMd019031	1
R3LuosaitaMd019241	1
R3LuosaitaMd019351	1
R2ChangyuMd010021	0
R2ChangyuMd019071	0
R3LunaMd010021	0
R3LunaMd010031	0
R3LunaMd019071	1
R3LunaMd019091	0
R3LunaMd019251	1
R3TwobMd019211	1
R3NinesMd019211	1
R3AtwoMd019211	1
R2WanshiMd010021	1
R2WanshiMd010031	1
R2WanshiMd019011	1
R2TwentyoneMd010021	1
R2TwentyoneMd010031	1
R2TwentyoneMd019091	1
R2TwentyoneMd019331	1
R3WeilaMd010021	1
R3WeilaMd010031	1
R3WeilaMd019091	1
R3WeilaMd019331	1
R4LifuMd010031	1
R4LifuMd019291	1
R4LifuMd019331	1
R2LifuMd019221	1
R2KamuMd010021	1
R2KamuMd019161	1
R2KamuMd019201	1
R2QuMd010021	1
R2QuMd010031	1
R2QuMd019091	1
R2QuMd019141	1
R3SailinnaMd010021	1
R3SailinnaMd010031	1
R3SailinnaMd019231	1
R3SailinnaMd019271	1
R2LuolanMd010031	1
R2LuolanMd019261	1
R2LuolanMd019141	1
R4SailinnaMd010021	1
R4SailinnaMd010031	1
R4SailinnaMd019301	1
R4SailinnaMd019261	1
R2PulaoMd010021	1
R2PulaoMd010031	1
R2PulaoMd019311	1
R2PulaoMd019091	1
R4YongyechaobotMd010011	1
R4YongyechaobotMd010031	1
R4YongyechaobotMd019321	1
R2HakamaMd010021	1
R2HakamaMd010031	1
R2HakamaMd019011	1
R4KalieninaMd010011	1
R4KalieninaMd010021	1
R4KalieninaMd019011	1
R2NuoanMd010021	1
R2NuoanMd010031	1
R2NuoanMd019011	1
R4BiankaMd010011	1
R2BangbinataMd010021	1
R2BangbinataMd010031	1
R2BangbinataMd019011	1
R4LiangMd010011	1
R4LiangMd010021	1
R4LiangMd019011	1
R3AilaMd010021	1
R3AilaMd010031	1
R3AilaMd019011	1
R3YongyechaoMd019111	1
R3LuxiyaMd019221	1
R3LifuMd019221	1
R3KalieninaMd019251	1
Mb1XiuMd010003	0
Mb1MajiyaweiliMd010001UI	0
Mb1XigeluenMd010002UI	0
Mb1SirenMd010001UI	0
Mb1LunaMd010001UI	0
Mb1LamiyaMd010001UI	0
Mb1VoodooMd010001UI	0
Mb1PunishdataMd010001UI	0
Mb1HamuleiteMd010001UI	0
Mb1MoonguyMd010001UI	0
R3KalieninaflyMd019161	0
R3KalieninaflyMd019101	1
R2QuflyMd019141	1
R4LifurbtoneMd019331	1
R4LifurbttwoMd019331	1
E3BoomerangMd020011	1
