Id	HeadImageName	OnlinePortrait	EnergyBar[1]	EnergyBar[2]	EnergyGroupBar[1]	EnergyGroupBar[2]	SPPrefab[1]	SPPrefab[2]	Model[1]	Model[2]	AttackIconImage	DodgeIconImage	ExSkillIconImage	PartnerSkillIconImage0	PartnerSkillIconImage1	PartnerSPPrefab	AttackEffectPrefab	FightComboPrefab
101101	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png									Assets/Product/Texture/Image/UiFight/FightIconGun.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Liang51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102101	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Liang.prefab		Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab				Assets/Product/Texture/Image/UiFight/FightIconR4Liang.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Liang51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102102	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Liang.prefab		Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab				Assets/Product/Texture/Image/UiFight/FightIconR4LiangB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Liang51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102103	Assets/Product/Texture/Image/Role/RoleHeadLi3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLiSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Liang.prefab		Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab				Assets/Product/Texture/Image/UiFight/FightIconR4LiangB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Liang51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101701	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Kalienina.prefab						R3KalieninaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSleeve.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Kalienina51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101501	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSS.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Yongyechao.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Yongyechao.prefab		R3YongyechaoMd010011		Assets/Product/Texture/Image/UiFight/FightIconSaw.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Yongyechao51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102201	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfa3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfaSS.png									Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
105201	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfa3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfaSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR5Luxiya.prefab						Assets/Product/Texture/Image/UiFight/FightIconR5Luxiya.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
105202	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfa3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfaSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR5LuxiyaLong.prefab						Assets/Product/Texture/Image/UiFight/FightIconR5Luxiya.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101801	Assets/Product/Texture/Image/Role/RoleHeadDubian3SS.png		Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Dubian.prefab						R3DubianMd010011		Assets/Product/Texture/Image/UiFight/FightIconDagger.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dubian51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101901	Assets/Product/Texture/Image/Role/RoleHeadAila3.png				Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Aila1.prefab						Assets/Product/Texture/Image/UiFight/FightIconBeamLance.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Aila51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101902	Assets/Product/Texture/Image/Role/RoleHeadAila3.png				Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Aila2.prefab						Assets/Product/Texture/Image/UiFight/FightIconBeamLance.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Aila51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
100901	Assets/Product/Texture/Image/Role/RoleHeadAila3.png										Assets/Product/Texture/Image/UiFight/FightIconScythe.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Aila51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
101401	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png		Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Bianka.prefab						R3BiankaMd010011		Assets/Product/Texture/Image/UiFight/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Bianka51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110101	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Sufeiya.prefab						R2SufeiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconGun.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Sufeiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110201	Assets/Product/Texture/Image/Role/RoleHeadKuluomu3.png	Assets/Product/Texture/Image/Role/RoleHeadKuluomu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kuluomu.prefab						R2KuluomuMd010011		Assets/Product/Texture/Image/UiFight/FightIconScythe.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kuluomu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110202	Assets/Product/Texture/Image/Role/RoleHeadKuluomu3.png	Assets/Product/Texture/Image/Role/RoleHeadKuluomu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kuluomu.prefab						R2KuluomuMd010011		Assets/Product/Texture/Image/UiFight/FightIconAssassinate.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kuluomu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103201	Assets/Product/Texture/Image/Role/RoleHeadWeila3.png	Assets/Product/Texture/Image/Role/RoleHeadWeila.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Luxiya1.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab		R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103202	Assets/Product/Texture/Image/Role/RoleHeadWeila3.png	Assets/Product/Texture/Image/Role/RoleHeadWeila.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Luxiya2.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab		R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Luxiya51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103203	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Luxiya1.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab		R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconAssassinate.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103204	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Luxiya1.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab		R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightSkillIconLure4.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103205	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergySignal.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR4Luxiya.prefab		R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightSkillIconLure4.png	Assets/Product/Texture/Image/UiFight/FightSkillIconLure3.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110301	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Weila.prefab						R2WeilaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Weila51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110302	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2WeilaTwo.prefab						R2WeilaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Weila51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110401	Assets/Product/Texture/Image/Role/RoleHeadKamu5.png	Assets/Product/Texture/Image/Role/RoleHeadKamu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2KamuPoint.prefab						R2KamuMd010011		Assets/Product/Texture/Image/UiFight/FightIconKamu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kamup251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110402	Assets/Product/Texture/Image/Role/RoleHeadKamu5.png	Assets/Product/Texture/Image/Role/RoleHeadKamu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kamu1.prefab						R2KamuMd010011		Assets/Product/Texture/Image/UiFight/FightIconClaw.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kamup251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110403	Assets/Product/Texture/Image/Role/RoleHeadKamu5.png	Assets/Product/Texture/Image/Role/RoleHeadKamu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kamu2.prefab						R2KamuMd010011		Assets/Product/Texture/Image/UiFight/FightIconClaw.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kamup251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110404	Assets/Product/Texture/Image/Role/RoleHeadKamu5.png	Assets/Product/Texture/Image/Role/RoleHeadKamu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kamu3.prefab						R2KamuMd010011		Assets/Product/Texture/Image/UiFight/FightIconClaw.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kamup251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110405	Assets/Product/Texture/Image/Role/RoleHeadKamu5.png	Assets/Product/Texture/Image/Role/RoleHeadKamu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Kamu4.prefab						R2KamuMd010011		Assets/Product/Texture/Image/UiFight/FightIconClaw.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Kamup251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110501	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaita.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Luosaita1.prefab						R3LuosaitaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSpear.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luosaita51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110502	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaita.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Luosaita.prefab						R3LuosaitaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSpear.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luosaita51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110503	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaita.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Luosaita2.prefab						R3LuosaitaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSpear.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luosaita51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110601	Assets/Product/Texture/Image/Role/RoleHeadQu.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Qu.prefab						R2QuMd010011		Assets/Product/Texture/Image/UiFight/FightIconQu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Qu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110701	Assets/Product/Texture/Image/Role/RoleHeadChangyu3.png	Assets/Product/Texture/Image/Role/RoleHeadChangyu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Changyu.prefab						R2ChangyuMd010011		Assets/Product/Texture/Image/UiFight/FightIconGlove.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Changyu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110801	Assets/Product/Texture/Image/Role/RoleHeadQu3.png	Assets/Product/Texture/Image/Role/RoleHeadQu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Luna2.prefab						R3LunaMd010011		Assets/Product/Texture/Image/UiFight/FightIconLuna.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110802	Assets/Product/Texture/Image/Role/RoleHeadQu3.png	Assets/Product/Texture/Image/Role/RoleHeadQu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Luna1.prefab						R3LunaMd010011		Assets/Product/Texture/Image/UiFight/FightIconLuna.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
110901	Assets/Product/Texture/Image/Role/RoleHeadWanshi3.png	Assets/Product/Texture/Image/Role/RoleHeadWanshi.png									Assets/Product/Texture/Image/UiFight/FightIconRifle.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Wanshi51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
112101	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfa3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfaSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bangbinata.prefab						Assets/Product/Texture/Image/UiFight/FightIconR2Bangbinata.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Bangbinata51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
112102	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfa3SS.png	Assets/Product/Texture/Image/Role/RoleHeadLuxiyaaerfaSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bangbinata.prefab						Assets/Product/Texture/Image/UiFight/FightIconR2Bangbinata.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Bangbinata51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
111301	Assets/Product/Texture/Image/Role/RoleHeadWeila3.png	Assets/Product/Texture/Image/Role/RoleHeadWeila.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Weila.prefab								Assets/Product/Texture/Image/UiFight/FightIconLance.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Weila51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
