Id	CharacterId	CharacterLevel	CharacterQuality	CharacterStar	CharacterGrade	SkillLevel	EnhanceSkillLevel	RemoveSkillId[1]	RemoveSkillId[2]	RemoveSkillId[3]	RemoveSkillId[4]	RemoveSkillId[5]	RemoveSkillId[6]	RemoveSkillId[7]	RemoveSkillId[8]	RemoveSkillId[9]	FashionId	UseFashionId	WeaponId	WeaponLevel	WeaponBeakThrough	WeaponFashion	WeaponResonance	WeaponResonanceType	WaferId[1]	WaferLevel[1]	WaferBreakThrough[1]	WaferAwakeCount[1]	WaferResonance[1]	WaferResonanceType[1]	WaferId[2]	WaferLevel[2]	WaferBreakThrough[2]	WaferAwakeCount[2]	WaferResonance[2]	WaferResonanceType[2]	WaferId[3]	WaferLevel[3]	WaferBreakThrough[3]	WaferAwakeCount[3]	WaferResonance[3]	WaferResonanceType[3]	WaferId[4]	WaferLevel[4]	WaferBreakThrough[4]	WaferAwakeCount[4]	WaferResonance[4]	WaferResonanceType[4]	WaferId[5]	WaferLevel[5]	WaferBreakThrough[5]	WaferAwakeCount[5]	WaferResonance[5]	WaferResonanceType[5]	WaferId[6]	WaferLevel[6]	WaferBreakThrough[6]	WaferAwakeCount[6]	WaferResonance[6]	WaferResonanceType[6]	ShowAbility	LiberateLv	RobotPartnerId	RebuildNpcId
1130	1021004	80	6	0	13	15	1	102427									6210401		2982001	1	0				3016015	45	4	0			3026015	45	4	0			3036015	45	4	0			3046014	45	4	0			3056014	45	4	0			3066015	45	4	0			0	0		
1131	1021004	30	6	0	4	1	1	102427									6210401		2026001	30	2				3016015	30	2	0			3026015	30	2	0			3036015	30	2	0			3046014	30	2	0			3056014	30	2	0			3066015	30	2	0			0	0		
1132	1141003	80	6	0	14	18	1					114328	114329	114330			6000501		2116001	45	4				3016017	45	4	0			3026017	45	4	0			3036017	45	4	0			3046017	45	4	0			3056004	45	4	0			3066004	45	4	0						
1133	1521003	80	6	0	14	18	1										6000601		2136001	45	4				3016018	45	4	0			3026018	45	4	0			3036018	45	4	0			3046018	45	4	0			3056018	45	4	0			3066018	45	4	0						
1134	1161002	80	6	0	14	18	1										6000701		2146001	45	4				3016015	45	4	0			3026015	45	4	0			3036015	45	4	0			3046014	45	4	0			3056014	45	4	0			3066015	45	4	0						
1135	1521003	80	6	0	14	18	1										6000701		2134001	30	1				3016018	45	4	0			3026018	45	4	0			3036018	45	4	0			3046018	45	4	0			3056018	45	4	0			3066018	45	4	0						
1136	1161002	80	6	0	14	18	1										6000603		2144001	30	1				3016015	45	4	0			3026015	45	4	0			3036015	45	4	0			3046014	45	4	0			3056014	45	4	0			3066015	45	4	0						
1137	1171003	80	6	0	14	18	1										6000801		2176001	45	4				3016019	45	4	0			3026019	45	4	0			3036019	45	4	0			3046019	45	4	0			3056004	45	4	0			3066004	45	4	0						
1138	1171003	80	6	0	14	18	1										6000804		2981701	45	4				3016019	45	4	0			3026019	45	4	0			3036019	45	4	0			3046019	45	4	0			3056004	45	4	0			3066004	45	4	0						
1139	1031002	80	6	0	14	18	1										6310205		2980301	45	4				3016003	45	4	0			3026003	45	4	0			3036003	45	4	0			3046003	45	4	0			3056004	45	4	0			3066004	45	4	0						
1140	1041003	80	6	0	14	18	1										6410306		2980401	45	4				3016003	45	4	0			3026003	45	4	0			3036003	45	4	0			3046003	45	4	0			3056001	45	4	0			3066001	45	4	0						
1141	1021004	80	6	0	14	18	1	102427									6210402		2026005	45	4				3016015	45	4	0			3026015	45	4	0			3036015	45	4	0			3046015	45	4	0			3056005	45	4	0			3066005	45	4	0						
1142	1171003	80	6	0	14	18	1	117327	117324	117325	117326						6000801		2174001	30	2							0						0						0						0						0						0						
1143	1061003	80	3	0	14	18	1	106324	106325	106326	106327						6610305		2066002	45	4				3016004	45	4	0			3026004	45	4	0			3036013	45	4	0			3046013	45	4	0			3056013	45	4	0			3066013	45	4	0			5512			
1151	1011003	50	3	0	8	9	1	101327	101324	101325	101326						6110301		2016002	30	4				3016014	30	4	0			3026014	30	4	0						0						0						0						0						
1152	1031003	50	3	0	8	9	1	103327	103324	103325	103326						6310301		2036003	30	4				3016010	30	4	0			3026010	30	4	0						0						0						0						0						
1153	1181003	80	6	0	14	18	1	118327	118324	118325	118326						6000901		2125001	45	4							0						0						0						0						0						0						
1154	1191003	80	6	0	14	18	1	119324	119325	119326	119329						6001001		2165001	45	4							0						0						0						0						0						0						
1155	1201003	80	6	0	14	18	1	120327	120324	120325	120326						6001101		2155001	45	4							0						0						0						0						0						0						
1156	1021003	80	6	0	14	18	1										6210301		2026004	25	0				3016004	45	4	0			3026004	45	4	0			3036014	45	4	0			3046014	45	4	0			3056014	45	4	0			3066014	45	4	0						
1157	1141003	80	6	0	14	18	1					114328	114329	114330			6000505		2981102	25	0				3016004	45	4	0			3026004	45	4	0			3036017	45	4	0			3046017	45	4	0			3056017	45	4	0			3066017	45	4	0						
1158	1521003	80	6	0	14	18	1										6000705		2981301	25	0				3016018	45	4	0			3026018	45	4	0			3036018	45	4	0			3046018	45	4	0			3056018	45	4	0			3066018	45	4	0						
1161	1011002	80	3	0	14	18	1	101224	101225	101226		101228	101229	101230			6110101		2016001	45	4				3016002	45	4	0			3026002	45	4	0			3036002	45	4	0			3046002	45	4	0			3056004	45	4	0			3066004	45	4	0						
1162	1031001	80	3	0	14	18	1	103124	103125	103126							6310101		2036001	45	4				3016014	45	4	0			3026014	45	4	0			3036014	45	4	0			3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
1163	1021002	80	3	0	14	18	1	102224	102225	102226		102228	102229	102230			6210201		2026002	45	4				3016003	45	4	0			3026003	45	4	0			3036003	45	4	0			3046003	45	4	0			3056004	45	4	0			3066004	45	4	0						
1164	1181003	80	4	0	14	18	1	118327	118325	118326							6000901		2126001	45	4				3016014	45	4	0			3026014	45	4	0			3036014	45	4	0			3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
1165	1211002	80	3	0	14	18	1	121224	121225	121226	121227						6001201		2184001	30	2							0						0						0						0						0						0						
1166	1531003	80	3	0	14	18	1	153324	153325	153326	153327						6001301		2194001	30	2							0						0						0						0						0						0						
1167	1221002	80	3	0	14	18	1	122224	122225	122226	122227						6001502		2216001	45	4				3016014	45	4	0			3026014	45	4	0			3036014	45	4	0			3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
1168	1171003	80	6	0	14	18	1										6000805		2981701	45	4	12170002			3016019	45	4	0			3026019	45	4	0			3036019	45	4	0			3046019	45	4	0			3056004	45	4	0			3066004	45	4	0						
1169	1021004	80	6	0	14	18	1										6210405		2026005	45	4	12020004			3016005	45	4	0			3026005	45	4	0			3036005	45	4	0			3046005	45	4	0			3056004	45	4	0			3066004	45	4	0						
1170	1531003	80	6	0	14	18	1										6001305		2196001	45	4				3016020	45	4	0			3026020	45	4	0			3036020	45	4	0			3046020	45	4	0			3056020	45	4	0			3066020	45	4	0						
1171	1051003	80	6	0	14	18	1										6510307		2056002	45	4	12050001			3016002	45	4	0			3026002	45	4	0			3036002	45	4	0			3046002	45	4	0			3056002	45	4	0			3066002	45	4	0						
1172	1131003	80	6	0	14	18	1										6001602		2236001	45	4				3016022	45	4	0			3026022	45	4	0			3036022	45	4	0			3046022	45	4	0			3056022	45	4	0			3066022	45	4	0						
1173	1541003	80	6	0	14	18	1					154328	154329	154330	154331	154332	6001702		2226001	45	4				3016023	45	4	0			3026023	45	4	0			3036023	45	4	0			3046023	45	4	0			3056023	45	4	0			3066023	45	4	0						
1174	1021004	80	6	0	14	18	1										6210402		2026005	45	4				3016004	45	4	0			3026004	45	4	0			3036004	45	4	0			3046004	45	4	0			3056005	45	4	0			3066005	45	4	0						
1175	1011003	80	6	0	14	18	1										6110302		2016002	45	4				3016004	45	4	0			3026004	45	4	0			3036004	45	4	0			3046004	45	4	0			3056004	45	4	0			3066004	45	4	0						
1176	1031001	80	6	0	14	18	1										6310101		2036001	45	4				3016014	45	4	0			3026014	45	4	0			3036014	45	4	0			3046014	45	4	0			3056014	45	4	0			3066014	45	4	0						
1177	1541003	80	6	0	14	18	1					154328	154329	154330	154331	154332	6001702		2226001	1	0				3016023	45	4	0			3026023	45	4	0			3036023	45	4	0			3046023	45	4	0			3056023	45	4	0			3066023	45	4	0						
1178	1031004	80	4	0	14	18	1	103427	103426	103425							6001804		2246001	45	4	12240001			3016024	45	4	0			3026024	45	4	0			3036024	45	4	0			3046024	45	4	0			3056004	45	4	0			3066004	45	4	0						
1179	1121003	80	4	0	14	18	1	112327	112325	112326							6001405		2206001	45	4	12200002			3016015	45	4	0			3026015	45	4	0			3036015	45	4	0			3046015	45	4	0			3056009	45	4	0			3066009	45	4	0						
1180	1071003	80	4	0	14	18	1	107327	107325	107326							6710308		2076002	45	4	12070003			3016002	45	4	0			3026002	45	4	0			3036002	45	4	0			3046002	45	4	0			3056004	45	4	0			3066004	45	4	0						
1181	1041003	80	4	0	14	18	1	104327	104325	104326							6410307		2046002	45	4	12040003			3016003	45	4	0			3026003	45	4	0			3036003	45	4	0			3046003	45	4	0			3056012	45	4	0			3066012	45	4	0						
1182	1061003	80	4	0	14	18	1	106327	106325	106326							6610307		2066002	45	4	12060004			3016005	45	4	0			3026005	45	4	0			3036005	45	4	0			3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
1183	1051004	80	4	0	14	18	1	105427	105425	105426							6002101		2276001	45	4				3016027	45	4	0			3026027	45	4	0			3036027	45	4	0			3046027	45	4	0			3056009	45	4	0			3066009	45	4	0						
1184	1561003	80	4	0	14	18	1	153327	153325	153326							6002201		2096003	45	4				3016028	45	4	0			3026028	45	4	0			3036028	45	4	0			3046028	45	4	0			3056028	45	4	0			3066028	45	4	0						
1185	1051004	80	6	0	14	18	1										6002104		2276001	45	4				3016027	45	4	0			3026027	45	4	0			3036027	45	4	0			3046027	45	4	0			3056009	45	4	0			3066009	45	4	0						
2000	1021001	80	6	0	14	1	1	102127									6210101		2026001	45	4				3015001	45	4	0			3025001	45	4	0			3035001	45	4	0			3045001	45	4	0			3055001	45	4	0			3065001	45	4	0			0	0		
2001	1031001	80	6	0	14	1	1	103127									6310101		2036001	45	4				3015002	45	4	0			3025002	45	4	0			3035002	45	4	0			3045002	45	4	0			3055002	45	4	0			3065002	45	4	0			0	0		
2002	1051001	80	6	0	14	1	1	105127									6510101		2056001	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2003	1011002	80	6	0	14	1	1	101227				101228	101229	101230			6110101		2016001	45	4				3015003	45	4	0			3025003	45	4	0			3035003	45	4	0			3045003	45	4	0			3055003	45	4	0			3065003	45	4	0			0	0		
2004	1071002	80	6	0	14	1	1	107227									6710101		2076001	45	4				3015008	45	4	0			3025008	45	4	0			3035008	45	4	0			3045008	45	4	0			3055008	45	4	0			3065008	45	4	0			0	0		
2005	1081002	80	6	0	14	1	1	108227									6810101		2086001	45	4				3015002	45	4	0			3025002	45	4	0			3035002	45	4	0			3045002	45	4	0			3055002	45	4	0			3065002	45	4	0			0	0		
2006	1041002	80	6	0	14	1	1	104227									6410101		2046001	45	4				3015001	45	4	0			3025001	45	4	0			3035001	45	4	0			3045001	45	4	0			3055001	45	4	0			3065001	45	4	0			0	0		
2007	1061002	80	6	0	14	1	1	106227									6610101		2066001	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2008	1031003	80	6	0	14	1	1	103327									6310301		2036003	45	4				3015002	45	4	0			3025002	45	4	0			3035002	45	4	0			3045002	45	4	0			3055002	45	4	0			3065002	45	4	0			0	0		
2009	1061003	80	6	0	14	1	1	106327									6610301		2066001	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2010	1051003	80	6	0	14	1	1	105327									6510301		2056002	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2100	1061002	30	2	0	2	1	1	106227									6610101		2063001	20	2				3013001	15	0	0			3023001	15	0	0			3033001	15	0	0			3043001	15	0	0			3053001	15	0	0			3063001	15	0	0			0	0		
2101	1021001	30	2	0	2	1	1	102127									6210101		2023001	20	2				3013001	15	0	0			3023001	15	0	0			3033001	15	0	0			3043001	15	0	0			3053001	15	0	0			3063001	15	0	0			0	0		
2102	1021001	30	2	0	2	1	1	102127									6210101		2023001	20	2				3013001	15	0	0			3023001	15	0	0			3033001	15	0	0			3043001	15	0	0			3053001	15	0	0			3063001	15	0	0			0	0		
2103	1021001	50	4	0	6	1	1	102127									6210101		2026001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2104	1081002	60	5	0	8	1	1	108227									6810101		2086001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2105	1051001	60	5	0	8	1	1	105127									6510101		2056001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2106	1031001	60	5	0	8	1	1	103127									6310101		2036001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2107	1021001	60	5	0	8	1	1	102127									6210101		2026001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2108	1061002	60	5	0	9	1	1	106227									6610101		2066001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2109	1011002	60	5	0	9	1	1	101227				101228	101229	101230			6110101		2016001	40	4				3015001	40	4	0			3025001	40	4	0			3035001	40	4	0			3045001	40	4	0			3055001	40	4	0			3065001	40	4	0			0	0		
2110	1021001	60	6	0	10	1	1	102127									6210101		2026001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2111	1021001	60	6	0	11	1	1	102127									6210101		2026001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2112	1021001	60	6	0	11	1	1	102127									6210101		2026001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2113	1021001	70	6	0	12	1	1	102127									6210101		2026001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2114	1041002	75	6	0	12	1	1	104227									6410101		2046001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2115	1021002	80	6	0	13	1	1	102227				102228	102229	102230			6210201		2026001	45	4				3016001	45	4	0			3026001	45	4	0			3036001	45	4	0			3046001	45	4	0			3056001	45	4	0			3066001	45	4	0			0	0		
2116	1081003	80	6	0	14	1	1	108327				108328	108329	108330			6810301		2086002	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2117	1091002	80	6	0	14	1	1	109227									6910101		2096001	45	4				3015004	45	4	0			3025004	45	4	0			3035004	45	4	0			3045004	45	4	0			3055004	45	4	0			3065004	45	4	0			0	0		
2201	1011002	80	3	0	14	18	1	101224	101225	101226		101228	101229	101230			6110105		2016001	45	4				3016004	45	4	0			3026004	45	4	0			3036002	45	4	0			3046002	45	4	0			3056002	45	4	0			3066002	45	4	0			5511			
2202	1021002	80	3	0	14	18	1	102224	102225	102226		102228	102229	102230			6210206		2026002	45	4				3016004	45	4	0			3026004	45	4	0			3036003	45	4	0			3046003	45	4	0			3056003	45	4	0			3066003	45	4	0			5491			
2203	1011003	80	3	0	14	18	1	101324	101325	101326							6110306		2016002	45	4				3016004	45	4	0			3026004	45	4	0			3036014	45	4	0			3046014	45	4	0			3056014	45	4	0			3066014	45	4	0			5480			
2204	1031003	80	3	0	14	18	1	103324	103325	103326							6310306		2036003	45	4				3016004	45	4	0			3026004	45	4	0			3036014	45	4	0			3046014	45	4	0			3056014	45	4	0			3066014	45	4	0			5507			
2205	1061003	80	3	0	14	18	1	106324	106325	106326							6610305		2066002	45	4				3016004	45	4	0			3026004	45	4	0			3036013	45	4	0			3046013	45	4	0			3056013	45	4	0			3066013	45	4	0			5512			
2206	1071003	80	3	0	14	18	1	107324	107325	107326							6710306		2076002	45	4				3016004	45	4	0			3026004	45	4	0			3036002	45	4	0			3046002	45	4	0			3056002	45	4	0			3066002	45	4	0			5495			
2207	1021003	80	3	0	14	18	1	102324	102325	102326							6210306		2026004	45	4				3016004	45	4	0			3026004	45	4	0			3036014	45	4	0			3046014	45	4	0			3056014	45	4	0			3066014	45	4	0			5501			
2208	1081003	80	3	0	14	18	1	108324	108325	108326		108328	108329	108330			6810305		2086002	45	4				3016004	45	4	0			3026004	45	4	0			3036013	45	4	0			3046013	45	4	0			3056013	45	4	0			3066013	45	4	0			5498			
