Id	Name	Desc	Icon
760063	Attack Reduction	Extra DMG Bonus decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png
760071	Sunder Armor	Extra DMG Reduction decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png
760072	Sunder Armor	Extra DMG Reduction decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png
760073	Sunder Armor	Extra DMG Reduction decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png
760081	Fragility	Extra DMG Reduction against CRIT hits decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760082	Fragility	Extra DMG Reduction against CRIT hits decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760083	Fragility	Extra DMG Reduction against CRIT hits decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760091	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 20%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png
760092	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 35%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png
760093	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 50%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png
760101	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png
760102	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png
760103	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png
760111	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png
760112	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png
760113	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png
760121	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png
760122	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png
760123	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png
760131	Assault	Extra DMG Bonus increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png
760132	Assault	Extra DMG Bonus increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png
760133	Assault	Extra DMG Bonus increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png
760141	Fire Endurance	Fire Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760142	Fire Endurance	Fire Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760143	Fire Endurance	Fire Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760151	Lightning Endurance	Lightning Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760152	Lightning Endurance	Lightning Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760153	Lightning Endurance	Lightning Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760161	Ice Endurance	Ice Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760162	Ice Endurance	Ice Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760163	Ice Endurance	Ice Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760171	Dark Endurance	Dark Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760172	Dark Endurance	Dark Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760173	Dark Endurance	Dark Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760181	Physical Endurance	Physical Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760182	Physical Endurance	Physical Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760183	Physical Endurance	Physical Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760191	Elemental Endurance	Elemental Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760192	Elemental Endurance	Elemental Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760193	Elemental Endurance	Elemental Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760211	Agile	Increases 15%-30% movement speed. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png
760212	Agile	Increases 20%-35% movement speed. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png
760213	Agile	Increases 25%-40% movement speed. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png
760221	Immovable	Immune to hit and control effects.	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png
760231	Recovery	Recovers HP per second by 0.05% in most	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png
760232	Recovery	Recovers HP per second by 0.1% in most	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png
760233	Recovery	Recovers up to 0.15% HP per second.	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png
760241	Shield	Receives a shield equal to 15% of current HP for 3s every 8s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png
760242	Shield	Receives a shield equal to 25% of current HP for 3s every 8s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png
760243	Shield	Receives a shield equal to 35% of current HP for 3s every 8s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png
760251	Berserk	Increases Attack Frequency by 33% and has a 20% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png
760252	Berserk	Increases Attack Frequency by 66% and has a 30% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png
760253	Berserk	Increases Attack Frequency by 100% and has a 40% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png
760261	Bomb	A bomb left after death that deals 35% Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png
760262	Bomb	A bomb left after death that deals 45% Physical Damage	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png
760263	Bomb	A bomb left after death that deals 60% Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png
760271	Rigid Body	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 6 times, and resumes 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png
760272	Rigid Body	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 9 times, and resumes 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png
760273	Rigid Body	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 12 times, and resumes 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png
760281	Barrier	Receives a permanent shield equal to 15% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed and reactivated in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png
760282	Barrier	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed and reactivated in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png
760283	Barrier	Receives a permanent shield equal to 35% of current HP. Becomes immune to attacks while the shield is active. After taking a certain amount of DMG, the shield will be removed and reactivated in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png
760291	Radiation	Continuously deals 6% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png
760292	Radiation	Continuously deals 8% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png
760293	Radiation	Continuously deals 10% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png
761275	Radiation	Continuously deals 1.25% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png
760301	Closed Loop	Increases Extra DMG Reduction by 30% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png
760302	Closed Loop	Increases Extra DMG Reduction by 45% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png
760303	Closed Loop	Increases Extra DMG Reduction by 60% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png
760311	Blessing	Increases Extra DMG Bonus of allies nearby by 10%	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png
760312	Blessing	Increases Extra DMG Bonus of allies nearby by 20%	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png
760313	Blessing	Increases Extra DMG Bonus of allies nearby by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png
760321	Lone Wolf	Increases Extra DMG Bonus by 3%. Stacks up to 10 times. The fewer allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png
760322	Lone Wolf	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 times. The fewer allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png
760323	Lone Wolf	Increases Extra DMG Bonus by 6%. Stacks up to 10 times. The fewer allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png
760331	Commander	Increases Extra DMG Bonus by 3%. Stacks up to 10 times. The more allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png
760332	Commander	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 times. The more allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png
760333	Commander	Increases Extra DMG Bonus by 6%. Stacks up to 10 times. The more allies nearby, the more stacks will be granted.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png
760341	Penetration	Dealing DMG will reduce the target's Extra DMG Reduction by 3%. Stacks up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png
760342	Penetration	Dealing DMG will reduce the target's Extra DMG Reduction by 4%. Stacks up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png
760343	Penetration	Dealing DMG will reduce the target's Extra DMG Reduction by 5%. Stacks up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png
760351	Lightning Shield	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 3s cooldown. The farther from the target, the higher chance it will be triggered.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png
760352	Lightning Shield	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther from the target, the higher chance it will be triggered.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png
760353	Lightning Shield	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther from the target, the higher chance it will be triggered.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png
760361	Wave	Creates a shockwave upon getting up, repelling nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png
760371	Lightning Mine	When attacking, leaves a bomb that deals 15% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png
760372	Lightning Mine	When attacking, leaves a bomb that deals 20% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png
760373	Lightning Mine	When attacking, leaves a bomb that deals 25% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png
760381	Invisibility	When visible, you will gain invisibility after 5s. If you are hit, you must wait 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png
760382	Invisibility	When visible, you will gain invisibility after 3s. If you are hit, you must wait 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png
760383	Invisibility	When visible, you will gain invisibility after 1s. If you are hit, you must wait 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png
760391	Flash	Teleports near the target when they are far away. 8-10s cooldown. The farther the teleport distance, the shorter the cooldown will become.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760392	Flash	Teleports near the target when they are far away. 7-9s cooldown. The farther the teleport distance, the shorter the cooldown will become.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760393	Flash	Teleports near the target when they are far away. 6-8s cooldown. The farther the teleport distance, the shorter the cooldown will become.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760394	Transfer	Teleport away when close to the target. 8s cooldown. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760395	Transfer	Teleport away when close to the target. 7s cooldown. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760396	Transfer	Teleport away when close to the target. 6s cooldown. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png
760401	Division	Summons two Clones of the same type that inherit 30% of their ATK and DEF at dying	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760402	Division	Summons two Clones of the same type that inherit 60% ATK and DEF upon dying.	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760403	Division	Summons two Clones of the same type that inherit 100% ATK and DEF upon dying.	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760411	Black Hole	Periodically leaves a black hole with weak gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png
760412	Black Hole	Periodically leaves a black hole with moderate gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png
760413	Black Hole	Periodically leaves a black hole with strong gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png
760421	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 3% continuous Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760422	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 4% continuous Physical Damage.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760423	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 5% continuous Physical Damage.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760431	Flame	Attacks deal an additional 10% Fire DMG and have a 10% chance to inflict Burn, dealing 10% Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png
760432	Flame	Attacks deal an additional 15% Fire DMG and have a 15% of chance to inflict Burn, dealing 15% of Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png
760433	Flame	Attacks deal an additional 20% Fire DMG and have a 20% of chance to inflict Burn, dealing 20% of Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png
760451	Freeze	Attacks deal an additional 10% Ice DMG, slow down the Target's Movement Speed by 15%, and have a 10% chance to Freeze for 0.3s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png
760452	Freeze	Attacks deal an additional 15% Ice DMG, slow down the Target's Movement Speed by 20%, and have a 15% chance to Freeze for 0.5s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png
760453	Freeze	Attacks deal an additional 20% Ice DMG, slow down the Target's Movement Speed by 25%, and have a 20% chance to Freeze for 0.7s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png
760471	Shadow	Attacks deal an additional 10% Dark DMG with a 10% chance to stun the target for 0.5s and deal 10% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png
760472	Shadow	Attacks deal an additional 15% Dark DMG with a 15% chance to stun the target for 0.7s and deal 15% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png
760473	Shadow	Attacks deal an additional 20% Dark DMG with a 20% chance to stun the target for 0.9s and deal 20% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png
760491	Thunderous	Attacks deal an additional 10% Lightning DMG and have a 10% chance to channel lightning, striking the target area once every 1.5s for 1.5s.	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png
760492	Thunderous	Attacks deal an additional 15% Lightning DMG and have a 15% chance to channel lightning, striking the target area once every 1.5s for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png
760493	Thunderous	Attacks deal an additional 20% Lightening DMG and have a 20% of chance for Channeling, and unleash lightning once to target every 1.5s, for 4.5s	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png
760601	Cold Trail	Unleash an Ice Block to keep tracing the target, dealing 5% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760602	Cold Trail	Unleash an Ice Block to keep tracing the target, dealing 10% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760603	Cold Trail	Unleash an Ice Block to keep tracing the target, dealing 15% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760630	Deterioration	Damage dealt also reduces target's healing received by 30% for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png
760631	Deterioration	Damage dealt also reduces target's healing received by 45% for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png
760632	Deterioration	Damage dealt also reduces target's healing received by 60% for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png
760640	Null Heal	Periodically make the target unable to receive any healing effects for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760641	Null Heal	Periodically make the target unable to receive any healing effects for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760642	Null Heal	Periodically make the target unable to receive any healing effects for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760650	Imprison	Creates a barrier at the target location that blocks the targets from entering or leaving for 3s. 15s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760651	Imprison	Creates a barrier at the target location that blocks the targets from entering or leaving for 4s. 16s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760652	Imprison	Creates a barrier at the target location that blocks the targets from entering or leaving for 5s. 17s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760670	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760671	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760672	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760690	Backfire	Generate an energy shield that deals 15% Physical DMG to the attackers. Lasts 3s. 16s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760691	Backfire	Generates an energy shield for 4s that deals 25% Physical DMG to targets. 17s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760692	Backfire	Generates an energy shield for 5s that deals 35% Physical DMG to targets. 18s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
772583	Diffusion	Enemy attacks will remove 1 Signal Orb. When the enemy dies, it returns all Signal Orbs.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png
772587	Recuperation	Heals 1 nearby ally's HP equal to your ATK every 10s.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png
772589	Last Destruction	When the enemy dies, DMG reduction of all allies within 20m of it will decrease by 20%. Stacks up to 3 times.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10031.png
772591	Last Assault	When the enemy dies, all allies within 20m of it will receive 25% more DMG. Stacks up to 3 times.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11045.png
772593	Last Healing	When the enemy dies, all allies within 20m of it restore 20% HP.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32011.png
772595	Enduring Shield	Grants you and nearby allies a shield equal to 10% of your current HP every 10s. Shields granted this way cannot be stacked.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png
772597	Sacrifice	Randomly selects 1 ally as a protected target. When the protected target dies, sacrifice yourself to revive the target to full HP.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12111.png
772601	Self-Destruction Bug	Periodically summons 1 Self-Destruction Bug to attack the enemy.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png
772602	Devour	Kills 1 nearby ally every 30s to restore 20% HP.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png
772604	Soul Devourer	Increases ATK by 20% for each dead ally.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png
