Id	SkillId	Level	Ability	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]
39	1023	4	50	410192				420125	420130			420144	420149		
40	1023	5	60	410192				420125	420130			420144	420149		
41	1024	1	20	410192				420124	420129			420143	420148		
42	1024	2	30	410192				420124	420129			420143	420148		
43	1024	3	40	410192				420124	420129			420143	420148		
44	1024	4	50	410192				420124	420129			420143	420148		
45	1024	5	60	410192				420124	420129			420143	420148		
46	1025	1	20	410192				420126	420131			420145	420150		
47	1025	2	30	410192				420126	420131			420145	420150		
48	1025	3	40	410192				420126	420131			420145	420150		
49	1025	4	50	410192				420126	420131			420145	420150		
50	1025	5	60	410192				420126	420131			420145	420150		
51	50000	1	20	410195								410195			
52	50000	2	30	410195								410195			
53	50000	3	40	410195								410195			
54	50000	4	50	410195								410195			
55	50000	5	60	410195								410195			
56	50010	1	20	410196								410181			
57	50010	2	30	410196								410181			
58	50010	3	40	410196								410181			
59	50010	4	50	410196								410181			
60	50010	5	60	410196								410181			
61	50020	1	20	410197								410187			
62	50020	2	30	410197								410187			
63	50020	3	40	410197								410187			
64	50020	4	50	410197								410187			
65	50020	5	60	410197								410187			
66	50030	1	20	410198								410183			
67	50030	2	30	410198								410183			
68	50030	3	40	410198								410183			
69	50030	4	50	410198								410183			
70	50030	5	60	410198								410183			
71	50040	1	20	410199								410184			
72	50040	2	30	410199								410184			
73	50040	3	40	410199								410184			
74	50040	4	50	410199								410184			
75	50040	5	60	410199								410184			
76	1031	1	20	430193				440101				440121	440126		
77	1031	2	30	430193				440101				440121	440126		
78	1031	3	40	430193				440101				440121	440126		
79	1031	4	50	430193				440101				440121	440126		
80	1031	5	60	430193				440101				440121	440126		
81	1032	1	20	430193				440102				440122	440127		
82	1032	2	30	430193				440102				440122	440127		
83	1032	3	40	430193				440102				440122	440127		
84	1032	4	50	430193				440102				440122	440127		
85	1032	5	60	430193				440102				440122	440127		
86	1033	1	20	430193				440104				440124	440129		
87	1033	2	30	430193				440104				440124	440129		
88	1033	3	40	430193				440104				440124	440129		
89	1033	4	50	430193				440104				440124	440129		
90	1033	5	60	430193				440104				440124	440129		
91	1034	1	20	430193				440103				440123	440128		
92	1034	2	30	430193				440103				440123	440128		
93	1034	3	40	430193				440103				440123	440128		
94	1034	4	50	430193				440103				440123	440128		
95	1034	5	60	430193				440103				440123	440128		
96	1035	1	20	430193				440105				440125	440130	440153	
97	1035	2	30	430193				440105				440125	440130	440153	
98	1035	3	40	430193				440105				440125	440130	440153	
99	1035	4	50	430193				440105				440125	440130	440153	
100	1035	5	60	430193				440105				440125	440130	440153	
101	1041	1	20	430192				440106				440146			
102	1041	2	30	430192				440106				440146			
103	1041	3	40	430192				440106				440146			
104	1041	4	50	430192				440106				440146			
105	1041	5	60	430192				440106				440146			
106	1042	1	20	430192				440107				440147			
107	1042	2	30	430192				440107				440147			
108	1042	3	40	430192				440107				440147			
109	1042	4	50	430192				440107				440147			
110	1042	5	60	430192				440107				440147			
111	1043	1	20	430192				440109				440149			
112	1043	2	30	430192				440109				440149			
113	1043	3	40	430192				440109				440149			
114	1043	4	50	430192				440109				440149			
115	1043	5	60	430192				440109				440149			
116	1044	1	20	430192				440108				440148			
117	1044	2	30	430192				440108				440148			
118	1044	3	40	430192				440108				440148			
119	1044	4	50	430192				440108				440148			
120	1044	5	60	430192				440108				440148			
121	1045	1	20	430192				440110				440150	440153		
122	1045	2	30	430192				440110				440150	440153		
123	1045	3	40	430192				440110				440150	440153		
124	1045	4	50	430192				440110				440150	440153		
125	1045	5	60	430192				440110				440150	440153		
126	51000	1	20	430195								430195			
127	51000	2	30	430195								430195			
128	51000	3	40	430195								430195			
129	51000	4	50	430195								430195			
130	51000	5	60	430195								430195			
131	51010	1	20	430196								430181			
132	51010	2	30	430196								430181			
133	51010	3	40	430196								430181			
134	51010	4	50	430196								430181			
135	51010	5	60	430196								430181			
136	51020	1	20	430197								430187			
137	51020	2	30	430197								430187			
138	51020	3	40	430197								430187			
139	51020	4	50	430197								430187			
140	51020	5	60	430197								430187			
141	51030	1	20	430198								430182	430183		
142	51030	2	30	430198								430182	430183		
143	51030	3	40	430198								430182	430183		
144	51030	4	50	430198								430182	430183		
145	51030	5	60	430198								430182	430183		
146	51040	1	20	430199								430184			
147	51040	2	30	430199								430184			
148	51040	3	40	430199								430184			
149	51040	4	50	430199								430184			
150	51040	5	60	430199								430184			
151	1051	1	30	410396				420302				420381	420386		
152	1051	2	45	410396				420302				420381	420386		
153	1051	3	60	410396				420302				420381	420386		
154	1051	4	75	410396				420302				420381	420386		
155	1051	5	90	410396				420302				420381	420386		
156	1052	1	30	410396				420303				420382	420387		
157	1052	2	45	410396				420303				420382	420387		
158	1052	3	60	410396				420303				420382	420387		
159	1052	4	75	410396				420303				420382	420387		
160	1052	5	90	410396				420303				420382	420387		
161	1053	1	30	410396				420305				420384	420389		
162	1053	2	45	410396				420305				420384	420389		
163	1053	3	60	410396				420305				420384	420389		
164	1053	4	75	410396				420305				420384	420389		
165	1053	5	90	410396				420305				420384	420389		
166	1054	1	30	410396				420304				420383	420388		
167	1054	2	45	410396				420304				420383	420388		
168	1054	3	60	410396				420304				420383	420388		
169	1054	4	75	410396				420304				420383	420388		
170	1054	5	90	410396				420304				420383	420388		
171	1055	1	30	410396				420306				420385	420390		
172	1055	2	45	410396				420306				420385	420390		
173	1055	3	60	410396				420306				420385	420390		
174	1055	4	75	410396				420306				420385	420390		
175	1055	5	90	410396				420306				420385	420390		
176	1061	1	30	410397				420307				420381	420386		
177	1061	2	45	410397				420307				420381	420386		
178	1061	3	60	410397				420307				420381	420386		
179	1061	4	75	410397				420307				420381	420386		
180	1061	5	90	410397				420307				420381	420386		
181	1062	1	30	410397				420308				420382	420387		
182	1062	2	45	410397				420308				420382	420387		
183	1062	3	60	410397				420308				420382	420387		
184	1062	4	75	410397				420308				420382	420387		
185	1062	5	90	410397				420308				420382	420387		
186	1063	1	30	410397				420310				420384	420389		
187	1063	2	45	410397				420310				420384	420389		
188	1063	3	60	410397				420310				420384	420389		
189	1063	4	75	410397				420310				420384	420389		
190	1063	5	90	410397				420310				420384	420389		
191	1064	1	30	410397				420309				420383	420388		
192	1064	2	45	410397				420309				420383	420388		
193	1064	3	60	410397				420309				420383	420388		
194	1064	4	75	410397				420309				420383	420388		
195	1064	5	90	410397				420309				420383	420388		
196	1065	1	30	410397				420311				420385	420390		
197	1065	2	45	410397				420311				420385	420390		
198	1065	3	60	410397				420311				420385	420390		
199	1065	4	75	410397				420311				420385	420390		
200	1065	5	90	410397				420311				420385	420390		
201	52000	1	30	410391								410391			
202	52000	2	45	410391								410391			
203	52000	3	60	410391								410391			
204	52000	4	75	410391								410391			
205	52000	5	90	410391								410391			
206	52010	1	30	410392								420391			
207	52010	2	45	410392								420391			
208	52010	3	60	410392								420391			
209	52010	4	75	410392								420391			
210	52010	5	90	410392								420391			
211	52020	1	30	410393								420392			
212	52020	2	45	410393								420392			
213	52020	3	60	410393								420392			
214	52020	4	75	410393								420392			
215	52020	5	90	410393								420392			
216	52030	1	30	410394								420394			
217	52030	2	45	410394								420394			
218	52030	3	60	410394								420394			
219	52030	4	75	410394								420394			
220	52030	5	90	410394								420394			
221	52040	1	30	410395								420396			
222	52040	2	45	410395								420396			
223	52040	3	60	410395								420396			
224	52040	4	75	410395								420396			
225	52040	5	90	410395								420396			
226	1071	1	30	420410				420402	420407			410420	410450		
227	1071	2	45	420410				420402	420407			410420	410450		
228	1071	3	60	420410				420402	420407			410420	410450		
229	1071	4	75	420410				420402	420407			410420	410450		
230	1071	5	90	420410				420402	420407			410420	410450		
231	1072	1	30	420410				420403				410421	410451		
232	1072	2	45	420410				420403				410421	410451		
233	1072	3	60	420410				420403				410421	410451		
234	1072	4	75	420410				420403				410421	410451		
235	1072	5	90	420410				420403				410421	410451		
236	1073	1	30	420410				420405				410423	410453		
237	1073	2	45	420410				420405				410423	410453		
238	1073	3	60	420410				420405				410423	410453		
239	1073	4	75	420410				420405				410423	410453		
240	1073	5	90	420410				420405				410423	410453		
241	1074	1	30	420410				420404				410422	410452		
242	1074	2	45	420410				420404				410422	410452		
243	1074	3	60	420410				420404				410422	410452		
244	1074	4	75	420410				420404				410422	410452		
245	1074	5	90	420410				420404				410422	410452		
246	1075	1	30	420410				420406				410424	410454		
247	1075	2	45	420410				420406				410424	410454		
248	1075	3	60	420410				420406				410424	410454		
249	1075	4	75	420410				420406				410424	410454		
250	1075	5	90	420410				420406				410424	410454		
251	1081	1	30	420420				420408	420413			410430	410440	410450	
252	1081	2	45	420420				420408	420413			410430	410440	410450	
253	1081	3	60	420420				420408	420413			410430	410440	410450	
254	1081	4	75	420420				420408	420413			410430	410440	410450	
255	1081	5	90	420420				420408	420413			410430	410440	410450	
256	1082	1	30	420420				420409				410431	410441	410451	
257	1082	2	45	420420				420409				410431	410441	410451	
258	1082	3	60	420420				420409				410431	410441	410451	
259	1082	4	75	420420				420409				410431	410441	410451	
260	1082	5	90	420420				420409				410431	410441	410451	
261	1083	1	30	420420				420411				410433	410443	410453	
262	1083	2	45	420420				420411				410433	410443	410453	
263	1083	3	60	420420				420411				410433	410443	410453	
264	1083	4	75	420420				420411				410433	410443	410453	
265	1083	5	90	420420				420411				410433	410443	410453	
266	1084	1	30	420420				420410				410432	410442	410452	
267	1084	2	45	420420				420410				410432	410442	410452	
268	1084	3	60	420420				420410				410432	410442	410452	
269	1084	4	75	420420				420410				410432	410442	410452	
270	1084	5	90	420420				420410				410432	410442	410452	
271	1085	1	30	420420				420412				410434	410444	410454	
272	1085	2	45	420420				420412				410434	410444	410454	
273	1085	3	60	420420				420412				410434	410444	410454	
274	1085	4	75	420420				420412				410434	410444	410454	
275	1085	5	90	420420				420412				410434	410444	410454	
276	53000	1	30	410491								410491			
277	53000	2	45	410491								410491			
278	53000	3	60	410491								410491			
279	53000	4	75	410491								410491			
280	53000	5	90	410491								410491			
281	53010	1	30	410492								420491			
282	53010	2	45	410492								420491			
283	53010	3	60	410492								420491			
284	53010	4	75	410492								420491			
285	53010	5	90	410492								420491			
286	53020	1	30	410493								420492			
287	53020	2	45	410493								420492			
288	53020	3	60	410493								420492			
289	53020	4	75	410493								420492			
290	53020	5	90	410493								420492			
291	53030	1	30	410494								420494			
292	53030	2	45	410494								420494			
293	53030	3	60	410494								420494			
294	53030	4	75	410494								420494			
295	53030	5	90	410494								420494			
296	53040	1	30	410495								410461	410462		
297	53040	2	45	410495								410461	410462		
298	53040	3	60	410495								410461	410462		
299	53040	4	75	410495								410461	410462		
300	53040	5	90	410495								410461	410462		
301	1091	1	20	420501				420507	420508	420509	420510	420511			
302	1091	2	30	420501				420507	420508	420509	420510	420511			
303	1091	3	40	420501				420507	420508	420509	420510	420511			
304	1091	4	50	420501				420507	420508	420509	420510	420511			
305	1091	5	60	420501				420507	420508	420509	420510	420511			
306	1092	1	20	420501				420513	420514	420515	420516	420512			
307	1092	2	30	420501				420513	420514	420515	420516	420512			
308	1092	3	40	420501				420513	420514	420515	420516	420512			
309	1092	4	50	420501				420513	420514	420515	420516	420512			
310	1092	5	60	420501				420513	420514	420515	420516	420512			
311	1093	1	20	420501				420525	420526	420527	420528	420514			
312	1093	2	30	420501				420525	420526	420527	420528	420514			
313	1093	3	40	420501				420525	420526	420527	420528	420514			
314	1093	4	50	420501				420525	420526	420527	420528	420514			
315	1093	5	60	420501				420525	420526	420527	420528	420514			
316	1094	1	20	420501				420519	420520	420521	420522	420513			
317	1094	2	30	420501				420519	420520	420521	420522	420513			
318	1094	3	40	420501				420519	420520	420521	420522	420513			
319	1094	4	50	420501				420519	420520	420521	420522	420513			
320	1094	5	60	420501				420519	420520	420521	420522	420513			
321	1095	1	20	420501				420531	420532	420533	420534	420515			
322	1095	2	30	420501				420531	420532	420533	420534	420515			
323	1095	3	40	420501				420531	420532	420533	420534	420515			
324	1095	4	50	420501				420531	420532	420533	420534	420515			
325	1095	5	60	420501				420531	420532	420533	420534	420515			
326	1101	1	20	420502				420501				420516			
327	1101	2	30	420502				420501				420516			
328	1101	3	40	420502				420501				420516			
329	1101	4	50	420502				420501				420516			
330	1101	5	60	420502				420501				420516			
331	1102	1	20	420502				420502				420517			
332	1102	2	30	420502				420502				420517			
333	1102	3	40	420502				420502				420517			
334	1102	4	50	420502				420502				420517			
335	1102	5	60	420502				420502				420517			
336	1103	1	20	420502				420503				420519			
337	1103	2	30	420502				420503				420519			
338	1103	3	40	420502				420503				420519			
339	1103	4	50	420502				420503				420519			
340	1103	5	60	420502				420503				420519			
341	1104	1	20	420502				420504				420518			
342	1104	2	30	420502				420504				420518			
343	1104	3	40	420502				420504				420518			
344	1104	4	50	420502				420504				420518			
345	1104	5	60	420502				420504				420518			
346	1105	1	20	420502				420505				420520			
347	1105	2	30	420502				420505				420520			
348	1105	3	40	420502				420505				420520			
349	1105	4	50	420502				420505				420520			
350	1105	5	60	420502				420505				420520			
351	54000	1	20	410523								410523			
352	54000	2	30	410523								410523			
353	54000	3	40	410523								410523			
354	54000	4	50	410523								410523			
355	54000	5	60	410523								410523			
356	54010	1	20	410524								410528			
357	54010	2	30	410524								410528			
358	54010	3	40	410524								410528			
359	54010	4	50	410524								410528			
360	54010	5	60	410524								410528			
361	54020	1	20	410525								410529			
362	54020	2	30	410525								410529			
363	54020	3	40	410525								410529			
364	54020	4	50	410525								410529			
365	54020	5	60	410525								410529			
366	54030	1	20	410526								410531			
367	54030	2	30	410526								410531			
368	54030	3	40	410526								410531			
369	54030	4	50	410526								410531			
370	54030	5	60	410526								410531			
371	54040	1	20	410527								410530			
372	54040	2	30	410527								410530			
373	54040	3	40	410527								410530			
374	54040	4	50	410527								410530			
375	54040	5	60	410527								410530			
376	1111	1	30	410696				420602				420686	420676		
377	1111	2	45	410696				420602				420686	420676		
378	1111	3	60	410696				420602				420686	420676		
379	1111	4	75	410696				420602				420686	420676		
380	1111	5	90	410696				420602				420686	420676		
381	1112	1	30	410696				420603	420612			420687	420677		
382	1112	2	45	410696				420603	420612			420687	420677		
383	1112	3	60	410696				420603	420612			420687	420677		
384	1112	4	75	410696				420603	420612			420687	420677		
385	1112	5	90	410696				420603	420612			420687	420677		
386	1113	1	30	410696				420605				420689	420679		
387	1113	2	45	410696				420605				420689	420679		
388	1113	3	60	410696				420605				420689	420679		
389	1113	4	75	410696				420605				420689	420679		
390	1113	5	90	410696				420605				420689	420679		
391	1114	1	30	410696				420604				420688	420678		
392	1114	2	45	410696				420604				420688	420678		
393	1114	3	60	410696				420604				420688	420678		
394	1114	4	75	410696				420604				420688	420678		
395	1114	5	90	410696				420604				420688	420678		
396	1115	1	30	410696				420606				420690	420680		
397	1115	2	45	410696				420606				420690	420680		
398	1115	3	60	410696				420606				420690	420680		
399	1115	4	75	410696				420606				420690	420680		
400	1115	5	90	410696				420606				420690	420680		
401	1121	1	30	410697				420607				420686	420676		
402	1121	2	45	410697				420607				420686	420676		
403	1121	3	60	410697				420607				420686	420676		
404	1121	4	75	410697				420607				420686	420676		
405	1121	5	90	410697				420607				420686	420676		
406	1122	1	30	410697				420608	420613			420687	420677		
407	1122	2	45	410697				420608	420613			420687	420677		
408	1122	3	60	410697				420608	420613			420687	420677		
409	1122	4	75	410697				420608	420613			420687	420677		
410	1122	5	90	410697				420608	420613			420687	420677		
411	1123	1	30	410697				420609				420689	420679		
412	1123	2	45	410697				420609				420689	420679		
413	1123	3	60	410697				420609				420689	420679		
414	1123	4	75	410697				420609				420689	420679		
415	1123	5	90	410697				420609				420689	420679		
416	1124	1	30	410697				420610				420688	420678		
417	1124	2	45	410697				420610				420688	420678		
418	1124	3	60	410697				420610				420688	420678		
419	1124	4	75	410697				420610				420688	420678		
420	1124	5	90	410697				420610				420688	420678		
421	1125	1	30	410697				420611				420690	420680		
422	1125	2	45	410697				420611				420690	420680		
423	1125	3	60	410697				420611				420690	420680		
424	1125	4	75	410697				420611				420690	420680		
425	1125	5	90	410697				420611				420690	420680		
426	55000	1	30	410691								410691			
427	55000	2	45	410691								410691			
428	55000	3	60	410691								410691			
429	55000	4	75	410691								410691			
430	55000	5	90	410691								410691			
431	55010	1	30	410692								410692			
432	55010	2	45	410692								410692			
433	55010	3	60	410692								410692			
434	55010	4	75	410692								410692			
435	55010	5	90	410692								410692			
436	55020	1	30	410693								410693			
437	55020	2	45	410693								410693			
438	55020	3	60	410693								410693			
439	55020	4	75	410693								410693			
440	55020	5	90	410693								410693			
441	55030	1	30	410694								410694			
442	55030	2	45	410694								410694			
443	55030	3	60	410694								410694			
444	55030	4	75	410694								410694			
445	55030	5	90	410694								410694			
446	55040	1	30	410695				420612	420613			410695	420665		
447	55040	2	45	410695				420612	420613			410695	420665		
448	55040	3	60	410695				420612	420613			410695	420665		
449	55040	4	75	410695				420612	420613			410695	420665		
450	55040	5	90	410695				420612	420613			410695	420665		
451	1131	1	20	420701				420702				410704			
452	1131	2	30	420701				420702				410704			
453	1131	3	40	420701				420702				410704			
454	1131	4	50	420701				420702				410704			
455	1131	5	60	420701				420702				410704			
456	1132	1	20	420701				420703				410705			
457	1132	2	30	420701				420703				410705			
458	1132	3	40	420701				420703				410705			
459	1132	4	50	420701				420703				410705			
460	1132	5	60	420701				420703				410705			
461	1133	1	20	420701				420705				410707			
462	1133	2	30	420701				420705				410707			
463	1133	3	40	420701				420705				410707			
464	1133	4	50	420701				420705				410707			
465	1133	5	60	420701				420705				410707			
466	1134	1	20	420701				420704				410706			
467	1134	2	30	420701				420704				410706			
468	1134	3	40	420701				420704				410706			
469	1134	4	50	420701				420704				410706			
470	1134	5	60	420701				420704				410706			
471	1135	1	20	420701				420706				410708			
472	1135	2	30	420701				420706				410708			
473	1135	3	40	420701				420706				410708			
474	1135	4	50	420701				420706				410708			
475	1135	5	60	420701				420706				410708			
476	1141	1	20	420702				420707				410709			
477	1141	2	30	420702				420707				410709			
478	1141	3	40	420702				420707				410709			
479	1141	4	50	420702				420707				410709			
480	1141	5	60	420702				420707				410709			
481	1142	1	20	420702				420708				410710			
482	1142	2	30	420702				420708				410710			
483	1142	3	40	420702				420708				410710			
484	1142	4	50	420702				420708				410710			
485	1142	5	60	420702				420708				410710			
486	1143	1	20	420702				420710				410712			
487	1143	2	30	420702				420710				410712			
488	1143	3	40	420702				420710				410712			
489	1143	4	50	420702				420710				410712			
490	1143	5	60	420702				420710				410712			
491	1144	1	20	420702				420709				410711			
492	1144	2	30	420702				420709				410711			
493	1144	3	40	420702				420709				410711			
494	1144	4	50	420702				420709				410711			
495	1144	5	60	420702				420709				410711			
496	1145	1	20	420702				420711				410713			
497	1145	2	30	420702				420711				410713			
498	1145	3	40	420702				420711				410713			
499	1145	4	50	420702				420711				410713			
500	1145	5	60	420702				420711				410713			
501	56000	1	20	410719								410719			
502	56000	2	30	410719								410719			
503	56000	3	40	410719								410719			
504	56000	4	50	410719								410719			
505	56000	5	60	410719								410719			
506	56010	1	20	410720								410720			
507	56010	2	30	410720								410720			
508	56010	3	40	410720								410720			
509	56010	4	50	410720								410720			
510	56010	5	60	410720								410720			
511	56020	1	20	410723								410723			
512	56020	2	30	410723								410723			
513	56020	3	40	410723								410723			
514	56020	4	50	410723								410723			
515	56020	5	60	410723								410723			
516	56030	1	20	410727								410727			
517	56030	2	30	410727								410727			
518	56030	3	40	410727								410727			
519	56030	4	50	410727								410727			
520	56030	5	60	410727								410730			
521	56040	1	20	410730								410727			
522	56040	2	30	410730								410730			
523	56040	3	40	410730								410730			
524	56040	4	50	410730								410730			
525	56040	5	60	410730								410730			
526	1151	1	30	420801				420802				410804			
527	1151	2	45	420801				420802				410804			
528	1151	3	60	420801				420802				410804			
529	1151	4	75	420801				420802				410804			
530	1151	5	90	420801				420802				410804			
531	1152	1	30	420801				420803				410805			
532	1152	2	45	420801				420803				410805			
533	1152	3	60	420801				420803				410805			
534	1152	4	75	420801				420803				410805			
535	1152	5	90	420801				420803				410805			
536	1153	1	30	420801				420805				410807			
537	1153	2	45	420801				420805				410807			
538	1153	3	60	420801				420805				410807			
539	1153	4	75	420801				420805				410807			
540	1153	5	90	420801				420805				410807			
541	1154	1	30	420801				420804				410806			
542	1154	2	45	420801				420804				410806			
543	1154	3	60	420801				420804				410806			
544	1154	4	75	420801				420804				410806			
545	1154	5	90	420801				420804				410806			
546	1155	1	30	420801				420806				410808			
547	1155	2	45	420801				420806				410808			
548	1155	3	60	420801				420806				410808			
549	1155	4	75	420801				420806				410808			
550	1155	5	90	420801				420806				410808			
551	1161	1	30	420802				420807				410809			
552	1161	2	45	420802				420807				410809			
553	1161	3	60	420802				420807				410809			
554	1161	4	75	420802				420807				410809			
555	1161	5	90	420802				420807				410809			
556	1162	1	30	420802				420808				410810			
557	1162	2	45	420802				420808				410810			
558	1162	3	60	420802				420808				410810			
559	1162	4	75	420802				420808				410810			
560	1162	5	90	420802				420808				410810			
561	1163	1	30	420802				420810				410812			
562	1163	2	45	420802				420810				410812			
563	1163	3	60	420802				420810				410812			
564	1163	4	75	420802				420810				410812			
565	1163	5	90	420802				420810				410812			
566	1164	1	30	420802				420809				410811			
567	1164	2	45	420802				420809				410811			
568	1164	3	60	420802				420809				410811			
569	1164	4	75	420802				420809				410811			
570	1164	5	90	420802				420809				410811			
571	1165	1	30	420802				420811				410813			
572	1165	2	45	420802				420811				410813			
573	1165	3	60	420802				420811				410813			
574	1165	4	75	420802				420811				410813			
575	1165	5	90	420802				420811				410813			
576	57000	1	30	410829											
577	57000	2	45	410829											
578	57000	3	60	410829											
579	57000	4	75	410829											
580	57000	5	90	410829											
581	57010	1	30	410830											
582	57010	2	45	410830											
583	57010	3	60	410830											
584	57010	4	75	410830											
585	57010	5	90	410830											
586	57020	1	30	410832											
587	57020	2	45	410832											
588	57020	3	60	410832											
589	57020	4	75	410832											
590	57020	5	90	410832											
591	57030	1	30	410835											
592	57030	2	45	410835											
593	57030	3	60	410835											
594	57030	4	75	410835											
595	57030	5	90	410835											
596	57040	1	30	410838											
597	57040	2	45	410838											
598	57040	3	60	410838											
599	57040	4	75	410838											
600	57040	5	90	410838											
601	1171	1	20	420901				420902				410904			
602	1171	2	30	420901				420902				410904			
603	1171	3	40	420901				420902				410904			
604	1171	4	50	420901				420902				410904			
605	1171	5	60	420901				420902				410904			
606	1172	1	20	420901				420903				410905			
607	1172	2	30	420901				420903				410905			
608	1172	3	40	420901				420903				410905			
609	1172	4	50	420901				420903				410905			
610	1172	5	60	420901				420903				410905			
611	1173	1	20	420901				420905				410907			
612	1173	2	30	420901				420905				410907			
613	1173	3	40	420901				420905				410907			
614	1173	4	50	420901				420905				410907			
615	1173	5	60	420901				420905				410907			
616	1174	1	20	420901				420904				410906			
617	1174	2	30	420901				420904				410906			
618	1174	3	40	420901				420904				410906			
619	1174	4	50	420901				420904				410906			
620	1174	5	60	420901				420904				410906			
621	1175	1	20	420901				420906				410908			
622	1175	2	30	420901				420906				410908			
623	1175	3	40	420901				420906				410908			
624	1175	4	50	420901				420906				410908			
625	1175	5	60	420901				420906				410908			
626	1181	1	20	420902				420912				410924			
627	1181	2	30	420902				420912				410924			
628	1181	3	40	420902				420912				410924			
629	1181	4	50	420902				420912				410924			
630	1181	5	60	420902				420912				410924			
631	1182	1	20	420902				420913				410925			
632	1182	2	30	420902				420913				410925			
633	1182	3	40	420902				420913				410925			
634	1182	4	50	420902				420913				410925			
635	1182	5	60	420902				420913				410925			
636	1183	1	20	420902				420915				410927			
637	1183	2	30	420902				420915				410927			
638	1183	3	40	420902				420915				410927			
639	1183	4	50	420902				420915				410927			
640	1183	5	60	420902				420915				410927			
641	1184	1	20	420902				420914				410926			
642	1184	2	30	420902				420914				410926			
643	1184	3	40	420902				420914				410926			
644	1184	4	50	420902				420914				410926			
645	1184	5	60	420902				420914				410926			
646	1185	1	20	420902				420916				410928			
647	1185	2	30	420902				420916				410928			
648	1185	3	40	420902				420916				410928			
649	1185	4	50	420902				420916				410928			
650	1185	5	60	420902				420916				410928			
651	58000	1	20	410910											
652	58000	2	30	410910											
653	58000	3	40	410910											
654	58000	4	50	410910											
655	58000	5	60	410910											
656	58010	1	20	410911											
657	58010	2	30	410911											
658	58010	3	40	410911											
659	58010	4	50	410911											
660	58010	5	60	410911											
661	58020	1	20	410913											
662	58020	2	30	410913											
663	58020	3	40	410913											
664	58020	4	50	410913											
665	58020	5	60	410913											
666	58030	1	20	410920											
667	58030	2	30	410920											
668	58030	3	40	410920											
669	58030	4	50	410920											
670	58030	5	60	410920											
671	58040	1	20	410930											
672	58040	2	30	410930											
673	58040	3	40	410930											
674	58040	4	50	410930											
675	58040	5	60	410930											
676	1191	1	30	411004				421002				411006			
677	1191	2	45	411004				421002				411006			
678	1191	3	60	411004				421002				411006			
679	1191	4	75	411004				421002				411006			
680	1191	5	90	411004				421002				411006			
681	1192	1	30	411004				421003				411007			
682	1192	2	45	411004				421003				411007			
683	1192	3	60	411004				421003				411007			
684	1192	4	75	411004				421003				411007			
685	1192	5	90	411004				421003				411007			
686	1193	1	30	411004				421004				411009			
687	1193	2	45	411004				421004				411009			
688	1193	3	60	411004				421004				411009			
689	1193	4	75	411004				421004				411009			
690	1193	5	90	411004				421004				411009			
691	1194	1	30	411004				421005				411008			
692	1194	2	45	411004				421005				411008			
693	1194	3	60	411004				421005				411008			
694	1194	4	75	411004				421005				411008			
695	1194	5	90	411004				421005				411008			
696	1195	1	30	411004				421006				411010			
697	1195	2	45	411004				421006				411010			
698	1195	3	60	411004				421006				411010			
