Id	SkillId	Level	Name	Intro	Icon	WeaponSkillDes	EntryId[1]	EntryId[2]	EntryId[3]
11	102228	10	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>7.65%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
12	102228	11	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>7.94%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
13	102228	12	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>8.24%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
14	102228	13	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>8.53%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
15	102228	14	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>8.82%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
16	102228	15	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>9.12%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
17	102228	16	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>9.41%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
18	102228	17	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>9.71%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#645F5D>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
19	102228	18	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>10%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
20	102228	19	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>10.29%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
21	102228	20	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>10.59%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
22	102228	21	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>10.88%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
23	102228	22	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>11.18%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
24	102228	23	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>11.47%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
25	102228	24	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>11.76%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
26	102228	25	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>12.06%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
27	102228	26	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>12.35%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
28	102228	27	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>12.65%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
29	102228	28	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>12.94%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
30	102228	29	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>13.24%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
31	102228	30	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>13.53%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
32	102228	31	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>13.82%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
33	102228	32	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>14.12%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
34	102228	33	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>14.41%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
35	102228	34	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>14.71%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
36	102228	35	Vortex Flurry	Upon a 3-Ping, Extra DMG Bonus of [Lotus - Flurry] increases by <color=#FF6347>15%</color>.\n \n<color=#0F70BC>·Lv.9 — [Lotus - Flurry] pulls in surrounding enemies upon a 3-Ping.</color>\n \n<color=#0F70BC>·Lv.18 — When casting [Lotus - Flurry] with a 3-Ping while the Signature is active, pressing and holding the Basic Attack button triggers Iaido - Deadly Slash, dealing 360% Lightning DMG.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png				
37	102229	0	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>5%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
38	102229	1	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>5%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
39	102229	2	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>5.29%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
40	102229	3	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>5.59%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
41	102229	4	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>5.88%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
42	102229	5	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>6.18%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
43	102229	6	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>6.47%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
44	102229	7	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>6.76%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
45	102229	8	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>7.06%</color>.\n \n<color=#645F5D>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
46	102229	9	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>7.35%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
47	102229	10	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>7.65%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
48	102229	11	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>7.94%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
49	102229	12	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>8.24%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
50	102229	13	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>8.53%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
51	102229	14	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>8.82%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
52	102229	15	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>9.12%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
53	102229	16	Thunder Kill Realm	Extra DMG Bonus of lightning bolt attacks triggered by [Lotus - Lightning Dance] increases by <color=#FF6347>9.41%</color>.\n \n<color=#0F70BC>·Lv.9 — The chance of triggering lightning bolt attacks by [Lotus - Lightning Dance] increases to 50%/75%/100%.</color>\n \n<color=#645F5D>·Lv.18 — [Lotus - Lightning Dance] triggers heavenly bolt attacks instead, increasing Lightning DMG Bonus by 10%.</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhexin1.png				
