Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	NpcSearcherId	TrackTarget	LiveTime	FillTime	DeadExplosion	MoveExcludeObstacle	ActsExcludeObstacle	ExplosionOnCollideObstacle	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	LineParams[8]	LineParams[9]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[2]	MagicLauncherNpc[3]	MagicLauncherNpc[4]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	DeathWithNpc	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	BindBornNpc	SingleClientEffect	TimeScale	TimeScaleDuration	ReboundTimes	ReboundType	CollideFilterType	BuffFilter	NpcHitCount	ShakeMagic	CollideMissileType	FollowHeightJoint	BindLauncherFrame	BindSkillFrame	SlopeTargetJoint	IgnoreCollideType
99110678	扇形特效	3	10	60		6	0			4			3						-1								-1			1					0	0	0										2							0	1														0	HitCase		0						0																			
99110679	扇形持续	3	10	60		6	0			4			4						-1						Fxzlbshanxingbaofa		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110680	扇形预警	2	1			0	0			4			3						-1	1			1				-1			1					0	0	0										0	3	0	2	99110681|99110678			0	3														0	HitCase	1	0		0				0																			
99110681	扇形爆炸效果	3	10	60		0	0			4			0.1						-1	1			1				1			1					0	0	0										2							2	2				991106811	777803									0	HitCase	0	0		0				1																			
99110682	颠倒塔 激光-特效	1	1	1			0		90	1			6						-1						FxMb1TrackalienMd010001Attack11GuadianYanQiu3		-1			1					0	0	0										0	0.8	1	1	99110683			1	1														1	HitCase		1		1				0																			
99110683	颠倒塔 激光:预警子弹	1	1	1			0		90	1			3						-1						FxMb1TrackalienMd010001Attack11Xian		-1			1					0	0	0										0	2.2	1	1	99110684			0	1														1	HitCase		1		1				0																			
99110684	颠倒塔 激光-伤害子弹	1	2	40		20	0			4			0.1						-1		FxMb1TrackalienMd010001Attack11Dimian						-1			1					0	0	0										0							0	1				991106841	777803									1	HitCase		1		1				1																			
99110685	颠倒塔 激光-特效	1	1	1			0		90	1			6						-1						FxMb1TrackalienMd010001Attack11GuadianYanQiu3		-1			1					0	0	0										0	0.8	1	1	99110686			1	1														1	HitCase		1		1				0																			
99110686	颠倒塔 激光:预警子弹	1	1	1			0		90	1			3						-1						FxMb1TrackalienMd010001Attack11Xian		-1			1					0	0	0										0	2.2	1	1	99110687			0	1														1	HitCase		1		1				0																			
99110687	颠倒塔 激光-伤害子弹	1	2	40		20	0			4			0.1						-1		FxMb1TrackalienMd010001Attack11Dimian						-1			1					0	0	0										0							0	1				991106871	777803									1	HitCase		1		1				0																			
99110688	圆形爆炸效果	2	5			0	0			4			0.1						-1	1			1				1			1					0	0	0										2							0	2					778843									0	HitCase	0	0		0				1																			
99110689	圆形爆炸效果	2	5			0	0			3			0.5						1	1			1		FxSTChongjibo		1			1					0	0	0										2							0	2					778853									0	HitCase	0	0		0				1																			
99110690	超级爬塔-通用-冲击波	2	10				0			4			0.5						-1						FxSTChongjibo		-1			1					0	0	0										3							4	2				991106901	778873									0	HitCase		0						1																			
99110691	蓝球EX-聚怪	2	2.5			1	0			4			1.2						-1	1			0.05		FxCizhuiHeidong6m		-1			1					0	0	0										0	1.2		1	99110694			0	1		0			778877									0	HitCase		0						0																			
99110692	被动技能雷电招来-1	2	0.5				0			4			0.1						-1								-1		FxR2LifuAttack01Shouji	1					0	0	0										3			1	99110693			4	2		0.2	0.1	991106921	778887									0	HitCase		0						0													991106922						
99110693	被动技能雷电招来-2	2	0.1				0	5		4			0.1						-1						FxR2LifuLuolei		-1			1					0	0	0										2							1	1														0	HitCase		0						0																			
99110694	蓝球EX-聚怪	2	2.5			1	0			4			0.5						-1	0			0		FxCizhuiHeidongBaozha		-1			1					0	0	0										0							0	1		0												0	HitCase		0						0																			
99110695	颠倒塔冲击波伤害子弹	2	3				0			3			1						-1		FxTongyongFireShouji						-1			1					0	0	0										0							0	1					778853									0	HitCase		1		0				1																			
99110696	颠倒塔冲击波特效子弹	2	3				0			4			3						-1						FxCizhuiChongjibo		-1			1					0	0	0										0							0	1														0	HitCase		1		0				0																			
99110697	颠倒塔冲击波伤害子弹	2	3				0			4			1						-1		FxTongyongFireShouji						-1			1					0	0	0										0							0	1					763809									0	HitCase		1		0				1																			
99110698	颠倒塔冲击波特效子弹	2	3				0			4			3						-1						FxCizhuiChongjibo		-1			1					0	0	0										0							0	1														0	HitCase		1		0				0																			
99110699	大秘境治疗辐射治疗溢出	2	12				0			4			1						-1						FxYingDunBao		-1			1					0	0	0										3							4	1					778859									0	HitCase	0	0		0				0																			
99110700	超限乱斗2.0-卡列彩蛋2-地面射线特效	1	1	1			0		-30	4			6.5						-1						FxCizhuiKalieCaidan		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110701	伤害子弹	1	3	1.35	0.5	1	0		-30	4			6.5						-1	1			1				-1			1					0	0	0										0	0.65		1	99110702			0	1		0	0		763817									0.1	HitCase	1	0						0																			
99110702	伤害子弹	1	3	0.75		1	0			4			6.3						-1	1			1				-1			1					0	0	0										2	0.2		1	99110703			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110703	伤害子弹	1	3	0.75		0.75	0			4			6.1						-1	1			1				-1			1					0	0	0										2	0.2		1	99110704			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110704	伤害子弹	1	3	0.75		0.75	0			4			5.85						-1	1			1				-1			1					0	0	0										2	0.05		1	99110705			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110705	伤害子弹	1	3	0.75		0.75	0			4			5.8						-1	1			1				-1			1					0	0	0										2	0.05		1	99110706			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110706	伤害子弹	1	3	0.75		0.75	0			4			5.75						-1	1			1				-1			1					0	0	0										2	0.05		1	99110707			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110707	伤害子弹	1	3	0.75		0.75	0			4			5.7						-1	1			1				-1			1					0	0	0										2	0.05		1	99110708			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110708	伤害子弹	1	3	0.75		0.75	0			4			5.65						-1	1			1				-1			1					0	0	0										2	0.05		1	99110709			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110709	伤害子弹	1	3	0.75		0.75	0			4			5.6						-1	1			1				-1			1					0	0	0										2	0.05		1	99110710			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110710	伤害子弹	1	3	0.75		0.75	0			4			5.55						-1	1			1				-1			1					0	0	0										2	0.05		1	99110711			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110711	伤害子弹	1	3	0.75		0.75	0			4			5.5						-1	1			1				-1			1					0	0	0										2							2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110712	超限乱斗2.0-卡列彩蛋2-地面射线特效	1	1	1			0		-60	4			6.5						-1						FxCizhuiKalieCaidan		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110713	伤害子弹	1	3	1.35	0.5	1	0		-60	4			6.5						-1	1			1				-1			1					0	0	0										0	0.65		1	99110714			0	1		0	0		763817									0.1	HitCase	1	0						0																			
99110714	伤害子弹	1	3	0.75		1	0			4			6.3						-1	1			1				-1			1					0	0	0										2	0.2		1	99110715			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110715	伤害子弹	1	3	0.75		0.75	0			4			6.1						-1	1			1				-1			1					0	0	0										2	0.2		1	99110716			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110716	伤害子弹	1	3	0.75		0.75	0			4			5.85						-1	1			1				-1			1					0	0	0										2	0.05		1	99110717			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110717	伤害子弹	1	3	0.75		0.75	0			4			5.8						-1	1			1				-1			1					0	0	0										2	0.05		1	99110718			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110718	伤害子弹	1	3	0.75		0.75	0			4			5.75						-1	1			1				-1			1					0	0	0										2	0.05		1	99110719			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110719	伤害子弹	1	3	0.75		0.75	0			4			5.7						-1	1			1				-1			1					0	0	0										2	0.05		1	99110720			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110720	伤害子弹	1	3	0.75		0.75	0			4			5.65						-1	1			1				-1			1					0	0	0										2	0.05		1	99110721			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110721	伤害子弹	1	3	0.75		0.75	0			4			5.6						-1	1			1				-1			1					0	0	0										2	0.05		1	99110722			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110722	伤害子弹	1	3	0.75		0.75	0			4			5.55						-1	1			1				-1			1					0	0	0										2	0.05		1	99110723			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110723	伤害子弹	1	3	0.75		0.75	0			4			5.5						-1	1			1				-1			1					0	0	0										2							2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110724	超限乱斗2.0-卡列彩蛋2-地面射线特效	1	1	1			0		-90	4			6.5						-1						FxCizhuiKalieCaidan		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110725	伤害子弹	1	3	1.35	0.5	1	0		-90	4			6.5						-1	1			1				-1			1					0	0	0										0	0.65		1	99110726			0	1		0	0		763817									0.1	HitCase	1	0						0																			
99110726	伤害子弹	1	3	0.75		1	0			4			6.3						-1	1			1				-1			1					0	0	0										2	0.2		1	99110727			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110727	伤害子弹	1	3	0.75		0.75	0			4			6.1						-1	1			1				-1			1					0	0	0										2	0.2		1	99110728			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110728	伤害子弹	1	3	0.75		0.75	0			4			5.85						-1	1			1				-1			1					0	0	0										2	0.05		1	99110729			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110729	伤害子弹	1	3	0.75		0.75	0			4			5.8						-1	1			1				-1			1					0	0	0										2	0.05		1	99110730			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110730	伤害子弹	1	3	0.75		0.75	0			4			5.75						-1	1			1				-1			1					0	0	0										2	0.05		1	99110731			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110731	伤害子弹	1	3	0.75		0.75	0			4			5.7						-1	1			1				-1			1					0	0	0										2	0.05		1	99110732			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110732	伤害子弹	1	3	0.75		0.75	0			4			5.65						-1	1			1				-1			1					0	0	0										2	0.05		1	99110733			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110733	伤害子弹	1	3	0.75		0.75	0			4			5.6						-1	1			1				-1			1					0	0	0										2	0.05		1	99110734			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110734	伤害子弹	1	3	0.75		0.75	0			4			5.55						-1	1			1				-1			1					0	0	0										2	0.05		1	99110735			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110735	伤害子弹	1	3	0.75		0.75	0			4			5.5						-1	1			1				-1			1					0	0	0										2							2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110736	超限乱斗2.0-卡列彩蛋2-地面射线特效	1	1	1			0		30	4			6.5						-1						FxCizhuiKalieCaidan		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110737	伤害子弹	1	3	1.35	0.5	1	0		30	4			6.5						-1	1			1				-1			1					0	0	0										0	0.65		1	99110738			0	1		0	0		763817									0.1	HitCase	1	0						0																			
99110738	伤害子弹	1	3	0.75		1	0			4			6.3						-1	1			1				-1			1					0	0	0										2	0.2		1	99110739			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110739	伤害子弹	1	3	0.75		0.75	0			4			6.1						-1	1			1				-1			1					0	0	0										2	0.2		1	99110740			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110740	伤害子弹	1	3	0.75		0.75	0			4			5.85						-1	1			1				-1			1					0	0	0										2	0.05		1	99110741			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110741	伤害子弹	1	3	0.75		0.75	0			4			5.8						-1	1			1				-1			1					0	0	0										2	0.05		1	99110742			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110742	伤害子弹	1	3	0.75		0.75	0			4			5.75						-1	1			1				-1			1					0	0	0										2	0.05		1	99110743			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110743	伤害子弹	1	3	0.75		0.75	0			4			5.7						-1	1			1				-1			1					0	0	0										2	0.05		1	99110744			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110744	伤害子弹	1	3	0.75		0.75	0			4			5.65						-1	1			1				-1			1					0	0	0										2	0.05		1	99110745			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110745	伤害子弹	1	3	0.75		0.75	0			4			5.6						-1	1			1				-1			1					0	0	0										2	0.05		1	99110746			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110746	伤害子弹	1	3	0.75		0.75	0			4			5.55						-1	1			1				-1			1					0	0	0										2	0.05		1	99110747			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110747	伤害子弹	1	3	0.75		0.75	0			4			5.5						-1	1			1				-1			1					0	0	0										2							2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110748	超限乱斗2.0-卡列彩蛋2-地面射线特效	1	1	1			0		60	4			6.5						-1						FxCizhuiKalieCaidan		-1			1					0	0	0										0							0	1														0	HitCase		0						0																			
99110749	伤害子弹	1	3	1.35	0.5	1	0		60	4			6.5						-1	1			1				-1			1					0	0	0										0	0.65		1	99110750			0	1		0	0		763817									0.1	HitCase	1	0						0																			
99110750	伤害子弹	1	3	0.75		1	0			4			6.3						-1	1			1				-1			1					0	0	0										2	0.2		1	99110751			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110751	伤害子弹	1	3	0.75		0.75	0			4			6.1						-1	1			1				-1			1					0	0	0										2	0.2		1	99110752			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110752	伤害子弹	1	3	0.75		0.75	0			4			5.85						-1	1			1				-1			1					0	0	0										2	0.05		1	99110753			2	1		0	0		763817									0.1	HitCase	1	0						0																			
99110753	伤害子弹	1	3	0.75		0.75	0			4			5.8						-1	1			1				-1			1					0	0	0										2	0.05		1	99110754			2	1		0	0		763817									0.1	HitCase	1	0						0																			
