Id	CharacterId	MoodMinValue	MoodMaxValue	State	Content[1]	Time[1]	Content[2]	Time[2]	Content[3]	Time[3]	Content[4]	Time[4]	Content[5]	Time[5]	Content[6]	Time[6]
42	1021001	0	0	IDLE	Constructs don't experience fatigue.	2000	But beds do look very soft...	2000	Humans seem to have great difficulty leaving them in the morning.	2000						
43	1021001	0	0	IDLE	Hm... Warm and... fluffy...	2000										
44	1021001	0	0	IDLE	Is it time to fight yet?	2000	Well, I guess I could rest a while longer.	2000	I remember the Commandant saying how comfortable slouching on a sofa is.	2000						
45	1021001	0	0	IDLE	I-indeed... It's very good...	2000										
46	1021001	0	0	IDLE	I'm sorry, Commandant...	2000	I misplaced an arm component during maintenance...	2000	I was looking for it and didn't notice you...	2000	You'll help me look for it? Well, would you mind looking over by that shelf for me...?	2000				
47	1021001	0	0	IDLE	Thank you. It's only a small component, but it's vital...	2000										
48	1021001	0	0	IDLE	Sometimes I feel like slacking off, but it'll never be allowed...	2000	Huh? We can take a longer break?	2000								
49	1021001	0	0	IDLE	Thank you kindly, Commandant.	2000										
50	1021001	0	0	IDLE	Um... That weapon?	2000	If I recall correctly, it was scrapped after the last battle.	2000	It was quite well-made... It's quite a shame.	2000						
51	1021001	0	0	IDLE	I'm not upset. But thanks, Commandant. I'm feeling a lot better now.	2000										
52	1021001	0	0	IDLE	Commandant? What are you doing here?	2000	Are you done finalizing the work schedules?	2000								
53	1021001	0	0	IDLE	Sometimes it's nice to just sit down, Commandant.	2000										
54	1021001	0	0	IDLE	I've seen a few decorations before I quite like.	2000	Ah, I'm not saying I want them in the dormitory...	2000	Besides, they might not be that easy to find...	2000	Am I sad about it? No... Constructs do not experience that emotion...	2000				
55	1021001	0	0	IDLE	Things are good the way they are, right?	2000										
56	1021001	0	0	IDLE	Staying here calms my M.I.N.D.	2000	After all, even machines need maintenance.	2000	It'd be even better if an understanding Commandant were here.	2000						
57	1021001	0	0	IDLE	Thanks, Commandant!	2000										
58	1021001	0	80	IDLE	Oh, isn't that my old knife?	2000	Looks like it's been turned into a piece of decoration.	2000	They say it's proof of my valor... but I was just doing my job.	2000						
59	1021001	0	80	IDLE	Oh, was there an assembly signal?	2000	Sorry. I didn't catch that...	2000	I must have unknowingly stayed here for too long... Is it because I associate this place with you?	2000						
60	1021001	0	100	IDLE	Windows? They don't matter much to Constructs.	2000	But seeing the sky must be something good.	2000	After all, isn't a blue sky what we are working towards?	2000						
61	1021001	0	100	IDLE	I spend most of my time in battles. Moments like these are few and far between.	2000	Still, I can't complain.	2000	After all, we all want to live on Earth with you.	2000						
62	1021001	0	100	IDLE	Are you rearranging the room, Commandant?	2000	I can help out if you like.	2000	At least... I can contribute some materials.	2000						
63	1021001	0	100	IDLE	Dorm items can be bought with certain special parts, right?	2000	I've only seen them once or twice...	2000	But this should be it, right? Here.	2000						
101	1031001	0	10	IDLE	I hope the facilities here are more well sorted.	2000										
102	1031001	0	10	IDLE	I'll wait right here. I won't disturb you.	2000										
103	1031001	0	10	IDLE	Is it okay for us to just stay here and do nothing?	2000										
104	1031001	0	10	IDLE	Those plushies... No, I-I won't touch them.	2000										
105	1031001	0	30	IDLE	I hope the facilities here are more well sorted.	2000										
106	1031001	0	30	IDLE	I'll wait right here. I won't disturb you.	2000										
107	1031001	0	30	IDLE	Is it okay for us to just stay here and do nothing?	2000										
108	1031001	0	30	IDLE	Those plushies... No, I-I won't touch them.	2000										
109	1031001	0	30	IDLE	I'm happy to help out, even if it's during break time.	2000										
110	1031001	0	50	IDLE	I like quiet places.	2000										
111	1031001	0	50	IDLE	I can stay here if you like, Commandant.	2000										
112	1031001	0	50	IDLE	This place is better than my old dormitory.	2000										
113	1031001	0	50	IDLE	The light here has a star-like quality.	2000										
114	1031001	0	50	IDLE	I'm happy to help out, even if it's during break time.	2000										
115	1031001	0	80	IDLE	I like quiet places.	2000										
116	1031001	0	80	IDLE	I can stay here if you like, Commandant.	2000										
117	1031001	0	80	IDLE	This place is better than my old dormitory.	2000										
118	1031001	0	80	IDLE	The light here has a star-like quality.	2000										
119	1031001	0	100	IDLE	My M.I.N.D. feels all refreshed!	2000										
120	1031001	0	100	IDLE	Is this warm feeling what humans call coziness?	2000										
121	1031001	0	100	IDLE	There's lots of new data and items here. I need to analyze them!	2000										
122	1031001	0	100	IDLE	You like it here? Okay. I'll be with you here for a while then.	2000										
123	1031001	0	100	IDLE	Can we watch the sun go down and come up here?	2000										
124	1031001	0	30	IDLE	Ah...	2000										
125	1031001	0	30	IDLE	Okay.	2000										
126	1031001	0	30	IDLE	T-this is...	2000										
127	1031001	0	30	IDLE	Hm...	2000										
128	1031001	0	30	IDLE	Hm...	2000										
129	1031001	0	50	IDLE	Ah...	2000										
130	1031001	0	50	IDLE	Okay.	2000										
131	1031001	0	50	IDLE	T-this is...	2000										
132	1031001	0	50	IDLE	Hm...	2000										
133	1031001	0	50	IDLE	Hm...	2000										
134	1031001	0	80	IDLE	?(? ???A??? ?)?	2000										
135	1031001	0	80	IDLE	Hm?	2000										
136	1031001	0	80	IDLE	Woah!	2000										
137	1031001	0	100	IDLE	Raindrops on roses...	2000										
138	1031001	0	100	IDLE	(,,??ω?)ノ"	2000										
139	1031001	0	100	IDLE	Y-you can do it!	2000										
140	1031001	0	100	IDLE	Like the Commandant says, turn that frown upside down!	2000										
141	1031001	0	100	IDLE	...	2000										
142	1031001	0	0	IDLE	Big fluffy quilts are another kind of medicine.	2000	They heal those wounds you cannot see.	2000	Really? May I...?	2000						
143	1031001	0	0	IDLE	I don't seem to want to leave.	2000										
144	1031001	0	0	IDLE	Are you escaping from work again?	2000	It troubles me seeing you like this, Commandant...	2000	Then allow me to slack off with you together on the sofa!	2000						
145	1031001	0	0	IDLE	Sometimes it's nice just to laze around...	2000										
146	1031001	0	0	IDLE	(Glares)	2000	Um, Commandant...	2000	Do you happen to know where the parcel I placed here is at?	2000	N-no, I'm not suggesting that you took it...	2000	Would you mind helping me look over that shelf?	2000		
147	1031001	0	0	IDLE	There it is! Thanks, Commandant!	2000										
148	1031001	0	0	IDLE	Roger...	2000	Lucia said she's okay already, but...	2000	...Arms segments are difficult to get used to.	2000	I hope she gets used to her new arm soon!	2000				
149	1031001	0	0	IDLE	Lucia's under a lot of pressure. I really need to step up!	2000										
150	1031001	0	0	IDLE	What are you doing here, Commandant? Is it an operation?	2000	Ah, you came to see me?	2000	It's not that I dislike fighting... It's my profession after all...	2000	But seeing others injured or even lose their lives still hurts me...	2000	S-sorry, I don't mean to... Um... W-would you mind... patting me on the head instead?	2000		
151	1031001	0	0	IDLE	T-thanks, Commandant!	2000										
152	1031001	0	0	IDLE	...	2000	Oh! Commandant!	2000	I-I was just thinking about our medical supplies and...	2000	I know I should be resting, but it's best to be prepared.	2000	Of course... if-if you could praise me a little...	2000		
153	1031001	0	0	IDLE	I-it will mean a lot to me!	2000										
154	1031001	0	0	IDLE	These decorations are lovely. Where did you find them?	2000	But using them to decorate the dormitory...	2000	Huh? You just want to see me smile...?	2000						
155	1031001	0	0	IDLE	I... I'll try my best to smile more then, Commandant!	2000										
156	1031001	0	0	IDLE	Yesterday I found a new medical book in the database!	2000	It claimed that there are many ways to treat wounds without resorting to drugs or machinery...	2000	One of which includes the usage of affirmative body contact techniques...	2000	Such as patting someone on the head to praise or comfort them.	2000				
157	1031001	0	0	IDLE	Ah! Commandant, what are you...? T-that makes me all giddy inside somehow.	2000										
158	1031001	0	80	IDLE	I love how it feels here!	2000	There's a sort of... warmth here that I've never felt before.	2000	My past? There's nothing worth talking about!	2000	Just being here with you is more than enough for me!	2000				
159	1031001	0	80	IDLE	Trying to care for others is something that came naturally to me...	2000	Don't I get tired...? No, Constructs don't experience fatigue...	2000	But sometimes, I wonder...	2000	What is it like to have someone care for you?	2000	But I guess, I know the answer now.	2000		
160	1031001	0	100	IDLE	This place has a calming effect on my M.I.N.D.	2000	It's the perfect place to rest...	2000	If y-you... wouldn't mind...	2000	...Staying a bit longer, that would be nice too...	2000				
161	1031001	0	100	IDLE	Why do people like to watch the sunrise and sunset?	2000	I guess they enjoy the feeling of the day starting and ending like a cycle.	2000	But for me... I like it because it makes me feel more intensely alive. I can feel the passage of time more acutely.	2000						
162	1031001	0	100	IDLE	I've seen some nice room layouts before, Commandant.	2000	I think I can probably help!	2000	If nothing else, I can at least contribute some materials!	2000						
163	1031001	0	100	IDLE	Commandant, would this be of use to you?	2000	I found it while cleaning Kamui's room!	2000	I almost recycled it. But luckily I was called away...	2000						
201	1011002	0	10	IDLE	Do we really have to stay here?	2000										
202	1011002	0	10	IDLE	Don't we have missions to complete?	2000										
203	1011002	0	10	IDLE	At least clean the place better.	2000										
204	1011002	0	10	IDLE	Did you bring my tool kit along?	2000										
205	1011002	0	30	IDLE	Do we really have to stay here?	2000										
206	1011002	0	30	IDLE	Don't we have missions to complete?	2000										
207	1011002	0	30	IDLE	At least clean the place better.	2000										
208	1011002	0	30	IDLE	Did you bring my tool kit along?	2000										
209	1011002	0	30	IDLE	Relax, I didn't bring my gun.	2000										
210	1011002	0	50	IDLE	Just don't put me with those rowdy ones.	2000										
211	1011002	0	50	IDLE	For me, the work location doesn't matter.	2000										
212	1011002	0	50	IDLE	I'm happy to stay here, as long as no one is disturbing me.	2000										
213	1011002	0	50	IDLE	You can stay a bit longer if you like, Commandant. You fidgeting around doesn't really bother me.	2000										
214	1011002	0	50	IDLE	Don't mind me. I'm just making some trinkets.	2000										
215	1011002	0	80	IDLE	I'm happy to stay here, as long as no one is disturbing me.	2000										
216	1011002	0	80	IDLE	You can stay a bit longer if you like, Commandant. You fidgeting around doesn't really bother me.	2000										
217	1011002	0	80	IDLE	Don't mind me. I'm just making some trinkets.	2000										
218	1011002	0	80	IDLE	This place is quite relaxing.	2000										
219	1011002	0	100	IDLE	Don't worry. Just say the word and I'll even burst into action here.	2000										
220	1011002	0	100	IDLE	I don't dislike it here. As long as you're around, it's all good.	2000										
221	1011002	0	100	IDLE	Commandant, just say what you want. Don't worry, I won't tell the others.	2000										
222	1011002	0	100	IDLE	Looks like I made the right decision, staying here as you said.	2000										
223	1011002	0	100	IDLE	Just wait till this is done... and you can have it.	2000										
224	1011002	0	30	IDLE	Tsk.	2000										
225	1011002	0	30	IDLE	Roger...	2000										
226	1011002	0	30	IDLE	→_→	2000										
227	1011002	0	30	IDLE	Boring...	2000										
228	1011002	0	30	IDLE	Ho-hum.	2000										
229	1011002	0	50	IDLE	Tsk.	2000										
230	1011002	0	50	IDLE	Roger...	2000										
231	1011002	0	50	IDLE	→_→	2000										
232	1011002	0	50	IDLE	Boring...	2000										
233	1011002	0	50	IDLE	Ho-hum.	2000										
234	1011002	0	80	IDLE	Hm, hm...	2000										
235	1011002	0	80	IDLE	What's up?	2000										
236	1011002	0	80	IDLE	Careful.	2000										
237	1011002	0	100	IDLE	Looking for me?	2000										
238	1011002	0	100	IDLE	This one... and this one. Good.	2000										
239	1011002	0	100	IDLE	Nerve-racking.	2000										
240	1011002	0	100	IDLE	Get over here already.	2000										
241	1011002	0	100	IDLE	What's wrong?	2000										
242	1011002	0	0	IDLE	High-intensity functions wear down a Construct frame quickly.	2000	They also increase the abrasion rate of valuable parts.	2000	You still don't get it? Constructs also need some downtime... preferably on a bed.	2000						
243	1011002	0	0	IDLE	Not bad, you're learning.	2000										
244	1011002	0	0	IDLE	Didn't know you're into these little trinkets.	2000	But you really are making a mess of it.	2000	I could help fix it, but I'm a bit tired. I'm gonna sit down for a while instead.	2000						
245	1011002	0	0	IDLE	Just kidding. I'll help you fix the robot after I get a breather.	2000										
246	1011002	0	0	IDLE	I can't find my precision drill. You didn't misplace it after using it, did you?	2000	I... Ahem, I know you wouldn't mess with my stuff.	2000	Huh? You're helping me find it?	2000	Well... could you check those shelves for me?	2000				
247	1011002	0	0	IDLE	Found it. Sorry... about... Uh, do you maybe want a little robot?	2000										
248	1011002	0	0	IDLE	Kamui is so damn loud...	2000	But now that he's part of the Gray Raven squad, I guess I'll just have to tolerate him.	2000	He never shuts up, blah blah blah...	2000						
249	1011002	0	0	IDLE	Heh. Relax. I'm not gonna punch him or something.	2000										
250	1011002	0	0	IDLE	...	2000	Hm? There you are.	2000	Oh nothing, just a little bottleneck in my research. Don't worry.	2000	Do you really want to cheer me up...?	2000	Well, you could try... comforting me. I guess...	2000		
251	1011002	0	0	IDLE	Why, you... Keep your hands to yourself!	2000										
252	1011002	0	0	IDLE	Huh? You looking for me?	2000	Got some questions about Constructs?	2000	Why not just go to the archives?	2000	You want to know what a male Construct's hair feels like...?	2000				
253	1011002	0	0	IDLE	It's just regular hair... Your hand feels very warm though.	2000										
254	1011002	0	0	IDLE	You look pretty free. You finished with your operation plans?	2000	If there's something you need explaining, you can always ask me.	2000	I'll do my best to dissect it for you.	2000	Not everyone gets this kind of opportunity.	2000	Huh? A reward?	2000		
255	1011002	0	0	IDLE	Head pats count as rewards?!	2000										
256	1011002	0	0	IDLE	Liv taught you some healing techniques?	2000	That doesn't involve injections or machinery?	2000	You want to test it out on me?	2000	Okay. Let's see how this "head patting" thing works.	2000				
257	1011002	0	0	IDLE	...You call that healing!? My M.I.N.D. is all hot and bothered now...	2000										
258	1011002	0	80	IDLE	Your tactical arrangements are well-informed, especially the match-ups.	2000	What? I'm never stingy with my compliments.	2000	If you want to hear more of it, just keep doing better.	2000						
259	1011002	0	80	IDLE	Hmm, I looked over some of your old battle plans. Not bad. You have really improved.	2000	What is it? Don't you like being praised?	2000	It's like I'm praising a child...? Maybe... it's just habit...	2000	Aren't you like a child though from our standpoint?	2000				
260	1011002	0	100	IDLE	I don't care where I live. As long as I've got a workbench for research, I'm happy.	2000	(Besides, you're here as well...)	2000	Ahem. Nothing. You must have misheard me. I didn't say anything.	2000						
261	1011002	0	100	IDLE	Lazing around here again...?	2000	We can tell it's you even if you get the bed head of the century.	2000	...No, it's not like I scan you all the time...	2000						
262	1011002	0	100	IDLE	Something wrong with the room arrangement?	2000	You need more decor?	2000	Oh yeah. Kamui had this. Can you put it to use?	2000						
263	1011002	0	100	IDLE	Ah, Commandant.	2000	I had some spare parts left over from tinkering with the equipment.	2000	I took them in to be recycled and traded them in for this.	2000	You think you could find a use for it?	2000				
301	1041002	0	10	IDLE	Hello.	2000										
302	1041002	0	10	IDLE	Hmm?	2000										
303	1041002	0	10	IDLE	What is it?	2000										
304	1041002	0	10	IDLE	Sorry. I'm not in the mood.	2000										
305	1041002	0	30	IDLE	Hello.	2000										
306	1041002	0	30	IDLE	Hmm?	2000										
307	1041002	0	30	IDLE	What is it?	2000										
308	1041002	0	30	IDLE	Am I... too cold?	2000										
309	1041002	0	30	IDLE	I think my bow is in need of some maintenance.	2000										
310	1041002	0	50	IDLE	Sometimes honesty is not the best policy.	2000										
311	1041002	0	50	IDLE	Belief is a kind of power.	2000										
312	1041002	0	50	IDLE	No prayer rooms around here by the looks of it.	2000										
313	1041002	0	50	IDLE	I hope this quietness stays.	2000										
314	1041002	0	50	IDLE	I don't like noisy places.	2000										
315	1041002	0	80	IDLE	Sometimes honesty is not the best policy.	2000										
316	1041002	0	80	IDLE	Belief is a kind of power.	2000										
317	1041002	0	80	IDLE	No prayer rooms around here by the looks of it.	2000										
318	1041002	0	80	IDLE	I don't like noisy places.	2000										
319	1041002	0	100	IDLE	I'm happy to chat with you.	2000										
320	1041002	0	100	IDLE	Belief is not a matter of the environment, but of the heart.	2000										
321	1041002	0	100	IDLE	If something's bothering you, you can always share it with me.	2000										
322	1041002	0	100	IDLE	No matter how cold it is outside, it will always be warm in here.	2000										
323	1041002	0	100	IDLE	When... is it going to snow again?	2000										
324	1041002	0	30	IDLE	...	2000										
325	1041002	0	30	IDLE	What?	2000										
326	1041002	0	30	IDLE	*Sigh*	2000										
327	1041002	0	30	IDLE	The noise...	2000										
328	1041002	0	30	IDLE	=-=	2000										
329	1041002	0	50	IDLE	...	2000										
330	1041002	0	50	IDLE	What?	2000										
331	1041002	0	50	IDLE	*Sigh*	2000										
332	1041002	0	50	IDLE	The noise...	2000										
333	1041002	0	50	IDLE	=-=	2000										
334	1041002	0	80	IDLE	0-0	2000										
335	1041002	0	80	IDLE	Would you like... to listen to a hymn?	2000										
336	1041002	0	80	IDLE	I'm here.	2000										
337	1041002	0	100	IDLE	0v0	2000										
338	1041002	0	100	IDLE	...	2000										
339	1041002	0	100	IDLE	As long as it makes you happy.	2000										
340	1041002	0	100	IDLE	Nice to see you here.	2000										
341	1041002	0	100	IDLE	^_^	2000										
342	1041002	0	0	IDLE	Construct bodies may not need to rest...	2000	But their spirits do.	2000	Is it true that human beds can heal bodily and spiritual ailments?	2000						
343	1041002	0	0	IDLE	Like snow...	2000										
344	1041002	0	0	IDLE	Good to see you, Commandant. Are you on a break?	2000	I'm just back from a mission.	2000	We can chat on the sofa, if you like.	2000						
345	1041002	0	0	IDLE	We can talk about all kinds of things.	2000										
346	1041002	0	0	IDLE	My bow's very important to me. It's important to keep it in good condition.	2000	But I can't seem to find the lubricant I've been using for it...	2000	Commandant, could you please go and look around the shelves for me?	2000						
347	1041002	0	0	IDLE	Thank you!	2000										
348	1041002	0	0	IDLE	...	2000	Hm? You want to know what I'm thinking?	2000	It's nothing... I'm just thinking about Karenina.	2000	I know she's not really an official member of the Purifying Force, but I wish she'd listen to me more.	2000				
349	1041002	0	0	IDLE	You're right. Such things are best discussed face to face...	2000										
350	1041002	0	0	IDLE	What is it, Commandant? You're staring at me.	2000	My bangs? They're messy?	2000	Could you comb them for me?	2000	If you don't mind, that is.	2000				
351	1041002	0	0	IDLE	Thank you. That was slightly... embarrassing.	2000										
352	1041002	0	0	IDLE	Phew...	2000	Ah, Commandant. Hello.	2000	Yes, I'm just back from a mission.	2000	Not an issue. It's what Constructs do...	2000	It's to... commend me?	2000		
353	1041002	0	0	IDLE	It's like all my worries are blown away...	2000										
354	1041002	0	0	IDLE	Do I like it here?	2000	Of course. After all, you and all the others are here.	2000	You wish to interact with me like you do with the other Constructs?	2000	Okay. Head patting is an acceptable form of interaction.	2000				
355	1041002	0	0	IDLE	But... can you please ask the other Constructs if it makes their M.I.N.D.s heat up too?	2000										
356	1041002	0	0	IDLE	Liv taught you some healing techniques?	2000	But I don't need any healing right now.	2000	It's just like maintenance?	2000	Okay, let's see what this head patting treatment is all about.	2000				
357	1041002	0	0	IDLE	Thanks. It must have worked if you believe so.	2000										
358	1041002	0	80	IDLE	Welcome back, Commandant.	2000	If you have the time, should we practice the bow together?	2000								
359	1041002	0	80	IDLE	The thing I treasure the most?	2000	No, it's not my bow...	2000	My bow's just a weapon...	2000	(Chuckles) Well, no, I do have a favorite something...	2000	But I'm not telling you about it. Just yet.	2000		
360	1041002	0	100	IDLE	What exactly do I believe in?	2000	I still remembered at a certain point in the past...	2000	But nowadays, I believe in all I have.	2000						
361	1041002	0	100	IDLE	What do I think of death?	2000	Oh, it's just out of curiosity...? I thought you might...	2000	Death is a profound topic. I think I fear it, but also not at the same time...	2000	If you're interested, we could find some time to discuss it further.	2000				
362	1041002	0	100	IDLE	What are you agonizing about?	2000	Perhaps... I can help?	2000	For example, this... should help you!	2000						
363	1041002	0	100	IDLE	Are you free, Commandant?	2000	I got this from some colleagues in the Purifying Force.	2000	But I think you'll find more use for it.	2000						
401	1051001	0	10	IDLE	Aargh... Just leave me alone!	2000										
402	1051001	0	10	IDLE	You're SO annoying!	2000										
403	1051001	0	10	IDLE	What?!	2000										
404	1051001	0	10	IDLE	I don't feel like hanging out with you right now!	2000										
405	1051001	0	30	IDLE	Aargh... Just leave me alone!	2000										
406	1051001	0	30	IDLE	You're SO annoying!	2000										
407	1051001	0	30	IDLE	What?!	2000										
408	1051001	0	30	IDLE	I don't feel like hanging out with you right now!	2000										
409	1051001	0	30	IDLE	Now—now—I'm busy right now.	2000										
410	1051001	0	50	IDLE	Oh, you want to play with Nanami?	2000										
411	1051001	0	50	IDLE	Nanami feels like painting stuff! Do we have any paper and brushes here?	2000										
412	1051001	0	50	IDLE	The more, the merrier!	2000										
413	1051001	0	50	IDLE	Hm-mmm, this never gets old!	2000										
414	1051001	0	50	IDLE	Don't worry, Nanami will be good. She'll stay put and won't run off!	2000										
415	1051001	0	80	IDLE	Oh, you want to play with Nanami?	2000										
416	1051001	0	80	IDLE	Nanami feels like painting stuff! Do we have any paper and brushes here?	2000										
417	1051001	0	80	IDLE	The more, the merrier!	2000										
418	1051001	0	80	IDLE	Don't worry, Nanami will be good. She'll stay put and won't run off!	2000										
419	1051001	0	100	IDLE	Nanami likes it here!	2000										
420	1051001	0	100	IDLE	Isn't it nice, living together?	2000										
421	1051001	0	100	IDLE	I think we should install a MASSIVE night vision device here!	2000										
422	1051001	0	100	IDLE	Who knows, we may be able to uncover all kinds of Construct secrets here!	2000										
423	1051001	0	100	IDLE	Commandant! Let Nanami observe your daily habits more closely!	2000										
424	1051001	0	30	IDLE	Oh...	2000										
425	1051001	0	30	IDLE	Neener-neener!	2000										
426	1051001	0	30	IDLE	Nope!	2000										
427	1051001	0	30	IDLE	What is it?	2000										
428	1051001	0	30	IDLE	Hmph!	2000										
429	1051001	0	50	IDLE	Oh...	2000										
430	1051001	0	50	IDLE	Neener-neener!	2000										
431	1051001	0	50	IDLE	Nope!	2000										
432	1051001	0	50	IDLE	What is it?	2000										
433	1051001	0	50	IDLE	Hmph!	2000										
434	1051001	0	80	IDLE	THE LAND IS CLOAKED IN DEEPEST BLUE!	2000										
435	1051001	0	80	IDLE	Yo! Yo! 'Sup Bro!	2000										
436	1051001	0	80	IDLE	You wanna play with Nanami?!	2000										
437	1051001	0	100	IDLE	Ba-da-ba-da-ba-be bop bop bodda bope!	2000										
438	1051001	0	100	IDLE	Let Nanami sing for you!	2000										
439	1051001	0	100	IDLE	(Stares) Target acquired!	2000										
440	1051001	0	100	IDLE	HEY!!!	2000										
441	1051001	0	100	IDLE	o(*////▽////*)q	2000										
442	1051001	0	0	IDLE	Commandant! Commandant!	2000	There's a bed in the dormitory!	2000	They say humans can't get enough of them. Nanami wants a turn!	2000						
443	1051001	0	0	IDLE	Oh... OH! What a wonderful feeling!	2000										
444	1051001	0	0	IDLE	(Sobs) I'm exhausted from fighting fatsos all day!	2000	And I have to go out again soon...	2000	Commandant! Join me on the sofa for a rest!	2000						
445	1051001	0	0	IDLE	Hmmm... Sleeeeeepy...	2000										
446	1051001	0	0	IDLE	Hmmmm... where did it go?	2000	Hey, Commandant, did you see Nanami's toy?	2000	Argh! I've completely forgotten where I put it!	2000	Can you look near those shelves for me?	2000				
447	1051001	0	0	IDLE	Thanks Commandant! You're the best!	2000										
448	1051001	0	0	IDLE	Nanami loves where there's tons of people!	2000	If it's okay with you, Commandant...!	2000	Let's invite everyone over for a party!	2000						
449	1051001	0	0	IDLE	Haha, okay, you promised! I knew you'd say yes! Yay!	2000										
450	1051001	0	0	IDLE	Whoosh! Whish, can't touch this!	2000	Ah! You got me!	2000	But we're made of steel! What's the point of flicking our foreheads?	2000	Why not pat Nanami's head instead?	2000				
451	1051001	0	0	IDLE	Ohoho. That's more civilized for the both of us.	2000										
452	1051001	0	0	IDLE	Commandant! Commandant!	2000	Aaargh! It's not like I want you to...!	2000	Bu-but if you REALLY want to pat me on the head—	2000						
453	1051001	0	0	IDLE	Yep, that's my good Commandant!	2000										
454	1051001	0	0	IDLE	Ohoho? Has Liv been teaching you healing techniques?	2000	Okay, just wait a sec!	2000	Hm? Where am I going?	2000	Off to get injured so you can treat me, of course!	2000	Huh? Head patting?	2000		
455	1051001	0	0	IDLE	Wha—?! The healing technique is... head patting?!	2000										
456	1051001	0	0	IDLE	(Alarm!)	2000	Ha! What are you after, Commandant?!	2000	Got you—	2000	Huh? Just a head pat, that's all?	2000				
457	1051001	0	0	IDLE	Well, in that case, sure thing!	2000										
458	1051001	0	80	IDLE	Hey, Commandant, Commandant, do you like Nanami?!	2000	Really? For realsies?	2000	Well, Nanami painted something for you! You have to love it!	2000	Eh? It's a painting of you, not some weird voodoo symbol!	2000				
459	1051001	0	80	IDLE	Huh? What is it, Commandant?	2000	Even Nanami has her quiet days!	2000	If someone's quiet, then it's obvious that they are thinking.	2000	...Nanami's pondering about life and death... PSYCH! Haha!	2000				
460	1051001	0	100	IDLE	Do you know what Nanami means, Commandant?	2000	Well, my creator gave me that name...	2000	I trust you know what I mean?	2000						
461	1051001	0	100	IDLE	Who knows, maybe one day Nanami will be gone forever...	2000	So... you'd better be nicer to me, Commandant...	2000	Pfffft... Hahaha.	2000	Now guess. Am I messing with you, or not?	2000				
462	1051001	0	100	IDLE	Commandant! Commandant!	2000	Look what I got!	2000	Here, take it, take it! Don't worry about where I got it!	2000						
463	1051001	0	100	IDLE	Humans seem to be obsessed over these things...	2000	But what's so schmexy about them?	2000	You can have it if you want, Commandant!	2000						
501	1061002	0	10	IDLE	Hm...	2000										
502	1061002	0	10	IDLE	Tch...	2000										
503	1061002	0	10	IDLE	I need some space...	2000										
504	1061002	0	10	IDLE	Not in the mood...	2000										
505	1061002	0	30	IDLE	Hm...	2000										
506	1061002	0	30	IDLE	Tch...	2000										
507	1061002	0	30	IDLE	I need some space...	2000										
