Role	Layer	State	Target	TransitionDuration
Mo1LucunMd000001	0	Stand1	Attack05	0.15
Mo1LucunMd000001	0	Stand1	Attack06	0.15
Mo1LucunMd000001	0	Stand1	Attack07	0.15
Mo1LucunMd000001	0	Stand1	Attack08	0.15
Mo1LucunMd000001	0	Stand1	Attack09	0.15
Mo1LucunMd000001	0	Stand1	Attack10	0.15
Mo1LucunMd000001	0	Stand1	Attack11	0.15
Mo1LucunMd000001	0	Stand1	Attack12	0.15
Mo1LucunMd000001	0	Stand1	Attack13	0.15
Mo1LucunMd000001	0	Stand1	Attack16	0.15
Mo1LucunMd000001	0	Stand1	Attack17	0.15
Mo1LucunMd000001	0	Stand1	Attack18	0.15
Mo1LucunMd000001	0	Stand1	Attack19	0.15
Mo1LucunMd000001	0	Stand1	Attack20	0.15
Mo1LucunMd000001	0	Stand1	Attack21	0.15
Mo1LucunMd000001	0	Stand1	Attack22	0.15
Mo1LucunMd000001	0	Stand1	Attack23	0.15
Mo1LucunMd000001	0	Stand1	Attack24	0.15
Mo1LucunMd000001	0	Stand2	Born	0.15
Mo1LucunMd000001	0	Stand2	Stand1	0.15
Mo1LucunMd000001	0	Stand2	Stand2	0.15
Mo1LucunMd000001	0	Stand2	Stand3	0.15
Mo1LucunMd000001	0	Stand2	Death	0.15
Mo1LucunMd000001	0	Stand2	Standchange	0.15
Mo1LucunMd000001	0	Stand2	Run	0.15
Mo1LucunMd000001	0	Stand2	Walk	0.15
Mo1LucunMd000001	0	Stand2	Runb	0.15
Mo1LucunMd000001	0	Stand2	Runl	0.15
Mo1LucunMd000001	0	Stand2	Runr	0.15
Mo1LucunMd000001	0	Stand2	Walkb	0.15
Mo1LucunMd000001	0	Stand2	Walkl	0.15
Mo1LucunMd000001	0	Stand2	Walkr	0.15
Mo1LucunMd000001	0	Stand2	TurnLeft	0.15
Mo1LucunMd000001	0	Stand2	TurnRight	0.15
Mo1LucunMd000001	0	Stand2	Move1	0.15
Mo1LucunMd000001	0	Stand2	Move2	0.15
Mo1LucunMd000001	0	Stand2	Move3	0.15
Mo1LucunMd000001	0	Stand2	RunStart	0.15
Mo1LucunMd000001	0	Stand2	RunStartEnd01	0.15
Mo1LucunMd000001	0	Stand2	Hit1	0.15
Mo1LucunMd000001	0	Stand2	Hit2	0.15
Mo1LucunMd000001	0	Stand2	Hit3	0.15
Mo1LucunMd000001	0	Stand2	Hit4	0.15
Mo1LucunMd000001	0	Stand2	Behitfly	0.15
Mo1LucunMd000001	0	Stand2	Hoverhit	0.15
Mo1LucunMd000001	0	Stand2	Falldown	0.15
Mo1LucunMd000001	0	Stand2	Hitdown	0.15
Mo1LucunMd000001	0	Stand2	Lieonfloor	0.15
Mo1LucunMd000001	0	Stand2	Standup	0.15
Mo1LucunMd000001	0	Stand2	Straight	0.15
Mo1LucunMd000001	0	Stand2	Stun	0.15
Mo1LucunMd000001	0	Stand2	StraightBefore	0.15
Mo1LucunMd000001	0	Stand2	StraightAfter	0.15
Mo1LucunMd000001	0	Stand2	Win	0.15
Mo1LucunMd000001	0	Stand2	Win2	0.15
Mo1LucunMd000001	0	Stand2	Stop	0.15
Mo1LucunMd000001	0	Stand2	Fail	0.15
Mo1LucunMd000001	0	Stand2	Save	0.15
Mo1LucunMd000001	0	Stand2	Caught	0.15
Mo1LucunMd000001	0	Stand2	Attack01	0.15
Mo1LucunMd000001	0	Stand2	Attack02	0.15
Mo1LucunMd000001	0	Stand2	Attack03	0.15
Mo1LucunMd000001	0	Stand2	Attack04	0.15
Mo1LucunMd000001	0	Stand2	Attack05	0.15
Mo1LucunMd000001	0	Stand2	Attack06	0.15
Mo1LucunMd000001	0	Stand2	Attack07	0.15
Mo1LucunMd000001	0	Stand2	Attack08	0.15
Mo1LucunMd000001	0	Stand2	Attack09	0.15
Mo1LucunMd000001	0	Stand2	Attack10	0.15
Mo1LucunMd000001	0	Stand2	Attack11	0.15
Mo1LucunMd000001	0	Stand2	Attack12	0.15
Mo1LucunMd000001	0	Stand2	Attack13	0.15
Mo1LucunMd000001	0	Stand2	Attack16	0.15
Mo1LucunMd000001	0	Stand2	Attack17	0.15
Mo1LucunMd000001	0	Stand2	Attack18	0.15
Mo1LucunMd000001	0	Stand2	Attack19	0.15
Mo1LucunMd000001	0	Stand2	Attack20	0.15
Mo1LucunMd000001	0	Stand2	Attack21	0.15
Mo1LucunMd000001	0	Stand2	Attack22	0.15
Mo1LucunMd000001	0	Stand2	Attack23	0.15
Mo1LucunMd000001	0	Stand2	Attack24	0.15
Mo1LucunMd000001	0	Stand3	Born	0.15
Mo1LucunMd000001	0	Stand3	Stand1	0.15
Mo1LucunMd000001	0	Stand3	Stand2	0.15
Mo1LucunMd000001	0	Stand3	Stand3	0.15
Mo1LucunMd000001	0	Stand3	Death	0.15
Mo1LucunMd000001	0	Stand3	Standchange	0.15
Mo1LucunMd000001	0	Stand3	Run	0.15
Mo1LucunMd000001	0	Stand3	Walk	0.15
Mo1LucunMd000001	0	Stand3	Runb	0.15
Mo1LucunMd000001	0	Stand3	Runl	0.15
Mo1LucunMd000001	0	Stand3	Runr	0.15
Mo1LucunMd000001	0	Stand3	Walkb	0.15
Mo1LucunMd000001	0	Stand3	Walkl	0.15
Mo1LucunMd000001	0	Stand3	Walkr	0.15
Mo1LucunMd000001	0	Stand3	TurnLeft	0.15
Mo1LucunMd000001	0	Stand3	TurnRight	0.15
Mo1LucunMd000001	0	Stand3	Move1	0.15
Mo1LucunMd000001	0	Stand3	Move2	0.15
Mo1LucunMd000001	0	Stand3	Move3	0.15
Mo1LucunMd000001	0	Stand3	RunStart	0.15
Mo1LucunMd000001	0	Stand3	RunStartEnd01	0.15
Mo1LucunMd000001	0	Stand3	Hit1	0.15
Mo1LucunMd000001	0	Stand3	Hit2	0.15
Mo1LucunMd000001	0	Stand3	Hit3	0.15
Mo1LucunMd000001	0	Stand3	Hit4	0.15
Mo1LucunMd000001	0	Stand3	Behitfly	0.15
Mo1LucunMd000001	0	Stand3	Hoverhit	0.15
Mo1LucunMd000001	0	Stand3	Falldown	0.15
Mo1LucunMd000001	0	Stand3	Hitdown	0.15
Mo1LucunMd000001	0	Stand3	Lieonfloor	0.15
Mo1LucunMd000001	0	Stand3	Standup	0.15
Mo1LucunMd000001	0	Stand3	Straight	0.15
Mo1LucunMd000001	0	Stand3	Stun	0.15
Mo1LucunMd000001	0	Stand3	StraightBefore	0.15
Mo1LucunMd000001	0	Stand3	StraightAfter	0.15
Mo1LucunMd000001	0	Stand3	Win	0.15
Mo1LucunMd000001	0	Stand3	Win2	0.15
Mo1LucunMd000001	0	Stand3	Stop	0.15
Mo1LucunMd000001	0	Stand3	Fail	0.15
Mo1LucunMd000001	0	Stand3	Save	0.15
Mo1LucunMd000001	0	Stand3	Caught	0.15
Mo1LucunMd000001	0	Stand3	Attack01	0.15
Mo1LucunMd000001	0	Stand3	Attack02	0.15
Mo1LucunMd000001	0	Stand3	Attack03	0.15
Mo1LucunMd000001	0	Stand3	Attack04	0.15
Mo1LucunMd000001	0	Stand3	Attack05	0.15
Mo1LucunMd000001	0	Stand3	Attack06	0.15
Mo1LucunMd000001	0	Stand3	Attack07	0.15
Mo1LucunMd000001	0	Stand3	Attack08	0.15
Mo1LucunMd000001	0	Stand3	Attack09	0.15
Mo1LucunMd000001	0	Stand3	Attack10	0.15
Mo1LucunMd000001	0	Stand3	Attack11	0.15
Mo1LucunMd000001	0	Stand3	Attack12	0.15
Mo1LucunMd000001	0	Stand3	Attack13	0.15
Mo1LucunMd000001	0	Stand3	Attack16	0.15
Mo1LucunMd000001	0	Stand3	Attack17	0.15
Mo1LucunMd000001	0	Stand3	Attack18	0.15
Mo1LucunMd000001	0	Stand3	Attack19	0.15
Mo1LucunMd000001	0	Stand3	Attack20	0.15
Mo1LucunMd000001	0	Stand3	Attack21	0.15
Mo1LucunMd000001	0	Stand3	Attack22	0.15
Mo1LucunMd000001	0	Stand3	Attack23	0.15
Mo1LucunMd000001	0	Stand3	Attack24	0.15
Mo1LucunMd000001	0	Standchange	Born	0.15
Mo1LucunMd000001	0	Standchange	Stand1	0.15
Mo1LucunMd000001	0	Standchange	Stand2	0.15
Mo1LucunMd000001	0	Standchange	Stand3	0.15
Mo1LucunMd000001	0	Standchange	Death	0.15
Mo1LucunMd000001	0	Standchange	Standchange	0.15
Mo1LucunMd000001	0	Standchange	Run	0.15
Mo1LucunMd000001	0	Standchange	Walk	0.15
Mo1LucunMd000001	0	Standchange	Runb	0.15
Mo1LucunMd000001	0	Standchange	Runl	0.15
Mo1LucunMd000001	0	Standchange	Runr	0.15
Mo1LucunMd000001	0	Standchange	Walkb	0.15
Mo1LucunMd000001	0	Standchange	Walkl	0.15
Mo1LucunMd000001	0	Standchange	Walkr	0.15
Mo1LucunMd000001	0	Standchange	TurnLeft	0.15
Mo1LucunMd000001	0	Standchange	TurnRight	0.15
Mo1LucunMd000001	0	Standchange	Move1	0.15
Mo1LucunMd000001	0	Standchange	Move2	0.15
Mo1LucunMd000001	0	Standchange	Move3	0.15
Mo1LucunMd000001	0	Standchange	RunStart	0.15
Mo1LucunMd000001	0	Standchange	RunStartEnd01	0.15
Mo1LucunMd000001	0	Standchange	Hit1	0.15
Mo1LucunMd000001	0	Standchange	Hit2	0.15
Mo1LucunMd000001	0	Standchange	Hit3	0.15
Mo1LucunMd000001	0	Standchange	Hit4	0.15
Mo1LucunMd000001	0	Standchange	Behitfly	0.15
Mo1LucunMd000001	0	Standchange	Hoverhit	0.15
Mo1LucunMd000001	0	Standchange	Falldown	0.15
Mo1LucunMd000001	0	Standchange	Hitdown	0.15
Mo1LucunMd000001	0	Standchange	Lieonfloor	0.15
Mo1LucunMd000001	0	Standchange	Standup	0.15
Mo1LucunMd000001	0	Standchange	Straight	0.15
Mo1LucunMd000001	0	Standchange	Stun	0.15
Mo1LucunMd000001	0	Standchange	StraightBefore	0.15
Mo1LucunMd000001	0	Standchange	StraightAfter	0.15
Mo1LucunMd000001	0	Standchange	Win	0.15
Mo1LucunMd000001	0	Standchange	Win2	0.15
Mo1LucunMd000001	0	Standchange	Stop	0.15
Mo1LucunMd000001	0	Standchange	Fail	0.15
Mo1LucunMd000001	0	Standchange	Save	0.15
Mo1LucunMd000001	0	Standchange	Caught	0.15
Mo1LucunMd000001	0	Standchange	Attack01	0.15
Mo1LucunMd000001	0	Standchange	Attack02	0.15
Mo1LucunMd000001	0	Standchange	Attack03	0.15
Mo1LucunMd000001	0	Standchange	Attack04	0.15
Mo1LucunMd000001	0	Standchange	Attack05	0.15
Mo1LucunMd000001	0	Standchange	Attack06	0.15
Mo1LucunMd000001	0	Standchange	Attack07	0.15
Mo1LucunMd000001	0	Standchange	Attack08	0.15
Mo1LucunMd000001	0	Standchange	Attack09	0.15
Mo1LucunMd000001	0	Standchange	Attack10	0.15
Mo1LucunMd000001	0	Standchange	Attack11	0.15
Mo1LucunMd000001	0	Standchange	Attack12	0.15
Mo1LucunMd000001	0	Standchange	Attack13	0.15
Mo1LucunMd000001	0	Standchange	Attack16	0.15
Mo1LucunMd000001	0	Standchange	Attack17	0.15
Mo1LucunMd000001	0	Standchange	Attack18	0.15
Mo1LucunMd000001	0	Standchange	Attack19	0.15
Mo1LucunMd000001	0	Standchange	Attack20	0.15
Mo1LucunMd000001	0	Standchange	Attack21	0.15
Mo1LucunMd000001	0	Standchange	Attack22	0.15
Mo1LucunMd000001	0	Standchange	Attack23	0.15
Mo1LucunMd000001	0	Standchange	Attack24	0.15
Mo1LucunMd000001	0	Run	Born	0.15
Mo1LucunMd000001	0	Run	Stand1	0.15
Mo1LucunMd000001	0	Run	Stand2	0.15
Mo1LucunMd000001	0	Run	Stand3	0.15
Mo1LucunMd000001	0	Run	Death	0.15
Mo1LucunMd000001	0	Run	Standchange	0.15
Mo1LucunMd000001	0	Run	Run	0.15
Mo1LucunMd000001	0	Run	Walk	0.15
Mo1LucunMd000001	0	Run	Runb	0.15
Mo1LucunMd000001	0	Run	Runl	0.15
Mo1LucunMd000001	0	Run	Runr	0.15
Mo1LucunMd000001	0	Run	Walkb	0.15
Mo1LucunMd000001	0	Run	Walkl	0.15
Mo1LucunMd000001	0	Run	Walkr	0.15
Mo1LucunMd000001	0	Run	TurnLeft	0.15
Mo1LucunMd000001	0	Run	TurnRight	0.15
Mo1LucunMd000001	0	Run	Move1	0.15
Mo1LucunMd000001	0	Run	Move2	0.15
Mo1LucunMd000001	0	Run	Move3	0.15
Mo1LucunMd000001	0	Run	RunStart	0.15
Mo1LucunMd000001	0	Run	RunStartEnd01	0.15
Mo1LucunMd000001	0	Run	Hit1	0.15
Mo1LucunMd000001	0	Run	Hit2	0.15
Mo1LucunMd000001	0	Run	Hit3	0.15
Mo1LucunMd000001	0	Run	Hit4	0.15
Mo1LucunMd000001	0	Run	Behitfly	0.15
Mo1LucunMd000001	0	Run	Hoverhit	0.15
Mo1LucunMd000001	0	Run	Falldown	0.15
Mo1LucunMd000001	0	Run	Hitdown	0.15
Mo1LucunMd000001	0	Run	Lieonfloor	0.15
Mo1LucunMd000001	0	Run	Standup	0.15
Mo1LucunMd000001	0	Run	Straight	0.15
Mo1LucunMd000001	0	Run	Stun	0.15
Mo1LucunMd000001	0	Run	StraightBefore	0.15
Mo1LucunMd000001	0	Run	StraightAfter	0.15
Mo1LucunMd000001	0	Run	Win	0.15
Mo1LucunMd000001	0	Run	Win2	0.15
Mo1LucunMd000001	0	Run	Stop	0.15
Mo1LucunMd000001	0	Run	Fail	0.15
Mo1LucunMd000001	0	Run	Save	0.15
Mo1LucunMd000001	0	Run	Caught	0.15
Mo1LucunMd000001	0	Run	Attack01	0.15
Mo1LucunMd000001	0	Run	Attack02	0.15
Mo1LucunMd000001	0	Run	Attack03	0.15
Mo1LucunMd000001	0	Run	Attack04	0.15
Mo1LucunMd000001	0	Run	Attack05	0.15
Mo1LucunMd000001	0	Run	Attack06	0.15
Mo1LucunMd000001	0	Run	Attack07	0.15
Mo1LucunMd000001	0	Run	Attack08	0.15
Mo1LucunMd000001	0	Run	Attack09	0.15
Mo1LucunMd000001	0	Run	Attack10	0.15
Mo1LucunMd000001	0	Run	Attack11	0.15
Mo1LucunMd000001	0	Run	Attack12	0.15
Mo1LucunMd000001	0	Run	Attack13	0.15
Mo1LucunMd000001	0	Run	Attack16	0.15
Mo1LucunMd000001	0	Run	Attack17	0.15
Mo1LucunMd000001	0	Run	Attack18	0.15
Mo1LucunMd000001	0	Run	Attack19	0.15
Mo1LucunMd000001	0	Run	Attack20	0.15
Mo1LucunMd000001	0	Run	Attack21	0.15
Mo1LucunMd000001	0	Run	Attack22	0.15
Mo1LucunMd000001	0	Run	Attack23	0.15
Mo1LucunMd000001	0	Run	Attack24	0.15
Mo1LucunMd000001	0	Walk	Born	0.15
Mo1LucunMd000001	0	Walk	Stand1	0.15
Mo1LucunMd000001	0	Walk	Stand2	0.15
Mo1LucunMd000001	0	Walk	Stand3	0.15
Mo1LucunMd000001	0	Walk	Death	0.15
Mo1LucunMd000001	0	Walk	Standchange	0.15
Mo1LucunMd000001	0	Walk	Run	0.15
Mo1LucunMd000001	0	Walk	Walk	0.15
Mo1LucunMd000001	0	Walk	Runb	0.15
Mo1LucunMd000001	0	Walk	Runl	0.15
Mo1LucunMd000001	0	Walk	Runr	0.15
Mo1LucunMd000001	0	Walk	Walkb	0.15
Mo1LucunMd000001	0	Walk	Walkl	0.15
Mo1LucunMd000001	0	Walk	Walkr	0.15
Mo1LucunMd000001	0	Walk	TurnLeft	0.15
Mo1LucunMd000001	0	Walk	TurnRight	0.15
Mo1LucunMd000001	0	Walk	Move1	0.15
Mo1LucunMd000001	0	Walk	Move2	0.15
Mo1LucunMd000001	0	Walk	Move3	0.15
Mo1LucunMd000001	0	Walk	RunStart	0.15
Mo1LucunMd000001	0	Walk	RunStartEnd01	0.15
Mo1LucunMd000001	0	Walk	Hit1	0.15
Mo1LucunMd000001	0	Walk	Hit2	0.15
Mo1LucunMd000001	0	Walk	Hit3	0.15
Mo1LucunMd000001	0	Walk	Hit4	0.15
Mo1LucunMd000001	0	Walk	Behitfly	0.15
Mo1LucunMd000001	0	Walk	Hoverhit	0.15
Mo1LucunMd000001	0	Walk	Falldown	0.15
Mo1LucunMd000001	0	Walk	Hitdown	0.15
Mo1LucunMd000001	0	Walk	Lieonfloor	0.15
Mo1LucunMd000001	0	Walk	Standup	0.15
Mo1LucunMd000001	0	Walk	Straight	0.15
Mo1LucunMd000001	0	Walk	Stun	0.15
Mo1LucunMd000001	0	Walk	StraightBefore	0.15
Mo1LucunMd000001	0	Walk	StraightAfter	0.15
Mo1LucunMd000001	0	Walk	Win	0.15
Mo1LucunMd000001	0	Walk	Win2	0.15
Mo1LucunMd000001	0	Walk	Stop	0.15
Mo1LucunMd000001	0	Walk	Fail	0.15
Mo1LucunMd000001	0	Walk	Save	0.15
Mo1LucunMd000001	0	Walk	Caught	0.15
Mo1LucunMd000001	0	Walk	Attack01	0.15
Mo1LucunMd000001	0	Walk	Attack02	0.15
Mo1LucunMd000001	0	Walk	Attack03	0.15
Mo1LucunMd000001	0	Walk	Attack04	0.15
Mo1LucunMd000001	0	Walk	Attack05	0.15
Mo1LucunMd000001	0	Walk	Attack06	0.15
Mo1LucunMd000001	0	Walk	Attack07	0.15
Mo1LucunMd000001	0	Walk	Attack08	0.15
Mo1LucunMd000001	0	Walk	Attack09	0.15
Mo1LucunMd000001	0	Walk	Attack10	0.15
Mo1LucunMd000001	0	Walk	Attack11	0.15
Mo1LucunMd000001	0	Walk	Attack12	0.15
Mo1LucunMd000001	0	Walk	Attack13	0.15
Mo1LucunMd000001	0	Walk	Attack16	0.15
Mo1LucunMd000001	0	Walk	Attack17	0.15
Mo1LucunMd000001	0	Walk	Attack18	0.15
Mo1LucunMd000001	0	Walk	Attack19	0.15
Mo1LucunMd000001	0	Walk	Attack20	0.15
Mo1LucunMd000001	0	Walk	Attack21	0.15
Mo1LucunMd000001	0	Walk	Attack22	0.15
Mo1LucunMd000001	0	Walk	Attack23	0.15
Mo1LucunMd000001	0	Walk	Attack24	0.15
Mo1LucunMd000001	0	Runb	Born	0.15
Mo1LucunMd000001	0	Runb	Stand1	0.15
Mo1LucunMd000001	0	Runb	Stand2	0.15
Mo1LucunMd000001	0	Runb	Stand3	0.15
Mo1LucunMd000001	0	Runb	Death	0.15
Mo1LucunMd000001	0	Runb	Standchange	0.15
Mo1LucunMd000001	0	Runb	Run	0.15
Mo1LucunMd000001	0	Runb	Walk	0.15
Mo1LucunMd000001	0	Runb	Runb	0.15
Mo1LucunMd000001	0	Runb	Runl	0.15
Mo1LucunMd000001	0	Runb	Runr	0.15
Mo1LucunMd000001	0	Runb	Walkb	0.15
Mo1LucunMd000001	0	Runb	Walkl	0.15
Mo1LucunMd000001	0	Runb	Walkr	0.15
Mo1LucunMd000001	0	Runb	TurnLeft	0.15
Mo1LucunMd000001	0	Runb	TurnRight	0.15
Mo1LucunMd000001	0	Runb	Move1	0.15
Mo1LucunMd000001	0	Runb	Move2	0.15
Mo1LucunMd000001	0	Runb	Move3	0.15
Mo1LucunMd000001	0	Runb	RunStart	0.15
Mo1LucunMd000001	0	Runb	RunStartEnd01	0.15
Mo1LucunMd000001	0	Runb	Hit1	0.15
Mo1LucunMd000001	0	Runb	Hit2	0.15
Mo1LucunMd000001	0	Runb	Hit3	0.15
Mo1LucunMd000001	0	Runb	Hit4	0.15
Mo1LucunMd000001	0	Runb	Behitfly	0.15
Mo1LucunMd000001	0	Runb	Hoverhit	0.15
Mo1LucunMd000001	0	Runb	Falldown	0.15
Mo1LucunMd000001	0	Runb	Hitdown	0.15
Mo1LucunMd000001	0	Runb	Lieonfloor	0.15
Mo1LucunMd000001	0	Runb	Standup	0.15
Mo1LucunMd000001	0	Runb	Straight	0.15
Mo1LucunMd000001	0	Runb	Stun	0.15
Mo1LucunMd000001	0	Runb	StraightBefore	0.15
Mo1LucunMd000001	0	Runb	StraightAfter	0.15
Mo1LucunMd000001	0	Runb	Win	0.15
Mo1LucunMd000001	0	Runb	Win2	0.15
Mo1LucunMd000001	0	Runb	Stop	0.15
Mo1LucunMd000001	0	Runb	Fail	0.15
Mo1LucunMd000001	0	Runb	Save	0.15
Mo1LucunMd000001	0	Runb	Caught	0.15
Mo1LucunMd000001	0	Runb	Attack01	0.15
Mo1LucunMd000001	0	Runb	Attack02	0.15
Mo1LucunMd000001	0	Runb	Attack03	0.15
Mo1LucunMd000001	0	Runb	Attack04	0.15
Mo1LucunMd000001	0	Runb	Attack05	0.15
Mo1LucunMd000001	0	Runb	Attack06	0.15
Mo1LucunMd000001	0	Runb	Attack07	0.15
Mo1LucunMd000001	0	Runb	Attack08	0.15
Mo1LucunMd000001	0	Runb	Attack09	0.15
Mo1LucunMd000001	0	Runb	Attack10	0.15
Mo1LucunMd000001	0	Runb	Attack11	0.15
Mo1LucunMd000001	0	Runb	Attack12	0.15
Mo1LucunMd000001	0	Runb	Attack13	0.15
Mo1LucunMd000001	0	Runb	Attack16	0.15
Mo1LucunMd000001	0	Runb	Attack17	0.15
Mo1LucunMd000001	0	Runb	Attack18	0.15
Mo1LucunMd000001	0	Runb	Attack19	0.15
Mo1LucunMd000001	0	Runb	Attack20	0.15
Mo1LucunMd000001	0	Runb	Attack21	0.15
Mo1LucunMd000001	0	Runb	Attack22	0.15
Mo1LucunMd000001	0	Runb	Attack23	0.15
Mo1LucunMd000001	0	Runb	Attack24	0.15
Mo1LucunMd000001	0	Runl	Born	0.15
Mo1LucunMd000001	0	Runl	Stand1	0.15
Mo1LucunMd000001	0	Runl	Stand2	0.15
Mo1LucunMd000001	0	Runl	Stand3	0.15
Mo1LucunMd000001	0	Runl	Death	0.15
Mo1LucunMd000001	0	Runl	Standchange	0.15
Mo1LucunMd000001	0	Runl	Run	0.15
Mo1LucunMd000001	0	Runl	Walk	0.15
Mo1LucunMd000001	0	Runl	Runb	0.15
Mo1LucunMd000001	0	Runl	Runl	0.15
