Id	SendName	Title	Content	ValidTime	RewardIds[1]	RewardIds[2]	RewardIds[3]	RewardIds[4]	RewardIds[5]	RewardIds[6]	RewardIds[7]	RewardIds[8]	RewardIds[9]	RewardIds[10]	RewardIds[11]	RewardIds[12]	RewardIds[13]	RewardIds[14]	RewardIds[15]	RewardIds[16]	RewardIds[17]	RewardIds[18]	RewardIds[19]	RewardIds[20]	RewardIds[21]	RewardIds[22]
19105	Babylonia Command	Ending: Eden Fest Round of 6	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19106	Babylonia Command	Ending: Eden Fest Round of 3	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19201	E-02 'Babylonia' Command	Festival Audition Notice Period	Dear Commandant, the voting results of the [Eden Festival] Opening Ceremony Round of 24 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19202	E-02 'Babylonia' Command	Notice Period: Round of 24	Dear Commandant, the voting results of the [Eden Festival] Pre-Ceremony Round of 12 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19203	E-02 'Babylonia' Command	Eden Festival Round of 18 First Half Has Ended	Dear Commandant, the voting results of the [Eden Festival] Post-Ceremony Round of 6 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19204	E-02 'Babylonia' Command	Notice Period: Round of 18 Second Half	Dear Commandant, the voting results of the [Eden Festival] Final Carnival Round of 3 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19205	Babylonia Command	Notice Period: Round of 6	Dear Commandant, the voting results of the [Eden Festival] Post-Ceremony Round of 6 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19206	Babylonia Command	Notice Period: Round of 3	Dear Commandant, the voting results of the [Eden Festival] Final Carnival Round of 3 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19301	E-02 'Babylonia' Command	Festival Audition Voting Reminder	Dear Commandant, the voting for [Eden Festival] Opening Ceremony Round of 24 has already started. Go to the activity screen and vote for your favorite contestant!	604800																						
19302	E-02 'Babylonia' Command	Eden Festival Round of 24 Begins	Dear Commandant, the voting for [Eden Festival] Pre-Ceremony Round of 12 has already started. Go to the activity screen and vote for your favorite contestant!	604800																						
19303	E-02 'Babylonia' Command	Eden Festival Round of 18 First Half Begins	Dear Commandant, the voting for [Eden Festival] Post-Ceremony Round of 6 has already started. Go to the activity screen and vote for your favorite contestant!	604800																						
19304	E-02 'Babylonia' Command	Eden Festival Round of 18 Second Half Begins	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 has already started. Go to the activity screen and vote for your favorite contestant!	604800																						
19305	Babylonia Command	Eden Festival Round of 6 Begins	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19306	Babylonia Command	Eden Festival Round of 3 Begins	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19401	E-02 'Babylonia' Command	Countdown: Festival Audition Voting	Dear Commandant, the voting for [Eden Festival] Opening Ceremony Round of 24 will end in 1 hour, after which you will not be able to vote. Go to the activity screen and vote for your favorite contestant!	604800																						
19402	E-02 'Babylonia' Command	Countdown: Eden Fest Round of 24	Dear Commandant, the voting for [Eden Festival] Pre-Ceremony Round of 12 will end in 1 hour, after which you will not be able to vote. Go to the activity screen and vote for your favorite contestant!	604800																						
19403	E-02 'Babylonia' Command	Countdown: Eden Fest Round of 18 First Half	Dear Commandant, the voting for [Eden Festival] Post-Ceremony Round of 6 will end in 1 hour, after which you will not be able to vote. Go to the activity screen and vote for your favorite contestant!	604800																						
19404	E-02 'Babylonia' Command	Countdown: Eden Fest Round of 18 Second Half	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end in 1 hour, after which you will not be able to vote. Go to the activity screen and vote for your favorite contestant!	604800																						
19405	Babylonia Command	Countdown: Eden Fest Round of 6	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19406	Babylonia Command	Countdown: Eden Fest Round of 3	Dear Commandant, the voting for [Eden Festival] Final Carnival Round of 3 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19501	Babylonia Command	Festival Audition Voting Final Reminder	Dear Commandant, the voting for [Eden Festival] Decreed Undercard Round of 27 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19502	Babylonia Command	Ending: Eden Fest Round of 24	Dear Commandant, the voting for [Eden Festival] The World Tour Round of 24 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19503	Babylonia Command	Ending: Eden Fest Round of 18	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (First Half) will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	259200																						
19504	Babylonia Command	Ending: Eden Fest Round of 18	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (Second Half) will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	259200																						
19505	Babylonia Command	Ending: Eden Fest Round of 6	Dear Commandant, the voting for [Eden Festival] Celebration Climax Round of 6 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19506	Babylonia Command	Ending: Eden Fest Round of 3	Dear Commandant, the voting for [Eden Festival] Curtain Call Nevermore Round of 3 will end at 20:00 (UTC) today, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19601	Babylonia Command	Festival Audition Notice Period	Dear Commandant, the voting results of the [Eden Festival] Decreed Undercard Round of 27 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19602	Babylonia Command	Notice Period: Round of 24	Dear Commandant, the voting results of the [Eden Festival] The World Tour Round of 24 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19603	Babylonia Command	Eden Festival Round of 18 First Half Has Ended	Dear Commandant, the voting results of the [Eden Festival] The Big Comeback Round of 18 (First Half) have come out. Enter the Festival screen to check the status of each contestant.	259200																						
19604	Babylonia Command	Notice Period: Round of 18 Second Half	Dear Commandant, the voting results of the [Eden Festival] The Big Comeback Round of 18 (Second Half) have come out. Enter the Festival screen to check the status of each contestant.	259200																						
19605	Babylonia Command	Notice Period: Round of 6	Dear Commandant, the voting results of the [Eden Festival] Celebration Climax Round of 6 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19606	Babylonia Command	Notice Period: Round of 3	Dear Commandant, the voting results of the [Eden Festival] Curtain Call Nevermore Round of 3 have come out. Enter the Festival screen to check the status of each contestant.	604800																						
19701	Babylonia Command	Festival Audition Voting Reminder	Dear Commandant, the voting for [Eden Festival] Decreed Undercard Round of 27 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19702	Babylonia Command	Eden Festival Round of 24 Begins	Dear Commandant, the voting for [Eden Festival] The World Tour Round of 24 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19703	Babylonia Command	Eden Festival Round of 18 First Half Begins	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (First Half) has already started. Go to the event interface to vote for your favorite contestant!	259200																						
19704	Babylonia Command	Eden Festival Round of 18 Second Half Begins	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (Second Half) has already started. Go to the event interface to vote for your favorite contestant!	259200																						
19705	Babylonia Command	Eden Festival Round of 6 Begins	Dear Commandant, the voting for [Eden Festival] Celebration Climax Round of 6 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19706	Babylonia Command	Eden Festival Round of 3 Begins	Dear Commandant, the voting for [Eden Festival] Curtain Call Nevermore Round of 3 has already started. Go to the event interface to vote for your favorite contestant!	604800																						
19801	Babylonia Command	Countdown: Festival Audition Voting	Dear Commandant, the voting for [Eden Festival] Decreed Undercard Round of 27 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19802	Babylonia Command	Countdown: Eden Fest Round of 24	Dear Commandant, the voting for [Eden Festival] The World Tour Round of 24 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19803	Babylonia Command	Countdown: Eden Fest Round of 18 First Half	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (First Half) will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	259200																						
19804	Babylonia Command	Countdown: Eden Fest Round of 18 Second Half	Dear Commandant, the voting for [Eden Festival] The Big Comeback Round of 18 (Second Half) will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	259200																						
19805	Babylonia Command	Countdown: Eden Fest Round of 6	Dear Commandant, the voting for [Eden Festival] Celebration Climax Round of 6 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
19806	Babylonia Command	Countdown: Eden Fest Round of 3	Dear Commandant, the voting for [Eden Festival] Curtain Call Nevermore Round of 3 will end in 1 hour, after which you will not be able to vote. Go to the event interface to vote for your favorite contestant!	604800																						
20000	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200000	200001	200002																			
20001	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200010	200011	200012																			
20002	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200020	200021	200022																			
20003	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200030	200031	200032																			
20004	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200040	200041	200042																			
20005	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200050	200051	200052																			
20006	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200060	200061	200062																			
20007	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200070	200071	200072																			
20008	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200080	200081	200082																			
20009	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200090	200091	200092																			
20010	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200100	200101	200102																			
20011	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200110	200111	200112																			
20012	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200120	200121	200122																			
20013	E-02 'Babylonia' Quartermaster	Lemegeton Reward	Here is your reward for this Lemegeton event. Every battle brings us closer to Eden's return!	604800	200130	200131	200132																			
21001	E-02 'Babylonia' Command	High-risk D-Zone, Area 3 Now Open	Dear Commandant, Special Dispatch - White Dawn [Mysterious Twins] blocks will be available from 16:00 to 21:00 (UTC+0) today. Check it out on the event screen.	604800																						
21002	E-02 'Babylonia' Command	High-risk D-Zone, Area 3 is open	Dear Commandant, Special Dispatch - White Dawn [Mysterious Twins] is now available. We've thus sent you 120 Special Serum. [Mysterious Twins] is available from 16:00 to 21:00 (UTC+0) today. Check it out on the event screen.	604800	190001																					
21003	E-02 'Babylonia' Command	High-risk D-Zone, Area 3 Progress	Dear Commandant, Special Dispatch - White Dawn [Mysterious Twins] is now 50% cleared. We've thus sent you 120 Special Serum. [Mysterious Twins] is available from 16:00 to 21:00 (UTC+0) today. Check it out on the event screen.	604800	190001																					
21004	E-02 'Babylonia' Command	High-risk D-Zone, Area 3 Cleared	Dear Commandant, Special Dispatch - White Dawn [Mysterious Twins] has been completely cleared. Claim Server Reward on the event screen.	604800																						
21005	E-02 'Babylonia' Command	High-risk D-Zone, Area 4 Now Open	Dear Commandant, Special Dispatch - White Dawn [Data Cluster] blocks will be available from 10:00 to 21:00 (UTC+0) today. Check it out on the event screen.	604800																						
21006	E-02 'Babylonia' Command	High-risk D-Zone, Area 4 is open	Dear Commandant, Special Dispatch - White Dawn [Data Cluster] is now available. We've thus sent you 120 Special Serum. [Data Cluster] is available from 10:00 to 21:00 (UTC+0) today. Check it out on the event screen. Note: [Data Cluster] has a Damage Resistance Shield. Clear the Amplification Areas around it and reach Amplification Lv.7 to get the resistance buff.	604800	190001																					
21007	E-02 'Babylonia' Command	High-risk D-Zone, Area 4 Progress	Dear Commandant, Special Dispatch - White Dawn [Data Cluster] is now 50% cleared. We've thus sent you 120 Special Serum. [Data Cluster] is available from 10:00 to 21:00 (UTC+0) today. Check it out on the event screen. Note: [Data Cluster] has a Damage Resistance Shield. Clear the Amplification Areas around it and reach Amplification Lv.7 to get the resistance buff.	604800	190001																					
21008	E-02 'Babylonia' Command	High-risk D-Zone, Area 4 Cleared	Dear Commandant, Special Dispatch - White Dawn [Data Cluster] has been completely cleared. Claim Server Reward on the event screen.	604800																						
21009	E-02 'Babylonia' Command	Special DA 1 "Fallen City" Unlocked	Dear Commandant, Special Dispatch - White Dawn Area 1 [Fallen City] is now available. Check it out on the event screen.	604800																						
21010	E-02 'Babylonia' Command	Special DA 2 "Lost Train" Unlocked	Dear Commandant, Special Dispatch - White Dawn Area 2 [Lost Train] is now available. Check it out on the event screen.	604800																						
21011	E-02 'Babylonia' Command	Special DA 3 "Temple of Gods" Unlocked	Dear Commandant, Special Dispatch - White Dawn Area 3 [Temple of Gods] is now available. Check it out on the event screen.	604800																						
21012	E-02 'Babylonia' Command	Special DA 4 "Memory Turbulence" Unlocked	Dear Commandant, Special Dispatch - White Dawn Area 4 [Memory Turbulence] is now available. Check it out on the event screen.	604800																						
30000	E-02 'Babylonia' Command	Bronze Feather Reward	You have received a reward for your achievement as a Bronze Feather Hunter!	604800	30000																					
30001	E-02 'Babylonia' Command	Silver Feather Reward	You have received a reward for your achievement as a Silver Feather Hunter!	604800	30001																					
30002	E-02 'Babylonia' Command	Gold Feather Hunter	You have received a reward for your achievement as a Gold Feather Hunter!	604800	30002																					
30003	E-02 'Babylonia' Command	Raven Feather Hunter	You have received a reward for your achievement as a Raven Feather Hunter!	604800	30003																					
40001	E-02 'Babylonia' Command	Command Bureau Notification	Dear Commandant, your Command Bureau application has been approved. Tap the Command Bureau button to enter your Command Bureau now.	604800																						
40002	Command Bureau Management Center	Wish Notice	Dear Commandant, you have received a gift for the wish you published in the Command Bureau.	604800																						
40003	Command Bureau Management Center	Command Bureau Benefit	Dear Commandant, the supplies your Command Bureau purchased have arrived.	604800																						
40004	Command Bureau Management Center	Impeachment Failed	Dear Commandant, your impeachment effort failed due to certain reasons. The impeachment fee is hereby returned to you.	604800																						
40005	Command Bureau Management Center	Impeachment Compensation	Dear Commandant, you have been impeached as the chief of the Command Bureau for staying offline too long. The bureau establishment fee is hereby returned to you.	604800																						
40006	Command Bureau Management Center	Simulated Siege Rewards	Dear Commandant, thank you for your effort in the last round of Simulated Siege. Here are your rewards from Babylonia.	604800	30004																					
40007	Command Bureau Management Center	Simulated Siege Rewards	Dear Commandant, thank you for your effort in the last round of Simulated Siege. Here are your rewards from Babylonia.	604800	30005																					
40008	Command Bureau Management Center	Simulated Siege Rewards	Dear Commandant, thank you for your effort in the last round of Simulated Siege. Here are your rewards from Babylonia.	604800	30006																					
40009	Command Bureau Management Center	Simulated Siege Rewards	Dear Commandant, thank you for your effort in the last round of Simulated Siege. Here are your rewards from Babylonia.	604800	30007																					
40010	Command Bureau Management Center	Simulated Siege Rewards	Dear Commandant, thank you for your effort in the last round of Simulated Siege. Here are your rewards from Babylonia.	604800	30008																					
40011	Command Bureau Management Center	Mandatory Name Change Notice	Dear Commandant, one or more inappropriate words were detected in your Command Bureau name and we had to change it. You have a free name change opportunity. Please go to Command Bureau and create a new name.	604800																						
40012	Command Bureau Management Center	Chief Impeachment Hint	Dear Commandant, you are receiving this mail because your Chief has been successfully impeached by other commandants after not being online for a long time.	604800																						
90000	E-02 'Babylonia' Quartermaster	1 per day for 5 days	Here are your Novice Supply Pack rewards. You will receive one reward per day over 5 days.	2592000	900000	900001	900002	900003																		
90001	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Here are your A-Rank Construct Coating Black Card Supply Pack rewards. You will receive one reward per day over 10 days.	2592000	900010																					
90002	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Here are your Daily Coating Ticket Supply Pack rewards. You will receive one reward per day over 10 days.	2592000	900020																					
90003	E-02 'Babylonia' Quartermaster	1 per day for 7 days	Here are your Weapon Enhance Wk Card rewards. You will receive one reward per day over 7 days.	2592000	900030	900031	900032																			
90004	E-02 'Babylonia' Quartermaster	1 per day for 7 days	Here are your Memory Enhance Wk Card rewards. You will receive one reward per day over 7 days.	2592000	900040	900041	900042																			
90005	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Here are your Construct 10x R&D Pack rewards. You will receive one reward per day over 10 days.	2592000	900050																					
90051	E-02 'Babylonia' Quartermaster	1 per day for 30 days	Here are your Serum Supply Pack rewards. You will receive one reward per day over 30 days.	2592000	900051	900052	900053																			
90052	E-02 'Babylonia' Quartermaster	1 per day for 7 days	Here are your Serum Supply Pack rewards. You will receive one reward per day over 7 days.	2592000	900520	900521																				
90053	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Collaboration Preview R&D Ticket Pack. You will receive one reward per day over 10 days.	2592000	900530																					
90054	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Combat Unit Booster Research Gift Box. You will receive one reward per day over 10 days.	2592000	900540																					
90055	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Combat Unit Booster Research Weekly Card. You will receive one reward per day over a period of 10 days.	2592000	900550	900551	900552																			
90056	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased a Characters Bundle of Inscription of Labyrinth. You will receive one reward per day over 30 days.	2592000	900560	900561	900562																			
90057	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased The Last Spark Serum Weekly Card. You will receive one reward per day over a period of 30 days.	2592000	900570	900571	900572																			
90058	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased The Last Spark Specialty Serum Weekly Card. You will receive one reward per day over a period of 30 days.	2592000	900580	900581	900582																			
90059	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased an Ocean Secret Serum Weekly Card. You will receive one reward per day over a period of 30 days.	2592000	900590	900591	900592																			
90060	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased an Ocean Secret Specialty Serum Weekly Card. You will receive one reward per day over a period of 30 days.	2592000	900600	900601	900602																			
90061	Babylonia Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Brilliant Moon Pack. You will receive one reward per day over 10 days.	2592000	900610																					
90062	E-02 'Babylonia' Quartermaster	One per day for 30 days	Dear Commandant, you have purchased a Character Serum Monthly Card Bundle. You will receive one reward per day over a period of 30 days.	2592000	900620	900621																				
90063	E-02 'Babylonia' Quartermaster	One per day for 30 days	Dear Commandant, you have purchased a Weapon Research Monthly Card Bundle. You will receive one reward per day over a period of 30 days.	2592000	900630	900631																				
90064	E-02 'Babylonia' Quartermaster	1 per day for 7 days	Here are your Advanced Return to Frontline rewards. You will receive one reward per day over 7 days.	2592000	900640	900641	900642																			
90065	E-02 'Babylonia' Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Recitativo di Fantasia Limited-time Special Pack I. You will receive one reward per day over 10 days.	2592000	900650																					
90066	Babylonia Quartermaster	One per day for 30 days	Dear Commandant, you have purchased a Spring Echoes Bundle. You will receive one reward per day over a period of 30 days.	2592000	900660	900661	900662																			
90067	Babylonia Quartermaster	1 per day for 10 days	Dear Commandant, you have purchased a Bright Future Ahead Support Pack. You will receive one reward per day over 10 days.	2592000	900670																					
