Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
4010030	40693	5			
4010031	40693	6			
4010032	40693	6			
4010033	40693	6			
4010034	40693	6			
4010035	40693	6			
4010036	40693	6			
4010037	40693	7			
4010038	40693	7			
4010039	40693	7			
4010040	40693	7			
4010041	40693	7			
4010042	40693	7			
4010043	40693	8			
4010044	40693	8			
4010045	40693	8			
4010046	40693	8			
4010047	40693	8			
4010048	40693	8			
4010049	40693	9			
4010050	40693	9			
4010051	40693	9			
4010052	40693	9			
4010053	40693	9			
4010054	40693	9			
4010055	40693	10			
4010056	40693	10			
4010057	40693	10			
4010058	40693	10			
4010059	40693	10			
4010060	40693	10			
4010061	40693	11			
4010062	40693	11			
4010063	40693	11			
4010064	40693	11			
4010065	40693	11			
4010066	40693	11			
4010067	40693	12			
4010068	40693	12			
4010069	40693	12			
4010070	40693	12			
4010071	40693	12			
4010072	40693	12			
4010073	40693	13			
4010074	40693	13			
4010075	40693	13			
4010076	40693	13			
4010077	40693	13			
4010078	40693	13			
4010079	40693	14			
4010080	40693	14			
4010081	40693	14			
4010082	40693	14			
4010083	40693	14			
4010084	40693	14			
4010085	40693	15			
4010086	40693	15			
4010087	40693	15			
4010088	40693	15			
4010089	40693	15			
4010090	40693	15			
4010091	40693	16			
4010092	40693	16			
4010093	40693	16			
4010094	40693	16			
4010095	40693	16			
4010096	40693	16			
4010097	40693	17			
4010098	40693	17			
4010099	40693	17			
4010100	40693	17			
4010101	40693	17			
4010102	40693	17			
4010103	40693	18			
4010104	40693	18			
4010105	40693	18			
4010106	40693	18			
4010107	40693	18			
4010108	40693	18			
4011001	40691	1			
4011002	40691	1			
4011003	40691	1			
4011004	40691	2			
4011005	40691	2			
4011006	40691	3			
4011007	40691	4			
4011008	40691	4			
4011009	40691	4			
4011010	40691	5			
4011011	40691	5			
4011012	40691	6			
4011013	40691	7			
4011014	40691	7			
4011015	40691	7			
4011016	40691	8			
4011017	40691	8			
4011018	40691	9			
4011019	40691	10			
4011020	40691	10			
4011021	40691	10			
4011022	40691	11			
4011023	40691	11			
4011024	40691	12			
4011025	40691	13			
4011026	40691	13			
4011027	40691	13			
4011028	40691	14			
4011029	40691	14			
4011030	40691	15			
4011031	40691	16			
4011032	40691	16			
4011033	40691	16			
4011034	40691	17			
4011035	40691	17			
4011036	40691	18			
4011037	40691	19			
4011038	40691	19			
4011039	40691	19			
4011040	40692	10			
4011041	40692	10			
4011042	40692	11			
4011043	40692	11			
4011044	40692	11			
4011045	40692	11			
4011046	40692	12			
4011047	40692	12			
4011048	40692	13			
4011049	40692	13			
4011050	40692	13			
4011051	40692	13			
4011052	40692	14			
4011053	40692	14			
4011054	40692	15			
4011055	40692	15			
4011056	40692	15			
4011057	40692	15			
4011058	40692	16			
4011059	40692	16			
4011060	40692	17			
4011061	40692	17			
4011062	40692	17			
4011063	40692	17			
4011064	40692	18			
4011065	40692	18			
4011066	40692	19			
4011067	40692	19			
4011068	40692	19			
4011069	40692	19			
4011070	40692	20			
4011071	40692	20			
4011072	40692	21			
4011073	40692	21			
4011074	40692	21			
4011075	40692	21			
4011076	40692	22			
4011077	40692	22			
4011078	40692	23			
4011079	40692	23			
4011080	40692	23			
4011081	40692	23			
4011082	40692	24			
4011083	40692	24			
4011084	40692	25			
4011085	40692	25			
4011086	40692	25			
4011087	40692	25			
4011088	40692	26			
4011089	40692	26			
4011090	40692	27			
4011091	40692	27			
4011092	40692	27			
4011093	40692	27			
4011094	40692	28			
4011095	40692	28			
4011096	40692	29			
4011097	40692	29			
4011098	40692	29			
4011099	40692	29			
4011100	40692	30			
4011101	40692	30			
4011102	40692	31			
4011103	40692	31			
4011104	40692	31			
4011105	40692	31			
4011106	40692	32			
4011107	40692	32			
4011108	40692	33			
40	9090001	1			
41	50000	500			
42	12	20			
43	1	100000			
60	6510104	1			
100	50000	200			
101	50000	300			
200	40684	2			
201	30014	1			
202	90040	4			
210	40800	1			
211	90002	1			
212	10062	1			
213	40803	1			
214	90030	1			
215	1	100000			
216	40802	1			
217	90002	1			
218	10063	1			
5200000	9090008	1			
5200010	9090009	1			
5200020	9090010	1			
5200030	9090011	1			
5200040	9090012	1			
5200050	9090013	1			
5200100	50000	1000			
180010	201	5			
180020	201	4			
180030	201	3			
180040	201	2			
180050	201	1			
180060	201	1			
180011	3	150			
180021	3	125			
180031	3	100			
180041	3	75			
180051	3	50			
180061	3	25			
180012	70002	12			
180022	70002	12			
180032	70002	12			
180042	70002	12			
180052	70002	12			
180062	70002	12			
180013	70001	72			
180023	70001	72			
180033	70001	72			
180043	70001	72			
180053	70001	72			
180063	70001	72			
190001	62901	120			
5200101	4	30			
5200102	4	30			
5200103	29	50			
5200104	70002	5			
5200105	70001	30			
5200106	17050101	1			
13000011	90016	1			
13000050	4	30			
13000051	1	10000			
13000052	3914001	10			
13000060	4	30			
13000061	1	10000			
13000062	2994001	10			
13000070	50003	250			
13000080	30013	5			
13000081	2994001	10			
13000082	3914001	10			
13000083	1	500000			
13000090	4	30			
13000091	1	10000			
13000092	2994001	10			
13000100	4	100			
13000101	1	110000			
13000110	50001	500			
13000120	50003	500			
13000121	40100	1			
13000122	30013	1			
13000130	50005	500			
13000131	30013	1			
13000132	1	10000			
13000133	50005	250			
13000134	40602	5			
13000135	50007	250			
13000181	3	100			
13000182	90031	1			
13000183	1	100000			
13000191	50007	100			
13000192	70002	5			
13000201	3	50			
13000202	90031	1			
13000203	1	50000			
13000211	50007	100			
13000212	60001	5			
13000213	50003	500			
13000214	3	50			
13000215	90031	1			
13000216	90032	1			
13000217	62503	500			
13000281	4	30			
13000291	40693	5			
13000301	1	10000			
13000311	31204	1			
13000321	31104	1			
13000331	1	10000			
13000341	40693	5			
13000351	50005	50			
13000361	50005	50			
13000362	90030	1			
13000363	1	50000			
13000371	3	100			
13000372	90030	2			
13000373	40301	20			
13000381	50005	125			
13000382	90030	2			
13000383	1	100000			
13000384	50005	250			
13000385	90032	1			
13000386	50003	60			
13000387	50009	50			
13000388	4	30			
13000389	50005	150			
13000390	40693	2			
13000391	28	30			
13000392	31104	5			
13000393	31204	5			
13000394	90030	1			
13000395	40693	10			
13000396	50003	50			
13000397	50005	50			
13000398	1	50000			
13000399	50000	50			
13000400	3	150			
13000401	90030	2			
13000402	31204	5			
13000403	50005	150			
13000404	90030	2			
13000410	3	50			
13000420	50000	50			
13000430	50000	50			
13000431	31204	10			
13000432	1	100000			
13000440	50001	50			
13000441	31104	10			
13000442	1	150000			
13000450	50003	50			
13000451	30013	5			
13000452	1	200000			
13000460	50005	50			
13000461	31104	5			
13000462	31204	5			
13000463	30013	5			
13000464	1	50000			
13000470	50000	250			
13000471	90032	1			
13000480	50000	750			
13000481	90030	1			
13000482	50005	250			
13000483	90032	1			
13000484	50005	250			
13000485	50003	250			
13000486	50009	250			
13000487	50005	50			
13000488	50005	250			
13000489	50005	250			
13000490	90030	2			
13000491	1	100000			
13000492	50005	50			
13000493	50003	50			
13000494	1	10000			
13000495	31204	5			
13000496	1	50000			
13000497	30013	5			
13000498	1	100000			
13000499	90031	3			
13000500	50000	300			
13000501	3	750			
13000502	50005	250			
13000503	50005	250			
13000504	90030	2			
13000505	1	100000
110	40104	8			
111	40100	8			
112	30013	3			
113	1	20000			
14000001	12	6			
140000020	50003	250			
140000021	3924001	4	1	0	
140000022	2994001	4	1	0	
140000030	90032	3			
140000031	2994001	3			
140000032	3914001	3			
140000033	1	20000			
140000034	90032	3			
140000035	1	10000			
140000036	2994001	3			
140000037	3914001	3			
140000038	60002	2			
140000039	60001	4			
140000040	1	30000			
140000050	90031	2			
140000051	31204	3			
140000052	31104	3			
140000053	1	30000			
140000054	90031	1			
140000060	3	100			
140000061	90031	1			
140000070	90032	3			
140000071	29	30			
140000072	31203	3			
140000073	31103	3			
140000080	50000	250			
140000081	1	10000			
140000090	90031	1			
140000091	31203	3			
140000092	31103	3			
140000093	1	30000			
140000100	50003	250			
140000101	30012	2			
140000102	12	2			
140000110	50005	100			
140000111	90031	1			
140000112	31103	4			
140000113	31203	4			
140000120	50000	250			
140000121	1	10000			
140000130	50007	250			
140000140	90031	1			
140000150	90031	1			
140000151	31203	3			
140000152	31103	3			
140000153	1	30000			
140000160	50005	100			
140000161	90031	1			
140000162	31103	4			
140000163	31203	4			
140000170	50009	250			
140000171	30113	3			
140000172	40301	5			
140000180	62503	500			
140000181	90031	1			
140000182	90032	1			
140000190	50005	250			
140000191	90031	1			
140000200	50005	125			
140000201	90031	2			
140000202	1	100000			
140000210	50005	50			
140000211	90031	1			
140000212	1	50000			
140000220	50005	125			
140000221	90031	2			
140000222	1	100000			
140000230	50005	50			
140000231	90031	1			
140000232	1	50000			
140000240	50005	250			
140000250	50005	50			
140000251	90031	2			
140000260	50003	90			
140000261	96004	1			
140000270	3	100			
140000271	90031	1			
140000272	40301	20			
140000280	50003	250			
140000290	90031	2			
140000291	31204	5			
140000292	1	100000			
140000293	90032	1			
140000294	40693	5			
140000295	1	10000			
140000296	31204	1			
140000297	31104	1			
140000298	1	10000			
140000299	40693	5			
140000300	50005	50			
140000301	50005	250			
140000302	3	75			
140000303	90031	1			
140000304	1	50000			
140000305	50005	90
140000630	3	750			
140000640	3	75			
140000641	90030	1			
140000642	1	50000			
140000650	50005	250			
140000660	50005	250			
140000661	90030	2			
140000662	1	100000			
140000670	30013	1			
140000671	31204	1			
140000740	50003	50			
140000741	31104	5			
140000750	50005	100			
140000751	31204	5			
140000760	50003	50			
140000761	1	5000
140000770	50005	90
140000780	50005	250			
140000790	3	750			
140000800	50005	250			
140000801	90030	2			
140000802	1	100000
140000810	50005	250			
140000820	3	100			
140000821	90030	2			
140000830	50005	250			
140000831	90030	2			
