GroupId	CharacterId	Name	Icon	BackGroundImage	ActivityTimeId	ActivityCondition[1]	ActivityCondition[2]	ActivityCondition[3]	ActivityCondition[4]	OpenCondition[1]	OpenCondition[2]	OpenCondition[3]	OpenCondition[4]	PrefabName
1221002	1221002	XXI	Assets/Product/Texture/Image/RoleCharacter/21haoNormal01.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassA.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1131003	1131003	Garnet	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1541003	1541003	Flambeau	Assets/Product/Texture/Image/RoleCharacter/LuolanNormal03.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png						8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1031004	1031004	Empyrea	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1531004	1531004	Capriccio	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png		774500								Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1551003	1551003	Dragontoll	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png		774500				8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1201003	1201003	A2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadATwo1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1181003	1181003	2B	Assets/Product/Texture/Image/RoleCharacter/RoleHeadTwob1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1191003	1191003	9S	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNines1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png										Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1051004	1051004	Starfarer	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png		774500								Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1561003	1561003	Starveil	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	8003	774500				8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1071004	1071004	Scire	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	9003	774500								Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1571003	1571003	Arca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	10109	774500				8005				Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
1041004	1041004	Stigmata	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Bianka1.png	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterClassS.png	11906	100000								Assets/Product/Ui/ComponentPrefab/PracticeCharacterDetail/FubenPracticeMainline.prefab
