Id	PassportId	Level	RewardId	IsPrimeReward
433	8	53	832002	
434	8	54	832003	
435	8	55	832004	
436	8	56	832005	
437	8	57	832006	
438	8	58	832007	
439	8	59	832008	
440	8	60	832009	
441	8	61	832010	
442	8	62	832011	
443	8	63	832012	
444	8	64	832013	
445	8	65	832014	
446	8	66	832015	
447	8	67	832016	
448	8	68	832017	
449	8	69	832018	
450	8	70	832019	
451	8	71	832020	
452	8	72	832021	
453	8	73	832022	
454	8	74	832023	
455	8	75	832024	
456	8	76	832025	
457	8	77	832026	
458	8	78	832027	
459	8	79	832028	
460	8	80	832029	
461	9	1	823000	
462	9	2	823001	
463	9	3	833000	
464	9	4	833039	
465	9	5	833034	
466	9	6	823005	
467	9	7	823006	
468	9	8	823007	
469	9	9	823008	
470	9	10	823009	1
471	9	11	823010	
472	9	12	823011	
473	9	13	833001	
474	9	14	833040	
475	9	15	833035	
476	9	16	823015	
477	9	17	823016	
478	9	18	823017	
479	9	19	823018	
480	9	20	823019	1
481	9	21	823020	
482	9	22	823021	
483	9	23	833002	
484	9	24	833041	
485	9	25	833036	
486	9	26	823025	
487	9	27	823026	
488	9	28	823027	
489	9	29	823028	
490	9	30	823029	1
491	9	31	823030	
492	9	32	823031	
493	9	33	833042	
494	9	34	833037	
495	9	35	823034	
496	9	36	823035	
497	9	37	823036	
498	9	38	823037	
499	9	39	823038	
500	9	40	833003	1
501	9	41	823040	
502	9	42	823041	
503	9	43	833043	
504	9	44	833038	
505	9	45	823044	
506	9	46	823045	
507	9	47	823046	
508	9	48	823047	
509	9	49	823048	
510	9	50	823049	1
511	9	51	833004	
512	9	52	833005	
513	9	53	833006	
514	9	54	833007	
515	9	55	833008	
516	9	56	833009	
517	9	57	833010	
518	9	58	833011	
519	9	59	833012	
520	9	60	833013	
521	9	61	833014	
522	9	62	833015	
523	9	63	833016	
524	9	64	833017	
525	9	65	833018	
526	9	66	833019	
527	9	67	833020	
528	9	68	833021	
529	9	69	833022	
530	9	70	833023	
531	9	71	833024	
532	9	72	833025	
533	9	73	833026	
534	9	74	833027	
535	9	75	833028	
536	9	76	833029	
537	9	77	833030	
538	9	78	833031	
539	9	79	833032	
540	9	80	833033	
541	10	1	821000	
542	10	2	821001	
543	10	3	821002	
544	10	4	821003	
545	10	5	821004	
546	10	6	821005	
547	10	7	821006	
548	10	8	831025	
549	10	9	831000	
550	10	10	821009	1
551	10	11	821010	
552	10	12	821011	
553	10	13	821012	
554	10	14	831030	
555	10	15	831031	
556	10	16	821015	
557	10	17	821016	
558	10	18	821017	
559	10	19	831026	
560	10	20	821019	1
561	10	21	821020	
562	10	22	821021	
563	10	23	821022	
564	10	24	821023	
565	10	25	821024	
566	10	26	821025	
567	10	27	821026	
568	10	28	831027	
569	10	29	831002	
570	10	30	821029	1
571	10	31	821030	
572	10	32	821031	
573	10	33	821032	
574	10	34	831032	
575	10	35	831033	
576	10	36	821035	
577	10	37	821036	
578	10	38	821037	
579	10	39	831028	
580	10	40	821039	1
581	10	41	821040	
582	10	42	821041	
583	10	43	821042	
584	10	44	821043	
585	10	45	821044	
586	10	46	821045	
587	10	47	821046	
588	10	48	831029	
589	10	49	831004	
590	10	50	821049	1
591	10	51	831005	
592	10	52	831006	
593	10	53	831007	
594	10	54	831008	
595	10	55	831009	
596	10	56	831010	
597	10	57	831011	
598	10	58	831012	
599	10	59	831013	
600	10	60	831014	
601	10	61	831015	
602	10	62	831016	
603	10	63	831017	
604	10	64	831018	
605	10	65	831019	
606	10	66	831020	
607	10	67	831021	
608	10	68	831022	
609	10	69	831023	
610	10	70	831024	
611	10	71		
612	10	72		
613	10	73		
614	10	74		
615	10	75		
616	10	76		
617	10	77		
618	10	78		
619	10	79		
620	10	80		
621	11	1	832030	
622	11	2	832031	
623	11	3	832032	
624	11	4	832033	
625	11	5	832034	
626	11	6	832035	
627	11	7	832036	
628	11	8	832037	
629	11	9	832038	
630	11	10	832039	1
631	11	11	832040	
632	11	12	832041	
633	11	13	832042	
634	11	14	832043	
635	11	15	832044	
636	11	16	832045	
637	11	17	832046	
638	11	18	832047	
639	11	19	832048	
640	11	20	832049	1
641	11	21	832050	
642	11	22	832051	
643	11	23	832052	
644	11	24	832053	
645	11	25	832054	
646	11	26	832055	
647	11	27	832056	
648	11	28	832057	
649	11	29	832058	
650	11	30	832059	1
651	11	31	832060	
652	11	32	832061	
653	11	33	832062	
654	11	34	832063	
655	11	35	832064	
656	11	36	832065	
657	11	37	832066	
658	11	38	832067	
659	11	39	832068	
660	11	40	832069	1
661	11	41	832070	
662	11	42	832071	
663	11	43	832072	
664	11	44	832073	
665	11	45	832074	
666	11	46	832075	
667	11	47	832076	
668	11	48	832077	
669	11	49	832078	
670	11	50	832079	1
671	11	51	832000	
672	11	52	832001	
673	11	53	832002	
674	11	54	832003	
675	11	55	832004	
676	11	56	832005	
677	11	57	832006	
678	11	58	832007	
679	11	59	832008	
680	11	60	832009	
681	11	61	832010	
682	11	62	832011	
683	11	63	832012	
684	11	64	832013	
685	11	65	832014	
686	11	66	832015	
687	11	67	832016	
688	11	68	832017	
689	11	69	832018	
690	11	70	832019	
691	11	71	832020	
692	11	72	832021	
693	11	73	832022	
694	11	74	832023	
695	11	75	832024	
696	11	76	832025	
697	11	77	832026	
698	11	78	832027	
699	11	79	832028	
700	11	80	832029	
701	12	1	823000	
702	12	2	823001	
703	12	3	833000	
704	12	4	833039	
705	12	5	833034	
706	12	6	823005	
707	12	7	823006	
708	12	8	823007	
709	12	9	823008	
710	12	10	823009	1
711	12	11	823010	
712	12	12	823011	
713	12	13	833001	
714	12	14	833040	
715	12	15	833035	
716	12	16	823015	
717	12	17	823016	
718	12	18	823017	
719	12	19	823018	
720	12	20	823019	1
721	12	21	823020	
722	12	22	823021	
723	12	23	833002	
724	12	24	833041	
725	12	25	833036	
726	12	26	823025	
727	12	27	823026	
728	12	28	823027	
729	12	29	823028	
730	12	30	823029	1
731	12	31	823030	
732	12	32	823031	
733	12	33	833042	
734	12	34	833037	
735	12	35	823034	
736	12	36	823035	
737	12	37	823036	
738	12	38	823037	
739	12	39	823038	
740	12	40	833044	1
741	12	41	823040	
742	12	42	823041	
743	12	43	833043	
744	12	44	833038	
745	12	45	823044	
746	12	46	823045	
747	12	47	823046	
748	12	48	823047	
749	12	49	823048	
750	12	50	823049	1
751	12	51	833004	
752	12	52	833005	
753	12	53	833006	
754	12	54	833007	
755	12	55	833008	
756	12	56	833009	
757	12	57	833010	
758	12	58	833011	
759	12	59	833012	
760	12	60	833013	
761	12	61	833014	
762	12	62	833015	
763	12	63	833016	
764	12	64	833017	
765	12	65	833018	
766	12	66	833019	
767	12	67	833020	
768	12	68	833021	
769	12	69	833022	
770	12	70	833023	
771	12	71	833024	
772	12	72	833025	
773	12	73	833026	
774	12	74	833027	
775	12	75	833028	
776	12	76	833029	
777	12	77	833030	
778	12	78	833031	
779	12	79	833032	
780	12	80	833033	
781	13	1	821000	
782	13	2	821001	
783	13	3	821002	
784	13	4	821003	
785	13	5	821004	
786	13	6	821005	
787	13	7	821006	
788	13	8	831025	
789	13	9	831000	
790	13	10	821009	1
791	13	11	821010	
792	13	12	821011	
793	13	13	821012	
794	13	14	831030	
795	13	15	831031	
796	13	16	821015	
797	13	17	821016	
798	13	18	821017	
799	13	19	831026	
800	13	20	821019	1
801	13	21	821020	
802	13	22	821021	
803	13	23	821022	
804	13	24	821023	
805	13	25	821024	
806	13	26	821025	
807	13	27	821026	
808	13	28	831027	
809	13	29	831002	
810	13	30	821029	1
811	13	31	821030	
812	13	32	821031	
813	13	33	821032	
814	13	34	831032	
815	13	35	831033	
816	13	36	821035	
817	13	37	821036	
818	13	38	821037	
819	13	39	831028	
820	13	40	821039	1
821	13	41	821040	
822	13	42	821041	
823	13	43	821042	
824	13	44	821043	
825	13	45	821044	
826	13	46	821045	
827	13	47	821046	
828	13	48	831029	
829	13	49	831004	
830	13	50	821049	1
831	13	51	831005	
832	13	52	831006	
833	13	53	831007	
834	13	54	831008	
835	13	55	831009	
836	13	56	831010	
837	13	57	831011	
838	13	58	831012	
839	13	59	831013	
840	13	60	831014	
841	13	61	831015	
842	13	62	831016	
843	13	63	831017	
844	13	64	831018	
845	13	65	831019	
846	13	66	831020	
847	13	67	831021	
848	13	68	831022	
849	13	69	831023	
850	13	70	831024	
851	13	71		
852	13	72		
853	13	73		
854	13	74		
855	13	75		
856	13	76		
857	13	77		
858	13	78		
859	13	79		
860	13	80		
861	14	1	832030	
862	14	2	832031	
863	14	3	832032	
864	14	4	832033	
865	14	5	832034	
866	14	6	832035	
867	14	7	832036	
868	14	8	832037	
869	14	9	832038	
870	14	10	832039	1
871	14	11	832040	
872	14	12	832041	
873	14	13	832042	
874	14	14	832043	
875	14	15	832044	
876	14	16	832045	
877	14	17	832046	
878	14	18	832047	
879	14	19	832048	
880	14	20	832049	1
881	14	21	832050	
882	14	22	832051	
883	14	23	832052	
884	14	24	832053	
885	14	25	832054	
886	14	26	832055	
887	14	27	832056	
888	14	28	832057	
889	14	29	832058	
890	14	30	832059	1
891	14	31	832060	
892	14	32	832061	
893	14	33	832062	
894	14	34	832063	
895	14	35	832064	
896	14	36	832065	
897	14	37	832066	
898	14	38	832067	
899	14	39	832068	
900	14	40	832069	1
901	14	41	832070	
902	14	42	832071	
903	14	43	832072	
904	14	44	832073	
905	14	45	832074	
906	14	46	832075	
907	14	47	832076	
908	14	48	832077	
909	14	49	832078	
910	14	50	832079	1
911	14	51	832000	
912	14	52	832001	
913	14	53	832002	
914	14	54	832003	
915	14	55	832004	
916	14	56	832005	
917	14	57	832006	
918	14	58	832007	
919	14	59	832008	
920	14	60	832009	
921	14	61	832010	
922	14	62	832011	
923	14	63	832012	
924	14	64	832013	
925	14	65	832014	
926	14	66	832015	
927	14	67	832016	
928	14	68	832017	
929	14	69	832018	
930	14	70	832019	
931	14	71	832020	
932	14	72	832021	
933	14	73	832022	
934	14	74	832023	
935	14	75	832024	
936	14	76	832025	
937	14	77	832026	
938	14	78	832027	
939	14	79	832028	
940	14	80	832029	
941	15	1	823000	
942	15	2	823001	
943	15	3	833000	
944	15	4	833039	
945	15	5	833034	
946	15	6	823005	
947	15	7	823006	
948	15	8	823007	
949	15	9	823008	
950	15	10	823009	1
951	15	11	823010	
952	15	12	823011	
953	15	13	833001	
954	15	14	833040	
955	15	15	833035	
956	15	16	823015	
957	15	17	823016	
958	15	18	823017	
959	15	19	823018	
960	15	20	823019	1
961	15	21	823020	
962	15	22	823021	
963	15	23	833002	
964	15	24	833041	
965	15	25	833036	
966	15	26	823025	
967	15	27	823026	
968	15	28	823027	
969	15	29	823028	
970	15	30	823029	1
971	15	31	823030	
972	15	32	823031	
973	15	33	833042	
974	15	34	833037	
975	15	35	823034	
976	15	36	823035	
977	15	37	823036	
978	15	38	823037	
979	15	39	823038	
980	15	40	833045	1
981	15	41	823040	
982	15	42	823041	
983	15	43	833043	
984	15	44	833038	
985	15	45	823044	
986	15	46	823045	
987	15	47	823046	
988	15	48	823047	
989	15	49	823048	
990	15	50	823049	1
991	15	51	833004	
992	15	52	833005	
993	15	53	833006	
994	15	54	833007	
995	15	55	833008	
996	15	56	833009	
997	15	57	833010	
998	15	58	833011	
999	15	59	833012	
1000	15	60	833013	
1001	15	61	833014	
1002	15	62	833015	
1003	15	63	833016	
1004	15	64	833017	
1005	15	65	833018	
1006	15	66	833019	
1007	15	67	833020	
1008	15	68	833021	
1009	15	69	833022	
1010	15	70	833023	
1011	15	71	833024	
1012	15	72	833025	
1013	15	73	833026	
1014	15	74	833027	
1015	15	75	833028	
1016	15	76	833029	
1017	15	77	833030	
1018	15	78	833031	
1019	15	79	833032	
1020	15	80	833033	
1021	16	1	821000	
1022	16	2	821001	
1023	16	3	821002	
1024	16	4	821003	
1025	16	5	821004	
1026	16	6	821005	
1027	16	7	821006	
1028	16	8	831025	
1029	16	9	831000	
1030	16	10	821009	1
1031	16	11	821010	
1032	16	12	821011	
1033	16	13	821012	
1034	16	14	831030	
1035	16	15	831031	
1036	16	16	821015	
1037	16	17	821016	
1038	16	18	821017	
1039	16	19	831026	
1040	16	20	821019	1
1041	16	21	821020	
1042	16	22	821021	
1043	16	23	821022	
1044	16	24	821023	
1045	16	25	821024	
1046	16	26	821025	
1047	16	27	821026	
1048	16	28	831027	
1049	16	29	831002	
1050	16	30	821029	1
1051	16	31	821030	
1052	16	32	821031	
1053	16	33	821032	
1054	16	34	831032	
1055	16	35	831033	
1056	16	36	821035	
1057	16	37	821036	
1058	16	38	821037	
1059	16	39	831028	
1060	16	40	821039	1
1061	16	41	821040	
1062	16	42	821041	
1063	16	43	821042	
1064	16	44	821043	
1065	16	45	821044	
1066	16	46	821045	
1067	16	47	821046	
1068	16	48	831029	
1069	16	49	831004	
1070	16	50	821049	1
1071	16	51	831005	
1072	16	52	831006	
1073	16	53	831007	
1074	16	54	831008	
1075	16	55	831009	
1076	16	56	831010	
1077	16	57	831011	
1078	16	58	831012	
1079	16	59	831013	
1080	16	60	831014	
1081	16	61	831015	
1082	16	62	831016	
1083	16	63	831017	
1084	16	64	831018	
1085	16	65	831019	
1086	16	66	831020	
1087	16	67	831021	
1088	16	68	831022	
1089	16	69	831023	
1090	16	70	831024	
1091	16	71		
1092	16	72		
1093	16	73		
1094	16	74		
1095	16	75		
1096	16	76		
1097	16	77		
1098	16	78		
1099	16	79		
1100	16	80		
1101	17	1	832030	
1102	17	2	832031	
1103	17	3	832032	
1104	17	4	832033	
1105	17	5	832034	
1106	17	6	832035	
1107	17	7	832036	
1108	17	8	832037	
1109	17	9	832038	
1110	17	10	832039	1
1111	17	11	832040	
1112	17	12	832041	
1113	17	13	832042	
1114	17	14	832043	
1115	17	15	832044	
1116	17	16	832045	
1117	17	17	832046	
1118	17	18	832047	
1119	17	19	832048	
1120	17	20	832049	1
1121	17	21	832050	
1122	17	22	832051	
1123	17	23	832052	
1124	17	24	832053	
1125	17	25	832054	
1126	17	26	832055	
1127	17	27	832056	
1128	17	28	832057	
1129	17	29	832058	
1130	17	30	832059	1
1131	17	31	832060	
1132	17	32	832061	
1133	17	33	832062	
1134	17	34	832063	
1135	17	35	832064	
1136	17	36	832065	
1137	17	37	832066	
1138	17	38	832067	
1139	17	39	832068	
1140	17	40	832069	1
1141	17	41	832070	
1142	17	42	832071	
1143	17	43	832072	
1144	17	44	832073	
1145	17	45	832074	
1146	17	46	832075	
1147	17	47	832076	
1148	17	48	832077	
1149	17	49	832078	
1150	17	50	832079	1
1151	17	51	832000	
1152	17	52	832001	
1153	17	53	832002	
1154	17	54	832003	
1155	17	55	832004	
1156	17	56	832005	
1157	17	57	832006	
1158	17	58	832007	
1159	17	59	832008	
1160	17	60	832009	
1161	17	61	832010	
1162	17	62	832011	
1163	17	63	832012	
1164	17	64	832013	
1165	17	65	832014	
1166	17	66	832015	
1167	17	67	832016	
1168	17	68	832017	
1169	17	69	832018	
1170	17	70	832019	
1171	17	71	832020	
1172	17	72	832021	
1173	17	73	832022	
1174	17	74	832023	
1175	17	75	832024	
1176	17	76	832025	
1177	17	77	832026	
1178	17	78	832027	
1179	17	79	832028	
1180	17	80	832029	
1181	18	1	823000	
1182	18	2	823001	
1183	18	3	833000	
1184	18	4	833039	
1185	18	5	833034	
1186	18	6	823005	
1187	18	7	823006	
1188	18	8	823007	
1189	18	9	823008	
1190	18	10	823009	1
1191	18	11	823010	
1192	18	12	823011	
1193	18	13	833001	
1194	18	14	833040	
1195	18	15	833035	
1196	18	16	823015	
1197	18	17	823016	
1198	18	18	823017	
1199	18	19	823018	
1200	18	20	823019	1
1201	18	21	823020	
1202	18	22	823021	
1203	18	23	833002	
1204	18	24	833041	
1205	18	25	833036	
1206	18	26	823025	
1207	18	27	823026	
1208	18	28	823027	
1209	18	29	823028	
1210	18	30	823029	1
1211	18	31	823030	
1212	18	32	823031	
1213	18	33	833042	
1214	18	34	833037	
1215	18	35	823034	
1216	18	36	823035	
1217	18	37	823036	
1218	18	38	823037	
1219	18	39	823038	
1220	18	40	833046	1
1221	18	41	823040	
1222	18	42	823041	
1223	18	43	833043	
1224	18	44	833038	
1225	18	45	823044	
1226	18	46	823045	
1227	18	47	823046	
1228	18	48	823047	
1229	18	49	823048	
1230	18	50	823049	1
1231	18	51	833004	
1232	18	52	833005	
1233	18	53	833006	
1234	18	54	833007	
1235	18	55	833008	
1236	18	56	833009	
1237	18	57	833010	
1238	18	58	833011	
1239	18	59	833012	
1240	18	60	833013	
1241	18	61	833014	
1242	18	62	833015	
1243	18	63	833016	
1244	18	64	833017	
1245	18	65	833018	
1246	18	66	833019	
1247	18	67	833020	
1248	18	68	833021	
1249	18	69	833022	
1250	18	70	833023	
1251	18	71	833024	
1252	18	72	833025	
1253	18	73	833026	
1254	18	74	833027	
1255	18	75	833028	
1256	18	76	833029	
1257	18	77	833030	
1258	18	78	833031	
1259	18	79	833032	
1260	18	80	833033	
1261	19	1	821000	
1262	19	2	821001	
1263	19	3	821002	
1264	19	4	821003	
1265	19	5	821004	
1266	19	6	821005	
1267	19	7	821006	
1268	19	8	831025	
1269	19	9	831000	
1270	19	10	821009	1
1271	19	11	821010	
1272	19	12	821011	
1273	19	13	821012	
1274	19	14	831030	
1275	19	15	831031	
1276	19	16	821015	
1277	19	17	821016	
1278	19	18	821017	
1279	19	19	831026	
1280	19	20	821019	1
1281	19	21	821020	
1282	19	22	821021	
1283	19	23	821022	
1284	19	24	821023	
1285	19	25	821024	
1286	19	26	821025	
1287	19	27	821026	
1288	19	28	831027	
1289	19	29	831002	
1290	19	30	821029	1
1291	19	31	821030	
1292	19	32	821031	
1293	19	33	821032	
1294	19	34	831032	
1295	19	35	831033	
1296	19	36	821035	
1297	19	37	821036	
1298	19	38	821037	
1299	19	39	831028	
1300	19	40	821039	1
1301	19	41	821040	
1302	19	42	821041	
1303	19	43	821042	
1304	19	44	821043	
1305	19	45	821044	
1306	19	46	821045	
1307	19	47	821046	
1308	19	48	831029	
1309	19	49	831004	
1310	19	50	821049	1
1311	19	51	831005	
1312	19	52	831006	
1313	19	53	831007	
1314	19	54	831008	
1315	19	55	831009	
1316	19	56	831010	
1317	19	57	831011	
1318	19	58	831012	
1319	19	59	831013	
1320	19	60	831014	
1321	19	61	831015	
1322	19	62	831016	
1323	19	63	831017	
1324	19	64	831018	
1325	19	65	831019	
1326	19	66	831020	
1327	19	67	831021	
1328	19	68	831022	
1329	19	69	831023	
1330	19	70	831024	
1331	19	71		
1332	19	72		
1333	19	73		
1334	19	74		
1335	19	75		
1336	19	76		
1337	19	77		
1338	19	78		
1339	19	79		
1340	19	80		
1341	20	1	833047	
1342	20	2	832031	
1343	20	3	832032	
1344	20	4	832033	
1345	20	5	833052	
1346	20	6	832035	
1347	20	7	832036	
1348	20	8	832037	
1349	20	9	832038	
1350	20	10	832039	1
1351	20	11	833048	
1352	20	12	832041	
1353	20	13	832042	
1354	20	14	832043	
1355	20	15	833053	
1356	20	16	832045	
1357	20	17	832046	
1358	20	18	832047	
1359	20	19	832048	
1360	20	20	832049	1
1361	20	21	833049	
1362	20	22	832051	
1363	20	23	832052	
