Id	NpcId	Level	AddScore	ShowLevel	AffixGroupId	AffixMaxCount	BuffIds[1]	BuffIds[2]	BuffIds[3]	BuffIds[4]	BuffIds[5]	BuffIds[6]	BuffIds[7]	BuffIds[8]	BuffIds[9]	HeadIcon	Name
1010222	90160	293	200	2	1010222	2	779461	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	Sentry Gun E
1020111	90210	263	50	1	1020111	2	779462	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener A
1020112	90250	216	100	2	1020112	2	779463	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV A
1020113	90330	337	150	3	1020113	2	779464	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy A
1020121	90170	242	50	1	1020121	2	779465	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BudaozheNormal01.png	Missionary B
1020122	90260	361	100	2	1020122	2	779466	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	Bio-Salamander B
1020123	93182	233	150	3	1020123	2	779467	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	Nalasr-E·b
1020131	90260	361	150	2	1020131	2	779468	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	Bio-Salamander C
1020132	93182	233	200	3	1020132	2	779469	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	Nalasr-E C
1020211	90210	262	150	1	1020211	2	779470	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener D
1020212	90250	216	200	2	1020212	2	779471	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV D
1020221	90360	331	150	2	1020221	2	779472	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	Deconstructor E
1020222	90380	428	200	3	1020222	2	779473	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	Construct E
1020231	90360	331	150	2	1020231	2	779474	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	Deconstructor F
1020232	90380	428	200	3	1020232	2	779475	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	Construct F
1030111	90610	362	50	1	1030111	2	779476	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	Hetero Repair Unit A
1030112	90470	414	100	2	1030112	2	779477	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic A
1030113	90600	752	150	3	1030113	2	779478	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit A
1030121	90610	362	50	1	1030121	2	779479	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	Hetero Repair Unit B
1030122	90470	414	100	2	1030122	2	779480	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic B
1030123	90600	752	150	3	1030123	2	779481	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit B
1030131	90610	362	150	1	1030131	2	779482	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	Hetero Repair Unit C
1030132	90470	414	200	2	1030132	2	779483	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic C
1030133	90600	752	250	3	1030133	2	779484	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit C
1030211	90610	362	150	1	1030211	2	779485	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	Hetero Repair Unit D
1030212	90470	414	200	2	1030212	2	779486	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic D
1030213	90620	751	250	3	1030213	2	779487	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	Hetero Fire Unit D
1030221	90610	362	150	1	1030221	2	779488	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	Hetero Repair Unit E
1030222	90470	414	200	2	1030222	2	779489	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic E
1030223	90620	751	250	3	1030223	2	779490	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	Hetero Fire Unit E
1030231	90470	414	150	1	1030231	2	779491	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic F
1030232	90600	752	200	2	1030232	2	779492	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit F
1030233	90390	261	250	4	1030233	2	779493	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	Harvester
1040111	90460	293	50	1	1040111	2	779494	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	Deep-sea Ambusher A
1040112	90370	391	100	2	1040112	2	779495	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer A
1040113	90340	391	150	3	1040113	2	779496	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	Royal Guard A
1040121	90460	293	50	1	1040121	2	779497	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	Deep-sea Ambusher B
1040122	90370	391	100	2	1040122	2	779498	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer B
1040123	90340	391	150	3	1040123	2	779499	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	Royal Guard B
1040131	90370	391	150	1	1040131	2	779500	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer C
1040132	90480	293	200	2	1040132	2	779501	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun C
1040141	90370	391	150	1	1040141	2	779502	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer D
1040142	90480	293	200	2	1040142	2	779503	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun D
1040211	90480	293	150	1	1040211	2	779504	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun E
1040212	90420	248	200	3	1040212	2	779505	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	Musashi VI E
1040221	90480	293	150	1	1040221	2	779506	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun F
1040222	90420	248	200	3	1040222	2	779507	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	Musashi VI F
1040231	90340	391	150	2	1040231	2	779508	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	Royal Guard G
1040232	81200	586	200	4	1040232	2	779509	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal01.png	Musashi IX
1050111	90890	572	50	1	1050111	2	779510	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1UngouzaotiMd010001.png	Corrupted Construct A
1050112	90960	270	100	2	1050112	2	779511	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair A
1050113	90220	175	150	3	1050113	2	779512	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Excavator A
1050121	90890	715	50	1	1050121	2	779513	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1UngouzaotiMd010001.png	Corrupted Construct B
1050122	90960	270	100	2	1050122	2	779514	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair B
1050123	90220	175	150	3	1050123	2	779515	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Excavator B
1050131	90370	391	150	2	1050131	2	779516	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer C
1050132	90440	391	200	3	1050132	2	779517	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod C
1050141	90370	391	150	2	1050141	2	779518	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer D
1050142	90440	391	200	3	1050142	2	779519	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod D
1050211	90960	270	50	1	1050211	2	779520	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair E
1050212	90220	391	100	2	1050212	2	779521	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Excavator E
1050213	90440	391	150	3	1050213	2	779522	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod E
1050221	90960	270	150	1	1050221	2	779523	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair F
1050222	93020	293	200	2	1050222	2	779524	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YouyezheNormal01.png	SSG-Meanderer F
1050231	90960	270	150	1	1050231	2	779525	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair G
1050232	93020	293	200	2	1050232	2	779526	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YouyezheNormal01.png	SSG-Meanderer G
1050311	90370	391	150	3	1050311	2	779527	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer H
1050312	90220	175	200	3	1050312	2	779528	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Excavator H
1050321	837000	488	200	5	1050321	2	779529	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	Shark-speare
1050322	837100	291	250	5	1050322	2	779530	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	Black Shark-speare
1060111	90250	253	50	1	1060111	3	779531	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV A
1060112	90690	292	100	2	1060112	3	779532	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda X A
1060113	90640	453	150	3	1060113	3	779533	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI A
1060121	90250	253	50	1	1060121	3	779534	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV B
1060122	90690	292	100	2	1060122	3	779535	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda X B
1060123	90640	453	150	3	1060123	3	779536	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI B
1060131	90640	453	150	2	1060131	3	779537	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI C
1060132	90650	759	200	3	1060132	3	779538	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	Ballwheel IV C
1060133	90660	475	250	4	1060133	3	779539	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man C
1060211	90250	253	150	1	1060211	3	779540	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV D
1060212	90690	292	200	2	1060212	3	779541	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda X D
1060213	90640	453	250	2	1060213	3	779542	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI D
1060221	90250	253	150	1	1060221	3	779543	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV E
1060222	90690	292	200	2	1060222	3	779544	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	Phecda X E
1060223	90640	453	250	2	1060223	3	779545	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI E
1060231	90640	453	150	2	1060231	3	779546	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI F
1060232	90650	759	200	3	1060232	3	779547	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	Ballwheel IV F
1060233	90660	475	250	4	1060233	3	779548	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man F
1060241	90640	453	150	2	1060241	3	779549	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	Blubber VI G
1060242	90650	759	200	3	1060242	3	779550	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	Ballwheel IV G
1060243	90660	475	250	4	1060243	3	779551	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man G
1070111	90850	427	50	1	1070111	3	779552	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhuNormal01.png	Chomper A
1070112	90930	1475	100	2	1070112	3	779553	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish A
1070113	90830	427	150	3	1070113	3	779554	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1MifengMd010001.png	Beetle A
1070121	90850	427	50	1	1070121	3	779555	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhuNormal01.png	Chomper B
1070122	90930	1475	100	2	1070122	3	779556	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish B
1070123	90830	427	150	3	1070123	3	779557	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1MifengMd010001.png	Beetle B
1070131	90900	699	150	1	1070131	3	779558	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	Octopus C
1070132	90930	1475	200	2	1070132	3	779559	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish C
1070133	90940	346	250	3	1070133	3	779560	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	Buthus C
1070141	90900	699	150	1	1070141	3	779561	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	Octopus D
1070142	90930	1475	200	2	1070142	3	779562	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish D
1070143	90940	346	250	3	1070143	3	779563	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	Buthus D
1070211	90930	1475	150	2	1070211	3	779564	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish E
1070212	90940	346	200	3	1070212	3	779565	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	Buthus E
1070213	93030	434	250	4	1070213	3	779566	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien E
1070221	90930	1475	150	2	1070221	3	779567	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	Monkfish F
1070222	90940	346	200	3	1070222	3	779568	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	Buthus F
1070223	93030	434	250	4	1070223	3	779569	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien F
1070231	90940	346	150	3	1070231	3	779570	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	Buthus G
1070232	93030	434	200	4	1070232	3	779571	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien G
1070233	81800	920	300	5	1070233	3	779572	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	Vassago
1080111	90770	304	50	1	1080111	3	779573	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid A
1080112	90750	448	100	2	1080112	3	779574	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl A
1080113	90760	468	150	3	1080113	3	779575	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit A
1080121	90770	304	50	1	1080121	3	779576	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid B
1080122	90750	448	100	2	1080122	3	779577	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl B
1080123	90760	468	150	3	1080123	3	779578	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit B
1080131	90770	304	150	1	1080131	3	779579	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid C
1080132	90780	224	200	4	1080132	3	779580	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Ground 1 - Polar Bear C
1080133	90450	277	250	4	1080133	3	779581	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	Polar Soldier C
1080211	90770	304	50	1	1080211	3	779582	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid D
1080212	90750	448	100	2	1080212	3	779583	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl D
1080213	90760	468	150	3	1080213	3	779584	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit D
1080214	90780	224	200	4	1080214	3	779585	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Ground 1 - Polar Bear D
1080221	90770	304	150	1	1080221	3	779586	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid E
1080222	90750	448	200	2	1080222	3	779587	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl E
1080223	90780	224	250	4	1080223	3	779588	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Ground 1 - Polar Bear E
1080231	90750	448	150	2	1080231	3	779589	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl F
1080232	90780	224	200	4	1080232	3	779590	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Ground 1 - Polar Bear F
1080233	90450	277	250	4	1080233	3	779591	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	Polar Soldier F
1080241	90750	448	150	2	1080241	3	779592	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl G
1080242	90780	224	200	4	1080242	3	779593	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Ground 1 - Polar Bear G
1080243	90450	277	250	4	1080243	3	779594	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	Polar Soldier G
1080311	90770	304	150	1	1080311	3	779595	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	Naval 5 - Squid H
1080312	90750	448	200	2	1080312	3	779596	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	Aerial 7 - Snow Owl H
1080321	83800	803	200	5	1080321	3	779597	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/AnboliyaNormal01.png	Amberia
1080322	83220	386	250	5	1080322	3	779598	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	Rosetta
1090111	90090	511	50	1	1090111	3	779599	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor A
1090112	90260	482	100	3	1090112	3	779600	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	Bio-Salamander A
1090113	90260	482	150	3	1090113	3	779601	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/SuanyegongyiNormal01.png	Acid Ant A
1090121	90090	511	50	1	1090121	3	779602	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor B
1090122	90260	482	100	3	1090122	3	779603	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	Bio-Salamander B
1090123	90260	482	150	3	1090123	3	779604	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/SuanyegongyiNormal01.png	Acid Ant B
1090131	90030	375	150	1	1090131	3	779605	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	Repairer C
1090132	90180	399	200	2	1090132	3	779606	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor C
1090133	90330	450	250	4	1090133	3	779607	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy C
1090141	90030	375	150	1	1090141	3	779608	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	Repairer D
1090142	90180	399	200	2	1090142	3	779609	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor D
1090143	90330	450	250	4	1090143	3	779610	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy D
1090211	90180	399	150	2	1090211	3	779611	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor E
1090212	90330	450	200	4	1090212	3	779612	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy E
