Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
1001031	3913001	1	1	0	
1001041	2993001	1	1	0	
1001051	3913001	1	1	0	
1001061	3014002	1	1	0	
1001071	3044002	1	1	0	
1001081	3913001	1	1	0	
1001091	3913001	1	1	0	
1001101	2993001	1	1	0	
1001111	3913001	1	1	0	
1001121	40100	6			
1001131	40104	6			
1001141	3913001	1	1	0	
1001151	3913001	1	1	0	
1001161	2993001	1	1	0	
1001171	3015003	1	1	0	
1001172	3045003	1	1	0	
1001181	30013	2			
1001191	12	20			
1001201	3913001	1	1	0	
1001211	3913001	1	1	0	
1001221	2993001	1	1	0	
1001231	2993001	1	1	0	
1001241	2994001	1	1	0	
1001251	12	20			
1001261	3913001	1	1	0	
1001271	3025005	1	1	0	
1001272	3055005	1	1	0	
1001281	3913001	1	1	0	
1001291	3913001	1	1	0	
1001301	2993001	1	1	0	
1001311	3913001	1	1	0	
1001321	3024002	1	1	0	
1001331	3054002	1	1	0	
1001341	3913001	1	1	0	
1001351	3913001	1	1	0	
1001361	2993001	1	1	0	
1001371	3913001	1	1	0	
1001381	40114	3			
1001391	40113	3			
1001401	3913001	1	1	0	
1001411	3913001	1	1	0	
1001421	2993001	1	1	0	
1001431	3035003	1	1	0	
1001432	3065003	1	1	0	
1001441	30013	2			
1001451	12	20			
1001461	3914001	1	1	0	
1001471	3914001	1	1	0	
1001481	2994001	1	1	0	
1001491	2994001	1	1	0	
1001501	12	20			
1001511	2994001	1	1	0	
1001521	3914001	1	1	0	
1001531	3015005	1	1	0	
1001532	3045005	1	1	0	
1001541	3914001	1	1	0	
1001551	3914001	1	1	0	
1001561	2994001	1	1	0	
1001571	3914001	1	1	0	
1001581	3034002	1	1	0	
1001591	3064002	1	1	0	
1001601	3914001	1	1	0	
1001611	3914001	1	1	0	
1001621	2994001	1	1	0	
1001631	3914001	1	1	0	
1001641	40114	3			
1001651	40113	3			
1001661	3914001	1	1	0	
1001671	3914001	1	1	0	
1001681	2994001	1	1	0	
1001691	3025002	1	1	0	
1001692	3055002	1	1	0	
1001701	30013	2			
1001711	12	20			
1001721	3914001	1	1	0	
1001731	3914001	1	1	0	
1001741	2994001	1	1	0	
1001751	2994001	1	1	0	
1001761	12	20			
1001771	2994001	1	1	0	
1001781	3914001	1	1	0	
1001791	3015006	1	1	0	
1001792	3045006	1	1	0	
1001801	3914001	1	1	0	
1001811	3914001	1	1	0	
1001821	2994001	1	1	0	
1001831	3914001	1	1	0	
1001841	3914001	1	1	0	
1001851	12	20			
1001861	3914001	1	1	0	
1001871	3914001	1	1	0	
1001881	2994001	1	1	0	
1001891	3914001	1	1	0	
1001901	40114	3			
1001911	40113	3			
1001921	3914001	1	1	0	
1001931	3914001	1	1	0	
1001941	2994001	1	1	0	
1001951	3036001	1	1	0	
1001952	3066001	1	1	0	
1001961	30013	2			
1001971	12	20			
1001981	3914001	1	1	0	
1001991	3914001	1	1	0	
1002001	2994001	1	1	0	
1002011	2994001	1	1	0	
1002021	12	20			
1002031	2994001	1	1	0	
1002041	3914001	1	1	0	
1002051	3016007	1	1	0	
1002052	3046007	1	1	0	
1002061	3914001	1	1	0	
1002071	3914001	1	1	0	
1002081	2994001	1	1	0	
1002091	2994001	1	1	0	
1002101	12	20			
1002111	2994001	1	1	0	
1002121	3914001	1	1	0	
1002131	3026001	1	1	0	
1002132	3056001	1	1	0	
1002201	3914001	1	1	0	
1002211	3914001	1	1	0	
1002221	3914001	1	1	0	
1002231	3914001	1	1	0	
1002241	3914001	1	1	0	
1002251	3914001	1	1	0	
1002261	3914001	1	1	0	
1002271	3914001	1	1	0	
1002281	3914001	1	1	0	
1002291	3914001	1	1	0	
1002301	3914001	1	1	0	
1002311	3914001	1	1	0	
1002321	3914001	1	1	0	
1002331	3914001	1	1	0	
1002341	3914001	1	1	0	
1002351	3914001	1	1	0	
1003071	3016012	1	1	0	
1003072	3046012	1	1	0	
1003111	3026009	1	1	0	
1003112	3056009	1	1	0	
1003181	3026012	1	1	0	
1003182	3056012	1	1	0	
1003221	3036009	1	1	0	
1003222	3066009	1	1	0	
1003301	3036012	1	1	0	
1003302	3066012	1	1	0	
1003341	3016011	1	1	0	
1003342	3046011	1	1	0	
1003351	31104	1			
1003361	31204	1			
1003411	70001	120			
1003412	70002	20			
1003451	70001	120			
1003452	70002	20			
1003461	70001	120			
1003462	70002	20			
7000000	300	5			
7000010	300	10			
7000020	300	20			
7000030	300	10			
7000040	300	20			
7000050	300	40			
7000060	300	15			
7000070	300	30			
7000080	300	60			
7000090	300	20			
7000100	300	40			
7000110	300	80			
7000120	300	25			
7000130	300	50			
7000140	300	100			
7000150	300	30			
7000160	300	60			
7000170	300	120			
7010010	502	10			
7010020	50000	250			
7010030	90015	2			
7010040	503	20			
7010050	90015	2			
7010060	505	20			
7010070	50000	250			
7011010	12	30			
7011020	31204	10			
7011030	30013	8			
7011040	12	30			
7011050	31204	10			
7011060	30013	8			
7011070	12	30			
7011080	31204	10			
7011090	30013	8			
7011100	12	30			
7011110	31204	10			
7011120	30013	8			
7011130	33001	10			
7011140	31204	10			
7011150	33001	10			
7011160	12	30			
7011170	31204	10			
7011180	30013	8			
7011190	12	30			
7011200	31204	10			
7011210	30013	8			
7011220	12	30			
7011230	31204	10			
7011240	30013	8			
7011250	12	30			
7011260	31204	10			
7011270	30013	8			
7011280	12	30			
7011290	31204	10			
7011300	30013	8			
7011011	1	30000			
7011021	31104	4			
7011031	30012	10			
7011041	1	30000			
7011051	31104	4			
7011061	30012	10			
7011071	1	30000			
7011081	31104	4			
7011091	30012	10			
7011101	1	30000			
7011111	31104	4			
7011121	30012	10			
7011131	1	30000			
7011141	31104	4			
7011151	30012	10			
7011161	1	30000			
7011171	31104	4			
7011181	30012	10			
7011191	1	30000			
7011201	31104	4			
7011211	30012	10			
7011221	1	30000			
7011231	31104	4			
7011241	30012	10			
7011251	1	30000			
7011261	31104	4			
7011271	30012	10			
7011281	1	30000			
7011291	31104	4			
7011301	30012	10			
7011310	40113	2			
7011320	40110	8			
7011330	50000	300			
7011340	40113	2			
7011350	40110	8			
7011360	50000	300			
7011370	50000	150			
7011380	50000	150			
7011390	17062801	1			
7011400	40113	2			
7011410	40110	8			
7011420	50000	300			
7011430	33001	10			
7011440	33001	10			
7011450	50000	300			
7011460	50000	150			
7011470	50000	150			
7011480	17062802	1			
7011490	70002	3			
7011500	40301	10			
7011510	50000	300			
7011520	40114	2			
7011530	40301	10			
7011540	50000	300			
7011550	50000	150			
7011560	50000	150			
7011570	17062803	1			
7011580	50000	150			
7011590	50000	150			
7011600	17062804	1			
7011311	40103	10			
7011321	40100	20			
7011331	94041	1			
7011341	40103	10			
7011351	40104	20			
7011361	94046	1			
7011371	40113	2			
7011381	40110	8			
7011391	3036005	1	1	0	
7011401	40103	10			
7011411	40104	20			
7011421	94042	1			
7011431	12	30			
7011441	12	30			
7011451	94047	1			
7011461	40113	2			
7011471	40110	8			
7011481	3026005	1	1	0	
7011491	70001	24			
7011501	40201	2			
7011511	3005	1			
7011521	40104	10			
7011531	40201	2			
7011541	3005	1			
7011551	40114	2			
7011561	40301	10			
7011571	3016009	1	1	0	
7011581	40114	2			
7011591	40301	10			
7011601	3005	1			
7011312	1	50000			
7011322	1	50000			
7011332	30013	10			
7011342	1	50000			
7011352	1	50000			
7011362	30013	10			
7011372	40103	10			
7011382	40100	20			
7011392	3066005	1	1	0	
7011402	1	50000			
7011412	1	50000			
7011422	30013	10			
7011432	1	50000			
7011442	1	50000			
7011452	30013	10			
7011462	40103	10			
7011472	40104	20			
7011482	3056005	1	1	0	
7011492	1	50000			
7011502	1	50000			
7011512	30013	10			
7011522	1	50000			
7011532	1	50000			
7011542	30013	10			
7011552	40104	10			
7011562	40201	2			
7011572	3046009	1	1	0	
7011582	40104	10			
7011592	40201	2			
7011602	3005	1			
7011610	50000	300			
7011611	94041	1			
7011620	50000	300			
7011621	94046	1			
7011630	17062801	1			
7011631	50000	300			
7011632	3036005	1			
7011640	50000	300			
7011641	94042	1			
7011650	50000	300			
7011651	94047	1			
7011660	17062802	1			
7011661	50000	300			
7011662	3026005	1			
7011670	50000	300			
7011671	3005	1			
7011680	50000	300			
7011681	3005	1			
7011690	17062803	1			
7011691	50000	300			
7011692	3016009	1			
7011700	17062804	1			
7011701	50000	300			
7011702	3005	2			
7012000	11000095	1			
7012010	94048	1			
7012020	94049	1			
7012030	94040	1			
7012040	50000	300			
7012050	94050	1			
7012060	50000	300			
7012070	94043	1			
7012210	50000	70			
7012220	50000	70			
7012230	50000	70			
7012240	50000	70			
7012250	50000	70			
7012260	50000	70			
7012270	50000	70			
7012280	50000	70			
7012290	50000	70			
7012300	50000	70			
7012310	50000	70			
7012320	50000	70			
7012330	50000	70			
7012340	50000	70			
7012350	50000	70			
7012360	50000	70			
7012370	50000	70			
7012380	50000	70			
7012390	50000	70			
7012400	50000	70			
7012410	50000	70			
7012420	50000	70			
7012430	50000	70			
7012440	50000	70			
7012450	50000	70			
7012460	50000	70			
7012470	50000	70			
7012480	50000	70			
7012490	50000	70			
7012500	50000	70			
7012510	50000	70			
7012520	50000	70			
7012530	50000	70			
7012540	50000	70			
7012550	50000	70			
7012560	50000	70			
7012570	50000	70			
7012580	50000	70			
7012590	50000	70			
7012600	50000	70			
7012610	50000	70			
7012620	50000	70			
7012630	50000	70			
7012640	50000	70			
7012650	50000	70			
7012660	50000	70			
7012670	50000	70			
7012680	50000	70			
7012690	50000	70			
7012700	50000	70			
7012710	50000	70			
7012720	50000	70			
7012730	50000	70			
7012740	50000	70			
7012750	50000	70			
7012760	50000	70			
7012770	50000	70			
7012211	3014002	1	1	0	
7012221	30013	2			
7012231	3025003	1	1	0	
7012241	94045	1			
7012251	31104	3			
7012261	40103	5			
7012271	31204	9			
7012281	40104	5			
7012291	12	10			
7012301	31104	3			
7012311	12	10			
7012321	30013	2			
7012331	12	10			
7012341	40103	5			
7012351	40104	5			
7012361	30013	2			
7012371	31204	9			
7012381	30013	2			
7012391	30013	2			
7012401	40104	5			
7012411	31204	9			
7012421	31104	3			
7012431	40104	5			
7012441	12	10			
7012451	94044	1			
7012461	40113	2			
7012471	12	10			
7012481	31104	3			
7012491	40103	5			
7012501	40113	2			
7012511	12	10			
7012521	40104	5			
7012531	40114	4			
7012541	30013	2			
7012551	12	10			
7012561	31204	9			
7012571	40104	10			
7012581	30013	2			
7012591	31104	3			
7012601	40113	2			
7012611	30013	2			
7012621	40103	10			
7012631	12	10			
7012641	40103	10			
7012651	30013	2			
7012661	12	10			
7012671	40113	2			
7012681	40104	10			
7012691	40114	4			
7012701	31204	9			
7012711	40104	10			
7012721	30013	2			
7012731	40114	4			
7012741	12	10			
7012751	40113	2			
7012761	31104	3			
7012771	40113	2			
7012212	3024002	1	1	0	
7012222	1	10000			
7012232	3055003	1	1	0	
7012242	1	10000			
7012252	1	10000			
7012262	40100	5			
7012272	1	10000			
7012282	40100	5			
7012292	1	10000			
7012302	1	10000			
7012312	1	10000			
7012322	1	10000			
7012332	1	10000			
7012342	40100	5			
7012352	40100	5			
7012362	1	10000			
7012372	1	10000			
7012382	1	10000			
7012392	1	10000			
7012402	40100	5			
7012412	1	10000			
7012422	1	10000			
7012432	40100	5			
7012442	1	10000			
7012452	40100	5			
7012462	40110	2			
7012472	1	10000			
7012482	1	10000			
7012492	40100	5			
7012502	40110	2			
7012512	1	10000			
7012522	40100	5			
7012532	40110	4			
7012542	1	10000			
7012552	1	10000			
7012562	1	10000			
7012572	40100	10			
7012582	1	10000			
7012592	1	10000			
7012602	40110	2			
7012612	1	10000			
7012622	40100	10			
7012632	1	10000			
7012642	40100	10			
7012652	1	10000			
7012662	1	10000			
7012672	40110	2			
7012682	40100	10			
7012692	40110	4			
7012702	1	10000			
7012712	40100	10			
7012722	1	10000			
7012732	40110	4			
7012742	1	10000			
7012752	40110	2			
7012762	1	10000			
7012772	40110	2			
30110	3933001	1	1	0	
30120	3943001	1	1	0	
30130	3953001	1	1	0	
30140	3963001	1	1	0	
30150	3913001	1	1	0	
30160	3923001	1	1	0	
30170	3933001	1	1	0	
30180	3943001	1	1	0	
30190	3953001	1	1	0	
30210	3963001	1	1	0	
30220	3913001	1	1	0	
30230	3923001	1	1	0	
30240	3933001	1	1	0	
30310	3943001	1	1	0	
30320	3953001	1	1	0	
30400	3963001	1	1	0	
30510	3913001	1	1	0	
30520	3923001	1	1	0	
30530	3933001	1	1	0	
30540	3943001	1	1	0	
30550	3953001	1	1	0	
30560	3963001	1	1	0	
30570	3913001	1	1	0	
30580	3923001	1	1	0	
30590	3933001	1	1	0	
30610	3943001	1	1	0	
30620	3953001	1	1	0	
30630	3963001	1	1	0	
30640	3913001	1	1	0	
30650	3923001	1	1	0	
30660	3933001	1	1	0	
30670	3943001	1	1	0	
30680	3953001	1	1	0	
30690	3963001	1	1	0	
30710	3913001	1	1	0	
30720	3923001	1	1	0	
30730	3933001	1	1	0	
30740	3943001	1	1	0	
30810	3953001	1	1	0	
30820	3963001	1	1	0	
30910	3913001	1	1	0	
30920	3923001	1	1	0	
30930	3933001	1	1	0	
30940	3943001	1	1	0	
30950	3953001	1	1	0	
30960	3963001	1	1	0	
30970	3913001	1	1	0	
30980	3923001	1	1	0	
30990	3933001	1	1	0	
31010	3943001	1	1	0	
31020	3953001	1	1	0	
31030	3963001	1	1	0	
31040	3913001	1	1	0	
31050	3923001	1	1	0	
31060	3933001	1	1	0	
31070	3943001	1	1	0	
31080	3953001	1	1	0	
31090	3963001	1	1	0	
31110	3913001	1	1	0	
31120	3923001	1	1	0	
31130	3933001	1	1	0	
31140	3943001	1	1	0	
31210	3953001	1	1	0	
31220	3963001	1	1	0	
31310	3913001	1	1	0	
31320	3923001	1	1	0	
31330	3933001	1	1	0	
31340	3943001	1	1	0	
31350	3953001	1	1	0	
31360	3963001	1	1	0	
31370	3913001	1	1	0	
31380	3923001	1	1	0	
31390	3933001	1	1	0	
31410	3943001	1	1	0	
31420	3953001	1	1	0	
31430	3963001	1	1	0	
31440	3913001	1	1	0	
31450	3923001	1	1	0	
31460	3933001	1	1	0	
31470	3943001	1	1	0	
31480	3953001	1	1	0	
31490	3963001	1	1	0	
31510	3913001	1	1	0	
31520	3923001	1	1	0	
31530	3933001	1	1	0	
31540	3943001	1	1	0	
31610	3953001	1	1	0	
31620	3963001	1	1	0	
31710	3913001	1	1	0	
31720	3923001	1	1	0	
31730	3933001	1	1	0	
31740	3943001	1	1	0	
31750	3953001	1	1	0	
31760	3963001	1	1	0	
31770	3913001	1	1	0	
31780	3923001	1	1	0	
31790	3933001	1	1	0	
31810	3943001	1	1	0	
31820	3953001	1	1	0	
31830	3963001	1	1	0	
31840	3913001	1	1	0	
31850	3923001	1	1	0	
31860	3933001	1	1	0	
31870	3943001	1	1	0	
31880	3953001	1	1	0	
31890	3963001	1	1	0	
31910	3913001	1	1	0	
31920	3923001	1	1	0	
31930	3933001	1	1	0	
31940	3943001	1	1	0	
32010	3953001	1	1	0	
32020	3963001	1	1	0	
32110	3913001	1	1	0	
32120	3923001	1	1	0	
32130	3933001	1	1	0	
32140	3943001	1	1	0	
32150	3953001	1	1	0	
32160	3963001	1	1	0	
32170	3913001	1	1	0	
32180	3923001	1	1	0	
32190	3933001	1	1	0	
32210	3943001	1	1	0	
32220	3953001	1	1	0	
32230	3963001	1	1	0	
32240	3913001	1	1	0	
32250	3923001	1	1	0	
32260	3933001	1	1	0	
32270	3943001	1	1	0	
32280	3953001	1	1	0	
32290	3963001	1	1	0	
32310	3913001	1	1	0	
32320	3923001	1	1	0	
32330	3933001	1	1	0	
32340	3943001	1	1	0	
32410	3953001	1	1	0	
