Id	StageId	Name	Desc	SmallRoleIcon	RoleIcon	StageIcon	EnterAnimation[1]	EnterAnimation[2]	EnterAnimation[3]	DifficultLevel	TextColor	DifficultLevelIcon	DifficultLevelIconX	RewardId	RandomWeightList[0]	RandomWeightList[1]	RandomWeightList[2]	RandomWeightList[3]
11	30061102	Ronin IV	A Ronin IV has appeared, seeking the thrill of a duel to the death. Neutralize it.	Assets/Product/Texture/Image/Role/RoleHeadMoney04.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead04.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40010	335	268	268	268
12	30061103	Ronin IV	A Ronin IV has appeared, seeking the thrill of a duel to the death. Neutralize it.	Assets/Product/Texture/Image/Role/RoleHeadMoney04.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead04.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40011	413	165	275	275
13	30060901	Envoy	High concentration of Punishing detected. Investigate the target area.	Assets/Product/Texture/Image/Role/RoleHeadMoney03.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead03.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40012	503	503	503	503
14	30060902	Envoy	High concentration of Punishing Virus detected. Investigate the target area.	Assets/Product/Texture/Image/Role/RoleHeadMoney03.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead03.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40013	335	268	268	268
15	30060903	Envoy	High concentration of Punishing Virus detected. Investigate the target area.	Assets/Product/Texture/Image/Role/RoleHeadMoney03.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead03.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40014	413	165	275	275
16	30061201	Musashi VI	The roaming Musashi VI presents a hidden threat. Neutralize it.	Assets/Product/Texture/Image/Role/RoleHeadMoney06.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead06.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40015	503	503	503	503
17	30061202	Musashi VI	The roaming Musashi VI presents a hidden threat. Neutralize it.	Assets/Product/Texture/Image/Role/RoleHeadMoney06.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead06.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40016	335	268	268	268
18	30061203	Musashi VI	The roaming Musashi VI presents a hidden threat. Neutralize it.	Assets/Product/Texture/Image/Role/RoleHeadMoney06.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead06.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40017	413	165	275	275
19	30061301	Acid Ant	The Engineering Force's progress has been delayed by the Acid Ant. Eliminate it.	Assets/Product/Texture/Image/Role/RoleHeadMoney08.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead08.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40018	503	503	503	503
20	30061302	Acid Ant	The Engineering Force's progress has been delayed by the Acid Ant. Eliminate it.	Assets/Product/Texture/Image/Role/RoleHeadMoney08.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead08.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40019	335	268	268	268
21	30061303	Acid Ant	The Engineering Force's progress has been delayed by the Acid Ant. Eliminate it.	Assets/Product/Texture/Image/Role/RoleHeadMoney08.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead08.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40020	413	165	275	275
22	30060502	Terrapod	Corrupted have appeared. Defeat them using the Terrapod.	Assets/Product/Texture/Image/Role/RoleHeadMoney13.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead13.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40021	335	268	268	268
23	30060503	Terrapod	Corrupted have appeared. Defeat them using the Terrapod.	Assets/Product/Texture/Image/Role/RoleHeadMoney13.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead13.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40022	413	165	275	275
24	30060801	Missionary	Corrupted are gathering around a Missionary. Defeat them.	Assets/Product/Texture/Image/Role/RoleHeadMoney16.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead16.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40023	503	503	503	503
25	30060802	Missionary	Corrupted are gathering around a Missionary. Defeat them.	Assets/Product/Texture/Image/Role/RoleHeadMoney16.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead16.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40024	335	268	268	268
26	30060803	Missionary	Corrupted are gathering around a Missionary. Defeat them.	Assets/Product/Texture/Image/Role/RoleHeadMoney16.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead16.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40025	413	165	275	275
27	30061001	Bio-Bull	Mech Corrupted are here for unknown reasons. Investigate their goal.	Assets/Product/Texture/Image/Role/RoleHeadMoney15.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead15.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40026	503	503	503	503
28	30061002	Bio-Bull	Mech Corrupted are here for unknown reasons. Investigate their goal.	Assets/Product/Texture/Image/Role/RoleHeadMoney15.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead15.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40027	335	268	268	268
29	30061003	Bio-Bull	Mech Corrupted are here for unknown reasons. Investigate their goal.	Assets/Product/Texture/Image/Role/RoleHeadMoney15.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead15.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40028	413	165	275	275
30	30060701	Deconstructor	Deconstructors have appeared. Neutralize them.	Assets/Product/Texture/Image/Role/RoleHeadMoney14.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead14.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	1	<color=#60c1ff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality1x.png	40029	503	503	503	503
31	30060702	Deconstructor	Deconstructors have appeared. Neutralize them.	Assets/Product/Texture/Image/Role/RoleHeadMoney14.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead14.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	2	<color=#a16dff>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality2x.png	40030	335	268	268	268
32	30060703	Deconstructor	Deconstructors have appeared. Neutralize them.	Assets/Product/Texture/Image/Role/RoleHeadMoney14.png	Assets/Product/Texture/Image/UiMoneyRoleHead/UiMoneyRoleHead14.png	Assets/Product/Texture/Image/IconType/IconTypeMoney.png	FightTipsBegan1	FightTipsBegan2	FightTipsBegan3	3	<color=#ffaa50>%s</color>	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3.png	Assets/Product/Texture/Atlas/UiMoneyRewardTask/MoneyTaskIconQuality3x.png	40031	413	165	275	275
