HonorLevel	MaxExp	MaxActionPoint	RewardId	MaxFriendCount
417	5320	160	400300	50
418	5320	160	400300	50
419	5320	160	400300	50
420	5320	160	400300	50
421	5320	160	400300	50
422	5320	160	400300	50
423	5320	160	400300	50
424	5320	160	400300	50
425	5320	160	400300	50
426	5320	160	400300	50
427	5320	160	400300	50
428	5320	160	400300	50
429	5320	160	400300	50
430	5320	160	400300	50
431	5320	160	400300	50
432	5320	160	400300	50
433	5320	160	400300	50
434	5320	160	400300	50
435	5320	160	400300	50
436	5320	160	400300	50
437	5320	160	400300	50
438	5320	160	400300	50
439	5320	160	400300	50
440	5320	160	400300	50
441	5320	160	400300	50
442	5320	160	400300	50
443	5320	160	400300	50
444	5320	160	400300	50
445	5320	160	400300	50
446	5320	160	400300	50
447	5320	160	400300	50
448	5320	160	400300	50
449	5320	160	400300	50
450	5320	160	400300	50
451	5320	160	400300	50
452	5320	160	400300	50
453	5320	160	400300	50
454	5320	160	400300	50
455	5320	160	400300	50
456	5320	160	400300	50
457	5320	160	400300	50
458	5320	160	400300	50
459	5320	160	400300	50
460	5320	160	400300	50
461	5320	160	400300	50
462	5320	160	400300	50
463	5320	160	400300	50
464	5320	160	400300	50
465	5320	160	400300	50
466	5320	160	400300	50
467	5320	160	400300	50
468	5320	160	400300	50
469	5320	160	400300	50
470	5320	160	400300	50
471	5320	160	400300	50
472	5320	160	400300	50
473	5320	160	400300	50
474	5320	160	400300	50
475	5320	160	400300	50
476	5320	160	400300	50
477	5320	160	400300	50
478	5320	160	400300	50
479	5320	160	400300	50
480	5320	160	400300	50
481	5320	160	400300	50
482	5320	160	400300	50
483	5320	160	400300	50
484	5320	160	400300	50
485	5320	160	400300	50
486	5320	160	400300	50
487	5320	160	400300	50
488	5320	160	400300	50
489	5320	160	400300	50
490	5320	160	400300	50
491	5320	160	400300	50
492	5320	160	400300	50
493	5320	160	400300	50
494	5320	160	400300	50
495	5320	160	400300	50
496	5320	160	400300	50
497	5320	160	400300	50
498	5320	160	400300	50
499	5320	160	400300	50
500	5320	160	400300	50
501	5320	160	400300	50
502	5320	160	400300	50
503	5320	160	400300	50
504	5320	160	400300	50
505	5320	160	400300	50
506	5320	160	400300	50
507	5320	160	400300	50
508	5320	160	400300	50
509	5320	160	400300	50
510	5320	160	400300	50
511	5320	160	400300	50
512	5320	160	400300	50
513	5320	160	400300	50
514	5320	160	400300	50
515	5320	160	400300	50
516	5320	160	400300	50
517	5320	160	400300	50
518	5320	160	400300	50
519	5320	160	400300	50
520	5320	160	400300	50
521	5320	160	400300	50
522	5320	160	400300	50
523	5320	160	400300	50
524	5320	160	400300	50
525	5320	160	400300	50
526	5320	160	400300	50
527	5320	160	400300	50
528	5320	160	400300	50
529	5320	160	400300	50
530	5320	160	400300	50
531	5320	160	400300	50
532	5320	160	400300	50
533	5320	160	400300	50
534	5320	160	400300	50
535	5320	160	400300	50
536	5320	160	400300	50
537	5320	160	400300	50
538	5320	160	400300	50
539	5320	160	400300	50
540	5320	160	400300	50
541	5320	160	400300	50
542	5320	160	400300	50
543	5320	160	400300	50
544	5320	160	400300	50
545	5320	160	400300	50
546	5320	160	400300	50
547	5320	160	400300	50
548	5320	160	400300	50
549	5320	160	400300	50
550	5320	160	400300	50
551	5320	160	400300	50
552	5320	160	400300	50
553	5320	160	400300	50
554	5320	160	400300	50
555	5320	160	400300	50
556	5320	160	400300	50
557	5320	160	400300	50
558	5320	160	400300	50
559	5320	160	400300	50
560	5320	160	400300	50
561	5320	160	400300	50
562	5320	160	400300	50
563	5320	160	400300	50
564	5320	160	400300	50
565	5320	160	400300	50
566	5320	160	400300	50
567	5320	160	400300	50
568	5320	160	400300	50
569	5320	160	400300	50
570	5320	160	400300	50
571	5320	160	400300	50
572	5320	160	400300	50
573	5320	160	400300	50
574	5320	160	400300	50
575	5320	160	400300	50
576	5320	160	400300	50
577	5320	160	400300	50
578	5320	160	400300	50
579	5320	160	400300	50
580	5320	160	400300	50
581	5320	160	400300	50
582	5320	160	400300	50
583	5320	160	400300	50
584	5320	160	400300	50
585	5320	160	400300	50
586	5320	160	400300	50
587	5320	160	400300	50
588	5320	160	400300	50
589	5320	160	400300	50
590	5320	160	400300	50
591	5320	160	400300	50
592	5320	160	400300	50
593	5320	160	400300	50
594	5320	160	400300	50
595	5320	160	400300	50
596	5320	160	400300	50
597	5320	160	400300	50
598	5320	160	400300	50
599	5320	160	400300	50
600	5320	160	400300	50
601	5320	160	400300	50
602	5320	160	400300	50
603	5320	160	400300	50
604	5320	160	400300	50
605	5320	160	400300	50
606	5320	160	400300	50
607	5320	160	400300	50
608	5320	160	400300	50
609	5320	160	400300	50
610	5320	160	400300	50
611	5320	160	400300	50
612	5320	160	400300	50
613	5320	160	400300	50
614	5320	160	400300	50
615	5320	160	400300	50
616	5320	160	400300	50
617	5320	160	400300	50
618	5320	160	400300	50
619	5320	160	400300	50
620	5320	160	400300	50
621	5320	160	400300	50
622	5320	160	400300	50
623	5320	160	400300	50
624	5320	160	400300	50
625	5320	160	400300	50
626	5320	160	400300	50
627	5320	160	400300	50
628	5320	160	400300	50
629	5320	160	400300	50
630	5320	160	400300	50
631	5320	160	400300	50
632	5320	160	400300	50
633	5320	160	400300	50
634	5320	160	400300	50
635	5320	160	400300	50
636	5320	160	400300	50
637	5320	160	400300	50
638	5320	160	400300	50
639	5320	160	400300	50
640	5320	160	400300	50
641	5320	160	400300	50
642	5320	160	400300	50
643	5320	160	400300	50
644	5320	160	400300	50
645	5320	160	400300	50
646	5320	160	400300	50
647	5320	160	400300	50
648	5320	160	400300	50
649	5320	160	400300	50
650	5320	160	400300	50
651	5320	160	400300	50
652	5320	160	400300	50
653	5320	160	400300	50
654	5320	160	400300	50
655	5320	160	400300	50
656	5320	160	400300	50
657	5320	160	400300	50
658	5320	160	400300	50
659	5320	160	400300	50
660	5320	160	400300	50
661	5320	160	400300	50
662	5320	160	400300	50
663	5320	160	400300	50
664	5320	160	400300	50
665	5320	160	400300	50
666	5320	160	400300	50
667	5320	160	400300	50
668	5320	160	400300	50
669	5320	160	400300	50
670	5320	160	400300	50
671	5320	160	400300	50
672	5320	160	400300	50
673	5320	160	400300	50
674	5320	160	400300	50
675	5320	160	400300	50
676	5320	160	400300	50
677	5320	160	400300	50
678	5320	160	400300	50
679	5320	160	400300	50
680	5320	160	400300	50
681	5320	160	400300	50
682	5320	160	400300	50
683	5320	160	400300	50
684	5320	160	400300	50
685	5320	160	400300	50
686	5320	160	400300	50
687	5320	160	400300	50
688	5320	160	400300	50
689	5320	160	400300	50
690	5320	160	400300	50
691	5320	160	400300	50
692	5320	160	400300	50
693	5320	160	400300	50
694	5320	160	400300	50
695	5320	160	400300	50
696	5320	160	400300	50
697	5320	160	400300	50
698	5320	160	400300	50
699	5320	160	400300	50
700	5320	160	400300	50
701	5320	160	400300	50
702	5320	160	400300	50
703	5320	160	400300	50
704	5320	160	400300	50
705	5320	160	400300	50
706	5320	160	400300	50
707	5320	160	400300	50
708	5320	160	400300	50
709	5320	160	400300	50
710	5320	160	400300	50
711	5320	160	400300	50
712	5320	160	400300	50
713	5320	160	400300	50
714	5320	160	400300	50
715	5320	160	400300	50
716	5320	160	400300	50
717	5320	160	400300	50
718	5320	160	400300	50
719	5320	160	400300	50
720	5320	160	400300	50
721	5320	160	400300	50
722	5320	160	400300	50
723	5320	160	400300	50
724	5320	160	400300	50
725	5320	160	400300	50
726	5320	160	400300	50
727	5320	160	400300	50
728	5320	160	400300	50
729	5320	160	400300	50
730	5320	160	400300	50
731	5320	160	400300	50
732	5320	160	400300	50
733	5320	160	400300	50
734	5320	160	400300	50
735	5320	160	400300	50
736	5320	160	400300	50
737	5320	160	400300	50
738	5320	160	400300	50
739	5320	160	400300	50
740	5320	160	400300	50
741	5320	160	400300	50
742	5320	160	400300	50
743	5320	160	400300	50
744	5320	160	400300	50
745	5320	160	400300	50
746	5320	160	400300	50
747	5320	160	400300	50
748	5320	160	400300	50
749	5320	160	400300	50
750	5320	160	400300	50
751	5320	160	400300	50
752	5320	160	400300	50
753	5320	160	400300	50
754	5320	160	400300	50
755	5320	160	400300	50
756	5320	160	400300	50
757	5320	160	400300	50
758	5320	160	400300	50
759	5320	160	400300	50
760	5320	160	400300	50
761	5320	160	400300	50
762	5320	160	400300	50
763	5320	160	400300	50
764	5320	160	400300	50
765	5320	160	400300	50
766	5320	160	400300	50
767	5320	160	400300	50
768	5320	160	400300	50
769	5320	160	400300	50
770	5320	160	400300	50
771	5320	160	400300	50
772	5320	160	400300	50
773	5320	160	400300	50
774	5320	160	400300	50
775	5320	160	400300	50
776	5320	160	400300	50
777	5320	160	400300	50
778	5320	160	400300	50
779	5320	160	400300	50
780	5320	160	400300	50
781	5320	160	400300	50
782	5320	160	400300	50
783	5320	160	400300	50
784	5320	160	400300	50
785	5320	160	400300	50
786	5320	160	400300	50
787	5320	160	400300	50
788	5320	160	400300	50
789	5320	160	400300	50
790	5320	160	400300	50
791	5320	160	400300	50
792	5320	160	400300	50
793	5320	160	400300	50
794	5320	160	400300	50
795	5320	160	400300	50
796	5320	160	400300	50
797	5320	160	400300	50
798	5320	160	400300	50
799	5320	160	400300	50
800	5320	160	400300	50
801	5320	160	400300	50
802	5320	160	400300	50
803	5320	160	400300	50
804	5320	160	400300	50
805	5320	160	400300	50
806	5320	160	400300	50
807	5320	160	400300	50
808	5320	160	400300	50
809	5320	160	400300	50
810	5320	160	400300	50
811	5320	160	400300	50
812	5320	160	400300	50
813	5320	160	400300	50
814	5320	160	400300	50
815	5320	160	400300	50
816	5320	160	400300	50
817	5320	160	400300	50
818	5320	160	400300	50
819	5320	160	400300	50
820	5320	160	400300	50
821	5320	160	400300	50
822	5320	160	400300	50
823	5320	160	400300	50
824	5320	160	400300	50
825	5320	160	400300	50
826	5320	160	400300	50
827	5320	160	400300	50
828	5320	160	400300	50
829	5320	160	400300	50
830	5320	160	400300	50
831	5320	160	400300	50
832	5320	160	400300	50
833	5320	160	400300	50
834	5320	160	400300	50
835	5320	160	400300	50
836	5320	160	400300	50
837	5320	160	400300	50
838	5320	160	400300	50
839	5320	160	400300	50
840	5320	160	400300	50
841	5320	160	400300	50
842	5320	160	400300	50
843	5320	160	400300	50
844	5320	160	400300	50
845	5320	160	400300	50
846	5320	160	400300	50
847	5320	160	400300	50
848	5320	160	400300	50
849	5320	160	400300	50
850	5320	160	400300	50
851	5320	160	400300	50
852	5320	160	400300	50
853	5320	160	400300	50
854	5320	160	400300	50
855	5320	160	400300	50
856	5320	160	400300	50
857	5320	160	400300	50
858	5320	160	400300	50
859	5320	160	400300	50
860	5320	160	400300	50
861	5320	160	400300	50
862	5320	160	400300	50
863	5320	160	400300	50
864	5320	160	400300	50
865	5320	160	400300	50
866	5320	160	400300	50
867	5320	160	400300	50
868	5320	160	400300	50
869	5320	160	400300	50
870	5320	160	400300	50
871	5320	160	400300	50
872	5320	160	400300	50
873	5320	160	400300	50
874	5320	160	400300	50
875	5320	160	400300	50
876	5320	160	400300	50
877	5320	160	400300	50
878	5320	160	400300	50
879	5320	160	400300	50
880	5320	160	400300	50
881	5320	160	400300	50
882	5320	160	400300	50
883	5320	160	400300	50
884	5320	160	400300	50
885	5320	160	400300	50
886	5320	160	400300	50
887	5320	160	400300	50
888	5320	160	400300	50
889	5320	160	400300	50
890	5320	160	400300	50
891	5320	160	400300	50
892	5320	160	400300	50
893	5320	160	400300	50
894	5320	160	400300	50
895	5320	160	400300	50
896	5320	160	400300	50
897	5320	160	400300	50
898	5320	160	400300	50
899	5320	160	400300	50
900	5320	160	400300	50
901	5320	160	400300	50
902	5320	160	400300	50
903	5320	160	400300	50
904	5320	160	400300	50
905	5320	160	400300	50
906	5320	160	400300	50
907	5320	160	400300	50
908	5320	160	400300	50
909	5320	160	400300	50
910	5320	160	400300	50
911	5320	160	400300	50
912	5320	160	400300	50
913	5320	160	400300	50
914	5320	160	400300	50
915	5320	160	400300	50
916	5320	160	400300	50
917	5320	160	400300	50
918	5320	160	400300	50
919	5320	160	400300	50
920	5320	160	400300	50
921	5320	160	400300	50
922	5320	160	400300	50
923	5320	160	400300	50
924	5320	160	400300	50
925	5320	160	400300	50
926	5320	160	400300	50
927	5320	160	400300	50
928	5320	160	400300	50
929	5320	160	400300	50
930	5320	160	400300	50
931	5320	160	400300	50
932	5320	160	400300	50
933	5320	160	400300	50
934	5320	160	400300	50
935	5320	160	400300	50
936	5320	160	400300	50
937	5320	160	400300	50
938	5320	160	400300	50
939	5320	160	400300	50
940	5320	160	400300	50
941	5320	160	400300	50
942	5320	160	400300	50
943	5320	160	400300	50
944	5320	160	400300	50
945	5320	160	400300	50
946	5320	160	400300	50
947	5320	160	400300	50
948	5320	160	400300	50
949	5320	160	400300	50
950	5320	160	400300	50
951	5320	160	400300	50
952	5320	160	400300	50
953	5320	160	400300	50
954	5320	160	400300	50
955	5320	160	400300	50
956	5320	160	400300	50
957	5320	160	400300	50
958	5320	160	400300	50
959	5320	160	400300	50
960	5320	160	400300	50
961	5320	160	400300	50
962	5320	160	400300	50
963	5320	160	400300	50
964	5320	160	400300	50
965	5320	160	400300	50
966	5320	160	400300	50
967	5320	160	400300	50
968	5320	160	400300	50
969	5320	160	400300	50
970	5320	160	400300	50
971	5320	160	400300	50
972	5320	160	400300	50
973	5320	160	400300	50
974	5320	160	400300	50
975	5320	160	400300	50
976	5320	160	400300	50
977	5320	160	400300	50
978	5320	160	400300	50
979	5320	160	400300	50
980	5320	160	400300	50
981	5320	160	400300	50
982	5320	160	400300	50
983	5320	160	400300	50
984	5320	160	400300	50
985	5320	160	400300	50
986	5320	160	400300	50
987	5320	160	400300	50
988	5320	160	400300	50
989	5320	160	400300	50
990	5320	160	400300	50
991	5320	160	400300	50
992	5320	160	400300	50
993	5320	160	400300	50
994	5320	160	400300	50
995	5320	160	400300	50
996	5320	160	400300	50
997	5320	160	400300	50
998	5320	160	400300	50
999	5320	160	400300	50
1000	5320	160	400300	50
