Id	AchievementTypeId	TaskId	Quality	IsHiddenMode	ShowTips
11061502	2	11061502	1		
11061503	2	11061503	1		
11061504	2	11061504	2		
11061505	2	11061505	2		
11061601	2	11061601	1		
11061602	2	11061602	1		
11061603	2	11061603	1		
11061604	2	11061604	2		
11061605	2	11061605	2		
11061701	2	11061701	1		
11061702	2	11061702	1		
11061703	2	11061703	1		
11061704	2	11061704	2		
11061705	2	11061705	2		
11061801	2	11061801	1		
11061802	2	11061802	1		
11061803	2	11061803	1		
11061804	2	11061804	2		
11061805	2	11061805	2		
11061901	2	11061901	1		
11061902	2	11061902	1		
11061903	2	11061903	1		
11061904	2	11061904	2		
11061905	2	11061905	2		
11062001	2	11062001	1		
11062002	2	11062002	1		
11062003	2	11062003	1		
11062004	2	11062004	2		
11062005	2	11062005	2		
11062101	2	11062101	1		
11062102	2	11062102	1		
11062103	2	11062103	1		
11062104	2	11062104	2		
11062105	2	11062105	2		
11110001	3	3050	1		
11110002	3	3051	2		
11110003	3	3052	2		
11110004	3	3053	3		
11130001	3	11130001	1		
11130002	3	11130002	2		
11130003	3	11130003	2		
11130004	3	11130004	3		
11080001	4	3030	1		
11080002	4	3031	1		
11080003	4	3032	1		
11080004	4	3033	2		
11090001	4	3020	1		
11090002	4	3021	1		
11090003	4	3022	1		
11090004	4	3023	2		
11140001	4	3468	1		
11140002	4	3469	1		
11140003	4	3470	1		
11140004	4	3471	1		
11140005	4	11140005	1		
11140006	4	11140006	1		
11140007	4	11140007	1		
11150001	4	11150001	1		
11150002	4	11150002	1		
11150003	4	11150003	1		
21010101	5	3300	1		
21010102	5	3301	1		
21010103	5	3302	1		
21010104	5	3303	1		
21010105	5	3304	1		
21010106	5	3305	1		
21010107	5	3306	1		
21010108	5	3307	2		
21010201	5	3310	1		
21010202	5	3311	1		
21010203	5	3312	1		
21010204	5	3313	1		
21010205	5	3314	1		
21010206	5	3315	1		
21010207	5	3316	1		
21010208	5	3317	2		
21010301	5	3320	1		
21010302	5	3321	1		
21010303	5	3322	1		
21010304	5	3323	1		
21010305	5	3324	1		
21010306	5	3325	1		
21010307	5	3326	1		
21010308	5	3327	2		
21010401	5	3330	1		
21010402	5	3331	1		
21010403	5	3332	1		
21010404	5	3333	1		
21010405	5	3334	1		
21010406	5	3335	1		
21010407	5	3336	1		
21010408	5	3337	2		
21010501	5	3340	1		
21010502	5	3341	1		
21010503	5	3342	1		
21010504	5	3343	1		
21010505	5	3344	1		
21010506	5	3345	1		
21010507	5	3346	1		
21010508	5	3347	2		
21010601	5	3350	1		
21010602	5	3351	1		
21010603	5	3352	1		
21010604	5	3353	1		
21010605	5	3354	1		
21010606	5	3355	1		
21010607	5	3356	1		
21010608	5	3357	2		
21010701	5	3360	1		
21010702	5	3361	1		
21010703	5	3362	1		
21010704	5	3363	1		
21010705	5	3364	1		
21010706	5	3365	1		
21010707	5	3366	1		
21010708	5	3367	2		
21010801	5	3370	1		
21010802	5	3371	1		
21010803	5	3372	1		
21010804	5	3373	1		
21010805	5	3374	1		
21010806	5	3375	1		
21010807	5	3376	1		
21010808	5	3377	2		
21010901	5	3380	1		
21010902	5	3381	1		
21010903	5	3382	1		
21010904	5	3383	1		
21010905	5	3384	1		
21010906	5	3385	1		
21010907	5	3386	1		
21010908	5	3387	2		
21011001	5	3390	1		
21011002	5	3391	1		
21011003	5	3392	1		
21011004	5	3393	1		
21011005	5	3394	1		
21011006	5	3395	1		
21011007	5	3396	1		
21011008	5	3397	2		
21011101	5	3400	1		
21011102	5	3401	1		
21011103	5	3402	1		
21011104	5	3403	1		
21011105	5	3404	1		
21011106	5	3405	1		
21011107	5	3406	1		
21011108	5	3407	2		
21011201	5	3410	1		
21011202	5	3411	1		
21011203	5	3412	1		
21011204	5	3413	1		
21011205	5	3414	1		
21011206	5	3415	1		
21011207	5	3416	1		
21011208	5	3417	2		
21011301	5	3420	1		
21011302	5	3421	1		
21011303	5	3422	1		
21011304	5	3423	1		
21011305	5	3424	1		
21011306	5	3425	1		
21011307	5	3426	1		
21011308	5	3427	2		
21011401	5	3430	1		
21011402	5	3431	1		
21011403	5	3432	1		
21011404	5	3433	1		
21011405	5	3434	1		
21011406	5	3435	1		
21011407	5	3436	1		
21011408	5	3437	2		
21011501	5	3440	1		
21011502	5	3441	1		
21011503	5	3442	1		
21011504	5	3443	1		
21011505	5	3444	1		
21011506	5	3445	1		
21011507	5	3446	1		
21011508	5	3447	2		
21011601	5	3450	1		
21011602	5	3451	1		
21011603	5	3452	1		
21011604	5	3453	1		
21011605	5	3454	1		
21011606	5	3455	1		
21011607	5	3456	1		
21011608	5	3457	2		
21011701	5	3460	1		
21011702	5	3461	1		
21011703	5	3462	1		
21011704	5	3463	1		
21011705	5	3464	1		
21011706	5	3465	1		
21011707	5	3466	1		
21011708	5	3467	2		
21011801	5	3670	1		
21011802	5	3671	1		
21011803	5	3672	1		
21011804	5	3673	1		
21011805	5	3674	1		
21011806	5	3675	1		
21011807	5	3676	1		
21011808	5	3677	2		
21011901	5	4000	1		
21011902	5	4001	1		
21011903	5	4002	1		
21011904	5	4003	1		
21011905	5	4004	1		
21011906	5	4005	1		
21011907	5	4006	1		
21011908	5	4007	2		
21012001	5	4008	1		
21012002	5	4009	1		
21012003	5	4010	1		
21012004	5	4011	1		
21012005	5	4012	1		
21012006	5	4013	1		
21012007	5	4014	1		
21012008	5	4015	2		
21012101	5	4016	1		
21012102	5	4017	1		
21012103	5	4018	1		
21012104	5	4019	1		
21012105	5	4020	1		
21012106	5	4021	1		
21012107	5	4022	1		
21012108	5	4023	2		
21012201	5	4024	1		
21012202	5	4025	1		
21012203	5	4026	1		
21012204	5	4027	1		
21012205	5	4028	1		
21012206	5	4029	1		
21012207	5	4030	1		
21012208	5	4031	2		
21012301	5	4032	1		
21012302	5	4033	1		
21012303	5	4034	1		
21012304	5	4035	1		
21012305	5	4036	1		
21012306	5	4037	1		
21012307	5	4038	1		
21012308	5	4039	2		
21012401	5	4040	1		
21012402	5	4041	1		
21012403	5	4042	1		
21012404	5	4043	1		
21012405	5	4044	1		
21012406	5	4045	1		
21012407	5	4046	1		
21012408	5	4047	2		
21012501	5	4048	1		
21012502	5	4049	1		
21012503	5	4050	1		
21012504	5	4051	1		
21012505	5	4052	1		
21012506	5	4053	1		
21012507	5	4054	1		
21012508	5	4055	2		
21012601	5	4056	1		
21012602	5	4057	1		
21012603	5	4058	1		
21012604	5	4059	1		
21012605	5	4060	1		
21012606	5	4061	1		
21012607	5	4062	1		
21012608	5	4063	2		
21012701	5	4064	1		
21012702	5	4065	1		
21012703	5	4066	1		
21012704	5	4067	1		
21012705	5	4068	1		
21012706	5	4069	1		
21012707	5	4070	1		
21012708	5	4071	2		
21012801	5	4072	1		
21012802	5	4073	1		
21012803	5	4074	1		
21012804	5	4075	1		
21012805	5	4076	1		
21012806	5	4077	1		
21012807	5	4078	1		
21012808	5	4079	2		
21012901	5	4080	1		
21012902	5	4081	1		
21012903	5	4082	1		
21012904	5	4083	1		
21012905	5	4084	1		
21012906	5	4085	1		
21012907	5	4086	1		
21012908	5	4087	2		
21013001	5	4088	1		
21013002	5	4089	1		
21013003	5	4090	1		
21013004	5	4091	1		
21013005	5	4092	1		
21013006	5	4093	1		
21013007	5	4094	1		
21013008	5	4095	2		
21013101	5	4096	1		
21013102	5	4097	1		
21013103	5	4098	1		
21013104	5	4099	1		
21013105	5	4100	1		
21013106	5	4101	1		
21013107	5	4102	1		
21013108	5	4103	2		
21013201	5	4104	1		
21013202	5	4105	1		
21013203	5	4106	1		
21013204	5	4107	1		
21013205	5	4108	1		
21013206	5	4109	1		
21013207	5	4110	1		
21013208	5	4111	2		
21013301	5	4112	1		
21013302	5	4113	1		
21013303	5	4114	1		
21013304	5	4115	1		
21013305	5	4116	1		
21013306	5	4117	1		
21013307	5	4118	1		
21013308	5	4119	2		
21013401	5	4120	1		
21013402	5	4121	1		
21013403	5	4122	1		
21013404	5	4123	1		
21013405	5	4124	1		
21013406	5	4125	1		
21013407	5	4126	1		
21013408	5	4127	2		
21013501	5	4128	1		
21013502	5	4129	1		
21013503	5	4130	1		
21013504	5	4131	1		
21013505	5	4132	1		
21013506	5	4133	1		
21013507	5	4134	1		
21013508	5	4135	2		
21013601	5	4136	1		
21013602	5	4137	1		
21013603	5	4138	1		
21013604	5	4139	1		
21013605	5	4140	1		
21013606	5	4141	1		
21013607	5	4142	1		
21013608	5	4143	2		
21013701	5	4144	1		
21013702	5	4145	1		
21013703	5	4146	1		
21013704	5	4147	1		
21013705	5	4148	1		
21013706	5	4149	1		
21013707	5	4150	1		
21013708	5	4151	2		
21013801	5	4152	1		
21013802	5	4153	1		
21013803	5	4154	1		
21013804	5	4155	1		
21013805	5	4156	1		
21013806	5	4157	1		
21013807	5	4158	1		
21013808	5	4159	2		
21013901	5	4160	1		
21013902	5	4161	1		
21013903	5	4162	1		
21013904	5	4163	1		
21013905	5	4164	1		
21013906	5	4165	1		
21013907	5	4166	1		
21013908	5	4167	2		
21014001	5	4168	1		
21014002	5	4169	1		
21014003	5	4170	1		
21014004	5	4171	1		
21014005	5	4172	1		
21014006	5	4173	1		
21014007	5	4174	1		
21014008	5	4175	2		
21014101	5	4176	1		
21014102	5	4177	1		
21014103	5	4178	1		
21014104	5	4179	1		
21014105	5	4180	1		
21014106	5	4181	1		
21014107	5	4182	1		
21014108	5	4183	2		
21014109	5	4184	1		
21014110	5	4185	1		
21014111	5	4186	1		
21014112	5	4187	1		
21014113	5	4188	1		
21014114	5	4189	1		
21014115	5	4190	1		
21014116	5	4191	2		
21014117	5	4192	1		
21014118	5	4193	1		
21014119	5	4194	1		
21014120	5	4195	1		
21014121	5	4196	1		
21014122	5	4197	1		
21014123	5	4198	1		
21014124	5	4199	2		
21014401	5	4200	1		
21014402	5	4201	1		
21014403	5	4202	1		
21014404	5	4203	1		
21014405	5	4204	1		
21014406	5	4205	1		
21014407	5	4206	1		
21014408	5	4207	2		
21014501	5	4208	1		
21014502	5	4209	1		
21014503	5	4210	1		
21014504	5	4211	1		
21014505	5	4212	1		
21014506	5	4213	1		
21014507	5	4214	1		
21014508	5	4215	2		
21014601	5	4216	1		
21014602	5	4217	1		
21014603	5	4218	1		
21014604	5	4219	1		
21014605	5	4220	1		
21014606	5	4221	1		
21014607	5	4222	1		
21014608	5	4223	2		
21014701	5	4224	1		
21014702	5	4225	1		
21014703	5	4226	1		
21014704	5	4227	1		
21014705	5	4228	1		
21014706	5	4229	1		
21014707	5	4230	1		
21014708	5	4231	2		
21014801	5	4232	1		
21014802	5	4233	1		
21014803	5	4234	1		
21014804	5	4235	1		
21014805	5	4236	1		
21014806	5	4237	1		
21014807	5	4238	1		
21014808	5	4239	2		
21014901	5	4240	1		
21014902	5	4241	1		
21014903	5	4242	1		
21014904	5	4243	1		
21014905	5	4244	1		
21014906	5	4245	1		
21014907	5	4246	1		
21014908	5	4247	2		
21020001	5	3130	2		
21020002	5	3131	2		
21020003	5	3132	2		
21020004	5	3133	2		
21020005	5	3134	2		
21020006	5	3135	2		
21020007	5	3136	2		
21020008	5	21020008	2		
21020009	5	21020009	2		
21030001	5	3140	3		
21030002	5	3141	3		
21030003	5	3142	3		
21030004	5	3143	3		
21030005	5	3144	3		
21030006	5	3145	3		
21030007	5	3146	3		
21030008	5	21030008	3		
21030009	5	21030009	3		
21040001	5	3510	2		
21040002	5	3511	2		
21040003	5	3512	2		
21040004	5	3513	2		
21040005	5	3514	2		
21040006	5	3515	2		
21040007	5	3516	2		
21040008	5	3517	2		
21040009	5	3518	2		
21040010	5	3519	2		
21050101	5	21050101	3		1
21050102	5	21050102	4		1
21050201	5	21050201	3		1
21050202	5	21050202	4		1
21050301	5	21050301	3		1
21050302	5	21050302	4		1
21050401	5	21050401	3		1
21050402	5	21050402	4		1
21050501	5	21050501	3		1
21050502	5	21050502	4		1
21050601	5	21050601	3		1
21050602	5	21050602	4		1
21050701	5	21050701	3		1
21050702	5	21050702	4		1
21050801	5	21050801	3		1
21050802	5	21050802	4		1
21050901	5	21050901	3		1
21050902	5	21050902	4		1
21051001	5	21051001	3		1
21051002	5	21051002	4		1
21051101	5	21051101	3		1
21051102	5	21051102	4		1
21051201	5	21051201	3		1
21051202	5	21051202	4		1
21051301	5	21051301	3		1
21051302	5	21051302	4		1
21051401	5	21051401	3		1
21051402	5	21051402	4		1
21051501	5	21051501	3		1
21051502	5	21051502	4		1
21051601	5	21051601	3		1
21051602	5	21051602	4		1
21051701	5	21051701	3		1
21051702	5	21051702	4		1
21051801	5	21051801	3		1
21051802	5	21051802	4		1
21051901	5	21051901	3		1
21051902	5	21051902	4		1
21052001	5	21052001	3		1
21052002	5	21052002	4		1
21052101	5	21052101	3		1
21052102	5	21052102	4		1
21052201	5	21052201	3		1
21052202	5	21052202	4		1
21052301	5	21052301	3		1
21052302	5	21052302	4		1
21052401	5	21052401	3		1
21052402	5	21052402	4		1
21052501	5	21052501	3		1
21052502	5	21052502	4		1
21052601	5	21052601	3		1
21052602	5	21052602	4		1
21052701	5	21052701	3		1
21052702	5	21052702	4		1
21052801	5	21052801	3		1
21052802	5	21052802	4		1
21052901	5	21052901	3		1
21052902	5	21052902	4		1
21053001	5	21053001	3		1
21053002	5	21053002	4		1
21053101	5	21053101	3		1
21053102	5	21053102	4		1
21053201	5	21053201	3		1
21053202	5	21053202	4		1
21053301	5	21053301	3		1
21053302	5	21053302	4		1
21053401	5	21053401	3		1
21053402	5	21053402	4		1
21053501	5	21053501	3		1
21053502	5	21053502	4		1
21053601	5	21053601	3		1
21053602	5	21053602	4		1
21053701	5	21053701	3		1
21053702	5	21053702	4		1
21053801	5	21053801	3		1
21053802	5	21053802	4		1
21053901	5	21053901	3		1
21053902	5	21053902	4		1
21054001	5	21054001	3		1
21054002	5	21054002	4		1
21054101	5	21054101	3		1
21054102	5	21054102	4		1
21054201	5	21054201	3		1
21054202	5	21054202	4		1
21054301	5	21054301	3		1
21054302	5	21054302	4		1
21054401	5	21054401	3		1
21054402	5	21054402	4		1
21054501	5	21054501	3		1
21054502	5	21054502	4		1
21054601	5	21054601	3		1
21054602	5	21054602	4		1
21054701	5	21054701	3		1
21054702	5	21054702	4		1
21054801	5	21054801	3		1
21054802	5	21054802	4		1
21054901	5	21054901	3		1
21054902	5	21054902	4		1
21060001	5	3500	1		
21060002	5	3501	1		
21060003	5	3502	1		
21060004	5	3503	2		
21060005	5	3504	2		
21060006	5	3505	2		
21060007	5	3506	2		
21060008	5	3507	2		
21060009	5	3508	2		
21060010	5	3509	2		
21070101	5	21070101	3		
21070201	5	21070201	3		
21070301	5	21070301	3		
21070401	5	21070401	3		
21070501	5	21070501	3		
21070601	5	21070601	3		
21070701	5	21070701	3		
21070801	5	21070801	3		
21070901	5	21070901	3		
21071001	5	21071001	3		
21071101	5	21071101	3		
21071201	5	21071201	3		
21071301	5	21071301	3		
21071401	5	21071401	3		
21071501	5	21071501	3		
21071601	5	21071601	3		
21071701	5	21071701	3		
21071801	5	21071801	3		
21071901	5	21071901	3		
21072001	5	21072001	3		
21072101	5	21072101	3		
21072201	5	21072201	3		
21072301	5	21072301	3		
21072401	5	21072401	3		
21072501	5	21072501	3		
21072601	5	21072601	3		
21072701	5	21072701	3		
21072801	5	21072801	3		
21072901	5	21072901	3		
21073001	5	21073001	3		
21073101	5	21073101	3		
21073201	5	21073201	3		
21073301	5	21073301	3		
21073401	5	21073401	3		
21073501	5	21073501	3		
21073601	5	21073601	3		
21073701	5	21073701	3		
21073801	5	21073801	3		
21073901	5	21073901	3		
21074001	5	21074001	3		
21074101	5	21074101	3		
21074201	5	21074201	3		
21074301	5	21074301	3		
210744401	5	21074401	3		
21074501	5	21074501	3		
21074601	5	21074601	3		
21074701	5	21074701	3		
21074801	5	21074801	3		
21074901	5	21074901	3		
21080101	5	21080101	3		
21080201	5	21080201	3		
21080301	5	21080301	3		
21080401	5	21080401	3		
21080501	5	21080501	3		
21080601	5	21080601	3		
21080701	5	21080701	3		
21080801	5	21080801	3		
21080901	5	21080901	3		
21081001	5	21081001	3		
21081101	5	21081101	3		
21081201	5	21081201	3		
21081301	5	21081301	3		
21081401	5	21081401	3		
21081501	5	21081501	3		
21081601	5	21081601	3		
21081701	5	21081701	3		
21081801	5	21081801	3		
21081901	5	21081901	3		
21082001	5	21082001	3		
21082101	5	21082101	3		
21082201	5	21082201	3		
21082301	5	21082301	3		
21082401	5	21082401	3		
21082501	5	21082501	3		
21082601	5	21082601	3		
21082701	5	21082701	3		
21082801	5	21082801	3		
21082901	5	21082901	3		
21083001	5	21083001	3		
21083101	5	21083101	3		
21083201	5	21083201	3		
21083301	5	21083301	3		
21083401	5	21083401	3		
21083501	5	21083501	3		
21083601	5	21083601	3		
21083701	5	21083701	3		
21083801	5	21083801	3		
21083901	5	21083901	3		
21084001	5	21084001	3		
21084101	5	21084101	3		
21084201	5	21084201	3		
21084301	5	21084301	3		
21084401	5	21084401	3		
21084501	5	21084501	3		
21084601	5	21084601	3		
21084701	5	21084701	3		
21084801	5	21084801	3		
21084901	5	21084901	3		
22010001	6	3170	1		
22010002	6	3171	1		
22010003	6	3172	1		
22010004	6	3173	1		
22010005	6	3174	1		
22020001	6	3180	1		
22020002	6	3181	1		
22020003	6	3182	1		
22020004	6	3183	1		
22020005	6	3184	1		
22020006	6	3190	2		
22020007	6	3191	2		
22020008	6	3192	2		
22020009	6	3193	2		
22020010	6	3194	2		
22020011	6	3195	3		
22030001	6	3196	1		
22030002	6	3197	1		
22030003	6	3198	1		
22030004	6	3199	1		
22030005	6	3200	1		
22040001	6	3210	1		
22040002	6	3211	1		
22040003	6	3212	1		
22040004	6	3213	1		
22040005	6	3214	1		
22040006	6	3215	1		
22040007	6	3216	1		
22040008	6	3217	1		
22040009	6	3218	1		
22040010	6	3219	1		
22040011	6	3220	2		
22050001	6	3520	1		
22050002	6	3521	1		
22050003	6	3522	1		
22050004	6	3523	1		
22050005	6	3524	1		
22050006	6	3525	1		
22050007	6	3526	1		
22050008	6	3527	1		
22050009	6	3528	1		
22050010	6	3529	2		
22060001	6	3530	1		
22060002	6	3531	1		
22060003	6	3532	1		
22060004	6	3533	1		
22060005	6	3534	1		
22060006	6	3535	1		
22060007	6	3536	1		
22060008	6	3537	1		
22060009	6	3538	1		
22060010	6	3539	1		
22060011	6	3540	2		
22070001	6	3550	1		
22070002	6	3551	1		
22070003	6	3552	1		
22070004	6	3553	1		
22070005	6	3554	1		
22070006	6	3555	1		
22070007	6	3556	1		
22070008	6	3557	1		
22070009	6	3558	2		
22070010	6	3559	2		
22080001	6	3560	1		
22080002	6	3561	1		
22080003	6	3562	2		
22080004	6	3563	2		
23010101	7	23010101	1		
23010102	7	23010102	2		
23010103	7	23010103	2		
23010104	7	23010104	2		
23010201	7	23010201	1		
23010202	7	23010202	2		
23010203	7	23010203	2		
23010204	7	23010204	2		
23010301	7	23010301	1		
23010302	7	23010302	2		
23010303	7	23010303	2		
23010304	7	23010304	2		
23010401	7	23010401	1		
23010402	7	23010402	2		
23010403	7	23010403	2		
23010404	7	23010404	2		
23010501	7	23010501	1		
23010502	7	23010502	2		
23010503	7	23010503	2		
23010504	7	23010504	2		
23010601	7	23010601	1		
23010602	7	23010602	2		
23010603	7	23010603	2		
23010604	7	23010604	2		
23010701	7	23010701	1		
23010702	7	23010702	2		
23010703	7	23010703	2		
23010704	7	23010704	2		
23010801	7	23010801	1		
23010802	7	23010802	2		
23010803	7	23010803	2		
23010804	7	23010804	2		
23010901	7	23010901	1		
23010902	7	23010902	2		
23010903	7	23010903	2		
23010904	7	23010904	2		
23011001	7	23011001	1		
23011002	7	23011002	2		
23011003	7	23011003	2		
23011004	7	23011004	2		
23011101	7	23011101	1		
23011102	7	23011102	2		
23011103	7	23011103	2		
23011104	7	23011104	2		
23011201	7	23011201	1		
23011202	7	23011202	2		
23011203	7	23011203	2		
23011204	7	23011204	2		
23011301	7	23011301	1		
23011302	7	23011302	2		
23011303	7	23011303	2		
23011304	7	23011304	2		
23011401	7	23011401	1		
23011402	7	23011402	2		
23011403	7	23011403	2		
23011404	7	23011404	2		
23011501	7	23011501	1		
23011502	7	23011502	2		
23011503	7	23011503	2		
23011504	7	23011504	2		
23020001	7	23020001	3		
23020002	7	23020002	3		
23020003	7	23020003	3		
23020004	7	23020004	3		
23020005	7	23020005	3		
23020006	7	23020006	3		
23020007	7	23020007	3		
23020008	7	23020008	3		
23020009	7	23020009	3		
23030001	7	23030001	3		
23030002	7	23030002	3		
23030003	7	23030003	3		
23030004	7	23030004	3		
23030005	7	23030005	3		
23030006	7	23030006	3		
23030007	7	23030007	3		
23030008	7	23030008	3		
23030009	7	23030009	3		
23040101	7	23040101	3		1
23040102	7	23040102	4		1
23040201	7	23040201	3		1
23040202	7	23040202	4		1
23040301	7	23040301	3		1
23040302	7	23040302	4		1
23040401	7	23040401	3		1
23040402	7	23040402	4		1
23040501	7	23040501	3		1
23040502	7	23040502	4		1
23040601	7	23040601	3		1
23040602	7	23040602	4		1
23040701	7	23040701	3		1
23040702	7	23040702	4		1
23040801	7	23040801	3		1
23040802	7	23040802	4		1
23040901	7	23040901	3		1
23040902	7	23040902	4		1
23041001	7	23041001	3		1
23041002	7	23041002	4		1
23041101	7	23041101	3		1
23041102	7	23041102	4		1
23041201	7	23041201	3		1
23041202	7	23041202	4		1
23041301	7	23041301	3		1
23041302	7	23041302	4		1
23041401	7	23041401	3		1
23041402	7	23041402	4		1
23041501	7	23041501	3		1
23041502	7	23041502	4		1
23050001	7	23050001	2		
23050002	7	23050002	2		
23050003	7	23050003	2		
23050004	7	23050004	3		
23050005	7	23050005	3		
23050006	7	23050006	4		
31010001	8	3230	1		
31010002	8	3231	1		
31010003	8	3232	1		
31010004	8	3233	1		
31010005	8	3234	1		
31010006	8	3235	1		
31010007	8	3236	1		
31010008	8	3237	1		
31010009	8	3238	1		
31010010	8	3239	2		
31020001	8	3600	1		
31020002	8	3601	1		
31020003	8	3602	1		
31020004	8	3603	1		
31020005	8	3604	1		
31020006	8	3605	1		
31020007	8	3606	1		
31020008	8	3607	1		
31020009	8	3608	1		
31020010	8	3609	2		
31030001	8	3610	1		
31030002	8	3611	1		
31030003	8	3612	1		
31030004	8	3613	1		
31040001	8	3620	1		
31040002	8	3621	1		
31040003	8	3622	1		
31040004	8	3623	1		
31050001	8	3630	1		
31050002	8	3631	1		
31050003	8	3632	1		
31050004	8	3633	1		
31100001	8	3660	1		
31100002	8	3661	1		
31100003	8	3662	1		
31100004	8	3663	2		
31100005	8	3664	2		
31100006	8	3665	2		
31100007	8	3666	3		
31100008	8	3667	3		
31110001	8	3150	1		
31110002	8	3151	2		
31110003	8	3152	2		
31110004	8	3153	3		
31060001	9	3640	1		
31060002	9	3641	1		
31060003	9	3642	2		
31060004	9	3643	2		
31060005	9	31060005	2		
31060006	9	31060006	3		
31070001	9	3650	1		
31070002	9	3651	1		
31070003	9	3652	2		
31070004	9	3653	2		
31070005	9	31070005	2		
31070006	9	31070006	3		
31080001	9	31080001	1		
31080002	9	31080002	1		
31080003	9	31080003	2		
31080004	9	31080004	2		
31080005	9	31080005	2		
31080006	9	31080006	3		
31090101	9	31090101	3		1
31090201	9	31090201	3		1
31090301	9	31090301	3		1
31090401	9	31090401	3		1
31090501	9	31090501	3		1
31090601	9	31090601	3		1
31090701	9	31090701	3		1
31090801	9	31090801	3		1
31090901	9	31090901	3		1
31091001	9	31091001	3		1
31091101	9	31091101	3		1
31091201	9	31091201	3		1
31091301	9	31091301	3		1
31091401	9	31091401	3		1
31091501	9	31091501	3		1
31091601	9	31091601	3		1
31091701	9	31091701	3		1
31091801	9	31091801	3		1
31091901	9	31091901	3		1
31092001	9	31092001	3		1
31092101	9	31092101	3		1
31092201	9	31092201	3		1
31092301	9	31092301	3		1
31092401	9	31092401	3		1
31092501	9	31092501	3		1
31092601	9	31092601	3		1
31092701	9	31092701	3		1
31092801	9	31092801	3		1
31092901	9	31092901	3		1
31093001	9	31093001	3		1
31093101	9	31093101	3		1
31093201	9	31093201	3		1
31093301	9	31093301	3		1
31093401	9	31093401	3		1
31093501	9	31093501	3		1
31093601	9	31093601	3		1
31093701	9	31093701	3		1
31093801	9	31093801	3		1
31093901	9	31093901	3		1
31094001	9	31094001	3		1
31094101	9	31094101	3		1
31094201	9	31094201	3		1
31094301	9	31094301	3		1
31094401	9	31094401	3		1
31094501	9	31094501	3		1
31094601	9	31094601	3		1
31094701	9	31094701	3		1
31094801	9	31094801	3		1
31094901	9	31094901	3		1
