Id	CharacterID	Pic	Title	Description	NextTrialID
19	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian01.png	Fleeting Phantom	Any 3-Ping attack will mark an enemy. Launching a 3-Ping attack at the marked enemy again will release an energy clone. The clone will attack once with each Basic Attack.	20
20	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian02.png	Sneak Attack	Ping a Yellow Orb and quickly goes behind the enemy. Attacks the back of the target to trigger the effect of "Sneak Attack" to increase damage.	21
21	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian03.png	Recommended Combo	Ping a Yellow Orb and quickly go behind the enemy, then ping a Blue Orb and attack the back of the enemy to deal Critical Strike.	19
22	1021002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luxiya01.png	Lotus - Lightning Dance	Marks the enemy by pinging Blue Orbs or Yellow Orbs. Attacking an enemy marked by Lucia has a chance to launch lightning attacks that deal Lightning DMG.	23
23	1021002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luxiya02.png	Recommended Combo	Ping a Yellow Orb and deploys a lightning field, then use a Red Orb 3-Ping to increase the number of extra attack and deal high Physical and Lightning DMG.	22
24	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu01.png	Reversed Egretfield	Attacking a marked enemy with Basic Attacks and Red Orb attacks may trigger Lightning Lure. The 5th trigger will activate Ex - Lightning Lure, dealing Lightning DMG to enemies and healing allies in the area.	25
25	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu02.png	Recommended Combo	Red Orb 3-Ping will trigger Lightning Lure.	26
26	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu03.png	Recommended Combo	Ping a Yellow Orb to attract enemies and mark them by pinging a Blue Orb, then trigger Passive: Lightning Lure by a Basic Attack.	24
27	1061003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Shenwei01.png	Fighting Will	Gains 10 Energy from a 3-Ping. Increases Physical and Dark Resistance under the effect of Twin Cores.	28
28	1061003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Shenwei02.png	Recommended Combo	When performing a Signature Move, quickly recover Energy and increases the duration by any 3-Ping.	27
29	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu01.png	Goddess Connection System	Enhances the weapon. Increases hit and damage of Basic Attacks.	30
30	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu02.png	Recommended Combo	Ping a Blue Orb to attract enemies. Increase attacking frequency by pinging Yellow Orbs and Basic Attack combos for a higher chance to trigger "Passive: Light Penalty".	31
31	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu03.png	Recommended Combo	Performs any 3-Ping to increase stacks of passive skills and recovers HP.	29
32	1071003		Thermal System	Gains initial thermal energy based on the skill level, and also by using certain skills. All skills become Enhanced when thermal energy is above 50%. Fire DMG increases when in Thermal mode.	33
33	1071003		Thermal System	Ping a Blue Orb to call for an aircraft which gains thermal energy from each attack.	32
34	1011003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Li01.png	Recommended Combo	Performs any 3-Ping + Red Orb combo to release an enhanced Red Orb.	34
35	1051003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Qishi01.png	Overclocking Resonance	For a period of time after performing a Signature Move, Movement Speed will be increased and Basic Attacks will deal Fire DMG and reduce Fire Resistance of the target.	35
36	1021003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Luxiyaaerfa01.png	Crimson Abyss - Blade Will	Any 3-Ping after a Blue Orb 3-Ping to enter Blade Will state. Signal Orbs will be converted into Special Orbs which unleashes sword waves when pinged.	36
37	1091002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Aila01.png	Vector Cube	Pinging a Blue Orb after any 3-Ping releases Vector Cube. While charging, draws in enemies, increases Extra DMG Reduction, and receives a shield for 7s. Releases the charge to deal DMG to a large area.	37
38	1081003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Dubian01.png	Cosmic Wave	Ping a Red Orb after any 3-Ping to release Cosmic Wave. Enters a stat-enhanced state after using the skill, adding Dark DMG to Basic Attack.	38
39	1041003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Bianka01.png	Critical Moment	Enters into sniping mode when pinging a Blue Orb after a Red Orb 3-Ping. During so, Basic Attack shoots a long-ranged lightning arrow. Exits sniping mode if 6 lightning arrows are shot or if 6 seconds pass.	40
40	1041003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Bianka01.png	Critical Moment	Dodging in sniping mode will lower the charge time of the next Basic Attack.	39
41	1111002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Sufeiya01.png	Field Supplies	On the last combo of Basic Attack, 3-Ping, Signature Move, or QTE, targets will drop an Energy Ball. Picking up an Energy Ball heals friendly members and boosts their Fire DMG.	42
42	1111002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Sufeiya01.png	Field Supplies	When an Energy Ball is picked up, Sophia gains Energy and Heat. When her Heat is over a certain level, her ATK will be increased.	41
43	1121002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kuluomu01.png	Arclight Shield	Creates a shield that lasts 4s after any 3-Ping followed by a Blue Orb. The shield will explode upon expiry or when replaced by a new shield, causing Lightning DMG to nearby targets.	43
44	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	Normal Form	Every 3-ping made in the Normal Form increases 50 Energy and 1 Signature point. Up to 2 Signature points can be accumulated in this form.	45
45	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	Form Switch	Using Form Switch in the Normal Form will transform Plume into the Arctic Form. During the switch, she has Super Armor. Switching at full Energy will re-arrange all the existing Signal Orbs in 3-ping order.	46
46	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	Arctic Form	The Arctic Form provides bonus Ice damage and slowly consumes Energy over time. Every 3-ping will increase 1 Signature point (up to 4 points in this form).	47
47	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	Final - Halcyonic Blossoms	The more Signature Points you have in Arctic Form, Signature deals more DMG. Unleash Final - Halcyonic Blossoms when you have 4 Signature Points. After that, Plume returns to Normal Form with 0 Energy.	44
48	1131002		Mass Illusion	Overclock Pts are earned automatically over time or through pinging Signal Orbs. Once Vera has enough Overclock Pts, long tap the Basic Attack to launch her Core Attack.	49
49	1131002		Mass Illusion	Vera's Core Attack deals Dark DMG in an area, and Physical DMG to targets in melee range. Vera will consume Overclock Pts and gain energy when casting her Core Attack.	48
50	1511003		Instinct Unlocked	Signature Move: Upon entering Berserk mode, earn Dark Impulse for Super Armor that depletes over time. Once all Energy has depleted, Berserk mode will deactivate.	51
51	1511003		Instinct Unlocked	While in Berserk, taking damage will deplete Dark Impulse. Entering the Matrix will not deplete Dark Impulse.	52
52	1511003		Instinct Unlocked	Special red, yellow and blue signal orbs are used while in a Berserk state, with the upper limit of each signal orbs being 1. Each ping is regarded as a 3-ping; cleared orbs will regenerate in 2 seconds with up to 3 signal orbs recovering at once.	53
53	1511003		Surging Madness	Core Passive: While in a normal state, any 3-ping will generate stacks of Surge (max 3). Once Surge is at max level, any 3-ping will generate additional Signature Move Energy.	54
54	1511003		Surging Madness	When entering Berserk mode, spend all Rage stacks. While Berserk, deal increased DMG equal to the amount of Rage stacks consumed.	50
55	1141003		Charged Attack	Press and hold to launch a charged attack ([small electromagnetic beam] or [medium electromagnetic beam] depending on the charge duration), attacking all enemies in a straight line.	56
56	1141003		Skill Boost	Rosetta has up to 3 Energy charges. Any 3-Ping will consume 1 charge to enhance her skills and provide a damage bonus.	57
57	1141003		Signature Move Boost	When casting a Signature Move, Rosetta consumes up to 2 Energy charges and gains Signature Move bonus based on the number of charge consumed.	58
58	1141003		Wide-area electromagnetic beam	After using all her Energy charges, Rosetta reaches the full load. Press and hold the basic attack button to charge, then release at the maximum charging duration to cast [wide-area electromagnetic beam]. Rosetta will gain 3 Energy charges again in 8s after casting [wide-area electromagnetic beam].	55
59	1521003		Sync Rate	Qu's Sync Rate limit is 60. She will gain 10/20/30 Sync Rate based on the number of Signal Orbs pinged. The Orbs will be enhanced once she has maximum Sync Rate.	60
60	1521003		Enhanced Orb	Enhanced Orbs can only be pinged individually. Each time an Enhanced Orb is cleared, the 3-Ping equivalent skill will be cast along with the Concentrated Will effect. Pinging an Enhanced Orb will consume 20 Sync Rate, and Qu cannot gain Energy from it.	61
61	1521003		Concentrated Will	Qu consumes 5 Sync Rate every second while Concentrated Will lasts. Once her Sync Rate is reduced to 0, she will leave the Concentrated Will status and no longer enhance the Signal Orbs.	59
62	1161002		Follow-Up	Changyu's first Signal Orb will always be his special Follow-Up Orb. After 3-Pinging any other Signal Orbs, the Follow-Up Orb will become available for a short period.	63
63	1161002		Follow-Up	After tapping the Follow-Up Orb, Changyu will cast different Follow-Up Skills based on the color of the previous 3-Ping, and gain bonus Signature Move Energy.	62
64	1171003		Singularity	Luna has up to 60 Annihilation Pts. Each time she makes a 3-Ping, she gain 15 Annihilation Pts and the next Orb pinged is also regarded as a 3-Ping. When she has at least 15 Annihilation Pts, you may press and hold the Basic Attack button to enter the Annihilation State.	65
65	1171003		Singularity	While in the Annihilation State, Luna gains Super Armor, and up to 4 Annihilation Orbs based on her current Annihilation Pts. She may ping the Annihilation Orbs to deal damage and gain 10 Energy from each Sphere.	66
66	1171003		Singularity	Basic Attacks under the Annihilation State cost 5 Annihilation Pts each. Luna will leave the Annihilation State once she has 0 Annihilation Pts left, or when she is switched out of the battle.	64
67	1181003		Blade Rend	After a Yellow 3-Ping, make another 3-Ping of any color to enter Battle Stance, which causes Basic Attacks, Red Orb, and Yellow Orb skills to launch Swordwaves. Pinging Red Orbs in Battle Stance can also stack Data Correction effect to increase Physical DMG.	67
68	1191003		Overclock Strike	After any 3-ping, an Overclock Indicator in corresponding color will be added to the far right of the Orbs bar. Tap the Overclock Indicator to ping all Signal Orbs of the corresponding color and cast the Core Skill.	68
69	1201003		Prototype	After any 3-ping, calls upon the POD to launch homing missiles at the enemy in front and obtain POD: Shield. Once POD: Shield is fully charged, A2 is able to cast her Signature Move to activate Berserk Mode.	69
70	1211002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	Cold Snap	After any 3-Ping, press Basic Attack within 1s to enter [Tactical Stance], and keep holding the Basic Attack button to maintain. Release the Basic Attack button to trigger [Blooming Shot].	71
71	1211002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	Cold Snap	The backstep of [Blooming Shot] is able to evade enemy attacks. If this move successfully dodges an attack, the follow-up shot will be enhanced.	70
72	1531003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	Tertian	Making a 3-Ping will generate a [Triad] of the same color. The next Orb pinged will generate [Tune] and trigger Chord.	73
73	1531003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	Tertian	Chord with the same color as the [Triad] will trigger [Concerto], dealing Lightning DMG. Chord with a color different to [Triad] will trigger [Solo], increasing own damage.	72
74	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	Frost Origin	Using [Consuming any 3-Ping of shield] in non-[Frost Spirit] state, using [Frost Strike] or any 3-Ping in [Frost Strike] state can make you enter [Condensed Frost] state.	75
75	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	Frost Origin	When Chrome is attacked in [Condensed Frost] state, he will invalidate this attack and inflict Slow to the enemy.	76
76	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	Frost Origin	Chrome rank-up will upgrade the Slow Effect from triggering [Condensed Frost] to Freeze Effect and increase DMG dealt to the enemies.	74
77	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	Shadow Prism Agglomerate	No. 21 can agglomerate the Shadow Prism energy with basic attack. When the value of energy reaches 4, the next basic attack will empty the energy and form a [Twilight Matrix], beating target and dealing Dark damage.	78
78	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	Shadow Prism Agglomerate	When No. 21 casts Shadow Prism attack, the Co-Bot will release [Force Wave] to enhance attack and detonate [Twilight Matrix], dealing Extra Damage.	79
79	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	Shadow Prism Agglomerate	When No. 21 is haywire (hit, fall down), tap Dodge button to perform [Instant Dodge], remove Haywire status and release a [Twilight Matrix] to the enemy.	77
80	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	Lightning Fall	Any 3-Ping will add 1 [Electric Charge] with the next Basic Attack, max 3 stacks.	81
81	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	Lightning Fall	With [Electric Charge], press and hold Basic Attack to use [Lightning Fall] to deal AOE Lightning DMG and reduce the target's Lightning RES with [Turbulence Interference].	82
82	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	Lightning Fall	Using [Lightning Fall] will spend [Electric Charges]. Spending more charges will deal more DMG>	80
83	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	Art of Deception	Tap the White Signal Orb at the 2nd/3rd/4th hit of Basic Attack to unleash different combos and gain 10/20/30 Deception Points.	84
84	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	Art of Deception	When there are enough Deception Points, tap the Signal Orb to cast skills and gain energy.	85
85	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	Art of Deception	The Matrix's enhanced orb effect now removes the cost of the next Signal Orb skill. After casting a Signature Move, gain 1 Incinerating Orb that can fire multiple incinerating bullets.	83
86	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Ode for Everlight	Accumulate Prayer via basic attacks and pings. Upon full Prayer, double tap the Dodge button to activate Prayer, during which time you can enter two groups of Signal Orbs.	87
87	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Ode for Everlight	Enter two groups of Signal Orbs of the same color to cast Purity Oath and deal area damage. Enter two groups of Signal Orbs of different colors to cast Chaos Oath and launch an attack that can be dodged against enemies and Liv: Empyrea.	88
88	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Ode for Everlight	The more Signal Orbs entered in a Prayer, the more damage it will cause. In addition, every time you enter Signal Orb(s), you will deal damage against enemies, inflict Imprison on them, and restore team members' HP.	89
89	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Ode for Everlight	Activate Prayer during a Signature Move to enter 3 groups of Signal Orb(s), which will trigger effect regardless of their color.	90
90	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	Ode for Everlight	Upgrade [Ode for Everlight] to Lv.22 to gain a random Signal Orb upon entering Prayer form.	86
