Id	DecorationId	Lv	ConditionId	UpgradeCostItemId	UpgradeCostCount	Type[1]	Param[1]	Type[2]	Param[2]	GroupIndex	GridIndex	Name	Icon	Desc	ConditionDesc	IsWindow
17	10002	6		96102	1500	15	2240212			2	2	HP Up	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>70%</color>     \nNext Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>90%</color>		
18	10002	7		96102	2000	15	2240213			2	2	HP Up	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>90%</color>     \nNext Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>120%</color>		
19	10002	8		96102	2500	15	2240214			2	2	HP Up	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>120%</color>     \nNext Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>150%</color>		
20	10002	9				15	2240215			2	2	HP Up	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Base HP +<color=#6495ED>150%</color>		
21	10003	0	1002024	96102	300					2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	(Not Activated) In Recitativo di Fantasia, the character gains <color=#6495ED>5%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
22	10003	1	1002024	96102	500	15	2240216			2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character gains <color=#6495ED>5%</color> Extra DMG Reduction     \nNext Level: In Recitativo di Fantasia, the character gains <color=#6495ED>10%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
23	10003	2	1002024	96102	800	15	2240217			2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character gains <color=#6495ED>10%</color> Extra DMG Reduction     \nNext Level: In Recitativo di Fantasia, the character gains <color=#6495ED>15%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
24	10003	3	1002024	96102	1200	15	2240218			2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character gains <color=#6495ED>15%</color> Extra DMG Reduction     \nNext Level: In Recitativo di Fantasia, the character gains <color=#6495ED>20%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
25	10003	4	1002024	96102	1500	15	2240219			2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character gains <color=#6495ED>20%</color> Extra DMG Reduction     \nNext Level: In Recitativo di Fantasia, the character gains <color=#6495ED>25%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
26	10003	5	1002024			15	2240220			2	3	Extra DMG Reduction	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character gains <color=#6495ED>25%</color> Extra DMG Reduction	Unlocks after Island Stranding reaches Lv.1	
27	10004	0	1002024	96102	300					2	4	Dodge Gauge Limit	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong01.png	(Not Activated) In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>100</color>	Unlocks after Island Stranding reaches Lv.1	
28	10004	1	1002024	96102	500	15	2240221			2	4	Dodge Gauge Limit	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>100</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>200</color>	Unlocks after Island Stranding reaches Lv.1	
29	10004	2	1002024	96102	800	15	2240222			2	4	Dodge Gauge Limit	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>200</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>300</color>	Unlocks after Island Stranding reaches Lv.1	
30	10004	3	1002024	96102	1200	15	2240223			2	4	Dodge Gauge Limit	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>300</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>400</color>	Unlocks after Island Stranding reaches Lv.1	
31	10004	4	1002024			15	2240224			2	4	Dodge Gauge Limit	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Limit +<color=#6495ED>400</color>	Unlocks after Island Stranding reaches Lv.1	
32	10005	0	1002024	96102	300					2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	(Not Activated) In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>5%</color>	Unlocks after Island Stranding reaches Lv.1	
33	10005	1	1002024	96102	500	15	2240225			2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>5%</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>10%</color>	Unlocks after Island Stranding reaches Lv.1	
34	10005	2	1002024	96102	800	15	2240226			2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>10%</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>15%</color>	Unlocks after Island Stranding reaches Lv.1	
35	10005	3	1002024	96102	1200	15	2240227			2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>15%</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>20%</color>	Unlocks after Island Stranding reaches Lv.1	
36	10005	4	1002024	96102	1500	15	2240228			2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>20%</color>     \nNext Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>25%</color>	Unlocks after Island Stranding reaches Lv.1	
37	10005	5	1002024			15	2240229			2	5	Dodge Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong01.png	Current Level: In Recitativo di Fantasia, Character Dodge Gauge Recovery Speed +<color=#6495ED>25%</color>	Unlocks after Island Stranding reaches Lv.1	
38	10006	0	1002025	96102	300					2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	(Not Activated) In Recitativo di Fantasia, the character deals <color=#6495ED>5%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
39	10006	1	1002025	96102	500	15	2240230			2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character deals <color=#6495ED>5%</color> more Extra DMG     \nNext Level: In Recitativo di Fantasia, the character deals <color=#6495ED>10%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
40	10006	2	1002025	96102	800	15	2240231			2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character deals <color=#6495ED>10%</color> more Extra DMG     \nNext Level: In Recitativo di Fantasia, the character deals <color=#6495ED>15%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
41	10006	3	1002025	96102	1200	15	2240232			2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character deals <color=#6495ED>15%</color> more Extra DMG     \nNext Level: In Recitativo di Fantasia, the character deals <color=#6495ED>20%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
42	10006	4	1002025	96102	1500	15	2240233			2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character deals <color=#6495ED>20%</color> more Extra DMG     \nNext Level: In Recitativo di Fantasia, the character deals <color=#6495ED>25%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
43	10006	5	1002025			15	2240234			2	6	DMG Boost	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong03.png	Current Level: In Recitativo di Fantasia, the character deals <color=#6495ED>25%</color> more Extra DMG	Unlocks after Wasteland reaches Lv.1	
44	10007	0	1002025	96102	500					2	7	Signal Orb Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong04.png	(Not Activated) In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>15s</color>	Unlocks after Wasteland reaches Lv.1	
45	10007	1	1002025	96102	800	15	2240235			2	7	Signal Orb Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>15s</color>     \nNext Level: In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>13s</color>	Unlocks after Wasteland reaches Lv.1	
46	10007	2	1002025	96102	1000	15	2240236			2	7	Signal Orb Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>13s</color>     \nNext Level: In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>10s</color>	Unlocks after Wasteland reaches Lv.1	
47	10007	3	1002025	96102	1500	15	2240237			2	7	Signal Orb Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong04.png	Current Level: In Recitativo Di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>10s</color>     Next Level: In Recitativo Di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>8s</color>	Unlocks after Wasteland reaches Lv.1	
48	10007	4	1002025			15	2240238			2	7	Signal Orb Recovery	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character restores <color=#6495ED>3</color> Signal Orbs every <color=#6495ED>8s</color>	Unlocks after Wasteland reaches Lv.1	
49	10008	0	1002026	96102	800					2	8	Periodic DMG Immunity	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong04.png	(Not Activated) In Recitativo di Fantasia, the character gains a DMG Immunity Shield every <color=#6495ED>15s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield.	Unlocks after Kingdom Capital I reaches Lv.1	
50	10008	1	1002026	96102	1000	15	2240239			2	8	Periodic DMG Immunity	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character gains a DMG Immunity Shield every <color=#6495ED>15s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield     \nNext Level: In Recitativo di Fantasia, the character gains DMG Immunity Shield every <color=#6495ED>13s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield	Unlocks after Kingdom Capital I reaches Lv.1	
51	10008	2	1002026	96102	1500	15	2240240			2	8	Periodic DMG Immunity	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character gains a DMG Immunity Shield every <color=#6495ED>13s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield     \nNext Level: In Recitativo di Fantasia, the character gains DMG Immunity Shield every <color=#6495ED>10s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield	Unlocks after Kingdom Capital I reaches Lv.1	
52	10008	3	1002026	96102	2000	15	2240241			2	8	Periodic DMG Immunity	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character gains a DMG Immunity Shield every <color=#6495ED>10s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield     \nNext Level: In Recitativo di Fantasia, the character gains DMG Immunity Shield every <color=#6495ED>8s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield	Unlocks after Kingdom Capital I reaches Lv.1	
53	10008	4	1002026			15	2240242			2	8	Periodic DMG Immunity	Assets/Product/Texture/Image/IconPetSkill/Pet3XiaoSkillbeidong04.png	Current Level: In Recitativo di Fantasia, the character gains a shield every <color=#6495ED>8s</color> and deals <color=#6495ED>10%</color> more Extra DMG with the shield.	Unlocks after Kingdom Capital I reaches Lv.1	
54	10009	0	1002028	96102	800					2	9	DMG Boost II	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong03.png	(Not Activated) In Recitativo di Fantasia, the character gains a <color=#6495ED>2%</color> Extra DMG boost every <color=#6495ED>10s</color>	Unlocks after Kingdom Capital II reaches Lv.1	
55	10009	1	1002028	96102	1000	15	2240243			2	9	DMG Boost II	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong03.png	Current Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>2%</color> Extra DMG boost every <color=#6495ED>10s</color>     \nNext Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>2%</color> Extra DMG boost every <color=#6495ED>8s</color>	Unlocks after Kingdom Capital II reaches Lv.1	
56	10009	2	1002028	96102	1500	15	2240244			2	9	DMG Boost II	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong03.png	Current Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>2%</color> Extra DMG boost every <color=#6495ED>8s</color>     \nNext Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>3%</color> Extra DMG boost every <color=#6495ED>6s</color>	Unlocks after Kingdom Capital II reaches Lv.1	
57	10009	3	1002028	96102	2000	15	2240245			2	9	DMG Boost II	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong03.png	Current Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>3%</color> Extra DMG boost every <color=#6495ED>6s</color>     \nNext Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>3%</color> Extra DMG boost every <color=#6495ED>5s</color>	Unlocks after Kingdom Capital II reaches Lv.1	
58	10009	4	1002028			15	2240246			2	9	DMG Boost II	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillzhudong03.png	Current Level: In Recitativo di Fantasia, the character gains a <color=#6495ED>3%</color> Extra DMG boost every <color=#6495ED>5s</color>	Unlocks after Kingdom Capital II reaches Lv.1	
59	20002	0	1002031	96102	5					1	1	Island Stranding	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong01.png	(Not Activated) Upon activation, <color=#6495ED>scene 4 and scene 5</color> will be unlocked.          \nActivate the previous ballade and meet the requirement(s) to activate it.	Clear Scene 3: Island Stranding	1
60	20002	1	1002031							1	1	Island Stranding	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong01.png	Current Level: Unlock <color=#6495ED>scene 4 and scene 5</color>	Clear Scene 3: Island Stranding	
61	20003	0	1002070	96102	5					1	2	Wasteland	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong02.png	(Not Activated) Upon activation, <color=#6495ED>scene 6</color> will be unlocked.          \nActivate the previous ballade and meet the requirement(s) to activate it.	Clear Scene 5: Wasteland, and upon Nov 18, 10:30	1
62	20003	1	1002070							1	2	Wasteland	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong02.png	Current Level: Unlock <color=#6495ED>scene 6</color>	Clear Scene 5: Wasteland, and upon Nov 18, 10:30	
63	20004	0	1002071	96102	5					1	3	Kingdom Capital I	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong03.png	(Not Activated) Upon activation, <color=#6495ED>scene 6 branch storyline ending Peony and Iris</color> will be unlocked.          \nActivate the previous ballade and meet the requirement(s) to activate it.	Clear Scene 6: Kingdom Capital, and upon Nov 25, 10:00	1
64	20004	1	1002071							1	3	Kingdom Capital I	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong03.png	Current Level: Unlock <color=#6495ED>scene 6 branch storyline ending</color>	Clear Scene 6: Kingdom Capital, and upon Nov 25, 10:00	
65	20005	0	1002072	96102	5					1	4	Kingdom Capital II	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong04.png	(Not Activated) Upon activation, <color=#6495ED>scene 6 branch storyline ending In the Name of Iris</color> will be unlocked.          \nActivate the previous ballade and meet the requirement(s) to activate it.	Clear scene 6 branch storyline ending, and upon Dec 2, 10:00	1
66	20005	1	1002072							1	4	Kingdom Capital II	Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillzhudong04.png	Current Level: Unlock <color=#6495ED>another branch storyline ending of scene 6</color>	Clear scene 6 branch storyline ending, and upon Dec 2, 10:00	
67	30001	0		96102	300					3	1	More Recruitment Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	(Not Activated) At the beginning of each scene, <color=#6495ED>Recruitment Attempts +1</color>		
68	30001	1				10	1			3	1	More Recruitment Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: At the beginning of each scene, <color=#6495ED>Recruitment Attempts +1</color>		
69	30002	0		96102	300					3	2	More Items for Purchase	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	(Not Activated) In the Theater Shop, <color=#6495ED>Items for Purchase +1</color>		
70	30002	1		96102	500	5	1			3	2	More Items for Purchase	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In the Theater Shop, <color=#6495ED>Items for Purchase +1</color>     \nNext Level: In the Theater Shop, <color=#6495ED>Items for Purchase +2</color>		
71	30002	2				5	2			3	2	More Items for Purchase	Assets/Product/Texture/Image/IconPetSkill/Pet2BeiSkillbeidong03.png	Current Level: In the Theater Shop, <color=#6495ED>Items for Purchase +2</color>		
72	30003	0	1002024	96102	150					3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	(Not Activated) In Recitativo di Fantasia, <color=#6495ED>Reruns +1</color>	Unlocks after Island Stranding reaches Lv.1	
73	30003	1	1002024	96102	200	9	1			3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	Current Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +1</color>     \nNext Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +2</color>	Unlocks after Island Stranding reaches Lv.1	
74	30003	2	1002024	96102	250	9	2			3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	Current Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +2</color>     \nNext Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +3</color>	Unlocks after Island Stranding reaches Lv.1	
75	30003	3	1002024	96102	300	9	3			3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	Current Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +3</color>     \nNext Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +4</color>	Unlocks after Island Stranding reaches Lv.1	
76	30003	4	1002024	96102	400	9	4			3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	Current Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +4</color>     \nNext Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +5</color>	Unlocks after Island Stranding reaches Lv.1	
77	30003	5	1002024			9	5			3	3	More Reruns	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png	Current Level: In Recitativo di Fantasia, <color=#6495ED>Reruns +5</color>	Unlocks after Island Stranding reaches Lv.1	
78	30004	0	1002024	96102	100					3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	(Not Activated ) Upon clearing any node, gain extra <color=#6495ED>Marg x5</color>.	Unlocks after Island Stranding reaches Lv.1	
79	30004	1	1002024	96102	200	3	5			3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	Current Level: Upon clearing any node, gain extra <color=#6495ED>Marg x5</color>.    \nNext Level: Upon clearing any node, gain extra <color=#6495ED>Marg x10</color>.	Unlocks after Island Stranding reaches Lv.1	
80	30004	2	1002024	96102	300	3	10			3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	Current Level: Upon clearing any node, gain extra <color=#6495ED>Marg x10</color>.    \nNext Level: Upon clearing any node, gain extra <color=#6495ED>Marg x15</color>.	Unlocks after Island Stranding reaches Lv.1	
81	30004	3	1002024	96102	500	3	15			3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	Current Level: Upon clearing any node, gain extra <color=#6495ED>Marg x15</color>.    \nNext Level: Upon clearing any node, gain extra <color=#6495ED>Marg x20</color>.	Unlocks after Island Stranding reaches Lv.1	
82	30004	4	1002024	96102	1000	3	20			3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	Current Level: Upon clearing any node, gain extra <color=#6495ED>Marg x20</color>.    \nNext Level: Upon clearing any node, gain extra <color=#6495ED>Marg x30</color>.	Unlocks after Island Stranding reaches Lv.1	
83	30004	5	1002024			3	30			3	4	Obtain Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong04.png	Current Level: Upon clearing any node, gain extra <color=#6495ED>Marg x30</color>.	Unlocks after Island Stranding reaches Lv.1	
84	30005	0	1002024	96102	100					3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	(Not Activated) At the beginning, gain extra <color=#6495ED>Marg x50</color>.	Unlocks after Island Stranding reaches Lv.1	
