Id	PowerId	Type	Pos	Quality	Lv	FightAbility	Name	Desc	Icon	NeedPowerFavor	FightEventId[1]	FightEventId[2]	SkillWeight
41	2	1	4	3	15	300	Arbitrary Memory III: Impeccability	<color=#168eec>Triggering Matrix</color> will summon a 6-second <color=#168eec>Lightning Orb</color> with a <color=#168eec>7-second</color> cooldown. There can be up to 4 different <color=#168eec>Lightning Orbs</color> on the field at the same time. Each <color=#168eec>Lightning Orb</color> will channel a lightning strike at a nearby enemy every 3s, dealing Lightning DMG equal to <color=#168eec>1425% ATK</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240041		115
42	2	1	4	4	18	350	Arbitrary Memory IV: Impeccability	<color=#168eec>Triggering Matrix</color> will summon a 6-second <color=#168eec>Lightning Orb</color> with a <color=#168eec>6-second</color> cooldown. There can be up to 4 different <color=#168eec>Lightning Orbs</color> on the field at the same time. Each <color=#168eec>Lightning Orb</color> will channel a lightning strike at a nearby enemy every 3s, dealing Lightning DMG equal to <color=#168eec>1500% ATK</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240042		115
43	2	2				100	Source of Liberation	All <color=#168eec>Lightning DMG dealt increases by 40%</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240043		70
44	2	2				100	Broad Definition	Dodge Gauge limit increases by <color=#168eec>30%</color>. Recovery speed increases by <color=#168eec>20%</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240044		70
45	2	2				200	United Will	All damage dealt within 10s after the Signature Move will come with <color=#168eec>20% additional True DMG</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	2240045		20
46	2	2				100	Ease of Dispute	All <color=#168eec>Lightning Orb</color> main ability cooldowns decrease by <color=#168eec>3s</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240046		70
47	2	2				100	Structure Enhancement	<color=#168eec>Lightning Orbs</color> will channel lightning strikes that <color=#168eec>deal damage to a significantly bigger area</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	2240047		70
48	2	2				150	Imagined Community	Automatically gain <color=#168eec>Skill Orb(s)</color> once per 6s with the number changing with the number of the <color=#168eec>Lightning Orbs</color> on the field.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	2240048		40
49	2	2				200	Self-Determination	With <color=#168eec>Lightning Orb(s)</color> on the field, upon taking lethal damage, the character will <color=#168eec>keep 1 HP to stay alive, become invincible for 3s</color> at the cost of all <color=#168eec>Lightning Orb(s)</color>, and restore <color=#168eec>40%-100% HP</color> based on the number of Lightning Orb(s) consumed. Cooldown: 30s	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	2240049		20
50	2	2				100	Call for Equity	Upon disappearance, a <color=#168eec>Lightning Orb</color> could <color=#168eec>summon another</color> <color=#168eec>Lightning Orb</color> with the same effect.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240050		70
51	2	2				100	Vague Impression	Reduce <color=#168eec>QTE cooldown</color> based on the number of <color=#168eec>Lightning Orbs</color> on the field.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		2240051		70
52	2	2				150	Consensus	The interval of lightning strikes channeled by <color=#168eec>Lightning Orbs</color> <color=#168eec>decreases from 3s to 2s</color>. Each lightning strike has a 10% chance to stun the enemy.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	2240052		40
53	3	1	1	1	5	200	True Depiction I: Fast Strike	<color=#13cfb7>Triggering a Basic Attack</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>20-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>200% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240053		115
54	3	1	1	2	10	250	True Depiction II: Fast Strike	<color=#13cfb7>Triggering a Basic Attack</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>19-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>240% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240054		115
55	3	1	1	3	15	300	True Depiction III: Fast Strike	<color=#13cfb7>Triggering a Basic Attack</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>18-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>270% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240055		115
56	3	1	1	4	18	350	True Depiction IV: Fast Strike	<color=#13cfb7>Triggering a Basic Attack</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>17-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>285% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240056		115
57	3	1	2	1	5	200	True Depiction I: Elimination	<color=#13cfb7>Triggering a 3-Ping</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>23-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>250% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240057		115
58	3	1	2	2	10	250	True Depiction II: Elimination	<color=#13cfb7>Triggering a 3-Ping</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>22-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>305% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240058		115
59	3	1	2	3	15	300	True Depiction III: Elimination	<color=#13cfb7>Triggering a 3-Ping</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>21-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>342% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240059		115
60	3	1	2	4	18	350	True Depiction IV: Elimination	<color=#13cfb7>Triggering a 3-Ping</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>20-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>360% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240060		115
61	3	1	3	1	5	200	True Depiction I: Burst	<color=#13cfb7>Triggering the Signature Move</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>28-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>370% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240061		115
62	3	1	3	2	10	250	True Depiction II: Burst	<color=#13cfb7>Triggering the Signature Move</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>27-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>450% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240062		115
63	3	1	3	3	15	300	True Depiction III: Burst	<color=#13cfb7>Triggering the Signature Move</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>26-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>500% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240063		115
64	3	1	3	4	18	350	True Depiction IV: Burst	<color=#13cfb7>Triggering the Signature Move</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>25-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>530% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240064		115
65	3	1	4	1	5	200	True Depiction I: Impeccability	<color=#13cfb7>Triggering Matrix</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>20-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>250% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240065		115
66	3	1	4	2	10	250	True Depiction II: Impeccability	<color=#13cfb7>Triggering Matrix</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>19-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>305% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240066		115
67	3	1	4	3	15	300	True Depiction III: Impeccability	<color=#13cfb7>Triggering Matrix</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>18-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>342% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240067		115
68	3	1	4	4	18	350	True Depiction IV: Impeccability	<color=#13cfb7>Triggering Matrix</color> will summon a 10-second <color=#13cfb7>Ice Circle</color> with a <color=#13cfb7>17-second</color> cooldown. The enemies in the Ice Circle will be slowed down by 30% and receive Ice DMG equal to <color=#13cfb7>360% ATK</color> once every 1.5s. [There can be only one <color=#13cfb7>Ice Circle</color> on the field. The new <color=#13cfb7>Ice Circle</color> will inherit the remaining effect time.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240068		115
69	3	2				100	Reality Repro	All <color=#13cfb7>Ice DMG dealt increases by 40%</color>.	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240069		70
70	3	2				100	Dark Condemnation	Upon taking a hit, become <color=#13cfb7>immune to its damage</color> and directly <color=#13cfb7>freeze your enemy for 5s</color>. Cooldown: 30s. [Frozen enemies will be unfrozen upon receiving any damage. During the next 10s, enemies will receive 5% more damage and can only be unfrozen every 10s.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		2240070		70
71	3	2				200	Portrayal of Collapse	The character <color=#ff0000>receives 15% damage</color>. And the character's <color=#13cfb7>3-Ping damage will freeze the enemy</color>. The freezing effect and the Resistance Reduction effect will <color=#13cfb7>last permanently</color>. [Frozen enemies will be unfrozen upon receiving any damage. During the next 10s, enemies will lose 5% all stat Resistances and can only be unfrozen every 10s.]	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	2240071		20
