Id	ChapterId	StageCount	StageId[1]	StageId[2]	StageId[3]	IsRandom	ConditionId	Weight	FightAbilityBegin	FightAbilityEnd	SelectSkillBegin	SelectSkillEnd	NeedDecoration	RewardId	IsBoss	SuggestAbility
254	20	1	30061877			1		100	0	0	0	18		550001		8300
255	20	1	30061878			1		100	0	0	0	50		550001		8450
256	20	1	30061879			1		100	0	0	0	50		550001		8450
257	20	1	30061880			1		100	0	0	17	50		550001		8450
258	20	1	30061881			1		100	0	0	17	50		550001		8600
259	20	1	30061882			1		100	0	0	17	50		550001		8600
260	20	2	30061883	30061884		0		100	0	0	0	0		550008	1	8800
261	20	1	30061989			0		100	0	0	0	0			1	8800
262	21	1	30061810			1		100	0	0	0	2		550001		1800
263	21	1	30061811			1		100	0	0	0	2		550001		1800
264	21	1	30061812			1		100	0	0	0	2		550001		1800
265	21	1	30061813			1		100	0	0	1	50		550001		2550
266	21	1	30061814			1		100	0	0	1	50		550001		2550
267	21	1	30061815			1		100	0	0	1	50		550001		2550
268	21	1	30061816			1		100	0	0	1	50		550001		2550
269	21	1	30061817			1		100	0	0	1	50		550001		2550
270	21	1	30061818			1		100	0	0	1	50		550001		2550
271	21	1	30061819			1		100	0	0	2	50		550001		2550
272	21	1	30061810			0		100	0	0	2	50				3300
273	21	1	30061811			0		100	0	0	2	50				3300
274	21	1	30061912			1		100	0	0	2	50		550001		3300
275	21	1	30061813			0		100	0	0	0	2				1800
276	21	1	30061838			0		100	0	0	0	0		550003	1	3700
277	22	1	30061820			1		100	0	0	0	6		550001		3800
278	22	1	30061821			1		100	0	0	0	6		550001		3800
279	22	1	30061822			1		100	0	0	0	6		550001		3800
280	22	1	30061823			1		100	0	0	5	50		550001		4300
281	22	1	30061824			1		100	0	0	5	50		550001		4300
282	22	1	30061825			1		100	0	0	5	50		550001		4300
283	22	1	30061826			1		100	0	0	5	50		550001		4300
284	22	1	30061827			1		100	0	0	6	50		550001		4800
285	22	1	30061828			1		100	0	0	6	50		550001		4800
286	22	1	30061829			1		100	0	0	6	50		550001		4800
287	22	1	30061926			1		100	0	0	0	6		550001		3800
288	22	1	30061927			1		100	0	0	5	50		550001		4300
289	22	1	30061828			0		100	0	0	0	6				3800
290	22	1	30061929			1		100	0	0	6	50		550001		4800
291	22	1	30061841			0		100	0	0	0	0		550004	1	5200
292	23	1	30061830			1		100	0	0	0	10		550001		5300
293	23	1	30061831			1		100	0	0	0	10		550001		5300
294	23	1	30061832			1		100	0	0	0	10		550001		5300
295	23	1	30061833			1		100	0	0	9	50		550001		5800
296	23	1	30061834			1		100	0	0	9	50		550001		5800
297	23	1	30061835			1		100	0	0	9	50		550001		5800
298	23	1	30061836			1		100	0	0	10	50		550001		6200
299	23	1	30061837			1		100	0	0	10	50		550001		6200
300	23	1	30061832			0		100	0	0	0	10				5300
301	23	1	30061933			1		100	0	0	0	10		550001		5300
302	23	1	30061934			1		100	0	0	9	50		550001		5800
303	23	1	30061935			1		100	0	0	10	50		550001		6200
304	23	1	30061937			1		100	0	0	10	50		550001		6200
305	23	1	30061844			0		100	0	0	0	0		550005	1	6600
306	23	1	30061909			0		100	0	0	0	0		550002	1	6600
307	24	1	30061850			1		100	0	0	0	13		550001		6700
308	24	1	30061851			1		100	0	0	0	13		550001		6700
309	24	1	30061852			1		100	0	0	0	13		550001		6700
310	24	1	30061853			1		100	0	0	0	13		550001		6700
311	24	1	30061854			1		100	0	0	12	50		550001		7100
312	24	1	30061855			1		100	0	0	12	50		550001		7100
313	24	1	30061856			1		100	0	0	12	50		550001		7100
314	24	1	30061956			1		100	0	0	13	50		550001		7700
315	24	1	30061952			1		100	0	0	13	50		550001		7700
316	24	1	30061953			1		100	0	0	13	50		550001		7700
317	24	1	30061954			1		100	0	0	13	50		550001		7700
318	24	2	30061857	30061858		0		100	0	0	0	0		550006	1	7850
319	25	1	30061862			1		100	0	0	0	16		550001		7850
320	25	1	30061863			1		100	0	0	0	16		550001		7850
321	25	1	30061864			1		100	0	0	0	16		550001		7850
322	25	1	30061865			1		100	0	0	0	50		550001		8000
323	25	1	30061866			1		100	0	0	15	50		550001		8000
324	25	1	30061867			1		100	0	0	15	50		550001		8000
325	25	1	30061868			1		100	0	0	15	50		550001		8150
326	25	2	30061869	30061870		0		100	0	0	0	0		550007	1	8300
327	25	1	30061948			0		100	0	0	0	0		550002	1	8300
328	26	1	30061876			1		100	0	0	0	18		550001		8300
329	26	1	30061877			1		100	0	0	0	18		550001		8300
330	26	1	30061878			1		100	0	0	0	50		550001		8450
331	26	1	30061879			1		100	0	0	0	50		550001		8450
332	26	1	30061880			1		100	0	0	17	50		550001		8450
333	26	1	30061881			1		100	0	0	17	50		550001		8600
334	26	1	30061882			1		100	0	0	17	50		550001		8600
335	26	2	30061883	30061884		0		100	0	0	0	0		550008	1	8800
336	26	1	30061974			0		100	0	0	0	0			1	8800
