Id	Name	Des	Icon
760072	Sunder Armor	Extra DMG Reduction decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png
760073	Sunder Armor	Extra DMG Reduction decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png
760081	Fragility	Extra DMG Reduction against CRIT hits decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760082	Fragility	Extra DMG Reduction against CRIT hits decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760083	Fragility	Extra DMG Reduction against CRIT hits decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png
760091	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 20%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760092	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 35%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760093	Fatigue	Extra DMG Bonus, Movement Speed, Attack Frequency, and Extra DMG Reduction decrease by 50%.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760101	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760102	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760103	Red Vulnerability	Extra DMG Reduction against Red Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760111	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760112	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760113	Yellow Vulnerability	Extra DMG Reduction against Yellow Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760121	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760122	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760123	Blue Vulnerability	Extra DMG Reduction against Blue Orb skills decreases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760131	Assault	Extra DMG Bonus increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760132	Assault	Extra DMG Bonus increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760133	Assault	Extra DMG Bonus increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760141	Fire Endurance	Fire Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760142	Fire Endurance	Fire Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760143	Fire Endurance	Fire Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760151	Lightning Endurance	Lightning Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760152	Lightning Endurance	Lightning Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760153	Lightning Endurance	Lightning Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760161	Ice Endurance	Ice Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760162	Ice Endurance	Ice Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760163	Ice Endurance	Ice Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760171	Dark Endurance	Dark Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760172	Dark Endurance	Dark Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760173	Dark Endurance	Dark Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760181	Physical Endurance	Physical Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760182	Physical Endurance	Physical Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760183	Physical Endurance	Physical Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760191	Elemental Endurance	Elemental Resistance increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760192	Elemental Endurance	Elemental Resistance increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760193	Elemental Endurance	Elemental Resistance increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760201	Damage Resistance	Extra DMG Reduction increases by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760202	Damage Resistance	Extra DMG Reduction increases by 45%.	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760203	Damage Resistance	Extra DMG Reduction increases by 60%.	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760211	Agile	Move Speed increases by 15%-30%. Movement Speed increases the farther the target is.	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760212	Agile	Move Speed increases by 20%-35%. Movement Speed increases the farther the target is.	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760213	Agile	Move Speed increases by 25%-40%. Movement Speed increases the farther the target is.	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760221	Immovable	Immune to hit and control effects.	Assets/Product/Texture/Image/IconAffix/AffixIconBudong2.png
760231	Recovery	Recovers up to 0.05% HP per second.	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760232	Recovery	Recovers up to 0.1% HP per second.	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760233	Recovery	Recovers up to 0.15% HP per second.	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760241	Shield	Receives a shield equal to 15% of current HP every 8s, lasting 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760242	Shield	Receives a shield equal to 25% of current HP every 8s, lasting 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760243	Shield	Receives a shield equal to 35% of current HP every 8s, lasting 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760251	Berserk	Increases Attack Frequency by 33% and has a 20% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760252	Berserk	Increases Attack Frequency by 66% and has a 30% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760253	Berserk	Increases Attack Frequency by 100% and has a 40% chance to deal 33% extra Physical DMG when damaging a target.	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760261	Bomb	A bomb left after death that deals 35% Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760262	Bomb	A bomb left after death that deals 45% Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760263	Bomb	A bomb left after death that deals 60% Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760271	Rigid Body	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 6 times, and is resumed 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760272	Rigid Body	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 9 times, and is resumed 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760273	Rigid Body	Takes 1 damage only from incoming attacks. This effect is removed after taking damage 12 times, and is resumed 8s later.	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760281	Barrier	Receives a permanent shield equal to 15% of current HP, granting immunity to attacks. Once exhausted, it will deactivate. Reactivates in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760282	Barrier	Receives a permanent shield equal to 25% of current HP, granting immunity to attacks. Once exhausted, it will deactivate. Reactivates in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760283	Barrier	Receives a permanent shield equal to 35% of current HP, granting immunity to attacks. Once exhausted, it will deactivate. Reactivates in 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760291	Radiation	Continuously deals 6% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760292	Radiation	Continuously deals 8% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760293	Radiation	Continuously deals 10% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
761275	Radiation	Continuously deals 1.25% Physical DMG to nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760301	Closed Loop	Increases Extra DMG Reduction by 30% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760302	Closed Loop	Increases Extra DMG Reduction by 45% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760303	Closed Loop	Increases Extra DMG Reduction by 60% against long-ranged attacks.	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760311	Blessing	Increases Extra DMG Bonus of allies nearby by 10%.	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760312	Blessing	Increases Extra DMG Bonus of allies nearby by 20%.	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760313	Blessing	Increases Extra DMG Bonus of allies nearby by 30%.	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760321	Lone Wolf	Increases Extra DMG Bonus by 3%. Stacks up to 10 times based on the fewer number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760322	Lone Wolf	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 times on the fewer number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760323	Lone Wolf	Increases Extra DMG Bonus by 6%. Stacks up to 10 times based the on fewer number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760331	Commander	Increases Extra DMG Bonus by 3%. Stacks up to 10 times based on the higher number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760332	Commander	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 layers based on the higher number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760333	Commander	Increases Extra DMG Bonus by 6%. Stacks up to 10 times based on the higher number of nearby allies.	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760341	Penetration	Damaging a target also reduces its Extra DMG Reduction by 3%, stacking up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760342	Penetration	Damaging a target also reduces its Extra DMG Reduction by 4%, stacking up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760343	Penetration	Damaging a target also reduces its Extra DMG Reduction by 5%, stacking up to 10 times. Each stack lasts 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760351	Lightning Shield	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 3s cooldown. Trigger chance increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760352	Lightning Shield	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. Trigger chance increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760353	Lightning Shield	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown.Trigger chance increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760361	Wave	Creates a shockwave upon getting up, repelling nearby enemies.	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png
760371	Lightning Mine	When attacking, leaves a bomb that deals 15% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760372	Lightning Mine	When attacking, leaves a bomb that deals 20% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760373	Lightning Mine	When attacking, leaves a bomb that deals 25% Physical DMG on the target.	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760381	Invisibility	When visible, it will gain invisibility after 5s. If it is hit, it loses invisibility, and it must wait for 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760382	Invisibility	When visible, it will gain invisibility after 3s. If it is hit, it loses invisibility, and it must wait for 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760383	Invisibility	When visible, it will gain invisibility after 1s. If it is hit, it loses invisibility, and it must wait for 3s to reactivate it.	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760391	Flash	Teleports near the target when they are far away. 8-10s cooldown. Cooldown is reduced the farther the distance travelled.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760392	Flash	Teleports near the target when they are far away. 7-9s cooldown. Cooldown is reduced the farther the distance travelled.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760393	Flash	Teleports near the target when they are far away. 6-8s cooldown. Cooldown is reduced the farther the distance travelled.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760394	Transfer	Teleport away when close to the target (8s cooldown). Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760395	Transfer	Teleport away when close to the target (7s cooldown). Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760396	Transfer	Teleport away when close to the target. 6s cooldown. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760401	Division	Summons two Clones of the same type that inherit 30% ATK and DEF upon dying.	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760402	Division	Summons two Clones of the same type that inherit 60% ATK and DEF upon dying.	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760403	Division	Summons two Clones of the same type that inherit 100% ATK and DEF upon dying.	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760411	Black Hole	Periodically leaves a black hole with weak gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760412	Black Hole	Periodically leaves a black hole with moderate gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760413	Black Hole	Periodically leaves a black hole with strong gravitational pull at your location.	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760421	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 3% continuous Physical DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760422	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 4% continuous Physical Damage.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760423	Laser	Periodically unleashes lasers in the eight cardinal directions, dealing 5% continuous Physical Damage.	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760431	Flame	Attacks deal an additional 10% Fire DMG and have a 10% chance to inflict Burn, dealing 10% Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760432	Flame	Attacks deal an additional 15% Fire DMG and have a 15% chance to inflict Burn, dealing 15% Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760433	Flame	Attacks deal an additional 20% Fire DMG and have a 20% chance to inflict Burn, dealing 20% Fire DMG per second for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760451	Freeze	Attacks deal an additional 10% Ice DMG, slow down the Target's Movement Speed by 15%, and have a 10% chance to Freeze for 0.3s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760452	Freeze	Attacks deal an additional 15% Ice DMG, slow down the Target's Movement Speed by 20%, and have a 15% chance to Freeze for 0.5s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760453	Freeze	Attacks deal an additional 20% Ice DMG, slow down the Target's Movement Speed by 25%, and have a 20% chance to Freeze for 0.7s.	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760471	Shadow	Attacks deal an additional 10% Dark DMG and have a 10% chance to stun the target for 0.5s. Takes 10% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760472	Shadow	Attacks deal an additional 15% Dark DMG and have a 15% chance to stun the target for 0.7s. Takes 15% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760473	Shadow	Attacks deal an additional 20% Dark DMG and have a 20% chance to stun the target for 0.9s. Takes 20% extra Dark DMG.	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760491	Thunderous	Attacks deal an additional 10% Lightning DMG and have a 10% chance to channel lightning, striking the target area once every 1.5s for 1.5s.	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760492	Thunderous	Attacks deal an additional 15% Lightning DMG and have a 15% chance to channel lightning, striking the target area once every 1.5s for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760493	Thunderous	Attacks deal an additional 20% Lightning DMG and have a 20% of chance to channel lightning, striking the target area once every 1.5s for 4.5s.	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760601	Cold Trail	Unleash an Ice Block that tracks the target, dealing 5% Ice DMG upon contact. Tracking speed increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760602	Cold Trail	Unleash an Ice Block that tracks the target, dealing 10% Ice DMG upon contact. Tracking speed increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760603	Cold Trail	Unleash an Ice Block that tracks the target, dealing 15% Ice DMG upon contact. Tracking speed increases the farther the target.	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760630	Deterioration	Damage dealt also reduces target's healing received by 30% for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760631	Deterioration	Damage dealt also reduces target's healing received by 45% for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760632	Deterioration	Damage dealt also reduces target's healing received by 60% for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760640	Null Heal	Periodically make the target unable to receive any healing effects for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760641	Null Heal	Periodically make the target unable to receive any healing effects for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760642	Null Heal	Periodically make the target unable to receive any healing effects for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760650	Imprison	Creates a barrier at the target location that lasts for 3s, blocking targets from entering or leaving. 15s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760651	Imprison	Creates a barrier at the target location that lasts for 4s, blocking targets from entering or leaving. 16s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760652	Imprison	Creates a barrier at the target location that lasts for 5s, blocking targets from entering or leaving. 17s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760670	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 3s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760671	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 4s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760672	Invasion	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other Damage Affix effects for 5s.	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760690	Backfire	Generates an energy shield for 3s that deals 15% Physical DMG to targets. 16s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760691	Backfire	Generates an energy shield for 4s that deals 25% Physical DMG to targets. 17s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760692	Backfire	Generates an energy shield for 5s that deals 35% Physical DMG to targets. 18s cooldown.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
772583	Diffusion	Enemy attacks will remove 1 Signal Orb. When the enemy dies, it returns all Signal Orbs.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png
772587	Healing	Heals the HP of the enemy's nearby allies equal to its ATK every 20s.	Assets/Product/Texture/Image/IconAffix/AffixIconWeianLogistics4.png
772589	Grudge	When the enemy dies, all allies within 20m of it will permanently receive 20% more DMG. Stacks up to 3 times.	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png
772591	Revenge	When the enemy dies, all allies within 20m of it will receive 50% more DMG (unstackable).	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png
772593	Burning Fire	When the enemy dies, all allies within 20m of it restore 20% HP.	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png
772595	Protection	Grants the enemy and its nearby allies a shield equal to 10% of its current HP every 10s. Shields granted this way cannot be stacked.	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png
772597	Sacrifice	Randomly selects 1 ally as a protected target. When the protected target dies, sacrifice itself to revive the target to full HP.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12111.png
772601	Self-Destruction Bug	Periodically summons 1 Self-Destruction Bug to attack the enemy.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png
772602	Devour	Kills 1 nearby ally every 30s to restore 20% HP.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png
772608	Soul Devourer	Increases ATK by 20% for each dead ally. Stacks up to 3 times.	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png
778076	Curse	Permanently reduces the enemy's Extra DMG Reduction by 15% upon death.	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778077	Curse	Permanently reduces the enemy's Extra DMG Reduction by 20% upon death.	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778078	Curse	Permanently reduces the enemy's Extra DMG Reduction by 25% upon death.	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778081	Purify	Removes all your [Curses] upon death.	Assets/Product/Texture/Image/IconAffix/AffixIconJinghua2.png
778091	Mourn	When being killed, all enemies within a certain area will become unable to attack for 10s.	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778095	Mourn	When being killed, all enemies within a certain area will become unable to attack for 15s.	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778096	Mourn	When being killed, all enemies within a certain area will become unable to attack for 20s.	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778101	Shield	Gains a shield that can withstand DMG for 1/2/3 time(s) every 20s. The shield needs to have special effects when it exists.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778102	Shield	Gains a shield that can withstand DMG for 1/2/3 time(s) every 20s. The shield needs to have special effects when it exists.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778103	Shield	Gains a shield that can withstand DMG for 1/2/3 time(s) every 20s. The shield needs to have special effects when it exists.	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778131	Bond	Revives and restores 15% of max HP 10s after death if there are still enemies with an affix [Bond] alive.	Assets/Product/Texture/Image/IconAffix/AffixIconJiban2.png
