Id	SignId	Pre	Round	Day	IsGrandPrix	RewardType	RewardId	DropId	ShowRewardId
116	14	4	1	4	1	1	7193		7193
117	14	5	1	5	0	1	7194		7194
118	14	6	1	6	0	1	7195		7195
119	14	7	1	7	1	1	7196		7196
120	15	1	1	1	1	1	7200		7200
121	15	2	1	2	0	1	7201		7201
122	15	3	1	3	0	1	7202		7202
123	15	4	1	4	1	1	7203		7203
124	15	5	1	5	0	1	7204		7204
125	15	6	1	6	0	1	7205		7205
126	15	7	1	7	1	1	7206		7206
127	16	1	1	1	1	1	7210		7210
128	16	2	1	2	1	1	7211		7211
129	16	3	1	3	1	1	7212		7212
130	17	1	1	1	0	1	7220		7220
131	17	2	1	2	0	1	7221		7221
132	17	3	1	3	0	1	7222		7222
133	17	4	1	4	0	1	7223		7223
134	17	5	1	5	0	1	7224		7224
135	17	6	1	6	0	1	7225		7225
136	17	7	1	7	1	1	7226		7226
137	17	1	2	1	0	1	7227		7227
138	17	2	2	2	0	1	7228		7228
139	17	3	2	3	0	1	7229		7229
140	17	4	2	4	0	1	7230		7230
141	17	5	2	5	0	1	7231		7231
142	17	6	2	6	0	1	7232		7232
143	17	7	2	7	1	1	7233		7233
144	18	1	1	1	1	1	5000602		5000602
145	18	2	1	2	1	1	7235		7235
146	18	3	1	3	1	1	7236		7236
147	19	1	1	1	0	1	7237		7237
148	19	2	1	2	0	1	7238		7238
149	19	3	1	3	0	1	7239		7239
150	19	4	1	4	0	1	7240		7240
151	19	5	1	5	0	1	7241		7241
152	19	6	1	6	0	1	7242		7242
153	19	7	1	7	1	1	7243		7243
154	19	1	2	1	0	1	7244		7244
155	19	2	2	2	0	1	7245		7245
156	19	3	2	3	0	1	7246		7246
157	19	4	2	4	0	1	7247		7247
158	19	5	2	5	0	1	7248		7248
159	19	6	2	6	0	1	7249		7249
160	19	7	2	7	1	1	7250		7250
161	20	1	1	1	0	1	7251		7251
162	20	2	1	2	0	1	7252		7252
163	20	3	1	3	0	1	7253		7253
164	20	4	1	4	0	1	7254		7254
165	20	5	1	5	0	1	7255		7255
166	20	6	1	6	0	1	7256		7256
167	20	7	1	7	1	1	7257		7257
168	21	1	1	1	0	1	7258		7258
169	21	2	1	2	1	1	7259		7259
170	21	3	1	3	0	1	7260		7260
171	21	4	1	4	0	1	7261		7261
172	21	5	1	5	0	1	7262		7262
173	21	6	1	6	0	1	7263		7263
174	21	7	1	7	1	1	7264		7264
175	22	1	1	1	1	1	7265		7265
176	22	2	1	2	0	1	7266		7266
177	22	3	1	3	1	1	7267		7267
178	22	4	1	4	0	1	7268		7268
179	22	5	1	5	0	1	7269		7269
180	22	6	1	6	0	1	7270		7270
181	22	7	1	7	1	1	7271		7271
182	23	1	1	1	1	1	7286		7286
183	23	2	1	2	0	1	7287		7287
184	23	3	1	3	1	1	7288		7288
185	23	4	1	4	0	1	7289		7289
186	23	5	1	5	0	1	7290		7290
187	23	6	1	6	0	1	7291		7291
188	23	7	1	7	1	1	7292		7292
189	24	1	1	1	1	1	7272		7272
190	24	2	1	2	0	1	7273		7273
191	24	3	1	3	1	1	7274		7274
192	24	4	1	4	0	1	7275		7275
193	24	5	1	5	0	1	7276		7276
194	24	6	1	6	0	1	7277		7277
195	24	7	1	7	1	1	7278		7278
196	24	8	2	1	0	1	7279		7279
197	24	9	2	2	0	1	7280		7280
198	24	10	2	3	1	1	7281		7281
199	24	11	2	4	0	1	7282		7282
200	24	12	2	5	0	1	7283		7283
201	24	13	2	6	0	1	7284		7284
202	24	14	2	7	0	1	7285		7285
203	25	1	1	1	1	1	7293		7293
204	25	2	1	2	0	1	7294		7294
205	25	3	1	3	1	1	7295		7295
206	25	4	1	4	0	1	7296		7296
207	25	5	1	5	0	1	7297		7297
208	25	6	1	6	0	1	7298		7298
209	25	7	1	7	1	1	7299		7299
210	26	1	1	1	1	1	7307		7307
211	26	2	1	2	0	1	7308		7308
212	26	3	1	3	1	1	7309		7309
213	26	4	1	4	0	1	7310		7310
214	26	5	1	5	0	1	7311		7311
215	26	6	1	6	0	1	7312		7312
216	26	7	1	7	1	1	7313		7313
217	27	1	1	1	1	1	7314		7314
218	27	2	1	2	0	1	7315		7315
219	27	3	1	3	1	1	7316		7316
220	27	4	1	4	0	1	7317		7317
221	27	5	1	5	0	1	7318		7318
222	27	6	1	6	0	1	7319		7319
223	27	7	1	7	1	1	7320		7320
224	28	1	1	1	0	1	7321		7321
225	28	2	1	2	0	1	7322		7322
226	28	3	1	3	1	1	7323		7323
227	29	1	1	1	1	1	7324		7324
228	29	2	1	2	0	1	7325		7325
229	29	3	1	3	1	1	7326		7326
230	29	4	1	4	0	1	7327		7327
231	29	5	1	5	0	1	7328		7328
232	29	6	1	6	0	1	7329		7329
233	29	7	1	7	1	1	7330		7330
234	30	1	1	1	1	1	7331		7331
235	30	2	1	2	0	1	7332		7332
236	30	3	1	3	1	1	7333		7333
237	30	4	1	4	0	1	7334		7334
238	30	5	1	5	0	1	7335		7335
239	30	6	1	6	1	1	7336		7336
240	30	7	1	7	1	1	7337		7337
241	31	1	1	1	1	1	7338		7338
242	31	2	1	2	1	1	7339		7339
243	31	3	1	3	1	1	7340		7340
244	32	1	1	1	1	1	7341		7341
245	32	2	1	2	0	1	7342		7342
246	32	3	1	3	1	1	7343		7343
247	32	4	1	4	0	1	7344		7344
248	32	5	1	5	0	1	7345		7345
249	32	6	1	6	0	1	7346		7346
250	32	7	1	7	1	1	7347		7347
251	33	1	1	1	1	1	7348		7348
252	33	2	1	2	1	1	7349		7349
253	33	3	1	3	1	1	7350		7350
254	36	1	1	1	1	1	7351		7351
255	36	2	1	2	0	1	7352		7352
256	36	3	1	3	1	1	7353		7353
257	36	4	1	4	0	1	7354		7354
258	36	5	1	5	0	1	7355		7355
259	36	6	1	6	0	1	7356		7356
260	36	7	1	7	1	1	7357		7357
261	35	1	1	1	1	1	7358		7358
262	35	2	1	2	1	1	7359		7359
263	35	3	1	3	1	1	7360		7360
264	37	1	1	1	1	1	7361		7361
265	37	2	1	2	0	1	7362		7362
266	37	3	1	3	1	1	7363		7363
267	37	4	1	4	0	1	7364		7364
268	37	5	1	5	0	1	7365		7365
269	37	6	1	6	0	1	7366		7366
270	37	7	1	7	1	1	7367		7367
271	38	1	1	1	1	1	7368		7368
272	38	2	1	2	0	1	7369		7369
273	38	3	1	3	1	1	7370		7370
274	38	4	1	4	0	1	7371		7371
275	38	5	1	5	0	1	7372		7372
276	38	6	1	6	0	1	7373		7373
277	38	7	1	7	1	1	7374		7374
278	39	1	1	1	1	1	7375		7375
279	39	2	1	2	1	1	7376		7376
280	39	3	1	3	1	1	7377		7377
281	40	1	1	1	1	1	7378		7378
282	40	2	1	2	0	1	7379		7379
283	40	3	1	3	1	1	7380		7380
284	40	4	1	4	0	1	7381		7381
285	40	5	1	5	0	1	7382		7382
286	40	6	1	6	0	1	7383		7383
287	40	7	1	7	1	1	7384		7384
288	41	1	1	1	1	1	7385		7385
289	41	2	1	2	1	1	7386		7386
290	41	3	1	3	1	1	7387		7387
291	42	1	1	1	0	1	701001		701001
292	42	2	1	2	0	1	701002		701002
293	42	3	1	3	0	1	701003		701003
294	42	4	1	4	0	1	701004		701004
295	42	5	1	5	0	1	701005		701005
296	42	6	1	6	0	1	701006		701006
297	42	7	1	7	1	1	701007		701007
298	43	1	1	1	1	1	7388		7388
299	43	2	1	2	0	1	7389		7389
300	43	3	1	3	1	1	7390		7390
301	43	4	1	4	0	1	7391		7391
302	43	5	1	5	0	1	7392		7392
303	43	6	1	6	0	1	7393		7393
304	43	7	1	7	1	1	7394		7394
305	44	1	1	1	1	1	7396		7396
306	44	2	1	2	0	1	7397		7397
307	44	3	1	3	1	1	7398		7398
308	44	4	1	4	0	1	7399		7399
309	44	5	1	5	0	1	7400		7400
310	44	6	1	6	0	1	7401		7401
311	44	7	1	7	1	1	7402		7402
312	45	1	1	1	1	1	7403		7403
313	45	2	1	2	1	1	7404		7404
314	45	3	1	3	1	1	7405		7405
1000014	1000002	1	1	1	0	1	3000026		3000026
1000015	1000002	2	1	2	0	1	3000027		3000027
1000016	1000002	3	1	3	0	1	3000028		3000028
1000017	1000002	4	1	4	0	1	3000029		3000029
1000018	1000002	5	1	5	0	1	3000030		3000030
1000019	1000002	6	1	6	0	1	3000031		3000031
1000020	1000002	7	1	7	1	1	3000032		3000032
11000010	1100003	1	1	1	0	1	2120020		2120020
11000011	1100003	2	1	2	0	1	2120021		2120021
11000012	1100003	3	1	3	0	1	2120022		2120022
11000013	1100003	4	1	4	1	1	2120023		2120023
11000014	1100003	5	1	5	0	1	2120024		2120024
11000015	1100003	6	1	6	0	1	2120025		2120025
11000016	1100003	7	1	7	1	1	2120026		2120026
12000010	1200001	1	1	1	0	1	2120027		2120027
12000011	1200001	2	1	2	0	1	2120028		2120028
12000012	1200001	3	1	3	1	1	2120029		2120029
12000013	1200001	4	1	4	0	1	2120030		2120030
12000014	1200001	5	1	5	0	1	2120031		2120031
12000015	1200001	6	1	6	1	1	2120032		2120032
12000016	1200001	7	1	7	0	1	2120033		2120033
12000017	1200001	1	2	1	1	1	2120034		2120034
12000018	1200001	2	2	2	1	1	2120035		2120035
12000019	1200001	3	2	3	1	1	2120036		2120036
1400000	1300001	1	1	1	0	1	5000057		5000057
1400001	1300001	2	1	2	0	1	5000058		5000058
1400002	1300001	3	1	3	0	1	5000059		5000059
1400003	1300001	4	1	4	0	1	5000060		5000060
1400004	1300001	5	1	5	0	1	5000061		5000061
1400005	1300001	6	1	6	0	1	5000062		5000062
1400006	1300001	7	1	7	1	1	5000063		5000063
1300020	1300020	1	1	1	0	1	5000150		5000150
1300021	1300020	2	1	2	0	1	5000151		5000151
1300022	1300020	3	1	3	1	1	5000152		5000152
1300023	1300020	4	1	4	0	1	5000153		5000153
1300024	1300020	5	1	5	0	1	5000154		5000154
1300025	1300020	6	1	6	1	1	5000155		5000155
1300026	1300020	7	1	7	1	1	5000156		5000156
1300027	1300030	1	1	1	1	1	5000240		5000240
1300028	1300030	2	1	2	0	1	5000241		5000241
1300029	1300030	3	1	3	0	1	5000242		5000242
1300030	1300030	4	1	4	1	1	5000243		5000243
1300031	1300030	5	1	5	1	1	5000244		5000244
1300040	1300040	1	1	1	0	1	5000280		5000280
1300041	1300040	2	1	2	1	1	5000281		5000281
1300042	1300040	3	1	3	0	1	5000282		5000282
1300043	1300040	4	1	4	1	1	5000283		5000283
1300044	1300040	5	1	5	1	1	5000284		5000284
1300045	1300050	1	1	1	1	1	5000327		5000327
1300046	1300050	2	1	2	0	1	5000328		5000328
1300047	1300050	3	1	3	0	1	5000329		5000329
1300048	1300050	4	1	4	0	1	5000330		5000330
1300049	1300050	5	1	5	0	1	5000331		5000331
1300050	1300050	6	1	6	1	1	5000332		5000332
1300051	1300050	7	1	7	1	1	5000333		5000333
1300060	1300060	1	1	1	0	1	5000353		5000353
1300061	1300060	2	1	2	0	1	5000354		5000354
1300062	1300060	3	1	3	0	1	5000355		5000355
1300063	1300060	4	1	4	0	1	5000356		5000356
1300064	1300060	5	1	5	1	1	5000357		5000357
1300070	1300150	1	1	1	1	1	5000402		5000402
1300071	1300150	2	1	2	0	1	5000403		5000403
1300072	1300150	3	1	3	0	1	5000404		5000404
1300073	1300150	4	1	4	0	1	5000405		5000405
1300074	1300150	5	1	5	1	1	5000406		5000406
1300075	1300150	6	1	6	0	1	5000407		5000407
1300076	1300150	7	1	7	0	1	5000408		5000408
1300077	1300150	1	2	1	0	1	5000409		5000409
1300078	1300150	2	2	2	1	1	5000410		5000410
1300079	1300150	3	2	3	0	1	5000411		5000411
1300080	1300150	4	2	4	0	1	5000412		5000412
1300081	1300150	5	2	5	0	1	5000413		5000413
1300082	1300150	6	2	6	0	1	5000414		5000414
1300083	1300150	7	2	7	1	1	5000415		5000415
1300090	1300160	1	1	1	0	1	5000416		5000416
1300091	1300160	2	1	2	0	1	5000417		5000417
1300092	1300160	3	1	3	0	1	5000418		5000418
1300093	1300160	4	1	4	0	1	5000419		5000419
1300094	1300160	5	1	5	0	1	5000420		5000420
1300095	1300160	6	1	6	0	1	5000421		5000421
1300096	1300160	7	1	7	1	1	5000422		5000422
1300100	1300100	1	1	1	1	1	5000452		5000452
1300101	1300100	2	1	2	0	1	5000453		5000453
1300102	1300100	3	1	3	1	1	5000454		5000454
1300103	1300100	4	1	4	0	1	5000455		5000455
1300104	1300100	5	1	5	1	1	5000456		5000456
1300105	1300100	6	1	6	0	1	5000457		5000457
1300106	1300100	7	1	7	1	1	5000458		5000458
1300170	1300170	1	1	1	1	1	5000480		5000480
1300171	1300170	2	1	2	0	1	5000481		5000481
1300172	1300170	3	1	3	1	1	5000482		5000482
1300210	1300210	1	1	1	1	1	5000552		5000552
1300211	1300210	2	1	2	0	1	5000553		5000553
1300212	1300210	3	1	3	1	1	5000554		5000554
1300230	1300230	1	1	1	1	1	5000603		5000603
1300231	1300230	2	1	2	1	1	5000604		5000604
1300232	1300230	3	1	3	1	1	5000605		5000605
1300233	1300230	4	1	4	1	1	5000606		5000606
1300234	1300230	5	1	5	1	1	5000607		5000607
1300240	1300240	1	1	1	0	1	5000750		5000750
1300241	1300240	2	1	2	0	1	5000751		5000751
1300242	1300240	3	1	3	0	1	5000752		5000752
