ChapterId	TimeId	FunctionOpenId	ChapterName	Bg	Priority	ActivityCondition	OpenCondition[1]	OpenCondition[2]	StageId[1]	StageId[2]	StageId[3]	StageId[4]	StageId[5]	StageId[6]	StageId[7]	PrefabName	ConditionPriority	TabRawImagePath	RImgChapterNamePath	UiFxPath	UiBgPath
1011001			Flawless	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner11.png	140		6106		13011520	13011511	13011512	13011513	13011514	13011515	13011516	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel11.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab11.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt11.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel11.png
1011002			The Chess Player	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner20.png	140	5001	6116		13012520	13012511	13012512	13012513	13012514	13012515	13012516	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel20.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab20.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt20.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel20.png
1012001			Valkyrie	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner12.png	140	5001	6108		13011720	13011711	13011712	13011713	13011714	13011715	13011716	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel12.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab12.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt12.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel12.png
1012002			In the Name of a Hero	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner22.png	140	5001	6118		13012720	13012711	13012712	13012713	13012714	13012715	13012716	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel22.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab22.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt22.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel22.png
1013001			Like Shadow	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner13.png	140	5001	6109		13011820	13011811	13011812	13011813	13011814	13011815	13011816	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel13.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab13.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt13.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel13.png
1014001			Untainted Prayer	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner14.png	140	5001	6110		13011920	13011911	13011912	13011913	13011914	13011915	13011916	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel14.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab14.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt14.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel14.png
1015001			Dijiang	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner15.png	140	5001	6111		13012020	13012011	13012012	13012013	13012014	13012015	13012016	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel15.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab15.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt15.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel15.png
1016001			Dream of the Past	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner16.png	140	5001	6112		13012120	13012111	13012112	13012113	13012114	13012115	13012116	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel16.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab16.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt16.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel16.png
1017001			False Hope	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner17.png	140	5001	6113		13012220	13012211	13012212	13012213	13012214	13012215	13012216	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel17.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab17.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt17.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel17.png
1018001			Starry Tales	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner18.png	140	5001	6114		13012420	13012411	13012412	13012413	13012414	13012415	13012416	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel18.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab18.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt18.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel18.png
1018002			Song of Flowers	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner25.png	140	5001	6121		13013020	13013011	13013012	13013013	13013014	13013015	13013016	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel25.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab25.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt25.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel25.png
1019001			Silent Night	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner19.png	140	5001	6115		13012320	13012311	13012312	13012313	13012314	13012315	13012316	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel19.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab19.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt19.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel19.png
1020001			Albus Spectrum	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner21.png	140	5001	6117		13012620	13012611	13012612	13012613	13012614	13012615	13012616	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel21.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab21.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt21.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel21.png
1021001			A Great Show	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner23.png	140	5001	6119		13012820	13012811	13012812	13012813	13012814	13012815	13012816	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel23.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab23.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt23.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel23.png
1022001			Night Mayfly	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner26.png	140	5001	6122		13013120	13013111	13013112	13013113	13013114	13013115	13013116	Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel26.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab26.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt26.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel26.png
1023001			Placeholder	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner26.png	140	5001	6123									Assets/Product/Ui/ComponentPrefab/FuBenPrequel/FuBenPrequel26.prefab		Assets/Product/Texture/Image/UiPrequel/PrequelTab26.png	Assets/Product/Texture/Image/UiPrequel/PrequelBt26.png	Assets/Product/Effect/Prefab/FxUi/FxUiFuBenPrequel01b/FxUiSmoke01.prefab	Assets/Product/Texture/Image/UiPrequel/Prequel26.png
