Id	DamageType	MaxDamage	Ruling	TimeIntervals[0]	TimeIntervals[1]	TimeIntervals[2]	TimeIntervals[3]	TimeIntervals[4]	TimeIntervals[5]	TimeIntervals[6]	TimeIntervals[7]	TimeIntervals[8]	TimeIntervals[9]	TimeIntervals[10]	TimeIntervals[11]	TimeIntervals[12]	TimeIntervals[13]	TimeIntervals[14]	TimeIntervals[15]	TimeIntervals[16]	TimeIntervals[17]	TimeIntervals[18]	TimeIntervals[19]	TimeIntervals[20]	TimeIntervals[21]	TimeIntervals[22]	TimeIntervals[23]	TimeIntervals[24]	TimeIntervals[25]	TimeIntervals[26]	TimeIntervals[27]	TimeIntervals[28]	TimeIntervals[29]	TimeIntervals[30]	TimeIntervals[31]	TimeIntervals[32]	TimeIntervals[33]	TimeIntervals[34]	TimeIntervals[35]	TimeIntervals[36]	TimeIntervals[37]	TimeIntervals[38]	TimeIntervals[39]	TimeIntervals[40]	TimeIntervals[41]	TimeIntervals[42]	TimeIntervals[43]	TimeIntervals[44]	TimeIntervals[45]	TimeIntervals[46]	TimeIntervals[47]	TimeIntervals[48]	TimeIntervals[49]	TimeIntervals[50]	DamageIntervals[0]	DamageIntervals[1]	DamageIntervals[2]	DamageIntervals[3]	DamageIntervals[4]	DamageIntervals[5]	DamageIntervals[6]	DamageIntervals[7]	DamageIntervals[8]	DamageIntervals[9]	DamageIntervals[10]	DamageIntervals[11]	DamageIntervals[12]	DamageIntervals[13]	DamageIntervals[14]	DamageIntervals[15]	DamageIntervals[16]	DamageIntervals[17]	DamageIntervals[18]	DamageIntervals[19]	DamageIntervals[20]	DamageIntervals[21]	DamageIntervals[22]	DamageIntervals[23]	DamageIntervals[24]	DamageIntervals[25]	DamageIntervals[26]	DamageIntervals[27]	DamageIntervals[28]	DamageIntervals[29]	DamageIntervals[30]	DamageIntervals[31]	DamageIntervals[32]	DamageIntervals[33]	DamageIntervals[34]	DamageIntervals[35]	DamageIntervals[36]	DamageIntervals[37]	DamageIntervals[38]	DamageIntervals[39]	DamageIntervals[40]	DamageIntervals[41]	DamageIntervals[42]	DamageIntervals[43]	DamageIntervals[44]	DamageIntervals[45]	DamageIntervals[46]	DamageIntervals[47]	DamageIntervals[48]	DamageIntervals[49]	DamageIntervals[50]
30190061	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190062	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190063	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190064	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190065	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190070	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190071	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190072	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190073	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190074	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190075	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190080	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190081	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190082	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190083	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190084	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190085	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190090	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190091	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190092	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190093	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190094	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190095	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190100	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190101	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190102	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190103	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190104	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190105	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190110	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190111	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190112	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190113	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190114	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190115	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190140	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
30190150	5	10000000	250000	10	10	10	10	10	10	10	10	10	10																																										1000000	2000000	3000000	4000000	5000000	6000000	7000000	8000000	9000000	10000000																																									
