Id	Disposeable	SingleDisposeable	RecordGroupId	Type	Param[1]	Param[2]	Param[3]	Param[4]	Param[5]	Param[6]	MovieId	Icon	MiniIcon	IconR	Order	ConvertCardId	Name	FightDes	QuickFightDes	ShowTag
1021051	1		2	5	1021051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Test	1021021	Area Overload			0
1021052	1		2	5	1021052	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Over	1021021	Deficient Blockade			0
1021061	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1021021	Remaining Supplies			0
1021062	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1021021	Remaining Supplies			0
1021063	1		1	6	400652							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Unexpected discovery	1021021	Valuable Supplies			0
1021071		1		7	1021021	200	1021061	50	1021091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1021021	Random Event			0
1021072		1		7	1021021	200	1021062	50	1021091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1021021	Random Event			0
1021081				8	1022	26	2					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7000.png	Down		Area 2			0
1021091		1		9	2	30200001	400530	1021031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1021021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1021092		1		9	2	30200002	400530	1021031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1021021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1021101				10								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze09.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7001.png	Out		Leave			0
1022011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1000Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1000.png	Data corruption		Fragmented Data			0
1022012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1001Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1001.png	Data corruption		Fragmented Data			0
1022021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2000Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2000.png	Virtual process		Virtual Process			0
1022022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2001Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2001.png	Virtual process		Virtual Process			0
1022041	1		4	4	FZ01603BB							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1022021	Clamber			1
1022042	1		4	4	FZ01602BB							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1022021	"Great Antenna"			1
1022051	1		2	5	1022051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Test	1022021	Abnormal Hostility			0
1022052	1		2	5	1022052	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Test	1022021	Disruptive Block			0
1022053	1		2	5	1022053	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Over	1022021	Blockade Item 6			0
1022054	1		2	5	1022054	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Over	1022021	Consolidated Software			0
1022055	1		2	5	1022055	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Over	1022021	Read Data			0
1022061	1		1	6	400604							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Unexpected discovery	1022021	Valuable Supplies			0
1022062	1		1	6	400601							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Unexpected discovery	1022021	Valuable Supplies			0
1022063	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1022021	Remaining Supplies			0
1022064	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1022021	Remaining Supplies			0
1022065	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1022021	Remaining Supplies			0
1022066	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1022021	Remaining Supplies			0
1022071		1		7	1022021	200	1022063	50	1022091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1022021	Random Event			0
1022072		1		7	1022021	200	1022064	50	1022091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1022021	Random Event			0
1022073		1		7	1022021	200	1022065	50	1022091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1022021	Random Event			0
1022074		1		7	1022021	200	1022066	50	1022091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1022021	Random Event			0
1022081				8	1023	26	3					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7000.png	Down		Area 3			0
1022082				8	1021	10	1					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7000.png	Up		Area 1			0
1022091		1		9	2	30200001	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022092		1		9	2	30200002	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022093		1		9	2	30200001	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022094		1		9	2	30200002	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022095		1		9	2	30200001	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022096		1		9	2	30200002	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1022097		1		9	2	30200001	400530	1022031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1022021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1000Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1000.png	Data corruption		Fragmented Data			0
1023012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1001Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1001.png	Data corruption		Fragmented Data			0
1023021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2000Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2000.png	Virtual process		Virtual Process			0
1023022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2001Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2001.png	Virtual process		Virtual Process			0
1023041	1		4	4	FZ01602BD							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1023021	Journey Continued			1
1023051	1		2	5	1023051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Test	1023021	Abnormal Hostility			0
1023052	1		2	5	1023052	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5001.png	Test	1023021	Disruptive Block			0
1023061	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1023021	Remaining Supplies			0
1023062	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1023021	Remaining Supplies			0
1023063	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1023021	Remaining Supplies			0
1023064	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1023021	Remaining Supplies			0
1023065	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Unexpected discovery	1023021	Remaining Supplies			0
1023066	1		1	6	400652							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Unexpected discovery	1023021	Valuable Supplies			0
1023071		1		7	1023021	200	1023061	50	1023091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1023021	Random Event			0
1023072		1		7	1023021	200	1023062	50	1023091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1023021	Random Event			0
1023073		1		7	1023021	200	1023063	50	1023091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1023021	Random Event			0
1023074		1		7	1023021	200	1023064	50	1023091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1023021	Random Event			0
1023075		1		7	1023021	200	1023065	50	1023091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1023021	Random Event			0
1023081				8	1022	26	5					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7000.png	Up		Area 2			0
1023091		1		9	2	30200001	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023092		1		9	2	30200002	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023093		1		9	2	30200001	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023094		1		9	2	30200002	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023095		1		9	2	30200001	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023096		1		9	2	30200002	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1023097		1		9	2	30200002	400530	1023031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight	1023021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
1031011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1003Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1003.png	Data corruption		Fragmented Data			0
1031012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1004Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1004.png	Data corruption		Fragmented Data			0
1031021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2002Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2002.png	Virtual process		Virtual Process			0
1031022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2003Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2003.png	Virtual process		Virtual Process			0
1031031	1		3	3	10130103						ZX01603EA	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3002Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3002.png	Story	1031021	Unexpected Bolt	You encounter unexpected events, both friendly and hostile... both commanded and improvised.		1
1031042	1		3	4	ZX01604BA							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3003Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3003.png	Story	1031021	Fake Friendship			1
1031050	1		2	5	1031050	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5002Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5002.png	Test	1031021	Scanning			0
1031051	1		2	5	1031051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5003Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5003.png	Test	1031021	Junk Data			0
1031061	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1031021	Remaining Supplies			0
1031062	1		1	6	400513							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1031021	Remaining Supplies			0
1031063	1		1	6	400508							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1031021	Remaining Supplies			0
1031064	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1031021	Remaining Supplies			0
1031071		1		7	1031021	200	1031061	50	1031091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1031021	Random Event			0
1031072		1		7	1031021	200	1031062	50	1031091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1031021	Random Event			0
1031081				8	1032	23	3					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7002Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7002.png	Down		Area 2			0
1031091		1		9	3	30200003	400530	1031031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight	1031021	Defense Program	Gestalt's built-in standard defense programs have detected your unauthorized action and started attacking you. You must defeat them in order to resolve the greater crisis.	This battle is relatively easy for you.	0
