Id	GroupId	Weight	Type	ResType	RecHpPer	FightStageId	RewardPoolId	RewardCount	EventPoolId	SubHpProbability	SubHpMinPer	SubHpMaxPer	ShowRewardId	RewardMoneyCount	UseActionPoint
10092	11114	1000	8	8					10004						1
10093	11114	1000	8	8					10005						1
10094	11114	1000	8	8					10006						1
10095	11114	1000	8	8					10007						1
10096	11114	1000	8	8					10007						1
10097	11114	1000	8	8					10011						1
10098	11114	1000	8	8					10010						1
10099	11114	1000	8	8					10012						1
10100	11114	1000	8	8					10013						1
10101	11114	1000	8	8					10014						1
10102	11114	1000	8	8					10015						1
10103	11114	1000	8	8					10023						1
10104	11114	1000	8	8					10017						1
10105	11114	1000	8	8					10018						1
10106	11114	1000	8	8					10020						1
10107	11114	1000	8	8					10021						1
10108	11114	1000	8	8					10001						1
10109	11114	1000	7	7					20001						1
10110	11114	1000	7	7					20002						1
10111	11114	1000	7	7					20020						1
10112	11114	1000	7	7					20020						1
10113	11114	1000	7	7					20006						1
10114	11114	1000	7	7					20020						1
10115	11114	1000	7	7					20013						1
10116	11114	1000	7	7					20016						1
10117	11114	1000	7	7					20020						1
10118	11114	1000	7	7					20020						1
10119	11114	1000	7	7					20020						1
10120	11114	10000000	9	9						3000	2	8	390101	35	1
10121	11114	10000000	4	4			1	4							1
10122	11114	10000000	4	4			1	4							1
10123	229	10000000	9	9						3000	2	8	390101	40	1
10124	229	10000000	2	2	100										1
10125	229	1000	3	301		30140231	1	3					390216		1
10126	229	1000	3	301		30140201	1	3					390216		1
10127	229	1000	3	301		30140202	1	3					390216		1
10128	229	1000	3	301		30140203	1	3					390216		1
10129	229	1000	3	301		30140204	1	3					390216		1
10130	229	1000	3	301		30140205	1	3					390216		1
10131	229	1000	3	301		30140206	1	3					390216		1
10132	229	1000	3	301		30140207	1	3					390216		1
10133	229	1000	3	301		30140208	1	3					390216		1
10134	229	1000	3	301		30140209	1	3					390216		1
10135	229	1000	3	301		30140210	1	3					390216		1
10136	229	1000	3	301		30140211	1	3					390216		1
10137	229	1000	3	301		30140212	1	3					390216		1
10138	229	100000	8	8					10001						1
10139	229	100000	8	8					10002						1
10140	229	100000	8	8					10003						1
10141	229	100000	7	7					20005						1
10142	229	100000	7	7					20006						1
10143	229	100000	7	7					20020						1
10144	2291	10000000	9	9						3000	2	8	390101	40	1
10145	2291	10000000	5	5			2	1							1
10146	2291	100000	8	8					10005						1
10147	2291	100000	8	8					10007						1
10148	2291	100000	8	8					10012						1
10149	2291	100000	7	7					20021						1
10150	2291	100000	7	7					20002						1
10151	2291	100000	7	7					20018						1
10152	2291	1000	3	301		30140231	1	3					390216		1
10153	2291	1000	3	301		30140201	1	3					390216		1
10154	2291	1000	3	301		30140202	1	3					390216		1
10155	2291	1000	3	301		30140203	1	3					390216		1
10156	2291	1000	3	301		30140204	1	3					390216		1
10157	2291	1000	3	301		30140205	1	3					390216		1
10158	2291	1000	3	301		30140206	1	3					390216		1
10159	2291	1000	3	301		30140207	1	3					390216		1
10160	2291	1000	3	301		30140208	1	3					390216		1
10161	2291	1000	3	301		30140209	1	3					390216		1
10162	2291	1000	3	301		30140210	1	3					390216		1
10163	2291	1000	3	301		30140211	1	3					390216		1
10164	2291	1000	3	301		30140212	1	3					390216		1
10165	2292	100000	7	7					21001						1
10166	2292	100000	7	7					21002						1
10167	2292	100000	7	7					21003						1
10168	2292	10000000	5	5			2	1							1
10169	2292	10000000	9	9						3000	2	8	390101	45	1
10170	2292	10000000	4	4			5	4							1
10171	2292	10000000	6	6			2	4							1
10172	2292	1000	3	301		30140232	1	3					390216		1
10173	2292	1000	3	302		30140213	1	3					390216	30	1
10174	2292	1000	3	302		30140214	1	3					390216	30	1
10175	2292	1000	3	302		30140215	1	3					390216	30	1
10176	2292	1000	3	302		30140216	1	3					390216	30	1
10177	2292	1000	3	302		30140217	1	3					390216	30	1
10178	2292	1000	3	302		30140218	1	3					390216	30	1
10179	2292	1000	3	302		30140219	1	3					390216	30	1
10180	2292	1000	3	302		30140220	1	3					390216	30	1
10181	22218	100000	8	8					10001						1
10182	22218	100000	8	8					10002						1
10183	22218	100000	8	8					10004						1
10184	22218	100000	8	8					10005						1
10185	22218	100000	8	8					10006						1
10186	22218	100000	8	8					10007						1
10187	22218	100000	8	8					10008						1
10188	22218	100000	8	8					10009						1
10189	22218	100000	8	8					10010						1
10190	22218	100000	8	8					10023						1
10191	22218	100000	8	8					10024						1
10192	22218	100000	8	8					10014						1
10193	22218	100000	8	8					10015						1
10194	22218	100000	8	8					11001						1
10195	22218	100000	8	8					10018						1
10196	22218	100000	8	8					10019						1
10197	22218	100000	8	8					10020						1
10198	22218	100000	8	8					11002						1
10199	22218	100000	8	8					11003						1
10200	22218	100000	8	8					11004						1
10201	22218	100000	8	8					11005						1
10202	22218	100000	7	7					20001						1
10203	22218	100000	7	7					20002						1
10204	22218	100000	7	7					21001						1
10205	22218	100000	7	7					21002						1
10206	22218	100000	7	7					21003						1
10207	22218	100000	7	7					21004						1
10208	22218	100000	7	7					20013						1
10209	22218	100000	7	7					20016						1
10210	22218	100000	7	7					20017						1
10211	22218	100000	7	7					20018						1
10212	22218	100000	7	7					20020						1
10213	22218	10000000	9	9						3000	2	8	390101	40	1
10214	22218	10000000	2	2	100										1
10215	22218	10000000	6	6			2	4							1
10216	339	10000000	9	9						3000	2	8	390101	45	1
10217	339	10000000	6	6			8	4							1
10218	339	1000	3	301		30140331	1	3					390216		1
10219	339	1000	3	301		30140301	1	3					390216		1
10220	339	1000	3	301		30140307	1	3					390216		1
10221	339	1000	3	301		30140309	1	3					390216		1
10222	339	1000	3	301		30140310	1	3					390216		1
10223	339	1000	3	301		30140311	1	3					390216		1
10224	339	1000	3	301		30140312	1	3					390216		1
10225	339	100000	8	8					10001						1
10226	339	100000	8	8					10002						1
10227	339	100000	8	8					10003						1
10228	339	100000	7	7					20011						1
10229	339	100000	7	7					20018						1
10230	3391	1000	3	302		30140332	2	3					390216		1
10231	3391	1000	3	302		30140313	2	3					390216		1
10232	3391	1000	3	302		30140317	2	3					390216		1
10233	3391	1000	3	302		30140320	2	3					390216		1
10234	3391	10000000	9	9						3000	2	8	390101	50	1
10235	3391	10000000	5	5			8	1							1
10236	3391	100000	8	8					10006						1
10237	3391	100000	8	8					10007						1
10238	3391	100000	8	8					10009						1
10239	3391	100000	7	7					20002						1
10240	3391	100000	7	7					20020						1
10241	3391	100000	7	7					20011						1
10242	3392	10000000	4	4			2	4							1
10243	3392	10000000	9	9						3000	2	8	390101	45	1
10244	3392	1000	3	301		30140331	1	3					390216		1
10245	3392	1000	3	301		30140301	1	3					390216		1
10246	3392	1000	3	301		30140307	1	3					390216		1
10247	3392	1000	3	301		30140309	1	3					390216		1
10248	3392	1000	3	301		30140310	1	3					390216		1
10249	3392	1000	3	301		30140311	1	3					390216		1
10250	3392	1000	3	301		30140312	1	3					390216		1
10251	3392	100000	8	8					10001						1
10252	3392	100000	8	8					10002						1
10253	3392	100000	8	8					10003						1
10254	3392	100000	7	7					20001						1
10255	3392	100000	7	7					20002						1
10256	3392	100000	7	7					20010						1
10257	33318	10000000	9	9						3000	2	8	390101	45	1
10258	33318	10000000	9	9						3000	2	8	390101	45	1
10259	33318	10000000	4	4			2	4							1
10260	33318	10000000	5	5			8	1							1
10261	33318	100000	8	8					10001						1
10262	33318	100000	8	8					10002						1
10263	33318	100000	8	8					10004						1
10264	33318	100000	8	8					10005						1
10265	33318	100000	8	8					10006						1
10266	33318	100000	8	8					10007						1
10267	33318	100000	8	8					10008						1
10268	33318	100000	8	8					10009						1
10269	33318	100000	8	8					10010						1
10270	33318	100000	8	8					10023						1
10271	33318	100000	8	8					10024						1
10272	33318	100000	8	8					10014						1
10273	33318	100000	8	8					10015						1
10274	33318	100000	8	8					11001						1
10275	33318	100000	8	8					10018						1
10276	33318	100000	8	8					10019						1
10277	33318	100000	8	8					10020						1
10278	33318	100000	8	8					11002						1
10279	33318	100000	8	8					11003						1
10280	33318	100000	8	8					11004						1
10281	33318	100000	8	8					11005						1
10282	33318	100000	8	8					10020						1
10283	33318	100000	8	8					10021						1
10284	33318	100000	8	8					10022						1
10285	33318	100000	7	7					20001						1
10286	33318	100000	7	7					20002						1
10287	33318	100000	7	7					21001						1
10288	33318	100000	7	7					21002						1
10289	33318	100000	7	7					21003						1
10290	33318	100000	7	7					21004						1
10291	33318	100000	7	7					20013						1
10292	33318	100000	7	7					20016						1
10293	33318	100000	7	7					20017						1
10294	33318	100000	7	7					20018						1
10295	33318	100000	7	7					20020						1
10296	449	1000	3	301		30140431	2	3					390216		1
10297	449	1000	3	301		30140401	2	3					390216		1
10298	449	1000	3	301		30140402	2	3					390216		1
10299	449	1000	3	301		30140403	2	3					390216		1
10300	449	1000	3	301		30140404	2	3					390216		1
10301	449	1000	3	301		30140405	2	3					390216		1
10302	449	1000	3	301		30140406	2	3					390216		1
10303	449	1000	3	301		30140407	2	3					390216		1
10304	449	1000	3	301		30140408	2	3					390216		1
10305	449	1000	3	301		30140409	2	3					390216		1
10306	449	1000	3	301		30140410	2	3					390216		1
10307	449	1000	3	301		30140411	2	3					390216		1
10308	449	1000	3	301		30140412	2	3					390216		1
10309	449	10000000	9	9						3000	2	8	390101	50	1
10310	449	10000000	5	5			9	1							1
10311	449	10000000	2	2	100										1
10312	449	100000	8	8					10001						1
10313	449	100000	8	8					10002						1
10314	449	100000	8	8					10006						1
10315	449	100000	7	7					20006						1
10316	449	100000	7	7					20007						1
10317	4491	10000000	6	6			9	4							1
10318	4491	10000000	9	9						3000	2	8	390101	55	1
10319	4491	100000	8	8					10008						1
10320	4491	100000	8	8					10012						1
10321	4491	100000	8	8					10016						1
10322	4491	100000	7	7					20024						1
10323	4491	100000	7	7					20019						1
10324	4491	100000	7	7					20018						1
10325	4491	1000	3	301		30140431	2	3					390216		1
10326	4491	1000	3	301		30140401	2	3					390216		1
10327	4491	1000	3	301		30140402	2	3					390216		1
10328	4491	1000	3	301		30140403	2	3					390216		1
10329	4491	1000	3	301		30140404	2	3					390216		1
10330	4491	1000	3	301		30140405	2	3					390216		1
10331	4491	1000	3	301		30140406	2	3					390216		1
10332	4491	1000	3	301		30140407	2	3					390216		1
10333	4491	1000	3	301		30140408	2	3					390216		1
10334	4491	1000	3	301		30140409	2	3					390216		1
10335	4491	1000	3	301		30140410	2	3					390216		1
10336	4491	1000	3	301		30140411	2	3					390216		1
10337	4491	1000	3	301		30140412	2	3					390216		1
10338	4492	10000000	9	9						3000	2	8	390101	55	1
10339	4492	10000000	4	4			6	4							1
10340	4492	1000	3	302		30140432	8	3					390216		1
10341	4492	1000	3	302		30140413	8	3					390216		1
10342	4492	1000	3	302		30140414	8	3					390216		1
10343	4492	1000	3	302		30140415	8	3					390216		1
10344	4492	1000	3	302		30140416	8	3					390216		1
10345	4492	1000	3	302		30140417	8	3					390216		1
10346	4492	1000	3	302		30140418	8	3					390216		1
10347	4492	1000	3	302		30140419	8	3					390216		1
10348	4492	1000	3	302		30140420	8	3					390216		1
10349	4492	100000	8	8					10021						1
10350	4492	100000	8	8					10007						1
10351	4492	100000	8	8					10016						1
10352	4492	100000	7	7					20011						1
10353	4492	100000	7	7					20024						1
10354	44418	10000000	9	9						3000	2	8	390101	50	1
10355	44418	10000000	9	9						3000	2	8	390101	50	1
10356	44418	10000000	4	4			6	4							1
10357	44418	10000000	6	6			9	4							1
10358	44418	10000000	2	2	100										1
10359	44418	100000	8	8					10001						1
10360	44418	100000	8	8					10002						1
10361	44418	100000	8	8					10003						1
10362	44418	100000	8	8					10004						1
10363	44418	100000	8	8					10005						1
10364	44418	100000	8	8					10006						1
10365	44418	100000	8	8					10007						1
10366	44418	100000	8	8					10008						1
10367	44418	100000	8	8					10009						1
10368	44418	100000	8	8					10010						1
10369	44418	100000	8	8					10011						1
10370	44418	100000	8	8					11006						1
10371	44418	100000	8	8					10013						1
10372	44418	100000	8	8					10014						1
10373	44418	100000	8	8					10015						1
10374	44418	100000	8	8					10016						1
10375	44418	100000	8	8					10017						1
10376	44418	100000	8	8					10018						1
10377	44418	100000	8	8					10019						1
10378	44418	100000	8	8					10020						1
10379	44418	100000	8	8					10021						1
10380	44418	100000	8	8					11009						1
10381	44418	100000	7	7					20001						1
10382	44418	100000	7	7					20002						1
10383	44418	100000	7	7					20020						1
10384	44418	100000	7	7					20021						1
10385	44418	100000	7	7					21001						1
10386	44418	100000	7	7					21002						1
10387	44418	100000	7	7					21003						1
10388	44418	100000	7	7					20008						1
10389	44418	100000	7	7					21004						1
10390	44418	100000	7	7					20010						1
10391	44418	100000	7	7					20011						1
10392	44418	100000	7	7					20020						1
10393	44418	100000	7	7					20013						1
10394	44418	100000	7	7					20014						1
10395	44418	100000	7	7					20015						1
10396	44418	100000	7	7					20016						1
10397	44418	100000	7	7					20017						1
10398	44418	100000	7	7					20018						1
10399	44418	100000	7	7					20010						1
10400	44418	100000	7	7					20018						1
10401	44418	100000	7	7					20019						1
10402	44418	100000	8	8					10003						1
10403	5513	1000	3	301		30140531	2	3					390216		1
10404	5513	1000	3	301		30140501	2	3					390216		1
10405	5513	1000	3	301		30140507	2	3					390216		1
10406	5513	1000	3	301		30140509	2	3					390216		1
10407	5513	1000	3	301		30140510	2	3					390216		1
10408	5513	1000	3	301		30140511	2	3					390216		1
10409	5513	1000	3	301		30140512	2	3					390216		1
10410	5513	10000000	9	9						3000	2	8	390101	60	1
10411	5513	10000000	6	6			3	4							1
10412	5513	10000000	2	2	100										1
10413	5513	100000	7	7					20004						1
10414	5513	100000	8	8					10002						1
10415	5513	100000	8	8					10006						1
10416	5513	100000	8	8					10012						1
10417	5513	100000	8	8					10016						1
10418	5513	100000	7	7					20007						1
10419	5513	100000	8	8					10003						1
10420	5513	100000	7	7					20022						1
10421	5514	10000000	9	9						3000	2	8	390101	65	1
10422	5514	10000000	5	5			3	1							1
10423	5514	10000000	4	4			3	4							1
10424	5514	100000	8	8					10018						1
10425	5514	100000	8	8					10021						1
10426	5514	100000	8	8					10022						1
10427	5514	100000	7	7					20005						1
10428	5514	100000	7	7					20013						1
10429	5514	100000	7	7					20013						1
10430	5514	100000	7	7					20010						1
10431	5514	100000	7	7					20022						1
10432	5514	100000	8	8					10015						1
10433	5514	1000	3	301		30140531	2	3					390216		1
10434	5514	1000	3	301		30140501	2	3					390216		1
10435	5514	1000	3	301		30140507	2	3					390216		1
10436	5514	1000	3	301		30140509	2	3					390216		1
10437	5514	1000	3	301		30140510	2	3					390216		1
10438	5514	1000	3	301		30140511	2	3					390216		1
10439	5514	1000	3	301		30140512	2	3					390216		1
10440	55141	1000	3	302		30140532	9	3					390216	120	1
10441	55141	1000	3	302		30140513	9	3					390216	120	1
10442	55141	1000	3	302		30140517	9	3					390216	120	1
10443	55141	1000	3	302		30140520	9	3					390216	120	1
10444	55141	10000000	9	9						3000	2	8	390101	65	1
10445	55141	10000000	4	4			3	4							1
10446	55141	10000000	2	2	100										1
10447	55141	100000	8	8					10018						1
10448	55141	100000	8	8					10019						1
10449	55141	100000	8	8					10021						1
10450	55141	100000	8	8					10022						1
10451	55141	100000	7	7					20005						1
10452	55141	100000	7	7					20018						1
10453	55141	100000	7	7					20019						1
10454	55141	100000	7	7					20018						1
10455	55141	100000	7	7					20019						1
10456	55141	100000	8	8					10003						1
10457	55581	10000000	4	4			3	4							1
10458	55528	10000000	9	9						3000	2	8	390101	60	1
10459	55528	10000000	9	9						3000	2	8	390101	60	1
10460	55528	10000000	4	4			3	4							1
10461	55528	10000000	2	2	100										1
10462	55528	10000000	5	5			3	1							1
10463	55528	100000	8	8					10001						1
10464	55528	100000	8	8					10002						1
10465	55528	100000	8	8					10003						1
10466	55528	100000	8	8					10004						1
10467	55528	100000	8	8					10005						1
10468	55528	100000	8	8					10006						1
10469	55528	100000	8	8					10007						1
10470	55528	100000	8	8					10008						1
10471	55528	100000	8	8					10009						1
10472	55528	100000	8	8					10010						1
10473	55528	100000	8	8					10011						1
10474	55528	100000	8	8					10012						1
10475	55528	100000	8	8					10013						1
10476	55528	100000	8	8					10014						1
10477	55528	100000	8	8					10015						1
10478	55528	100000	8	8					10016						1
10479	55528	100000	8	8					10017						1
10480	55528	100000	8	8					10018						1
10481	55528	100000	8	8					10019						1
10482	55528	100000	8	8					10021						1
10483	55528	100000	8	8					10022						1
10484	55528	100000	7	7					20002						1
10485	55528	100000	7	7					20003						1
10486	55528	100000	7	7					20004						1
10487	55528	100000	7	7					20005						1
10488	55528	100000	7	7					20006						1
10489	55528	100000	7	7					20007						1
10490	55528	100000	7	7					20008						1
10491	55528	100000	7	7					20009						1
10492	55528	100000	7	7					20011						1
10493	55528	100000	7	7					20012						1
10494	55528	100000	7	7					20013						1
10495	55528	100000	7	7					20014						1
10496	55528	100000	7	7					20015						1
10497	55528	100000	7	7					20016						1
10498	55528	100000	7	7					20018						1
10499	55528	100000	7	7					20019						1
10500	55528	100000	7	7					20018						1
10501	55528	100000	7	7					20019						1
10502	55528	100000	7	7					20023						1
10503	55528	100000	7	7					20024						1
10504	55528	100000	7	7					20025						1
10505	55528	100000	7	7					21001						1
10506	55528	100000	7	7					21002						1
10507	55528	100000	7	7					21003						1
10508	55528	100000	7	7					21004						1
10509	55528	100000	7	7					21005						1
10510	55528	100000	7	7					21006						1
10511	55528	100000	7	7					21007						1
10512	55528	100000	7	7					21008						1
10513	55528	100000	7	7					21009						1
10514	55528	100000	7	7					21010						1
10515	55528	100000	8	8					10023						1
10516	55528	100000	8	8					10024						1
10517	55528	100000	8	8					11001						1
10518	55528	100000	8	8					11002						1
10519	55528	100000	8	8					11003						1
10520	55528	100000	8	8					11004						1
10521	55528	100000	8	8					11005						1
10522	55528	100000	8	8					11006						1
10523	55528	100000	8	8					11007						1
10524	55528	100000	8	8					11008						1
10525	55528	100000	8	8					11009						1
10526	55528	100000	8	8					11010						1
1	1	1	1	1											0
2	1	1	1	1											0
3	1	1	1	1											0
4	1	1	1	1											0
5	1	1	1	1											0
6	1999	1	3	303		30140121	1	3					390216		1
7	1999	1	3	303		30140122	1	3					390216		1
8	1999	1	3	303		30140124	1	3					390216		1
9	1999	1	3	303		30140125	1	3					390216		1
10	1999	1	3	303		30140126	1	3					390216		1
11	2999	1	3	303		30140221	2	3					390216		1
12	2999	1	3	303		30140222	2	3					390216		1
13	2999	1	3	303		30140223	2	3					390216		1
14	2999	1	3	303		30140224	2	3					390216		1
15	2999	1	3	303		30140225	2	3					390216		1
16	2999	1	3	303		30140226	2	3					390216		1
17	2999	1	3	303		30140227	2	3					390216		1
18	2999	1	3	303		30140228	2	3					390216		1
19	2999	1	3	303		30140229	2	3					390216		1
20	2999	1	3	303		30140230	2	3					390216		1
21	3999	1	3	303		30140321	8	3					390216		1
22	3999	1	3	303		30140322	8	3					390216		1
23	3999	1	3	303		30140324	8	3					390216		1
24	3999	1	3	303		30140325	8	3					390216		1
25	3999	1	3	303		30140326	8	3					390216		1
26	4999	1	3	303		30140421	3	3					390216		1
27	4999	1	3	303		30140422	3	3					390216		1
28	4999	1	3	303		30140423	3	3					390216		1
29	4999	1	3	303		30140424	3	3					390216		1
30	4999	1	3	303		30140425	3	3					390216		1
31	4999	1	3	303		30140426	3	3					390216		1
32	4999	1	3	303		30140427	3	3					390216		1
33	4999	1	3	303		30140428	3	3					390216		1
34	4999	1	3	303		30140429	3	3					390216		1
35	4999	1	3	303		30140430	3	3					390216		1
36	5999	1	3	303		30140521	3	3					390216		1
37	5999	1	3	303		30140522	3	3					390216		1
38	5999	1	3	303		30140524	3	3					390216		1
39	5999	1	3	303		30140525	3	3					390216		1
40	5999	1	3	303		30140526	3	3					390216		1
41	2	1	2	2	100										1
42	2	1	2	2	100										1
43	2	1	2	2	100										1
44	2	1	2	2	100										1
45	2	1	2	2	100										1
46	2	1	2	2	100										1
47	2	1	2	2	100										1
48	2	1	2	2	100										1
49	1112	1	5	5			2	1							1
50	1112	1	9	9			1	3		3000	2	8	390001	25	1
51	1112	1	9	9			1	3		3000	2	8	390001	25	1
52	1112	1	3	301		30140101	1	3					390216		1
53	1112	1	3	301		30140107	1	3					390216		1
54	1112	1	3	301		30140109	1	3					390216		1
55	1112	1	3	301		30140110	1	3					390216		1
56	1112	1	3	301		30140111	1	3					390216		1
57	1112	1	3	301		30140112	1	3					390216		1
58	1112	1	8	8					10001						1
59	1112	1	8	8					10002						1
60	1112	1	8	8					10003						1
61	1112	1	8	8					10004						1
62	1112	1	7	7					20002						1
63	1112	1	7	7					20006						1
64	1112	1	7	7					20010						1
65	1112	1	7	7					20017						1
66	1119	1	9	9			1	3		3000	2	8	390001	25	1
67	1119	1	6	6			2	4							1
68	1119	1	3	302		30140113	1	3					390216		1
69	1119	1	3	302		30140117	1	3					390216		1
70	1119	1	3	302		30140120	1	3					390216		1
71	1119	1	8	8					10005						1
72	1119	1	8	8					10020						1
73	1119	1	8	8					10021						1
74	1119	1	7	7					20001						1
75	1119	1	7	7					20002						1
76	1119	1	7	7					20006						1
77	11114	1	9	9			1	3		3000	2	8	390001	25	1
78	11114	1	4	4			1	4							1
79	11114	1	8	8					10001						1
80	11114	1	8	8					10002						1
81	11114	1	8	8					10004						1
82	11114	1	8	8					10005						1
83	11114	1	8	8					10006						1
84	11114	1	8	8					10007						1
85	11114	1	8	8					10008						1
86	11114	1	8	8					10009						1
87	11114	1	8	8					10010						1
88	11114	1	8	8					10012						1
89	11114	1	8	8					10013						1
90	11114	1	8	8					10014						1
91	11114	1	8	8					10015						1
92	11114	1	8	8					10016						1
93	11114	1	8	8					10017						1
94	11114	1	8	8					10019						1
95	11114	1	8	8					10020						1
96	11114	1	8	8					10021						1
97	11114	1	8	8					10022						1
98	11114	1	7	7					20001						1
99	11114	1	7	7					20002						1
100	11114	1	7	7					20003						1
101	11114	1	7	7					20005						1
102	11114	1	7	7					20006						1
103	11114	1	7	7					20007						1
104	11114	1	7	7					20013						1
105	11114	1	7	7					20016						1
106	11114	1	7	7					20017						1
107	11114	1	7	7					20018						1
108	11114	1	7	7					20019						1
109	11114	1	9	9			1	3		3000	2	8	390001	25	1
110	11114	1	4	4			1	4							1
111	229	1	9	9			1	3		3000	2	8	390001	30	1
112	229	1	2	2	100										1
113	229	1	3	301		30140201	1	3					390216		1
114	229	1	3	301		30140202	1	3					390216		1
115	229	1	3	301		30140203	1	3					390216		1
116	229	1	3	301		30140204	1	3					390216		1
117	229	1	3	301		30140205	1	3					390216		1
118	229	1	3	301		30140206	1	3					390216		1
119	229	1	3	301		30140207	1	3					390216		1
120	229	1	3	301		30140208	1	3					390216		1
121	229	1	3	301		30140209	1	3					390216		1
122	229	1	3	301		30140210	1	3					390216		1
123	229	1	3	301		30140211	1	3					390216		1
124	229	1	3	301		30140212	1	3					390216		1
125	229	1	8	8					10001						1
126	229	1	8	8					10002						1
127	229	1	8	8					10003						1
128	229	1	7	7					20005						1
129	229	1	7	7					20006						1
130	229	1	7	7					20020						1
131	2291	1	9	9			1	3		3000	2	8	390001	30	1
132	2291	1	9	9			1	3		3000	2	8	390001	30	1
133	2291	1	5	5			2	1							1
134	2291	1	8	8					10005						1
135	2291	1	8	8					10007						1
136	2291	1	8	8					10012						1
137	2291	1	8	8					10015						1
138	2291	1	7	7					20001						1
139	2291	1	7	7					20002						1
140	2291	1	7	7					20004						1
141	2292	1	7	7					20020						1
142	2292	1	8	8					10020						1
143	2292	1	8	8					10021						1
144	2292	1	5	5			2	1							1
