Id	RunSpeed	WalkSpeed	SquatSpeed	SprintSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	CritP	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	Endure	ThreatRateP	DodgeEnergy	DodgeEnergyAutoRecovery	NormalWeaknessP	Magic1WeaknessP	Magic2WeaknessP	Magic3WeaknessP	Magic4WeaknessP	CustomEnergyGroup1	CustomEnergyGroup2	CustomEnergyGroup3	CustomEnergyGroup4	Hack	HackChangeP	AntiHackChangeP	ReduceHackDynamicScoringCoe	BeExecutedDynamicScoringCoe
8151	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8152	0	0	0	0	0	720	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8160	0	0	0	0	0	300	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8161	0	0	0	0	0	1080	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8170	0	0	0	0	0	300	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8171	0	0	0	0	0	800	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8180	0	0	0	0	0	300	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8181	0	0	0	0	0	720	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8190	0	0	0	0	0	300	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8191	0	0	0	0	0	900	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8210	0	0	0	0	0	3000	10	10	0	5	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8211	0	0	0	0	0	900	5	5	0	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8214	0	0	0	0	0	1000	5	5	2.5	2.5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8215	0	0	0	0	0	300	2	2.5	0	1.875	2.5	2.5	2.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8216	0	0	0	0	0	13	4	3	0	1.5	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8220	0	0	0	0	0	15000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	0
8221	0	0	0	0	0	15000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8310	0	0	0	0	0	360	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8311	0	0	0	0	0	240	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8312	0	0	0	0	0	1080	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8320	0	0	0	0	0	330	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8330	0	0	0	0	0	330	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8331	0	0	0	0	0	900	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8340	0	0	0	0	0	300	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8350	0	0	0	0	0	380	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8351	0	0	0	0	0	3802	3	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8352	0	0	0	0	0	380	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8353	0	0	0	0	0	900	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8354	0	0	0	0	0	380	7.15	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8380	0	0	0	0	0	450	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8381	0	0	0	0	0	900	2	2	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8382	0	0	0	0	0	1500	2	0	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8390	0	0	0	0	0	1500	5	0	0	1.2	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8391	0	0	0	0	0	600	6.25	0	0	1	6.25	6.25	6.25	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8392	0	0	0	0	0	3600	12	0	0	1.2	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8393	0	0	0	0	0	3750	5	0	0	1.2	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8400	0	0	0	0	0	500	3.5	0	0	0	3.5	3.5	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8401	0	0	0	0	0	500	3.5	0	0	0	3.5	3.5	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8402	0	0	0	0	0	350	3.5	0	0	0	3.5	3.5	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8420	0	0	0	0	0	1500	5	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8421	0	0	0	0	0	150	5	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8422	0	0	0	0	0	2250	5	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8426	0	0	0	0	0	3802	3	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8432	0	0	0	0	0	3802	3	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8460	0	0	0	0	0	875	9	0	0	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8461	0	0	0	0	0	437	9	0	0	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8462	0	0	0	0	0	3500	4.5	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8470	0	0	0	0	0	3000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8482	0	0	0	0	0	125	8.325	5	0	5	8.325	8.325	8.325	8.325	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8490	0	0	0	0	0	3000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8491	0	0	0	0	0	15000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8492	0	0	0	0	0	200	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8510	0	0	0	0	0	15000	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8555	0	0	0	0	0	125	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8556	0	0	0	0	0	125	7.5	0	0	0	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8701	0	0	0	0	0	8000	7.5	10	0	5	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8703	0	0	0	0	0	100	7.5	10	0	5	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8731	0	0	0	0	0	6000	7.5	10	0	5	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8733	0	0	0	0	0	4200	7.5	10	0	5	7.5	7.5	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8736	0	0	0	0	0	400	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8741	0	0	0	0	0	266	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8742	0	0	0	0	0	0	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8743	0	0	0	0	0	1000	2	5	0	1.875	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
