Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99990090	99990090				0.15		15	25	9	999900900			0|0|0			0|0|0		
99990100	99990100				0.15		15	25	9	999901000			0|0|0			0|0|0		
99990110	99990110				0.15		15	25	9	999901100			0|0|0			0|0|0		
99990120	99990120				0.15		15	25	9	999901200			0|0|0			0|0|0		
99990130	99990130				0.15		15	25	9	999901300			0|0|0			0|0|0		
99990140	99990140				0.15		15	25	9	999901400			0|0|0			0|0|0		
99990150	99990150				0.15		15	25	9	999901500			0|0|0			0|0|0		
99990160	99990160				0.15		15	25	9	999901600			0|0|0			0|0|0		
99990170	99990170				0.15		15	25	9	999901700			0|0|0			0|0|0		
99990180	99990180				0.15		15	25	9	999901800			0|0|0			0|0|0		
99990190	99990190				0.15		15	25	9	999901900			0|0|0			0|0|0		
99990200	99990200				0.15		15	25	9	999902000			0|0|0			0|0|0		
99990210	99990210				0.15		15	25	9	999902100			0|0|0			0|0|0		
99990220	99990220				0.15		15	25	9	999902200			0|0|0			0|0|0		
99990250	99990250				0.15		15	25	9	999902500			0|0|0			0|0|0		
99990260	99990260				0.15		15	25	9	999902600			0|0|0			0|0|0		
99990330	99990330				0.15		15	25	9	999903300			0|0|0			0|0|0		
99990340	99990340				0.15		15	25	9	999903400			0|0|0			0|0|0		
99990350	99990350				0.15		15	25	9	999903500			0|0|0			0|0|0		
99990360	99990360				0.15		15	25	9	999903600			0|0|0			0|0|0		
99990370	99990370				0.15		15	25	9	999903700			0|0|0			0|0|0		
99990380	99990380				0.15		15	25	9	999903800			0|0|0			0|0|0		
99990390	99990390				0.15		15	25	9	999903900			0|0|0			0|0|0		
99990400	99990400				0.15		15	25	9	999904000			0|0|0			0|0|0		
99990410	99990410				0.15		15	25	9	999904100			0|0|0			0|0|0		
99990420	99990420				0.15		15	25	9	999904200			0|0|0			0|0|0		
99990430	99990430				0.15		15	25	9	999904300			0|0|0			0|0|0		
99990440	99990440				0.15		15	25	9	999904400			0|0|0			0|0|0		
99991030	99991030				0.15		15	25	9	999910300			0|0|0			0|0|0		
99991090	99991090				0.15		15	25	9	999910900			0|0|0			0|0|0		
99991100	99991100				0.15		15	25	9	999911000			0|0|0			0|0|0		
99991110	99991110				0.15		15	25	9	999911100			0|0|0			0|0|0		
99991120	99991120				0.15		15	25	9	999911200			0|0|0			0|0|0		
99991130	99991130				0.15		15	25	9	999911300			0|0|0			0|0|0		
99991140	99991140				0.15		15	25	9	999911400			0|0|0			0|0|0		
99991150	99991150				0.15		15	25	9	999911500			0|0|0			0|0|0		
99991160	99991160				0.15		15	25	9	999911600			0|0|0			0|0|0		
99991170	99991170				0.15		15	25	9	999911700			0|0|0			0|0|0		
99991180	99991180				0.15		15	25	9	999911800			0|0|0			0|0|0		
99991190	99991190				0.15		15	25	9	999911900			0|0|0			0|0|0		
99991200	99991200				0.15		15	25	9	999912000			0|0|0			0|0|0		
99991210	99991210				0.15		15	25	9	999912100			0|0|0			0|0|0		
99991250	99991250				0.15		15	25	9	999912500			0|0|0			0|0|0		
99991260	99991260				0.15		15	25	9	999912600			0|0|0			0|0|0		
99991330	99991330				0.15		15	25	9	999913300			0|0|0			0|0|0		
99991340	99991340				0.15		15	25	9	999913400			0|0|0			0|0|0		
99991350	99991350				0.15		15	25	9	999913500			0|0|0			0|0|0		
99991360	99991360				0.15		15	25	9	999913600			0|0|0			0|0|0		
99991370	99991370				0.15		15	25	9	999913700			0|0|0			0|0|0		
99991380	99991380				0.15		15	25	9	999913800			0|0|0			0|0|0		
99991390	99991390				0.15		15	25	9	999913900			0|0|0			0|0|0		
99991400	99991400				0.15		15	25	9	999914000			0|0|0			0|0|0		
99991410	99991410				0.15		15	25	9	999914100			0|0|0			0|0|0		
99991420	99991420				0.15		15	25	9	999914200			0|0|0			0|0|0		
99991430	99991430				0.15		15	25	9	999914300			0|0|0			0|0|0		
99991440	99991440				0.15		15	25	9	999914400			0|0|0			0|0|0		
99991490	99991490				0.15		15	25	9	999914900			0|0|0			0|0|0		
99992030	99992030				0.15		15	25	9	999920300			0|0|0			0|0|0		
99992090	99992090				0.15		15	25	9	999920900			0|0|0			0|0|0		
99992100	99992100				0.15		15	25	9	999921000			0|0|0			0|0|0		
99992110	99992110				0.15		15	25	9	999921100			0|0|0			0|0|0		
99992120	99992120				0.15		15	25	9	999921200			0|0|0			0|0|0		
99992130	99992130				0.15		15	25	9	999921300			0|0|0			0|0|0		
99992140	99992140				0.15		15	25	9	999921400			0|0|0			0|0|0		
99992150	99992150				0.15		15	25	9	999921500			0|0|0			0|0|0		
99992160	99992160				0.15		15	25	9	999921600			0|0|0			0|0|0		
99992170	99992170				0.15		15	25	9	999921700			0|0|0			0|0|0		
99992180	99992180				0.15		15	25	9	999921800			0|0|0			0|0|0		
99992190	99992190				0.15		15	25	9	999921900			0|0|0			0|0|0		
99992200	99992200				0.15		15	25	9	999922000			0|0|0			0|0|0		
99992210	99992210				0.15		15	25	9	999922100			0|0|0			0|0|0		
99992250	99992250				0.15		15	25	9	999922500			0|0|0			0|0|0		
99992260	99992260				0.15		15	25	9	999922600			0|0|0			0|0|0		
99992330	99992330				0.15		15	25	9	999923300			0|0|0			0|0|0		
99992340	99992340				0.15		15	25	9	999923400			0|0|0			0|0|0		
99992350	99992350				0.15		15	25	9	999923500			0|0|0			0|0|0		
99992360	99992360				0.15		15	25	9	999923600			0|0|0			0|0|0		
99992370	99992370				0.15		15	25	9	999923700			0|0|0			0|0|0		
99992380	99992380				0.15		15	25	9	999923800			0|0|0			0|0|0		
99992390	99992390				0.15		15	25	9	999923900			0|0|0			0|0|0		
99992400	99992400				0.15		15	25	9	999924000			0|0|0			0|0|0		
99992410	99992410				0.15		15	25	9	999924100			0|0|0			0|0|0		
99992420	99992420				0.15		15	25	9	999924200			0|0|0			0|0|0		
99992430	99992430				0.15		15	25	9	999924300			0|0|0			0|0|0		
99992440	99992440				0.15		15	25	9	999924400			0|0|0			0|0|0		
99997110	99997110				0.15		15	25	9	999971100			0|0|0			0|0|0		
99997610	99997610				0.15		15	25	9	999976100			0|0|0			0|0|0		
99997620	99997620				0.15		15	25	9	999976200			0|0|0			0|0|0		
99997120	99997120				0.15		15	25	9	999971200			0|0|0			0|0|0		
99996080	99996080				0.15		15	25	9	999960800			0|0|0			0|0|0		
99991031	99991031				0.15		15	25	9	999910310			0|0|0			0|0|0		
99991111	99991111				0.15		15	25	9	999911110			0|0|0			0|0|0		
99990450	99990450				0.15		15	25	9	999904500			0|0|0			0|0|0		
99990460	99990460				0.15		15	25	9	999904600			0|0|0			0|0|0		
99991450	99991450				0.15		15	25	9	999914500			0|0|0			0|0|0		
99991460	99991460				0.15		15	25	9	999914600			0|0|0			0|0|0		
99992450	99992450				0.15		15	25	9	999924500			0|0|0			0|0|0		
99992460	99992460				0.15		15	25	9	999924600			0|0|0			0|0|0		
99990600	99990600				0.15		15	25	9	999906000			0|0|0			0|0|0		
99990610	99990610				0.15		15	25	9	999906100			0|0|0			0|0|0		
99990620	99990620				0.15		15	25	9	999906200			0|0|0			0|0|0		
99990630	99990630				0.15		15	25	9	999906300			0|0|0			0|0|0		
99990640	99990640				0.15		15	25	9	999906400			0|0|0			0|0|0		
99990650	99990650				0.15		15	25	9	999906500			0|0|0			0|0|0		
99990660	99990660				0.15		15	25	9	999906600			0|0|0			0|0|0		
99990670	99990670				0.15		15	25	9	999906700			0|0|0			0|0|0		
99990680	99990680				0.15		15	25	9	999906800			0|0|0			0|0|0		
99983500	99983500				0.15		15	25	9	999835000			0|0|0			0|0|0		
99983520	99983520				0.15		15	25	9	999835200			0|0|0			0|0|0		
99990690	99990690				0.15		15	25	9	999906900			0|0|0			0|0|0		
99990700	99990700				0.15		15	25	9	999907000			0|0|0			0|0|0		
99990691	99990691				0.15		15	25	9	999906910			0|0|0			0|0|0		
99990740	99990740				0.15		15	25	9	999907400			0|0|0			0|0|0		
99990710	99990710				0.15		15	25	9	999907100			0|0|0			0|0|0		
99990720	99990720				0.15		15	25	9	999907200			0|0|0			0|0|0		
99990730	99990730				0.15		15	25	9	999907300			0|0|0			0|0|0		
99983700	99983700				0.15		15	25	9	999837000			0|0|0			0|0|0		
99983600	99983600				0.15		15	25	9	999836000			0|0|0			0|0|0		
99983710	99983710				0.15		15	11	9	999837100			0|0|0			0|0|0		
99990760	99990760				0.15		15	11	9	999907600			0|0|0			0|0|0		
99990770	99990770				0.15		15	11	9	999907700			0|0|0			0|0|0		
99990780	99990780				0.15		15	11	9	999907800			0|0|0			0|0|0		
99990750	99990750				0.15		15	11	9	999907500			0|0|0			0|0|0		
99983800	99983800				0.15		15	11	10	999838000			0|0|0			0|0|0		
99990790	99990790				0.15		15	11	9	999907900			0|0|0			0|0|0		
99990810	99990810				0.15		15	11	9	999908100			0|0|0			0|0|0		
99998010	99998010				0.15		15	11	9	999980100			0|0|0			0|0|0		
99990800	99990800				0.15		15	11	9	999908000			0|0|0			0|0|0		
99990820	99990820				0.15		15	11	9	999908200			0|0|0			0|0|0		
99984100	99984100				0.15		15	11	9	999841000			0|0|0			0|0|0		
99990830	99990830				0.15		15	11	9	999908300			0|0|0			0|0|0		
99990840	99990840				0.15		15	11	9	999908400			0|0|0			0|0|0		
99984300	99984300				0.15		15	105	9	999843000			0|0|0			0|0|0		
99984310	99984310				0.15		15	105	9	999843100			0|0|0			0|0|0		
99984200	99984200				0.15		15	11	9	999842000			0|0|0			0|0|0		
99990890	99990890				0.15		15	11	9	999908900			0|0|0			0|0|0		
99990900	99990900				0.15		15	11	9	999909000			0|0|0			0|0|0		
99990950	99990950				0.15		15	11	9	999909500			0|0|0			0|0|0		
99990930	99990930				0.15		15	11	9	999909300			0|0|0			0|0|0		
99990940	99990940				0.15		15	11	9	999909400			0|0|0			0|0|0		
99998440	99998440				0.15		15	100	10	999984400			0|0|0			0|0|0		
99990960	99990960				0.15		15	11	9	999909600			0|0|0			0|0|0		
99990970	99990970				0.15		15	25	9	999909700			0|0|0			0|0|0		
99990980	99990980				0.15		15	89	9	999909800			0|0|0			0|0|0		
99990990	99990990				0.15		15	25	9	999909900			0|0|0			0|0|0		
99993010	99993010				0.15		15	25	9	999930100			0|0|0			0|0|0		
99993020	99993020				0.15		15	25	9	999930200			0|0|0			0|0|0		
99984700	99984700				0.15		15	11	9	999847000			0|0|0			0|0|0		
99984701	99984701				0.15		15	11	9	999847010			0|0|0			0|0|0		
99984702	99984702				0.15		15	11	9	999847020			0|0|0			0|0|0		
99984703	99984703				0.15		15	11	9	999847030			0|0|0			0|0|0		
99984704	99984704				0.15		15	126	9	999847040			0|0|0			0|0|0		
99993030	99993030				0.15		15	25	9	999930300			0|0|0			0|0|0		
99993070	99993070				0.15		15	25	9	999930700			0|0|0			0|0|0		
99993050	99993050				0.15		15	25	9	999930500			0|0|0			0|0|0		
99993060	99993060				0.15		15	25	9	999930600			0|0|0			0|0|0		
99993061	99993061				0.15		15	25	9	999930610			0|0|0			0|0|0		
99984900	99984900				0.15		15	135	9	999849000			0|0|0			0|0|0		
99993080	99993080				0.15		15	138	9	999930800			0|0|0			0|0|0		
99993081	99993081				0.15		15	25	9	999930810			0|0|0			0|0|0		
99931101	99931101				0.15		15	25	9	999311010			0|0|0			0|0|0		
99993100	99993100				0.15		15	25	9	999931000			0|0|0			0|0|0		
99993120	99993120				0.15		15	25	9	999931200			0|0|0			0|0|0		
99993130	99993130				0.15		15	25	9	999931300			0|0|0			0|0|0		
99985001	99985001				0.15		15	126	9	999850010			0|0|0			0|0|0		
99993140	99993140				0.15		15	25	9	999931400			0|0|0			0|0|0		
99993160	99993160				0.15		15	148	9	999931600			0|0|0			0|0|0		
99993170	99993170				0.15		15	25	9	999931700			0|0|0			0|0|0		
99993090	99993090				0.15		15	138	9	999930900			0|0|0			0|0|0		
99940010	99940010				0.15		15	25	9	999400100			0|0|0			0|0|0		
99993171	99993171				0.15		15	25	9	999931710			0|0|0			0|0|0		
99993172	99993172				0.15		15	25	9	999931720			0|0|0			0|0|0		
99993180	99993180				0.15		15	25	9	999931800			0|0|0			0|0|0		
99993190	99993190				0.15		15	25	9	999931900			0|0|0			0|0|0		
99993200	99993200				0.15		15	25	9	999932000			0|0|0			0|0|0		
99993220	99993220				0.15		15	25	9	999932200			0|0|0			0|0|0		
99993230	99993230				0.15		15	25	9	999932300			0|0|0			0|0|0		
99993231	99993231				0.15		15	25	9	999932310			0|0|0			0|0|0		
99993240	99993240				0.15		15	25	9	999932400			0|0|0			0|0|0		
99985300	99985300				0.15		15	155	9	999853000			0|0|0			0|0|0		
99985310	99985310				0.15		15	155	9	999853100			0|0|0			0|0|0		
99993250	99993250				0.15		15	147	9	999932500			0|0|0			0|0|0		
99985500	99985500				0.15		15	161	9	999855000			0|0|0			0|0|0		
99985501	99985501	旧日之女单技能测试关1			0.15		15	161	9	999855010			0|0|0			0|0|0		
99985502	99985502	旧日之女单技能测试关2			0.15		15	161	9	999855020			0|0|0			0|0|0		
99985503	99985503	旧日之女单技能测试关3			0.15		15	161	9	999855030			0|0|0			0|0|0		
99985504	99985504	旧日之女单技能测试关4			0.15		15	161	9	999855040			0|0|0			0|0|0		
99985505	99985505	旧日之女单技能测试关5			0.15		15	161	9	999855050			0|0|0			0|0|0		
99985506	99985506	旧日之女单技能测试关6			0.15		15	161	9	999855060			0|0|0			0|0|0		
99985507	99985507	旧日之女单技能测试关7			0.15		15	161	9	999855070			0|0|0			0|0|0		
99985508	99985508	旧日之女单技能测试关8			0.15		15	161	9	999855080			0|0|0			0|0|0		
99985509	99985509	旧日之女单技能测试关9			0.15		15	161	9	999855090			0|0|0			0|0|0		
99985510	99985510	旧日之女单技能测试关10			0.15		15	161	9	999855100			0|0|0			0|0|0		
99985511	99985511	旧日之女单技能测试关11			0.15		15	161	9	999855110			0|0|0			0|0|0		
99985512	99985512	旧日之女单技能测试关12			0.15		15	161	9	999855120			0|0|0			0|0|0		
99985513	99985513	旧日之女单技能测试关13			0.15		15	161	9	999855130			0|0|0			0|0|0		
99985514	99985514	旧日之女单技能测试关14			0.15		15	161	9	999855140			0|0|0			0|0|0		
99985515	99985515	旧日之女单技能测试关15			0.15		15	161	9	999855150			0|0|0			0|0|0		
99985516	99985516	旧日之女单技能测试关16			0.15		15	161	9	999855160			0|0|0			0|0|0		
99985517	99985517	旧日之女单技能测试关17			0.15		15	161	9	999855170			0|0|0			0|0|0		
99985518	99985518	旧日之女单技能测试关18			0.15		15	161	9	999855180			0|0|0			0|0|0		
99993290	99993290				0.15		15	25	9	999932900			0|0|0			0|0|0		
99993300	99993300	麒麟臂小怪测试			0.15		15	25	9	999933000			0|0|0			0|0|0		
99993310	99993310	双面怪测试			0.15		15	25	9	999933100			0|0|0			0|0|0		
99985550	99985550	操偶女仆长1阶段			0.15		15	165	9	999855500			0|0|0			0|0|0		
99985560	99985560	操偶女仆长2阶段			0.15		15	165	9	999855600			0|0|0			0|0|0		
99985350	99985350	守门人1			0.15		15	167	9	999853500			0|0|0			0|0|0		
99985360	99985360	守门人2			0.15		15	167	9	999853600			0|0|0			0|0|0		
99993320	99993320	班長			0.15		15	25	9	999933200			0|0|0			0|0|0		
99993330	99993330	いい子			0.15		15	25	9	999933300			0|0|0			0|0|0		
99993340	99993340	悪い子			0.15		15	25	9	999933400			0|0|0			0|0|0		
99981720	99981720	ティファ			0.15		15	163	9	999817200			0|0|0			0|0|0		
99993350	99993350	大剑构造体			0.15		15	25	9	999933500			0|0|0			0|0|0		
