Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
10021304	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10021305	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10021306	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10021307	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10021308	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10021309	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10021310	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141001	1.3|BindEffect|FxR3BiankaRMSpearjumpFashe||1|1	0|BindEffect|FxR3BiankaRMSpearjumpWeaponCase1||1|1	1.1|BindEffect|FxR3BiankaRMSpearjumpWeaponFukong||1|1	1|BindEffect|FxR3BiankaRMSpearjumpZhankai||1|1	0.75|BindEffect|FxR3BiankaRMPenqimissileBoneSL|missileBoneSL|1|1	0.75|BindEffect|FxR3BiankaRMPenqimissileBoneSL02|missileBoneSL02|1|1	0.75|BindEffect|FxR3BiankaRMPenqimissileBoneSR|missileBoneSR|1|1	0.75|BindEffect|FxR3BiankaRMPenqimissileBoneSR02|missileBoneSR02|1|1																																																																								
10141002																																																																																
10141003																																																																																
10141004																																																																																
10141005																																																																																
10141006	0.7|BindEffect|FxR3BiankaRMPenqimissileBoneSLBaofa|missileBoneSL|1|1	0.7|BindEffect|FxR3BiankaRMPenqimissileBoneSL02Baofa|missileBoneSL02|1|1	0.7|BindEffect|FxR3BiankaRMPenqimissileBoneSRBaofa|missileBoneSR|1|1	0.7|BindEffect|FxR3BiankaRMPenqimissileBoneSR02Baofa|missileBoneSR02|1|1	0|BindEffect|FxR3BiankaRMSpearQteInZhankai||1|1																																																																											
10141007	0|BindEffect|FxR3BiankaRMPenqimissileBoneSL|missileBoneSL|1|1	0|BindEffect|FxR3BiankaRMPenqimissileBoneSL02|missileBoneSL02|1|1	0|BindEffect|FxR3BiankaRMPenqimissileBoneSR|missileBoneSR|1|1	0|BindEffect|FxR3BiankaRMPenqimissileBoneSR02|missileBoneSR02|1|1																																																																												
10141008	0.2|BindEffect|FxS1BiankaRMmissileBoneQteIn20|missileBone|1|1																																																																															
10141009	0|BindEffect|FxS1BiankaRMmissileBoneQteIn2101|missileBone|1|1																																																																															
10141010																																																																																
10141011	0|BindEffect|FxS1BiankaRMmissileBoneQteIn2102|missileBone|1|1																																																																															
10141012																																																																																
10141013																																																																																
10141014	0.15|BindEffect|FxS1BiankaRMmissileBoneQte23|missileBone|1|1																																																																															
10141015	0.15|BindEffect|FxS1BiankaRMmissileBoneQte23|missileBone|1|1																																																																															
10141016	0|Hide|1	0.3|Hide|0																																																																														
10141101																																																																																
10141102	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10141103	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10141104	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10141105	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141106	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10141107	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141108	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141109	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141110	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141201																																																																																
10141202	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10141203	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10141204	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10141205	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141206	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10141207	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141208	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141209	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141210	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141301																																																																																
10141302	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10141303	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10141304	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10141305	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10141306	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10141307	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141308	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141309	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10141310	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
80020101																																																																																
80020102																																																																																
80020201																																																																																
80020202																																																																																
80020301																																																																																
80020302																																																																																
80020401																																																																																
80020402																																																																																
80020501																																																																																
80020502																																																																																
80020601																																																																																
80020602																																																																																
10071101																																																																																
10071102	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10071103	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10071104	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10071105	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071106	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10071107	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071108	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071109	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071110	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071201																																																																																
10071202	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10071203	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10071204	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10071205	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071206	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10071207	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071208	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071209	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071210	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071301																																																																																
10071302	0|Hide|0	0|MoveByMissile|10024005|2																																																																														
10071303	1|Hide|0	0.5|BindEffect|FxR1LuxiyaRMS1Spear01In||1|1																																																																														
10071304	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Loop|RocketBonetrunk00|1|1																																																																														
10071305	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071306	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02In|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop|RocketBonetrunk00|1|1																																																																													
10071307	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light01|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071308	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light02|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071309	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear02Light03|RocketBonetrunk00|1|1	0|BindEffect|FxR1LuxiyaRMS1Spear02Loop02|RocketBonetrunk00|1|1																																																																													
10071310	0|Hide|0	0|BindEffect|FxR1LuxiyaRMS1Spear01Out||1|1	3|Hide|1																																																																													
10071001	0|BindEffect|FxR2KalieninaRMSpearfall|planeBone05|0|1																																																																															
10071002																																																																																
10071003	0.4|BindEffect|FxR2KalieninaRMSpearjumpQiliu|planeBone05|0|1	1.25|BindEffect|FxR2KalieninaRMSpearjumpLianjie|planeBone05|0|1																																																																														
10071004																																																																																
10071005	0.6|BindEffect|FxR2KalieninaRMAtk61Xuli|planeBone05|1|1	1.1|BindEffect|FxR2KalieninaRMAtk61|planeBone05|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																																										
10071006	0|BindEffect|FxR2KalieninaRMSpearQteIn|planeBone05|1|1																				0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071007																					0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071008																					0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071009																					0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071010																					0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071011	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1																			0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071012	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1	0.28|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.28|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1																	0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071013	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.12|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1	0.28|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.28|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1	0.62|BindEffect|FxR2KalieninaRMSpearQte20out1101|planeBone07|1|1	0.62|BindEffect|FxR2KalieninaRMSpearQte20out1102|planeBone09|1|1															0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071014																					0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071015	0.23|BindEffect|FxR2KalieninaRMSpearQte20out3Xuli|planeBone05|1|1																				0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071016	0|BindEffect|FxR2KalieninaRMGroundPlane01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMGroundPlane02|planeBone09|1|1																																																																														
10071017	2.37|BindEffect|FxR2KalieninaRMSpearout02Xuli|planeBone05|0|1		0.733|BindEffect|FxR2KalieninaRMSpearfall|planeBone05|0|1																		0|BindEffect|FxR2KalieninaRMSpearQteInLoop01|planeBone07|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop02|planeBone09|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop03|planeBone11|1|1	0|BindEffect|FxR2KalieninaRMSpearQteInLoop04|planeBone12|1|1																																																								
10071018																																																																																
