Id	Icon	Name	Desc	Condition[1]	Condition[2]	FightEventId[1]	FightEventId[2]	FightEventId[3]	FightEventId[4]
79	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Lightning DMG Boost I	Lightning DMG increases by 10%,			200027			
80	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Dark DMG Boost I	Increases Dark DMG by 10%,			200028			
81	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Physical DMG Boost II	Increases Physical DMG by 20%,			200029			
82	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Fire DMG Boost II	Increases Fire DMG by 20%,			200030			
83	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Ice DMG Boost II	Increases Ice DMG by 20%,			200031			
84	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Lightning DMG Boost II	Lightning DMG increases by 20%			200032			
85	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Dark DMG Boost II	Increases Dark DMG by 20%,			200033			
86	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Physical DMG Boost III	Increases Physical DMG by 30%,			200034			
87	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Fire DMG Boost III	Increases Fire DMG by 30%,			200035			
88	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Ice DMG Boost III	Increases Ice DMG by 30%,			200036			
89	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Lightning DMG Boost III	Lightning DMG increases by 30%,			200037			
90	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Dark DMG Boost III	Increases Dark DMG by 30%,			200038			
91	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB Boost II	Gain 3 bonus Signal Orbs every 10s when a CUB is present.			200039			
92	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Frontline 1 Physical 1	Physical DMG increases by 10%. Cooldown of switching between members is extended.\nMembers become enhanced as they stay in the battle longer. This effect is reset each time a new player is switched into battle.			200024	95014	95015	95016
93	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Frontline 1 Physical 2	Physical DMG increases by 20%. Cooldown of switching between members is extended.\nMembers become enhanced as they stay in the battle longer. This effect is reset each time a new player is switched into battle.			200029	95014	95015	95016
94	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Physical 2	Physical DMG increases by 20% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200029	200010	200006	
95	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Physical 2	Physical DMG increases by 20%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200029	200015		
96	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Physical 2	Physical DMG increases by 20%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200029	200001		
97	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Physical 3	Physical DMG increases by 30%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200034	200001		
98	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Physical 3	Physical DMG increases by 30% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200034	200010	200006	
99	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Switch 2 Physical 3	Physical DMG increases by 30%.\nThe cooldown of QTE is extended, while the cooldown of switching between members is reduced.			200034	200011	200012	
100	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Tank 1 Physical 3	Physical DMG increases by 30% but Orbs are recovered at a slower rate.\nWhen gaining a shield, team members can gain Signal Orbs.			200034	200013	200006	
101	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB 1 Physical 3	Physical DMG increases by 30%.\nUsing a CUB skill will increase the damage dealt by the current character.			200034	200014	200042	
102	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE 1 Physical 3	Physical DMG increases by 30%. The cooldown of QTE is reduced.\nQTE also recover additional Orbs for the current character in battle.			200034	200009		
103	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 3 Physical 3	Physical DMG increases by 30%.\nAfter a non-Attacker Omniframe pings Signal Orbs, the next member entering battle will deal increased DMG.			200034	200003		
104	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 2 Physical 2	Physical DMG increases by 20%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Tank Omniframes.			200029	200002		
105	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 2 Physical 3	Physical DMG increases by 30%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Tank Omniframes.			200034	200002		
106	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Physical 3	Physical DMG increases by 30%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200034	200015		
107	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support 1 Physical 3	Physical DMG increases by 30%but Orbs are recovered at a slower rate.\nWhen healed, team members can gain Signal Orbs.			200034	200008	200006	
108	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB 2 Physical 3	Physical DMG increases by 30%.\nGain 3 Signal Orbs every 10s when a CUB is present.			200034	200039		
109	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 4 Physical 3	Physical DMG increases by 30%.\nAfter a non-Attacker Omniframe deals DMG, the next member entering battle will deal increased DMG.			200034	200004		
110	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Frontline 1 Fire 2	Fire DMG increases by 20%. Cooldown of switching between members is extended.\nMembers become enhanced as they stay in the battle longer. This effect is reset each time a new player is switched into battle.			200030	95014	95015	95016
111	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Fire 2	Fire DMG increases by 20% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200030	200010	200006	
112	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Fire 2	Fire DMG increases by 20%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200030	200015		
113	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Fire 2	Fire DMG increases by 20%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200030	200001		
114	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Fire 3	Fire DMG increases by 30%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200035	200001		
115	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Fire 3	Fire DMG increases by 30%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200035	200015		
116	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Switch 2 Fire 3	Fire DMG increases by 30%.\nThe cooldown of QTE is extended, while the cooldown of switching between members is reduced.			200035	200011	200012	
117	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Tank 1 Fire 3	Fire DMG increases by 30% but Orbs are recovered at a slower rate.\nWhen gaining a shield, team members can gain Signal Orbs.			200035	200013	200006	
118	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB 1 Fire 3	Fire DMG increases by 30%.\nUsing a CUB skill will increase the damage dealt by the current character.			200035	200014	200042	
119	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE 1 Fire 3	Fire DMG increases by 30%. The cooldown of QTE is reduced.\nQTE also recover additional Orbs for the current character in battle.			200035	200009		
120	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 3 Fire 3	Fire DMG increases by 30%.\nAfter a non-Attacker Omniframe pings Signal Orbs, the next member entering battle will deal increased DMG.			200035	200003		
121	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Frontline 1 Ice 2	Ice DMG increases by 20%. Cooldown of switching between members is extended.\nMembers become enhanced as they stay in the battle longer. This effect is reset each time a new player is switched into battle.			200031	95014	95015	95016
122	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Ice 2	Ice DMG increases by 20% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200031	200010	200006	
123	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Ice 2	Ice DMG increases by 20%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200031	200015		
124	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Ice 2	Ice DMG increases by 20%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200031	200001		
125	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 1 Ice 3	Ice DMG increases by 30%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Support Omniframes.			200036	200001		
126	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Ice 3	Ice DMG increases by 30% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200036	200010	200006	
127	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Switch 2 Ice 3	Ice DMG increases by 30%.\nThe cooldown of QTE is extended, while the cooldown of switching between members is reduced.			200036	200011	200012	
128	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support 1 Ice 3	Ice DMG increases by 30% but Orbs are recovered at a slower rate.\nWhen healed, team members can gain Signal Orbs.			200036	200008	200006	
129	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB 1 Ice 3	Ice DMG increases by 30%.\nUsing a CUB skill will increase the damage dealt by the current character.			200036	200014	200042	
130	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE 1 Ice 3	Ice DMG increases by 30%. The cooldown of QTE is reduced.\nQTE also recover additional Orbs for the current character in battle.			200036	200009		
131	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 3 Ice 3	Ice DMG increases by 30%.\nAfter a non-Attacker Omniframe pings Signal Orbs, the next member entering battle will deal increased DMG.			200036	200003		
132	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Frontline 1 Lightning 2	Lightning DMG increases by 20%. Cooldown of switching between members is extended.\nMembers become enhanced as they stay in the battle longer. This effect is reset each time a new player is switched into battle.			200032	95014	95015	95016
133	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 1 Lightning 2	Lightning DMG increases by 20% but Orbs are recovered at a slower rate.\nBasic Attacks deal Extra DMG once when they hit.			200032	200010	200006	
134	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Lightning 2	Lightning DMG increases by 20%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200032	200015		
135	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 2 Lightning 2	Lightning DMG increases by 20%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Tank Omniframes.			200032	200002		
136	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Support/Tank 2 Lightning 3	Lightning DMG increases by 30%.\nAttacker Omniframes mark the targets when they attack, increasing the DMG dealt to them by Tank Omniframes.			200037	200002		
137	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Special 2 Lightning 3	Lightning DMG increases by 30%.\nSignature Move consumes all available energy and deals increased damage based on the energy consumed.			200037	200015		
138	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Switch 2 Lightning 3	Lightning DMG increases by 30%.\nThe cooldown of QTE is extended, while the cooldown of switching between members is reduced.			200037	200011	200012	
139	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	Tank 1 Lightning 3	Lightning DMG increases by 30% but Orbs are recovered at a slower rate.\nWhen gaining a shield, team members can gain Signal Orbs.			200037	200013	200006	
140	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	CUB 2 Lightning 3	Lightning DMG increases by 30%.\nGain 3 Signal Orbs every 10s when a CUB is present.			200037	200039		
141	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE 1 Lightning 3	Lightning DMG increases by 30%. The cooldown of QTE is reduced.\nQTE also recover additional Orbs for the current character in battle.			200037	200009		
