Id	Name	ModelName	CareerName	CampName	Description	IntroAnim[1]	IntroAnim[2]	IntroCv	IntroLength[1]	IntroLength[2]	ThankAnim[1]	ThankAnim[2]	ThankCv	ThankLength[1]	ThankLength[2]	CircleHead	SquareHead	ActionBg	CareerIcon	BigCharacterImage	ShareImg	WinAnimGroupId[1]	WinAnimGroupId[2]	WinAnimGroupId[3]	WinAnimGroupId[4]	WinAnimGroupId[5]	LoseAnimGroupId[1]	LoseAnimGroupId[2]	LoseAnimGroupId[3]	LoseAnimGroupId[4]	LoseAnimGroupId[5]	VictoryAnim
2011	Rosetta	QR3LuosaitaMd010011MZ	Tank	Forest Guard	Rosetta is the former leader of the Forest Guards. As a humanoid hybrid, Rosetta was taken in by Babylonia as a special member and deployed to battles in a more humanoid form.	Show01	Show06	100000326	10	10	Thanks01	Thanks07	100000327	9	9	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadLuosaita.png	Assets/Product/Texture/Image/IconType/IconCharacter1.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuosaita.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuosaita.png	1111	2111	3111	4111	4111	1112	2112	3112	4113	4113	Victory01
2012	Luna	QR3LunaMd010011MZ	Attacker	Ascendant	An extremely powerful agent. Her final and most complete combat form contains power that no Ascendant can match.	Show01	Show07	100000322	10	10	Thanks01	Thanks07	100000323	10	10	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadLuna.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuna.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuna.png	1121	2121	3121	4121	4121	1122	2122	3122	4123	4123	Victory01
2013	Bianca	QR3BiankaMd010011MZ	Attacker	Purifying Force	Bianca is the captain of the Purifying Force and an elegant and strict Construct. Due to her identity, only few people have managed to be truly accepted by her so far. She has strong faith.	Show01	Show06	100000302	7	7	Thanks01	Thanks07	100000303	6	6	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadBianka.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleBianka.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleBianka.png	1131	2131	3131	4131	4131	1132	2132	3132	4133	4133	Victory01
2014	Selena	QR4SailinnaMd010011MZ	Amplifier	WGAA	Formerly a member of the Archaeological Team, Selena used to have a great singing voice. She was also known for her talent in art, and her gentle yet resilient nature. Rescued by an Ascendant after the space station and Red Tide events.	Show01	Show06	100000338	6	6	Thanks01	Thanks07	100000339	9	9	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadSaiLinNa.png	Assets/Product/Texture/Image/IconType/IconCharacter5.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSailinna.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSailinna.png	1141	2141	3141	4141	4141	1142	2142	3142	4143	4143	Victory01
2015	Qu	QR2QuMd010011MZ	Vanguard	Kowloong Chamber of Commerce	As the last head of Kowloong, Qu is good at power tactics. She has been hiding outside of the factions and implementing her Tabula Akasha in silence.	Show01	Show06	100000334	8	8	Thanks01	Thanks07	100000335	6	6	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadQu.png	Assets/Product/Texture/Image/IconType/IconCharacter4.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleQu.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleQu.png	1151	2151	3151	4151	4151	1152	2152	3152	4153	4153	Victory01
2016	Sophia	QR2SufeiyaMd010011MZ	Support	Akdilek	Gray Raven's assistant from Akdilek Commercial Alliance. She was a "Hyena" born in the Eternal Engine, and the sharpest sword of her leader, Jamilah. Changyu has given her a nickname called "Kowloong Mew Mew".	Show02	Show06	100000344	6	6	Thanks02	Thanks07	100000345	6	6	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadSufeiya.png	Assets/Product/Texture/Image/IconType/IconCharacter2.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSufeiya.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSufeiya.png	1161	2161	3161	4161	4161	1162	2162	3162	4163	4163	Victory01
2017	Lucia	QR4LuxiyaMd010011MZ	Attacker	Gray Raven	Captain of Gray Raven. As one of the early batch military Constructs, she is incredibly persistent and resilient. Her strength makes the sharpest blade of Gray Raven.	Show01	Show06	100000320	3	3	Thanks01	Thanks07	100000321	6	6	Assets/Product/Texture/Image/Role/RoleHeadR4Luxiya3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadLuxiya.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuxiya.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLuxiya.png	1171	2171	3171	4171	4171	1172	2172	3172	4173	4173	Victory01
2018	Ayla	QR2AilaMd010011MZ	Tank	Archaeological Team	An Archaeological Team member from the World Government Association of Art in Babylonia. Her exceptional painting talent has quickly earned her great fame and wealth in Babylonia. She is the "new blood" born in Babylonia with natural self-confidence and a consuming passion for art.	Show02	Show06	100000298	10	10	Thanks02	Thanks07	100000299	5	5	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png	Assets/Product/Texture/Image/Role/RoleHeadAilaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadAila.png	Assets/Product/Texture/Image/IconType/IconCharacter1.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleAila.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleAila.png	1181	2181	3181	4181	4181	1182	2182	3182	4183	4183	Victory01
2019	Liv	QR4LifuMd010011MZ	Amplifier	Gray Raven	Currently a member of Gray Raven, Liv has a background in the Star of Life. Unlike her soft and gentle look, she could withstand incredible stress while keeping a pure and innocent dream.	Show01	Show06	100000318	10	10	Thanks01	Thanks07	100000319	10	10	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadLifu.png	Assets/Product/Texture/Image/IconType/IconCharacter5.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLifu.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleLifu.png	1191	2191	3191	4191	4191	1192	2192	3192	4193	4193	Victory01
2020	Nanami	QR4YongyechaoMd010011MZ	Tank	Unclassified	A mysterious Construct whose allegiance and whereabouts are often unknown. Energetic and enthusiastic, she has a unique way of thinking and a unique taste. Uses a chainsaw in combination with her almost playful combat style. Claims that observing mankind is her favorite hobby.	Show02	Show07	100000332	8	8	Thanks02	Thanks07	100000333	4	4	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadQishi.png	Assets/Product/Texture/Image/IconType/IconCharacter1.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleQishi.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleQishi.png	1201	2201	3201	4201	4201	1202	2202	3202	4203	4203	Victory01
2021	Vera	QR3WeilaMd010011MZ	Tank	Cerberus	Leader of Cerberus, and the backbone of Babylonia's remote connection technology test squad. Vera's extreme methods, belligerent demeanor and apparent philosophy of "proving existence through pain" has put her at the center of many a controversy, though Vera herself doesn't seem to mind.	Show01	Show07	100000350	5	5	Thanks01	Thanks07	100000351	9	9	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadWeila.png	Assets/Product/Texture/Image/IconType/IconCharacter1.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleWeila.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleWeila.png	1211	2211	3211	4211	4211	1212	2212	3212	4213	4213	Victory01
2022	α	QR3LuxiyaMd010011MZ	Attacker	Ascendant	A powerful yet impulsive Ascendant who uses katana as weapon. Also good at motorcycle modification and maintenance.	Show01	Show07	100000300	5	5	Thanks01	Thanks07	100000301	9	9	Assets/Product/Texture/Image/Role/RoleHeadluxiya3SSQ.png	Assets/Product/Texture/Image/Role/RoleHeadluxiyaSSQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadluxiyaSS.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleAerfa.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleAerfa.png	1221	2221	3221	4221	4221	1222	2222	3222	4223	4223	Victory01
2023	No. 21	QR2TwentyoneMd010011MZ	Tank	Cerberus	No. 21 was the 21st test subject of a Daedalus corporation experiment and has later become a member of Cerberus. No. 21 has a Co-Bot called "Buddy". She has a vague perception of human emotions and is still learning about them.	Show02	Show06	100000346	7	7	Thanks02	Thanks07	100000347	12	12	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHead21Hao.png	Assets/Product/Texture/Image/IconType/IconCharacter1.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRole21Hao.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRole21Hao.png	1251	2251	3251	4251	4251	1252	2252	3252	4253	4253	Victory01
2024	Haicma	QR2HakamaMd010011MZ	Vanguard	Unclassified	Haicma is a mechanoid awakened under Nanami's influence and a member of the Church of Machina. Originally the administrative AI of the machine consciousness experiment, Haicma has set out on a journey to find Nanami after her self-awakening.	Show01	Show06	100000308	11	11	Thanks01	Thanks07	100000309	6	6	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadHakama.png	Assets/Product/Texture/Image/IconType/IconCharacter4.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleHakama.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleHakama.png	1261	2261	3261	4261	4261	1262	2262	3262	4263	4263	Victory01
2025	Celica	QR1SailikaMd010011MZ	Unknown	Babylonia	Celica is the best secretary of Babylonia. Upholding the principle of "never working overtime," she offers help to everyone in silence.	Show01	Show07	100000336	8	8	Thanks01	Thanks07	100000337	5	5	Assets/Product/Texture/Image/Role/RoleHeadSailika3Q.png	Assets/Product/Texture/Image/Role/RoleHeadSailikaQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadSailika.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSailika2.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleSailika2.png	1271	2271	3271	4271	4271	1272	2272	3272	4273	4273	Victory01
2026	Shark-speare	QR1AolajiangMd010011MZ	Unknown	Unclassified	A cute, harmless shark passing by.	Show04	Show05	100000340	11	11	Thanks04	Thanks06	100000341	10	10	Assets/Product/Texture/Image/Role/RoleHeadShashibier3Q.png	Assets/Product/Texture/Image/Role/RoleHeadShashibierQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadShabi.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleShabi.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleShabi.png	1291	2291	3291	4291	4291	1292	2292	3292	4293	4293	Victory01
2027	Noctis	QR1NuoketiMd010011MZ	Unknown	Cerberus	Noctis is the vanguard of Cerberus. Many perceive him as a childish person due to his short-tempered and straightforward nature.	Show04	Show05	100000328	7	7	Thanks04	Thanks06	100000329	8	8	Assets/Product/Texture/Image/Role/RoleHeadR1Nuoketi3Q.png	Assets/Product/Texture/Image/Role/RoleHeadR1NuoketiQ.png	Assets/Product/Texture/Atlas/UiMoeWar/UiMoeWarHeadNuoketi.png	Assets/Product/Texture/Image/IconType/IconCharacter3.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleNuoketi.png	Assets/Product/Texture/Image/UiMoeWar/UiMoeWarRoleNuoketi.png	1281	2281	3281	4281	4281	1282	2282	3282	4283	4283	Victory01
