Id	ModelName	Speed	Distance	AnimName	RoleEffect	RoleEffectRoot	SceneEffect	SceneEffectRoot
102102	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102103	QR2WanshiMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102104	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102105	QR2WanshiMd010011MZ	3	9	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102106	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102107	QR2WanshiMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102108	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102109	QR2WanshiMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102110	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102111	QR2WanshiMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102112	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102113	QR2WanshiMd010011MZ	3	24	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102201	QR2WanshiMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102202	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102203	QR2WanshiMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102204	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102205	QR2WanshiMd010011MZ	3	9	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102206	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102207	QR2WanshiMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102208	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102209	QR2WanshiMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102210	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102211	QR2WanshiMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102212	QR2WanshiMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan21Speedup.prefab	DynamicBone		
102213	QR2WanshiMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
102214	QR2WanshiMd010011MZ	3	24	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103101	QR2LuolanMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (30)
103102	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103103	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103104	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103105	QR2LuolanMd010011MZ	2	6	Run				
103106	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103107	QR2LuolanMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103108	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103109	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103110	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103111	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103112	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103113	QR2LuolanMd010011MZ	3	27	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103201	QR2LuolanMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (42)
103202	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (88)
103203	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103204	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103205	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103206	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103207	QR2LuolanMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103208	QR2LuolanMd010011MZ	2	6	Run				
103209	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103210	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103211	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103212	QR2LuolanMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103213	QR2LuolanMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan28Speedup.prefab	DynamicBone		
103214	QR2LuolanMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
103215	QR2LuolanMd010011MZ	2	6	Run				
103216	QR2LuolanMd010011MZ	3	21	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104101	QR2KamuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104102	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104103	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104104	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104105	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104106	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104107	QR2KamuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104108	QR2KamuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104109	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104110	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104111	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104112	QR2KamuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104113	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104114	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104115	QR2KamuMd010011MZ	3	18	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104201	QR2KamuMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (30)
104202	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (78)
104203	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104204	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104205	QR2KamuMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104206	QR2KamuMd010011MZ	2	6	Run				
104207	QR2KamuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104208	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104209	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104210	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104211	QR2KamuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
104212	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104213	QR2KamuMd010011MZ	2	6	Run				
104214	QR2KamuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan24Speedup.prefab	DynamicBone		
104215	QR2KamuMd010011MZ	3	21	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105101	QR2DubianMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105102	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105103	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105104	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105105	QR2DubianMd010011MZ	3	15	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105106	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105107	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105108	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105109	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105110	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105111	QR2DubianMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105112	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105113	QR2DubianMd010011MZ	3	18	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105201	QR2DubianMd010011MZ	3	9	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (45)
105202	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105203	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105204	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105205	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105206	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105207	QR2DubianMd010011MZ	2	6	Run				
105208	QR2DubianMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105209	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105210	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105211	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105212	QR2DubianMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
105213	QR2DubianMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan16Speedup.prefab	QR3DubianMd010011		
105214	QR2DubianMd010011MZ	3	27	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106101	QR3KuluomuMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106102	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (3)
106103	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106104	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (15)
106105	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106106	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (27)
106107	QR3KuluomuMd010011MZ	3	9	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106108	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (48)
106109	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106110	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (60)
106111	QR3KuluomuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106112	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (78)
106113	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106114	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (90)
106201	QR3KuluomuMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106202	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (3)
106203	QR3KuluomuMd010011MZ	3	12	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106204	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (27)
106205	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106206	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (39)
106207	QR3KuluomuMd010011MZ	0	0	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106208	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (51)
106209	QR3KuluomuMd010011MZ	3	6	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106210	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (69)
106211	QR3KuluomuMd010011MZ	3	12	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
106212	QR3KuluomumoeMd010011MZ	0	12	Speedup01			Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan12Speedup.prefab	speedup%02d (93)
106213	QR3KuluomuMd010011MZ	3	15	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
107101	QR1ChangyuMd010011MZ	3	3	Run	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bone025	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (42)
