Id	Name	EffectId	SubCoin	TargetType	Describe	Quality	QualityIcon	QualityIconSmall	QualityIconTips	ShopBgQualityIcon	TipsQualityIconBg	Icon	Effect
12	Forward 6	6	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>forward 6 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon06.png	
13	Back 1	7	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 1 block</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon07.png	
14	Back 1	7	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 1 block</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon07.png	
15	Back 2	8	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 2 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon08.png	
16	Back 2	8	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 2 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon08.png	
17	Back 3	9	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 3 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon09.png	
18	Back 3	9	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 3 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon09.png	
19	Back 4	10	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 4 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon10.png	
20	Back 4	10	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 4 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon10.png	
21	Back 5	11	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 5 block</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon11.png	
22	Back 5	11	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 5 block</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon11.png	
23	Back 6	12	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 6 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon12.png	
24	Back 6	12	10	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>back 6 blocks</color>.	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon12.png	
25	Stay	13	20	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>stay</color> (a battle will be triggered if the target stays on a defense facility).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon13.png	
26	Stay	13	20	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>stay</color> (a battle will be triggered if the target stays on a defense facility).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon13.png	
27	Turn	14	20	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>turn</color> (a battle will not be triggered if the target takes a turn on a defense facility).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon14.png	
28	Turn	14	20	0	Can be used on the <color=#f5b60b>Main Target</color> to replace its action in the next turn with <color=#f5b60b>turn</color> (a battle will not be triggered if the target takes a turn on a defense facility).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon14.png	
29	Bleeding Trap	15	20	1	Can be used on a <color=#f5b60b>block</color>. If the main target stays on this block at the end of turn, it will lose <color=#f5b60b>200 HP</color> (traps will disappear after they are triggered once).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitGezi.prefab
30	Bleeding Trap	16	20	1	Can be used on a <color=#f5b60b>block</color>. If the main target stays on this block at the end of turn, it will lose <color=#f5b60b>5% HP</color> (traps will disappear after they are triggered once).	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitGezi.prefab
31	True Damage	17	20	0	Can be used on the <color=#f5b60b>Main Target</color> to make it immediately lose <color=#f5b60b>200 HP</color>.	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	
32	True Damage	18	20	0	Can be used on the <color=#f5b60b>Main Target</color> to make it immediately lose <color=#f5b60b>5% HP</color>.	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	
101	Combo Boost	101	30	2	Can be used on the <color=#f5b60b>deployed force</color> to grant an effect: <color=#f5b60b>Every time this force lands a 50-hit combo in battle, creates an explosion that deals 8000% of ATK as True Damage</color> (permanent).	3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22050.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab
102	Switch Boost	102	30	2	Can be used on the <color=#f5b60b>deployed force</color> to grant an effect: <color=#f5b60b>Every time this force is switched out of battle, casts a shockwave that deals True DMG equal to 4000% of ATK and reduces the enemy's Extra DMG Reduction by 100% for 8s</color> (permanent).	3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab
103	Ultimate Boost	103	30	2	Can be used on the <color=#f5b60b>deployed force</color> to grant an effect: <color=#f5b60b>Every time this force casts an ultimate skill in battle, inflicts the enemy with Corrosion for 15s, reducing all Resistance by 10% and dealing 1000% of ATK as True Damage every second, stacking up to 2 times</color> (permanent).	3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab
104	Signal Amplifier	104	30	2	Can be used on the <color=#f5b60b>deployed force</color> to grant an effect: <color=#f5b60b>Every time this force makes a 3-Ping in battle, summons a bonus light spear that deals 5000% of ATK as True Damage</color> (permanent).	3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab
