Id	ActivityId	ChapterId	StageType	UnlockPosition	UnlockMaxEnergy	StageId	UnlockDesc	StageMonsterId[0]	StageMonsterId[1]	StageMonsterId[2]	StageMonsterId[3]	StageMonsterId[4]	StageMonsterId[5]	StageBg	BossHeadIcon	IsBossStage	ShowAbility[0]	ShowAbility[1]	ShowAbility[2]	ShowAbility[3]	ShowAbility[4]	ShowAbility[5]
17	1	2	1		17	30211017	Team cost limit increased to 17	101701	101702	101703	101704	101705	101706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
18	1	2	1		18	30211018	Team cost limit increased to 18	101801	101802	101803	101804	101805	101806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
19	1	2	1		19	30211019	Team cost limit increased to 19	101901	101902	101903	101904	101905	101906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
20	1	2	1		20	30211020	Team cost limit increased to 20	102001	102002	102003	102004	102005	102006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
21	1	3	1		21	30211021	Team cost limit increased to 21	102101	102102	102103	102104	102105	102106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
22	1	3	1		22	30211022	Team cost limit increased to 22	102201	102202	102203	102204	102205	102206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
23	1	3	1		23	30211023	Team cost limit increased to 23	102301	102302	102303	102304	102305	102306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
24	1	3	1		24	30211024	Team cost limit increased to 24	102401	102402	102403	102404	102405	102406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
25	1	3	1	6		30211025	Unlock the 6th slot	102501	102502	102503	102504	102505	102506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
26	1	3	1		26	30211026	Team cost limit increased to 26	102601	102602	102603	102604	102605	102606	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
27	1	3	1		27	30211027	Team cost limit increased to 27	102701	102702	102703	102704	102705	102706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
28	1	3	1		28	30211028	Team cost limit increased to 28	102801	102802	102803	102804	102805	102806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
29	1	3	1		29	30211029	Team cost limit increased to 29	102901	102902	102903	102904	102905	102906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
30	1	3	1		30	30211030	Team cost limit increased to 30	103001	103002	103003	103004	103005	103006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
31	1	4	1			30211031		103101	103102	103103	103104	103105	103106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
32	1	4	1			30211032		103201	103202	103203	103204	103205	103206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
33	1	4	1			30211033		103301	103302	103303	103304	103305	103306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
34	1	4	1			30211034		103401	103402	103403	103404	103405	103406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
35	1	4	1			30211035		103501	103502	103503	103504	103505	103506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
36	2	11	1	2		30211036	Unlock the 2nd slot	103601	103601					Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
37	2	11	1		2	30211037	Team cost limit increased to 2		100201			100202		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
38	2	11	1		3	30211038	Team cost limit increased to 3	100301		100302				Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
39	2	11	1	3		30211039	Unlock the 3rd slot		100401			100402		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
40	2	11	1		5	30211040	Team cost limit increased to 5	100501				100502		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
41	2	11	1		6	30211041	Team cost limit increased to 6		100601		100602		100603	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
42	2	11	1		7	30211042	Team cost limit increased to 7	100701	100702	100703				Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
43	2	11	1	4		30211043	Unlock the 4th slot		104301		100802	100803		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
44	2	11	1		9	30211044	Team cost limit increased to 9				100901	100902	100903	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
45	2	11	1		10	30211045	Team cost limit increased to 10		101001		101002	101003	101004	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
46	2	12	1		11	30211046	Team cost limit increased to 11	101101		101102	101103		101104	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
47	2	12	1		12	30211047	Team cost limit increased to 12		101201		101202	101203	101204	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
48	2	12	1	5		30211048	Unlock the 5th slot	101301	101302	101303		104804		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
49	2	12	1		14	30211049	Team cost limit increased to 14	101401		101402	101403	101404	101405	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
50	2	12	1		15	30211050	Team cost limit increased to 15	101501	101502	101503	101504		101505	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
51	2	12	1		16	30211051	Team cost limit increased to 16	101601	101602	101603	101604		101605	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
52	2	12	1		17	30211052	Team cost limit increased to 17	101701	101702	101703	101704	101705	101706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
53	2	12	1		18	30211053	Team cost limit increased to 18	101801	101802	101803	101804	101805	101806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
54	2	12	1		19	30211054	Team cost limit increased to 19	101901	101902	101903	101904	105405	101906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
55	2	12	1		20	30211055	Team cost limit increased to 20	102001	102002	102003	102004	102005	102006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
56	2	13	1		21	30211056	Team cost limit increased to 21	102101	102102	102103	102104	102105	102106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
57	2	13	1		22	30211057	Team cost limit increased to 22	102201	102202	102203	102204	102205	102206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
58	2	13	1		23	30211058	Team cost limit increased to 23	102301	102302	102303	102304	102305	102306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
59	2	13	1		24	30211059	Team cost limit increased to 24	102401	102402	102403	102404	102405	102406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
60	2	13	1	6		30211060	Unlock the 6th slot	102501	102502	102503	102504	102505	102506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
61	2	13	1		26	30211061	Team cost limit increased to 26	102601	102602	102603	102604	102605	102606	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
62	2	13	1		27	30211062	Team cost limit increased to 27	102701	102702	102703	102704	102705	102706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
63	2	13	1		28	30211063	Team cost limit increased to 28	102801	102802	102803	102804	102805	102806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
64	2	13	1		29	30211064	Team cost limit increased to 29	102901	102902	102903	102904	102905	102906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
65	2	13	1		30	30211065	Team cost limit increased to 30	103001	103002	103003	103004	103005	103006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
66	2	14	1			30211066		103101	103102	103103	103104	103105	103106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
67	2	14	1			30211067		103201	103202	103203	103204	103205	103206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
68	2	14	1			30211068		103301	103302	103303	103304	103305		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
69	2	14	1			30211069		103401	103402	103403	103404	103405	103406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
70	2	14	1			30211070		103501	103502	103503	103504	103505	103506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
101	1	5	2			30211101											44445	44445	44445	50273	50273	56101
102	1	5	2			30211102											44445	44445	50273	50273	50273	56101
103	1	5	2			30211103											44445	44445	50273	50273	50273	56101
104	1	5	2			30211104											44445	44445	50273	50273	56101	56101
105	1	5	2			30211105											65393	44445	44445	50273	50273	56101
106	1	5	2			30211106											45840	45840	45840	51854	51854	57868
107	1	5	2			30211107											45840	45840	51854	51854	51854	57868
108	1	5	2			30211108											45840	45840	51854	51854	51854	57868
109	1	5	2			30211109											45840	45840	51854	51854	57868	57868
110	1	5	2			30211110											67420	45840	45840	51854	51854	57868
111	1	5	2			30211111											47236	47236	47236	53436	53436	59636
112	1	5	2			30211112											47236	47236	53436	53436	53436	59636
113	1	5	2			30211113											47236	47236	53436	53436	53436	59636
114	1	5	2			30211114											47236	47236	53436	53436	59636	59636
115	1	5	2			30211115											69448	47236	47236	53436	53436	59636
116	1	5	2			30211116											48631	48631	48631	55017	55017	61403
117	1	5	2			30211117											48631	48631	55017	55017	55017	61403
118	1	5	2			30211118											48631	48631	55017	55017	55017	61403
119	1	5	2			30211119											48631	48631	55017	55017	61403	61403
120	1	5	2			30211120											71475	48631	48631	55017	55017	61403
121	1	5	2			30211121											50026	50026	50026	56598	56598	63170
122	1	5	2			30211122											50026	50026	56598	56598	56598	63170
123	1	5	2			30211123											50026	50026	56598	56598	56598	63170
124	1	5	2			30211124											50026	50026	56598	56598	63170	63170
125	1	5	2			30211125											73502	50026	50026	56598	56598	63170
126	1	5	2			30211126											51422	51422	51422	58180	58180	64938
127	1	5	2			30211127											51422	51422	58180	58180	58180	64938
128	1	5	2			30211128											51422	51422	58180	58180	58180	64938
129	1	5	2			30211129											51422	51422	58180	58180	64938	64938
130	1	5	2			30211130											75529	51422	51422	58180	58180	64938
131	1	5	2			30211131											52817	52817	52817	59761	59761	66705
132	1	5	2			30211132											52817	52817	59761	59761	59761	66705
133	1	5	2			30211133											52817	52817	59761	59761	59761	66705
134	1	5	2			30211134											52817	52817	59761	59761	66705	66705
135	1	5	2			30211135											77556	52817	52817	59761	59761	66705
136	1	5	2			30211136											54212	54212	54212	61342	61342	68472
137	1	5	2			30211137											54212	54212	61342	61342	61342	68472
138	1	5	2			30211138											54212	54212	61342	61342	61342	68472
139	1	5	2			30211139											54212	54212	61342	61342	68472	68472
140	1	5	2			30211140											79583	54212	54212	61342	61342	68472
141	1	5	2			30211141											55608	55608	55608	62924	62924	70240
142	1	5	2			30211142											55608	55608	62924	62924	62924	70240
143	1	5	2			30211143											55608	55608	62924	62924	62924	70240
144	1	5	2			30211144											55608	55608	62924	62924	70240	70240
145	1	5	2			30211145											81610	55608	55608	62924	62924	70240
146	1	5	2			30211146											57003	57003	57003	64505	64505	72007
147	1	5	2			30211147											57003	57003	64505	64505	64505	72007
148	1	5	2			30211148											57003	57003	64505	64505	64505	72007
149	1	5	2			30211149											57003	57003	64505	64505	72007	72007
150	1	5	2			30211150											83637	57003	57003	64505	64505	72007
151	1	5	2			30211151											58398	58398	58398	66086	66086	73774
152	1	5	2			30211152											58398	58398	66086	66086	66086	73774
153	1	5	2			30211153											58398	58398	66086	66086	66086	73774
154	1	5	2			30211154											58398	58398	66086	66086	73774	73774
155	1	5	2			30211155											85664	58398	58398	66086	66086	73774
156	1	5	2			30211156											59794	59794	59794	67668	67668	75542
157	1	5	2			30211157											59794	59794	67668	67668	67668	75542
158	1	5	2			30211158											59794	59794	67668	67668	67668	75542
159	1	5	2			30211159											59794	59794	67668	67668	75542	75542
160	1	5	2			30211160											87691	59794	59794	67668	67668	75542
161	1	5	2			30211161											61189	61189	61189	69249	69249	77309
162	1	5	2			30211162											61189	61189	69249	69249	69249	77309
163	1	5	2			30211163											61189	61189	69249	69249	69249	77309
164	1	5	2			30211164											61189	61189	69249	69249	77309	77309
165	1	5	2			30211165											89718	61189	61189	69249	69249	77309
166	1	5	2			30211166											62584	62584	62584	70830	70830	79076
167	1	5	2			30211167											62584	62584	70830	70830	70830	79076
168	1	5	2			30211168											62584	62584	70830	70830	70830	79076
169	1	5	2			30211169											62584	62584	70830	70830	79076	79076
170	1	5	2			30211170											91745	62584	62584	70830	70830	79076
171	1	5	2			30211171											63980	63980	63980	72412	72412	80844
172	1	5	2			30211172											63980	63980	72412	72412	72412	80844
173	1	5	2			30211173											63980	63980	72412	72412	72412	80844
174	1	5	2			30211174											63980	63980	72412	72412	80844	80844
175	1	5	2			30211175											93772	63980	63980	72412	72412	80844
176	1	5	2			30211176											65375	65375	65375	73993	73993	82611
177	1	5	2			30211177											65375	65375	73993	73993	73993	82611
178	1	5	2			30211178											65375	65375	73993	73993	73993	82611
179	1	5	2			30211179											65375	65375	73993	73993	82611	82611
180	1	5	2			30211180											95799	65375	65375	73993	73993	82611
181	1	5	2			30211181											66771	66771	66771	75575	75575	84379
182	1	5	2			30211182											66771	66771	75575	75575	75575	84379
183	1	5	2			30211183											66771	66771	75575	75575	75575	84379
184	1	5	2			30211184											66771	66771	75575	75575	84379	84379
185	1	5	2			30211185											97826	66771	66771	75575	75575	84379
186	1	5	2			30211186											68166	68166	68166	77156	77156	86146
187	1	5	2			30211187											68166	68166	77156	77156	77156	86146
188	1	5	2			30211188											68166	68166	77156	77156	77156	86146
189	1	5	2			30211189											68166	68166	77156	77156	86146	86146
190	1	5	2			30211190											99853	68166	68166	77156	77156	86146
191	1	5	2			30211191											69561	69561	69561	78737	78737	87913
192	1	5	2			30211192											69561	69561	78737	78737	78737	87913
193	1	5	2			30211193											69561	69561	78737	78737	78737	87913
194	1	5	2			30211194											69561	69561	78737	78737	87913	87913
195	1	5	2			30211195											101880	69561	69561	78737	78737	87913
196	1	5	2			30211196											70957	70957	70957	80319	80319	89681
197	1	5	2			30211197											70957	70957	80319	80319	80319	89681
198	1	5	2			30211198											70957	70957	80319	80319	80319	89681
199	1	5	2			30211199											70957	70957	80319	80319	89681	89681
200	1	5	2			30211200											103907	70957	70957	80319	80319	89681
201	2	15	2			30211101											44445	44445	44445	50273	50273	56101
202	2	15	2			30211102											44445	44445	50273	50273	50273	56101
203	2	15	2			30211103											44445	44445	50273	50273	50273	56101
204	2	15	2			30211104											44445	44445	50273	50273	56101	56101
205	2	15	2			30211105											65393	44445	44445	50273	50273	56101
206	2	15	2			30211106											45840	45840	45840	51854	51854	57868
207	2	15	2			30211107											45840	45840	51854	51854	51854	57868
208	2	15	2			30211108											45840	45840	51854	51854	51854	57868
209	2	15	2			30211109											45840	45840	51854	51854	57868	57868
210	2	15	2			30211110											67420	45840	45840	51854	51854	57868
211	2	15	2			30211111											47236	47236	47236	53436	53436	59636
212	2	15	2			30211112											47236	47236	53436	53436	53436	59636
213	2	15	2			30211113											47236	47236	53436	53436	53436	59636
214	2	15	2			30211114											47236	47236	53436	53436	59636	59636
215	2	15	2			30211115											69448	47236	47236	53436	53436	59636
216	2	15	2			30211116											48631	48631	48631	55017	55017	61403
217	2	15	2			30211117											48631	48631	55017	55017	55017	61403
218	2	15	2			30211118											48631	48631	55017	55017	55017	61403
219	2	15	2			30211119											48631	48631	55017	55017	61403	61403
220	2	15	2			30211120											71475	48631	48631	55017	55017	61403
221	2	15	2			30211121											50026	50026	50026	56598	56598	63170
222	2	15	2			30211122											50026	50026	56598	56598	56598	63170
223	2	15	2			30211123											50026	50026	56598	56598	56598	63170
224	2	15	2			30211124											50026	50026	56598	56598	63170	63170
225	2	15	2			30211125											73502	50026	50026	56598	56598	63170
226	2	15	2			30211126											51422	51422	51422	58180	58180	64938
227	2	15	2			30211127											51422	51422	58180	58180	58180	64938
228	2	15	2			30211128											51422	51422	58180	58180	58180	64938
229	2	15	2			30211129											51422	51422	58180	58180	64938	64938
230	2	15	2			30211130											75529	51422	51422	58180	58180	64938
231	2	15	2			30211131											52817	52817	52817	59761	59761	66705
232	2	15	2			30211132											52817	52817	59761	59761	59761	66705
233	2	15	2			30211133											52817	52817	59761	59761	59761	66705
234	2	15	2			30211134											52817	52817	59761	59761	66705	66705
235	2	15	2			30211135											77556	52817	52817	59761	59761	66705
236	2	15	2			30211136											54212	54212	54212	61342	61342	68472
237	2	15	2			30211137											54212	54212	61342	61342	61342	68472
238	2	15	2			30211138											54212	54212	61342	61342	61342	68472
239	2	15	2			30211139											54212	54212	61342	61342	68472	68472
240	2	15	2			30211140											79583	54212	54212	61342	61342	68472
241	2	15	2			30211141											55608	55608	55608	62924	62924	70240
242	2	15	2			30211142											55608	55608	62924	62924	62924	70240
243	2	15	2			30211143											55608	55608	62924	62924	62924	70240
244	2	15	2			30211144											55608	55608	62924	62924	70240	70240
245	2	15	2			30211145											81610	55608	55608	62924	62924	70240
246	2	15	2			30211146											57003	57003	57003	64505	64505	72007
247	2	15	2			30211147											57003	57003	64505	64505	64505	72007
248	2	15	2			30211148											57003	57003	64505	64505	64505	72007
249	2	15	2			30211149											57003	57003	64505	64505	72007	72007
250	2	15	2			30211150											83637	57003	57003	64505	64505	72007
251	2	15	2			30211151											58398	58398	58398	66086	66086	73774
252	2	15	2			30211152											58398	58398	66086	66086	66086	73774
253	2	15	2			30211153											58398	58398	66086	66086	66086	73774
254	2	15	2			30211154											58398	58398	66086	66086	73774	73774
255	2	15	2			30211155											85664	58398	58398	66086	66086	73774
256	2	15	2			30211156											59794	59794	59794	67668	67668	75542
257	2	15	2			30211157											59794	59794	67668	67668	67668	75542
258	2	15	2			30211158											59794	59794	67668	67668	67668	75542
259	2	15	2			30211159											59794	59794	67668	67668	75542	75542
260	2	15	2			30211160											87691	59794	59794	67668	67668	75542
261	2	15	2			30211161											61189	61189	61189	69249	69249	77309
262	2	15	2			30211162											61189	61189	69249	69249	69249	77309
263	2	15	2			30211163											61189	61189	69249	69249	69249	77309
264	2	15	2			30211164											61189	61189	69249	69249	77309	77309
265	2	15	2			30211165											89718	61189	61189	69249	69249	77309
266	2	15	2			30211166											62584	62584	62584	70830	70830	79076
267	2	15	2			30211167											62584	62584	70830	70830	70830	79076
268	2	15	2			30211168											62584	62584	70830	70830	70830	79076
269	2	15	2			30211169											62584	62584	70830	70830	79076	79076
270	2	15	2			30211170											91745	62584	62584	70830	70830	79076
271	2	15	2			30211171											63980	63980	63980	72412	72412	80844
272	2	15	2			30211172											63980	63980	72412	72412	72412	80844
273	2	15	2			30211173											63980	63980	72412	72412	72412	80844
274	2	15	2			30211174											63980	63980	72412	72412	80844	80844
275	2	15	2			30211175											93772	63980	63980	72412	72412	80844
276	2	15	2			30211176											65375	65375	65375	73993	73993	82611
277	2	15	2			30211177											65375	65375	73993	73993	73993	82611
278	2	15	2			30211178											65375	65375	73993	73993	73993	82611
279	2	15	2			30211179											65375	65375	73993	73993	82611	82611
280	2	15	2			30211180											95799	65375	65375	73993	73993	82611
281	2	15	2			30211181											66771	66771	66771	75575	75575	84379
282	2	15	2			30211182											66771	66771	75575	75575	75575	84379
283	2	15	2			30211183											66771	66771	75575	75575	75575	84379
284	2	15	2			30211184											66771	66771	75575	75575	84379	84379
285	2	15	2			30211185											97826	66771	66771	75575	75575	84379
286	2	15	2			30211186											68166	68166	68166	77156	77156	86146
287	2	15	2			30211187											68166	68166	77156	77156	77156	86146
288	2	15	2			30211188											68166	68166	77156	77156	77156	86146
289	2	15	2			30211189											68166	68166	77156	77156	86146	86146
290	2	15	2			30211190											99853	68166	68166	77156	77156	86146
291	2	15	2			30211191											69561	69561	69561	78737	78737	87913
292	2	15	2			30211192											69561	69561	78737	78737	78737	87913
293	2	15	2			30211193											69561	69561	78737	78737	78737	87913
294	2	15	2			30211194											69561	69561	78737	78737	87913	87913
295	2	15	2			30211195											101880	69561	69561	78737	78737	87913
296	2	15	2			30211196											70957	70957	70957	80319	80319	89681
297	2	15	2			30211197											70957	70957	80319	80319	80319	89681
298	2	15	2			30211198											70957	70957	80319	80319	80319	89681
299	2	15	2			30211199											70957	70957	80319	80319	89681	89681
300	2	15	2			30211200											103907	70957	70957	80319	80319	89681
1001	3	21	1	2		30211001	Unlock the 2nd slot	100101	100101					Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
1002	3	21	1		2	30211002	Team cost limit increased to 2		100201			100202		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
1003	3	21	1		3	30211003	Team cost limit increased to 3	100301		100302				Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
1004	3	21	1	3		30211004	Unlock the 3rd slot		100401			100402		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1005	3	21	1		5	30211005	Team cost limit increased to 5	100501				100502		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1006	3	21	1		6	30211006	Team cost limit increased to 6		100601		100602		100603	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1007	3	21	1		7	30211007	Team cost limit increased to 7	100701	100702	100703				Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1008	3	21	1	4		30211071	Unlock the 4th slot		10100801		100802	100803		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
1009	3	21	1		9	30211009	Team cost limit increased to 9				100901	100902	100903	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1010	3	21	1		10	30211010	Team cost limit increased to 10		101001		101002	101003	101004	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1011	3	22	1		11	30211011	Team cost limit increased to 11	101101		101102	101103		101104	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1012	3	22	1		12	30211012	Team cost limit increased to 12		101201		101202	101203	101204	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1013	3	22	1	5		30211013	Unlock the 5th slot	101301	101302	101303		101304		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
1014	3	22	1		14	30211014	Team cost limit increased to 14	101401		101402	101403	101404	101405	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1015	3	22	1		15	30211015	Team cost limit increased to 15	101501	101502	101503	101504		101505	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1016	3	22	1		16	30211016	Team cost limit increased to 16	101601	101602	101603	101604		101605	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1017	3	22	1		17	30211017	Team cost limit increased to 17	101701	101702	101703	101704	101705	101706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1018	3	22	1		18	30211018	Team cost limit increased to 18	101801	101802	101803	101804	101805	101806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1019	3	22	1		19	30211019	Team cost limit increased to 19	101901	101902	101903	101904	101905	101906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
1020	3	22	1		20	30211020	Team cost limit increased to 20	102001	102002	102003	102004	102005	102006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1021	3	23	1		21	30211021	Team cost limit increased to 21	102101	102102	102103	102104	102105	102106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1022	3	23	1		22	30211022	Team cost limit increased to 22	102201	102202	102203	102204	102205	102206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1023	3	23	1		23	30211023	Team cost limit increased to 23	102301	102302	102303	102304	102305	102306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1024	3	23	1		24	30211024	Team cost limit increased to 24	102401	102402	102403	102404	102405	102406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1025	3	23	1	6		30211025	Unlock the 6th slot	102501	102502	102503	102504	102505	102506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1026	3	23	1		26	30211026	Team cost limit increased to 26	102601	102602	102603	102604	102605	102606	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1027	3	23	1		27	30211027	Team cost limit increased to 27	102701	102702	102703	102704	102705	102706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1028	3	23	1		28	30211028	Team cost limit increased to 28	102801	102802	102803	102804	102805	102806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1029	3	23	1		29	30211029	Team cost limit increased to 29	102901	102902	102903	102904	102905	102906	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
