Id	Name	BuffBg	BuffTriangleBg	Desc	TeachingContents[1]	TeachingContents[2]	TeachingContents[3]	TeachingContents[4]	TeachingContents[5]	TeachingContents[6]	TeachingContents[7]	TeachingContents[8]	TeachingContents[9]	TeachingContents[10]	BuffSuggestAbility
10002	<color=#34aff9><size=34>Ranged Fire</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png		Can only deploy Ranged-Type Construct.											
10011	<color=#34aff9><size=34>Fire Intrusion</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10011.png		Attacker Omniframes prohibited											
10021	<color=#34aff9><size=34>Repair Intrusion</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10021.png		Support Omniframes prohibited											
10031	<color=#34aff9><size=34>Protection Intrusion</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10031.png		Tank Omniframes prohibited											
11001	<color=#34aff9><size=34>Vitality I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11001.png		HP of enemies increases by 15%.											
11002	<color=#34aff9><size=34>Vitality II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11002.png		HP of enemies increases by 30%.											
11003	<color=#34aff9><size=34>Vitality III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11003.png		HP of enemies increases by 45%.											
11011	<color=#34aff9><size=34>Strike I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png		Enemies' ATK increases by 10%											
11012	<color=#34aff9><size=34>Strike II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11012.png		Enemies' ATK increases by 20%											
11013	<color=#34aff9><size=34>Strike III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11013.png		Enemies' ATK increases by 30%											
11031	<color=#34aff9><size=34>Perseverance </size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11031.png		Enemies' Physical Resistance increases by 30%	text: No additional information										
11032	<color=#34aff9><size=34>Perseverance I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11031.png		Physical Resistance increases by 20%											
11033	<color=#34aff9><size=34>Perseverance II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11031.png		Enemies' Physical Resistance increases by 40%											
11034	<color=#34aff9><size=34>Perseverance III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11031.png		Enemies' Physical Resistance increases by 60%											
11041	<color=#CF0000><size=34>Overload I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11040.png		Enemies are slightly enhanced in all aspects (Recommended BP: 7100+).											7100
11042	<color=#CF0000><size=34>Overload II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11041.png		Enemies are significantly enhanced in all aspects (Recommended BP: 7200+).											7200
11043	<color=#CF0000><size=34>Overload III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11042.png		This battle is a tricky one (Recommended BP: 7400+).											7400
11044	<color=#CF0000><size=34>Overload IV</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11043.png		You will struggle in combat (Recommended BP: 7500+).											7500
11045	<color=#CF0000><size=34>Overload V</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11044.png		Enemies are almost impossible to be defeated (Recommended BP: 7600+).											7600
11051	<color=#34aff9><size=34>Sprint I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11051.png		Movement Speed of enemies slightly increases.											
11052	<color=#34aff9><size=34>Sprint II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11052.png		Movement Speed of enemies moderately increases.											
11053	<color=#34aff9><size=34>Sprint III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11053.png		Movement Speed of enemies largely increases.											
11061	<color=#34aff9><size=34>Rigidity I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png		Extra DMG Reduction increases by 10% when the enemy has Super Armor	text: No additional information										
11062	<color=#34aff9><size=34>Rigidity II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11022.png		Extra DMG Reduction increases by 20% when the enemy has Super Armor											
11063	<color=#34aff9><size=34>Rigidity III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11023.png		Extra DMG Reduction increases by 30% when the enemy has Super Armor											
11131	<color=#34aff9><size=34>Fairy</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Enemies' Elemental Resistance increases by 30%	text: No additional information										
11141	<color=#34aff9><size=34>Rigidity II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11022.png		Extra DMG Reduction increases by 20% when the enemy has Super Armor											
11142	<color=#34aff9><size=34>Rigidity III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11023.png		Extra DMG Reduction increases by 30% when the enemy has Super Armor											
12001	<color=#34aff9><size=34>Frailty I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12001.png		Constructs' maximum HP decreases by 15%											
12002	<color=#34aff9><size=34>Frailty II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12002.png		Constructs' maximum HP decreases by 30%											
12003	<color=#34aff9><size=34>Frailty III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12003.png		Constructs' maximum HP decreases by 45%											
12051	<color=#34aff9><size=34>Gravity Adaption I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png		Movement speed will decrease by 25%.											
12052	<color=#34aff9><size=34>Gravity Adaption II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12052.png		Movement speed will decrease by 50%.											
12053	<color=#34aff9><size=34>Gravity Adaption III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12053.png		Movement speed will decrease by 75%.											
12101	<color=#34aff9><size=34>Neurasthenia</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12101.png		For every 1m after 2.5m from the target, Construct's Extra DMG Bonus decreases by 20%, up to 80%.											
12111	<color=#34aff9><size=34>Force Field Intrusion</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12111.png		For every 1m after 4m from the target, Construct's Extra DMG Bonus decreases by 20%, up to 80%.											
12121	<color=#34aff9><size=34>Isolation I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png		Construct's QTE cooldown increases by 3s											
12122	<color=#34aff9><size=34>Perseverance II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12122.png		Construct's QTE cooldown increases by 6s											
12123	<color=#34aff9><size=34>Isolation III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12123.png		Construct's QTE cooldown increases by 10s											
12131	<color=#34aff9><size=34>Precise Planning I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12131.png		Limit of Dodge Gauge reduces by 200.											
12132	<color=#34aff9><size=34>Precise Planning II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12132.png		Limit of Dodge Gauge reduces by 400.											
12133	<color=#34aff9><size=34>Precise Planning III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12133.png		Limit of Dodge Gauge reduces by 600.											
12151	<color=#FF0000><size=34>Dominator</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12151.png		Enemies are no longer restricted by Matrix (this is a highly dangerous affix, so choose wisely).	text: No additional information										
13001	<color=#34aff9><size=34>Lightning Bolt</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png		In every 25s, call down lightning strikes at 5 random spots within 10m, dealing 2000 Lightning DMG.											
13002	<color=#34aff9><size=34>Lightning Bolt</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png		In every 20s, call down lightning strikes at 5 random spots within 10m, dealing 2000 Lightning DMG.											
13003	<color=#34aff9><size=34>Lightning Bolt</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png		In every 15s, call down lightning strikes at 5 random spots within 10m, dealing 2000 Lightning DMG.											
13051	<color=#34aff9><size=34>Support Blockage</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13051.png		Healing received will decrease by 50%.											
13052	<color=#34aff9><size=34>Support Blockage II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		Healing received will decrease by 50%.											
13053	<color=#34aff9><size=34>Support Blockage III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png		Healing received will decrease by 50%.											
13071	<color=#34aff9><size=34>Boiling Mind I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21061.png		Deployed members receive a small amount of DMG every second.											
13072	<color=#34aff9><size=34>Boiling Mind II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21062.png		Deployed members receive a certain amount of DMG every second.											
13073	<color=#34aff9><size=34>Boiling Mind III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21063.png		Deployed members receive a great amount of DMG every second.											
13081	<color=#34aff9><size=34>Black Fog</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21071.png		Constructs on field take DMG from Black Fog every second. Black Fog increases by 1 level every 20s.	text: No additional information										
21001	<color=#78db64><size=34>Strike Armor</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21001.png		Constructs' HP increases by 40%											
21011	<color=#78db64><size=34>Weapon Reloading</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21011.png		ATK of the deployed Constructs increases by 10%											
21101	<color=#78db64><size=34>Fighting Spirit</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		For every 1m after 4m from the target, Construct's Extra DMG Bonus increases by 15%, up to 60%.											
21111	<color=#78db64><size=34>Joint Warfare</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21111.png		Triggering a QTE by a 3-Ping will trigger the other two constructs' QTE											
21121	<color=#78db64><size=34>High Morale</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21121.png		Upon triggering QTE, the controlling Construct's Extra DMG Bonus increases by 15% for 5s											
21131	<color=#78db64><size=34>Area Healing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png		Upon triggering QTE, heals the construct for 15% of maximum HP											
21211	<color=#78db64><size=34>Fire Amplifier</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png		Construct's Fire DMG increases by 30%											
21221	<color=#78db64><size=34>Lightning Amplifier</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png		Construct's Lightning DMG increases by 30%											
21231	<color=#78db64><size=34>Ice Amplifier</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png		Construct's Ice DMG increases by 30%.											
21261	<color=#78db64><size=34>New Armor</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Construct's Extra DMG Reduction increases by 45%											
21271	<color=#78db64><size=34>New Armor</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Construct's Extra DMG Reduction increases by 30%											
22051	<color=#78db64><size=34>Quick Healing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png		Healing effect for Constructs is increased by 25%.											
22061	<color=#78db64><size=34>Rhythm Strike</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21121.png		Construct's Extra DMG Bonus increases by 5%/10%/15% when Combo is greater than 40/60/80											
22071	<color=#78db64><size=34>Additional Support</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png		Gains a Signal Orb in every 3s.											
22081	<color=#78db64><size=34>Accumulation</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		For each Signal Orb pinged, Extra DMG Bonus of Constructs on field is increased by 2% for 3s. Can be stacked up to 10 times.											
22091	<color=#78db64><size=34>Elemental Growth</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png		Constructs' Elemental DMG increases by 15%											
22101	<color=#78db64><size=34>Surprise Attack</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21101.png		Extra DMG Bonus increases by 20% when attacking enemies from behind											
22111	<color=#78db64><size=34>Elemental Blessing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png		Tank Omniframes gain 50% Elem. DMG											
22121	<color=#78db64><size=34>Offensive Defense</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21101.png		Tank Omniframes gain 65% Extra DMG											
22131	<color=#78db64><size=34>Turtle Shell</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Tank Omniframes gain 45% DMG Reduction											
22141	<color=#78db64><size=34>Element Banquet</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png		Constructs' Elemental DMG increases by 40%											
22151	<color=#78db64><size=34>Element Banquet</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22021.png		Constructs' Elemental DMG increases by 45%											
22161	<color=#78db64><size=34>Pyroblast</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png		Constructs' Fire DMG increases by 45%											
22171	<color=#78db64><size=34>Blade Dance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21011.png		Constructs' Physical DMG increases by 45%											
22181	<color=#78db64><size=34>Thundering Pulse</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png		Constructs' Lightning DMG increases by 45%											
22191	<color=#78db64><size=34>Chain Attack</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21121.png		Upon triggering QTE, the controlling Construct's Extra DMG Bonus increases by 45% for 5s											
22201	<color=#78db64><size=34>Chain Healing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png		When QTE is triggered, heals your controlling Construct for 20% of maximum HP											
22211	<color=#78db64><size=34>Megamorph</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21001.png		Constructs' maximum HP increases by 45%											
22221	<color=#78db64><size=34>Extra Reloading</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png		Constructs on field gain 3 Signal Orb of the same color every 3s											
22231	<color=#78db64><size=34>Basic Boost</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21251.png		Extra DMG Bonus of Constructs' Basic Attack increases by 15%											
22241	<color=#78db64><size=34>Charging Boost I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png		Increases the energy accumulation speed by 1%.											
22251	<color=#78db64><size=34>Evasion Boost II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21052.png		Limit of Dodge Gauge increases by 700.											
22261	<color=#78db64><size=34>Evasion Boost I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21051.png		Limit of Dodge Gauge increases by 400.											
22271	<color=#78db64><size=34>Charging Boost II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png		Increases the Signature gauge accumulation speed.											
22281	<color=#78db64><size=34>Red Orb Boost</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png		Gains a Red Orb in every 3s.											
22291	<color=#78db64><size=34>Yellow Orb Boost</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png		Gains a Yellow Orb in every 3s.											
22301	<color=#78db64><size=34>Blue Orb Boost</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png		Gains a Blue Orb in every 3s.											
22311	<color=#78db64><size=34>Sprint</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21051.png		Increase move speed by 30%.											
22321	<color=#78db64><size=34>Extra Healing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png		Upon casting QTE, heals the character for 15% of maximum HP.											
22331	<color=#78db64><size=34>Storage Strategy</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		Limit of Dodge Gauge increases by 70%.											
