特效名	皮肤名	CueId[1]	CueId[2]	CueId[3]	优先级	固定在生成点
FxEquipMagicSup64Chongneng01		599				0
FxEquipMagicSup64Chongneng02		599				0
FxEquipMagicSup64Chongneng03		599				0
FxEquipMagicSup64Chongneng04		599				0
FxEquipMagicSup64Chongneng05		600				0
FxEquipMagicSup64Fly		601				0
FxEquipMagicSup64FlyBuff		602				0
FxCizhuiFusu		603				0
FxCizhuiHudun		604				0
FxCizhuiHudunShouji		605				0
FxCizhuiBaozou		606				0
FxCizhuiBilei		607				0
FxCizhuiBileiShouji		608				0
FxCizhuiFushe		609				0
FxCizhuiBihuan		610				0
FxCizhuiZhufu		611				0
FxCizhuiHuoyan		612				0
FxCizhuiDongjie		613				0
FxCizhuiAnying		614				0
FxCizhuiLeimin		615				0
FxCizhuiMailei		616				0
FxCizhuiGangti		617				0
FxCizhuiBingjingDandao		618				0
FxCizhuiDiandun		619				0
FxCizhuiZhadan		620				0
FxCizhuiHeidong		621				0
FxCizhuiShexian		622				0
FxCizhuiChongjibo		623				0
FxTongyongFireShouji		624				0
FxTongyongIceShouji		625				0
FxTongyongDarkShouji		626				0
FxTongyongEleShouji		627				0
FxTongyongBingshuang		628				0
FxTongyongBingdong		629				0
FxTongyongYinshen		630				0
FxTongyongJiaqiu		631				0
FxTongyongZhuoshao		632				0
FxTongyongGandian		633				0
FxTongyongAnshi		634				0
FxTongyongLuolei		635				0
FxRE2SwordMd120111Attack01		636				0
FxRE2SwordMd120111Attack01Shouji		637				0
FxRE2SwordMd120111Attack02		638				0
FxRE2SwordMd120111Attack02Shouji		639				0
FxRE2SwordMd120111Attack03		640				0
FxRE2SwordMd120111Attack03Shouji		641				0
FxRE2SwordMd120111Attack04		642				0
FxRE2SwordMd120111Attack04Shouji		643				0
FxRE2SwordMd120111Born		644				0
FxRE2SwordMd120111Death		645				0
FxRE2SwordMd120111Move		646				0
FxMb1CubeMd060002Born		651				0
FxMb1CubeMd060002Death		652				0
LaserRedIn		656				0
FXMeFeijiAttack01Shouji		657				0
FXMeFeijiAttack02Shouji		658				0
FxMeFeijiAttack03Shouji		659				0
FxMeFeijiAttack01Fire		660				0
FxMeFeijiAttack02Fire		661				0
FxMeFeijiAttack03Fire		662				0
FxEquipSpringFestival01Change		663				0
FxWeaponSleeve51Wuqi01		664				0
FxWeaponDagger51Wuqi01		665				0
FxWeaponDagger51Wuqi02		666				0
FxEquipLanternFestival01		667				0
FxRE2SwordMd120111Chongneng03		668				0
FxTongyongPobati		669				0
FxMt1DubianfeijiShouji		670				0
FxMt1DubianFeijiTrail		671				0
FxR3Mt1DubianfeijiMd01001Body		672				0
FxQianxingAnshaPingmu		699				0
FxQianxingWenhao		700				0
FxQianxingGantanhao		701				0
FxQianxingAnshabiaoji		702				0
FxQianxingCallrenSound		703				0
FxQianxingPingmu		704				0
FxQianxingBeihouPingmu		705				0
FxQianxingShanshuoPingmu		706				0
FxEquipIceAtk64BingBao		711				0
FxQianxingKuroBornSound		712				0
FxQianxingKuroAttack01D		713				0
FxQianxingKuroAttack01A		714				0
FxQianxingKuroAttack01B		715				0
FxSceneHongwaixianxianjing		716				0
FxScene012S01207_02Ganyingqilinebaozha		717				0
FxScene012Dianji		718				0
FxScene012S01207_02GanyingqilinePohuai		719				0
FxScene01207PeiyangminJihuo		720				0
FxScene01207Peiyangmin01		721				0
FxScene01207PeiyangminLoop		722				0
FxScene01202Fire01		723				0
FxScene01202Fire02		724				0
FxScene01202Smoke		725				0
FxS01201a06GuntongAniSound		732				0
FxHongzha		737				0
FxScene012zhangai01		738				0
FxScene012zhangai02		739				0
FxSceneMotianlunSound		760				0
FxIcefallSound01		772				0
FxIcefallSound02		773				0
FxIcedoorSound		774				0
FxScene01406ZhangaiPosui		779				0
FxScene01406ZhangaiBaozha		780				0
FxScene01302Perfect		900				0
FxScene01302Great		1114				0
FxMt1jiannuAttack03Hit		790				0
FxMt1jiannuAttack01Xuli		791				0
FxMt1jiannuAttack03Dandao		792				0
FxMt1jiannuAttack03Fashe		793				0
FxMt1jiannuAttack03Baozha		794				0
FxMe1WuzangliuxingAttack02Zha		795				0
FxMe1WuzangliuxingBorn		796				0
FxScene01501aPaotaiAtkSound		797				0
FxScene01501aDandaoSound		798				0
FxScene01501aBaozhaSound		799				0
DataBoxinSound		801				0
DataBoxLoopSound		802				0
DataBoxOutSound		803				0
ElevaterSound01		804				0
FlashWallinSound		805				0
FlashWallOutSound		806				0
FxBlinkSound		807				0
FxLiftSound		808				0
FxDooropenSound		809				0
FxDoorcloseSound		810				0
LightChaininSound		811				0
LightChainOutSound		812				0
FxTongyongDataAppear01		813				0
FxTongyongDataDisappear01		814				0
FxNierHkNpcHit01		819				0
FxNierHkNpcHit05		820				0
FxNierhkNpcShieldHit		821				0
FxNierHkNpcDeath01		822				0
FxNierHkNpcDeath02		823				0
FxNierHkNpcDeath03		824				0
FxNierhkDaodanDeath		825				0
FxNierhkPlayerDandao		826				0
FxNierhkNpcShieldDeath		827				0
FxNierhkPlayerShield01		828				0
FxS0170432Men01baozha		838				0
FxScene01702aFuwenActivated		840				0
FxScene01803Boom01		858				0
FxMe1UnknownFashe01		859				0
FxMe1UnknownBaozha		860				0
FxSceneS01902PimuDeath		866				0
FxSceneS01902Pimu02Death		866				0
FxSceneS01902Pimu03Death		866				0
FxSceneS01902Pym01End		867				0
FxSceneS01902Pym02End		868				0
FxScene01905Paotai_kaihuo		869				0
FxScene01905Paotai_ranshao		870				0
FxScene01905Paotai_siwang		858				0
FxScene01905Paotai_siwang1		858				0
FxScene01905Paotai_siwang2		858				0
FxScene01905Paotai_siwang3		858				0
FxScene01905Paotai_siwang4		858				0
FxScene01905Paotai_siwang5		858				0
FxScene01905Paotai_siwang6		858				0
FxScene01905Paotai_siwang7		858				0
FxAmbulanceFire		884				0
FxFountainSound		892				0
FxFangYuWangEnd		909				0
Fx02104water5		913				0
Fx02104poqiao1		914				0
Fx02104water1		916				0
Fx02104shuihua1		917				0
FxWaterwave01		919				0
FXScene02302Pinzhang2		990				0
FXScene02302Pinzhang201		991				0
FXScene02302Pinzhang3		992				0
FxUiS01302Finish		978				0
FxUiS01302Start		976				0
FxScene01302Miss		977				0
FxZhanJianXuLi		984				0
FxZhanJianZiDan		986				0
FxPet2NiuonAtk11Wuli		4101001				0
FxPet2NiuonAtk11Huo		4101002				0
FxPet2NiuonAtk11Lei		4101003				0
FxPet2NiuonAtk11Bing		4101004				0
FxPet2NiuonAtk11An		4101005				0
FxPet2NiuonAtk12Wuli		4101006				0
FxPet2NiuonAtk12Huo		4101007				0
FxPet2NiuonAtk12Lei		4101008				0
FxPet2NiuonAtk12Bing		4101009				0
FxPet2NiuonAtk12An		4101010				0
FxPet2NiuonAtk13Wuli		4101011				0
FxPet2NiuonAtk13Huo		4101012				0
FxPet2NiuonAtk13Lei		4101013				0
FxPet2NiuonAtk13Bing		4101014				0
FxPet2NiuonAtk13An		4101015				0
FxPet2NiuonAtk11WuliHit01		4101016				0
FxPet2NiuonAtk11HuoHit01		4101017				0
FxPet2NiuonAtk11LeiHit01		4101018				0
FxPet2NiuonAtk11BingHit01		4101019				0
FxPet2NiuonAtk11AnHit01		4101020				0
FxPet2NiuonAtk13WuliHit01		4101021				0
FxPet2NiuonAtk13HuoHit01		4101022				0
FxPet2NiuonAtk13LeiHit01		4101023				0
FxPet2NiuonAtk13BingHit01		4101024				0
FxPet2NiuonAtk13AnHit01		4101025				0
FxPet2NiuonChuxian		4101026				0
FxPet2NiuonXiaoshi		4101027				0
FxPet2NiuoffAtk01		4101028				0
FxPet2NiuoffAtk02		4101029				0
FxPet2NiuoffAtk03		4101030				0
FxPet2NiuoffBorn		4101031				0
FxPet2NiuoffAtk41Sound		4101032				0
FxPet2NiuoffAtk43Sound		4101033				0
FxPet2NiuoffAtk42		4101034				0
FxPet2NiuoffAtk51Sound		4101035				0
FxPet3HeonAtk11Wuli		4102001				0
FxPet3HeonAtk11Huo		4102002				0
FxPet3HeonAtk11Lei		4102003				0
FxPet3HeonAtk11Bing		4102004				0
FxPet3HeonAtk11An		4102005				0
FxPet3HeonAtk11WuliShouji		4102006				0
FxPet3HeonAtk11WuliShouji02		4102006				0
FxPet3HeonAtk11HuoShouji		4102007				0
FxPet3HeonAtk11HuoShouji02		4102007				0
FxPet3HeonAtk11LeiShouji01		4102008				0
FxPet3HeonAtk11LeiShouji02		4102008				0
FxPet3HeonAtk11BingShouji		4102009				0
FxPet3HeonAtk11BingShouji02		4102009				0
FxPet3HeonAtk11AnShouji		4102010				0
FxPet3HeonAtk11AnShouji02		4102010				0
FxPet3HeoffBorn		4102011				0
FxPet3HeoffAtk41Sound		4102012				0
FxPet3HeoffAtk43Sound		4102013				0
FxPet3HeoffAtk42Sound		4102014				0
FxPet3HeoffAtk51		4102015				0
FxPet3HeonAtk11WuliLoop		4102001				0
FxPet3HeonAtk11Huoloop		4102002				0
FxPet3HeonAtk11LeiLoop		4102003				0
FxPet3HeonAtk11BingLoop		4102004				0
FxPet3HeonAtk11AnLoop		4102005				0
FxPet3XiaoonAtk11wuli		4103001				0
FxPet3XiaoonAtk11Huo		4103002				0
FxPet3XiaoonAtk11Lei		4103003				0
FxPet3XiaoonAtk11Bing		4103004				0
FxPet3XiaoonAtk11An		4103005				0
FxPet3XiaoonDunwuli		4103006				0
FxPet3XiaoonDunHuo		4103007				0
FxPet3XiaoonDunLei		4103008				0
FxPet3XiaoonDunBing		4103009				0
FxPet3XiaoonDunAn		4103010				0
FxPet3XiaoonDunwuliXiaoshi		4103011				0
FxPet3XiaoonDunHuoXiaoshi		4103012				0
FxPet3XiaoonDunLeiXiaoshi		4103013				0
FxPet3XiaoonDunBingXiaoshi		4103014				0
FxPet3XiaoonDunAnXiaoshi		4103015				0
FxPet3XiaooffAtk01		4103016				0
FxPet3XiaooffAtk02		4103017				0
FxPet3XiaooffBorn		4103018				0
FxPet3XiaooffAtk42		4103020				0
FxPet3xiaooffBuff06		4103021				0
FxPet3MaonAtk02GpWuli		4104001				0
FxPet3MaonAtk02GpHuo		4104002				0
FxPet3MaonAtk02GpLei		4104003				0
FxPet3MaonAtk02GpBing		4104004				0
FxPet3MaonAtk02GpAn		4104005				0
FxPet3MaonAtk02Gp00		4104006				0
FxPet3MaonAtk01Wuli		4104007				0
FxPet3MaonAtk02Wuli		4104007				0
FxPet3MaonAtk01Huo		4104008				0
FxPet3MaonAtk02huo		4104008				0
FxPet3MaonAtk01Lei		4104009				0
FxPet3MaonAtk02Lei		4104009				0
FxPet3MaonAtk01Bing		4104010				0
FxPet3MaonAtk02Bing		4104010				0
FxPet3MaonAtk01An		4104011				0
FxPet3MaonAtk02An		4104011				0
FxPet3MaonLuosaitaSound		4104012				0
FxPet3MaonAtk01WuliDi		4104013				0
FxPet3MaonAtk01HuoDi		4104014				0
FxPet3MaonAtk01LeiDi		4104015				0
FxPet3MaonAtk01BingDi		4104016				0
FxPet3MaonAtk01AnDi		4104017				0
FxPet3MaonAtk01LuosaitaDi		4104018				0
FxPet3MaonAtk01WuliHit		4104019				0
FxPet3MaonAtk01HuoHit		4104020				0
FxPet3MaonAtk01LeiHit		4104021				0
FxPet3MaonAtk01BingHit		4104022				0
FxPet3MaonAtk01AnHit		4104023				0
FxPet3MaonBiaoqiang01		4104024				0
FxPet3MaonBiaoqiang03		4104025				0
FxPet3MaoffBorn		4104033				0
FxPet3MaoffAtk41Sound		4104027				0
FxPet3MaoffAtk42Sound		4104028				0
FxPet3MaoffAtk43Sound		4104029				0
FxPet3MaoffAtk51Root		4104030				0
FxPet2BeionAtk11Wuli		4105003				0
FxPet2BeionAtk11Huo		4105004				0
FxPet2BeionAtk11Lei		4105005				0
FxPet2BeionAtk11Bing		4105006				0
FxPet2BeionAtk11An		4105007				0
FxPet2BeionAtk11WuliBao		4105008				0
FxPet2BeionAtk11HuoBao		4105009				0
FxPet2BeionAtk11LeiBao		4105010				0
FxPet2BeionAtk11BingBao		4105011				0
FxPet2BeionAtk11AnBao		4105012				0
FxPet2BeionAtk12Shuzi		4105013				0
FxPet2BeionAtk12Shuzi1		4105014				0
FxPet2BeionAtk12Shuzi1San		4105015				0
FxPet2BeionAtk12Shuzi2		4105016				0
FxPet2BeionAtk12Shuzi2San		4105017				0
FxPet2BeionAtk12Shuzi3		4105018				0
FxPet2BeionAtk12Shuzi3San		4105019				0
FxPet2BeionAtk12Shuzi4		4105020				0
FxPet2BeionAtk12Shuzi4San		4105021				0
FxPet2BeionAtk12Shuzi5		4105022				0
FxPet2BeionAtk12Shuzi5San		4105023				0
FxPet2BeionAtk12Shuzi6		4105024				0
FxPet2BeionAtk12Shuzi6San		4105025				0
FxPet2BeionAtk12Shuzi7		4105026				0
FxPet2BeionAtk12Shuzi7San		4105027				0
FxPet2BeionAtk12Shuzi8		4105028				0
FxPet2BeionAtk12Shuzi8San		4105029				0
FxPet2BeionAtk12Shuzi9		4105030				0
FxPet2BeionAtk12Shuzi9San		4105031				0
FxPet2BeionAtk11Shuzi4		4105032				0
FxPet3MaoonAtk11All		4106001				0
FxPet3MaoonAtk11All02		4106001				0
FxPet3MaoonAtk11Luodi		4106002				0
FxPet3MaoonAtk11BlinkBip01Head		4106003				0
FxPet3MaoonAtk11AllJR		4106004				0
FxPet3MaoonAtk11AllJR02		4106004				0
FxPet3MaoonAtk11AllLuodiJR		4106005				0
FxPet3MaoonAtk11AllLuodiJRFJ		4106006				0
FxPet3MaooffAtk02Bip01		4106007				0
FxPet3MaooffBornBip01		4106008				0
FxPet3MaooffAtk41		4106009				0
FxPet3MaooffAtk43Bip01		4106010				0
FxPet3MaooffAtk51		4106011				0
FxPet2YangonAtk11		4107001				0
FxPet2YangonAtkHit		4107002				0
FxPet2YangonAtkHit02		4107003				0
FxPet2YangonAtk11Biaoji		4107004				0
FxPet2YangonAtk11Biaoji02		4107005				0
FxPet2YangonAtk11Luolei		4107006				0
FxPet3YangoffAtk02Dummy001		4107007				0
FxPet2YangoffAtkBornDummy001		4107008				0
FxPet2YangoffAtk41Dummy001		4107009				0
FxPet2YangoffAtk43Dummy001		4107010				0
FxPet2YangoffAtk51Dummy001		4107011				0
FxPet3YingAtk11		4108002				0
FxPet3YingAtk1102		4108004				0
FxPet3YingShouji		4108005				0
FxPet3YingBorn		4108008				0
FxPet3YingAtk41		4108009				0
FxPet3YingAtk43		4108010				0
FxPet3YingAtk51		4108011				0
FxPet3YingBeidongYing		4108012				0
FxPet3YingShouji1		4108013				0
FxPet3YingBiaoji1		4108014				0
FxMe1JiegouqiutuAtk24		4706001				0
FxMe1JiegouqiutuAtk25		4706002				0
FxMe1JiegouqiutuAtkPiaodai02		4706004				0
FxMe1JiegouqiutuAtk26Dilie		4706005				0
FxMe1JiegouqiutuBuffBisha		4706006				0
FxPet2BeionAtk17		4105033				0
FxPet2BeioffAtk01		4105034				0
FxPet2BeioffAtk02		4105035				0
FxPet3BeioffBorn		4105036				0
FxPet3BeioffAtk41		4105037				0
FxPet3BeioffAtk43		4105038				0
FxPet2BeioffAtk51		4105039				0
FxPet2CiweionAtk1101		4109001				0
FxPet2CiweionAtk1102		4109002				0
FxPet2CiweionAtk1104		4109003				0
FxPet2CiweionAtk1105		4109004				0
FxPet2CiweionAtk13		4109005				0
FxPet2CiweionAtk14		4109006				0
FxPet2CiweionAtkHit01		4109007				0
FxPet2CiweioffBorn		4109008				0
FxPet2CiweioffAtk41		4109009				0
FxPet2CiweioffAtk43		4109010				0
FxPet2CiweioffAtk51		4109011				0
FxPet2CiweiXiaoshi		4109012				0
FxR2LiangAttack01		10001001				0
FxR2LiangAttack02		10001002				0
FxR2LiangAttack03		10001003				0
FxR2LiangAttack04		10001004				0
FxR2LiangAttack05		10001005				0
FxR2LiangAttack01Shouji		10001006				0
FxR2LiangAttack05Shouji		10001007				0
FxR2LiangAttack11		10001101				0
FxR2LiangAttack12		10001102				0
FxR2LiangAttack13		10001103				0
FxR2LiangAttack11Ex		10001104				0
FxR2LiangAttack12Ex		10001105				0
FxR2LiangAttack13Ex		10001106				0
FxR2LiangAttack11Shouji		10001107				0
FxR2LiangAttack11ExShouji		10001108				0
FxR2LiangAttack21		10001201				0
FxR2LiangAttack23		10001202				0
FxR2LiangAttack21Shouji		10001203				0
FxR2LiangAttack21Zha		10001204				1
FxR2LiangAttack22Zha		10001205				1
FxR2LiangAttack23Zha		10001206				1
FxR2LiangAttack31		10001301				0
FxR2LiangAttack33		10001302				0
FxR2LiangAttack31Zha		10001303				1
FxR2LiangAttack32Zha		10001303				1
FxR2LiangAttack33Zha		10001304				1
FxR2LiangAttack31Quyu		10001305				0
FxR2LiangAttack32Quyu		10001306				0
FxR2LiangAttack33Quyu		10001307				0
FxR2LiangAttack3103		10001308				0
FxR2LiangAttack41L		10001309				1
FxR2LiangAttack4102R		10001310				1
FxR2LiangAttack42L		10001207				1
FxR2LiangAttack4202R		10001208				1
FxR2LiangAttack43		10001404				1
FxR2LiangAttack43Shouji		10001006				1
FxR2LiangBuffBeidong		10001401				0
FxR2LiangBuffGandianShouji		10001402				0
FxR2LiangQte		10001403				0
FxR2LiangAttack5101		10001501				0
FxR2LiangAttack5102		10001502				0
FxR2LiangCanying		10001601				0
FxR2LiangBorn		10001701				0
FxR2LiangWin		10001702				0
FxR3LiangAttack01		10011001				0
FxR3LiangAttack02		10011002				0
FxR3LiangAttack03		10011003				0
FxR3LiangAttack04		10011004				0
FxR3LiangAttack05		10011005				0
FxR3LiangAttack06		10011006				0
FxR3LiangAttack01Shouji		10011007				0
FxR3LiangAttack02Dilie		10011008				0
FxR3LiangAttack06Dilie		10011009				0
FxR3LiangAttack03zha		10011010				0
FxR3LiangAttack11		10011101				0
FxR3LiangAttack13		10011102				0
FxR3LiangAttack11Ex		10011103				0
FxR3LiangAttack11ExDandao		10011104				0
FxR3LiangTuowei		10011105				0
FxR3LiangAttack21		10011201				0
FxR3LiangAttack21Dandao		10011202				0
FxR3LiangAttack22Dandao		10011203				0
FxR3LiangAttack23Dandao		10011204				0
FxR3LiangAttack31		10011301				0
FxR3LiangAttack31Shouji		10011302				0
FxR3LiangAttack31Zha		10011303				0
FxR3LiangQte		10011401				0
FxR3LiangChongdong01		10011402				0
FxR3LiangChongdong02		10011402				0
FxR3LiangChongdong03		10011402				0
FxR3LiangChongdong04		10011402				0
FxR3LiangChongdong05		10011402				0
FxR3LiangChongdong06		10011402				0
FxR3LiangChongdongShouji		10011403				0
FxR3LiangAttack51		10011501				0
FxR3LiangAttack51Dandao		10011502				0
FxR3LiangAttack51DandaoYujing		10011503				0
FxR3LiangAttack51Dianji		10011504				0
FxR3LiangMove01		10011601				0
FxR3LiangMove02		10011602				0
FxR3LiangBorn		10011701				0
FxR3LiangWin		10011702				0
FxR3LiangAttack01	R3LiangMd019161	11011001				0
FxR3LiangAttack02	R3LiangMd019161	11011002				0
FxR3LiangAttack03	R3LiangMd019161	11011003				0
FxR3LiangAttack04	R3LiangMd019161	11011004				0
FxR3LiangAttack05	R3LiangMd019161	11011005				0
FxR3LiangAttack06	R3LiangMd019161	11011006				0
FxR3LiangAttack01Shouji	R3LiangMd019161	11011007				0
FxR3LiangAttack02Dilie	R3LiangMd019161	11011008				0
FxR3LiangAttack06Dilie	R3LiangMd019161	11011009				0
FxR3LiangAttack03zha	R3LiangMd019161	11011010				0
FxR3LiangAttack11	R3LiangMd019161	11011101				0
FxR3LiangAttack13	R3LiangMd019161	11011102				0
FxR3LiangAttack11Ex	R3LiangMd019161	11011103				0
FxR3LiangAttack11ExDandao	R3LiangMd019161	11011104				0
FxR3LiangAttack21	R3LiangMd019161	11011201				0
FxR3LiangAttack21Dandao	R3LiangMd019161	11011202				0
FxR3LiangAttack22Dandao	R3LiangMd019161	11011203				0
FxR3LiangAttack23Dandao	R3LiangMd019161	11011204				0
FxR3LiangAttack31	R3LiangMd019161	11011301				0
FxR3LiangAttack31Shouji	R3LiangMd019161	11011302				0
FxR3LiangAttack31Zha	R3LiangMd019161	11011303				0
FxR3LiangQte	R3LiangMd019161	11011401				0
FxR3LiangChongdong01	R3LiangMd019161	11011402				0
FxR3LiangChongdong02	R3LiangMd019161	11011402				0
FxR3LiangChongdong03	R3LiangMd019161	11011402				0
FxR3LiangChongdong04	R3LiangMd019161	11011402				0
FxR3LiangChongdong05	R3LiangMd019161	11011402				0
FxR3LiangChongdong06	R3LiangMd019161	11011402				0
FxR3LiangChongdongShouji	R3LiangMd019161	11011403				0
FxR3LiangAttack51	R3LiangMd019161	11011501				0
FxR3LiangAttack51Dandao	R3LiangMd019161	11011502				0
FxR3LiangAttack51DandaoYujing	R3LiangMd019161	11011503				0
FxR3LiangAttack51Dianji	R3LiangMd019161	11011504				0
FxR3LiangMove01	R3LiangMd019161	11011601				0
FxR3LiangMove02	R3LiangMd019161	11011602				0
FxR3LiangBorn	R3LiangMd019161	11011701				0
FxR3LiangWin	R3LiangMd019161	11011702				0
FxR3LiangAttack01	R3LiangMd019101	12011001				0
FxR3LiangAttack02	R3LiangMd019101	12011002				0
FxR3LiangAttack03	R3LiangMd019101	12011003				0
FxR3LiangAttack04	R3LiangMd019101	12011004				0
FxR3LiangAttack05	R3LiangMd019101	12011005				0
FxR3LiangAttack06	R3LiangMd019101	12011006				0
FxR3LiangAttack01Shouji	R3LiangMd019101	12011007				0
FxR3LiangAttack02Dilie	R3LiangMd019101	12011008				0
FxR3LiangAttack06Dilie	R3LiangMd019101	12011009				0
FxR3LiangAttack03zha	R3LiangMd019101	12011010				0
FxR3LiangAttack11	R3LiangMd019101	12011101				0
FxR3LiangAttack11Ex	R3LiangMd019101	12011102				0
FxR3LiangAttack11ExDandao	R3LiangMd019101	12011103				0
FxR3LiangTuowei	R3LiangMd019101	12011104				0
FxR3LiangAttack21	R3LiangMd019101	12011201				0
FxR3LiangAttack21Dandao	R3LiangMd019101	12011202				0
FxR3LiangAttack22Dandao	R3LiangMd019101	12011203				0
FxR3LiangAttack23Dandao	R3LiangMd019101	12011204				0
FxR3LiangAttack21Shouji	R3LiangMd019101	12011205				0
FxR3LiangAttack31	R3LiangMd019101	12011301				0
FxR3LiangAttack31Shouji	R3LiangMd019101	12011302				0
FxR3LiangAttack31Zha	R3LiangMd019101	12011303				0
FxR3LiangQte	R3LiangMd019101	12011401				0
FxR3LiangQteWeaponCase1	R3LiangMd019101	12011402				0
FxR3LiangQteWeaponCase2	R3LiangMd019101	12011403				0
FxR3LiangBuff	R3LiangMd019101	12011502				0
FxR3LiangChongdong01	R3LiangMd019101	12011503				0
FxR3LiangChongdong02	R3LiangMd019101	12011503				0
FxR3LiangChongdong03	R3LiangMd019101	12011503				0
FxR3LiangChongdong04	R3LiangMd019101	12011503				0
FxR3LiangChongdong05	R3LiangMd019101	12011503				0
FxR3LiangChongdong06	R3LiangMd019101	12011503				0
FxR3LiangChongdongShouji	R3LiangMd019101	12011504				0
FxR3LiangAttack51	R3LiangMd019101	12011601				0
FxR3LiangAttack51Dandao	R3LiangMd019101	12011602				0
FxR3LiangAttack51DandaoYujing	R3LiangMd019101	12011603				0
FxR3LiangAttack51Dianji	R3LiangMd019101	12011604				0
FxR3LiangMove01	R3LiangMd019101	12011701				0
FxR3LiangMove02	R3LiangMd019101	12011702				0
FxR3LiangMove01RootCase	R3LiangMd019101	12011703				0
FxR3LiangBorn	R3LiangMd019101	12011801				0
FxR3LiangWin	R3LiangMd019101	12011802				0
FxR1LuxiyaAttack01		10002001				0
FxR1LuxiyaAttack02		10002002				0
FxR1LuxiyaAttack03		10002003				0
FxR1LuxiyaAttack04		10002004				0
FxR1LuxiyaAttack05		10002005				0
FxR1LuxiyaAttack06		10002006				0
FxR1LuxiyaAttack01Shouji01		10002007				0
FxR1LuxiyaAttack02Shouji01		10002008				0
FxR1LuxiyaAttack02Shouji02		10002008				0
FxR1LuxiyaAttack03Shouji01		10002009				0
FxR1LuxiyaAttack04Shouji01		10002010				0
FxR1LuxiyaAttack05Shouji01		10002011				0
FxR1LuxiyaAttack05Shouji02		10002011				0
FxR1LuxiyaAttack06Shouji01		10002012				0
FxR1LuxiyaAttack07		10002013				0
FxR1LuxiyaAttack11		10002101				0
FxR1LuxiyaAttack13		10002102				0
FxR1LuxiyaAttack11Shouji01		10002103				0
FxR1LuxiyaAttack21Wuqi		10002201				0
FxR1LuxiyaAttack22Wuqi		10002201				0
FxR1LuxiyaAttack23Wuqi		10002202				0
FxR1LuxiyaAttack31		10002301				0
FxR1LuxiyaAttack33		10002302				0
FxR1LuxiyaAttack31Shouji		10002303				0
FxR1LuxiyaAttack31Dilie		10002304				0
FxR1LuxiyaAttack33Dilie		10002305				0
FxR1LuxiyaAttack41		10002401				0
FxR1LuxiyaAttack42		10002402				0
FxR1LuxiyaAttack43		10002403				0
FxR1LuxiyaAttack44		10002404				0
FxR1LuxiyaAttack41Shouji01		10002405				0
FxR1LuxiyaAttack41Shouji02		10002405				0
FxR1LuxiyaAttack42Shouji01		10002406				0
FxR1LuxiyaAttack42Shouji02		10002406				0
FxR1LuxiyaAttack43Shouji01		10002407				0
FxR1LuxiyaAttack43Shouji02		10002407				0
FxR1LuxiyaAttack43Shouji03		10002407				0
