Hash	CueId[1]	CueId[2]	CueId[3]	Priority	FixedInBornPos
-1936382679	642			0	0
-1211195917	643			0	0
1954355806	644			0	0
-1217913159	645			0	0
1194840748	646			0	0
638808157	651			0	0
59829172	652			0	0
-1835987359	656			0	0
1616363158	657			0	0
1616464563	658			0	0
1416434996	659			0	0
422005956	660			0	0
422009217	661			0	0
422008002	662			0	0
-1335859570	663			0	0
206621735	664			0	0
-804773883	665			0	0
1924109472	666			0	0
-503814185	667			0	0
517595233	668			0	0
-466008502	669			0	0
1518131840	670			0	0
-1384810790	671			0	0
13800434	672			0	0
-1002516846	699			0	0
-2076219733	700			0	0
82779184	701			0	0
1935507744	702			0	0
1697959661	703			0	0
-357153215	704			0	0
-1753116027	705			0	0
-976417208	706			0	0
-1883281949	711			0	0
-1038241452	712			0	0
-1257989565	713			0	0
-1257989568	714			0	0
-1257989571	715			0	0
1539715355	716			0	0
-702673367	717			0	0
74889370	718			0	0
1361526048	719			0	0
-642712622	720			0	0
380335696	721			0	0
1058632123	722			0	0
-585228122	723			0	0
980855819	724			0	0
1716596678	725			0	0
-166917249	732			0	0
-453921169	737			0	0
1418999230	738			0	0
1418999231	739			0	0
411461350	760			0	0
961592950	772			0	0
558308423	773			0	0
1100933510	774			0	0
-2027455031	779			0	0
-1448225442	780			0	0
370587655	900			0	0
-1581086719	1114			0	0
-1158180297	790			0	0
2088060660	791			0	0
903334159	792			0	0
-476634933	793			0	0
2082204101	794			0	0
-2130671306	795			0	0
-594898460	796			0	0
-1030805233	797			0	0
1317894940	798			0	0
407081082	799			0	0
1625590021	801			0	0
1620555624	802			0	0
796394568	803			0	0
1560377050	804			0	0
658608730	805			0	0
1165978775	806			0	0
-554447309	807			0	0
-5554512	808			0	0
-1847710149	809			0	0
-1561566415	810			0	0
1547188147	811			0	0
1453248124	812			0	0
1511325557	813			0	0
118803715	814			0	0
-1860353724	819			0	0
109014744	820			0	0
271744128	821			0	0
-1211100367	822			0	0
354983574	823			0	0
1921067515	824			0	0
88286810	825			0	0
1836645343	826			0	0
2109978867	827			0	0
1253580236	828			0	0
-2013334650	838			0	0
1649145719	840			0	0
-969631260	858			0	0
1781547103	859			0	0
1318698462	860			0	0
-1762126880	866			0	0
1184027998	866			0	0
1184029215	866			0	0
-874068477	867			0	0
-1895705390	868			0	0
-609202151	869			0	0
-1516987206	870			0	0
-1916582271	858			0	0
678103158	858			0	0
274818631	858			0	0
1840902572	858			0	0
1081387685	858			0	0
-1647495670	858			0	0
-2050780197	858			0	0
-484696256	858			0	0
-1969025078	884			0	0
358338441	892			0	0
411245800	909			0	0
1617731469	913			0	0
873112197	914			0	0
1617731465	916			0	0
659823651	917			0	0
-2104120817	919			0	0
-1654117924	990			0	0
536222589	991			0	0
-1654117923	992			0	0
1132188608	978			0	0
927335921	976			0	0
1123006902	977			0	0
1199185319	984			0	0
-1532080697	986			0	0
-760229341	4101001			0	0
-1296525222	4101002			0	0
-2008986068	4101003			0	0
-1552984680	4101004			0	0
-90851789	4101005			0	0
2040492724	4101006			0	0
-32969259	4101007			0	0
-745430105	4101008			0	0
-1077861443	4101009			0	0
9904760	4101010			0	0
-598088871	4101011			0	0
1311398608	4101012			0	0
598937762	4101013			0	0
578524258	4101014			0	0
191473213	4101015			0	0
1504933051	4101016			0	0
-1864354604	4101017			0	0
-617517658	4101018			0	0
-476472714	4101019			0	0
1540639995	4101020			0	0
-1423790607	4101021			0	0
-498110966	4101022			0	0
748725980	4101023			0	0
565489984	4101024			0	0
-245078139	4101025			0	0
634852212	4101026			0	0
-1390392121	4101027			0	0
524104327	4101028			0	0
524104328	4101029			0	0
524104329	4101030			0	0
432093057	4101031			0	0
1292569768	4101032			0	0
1292567594	4101033			0	0
-1445264140	4101034			0	0
2075038189	4101035			0	0
733035901	4102001			0	0
1262767736	4102002			0	0
-464681666	4102003			0	0
-745846110	4102004			0	0
607375177	4102005			0	0
1988437019	4102006			0	0
1906372857	4102006			0	0
661880454	4102007			0	0
-627567268	4102007			0	0
-1741114031	4102008			0	0
-175030090	4102008			0	0
497494364	4102009			0	0
-1475015906	4102009			0	0
1026014267	4102010			0	0
-1213728227	4102010			0	0
-1401859649	4102011			0	0
775433726	4102012			0	0
2049961140	4102013			0	0
1008637913	4102014			0	0
-864656282	4102015			0	0
-1770049239	4102001			0	0
1806889150	4102002			0	0
1485884088	4102003			0	0
623823996	4102004			0	0
1430747565	4102005			0	0
2113364295	4103001			0	0
-1629113468	4103002			0	0
-1387194434	4103003			0	0
654167542	4103004			0	0
-555566809	4103005			0	0
-1456651896	4103006			0	0
-113697085	4103007			0	0
128221981	4103008			0	0
-1208084489	4103009			0	0
-2001087224	4103010			0	0
-942277809	4103011			0	0
509256488	4103012			0	0
1468193582	4103013			0	0
390076472	4103014			0	0
-1716056833	4103015			0	0
-322213085	4103016			0	0
81071442	4103017			0	0
1887529021	4103018			0	0
81071446	4103020			0	0
952804685	4103021			0	0
1205673405	4104001			0	0
-141778824	4104002			0	0
100140210	4104003			0	0
-1113277862	4104004			0	0
75638785	4104005			0	0
909058992	4104006			0	0
-1295314679	4104007			0	0
-1295322040	4104007			0	0
1788045646	4104008			0	0
565153739	4104008			0	0
1546126612	4104009			0	0
1546126385	4104009			0	0
-2008033332	4104010			0	0
-2008040689	4104010			0	0
-670460779	4104011			0	0
-670461000	4104011			0	0
-1356992312	4104012			0	0
-676185946	4104013			0	0
1268820085	4104014			0	0
-1014822277	4104015			0	0
-960116063	4104016			0	0
-126125262	4104017			0	0
-462204333	4104018			0	0
-515045778	4104019			0	0
290904189	4104020			0	0
-1992721309	4104021			0	0
210503913	4104022			0	0
62256554	4104023			0	0
-1984005463	4104024			0	0
-1984005461	4104025			0	0
769434062	4104033			0	0
-1891603537	4104027			0	0
-1658399350	4104028			0	0
-617076123	4104029			0	0
1701477819	4104030			0	0
-1043839201	4105003			0	0
-1454180346	4105004			0	0
2128326104	4105005			0	0
-1998219404	4105006			0	0
1632629135	4105007			0	0
-2000593649	4105008			0	0
-1793685008	4105009			0	0
-274332542	4105010			0	0
-540573654	4105011			0	0
103649231	4105012			0	0
1936454490	4105013			0	0
2084278959	4105014			0	0
561242903	4105015			0	0
1680994432	4105016			0	0
-984638062	4105017			0	0
-1047888923	4105018			0	0
-1125800563	4105019			0	0
-1807403810	4105020			0	0
1267055408	4105021			0	0
-241319869	4105022			0	0
1125892907	4105023			0	0
-644604396	4105024			0	0
-419988058	4105025			0	0
921479545	4105026			0	0
-561150559	4105027			0	0
874425378	4105028			0	0
-426894604	4105029			0	0
-1854457977	4105030			0	0
-568057105	4105031			0	0
-1823047911	4105032			0	0
1279828925	4106001			0	0
1422063707	4106001			0	0
286104175	4106002			0	0
1449598324	4106003			0	0
-1353873847	4106004			0	0
409218187	4106004			0	0
1216723242	4106005			0	0
1571066750	4106006			0	0
-1174221994	4106007			0	0
-640831881	4106008			0	0
1949789639	4106009			0	0
-1897751933	4106010			0	0
383705698	4106011			0	0
-1046051897	4107001			0	0
377592590	4107002			0	0
1450913668	4107003			0	0
630606161	4107004			0	0
47627599	4107005			0	0
1078434841	4107006			0	0
2079535823	4107007			0	0
1550481397	4107008			0	0
577043585	4107009			0	0
99730891	4107010			0	0
571392896	4107011			0	0
-405373461	4108002			0	0
1665162857	4108004			0	0
-1539922565	4108005			0	0
-1698975596	4108008			0	0
-1164888348	4108009			0	0
-1164888350	4108010			0	0
1563995007	4108011			0	0
319534446	4108012			0	0
1502915116	4108013			0	0
-788325510	4108014			0	0
1977275122	4706001			0	0
1977275121	4706002			0	0
1411133411	4706004			0	0
-851226609	4706005			0	0
1613237332	4706006			0	0
-90859560	4105033			0	0
700102491	4105034			0	0
700102492	4105035			0	0
1847787640	4105036			0	0
-74466060	4105037			0	0
-74466058	4105038			0	0
-59412396	4105039			0	0
-1819710832	4109001			0	0
2071971937	4109002			0	0
-1416426305	4109003			0	0
149657636	4109004			0	0
-1737730591	4109005			0	0
634922404	4109006			0	0
-1972542321	4109007			0	0
1108969490	4109008			0	0
-2058026606	4109009			0	0
-2058026608	4109010			0	0
670856749	4109011			0	0
1430825677	4109012			0	0
1164619834	10001001			0	0
1164619837	10001002			0	0
1164619836	10001003			0	0
1164619831	10001004			0	0
1164619830	10001005			0	0
1437006456	10001006			0	0
1436862972	10001007			0	0
-1564263521	10001101			0	0
-1564263518	10001102			0	0
-1564263519	10001103			0	0
2123550558	10001104			0	0
2123550721	10001105			0	0
2123550752	10001106			0	0
-1345442499	10001107			0	0
-674108380	10001108			0	0
-1967548048	10001201			0	0
-1967548046	10001202			0	0
1111388162	10001203			0	0
-1003559857	10001204			0	1
-1003559694	10001205			0	1
-1003559663	10001206			0	1
-401464107	10001301			0	0
-401464105	10001302			0	0
-882083670	10001303			0	1
-882083507	10001303			0	1
-882083476	10001304			0	1
-519893747	10001305			0	0
-519888560	10001306			0	0
-519887345	10001307			0	0
349047032	10001308			0	0
735032466	10001309			0	1
1517420558	10001310			0	1
735032469	10001207			0	1
1517420717	10001208			0	1
-804748632	10001404			0	1
1842986574	10001006			0	1
-890634894	10001401			0	0
-588979384	10001402			0	0
1249086011	10001403			0	0
66722028	10001501			0	0
66722029	10001502			0	0
-1271922492	10001601			0	0
487717106	10001701			0	0
-162280665	10001702			0	0
-757028961	10011001			0	0
-757028958	10011002			0	0
-757028959	10011003			0	0
-757028964	10011004			0	0
-757028965	10011005			0	0
-757028962	10011006			0	0
33823037	10011007			0	0
-1505753919	10011008			0	0
-1505758275	10011009			0	0
-1483510590	10011010			0	0
1971854394	10011101			0	0
1971854396	10011102			0	0
1688525347	10011103			0	0
2133915398	10011104			0	0
-1262616029	10011105			0	0
405770453	10011201			0	0
-232814116	10011202			0	0
-232642949	10011203			0	0
-232602726	10011204			0	0
-1160313488	10011301			0	0
-1804313598	10011302			0	0
1901547599	10011303			0	0
-270285088	10011401			0	0
1057157518	10011402			0	0
653872991	10011402			0	0
-2075010364	10011402			0	0
1460442045	10011402			0	0
-1268441310	10011402			0	0
-1671725837	10011402			0	0
1320186839	10011403			0	0
2485926	10011501			0	0
-1680316669	10011502			0	0
1642828273	10011503			0	0
1835199731	10011504			0	0
797702762	10011601			0	0
797702765	10011602			0	0
1818188887	10011701			0	0
-2004382718	10011702			0	0
912354760	11011001			0	0
912354645	11011002			0	0
912354678	11011003			0	0
912354731	11011004			0	0
912354380	11011005			0	0
912354793	11011006			0	0
1511241322	11011007			0	0
1993632342	11011008			0	0
1990893034	11011009			0	0
-2104101963	11011010			0	0
1042240973	11011101			0	0
1042240779	11011102			0	0
-506140620	11011103			0	0
2111512945	11011104			0	0
112549314	11011201			0	0
780415979	11011202			0	0
787612524	11011203			0	0
787464301	11011204			0	0
220415431	11011301			0	0
980101877	11011302			0	0
-2066371432	11011303			0	0
-188197801	11011401			0	0
133551609	11011402			0	0
515362184	11011402			0	0
370787827	11011402			0	0
537656810	11011402			0	0
1503524309	11011402			0	0
1063251428	11011402			0	0
1009391616	11011403			0	0
477574609	11011501			0	0
242332116	11011502			0	0
-2016860506	11011503			0	0
22314468	11011504			0	0
966766877	11011601			0	0
966770362	11011602			0	0
-522317440	11011701			0	0
-2115110155	11011702			0	0
-38562050	12011001			0	0
-38562205	12011002			0	0
-38562240	12011003			0	0
-38562147	12011004			0	0
-38561926	12011005			0	0
-38562081	12011006			0	0
-1849602724	12011007			0	0
-1123643040	12011008			0	0
-1116182820	12011009			0	0
1229392003	12011010			0	0
-171069701	12011101			0	0
705041154	12011102			0	0
-1240868281	12011103			0	0
-1623700734	12011104			0	0
-848845068	12011201			0	0
-447297315	12011202			0	0
-450824102	12011203			0	0
-448971941	12011204			0	0
290155046	12011205			0	0
-957235471	12011301			0	0
-239480381	12011302			0	0
1325881262	12011303			0	0
1058713441	12011401			0	0
276149216	12011402			0	0
276148351	12011403			0	0
1075123944	12011502			0	0
-869847345	12011503			0	0
-714787138	12011503			0	0
-573882683	12011503			0	0
-338098468	12011503			0	0
-1840312605	12011503			0	0
-192080174	12011503			0	0
-134683850	12011504			0	0
-676999449	12011601			0	0
-979154206	12011602			0	0
1276894608	12011603			0	0
-897153326	12011604			0	0
-229815765	12011701			0	0
-229816948	12011702			0	0
302433035	12011703			0	0
722266806	12011801			0	0
1245643203	12011802			0	0
201910096	10002001			0	0
-1364173845	10002002			0	0
1364709510	10002003			0	0
-201374431	10002004			0	0
-1767458372	10002005			0	0
961424983	10002006			0	0
1650974403	10002007			0	0
16015572	10002008			0	0
419300099	10002008			0	0
1239356153	10002009			0	0
-1783408078	10002010			0	0
-2138518441	10002011			0	0
1753164328	10002011			0	0
521490024	10002012			0	0
-604658958	10002013			0	0
201910097	10002101			0	0
1364709511	10002102			0	0
1652088516	10002103			0	0
552882792	10002201			0	0
2079077443	10002201			0	0
715023262	10002202			0	0
201910095	10002301			0	0
1364709509	10002302			0	0
-2101598815	10002303			0	0
933971210	10002304			0	0
1096111680	10002305			0	0
201910100	10002401			0	0
-1364173841	10002402			0	0
1364709514	10002403			0	0
-201374427	10002404			0	0
1655709375	10002405			0	0
1252424848	10002405			0	0
20750544	10002406			0	0
424035071	10002406			0	0
1244091125	10002407			0	0
-1484792230	10002407			0	0
81291711	10002407			0	0
-1778673106	10002408			0	0
844549826	10002409			0	0
1362986465	10002410			0	0
650687489	10002409			0	0
201910101	10002501			0	0
-2091932698	10002502			0	0
-1378002831	10002503			0	0
-2101248421	10002504			0	0
-904613694	10002601			0	0
11387900	10002701			0	0
1006755677	10002702			0	0
-420666193	10002703			0	0
447552523	10012001			0	0
2013636464	10012002			0	0
-715246891	10012003			0	0
1207067410	10012004			0	0
-1521815945	10012005			0	0
44267996	10012006			0	0
-203260327	10012007			0	0
-1124817949	10012008			0	0
-1528102476	10012008			0	0
171220451	10012009			0	0
-1417140888	10012010			0	0
202508653	10012011			0	0
-1042660110	10012012			0	0
447552524	10012101			0	0
-715246890	10012102			0	0
-203226566	10012103			0	0
447552521	10012201			0	0
-715246893	10012202			0	0
-1827950346	10012203			0	0
-1424665819	10012204			0	0
447552522	10012301			0	0
-715246892	10012302			0	0
963521925	10012303			0	0
194768054	10012304			0	0
-631365765	10012305			0	0
-203433476	10012306			0	0
363570672	10012401			0	0
-1430507130	10012402			0	0
-1725038050	10012403			0	0
-854388787	10012404			0	0
-854388786	10012405			0	0
-854388785	10012406			0	0
447552528	10012501			0	0
1061737765	10012502			0	0
1061737764	10012503			0	0
1061737763	10012504			0	0
1061737770	10012505			0	0
-1362147752	10012506			0	0
-1180579299	10012507			0	0
1810426082	10012508			0	0
-622835841	10012509			0	0
-1926797756	10012510			0	0
-1745229303	10012511			0	0
-1362147721	10012512			0	0
1810426113	10012513			0	0
-1362147946	10012514			0	0
1810425888	10012515			0	0
-1362147915	10012516			0	0
1810425919	10012517			0	0
-1582747937	10012518			0	0
2013636469	10012519			0	0
-1675727122	10012601			0	0
-1675727123	10012601			0	0
-1589583285	10012701			0	0
1392484620	10012702			0	0
-1294401569	10012801			0	0
1317569535	10012802			0	0
-665091295	10012803			0	0
1805368358	10012804			0	0
-1694733113	10012805			0	0
1983489094	10022001			0	0
-1908193675	10022002			0	0
820689680	10022003			0	0
1580204567	10022004			0	0
14120626	10022005			0	0
417405153	10022006			0	0
-1804175047	10022007			0	0
-1037446434	10022008			0	0
1691436921	10022009			0	0
185894147	10022010			0	0
-217390380	10022011			0	0
1348693561	10022012			0	0
1689230541	10022013			0	0
-1298700595	10022014			0	0
267383346	10022015			0	0
1983489095	10022101			0	0
820689681	10022102			0	0
1787882318	10022103			0	0
-1803060934	10022104			0	0
-236976993	10022104			0	0
1983489092	10022201			0	0
-1685731978	10022202			0	0
1983489093	10022301			0	0
820689679	10022302			0	0
-1809888964	10022303			0	0
-243805023	10022303			0	0
1983489098	10022401			0	0
-1908193671	10022402			0	0
820689684	10022403			0	0
1580204571	10022404			0	0
441824707	10022405			0	0
537908606	10022406			0	0
-1153062983	10022407			0	0
-1374741132	10022408			0	0
-1746030680	10022409			0	0
-1707429895	10022410			0	0
1457250398	10022411			0	0
-400361809	10022412			0	0
-1685381584	10022413			0	0
219860470	10022414			0	0
-988966293	10022415			0	0
-1470796518	10022416			0	0
-58183502	10022417			0	0
1152171997	10022418			0	0
1983489099	10022501			0	0
-1798325962	10022503			0	0
-232242021	10022504			0	0
-2037513255	10022505			0	0
1607216895	10022601			0	0
2010501422	10022602			0	0
1259161862	10022701			0	0
-1298142425	10022702			0	0
-2112127592	11022001			0	0
-371636853	11022002			0	0
-248033906	11022003			0	0
-1689971607	11022004			0	0
-1531765652	11022005			0	0
-1674514233	11022006			0	0
-1206813184	11022007			0	0
1099916807	11022007			0	0
-758090243	11022008			0	0
-351113782	11022008			0	0
-475765305	11022008			0	0
1171678963	11022009			0	0
-1158606605	11022010			0	0
-1298437908	11022010			0	0
-1972279905	11022011			0	0
-2112127559	11022101			0	0
-248033873	11022102			0	0
64685456	11022103			0	0
-1711017756	11022104			0	0
-1835677471	11022104			0	0
-2112127910	11022201			0	0
-1286921048	11022202			0	0
-2112127877	11022301			0	0
-248034191	11022302			0	0
-1484971998	11022303			0	0
-1626916769	11022303			0	0
-2112127724	11022401			0	0
-371636985	11022402			0	0
-248034038	11022403			0	0
-1689971227	11022404			0	0
-629588291	11022405			0	0
-1652566624	11022405			0	0
-1668297145	11022405			0	0
-796419222	11022405			0	0
718730294	11022406			0	0
1592131463	11022406			0	0
-1927103360	11022406			0	0
1408539665	11022406			0	0
-1281641298	11022407			0	0
251780136	11022408			0	0
-641036459	11022409			0	0
209076420	11022410			0	0
855316076	11022411			0	0
1697770467	11022412			0	0
-2112127691	11022501			0	0
-1850503320	11022502			0	0
-2008709275	11022502			0	0
-433627583	11022601			0	0
-839211408	11022602			0	0
331561304	11022701			0	0
-1175977831	11022702			0	0
-2112127591	12022001			0	0
-371636854	12022002			0	0
-248033905	12022003			0	0
-1689971608	12022004			0	0
-1531765651	12022005			0	0
-1972279906	12022006			0	0
-1674514234	12022007			0	0
-1206813183	12022008			0	0
1099916806	12022009			0	0
-758090244	12022010			0	0
-351113781	12022011			0	0
-475765306	12022012			0	0
1171678962	12022013			0	0
-1158606606	12022014			0	0
-1298437907	12022015			0	0
-2112127560	12022101			0	0
-248033874	12022102			0	0
64685457	12022103			0	0
-1711017755	12022104			0	0
-1835677472	12022105			0	0
-2112127909	12022201			0	0
-1286921047	12022202			0	0
-2112127878	12022301			0	0
-248034192	12022302			0	0
-1484971997	12022303			0	0
-1626916770	12022304			0	0
-2112127723	12022401			0	0
-371636986	12022402			0	0
-248034037	12022403			0	0
-1689971228	12022404			0	0
-629588292	12022405			0	0
-1652566623	12022405			0	0
-1668297146	12022405			0	0
-796419221	12022405			0	0
718730295	12022406			0	0
1592131462	12022406			0	0
-1927103359	12022406			0	0
1408539664	12022406			0	0
-1281641297	12022407			0	0
251780137	12022408			0	0
-641036460	12022409			0	0
209076421	12022410			0	0
855316077	12022411			0	0
1697770466	12022412			0	0
-2112127692	12022501			0	0
-1850503319	12022502			0	0
-2008709276	12022503			0	0
-433627584	12022601			0	0
-839211407	12022602			0	0
331561305	12022701			0	0
-1175977832	12022702			0	0
-2079475070	10032001			0	0
1701070928	10032002			0	0
1812207699	10032003			0	0
-1189900972	10032004			0	0
1212271381	10032005			0	0
1157497832	10032006			0	0
-916675656	10032007			0	0
259151567	10032008			0	0
-1570177574	10032009			0	0
-1676190543	10032010			0	0
-448475399	10032011			0	0
2134254390	10032012			0	0
2134254389	10032012			0	0
2134254388	10032012			0	0
2134254387	10032012			0	0
-110106602	10032013			0	0
-1496135756	10032014			0	0
507752091	10032015			0	0
507752090	10032015			0	0
1768286038	10032016			0	0
1812207696	10032017			0	0
-1422150560	10032018			0	0
-1676190546	10032019			0	0
-110106605	10032020			0	0
-1496135787	10032021			0	0
1140321926	10032022			0	0
713619400	10032023			0	0
-2096151680	10032024			0	0
1700893293	10032025			0	0
1212093746	10032026			0	0
2056848723	10032026			0	0
-1570355209	10032027			0	0
2128392437	10032028			0	0
501890138	10032029			0	0
501890139	10032029			0	0
501890140	10032030			0	0
-2079475039	10032101			0	0
1140361128	10032102			0	0
437384690	10032103			0	0
1050057616	10032104			0	0
1050057613	10032104			0	0
1050057614	10032104			0	0
1050057611	10032104			0	0
1050057612	10032105			0	0
1050057609	10032105			0	0
1050057610	10032105			0	0
1050057607	10032105			0	0
-2079475040	10032106			0	0
-916675626	10032107			0	0
1702220654	10032108			0	0
-2079475264	10032201			0	0
-2060792158	10032202			0	0
-1622379668	10032203			0	0
-2025664195	10032204			0	0
-459580254	10032205			0	0
783018477	10032206			0	0
783018480	10032207			0	0
-2079475263	10032208			0	0
-916675849	10032209			0	0
1140115144	10032210			0	0
1694061039	10032211			0	0
-2079475233	10032301			0	0
-916675819	10032302			0	0
1612816591	10032303			0	0
-1621265621	10032304			0	0
-2024550148	10032305			0	0
437173684	10032306			0	0
819849550	10032307			0	0
819849551	10032308			0	0
-1621086066	10032309			0	0
-254842428	10032310			0	0
-2123822290	10032311			0	0
-2079475230	10032312			0	0
1695388400	10032313			0	0
2035898496	10032501			0	0
1812207861	10032502			0	0
-1812540250	10032503			0	0
-1892766733	10032504			0	0
-2079474908	10032505			0	0
1140505707	10032506			0	0
275995944	10032401			0	0
997708770	10032601			0	0
594424243	10032602			0	0
1895328724	10032603			0	0
1895495479	10032604			0	0
-1465787051	10032701			0	0
-1552209962	10032702			0	0
-1953475585	10032703			0	0
739158917	11032001			0	0
942076695	11032002			0	0
-984841228	11032003			0	0
-229730669	11032004			0	0
2041613554	11032005			0	0
-847961681	11032006			0	0
-583353345	11032007			0	0
-730426904	11032008			0	0
-968681379	11032009			0	0
919163798	11032010			0	0
-1542123682	11032011			0	0
1278290097	11032012			0	0
1278290066	11032012			0	0
1278290163	11032012			0	0
1278290132	11032012			0	0
245844881	11032013			0	0
-1461706893	11032014			0	0
-814604100	11032015			0	0
-814604131	11032016			0	0
-1075219631	11032017			0	0
-984841449	11032018			0	0
997843239	11032019			0	0
919163689	11032020			0	0
245844788	11032021			0	0
-1461707918	11032022			0	0
-348250623	11032023			0	0
1382830479	11032024			0	0
-851701049	11032025			0	0
945307978	11032026			0	0
2045385269	11032027			0	0
-462287116	11032027			0	0
-958077040	11032028			0	0
1941532370	11032029			0	0
-218470691	11032030			0	0
-218470660	11032031			0	0
-218470757	11032032			0	0
739159942	11032101			0	0
-356327953	11032102			0	0
1973097845	11032103			0	0
950119639	11032104			0	0
950119530	11032104			0	0
950119433	11032104			0	0
950119852	11032104			0	0
950119499	11032105			0	0
950119918	11032105			0	0
950119821	11032105			0	0
950119712	11032105			0	0
739160039	11032106			0	0
-583352367	11032107			0	0
1039917161	11032108			0	0
739201159	11032201			0	0
55509925	11032202			0	0
-1592704597	11032203			0	0
1180129690	11032204			0	0
769820362	11032205			0	0
769820343	11032206			0	0
739201190	11032207			0	0
-583360368	11032208			0	0
-347718001	11032209			0	0
770190984	11032210			0	0
739202296	11032301			0	0
-583359246	11032302			0	0
1302207464	11032303			0	0
-1564444212	11032304			0	0
1476809019	11032305			0	0
1915606387	11032306			0	0
1699787337	11032307			0	0
1699787368	11032308			0	0
-1565662455	11032309			0	0
595002115	11032310			0	0
-2025729623	11032311			0	0
739202917	11032312			0	0
796152247	11032313			0	0
-1924150841	11032501			0	0
-984836398	11032502			0	0
991610913	11032503			0	0
1557105428	11032504			0	0
739163875	11032505			0	0
-359012212	11032506			0	0
924099439	11032401			0	0
-2084966043	11032601			0	0
-1191196332	11032602			0	0
-1177663725	11032603			0	0
-1181581488	11032604			0	0
-1793710414	11032701			0	0
992707537	11032702			0	0
-608288503	12032001			0	0
855402872	12032002			0	0
713707891	12032003			0	0
-1048987366	12032004			0	0
-115891939	12032005			0	0
986041123	12032006			0	0
1403381202	12032007			0	0
100563999	12032008			0	0
600210276	12032009			0	0
1599141375	12032010			0	0
-812246629	12032011			0	0
-1912576386	12032012			0	0
838070993	12032013			0	0
-1149124035	12032014			0	0
-1149124066	12032015			0	0
-1149123969	12032016			0	0
-1149124008	12032017			0	0
952289840	12032018			0	0
952289809	12032019			0	0
-608287478	12032101			0	0
494024547	12032102			0	0
-2111045639	12032103			0	0
-820951461	12032104			0	0
-820951322	12032105			0	0
-820951419	12032106			0	0
-820951264	12032107			0	0
-820951353	12032108			0	0
-820951198	12032109			0	0
-820951295	12032110			0	0
-820951124	12032111			0	0
-608191989	12032201			0	0
-184555223	12032202			0	0
1453435687	12032203			0	0
-1310215402	12032204			0	0
-1501709527	12032205			0	0
-632132538	12032206			0	0
-632132549	12032207			0	0
-608190860	12032301			0	0
713707134	12032302			0	0
-1171328668	12032303			0	0
1433441088	12032304			0	0
-1346978889	12032305			0	0
-2053292033	12032306			0	0
-1830790971	12032307			0	0
-1830790940	12032308			0	0
1946754025	12032401			0	0
1330586584	12032402			0	0
1213831645	12032501			0	0
855402907	12032502			0	0
-859239509	12032503			0	0
-1048987227	12032504			0	0
-115891784	12032505			0	0
1599140350	12032506			0	0
479130765	12032507			0	0
-1512260861	12032508			0	0
982317131	12032509			0	0
-806835258	12032510			0	0
