Id	RunSpeed	WalkSpeed	SquatSpeed	SprintSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	Endure	ThreatRateP	DodgeEnergy	DodgeEnergyAutoRecovery	CustomEnergy	NormalWeaknessP	Magic1WeaknessP	Magic2WeaknessP	Magic3WeaknessP	Magic4WeaknessP	CustomEnergyGroup1	CustomEnergyGroup2	CustomEnergyGroup3	CustomEnergyGroup4	Hack	HackChangeP	AntiHackChangeP	ReduceHackDynamicScoringCoe	BeExecutedDynamicScoringCoe
12	5	0.8	2	7	240	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
13	7	7	2	7	3600	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
14	20	15	2	7	0	4	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
15	6	5	2	7	0	2	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
16	6	5	2	7	0	5	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
17	6	5	2	7	0	10	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
18	6	5	2	7	0	20	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
19	6	5	2	7	0	30	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
20	5	3	2	7	0	500	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
21	10	9	2	7	0	50000	1	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
22	1.7	1.7	2	7	480	999999	100	100	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
23	5	5	2	7	240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	100	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
24	70	70	2	7	240	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2000	2000	2000	2000	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	100	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
83	3.5	1.5	2	7	50	1400	100	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	50	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
84	3.5	1.5	2	7	20	80	50	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
85	3.5	1.5	2	7	20	1400	100	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	20	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
86	3.5	1.3	2	7	120	99999	100	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	20	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
87	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
88	4.3	4.3	2	7	180	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
89	3.5	3.5	2	7	3600	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	0	0	0	0	0	0	100	100	100	100	0	0	0	0	0
832	10.5	2	2	7	240	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	0	0	0	0	0	0	100	100	100	100	0	0	0	0	0
833	7	3	2	7	360	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	0	0	0	0	0	0	100	100	100	100	0	0	0	0	0
835	5	2	2	7	360	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	0	0	0	0	0	0	100	100	100	100	0	0	0	0	0
90	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
91	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	150	0	0	0	0	0	100	100	100	100	0	0	0	0	0
92	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	4	0	0	0	0	0	100	100	100	100	0	0	0	0	0
93	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
94	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	120	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
95	6	0.1	2	7	240	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
96	5	5	2	7	700	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	90	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	54	0	0	0	0	0	100	100	100	100	0	0	0	0	0
8742	5	5	2	7	3600	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	2500	2500	2500	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
8744	8	8	2	7	3600	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	2500	2500	2500	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1018	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1002	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1009	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1004	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	3	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1016	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	120	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1023	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	4	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1033	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	48	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1017	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1006	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1011	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1003	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1012	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	150	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1001	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1005	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1007	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	3	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1008	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1013	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	4	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1014	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	60	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1022	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	120	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1015	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	90	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	54	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1101	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	300	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1032	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	9999	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	9999	160	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1132	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	200	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1200	3.5	1.5	2	7	50	9999	100	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	50	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1102	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	80	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1232	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	200	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1103	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	60	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1104	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	320	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1105	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	3	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1115	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	3	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1106	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	60	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1107	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	120	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	120	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1108	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	60	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1109	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	350	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1112	5	5	2	7	700	500	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	6000	100	100	0	0	0	0	0
1113	5	5	2	7	700	500	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	3	0	0	0	0	0	100	6000	100	100	0	0	0	0	0
875	12	12	2	7	3600	99999	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	2500	2500	2500	2500	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1201	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	240	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1202	5	5	2	7	700	10000	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1203	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1204	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1205	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1206	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	100	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1218	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1213	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	4	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1289	3.5	3.5	2	7	3600	500	15	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	0	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1223	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	4	0	0	0	0	0	100	100	100	100	0	0	0	0	0
1211	5	5	2	7	700	99999	100	100	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	500	999999	0	0	0	10000	10000	10000	0	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	100	100	100	100	0	0	0	0	0
