Id	RunSpeed	WalkSpeed	SquatSpeed	SprintSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	Endure	ThreatRateP	DodgeEnergy	DodgeEnergyAutoRecovery	CustomEnergy	NormalWeaknessP	Magic1WeaknessP	Magic2WeaknessP	Magic3WeaknessP	Magic4WeaknessP	CustomEnergyGroup1	CustomEnergyGroup2	CustomEnergyGroup3	CustomEnergyGroup4	Hack	HackChangeP	AntiHackChangeP	ReduceHackDynamicScoringCoe	BeExecutedDynamicScoringCoe
4706	0	0	2	7	480	1	100	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5001	5	5	2	7	700	2000	1000	1000	500	0	0	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	999999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	800	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7001	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7002	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7003	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7004	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7005	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7006	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7007	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7008	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7012	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7013	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7102	5	5	2	7	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7300	2.2	2.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7301	3.5	1.3	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7302	6	1.8	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7303	5	1.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7304	5	1.5	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7305	10	2.5	2	7	90	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	5	1
7306	8	3	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7307	4	1.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7308	1.4	1.4	2	7	480	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7309	2.8	1.2	2	7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7401	5	1.5	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7402	5	1.5	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7403	4	1.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7404	5	5	2	7	480	1	1	1500	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1
7405	10	2.5	2	7	90	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	20	1
7406	7	2.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1
7407	5	5	2	7	480	1	1	1500	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1
7408	7	2.2	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1
7409	0.8	0.8	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
7410	0.7	0.7	2	7	240	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7411	10	2.5	2	7	90	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	20	1
7412	0.8	0.8	2	7	480	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7413	1	1	1	7	240	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
7414	4	1.4	2	7	240	1	1	1500	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
8110	6	6	2	7	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8120	6	6	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8130	8	1.7	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8131	8	1.7	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8132	8	1.7	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8140	6	6	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8141	6	6	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8142	6	6	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8143	7	3	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8150	14.3	4.5	2	7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8151	14.3	4.5	2	7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8152	14.3	4.5	2	7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8160	6	1.2	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8161	6	1.2	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8170	5	5	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8171	15	15	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8172	5	5	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8175	20	3	2	7	240	100000	1	1500	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8180	0	0	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8181	0	0	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8190	5	0.9	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8191	5	0.9	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8210	3.3	3.3	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8213	5	5	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8214	5	5	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8215	5	5	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8216	3.5	3.5	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8310	7	1	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8311	7	1.5	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8312	7	1	2	7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8320	10.5	2	2	7	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8330	7	3	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8331	7	3	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3200	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8340	7	3	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8350	5	5	2	7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8351	5	5	2	7	480	1	1	1500	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8352	5	1.5	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8353	5	1.5	2	7	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
