Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
293	102123	11	60311	61311		3	14000
294	102123	12	60312	61312		3	16000
295	102123	13	60313	61313		3	18000
296	102123	14	60314	61314		3	20000
297	102123	15	60315	61315		5	22000
298	102123	16	60316	61316		5	24000
299	102123	17	60317	61317		5	26000
300	102123	18					
301	102127		60401				
302	102127	1	60401				
303	102124		61004			5	50000
304	102124	1	61004			5	50000
305	102125		61005			7	75000
306	102125	1	61005			7	75000
307	102126		61006			10	100000
308	102126	1	61006			10	100000
309	103101	1	60001			1	2000
310	103101	2	60002			1	3000
311	103101	3	60003			1	4000
312	103101	4	60004			1	5000
313	103101	5	60005			2	6000
314	103101	6	60006			2	7000
315	103101	7	60007			2	8000
316	103101	8	60008			2	9000
317	103101	9	60009			2	10000
318	103101	10	60010			3	12000
319	103101	11	60011			3	14000
320	103101	12	60012			3	16000
321	103101	13	60013			3	18000
322	103101	14	60014			3	20000
323	103101	15	60015			5	22000
324	103101	16	60016			5	24000
325	103101	17	60017			5	26000
326	103101	18					
327	103106	1	60101			1	2000
328	103106	2	60102			1	3000
329	103106	3	60103			1	4000
330	103106	4	60104			1	5000
331	103106	5	60105			2	6000
332	103106	6	60106			2	7000
333	103106	7	60107			2	8000
334	103106	8	60108			2	9000
335	103106	9	60109			2	10000
336	103106	10	60110			3	12000
337	103106	11	60111			3	14000
338	103106	12	60112			3	16000
339	103106	13	60113			3	18000
340	103106	14	60114			3	20000
341	103106	15	60115			5	22000
342	103106	16	60116			5	24000
343	103106	17	60117			5	26000
344	103106	18					
345	103111	1	60201			1	2000
346	103111	2	60202			1	3000
347	103111	3	60203			1	4000
348	103111	4	60204			1	5000
349	103111	5	60205			2	6000
350	103111	6	60206			2	7000
351	103111	7	60207			2	8000
352	103111	8	60208			2	9000
353	103111	9	60209			2	10000
354	103111	10	60210			3	12000
355	103111	11	60211			3	14000
356	103111	12	60212			3	16000
357	103111	13	60213			3	18000
358	103111	14	60214			3	20000
359	103111	15	60215			5	22000
360	103111	16	60216			5	24000
361	103111	17	60217			5	26000
362	103111	18					
363	103116	1	60001			1	2000
364	103116	2	60002			1	3000
365	103116	3	60003			1	4000
366	103116	4	60004			1	5000
367	103116	5	60005			2	6000
368	103116	6	60006			2	7000
369	103116	7	60007			2	8000
370	103116	8	60008			2	9000
371	103116	9	60009			2	10000
372	103116	10	60010			3	12000
373	103116	11	60011			3	14000
374	103116	12	60012			3	16000
375	103116	13	60013			3	18000
376	103116	14	60014			3	20000
377	103116	15	60015			5	22000
378	103116	16	60016			5	24000
379	103116	17	60017			5	26000
380	103116	18					
381	103117	1	60101			1	2000
382	103117	2	60102			1	3000
383	103117	3	60103			1	4000
384	103117	4	60104			1	5000
385	103117	5	60105			2	6000
386	103117	6	60106			2	7000
387	103117	7	60107			2	8000
388	103117	8	60108			2	9000
389	103117	9	60109			2	10000
390	103117	10	60110			3	12000
391	103117	11	60111			3	14000
392	103117	12	60112			3	16000
393	103117	13	60113			3	18000
394	103117	14	60114			3	20000
395	103117	15	60115			5	22000
396	103117	16	60116			5	24000
397	103117	17	60117			5	26000
398	103117	18					
399	103118	1	60501			1	2000
400	103118	2	60502			1	3000
401	103118	3	60503			1	4000
402	103118	4	60504			1	5000
403	103118	5	60505			2	6000
404	103118	6	60506			2	7000
405	103118	7	60507			2	8000
406	103118	8	60508			2	9000
407	103118	9	60509			2	10000
408	103118	10	60510			3	12000
409	103118	11	60511			3	14000
410	103118	12	60512			3	16000
411	103118	13	60513			3	18000
412	103118	14	60514			3	20000
413	103118	15	60515			5	22000
414	103118	16	60516			5	24000
415	103118	17	60517			5	26000
416	103118	18					
417	103121	1	60301			1	2000
418	103121	2	60302			1	3000
419	103121	3	60303			1	4000
420	103121	4	60304			1	5000
421	103121	5	60305			2	6000
422	103121	6	60306			2	7000
423	103121	7	60307			2	8000
424	103121	8	60308			2	9000
425	103121	9	60309			2	10000
426	103121	10	60310			3	12000
427	103121	11	60311			3	14000
428	103121	12	60312			3	16000
429	103121	13	60313			3	18000
430	103121	14	60314			3	20000
431	103121	15	60315			5	22000
432	103121	16	60316			5	24000
433	103121	17	60317			5	26000
434	103121	18					
435	103122		61002			3	25000
436	103122	1	61002			3	25000
437	103123	1	60301	61301		1	2000
438	103123	2	60302	61302		1	3000
439	103123	3	60303	61303		1	4000
440	103123	4	60304	61304		1	5000
441	103123	5	60305	61305		2	6000
442	103123	6	60306	61306		2	7000
443	103123	7	60307	61307		2	8000
444	103123	8	60308	61308		2	9000
445	103123	9	60309	61309		2	10000
446	103123	10	60310	61310		3	12000
447	103123	11	60311	61311		3	14000
448	103123	12	60312	61312		3	16000
449	103123	13	60313	61313		3	18000
450	103123	14	60314	61314		3	20000
451	103123	15	60315	61315		5	22000
452	103123	16	60316	61316		5	24000
453	103123	17	60317	61317		5	26000
454	103123	18	61003				
455	103127		60402				
456	103127	1	60402				
457	103124		61004			5	50000
458	103124	1	61004			5	50000
459	103125		61005			7	75000
460	103125	1	61005			7	75000
461	103126		61006			10	100000
462	103126	1	61006			10	100000
463	104201	1	60001			1	2000
464	104201	2	60002			1	3000
465	104201	3	60003			1	4000
466	104201	4	60004			1	5000
467	104201	5	60005			2	6000
468	104201	6	60006			2	7000
469	104201	7	60007			2	8000
470	104201	8	60008			2	9000
471	104201	9	60009			2	10000
472	104201	10	60010			3	12000
473	104201	11	60011			3	14000
474	104201	12	60012			3	16000
475	104201	13	60013			3	18000
476	104201	14	60014			3	20000
477	104201	15	60015			5	22000
478	104201	16	60016			5	24000
479	104201	17	60017			5	26000
480	104201	18					
481	104206	1	60101			1	2000
482	104206	2	60102			1	3000
483	104206	3	60103			1	4000
484	104206	4	60104			1	5000
485	104206	5	60105			2	6000
486	104206	6	60106			2	7000
487	104206	7	60107			2	8000
488	104206	8	60108			2	9000
489	104206	9	60109			2	10000
490	104206	10	60110			3	12000
491	104206	11	60111			3	14000
492	104206	12	60112			3	16000
493	104206	13	60113			3	18000
494	104206	14	60114			3	20000
495	104206	15	60115			5	22000
496	104206	16	60116			5	24000
497	104206	17	60117			5	26000
498	104206	18					
499	104211	1	60201			1	2000
500	104211	2	60202			1	3000
501	104211	3	60203			1	4000
502	104211	4	60204			1	5000
503	104211	5	60205			2	6000
504	104211	6	60206			2	7000
505	104211	7	60207			2	8000
506	104211	8	60208			2	9000
507	104211	9	60209			2	10000
508	104211	10	60210			3	12000
509	104211	11	60211			3	14000
510	104211	12	60212			3	16000
511	104211	13	60213			3	18000
512	104211	14	60214			3	20000
513	104211	15	60215			5	22000
514	104211	16	60216			5	24000
515	104211	17	60217			5	26000
516	104211	18					
517	104216	1	60001			1	2000
518	104216	2	60002			1	3000
519	104216	3	60003			1	4000
520	104216	4	60004			1	5000
521	104216	5	60005			2	6000
522	104216	6	60006			2	7000
523	104216	7	60007			2	8000
524	104216	8	60008			2	9000
525	104216	9	60009			2	10000
526	104216	10	60010			3	12000
527	104216	11	60011			3	14000
528	104216	12	60012			3	16000
529	104216	13	60013			3	18000
530	104216	14	60014			3	20000
531	104216	15	60015			5	22000
532	104216	16	60016			5	24000
533	104216	17	60017			5	26000
534	104216	18					
535	104217	1	60101			1	2000
536	104217	2	60102			1	3000
537	104217	3	60103			1	4000
538	104217	4	60104			1	5000
539	104217	5	60105			2	6000
540	104217	6	60106			2	7000
541	104217	7	60107			2	8000
542	104217	8	60108			2	9000
543	104217	9	60109			2	10000
544	104217	10	60110			3	12000
545	104217	11	60111			3	14000
546	104217	12	60112			3	16000
547	104217	13	60113			3	18000
548	104217	14	60114			3	20000
549	104217	15	60115			5	22000
550	104217	16	60116			5	24000
551	104217	17	60117			5	26000
552	104217	18					
553	104218	1	60501			1	2000
554	104218	2	60502			1	3000
555	104218	3	60503			1	4000
556	104218	4	60504			1	5000
557	104218	5	60505			2	6000
558	104218	6	60506			2	7000
559	104218	7	60507			2	8000
560	104218	8	60508			2	9000
561	104218	9	60509			2	10000
562	104218	10	60510			3	12000
563	104218	11	60511			3	14000
564	104218	12	60512			3	16000
565	104218	13	60513			3	18000
566	104218	14	60514			3	20000
567	104218	15	60515			5	22000
568	104218	16	60516			5	24000
569	104218	17	60517			5	26000
570	104218	18					
571	104221	1	60201			1	2000
572	104221	2	60202			1	3000
573	104221	3	60203			1	4000
574	104221	4	60204			1	5000
575	104221	5	60205			2	6000
576	104221	6	60206			2	7000
577	104221	7	60207			2	8000
578	104221	8	60208			2	9000
579	104221	9	60209			2	10000
580	104221	10	60210			3	12000
581	104221	11	60211			3	14000
582	104221	12	60212			3	16000
583	104221	13	60213			3	18000
584	104221	14	60214			3	20000
585	104221	15	60215			5	22000
586	104221	16	60216			5	24000
587	104221	17	60217			5	26000
588	104221	18					
589	104222		61002			3	25000
590	104222	1	61002			3	25000
591	104223	1	60301	61301		1	2000
592	104223	2	60302	61302		1	3000
593	104223	3	60303	61303		1	4000
594	104223	4	60304	61304		1	5000
595	104223	5	60305	61305		2	6000
596	104223	6	60306	61306		2	7000
597	104223	7	60307	61307		2	8000
598	104223	8	60308	61308		2	9000
599	104223	9	60309	61309		2	10000
600	104223	10	60310	61310		3	12000
601	104223	11	60311	61311		3	14000
602	104223	12	60312	61312		3	16000
603	104223	13	60313	61313		3	18000
604	104223	14	60314	61314		3	20000
605	104223	15	60315	61315		5	22000
606	104223	16	60316	61316		5	24000
607	104223	17	60317	61317		5	26000
608	104223	18					
609	104227		60403				
610	104227	1	60403				
611	104224		61004			5	50000
612	104224	1	61004			5	50000
613	104225		61005			7	75000
614	104225	1	61005			7	75000
615	104226		61006			10	100000
616	104226	1	61006			10	100000
617	105101	1	60001			1	2000
618	105101	2	60002			1	3000
619	105101	3	60003			1	4000
620	105101	4	60004			1	5000
621	105101	5	60005			2	6000
622	105101	6	60006			2	7000
623	105101	7	60007			2	8000
624	105101	8	60008			2	9000
625	105101	9	60009			2	10000
626	105101	10	60010			3	12000
627	105101	11	60011			3	14000
628	105101	12	60012			3	16000
629	105101	13	60013			3	18000
630	105101	14	60014			3	20000
631	105101	15	60015			5	22000
632	105101	16	60016			5	24000
633	105101	17	60017			5	26000
634	105101	18					
635	105106	1	60101			1	2000
636	105106	2	60102			1	3000
637	105106	3	60103			1	4000
638	105106	4	60104			1	5000
639	105106	5	60105			2	6000
640	105106	6	60106			2	7000
641	105106	7	60107			2	8000
642	105106	8	60108			2	9000
643	105106	9	60109			2	10000
644	105106	10	60110			3	12000
645	105106	11	60111			3	14000
646	105106	12	60112			3	16000
647	105106	13	60113			3	18000
648	105106	14	60114			3	20000
649	105106	15	60115			5	22000
650	105106	16	60116			5	24000
651	105106	17	60117			5	26000
652	105106	18					
653	105111	1	60201			1	2000
654	105111	2	60202			1	3000
655	105111	3	60203			1	4000
656	105111	4	60204			1	5000
657	105111	5	60205			2	6000
658	105111	6	60206			2	7000
659	105111	7	60207			2	8000
660	105111	8	60208			2	9000
661	105111	9	60209			2	10000
662	105111	10	60210			3	12000
663	105111	11	60211			3	14000
664	105111	12	60212			3	16000
665	105111	13	60213			3	18000
666	105111	14	60214			3	20000
667	105111	15	60215			5	22000
668	105111	16	60216			5	24000
669	105111	17	60217			5	26000
670	105111	18					
671	105116	1	60001			1	2000
672	105116	2	60002			1	3000
673	105116	3	60003			1	4000
674	105116	4	60004			1	5000
675	105116	5	60005			2	6000
676	105116	6	60006			2	7000
677	105116	7	60007			2	8000
678	105116	8	60008			2	9000
679	105116	9	60009			2	10000
680	105116	10	60010			3	12000
681	105116	11	60011			3	14000
682	105116	12	60012			3	16000
683	105116	13	60013			3	18000
684	105116	14	60014			3	20000
685	105116	15	60015			5	22000
686	105116	16	60016			5	24000
687	105116	17	60017			5	26000
688	105116	18					
689	105117	1	60101			1	2000
690	105117	2	60102			1	3000
691	105117	3	60103			1	4000
692	105117	4	60104			1	5000
693	105117	5	60105			2	6000
694	105117	6	60106			2	7000
695	105117	7	60107			2	8000
696	105117	8	60108			2	9000
697	105117	9	60109			2	10000
698	105117	10	60110			3	12000
699	105117	11	60111			3	14000
700	105117	12	60112			3	16000
701	105117	13	60113			3	18000
702	105117	14	60114			3	20000
703	105117	15	60115			5	22000
704	105117	16	60116			5	24000
705	105117	17	60117			5	26000
706	105117	18					
707	105118	1	60501			1	2000
708	105118	2	60502			1	3000
709	105118	3	60503			1	4000
710	105118	4	60504			1	5000
711	105118	5	60505			2	6000
712	105118	6	60506			2	7000
713	105118	7	60507			2	8000
714	105118	8	60508			2	9000
715	105118	9	60509			2	10000
716	105118	10	60510			3	12000
717	105118	11	60511			3	14000
718	105118	12	60512			3	16000
719	105118	13	60513			3	18000
720	105118	14	60514			3	20000
721	105118	15	60515			5	22000
722	105118	16	60516			5	24000
723	105118	17	60517			5	26000
724	105118	18					
725	105121	1	60201			1	2000
726	105121	2	60202			1	3000
727	105121	3	60203			1	4000
728	105121	4	60204			1	5000
729	105121	5	60205			2	6000
730	105121	6	60206			2	7000
731	105121	7	60207			2	8000
732	105121	8	60208			2	9000
733	105121	9	60209			2	10000
734	105121	10	60210			3	12000
735	105121	11	60211			3	14000
736	105121	12	60212			3	16000
737	105121	13	60213			3	18000
738	105121	14	60214			3	20000
739	105121	15	60215			5	22000
740	105121	16	60216			5	24000
741	105121	17	60217			5	26000
742	105121	18					
743	105122		61002			3	25000
744	105122	1	61002			3	25000
745	105123	1	60301	61301		1	2000
746	105123	2	60302	61302		1	3000
747	105123	3	60303	61303		1	4000
748	105123	4	60304	61304		1	5000
749	105123	5	60305	61305		2	6000
750	105123	6	60306	61306		2	7000
751	105123	7	60307	61307		2	8000
752	105123	8	60308	61308		2	9000
753	105123	9	60309	61309		2	10000
754	105123	10	60310	61310		3	12000
755	105123	11	60311	61311		3	14000
756	105123	12	60312	61312		3	16000
757	105123	13	60313	61313		3	18000
758	105123	14	60314	61314		3	20000
759	105123	15	60315	61315		5	22000
760	105123	16	60316	61316		5	24000
761	105123	17	60317	61317		5	26000
762	105123	18					
763	105127		60404				
764	105127	1	60404				
765	105124		61004			5	50000
766	105124	1	61004			5	50000
767	105125		61005			7	75000
768	105125	1	61005			7	75000
769	105126		61006			10	100000
770	105126	1	61006			10	100000
771	106201	1	60001			1	2000
772	106201	2	60002			1	3000
773	106201	3	60003			1	4000
774	106201	4	60004			1	5000
775	106201	5	60005			2	6000
776	106201	6	60006			2	7000
777	106201	7	60007			2	8000
778	106201	8	60008			2	9000
779	106201	9	60009			2	10000
780	106201	10	60010			3	12000
781	106201	11	60011			3	14000
782	106201	12	60012			3	16000
783	106201	13	60013			3	18000
784	106201	14	60014			3	20000
785	106201	15	60015			5	22000
786	106201	16	60016			5	24000
787	106201	17	60017			5	26000
788	106201	18					
789	106206	1	60101			1	2000
790	106206	2	60102			1	3000
791	106206	3	60103			1	4000
792	106206	4	60104			1	5000
793	106206	5	60105			2	6000
794	106206	6	60106			2	7000
795	106206	7	60107			2	8000
796	106206	8	60108			2	9000
797	106206	9	60109			2	10000
798	106206	10	60110			3	12000
799	106206	11	60111			3	14000
800	106206	12	60112			3	16000
801	106206	13	60113			3	18000
802	106206	14	60114			3	20000
803	106206	15	60115			5	22000
804	106206	16	60116			5	24000
805	106206	17	60117			5	26000
806	106206	18					
807	106211	1	60201			1	2000
808	106211	2	60202			1	3000
809	106211	3	60203			1	4000
810	106211	4	60204			1	5000
811	106211	5	60205			2	6000
812	106211	6	60206			2	7000
813	106211	7	60207			2	8000
814	106211	8	60208			2	9000
815	106211	9	60209			2	10000
816	106211	10	60210			3	12000
817	106211	11	60211			3	14000
818	106211	12	60212			3	16000
819	106211	13	60213			3	18000
820	106211	14	60214			3	20000
821	106211	15	60215			5	22000
822	106211	16	60216			5	24000
823	106211	17	60217			5	26000
824	106211	18					
825	106216	1	60001			1	2000
826	106216	2	60002			1	3000
827	106216	3	60003			1	4000
828	106216	4	60004			1	5000
829	106216	5	60005			2	6000
830	106216	6	60006			2	7000
831	106216	7	60007			2	8000
832	106216	8	60008			2	9000
833	106216	9	60009			2	10000
834	106216	10	60010			3	12000
835	106216	11	60011			3	14000
836	106216	12	60012			3	16000
837	106216	13	60013			3	18000
838	106216	14	60014			3	20000
839	106216	15	60015			5	22000
840	106216	16	60016			5	24000
841	106216	17	60017			5	26000
842	106216	18					
843	106217	1	60101			1	2000
844	106217	2	60102			1	3000
845	106217	3	60103			1	4000
846	106217	4	60104			1	5000
847	106217	5	60105			2	6000
848	106217	6	60106			2	7000
849	106217	7	60107			2	8000
850	106217	8	60108			2	9000
851	106217	9	60109			2	10000
852	106217	10	60110			3	12000
853	106217	11	60111			3	14000
854	106217	12	60112			3	16000
855	106217	13	60113			3	18000
856	106217	14	60114			3	20000
857	106217	15	60115			5	22000
858	106217	16	60116			5	24000
859	106217	17	60117			5	26000
860	106217	18					
861	106218	1	60501			1	2000
862	106218	2	60502			1	3000
863	106218	3	60503			1	4000
864	106218	4	60504			1	5000
865	106218	5	60505			2	6000
866	106218	6	60506			2	7000
867	106218	7	60507			2	8000
868	106218	8	60508			2	9000
869	106218	9	60509			2	10000
870	106218	10	60510			3	12000
871	106218	11	60511			3	14000
872	106218	12	60512			3	16000
873	106218	13	60513			3	18000
874	106218	14	60514			3	20000
875	106218	15	60515			5	22000
876	106218	16	60516			5	24000
877	106218	17	60517			5	26000
878	106218	18					
879	106221	1	60201			1	2000
880	106221	2	60202			1	3000
881	106221	3	60203			1	4000
882	106221	4	60204			1	5000
883	106221	5	60205			2	6000
884	106221	6	60206			2	7000
885	106221	7	60207			2	8000
886	106221	8	60208			2	9000
887	106221	9	60209			2	10000
888	106221	10	60210			3	12000
889	106221	11	60211			3	14000
890	106221	12	60212			3	16000
891	106221	13	60213			3	18000
892	106221	14	60214			3	20000
893	106221	15	60215			5	22000
894	106221	16	60216			5	24000
895	106221	17	60217			5	26000
896	106221	18					
897	106222		61002			3	25000
898	106222	1	61002			3	25000
899	106223	1	60301	61301		1	2000
900	106223	2	60302	61302		1	3000
901	106223	3	60303	61303		1	4000
902	106223	4	60304	61304		1	5000
903	106223	5	60305	61305		2	6000
904	106223	6	60306	61306		2	7000
905	106223	7	60307	61307		2	8000
906	106223	8	60308	61308		2	9000
907	106223	9	60309	61309		2	10000
908	106223	10	60310	61310		3	12000
909	106223	11	60311	61311		3	14000
910	106223	12	60312	61312		3	16000
911	106223	13	60313	61313		3	18000
912	106223	14	60314	61314		3	20000
913	106223	15	60315	61315		5	22000
914	106223	16	60316	61316		5	24000
915	106223	17	60317	61317		5	26000
916	106223	18					
917	106227		60405				
918	106227	1	60405				
919	106224		61004			5	50000
920	106224	1	61004			5	50000
921	106225		61005			7	75000
922	106225	1	61005			7	75000
923	106226		61006			10	100000
924	106226	1	61006			10	100000
925	107201	1	60001			1	2000
926	107201	2	60002			1	3000
927	107201	3	60003			1	4000
928	107201	4	60004			1	5000
929	107201	5	60005			2	6000
930	107201	6	60006			2	7000
931	107201	7	60007			2	8000
932	107201	8	60008			2	9000
933	107201	9	60009			2	10000
934	107201	10	60010			3	12000
935	107201	11	60011			3	14000
