Id	Name	Code	BackGround	Icon	DetailIcon	BuffId	Limit	BossHead	Desc[1]	Desc[2]	SubLevelBg
30190024	Siege Target	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	105	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190025	Siege Target	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	106	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190040	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	101	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190041	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	102	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190042	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	103	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190043	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	104	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190044	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190045	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	106	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190050	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190051	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	102	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190052	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	103	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190053	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	104	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190054	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	105	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190055	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	106	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190070	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190071	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	102	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190072	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	103	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190073	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	104	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190074	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	105	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190075	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	106	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190080	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190081	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190082	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	103	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190083	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	104	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190084	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	105	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190085	Siege Target	HXQ-061	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	106	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190090	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	101	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190091	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	102	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190092	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	103	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190093	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	104	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190094	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190095	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	106	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190120	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190121	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190122	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	103	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190123	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	104	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190124	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	105	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190125	Siege Target	HXQ-094	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	106	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190130	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190131	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	102	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190132	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	103	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190133	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	104	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190134	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	105	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190135	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	106	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190100	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	101	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190101	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	102	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190102	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	103	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
