Id	SkillId	Level	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubSkillId[5]	SubSkillId[6]	SubSkillId[7]	SubSkillId[8]	SubSkillId[9]	SubSkillId[10]	SubSkillId[11]	SubSkillId[12]	SubSkillId[13]	SubSkillId[14]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]	SubMagicId[5]	SubMagicId[6]	SubMagicId[7]	SubMagicId[8]	SubMagicId[9]	SubMagicId[10]	SubMagicId[11]	SubMagicId[12]	SubMagicId[13]	SubMagicId[14]	Ability	ResonanceAbility	PlusAbility
150	155328	10	200845	200879			130435	130436													138404	138413													0	0	0
151	155328	11	200845	200879			130435	130436													138404	138413													0	0	0
152	155328	12	200845	200879			130435	130436													138404	138413													0	0	0
153	155328	13	200845	200879			130435	130436													138404	138413													0	0	0
154	155328	14	200845	200879			130435	130436													138404	138413													0	0	0
155	155328	15	200845	200879			130435	130436													138404	138413													0	0	0
156	155328	16	200845	200879			130435	130436													138404	138413													0	0	0
157	155328	17	200845	200879			130435	130436													138404	138413													0	0	0
158	155328	18	200845	200880			130435	130436													138404	138413													0	0	0
159	155328	19	200845	200880			130435	130436													138404	138413													0	0	0
160	155328	20	200845	200880			130435	130436													138404	138413													0	0	0
161	155328	21	200845	200880			130435	130436													138404	138413													0	0	0
162	155328	22	200845	200880			130435	130436													138404	138413													0	0	0
163	155328	23	200845	200880			130435	130436													138404	138413													0	0	0
164	155328	24	200845	200880			130435	130436													138404	138413													0	0	0
165	155328	25	200845	200880			130435	130436													138404	138413													0	0	0
166	155328	26	200845	200880			130435	130436													138404	138413													0	0	0
167	155328	27	200845	200880			130435	130436													138404	138413													0	0	0
168	155328	28	200845	200880			130435	130436													138404	138413													0	0	0
169	155328	29	200845	200880			130435	130436													138404	138413													0	0	0
170	155328	30	200845	200880			130435	130436													138404	138413													0	0	0
171	155328	31	200845	200880			130435	130436													138404	138413													0	0	0
172	155328	32	200845	200880			130435	130436													138404	138413													0	0	0
173	155328	33	200845	200880			130435	130436													138404	138413													0	0	0
174	155328	34	200845	200880			130435	130436													138404	138413													0	0	0
175	155328	35	200845	200880			130435	130436													138404	138413													0	0	0
176	155329	1	200846				130437	130451													138405														0	0	0
177	155329	2	200846				130437	130451													138405														0	0	0
178	155329	3	200846				130437	130451													138405														0	0	0
179	155329	4	200846				130437	130451													138405														0	0	0
180	155329	5	200846				130437	130451													138405														0	0	0
181	155329	6	200846				130437	130451													138405														0	0	0
182	155329	7	200846				130437	130451													138405														0	0	0
183	155329	8	200846				130437	130451													138405														0	0	0
184	155329	9	200846	200881			130437	130451													138405														0	0	0
185	155329	10	200846	200881			130437	130451													138405														0	0	0
186	155329	11	200846	200881			130437	130451													138405														0	0	0
187	155329	12	200846	200881			130437	130451													138405														0	0	0
188	155329	13	200846	200881			130437	130451													138405														0	0	0
189	155329	14	200846	200881			130437	130451													138405														0	0	0
190	155329	15	200846	200881			130437	130451													138405														0	0	0
191	155329	16	200846	200881			130437	130451													138405														0	0	0
192	155329	17	200846	200881			130437	130451													138405														0	0	0
193	155329	18	200846	200882			130437	130451													138405														0	0	0
194	155329	19	200846	200882			130437	130451													138405														0	0	0
195	155329	20	200846	200882			130437	130451													138405														0	0	0
196	155329	21	200846	200882			130437	130451													138405														0	0	0
197	155329	22	200846	200882			130437	130451													138405														0	0	0
198	155329	23	200846	200882			130437	130451													138405														0	0	0
199	155329	24	200846	200882			130437	130451													138405														0	0	0
200	155329	25	200846	200882			130437	130451													138405														0	0	0
201	155329	26	200846	200882			130437	130451													138405														0	0	0
202	155329	27	200846	200882			130437	130451													138405														0	0	0
203	155329	28	200846	200882			130437	130451													138405														0	0	0
204	155329	29	200846	200882			130437	130451													138405														0	0	0
205	155329	30	200846	200882			130437	130451													138405														0	0	0
206	155329	31	200846	200882			130437	130451													138405														0	0	0
207	155329	32	200846	200882			130437	130451													138405														0	0	0
208	155329	33	200846	200882			130437	130451													138405														0	0	0
209	155329	34	200846	200882			130437	130451													138405														0	0	0
210	155329	35	200846	200882			130437	130451													138405														0	0	0
211	155330	1	138410																																0	0	0
212	155331	1	138415																																0	0	0
213	155332	1	138419																																0	0	0
214	154328	1	200845				130240	130241	130243	130244											200303	200307													0	0	0
215	154328	2	200845				130240	130241	130243	130244											200303	200307													0	0	0
216	154328	3	200845				130240	130241	130243	130244											200303	200307													0	0	0
217	154328	4	200845				130240	130241	130243	130244											200303	200307													0	0	0
218	154328	5	200845				130240	130241	130243	130244											200303	200307													0	0	0
219	154328	6	200845				130240	130241	130243	130244											200303	200307													0	0	0
220	154328	7	200845				130240	130241	130243	130244											200303	200307													0	0	0
221	154328	8	200845				130240	130241	130243	130244											200303	200307													0	0	0
222	154328	9	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
223	154328	10	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
224	154328	11	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
225	154328	12	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
226	154328	13	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
227	154328	14	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
228	154328	15	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
229	154328	16	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
230	154328	17	200845	200879			130240	130241	130243	130244											200303	200307													0	0	0
231	154328	18	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
232	154328	19	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
233	154328	20	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
234	154328	21	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
235	154328	22	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
236	154328	23	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
237	154328	24	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
238	154328	25	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
239	154328	26	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
240	154328	27	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
241	154328	28	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
242	154328	29	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
243	154328	30	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
244	154328	31	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
245	154328	32	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
246	154328	33	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
247	154328	34	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
248	154328	35	200845	200880			130240	130241	130243	130244											200303	200307													0	0	0
249	154329	1	200846				130242														200321	200322													0	0	0
250	154329	2	200846				130242														200321	200322													0	0	0
251	154329	3	200846				130242														200321	200322													0	0	0
252	154329	4	200846				130242														200321	200322													0	0	0
253	154329	5	200846				130242														200321	200322													0	0	0
254	154329	6	200846				130242														200321	200322													0	0	0
255	154329	7	200846				130242														200321	200322													0	0	0
256	154329	8	200846				130242														200321	200322													0	0	0
257	154329	9	200846	200881			130242														200321	200322													0	0	0
258	154329	10	200846	200881			130242														200321	200322													0	0	0
259	154329	11	200846	200881			130242														200321	200322													0	0	0
260	154329	12	200846	200881			130242														200321	200322													0	0	0
261	154329	13	200846	200881			130242														200321	200322													0	0	0
262	154329	14	200846	200881			130242														200321	200322													0	0	0
263	154329	15	200846	200881			130242														200321	200322													0	0	0
264	154329	16	200846	200881			130242														200321	200322													0	0	0
265	154329	17	200846	200881			130242														200321	200322													0	0	0
266	154329	18	200846	200882			130242														200321	200322													0	0	0
267	154329	19	200846	200882			130242														200321	200322													0	0	0
268	154329	20	200846	200882			130242														200321	200322													0	0	0
269	154329	21	200846	200882			130242														200321	200322													0	0	0
270	154329	22	200846	200882			130242														200321	200322													0	0	0
271	154329	23	200846	200882			130242														200321	200322													0	0	0
272	154329	24	200846	200882			130242														200321	200322													0	0	0
273	154329	25	200846	200882			130242														200321	200322													0	0	0
274	154329	26	200846	200882			130242														200321	200322													0	0	0
275	154329	27	200846	200882			130242														200321	200322													0	0	0
276	154329	28	200846	200882			130242														200321	200322													0	0	0
277	154329	29	200846	200882			130242														200321	200322													0	0	0
278	154329	30	200846	200882			130242														200321	200322													0	0	0
279	154329	31	200846	200882			130242														200321	200322													0	0	0
280	154329	32	200846	200882			130242														200321	200322													0	0	0
281	154329	33	200846	200882			130242														200321	200322													0	0	0
282	154329	34	200846	200882			130242														200321	200322													0	0	0
283	154329	35	200846	200882			130242														200321	200322													0	0	0
284	154330	1	200335																																0	0	0
285	154331	1	200336																																0	0	0
286	154332	1	200853																																0	0	0
287	156328	1	200845				130534	130535													139521	139511													0	0	0
288	156328	2	200845				130534	130535													139521	139511													0	0	0
289	156328	3	200845				130534	130535													139521	139511													0	0	0
290	156328	4	200845				130534	130535													139521	139511													0	0	0
291	156328	5	200845				130534	130535													139521	139511													0	0	0
292	156328	6	200845				130534	130535													139521	139511													0	0	0
293	156328	7	200845				130534	130535													139521	139511													0	0	0
294	156328	8	200845				130534	130535													139521	139511													0	0	0
295	156328	9	200845	200879			130534	130535													139521	139511													0	0	0
296	156328	10	200845	200879			130534	130535													139521	139511													0	0	0
297	156328	11	200845	200879			130534	130535													139521	139511													0	0	0
298	156328	12	200845	200879			130534	130535													139521	139511													0	0	0
299	156328	13	200845	200879			130534	130535													139521	139511													0	0	0
300	156328	14	200845	200879			130534	130535													139521	139511													0	0	0
301	156328	15	200845	200879			130534	130535													139521	139511													0	0	0
302	156328	16	200845	200879			130534	130535													139521	139511													0	0	0
303	156328	17	200845	200879			130534	130535													139521	139511													0	0	0
304	156328	18	200845	200880			130534	130535													139521	139511													0	0	0
305	156328	19	200845	200880			130534	130535													139521	139511													0	0	0
306	156328	20	200845	200880			130534	130535													139521	139511													0	0	0
307	156328	21	200845	200880			130534	130535													139521	139511													0	0	0
308	156328	22	200845	200880			130534	130535													139521	139511													0	0	0
309	156328	23	200845	200880			130534	130535													139521	139511													0	0	0
310	156328	24	200845	200880			130534	130535													139521	139511													0	0	0
311	156328	25	200845	200880			130534	130535													139521	139511													0	0	0
312	156328	26	200845	200880			130534	130535													139521	139511													0	0	0
313	156328	27	200845	200880			130534	130535													139521	139511													0	0	0
314	156328	28	200845	200880			130534	130535													139521	139511													0	0	0
315	156328	29	200845	200880			130534	130535													139521	139511													0	0	0
316	156328	30	200845	200880			130534	130535													139521	139511													0	0	0
317	156328	31	200845	200880			130534	130535													139521	139511													0	0	0
318	156328	32	200845	200880			130534	130535													139521	139511													0	0	0
319	156328	33	200845	200880			130534	130535													139521	139511													0	0	0
320	156328	34	200845	200880			130534	130535													139521	139511													0	0	0
321	156328	35	200845	200880			130534	130535													139521	139511													0	0	0
322	156329	1	200846				130528														139525														0	0	0
323	156329	2	200846				130528														139525														0	0	0
324	156329	3	200846				130528														139525														0	0	0
325	156329	4	200846				130528														139525														0	0	0
326	156329	5	200846				130528														139525														0	0	0
327	156329	6	200846				130528														139525														0	0	0
328	156329	7	200846				130528														139525														0	0	0
329	156329	8	200846				130528														139525														0	0	0
330	156329	9	200846	200881			130528														139525														0	0	0
331	156329	10	200846	200881			130528														139525														0	0	0
332	156329	11	200846	200881			130528														139525														0	0	0
333	156329	12	200846	200881			130528														139525														0	0	0
334	156329	13	200846	200881			130528														139525														0	0	0
335	156329	14	200846	200881			130528														139525														0	0	0
336	156329	15	200846	200881			130528														139525														0	0	0
337	156329	16	200846	200881			130528														139525														0	0	0
338	156329	17	200846	200881			130528														139525														0	0	0
339	156329	18	200846	200882			130528														139525														0	0	0
340	156329	19	200846	200882			130528														139525														0	0	0
341	156329	20	200846	200882			130528														139525														0	0	0
342	156329	21	200846	200882			130528														139525														0	0	0
343	156329	22	200846	200882			130528														139525														0	0	0
344	156329	23	200846	200882			130528														139525														0	0	0
345	156329	24	200846	200882			130528														139525														0	0	0
346	156329	25	200846	200882			130528														139525														0	0	0
347	156329	26	200846	200882			130528														139525														0	0	0
348	156329	27	200846	200882			130528														139525														0	0	0
349	156329	28	200846	200882			130528														139525														0	0	0
350	156329	29	200846	200882			130528														139525														0	0	0
351	156329	30	200846	200882			130528														139525														0	0	0
352	156329	31	200846	200882			130528														139525														0	0	0
353	156329	32	200846	200882			130528														139525														0	0	0
354	156329	33	200846	200882			130528														139525														0	0	0
355	156329	34	200846	200882			130528														139525														0	0	0
356	156329	35	200846	200882			130528														139525														0	0	0
357	156330	1	139590																																0	0	0
358	156331	1	139591																																0	0	0
359	156332	1	138419																																0	0	0
360	101228	1	100138																																		
361	101228	2	100138																																		
362	101228	3	100138																																		
363	101228	4	100138																																		
364	101228	5	100138																																		
365	101228	6	100138																																		
366	101228	7	100138																																		
367	101228	8	100138																																		
368	101228	9	100138	109108																																	
369	101228	10	100138	109108																																	
370	101228	11	100138	109108																																	
371	101228	12	100138	109108																																	
372	101228	13	100138	109108																																	
373	101228	14	100138	109108																																	
374	101228	15	100138	109108																																	
375	101228	16	100138	109108																																	
376	101228	17	100138	109108																																	
377	101228	18	100138	109108	109110																																
378	101228	19	100138	109108	109110																																
379	101228	20	100138	109108	109110																																
380	101228	21	100138	109108	109110																																
381	101228	22	100138	109108	109110																																
382	101228	23	100138	109108	109110																																
383	101228	24	100138	109108	109110																																
384	101228	25	100138	109108	109110																																
385	101228	26	100138	109108	109110																																
386	101228	27	100138	109108	109110																																
387	101228	28	100138	109108	109110																																
388	101228	29	100138	109108	109110																																
389	101228	30	100138	109108	109110																																
390	101228	31	100138	109108	109110																																
391	101228	32	100138	109108	109110																																
392	101228	33	100138	109108	109110																																
393	101228	34	100138	109108	109110																																
394	101228	35	100138	109108	109110																																
395	101229	1	100198																																		
396	101229	2	100198																																		
397	101229	3	100198																																		
398	101229	4	100198																																		
399	101229	5	100198																																		
400	101229	6	100198																																		
401	101229	7	100198																																		
402	101229	8	100198																																		
403	101229	9	100198	109111																																	
404	101229	10	100198	109111																																	
405	101229	11	100198	109111																																	
406	101229	12	100198	109111																																	
407	101229	13	100198	109111																																	
408	101229	14	100198	109111																																	
409	101229	15	100198	109111																																	
410	101229	16	100198	109111																																	
411	101229	17	100198	109111																																	
412	101229	18	100198	109111	100137																																
413	101229	19	100198	109111	100137																																
414	101229	20	100198	109111	100137																																
415	101229	21	100198	109111	100137																																
416	101229	22	100198	109111	100137																																
417	101229	23	100198	109111	100137																																
418	101229	24	100198	109111	100137																																
419	101229	25	100198	109111	100137																																
420	101229	26	100198	109111	100137																																
421	101229	27	100198	109111	100137																																
422	101229	28	100198	109111	100137																																
423	101229	29	100198	109111	100137																																
424	101229	30	100198	109111	100137																																
425	101229	31	100198	109111	100137																																
426	101229	32	100198	109111	100137																																
427	101229	33	100198	109111	100137																																
428	101229	34	100198	109111	100137																																
429	101229	35	100198	109111	100137																																
430	101230	1	109114																																		
431	101230	2	109114																																		
432	101230	3	109114																																		
433	101230	4	109114																																		
434	101230	5	109114																																		
435	101230	6	109114																																		
436	101230	7	109114																																		
437	101230	8	109114																																		
438	101230	9	109114	109117																																	
439	101230	10	109114	109117																																	
440	101230	11	109114	109117																																	
441	101230	12	109114	109117																																	
442	101230	13	109114	109117																																	
443	101230	14	109114	109117																																	
444	101230	15	109114	109117																																	
445	101230	16	109114	109117																																	
446	101230	17	109114	109117																																	
447	101230	18	109114	109117	109119																																
448	101230	19	109114	109117	109119																																
449	101230	20	109114	109117	109119																																
450	101230	21	109114	109117	109119																																
451	101230	22	109114	109117	109119																																
452	101230	23	109114	109117	109119																																
453	101230	24	109114	109117	109119																																
454	101230	25	109114	109117	109119																																
455	101230	26	109114	109117	109119																																
456	101230	27	109114	109117	109119																																
457	101230	28	109114	109117	109119																																
458	101230	29	109114	109117	109119																																
459	101230	30	109114	109117	109119																																
460	101230	31	109114	109117	109119																																
461	101230	32	109114	109117	109119																																
462	101230	33	109114	109117	109119																																
463	101230	34	109114	109117	109119																																
464	101230	35	109114	109117	109119																																
465	151328	1	200845				110449	110450	110452	110453																											
466	151328	2	200845				110449	110450	110452	110453																											
467	151328	3	200845				110449	110450	110452	110453																											
468	151328	4	200845				110449	110450	110452	110453																											
469	151328	5	200845				110449	110450	110452	110453																											
470	151328	6	200845				110449	110450	110452	110453																											
471	151328	7	200845				110449	110450	110452	110453																											
472	151328	8	200845				110449	110450	110452	110453																											
473	151328	9	200845	200879			110449	110450	110452	110453																											
474	151328	10	200845	200879			110449	110450	110452	110453																											
475	151328	11	200845	200879			110449	110450	110452	110453																											
476	151328	12	200845	200879			110449	110450	110452	110453																											
477	151328	13	200845	200879			110449	110450	110452	110453																											
478	151328	14	200845	200879			110449	110450	110452	110453																											
479	151328	15	200845	200879			110449	110450	110452	110453																											
480	151328	16	200845	200879			110449	110450	110452	110453																											
481	151328	17	200845	200879			110449	110450	110452	110453																											
482	151328	18	200845	200880			110449	110450	110452	110453																											
483	151328	19	200845	200880			110449	110450	110452	110453																											
484	151328	20	200845	200880			110449	110450	110452	110453																											
485	151328	21	200845	200880			110449	110450	110452	110453																											
486	151328	22	200845	200880			110449	110450	110452	110453																											
487	151328	23	200845	200880			110449	110450	110452	110453																											
488	151328	24	200845	200880			110449	110450	110452	110453																											
489	151328	25	200845	200880			110449	110450	110452	110453																											
490	151328	26	200845	200880			110449	110450	110452	110453																											
491	151328	27	200845	200880			110449	110450	110452	110453																											
492	151328	28	200845	200880			110449	110450	110452	110453																											
493	151328	29	200845	200880			110449	110450	110452	110453																											
494	151328	30	200845	200880			110449	110450	110452	110453																											
495	151328	31	200845	200880			110449	110450	110452	110453																											
496	151328	32	200845	200880			110449	110450	110452	110453																											
497	151328	33	200845	200880			110449	110450	110452	110453																											
498	151328	34	200845	200880			110449	110450	110452	110453																											
499	151328	35	200845	200880			110449	110450	110452	110453																											
500	151329	1	200846				110451	110454																													
501	151329	2	200846				110451	110454																													
502	151329	3	200846				110451	110454																													
503	151329	4	200846				110451	110454																													
504	151329	5	200846				110451	110454																													
505	151329	6	200846				110451	110454																													
506	151329	7	200846				110451	110454																													
507	151329	8	200846				110451	110454																													
508	151329	9	200846	200881			110451	110454																													
509	151329	10	200846	200881			110451	110454																													
510	151329	11	200846	200881			110451	110454																													
511	151329	12	200846	200881			110451	110454																													
512	151329	13	200846	200881			110451	110454																													
513	151329	14	200846	200881			110451	110454																													
514	151329	15	200846	200881			110451	110454																													
515	151329	16	200846	200881			110451	110454																													
516	151329	17	200846	200881			110451	110454																													
517	151329	18	200846	200882			110451	110454																													
518	151329	19	200846	200882			110451	110454																													
519	151329	20	200846	200882			110451	110454																													
520	151329	21	200846	200882			110451	110454																													
521	151329	22	200846	200882			110451	110454																													
522	151329	23	200846	200882			110451	110454																													
523	151329	24	200846	200882			110451	110454																													
524	151329	25	200846	200882			110451	110454																													
525	151329	26	200846	200882			110451	110454																													
526	151329	27	200846	200882			110451	110454																													
527	151329	28	200846	200882			110451	110454																													
528	151329	29	200846	200882			110451	110454																													
529	151329	30	200846	200882			110451	110454																													
530	151329	31	200846	200882			110451	110454																													
531	151329	32	200846	200882			110451	110454																													
532	151329	33	200846	200882			110451	110454																													
533	151329	34	200846	200882			110451	110454																													
534	151329	35	200846	200882			110451	110454																													
535	151330	1	119437																																		
536	151331	1	119438																																		
537	151332	1	138419																																		
538	103228	1	102388																																		
539	103228	2	102388																																		
540	103228	3	102388																																		
541	103228	4	102388																																		
542	103228	5	102388																																		
543	103228	6	102388																																		
544	103228	7	102388																																		
545	103228	8	102388																																		
546	103228	9	102388	102392																																	
547	103228	10	102388	102392																																	
548	103228	11	102388	102392																																	
549	103228	12	102388	102392																																	
550	103228	13	102388	102392																																	
551	103228	14	102388	102392																																	
552	103228	15	102388	102392																																	
553	103228	16	102388	102392																																	
554	103228	17	102388	102392																																	
555	103228	18	102388	102392	102393																																
556	103228	19	102388	102392	102393																																
557	103228	20	102388	102392	102393																																
558	103228	21	102388	102392	102393																																
559	103228	22	102388	102392	102393																																
560	103228	23	102388	102392	102393																																
561	103228	24	102388	102392	102393																																
562	103228	25	102388	102392	102393																																
563	103228	26	102388	102392	102393																																
564	103228	27	102388	102392	102393																																
565	103228	28	102388	102392	102393																																
566	103228	29	102388	102392	102393																																
567	103228	30	102388	102392	102393																																
568	103228	31	102388	102392	102393																																
569	103228	32	102388	102392	102393																																
570	103228	33	102388	102392	102393																																
571	103228	34	102388	102392	102393																																
572	103228	35	102388	102392	102393																																
573	103229	1	102395																																		
574	103229	2	102395																																		
575	103229	3	102395																																		
576	103229	4	102395																																		
577	103229	5	102395																																		
578	103229	6	102395																																		
579	103229	7	102395																																		
580	103229	8	102395																																		
581	103229	9	102395	102397																																	
582	103229	10	102395	102397																																	
583	103229	11	102395	102397																																	
584	103229	12	102395	102397																																	
585	103229	13	102395	102397																																	
586	103229	14	102395	102397																																	
587	103229	15	102395	102397																																	
588	103229	16	102395	102397																																	
589	103229	17	102395	102397																																	
590	103229	18	102395	102397	102398																																
591	103229	19	102395	102397	102398																																
592	103229	20	102395	102397	102398																																
593	103229	21	102395	102397	102398																																
594	103229	22	102395	102397	102398																																
595	103229	23	102395	102397	102398																																
596	103229	24	102395	102397	102398																																
597	103229	25	102395	102397	102398																																
598	103229	26	102395	102397	102398																																
599	103229	27	102395	102397	102398																																
600	103229	28	102395	102397	102398																																
601	103229	29	102395	102397	102398																																
602	103229	30	102395	102397	102398																																
603	103229	31	102395	102397	102398																																
604	103229	32	102395	102397	102398																																
605	103229	33	102395	102397	102398																																
606	103229	34	102395	102397	102398																																
607	103229	35	102395	102397	102398																																
608	103230	1	102307																																		
609	103230	2	102307																																		
610	103230	3	102307																																		
611	103230	4	102307																																		
612	103230	5	102307																																		
613	103230	6	102307																																		
614	103230	7	102307																																		
615	103230	8	102307																																		
616	103230	9	102307	102308																																	
617	103230	10	102307	102308																																	
618	103230	11	102307	102308																																	
619	103230	12	102307	102308																																	
620	103230	13	102307	102308																																	
621	103230	14	102307	102308																																	
622	103230	15	102307	102308																																	
